"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - REKHA","2 - ANAND BHADAURIYA","3 - AJAY VERMA","4 - ANAND KUMAR","5 - KIRTI SINGH","6 - SWAMI DAYAL","7 - DAUD AHMAD","8 - KUWAR JITIN PRASAD","9 - LEKHRAJ","12 - RAM BALI","13 - RAJENDRA KUMAR SINGH","14 - SUKHVINDRA SINGH","15 - VIVEK MISHRA","16 - VIJAY KUMAR TIWARI","17 - MALA DEVI","18 - None of the Above","Total Votes Secured"
13,UMARIYA,407,342,0,749,330,249,0,579,563,0,319,76,2,6,1,2,78,82,3,2,3,1,1,1,1,1,579
14,SARIAYA,221,171,0,392,152,126,0,278,278,0,8,97,0,1,0,0,24,146,0,0,0,1,0,1,0,0,278
15,RARI,475,389,0,864,381,276,0,657,657,0,27,164,2,4,1,1,186,249,5,1,1,5,5,3,2,1,657
16,BEHAZAM,582,525,0,1107,402,327,0,729,726,0,434,74,1,3,0,0,65,142,5,0,0,0,0,1,0,4,729
17,BEHAZAM,589,469,0,1058,410,282,0,692,642,0,275,60,3,4,1,1,208,129,3,0,0,1,3,0,1,3,692
18,BEHAZAM,580,475,0,1055,433,306,0,739,739,0,364,82,7,2,2,2,82,179,6,1,1,2,5,0,1,3,739
19,BEHAZAM,523,497,0,1020,331,296,0,627,626,0,184,38,0,0,0,1,249,140,4,2,0,2,3,1,0,3,627
20,MUKREHATA,445,374,0,819,282,229,0,511,511,0,176,62,2,2,0,1,165,82,5,0,4,5,3,0,2,2,511
21,"PERSEHARA KALA",571,529,0,1100,436,338,0,774,774,0,191,153,3,10,1,0,233,154,6,5,1,4,2,4,3,4,774
22,ATARAULI,377,330,0,707,293,238,0,531,527,0,127,48,3,4,0,0,275,60,3,1,0,4,4,0,1,1,531
23,GUTHANABUZURG,573,500,0,1073,450,286,0,736,731,0,495,23,6,3,2,2,87,90,8,0,4,1,4,4,1,6,736
24,GUTHANABUZURG,543,494,0,1037,374,276,0,650,650,0,260,70,2,2,1,2,198,95,6,0,0,5,2,3,3,1,650
25,"JODHPUR M. BEL",706,630,1,1337,487,418,0,905,905,0,321,173,5,10,3,1,270,99,8,1,0,3,6,2,0,3,905
26,"JODHPUR M. BEL",223,198,0,421,202,150,0,352,334,0,132,146,1,2,1,1,20,42,0,0,0,0,1,5,0,1,352
27,"PERSEHARA KURD",344,316,0,660,293,260,0,553,553,0,58,136,2,5,1,0,177,162,4,1,0,3,1,2,0,1,553
28,PURAINA,238,239,0,477,211,185,0,396,395,0,121,117,1,1,1,0,138,10,2,0,0,1,2,1,1,0,396
29,BEHATA,279,255,0,534,260,195,0,455,455,0,174,75,1,2,0,4,135,43,3,1,0,3,5,6,2,1,455
30,NAINEPARA,608,545,0,1153,506,397,0,903,903,0,358,69,5,2,2,1,208,224,14,2,1,3,5,1,2,6,903
31,BELAWA,478,385,0,863,373,309,0,682,682,0,98,219,3,4,1,1,323,29,0,1,0,1,0,0,1,1,682
32,GAURIYA,721,632,0,1353,533,412,0,945,941,0,226,71,2,3,1,3,382,227,8,2,0,8,2,2,0,8,945
33,GAURIYA,436,400,0,836,330,273,0,603,603,0,145,25,2,3,1,0,274,125,5,3,2,6,3,2,0,7,603
34,MIRJAPUR,427,391,0,818,348,308,0,656,656,0,320,75,4,3,1,1,103,140,2,0,0,1,2,1,1,2,656
35,MIRJAPUR,407,399,0,806,324,273,0,597,591,0,257,52,1,0,1,1,75,203,3,0,1,0,2,0,0,1,597
36,MIRJAPUR,76,68,0,144,42,33,0,75,75,0,50,13,0,1,0,1,5,3,2,0,0,0,0,0,0,0,75
37,"LAKHANAPUR M. GULCHAURA",584,527,0,1111,416,294,0,710,706,0,203,53,2,6,0,0,241,184,4,0,1,4,1,5,2,4,710
38,"LAKHANAPUR M. GULCHAURA",590,483,0,1073,463,321,0,784,784,0,473,22,6,1,3,2,146,100,15,1,3,1,5,1,1,4,784
39,BHAREHTA,398,384,0,782,343,286,0,629,629,0,220,135,0,1,0,2,223,38,2,1,1,1,2,1,0,2,629
40,THARIYA,474,402,0,876,328,262,0,590,480,0,190,151,4,5,1,3,146,75,4,2,0,1,1,4,0,3,590
41,ALLIPUR,692,583,0,1275,485,350,0,835,835,0,358,67,7,5,5,2,75,280,7,4,1,1,9,0,1,13,835
42,ALLIPUR,332,295,0,627,216,174,0,390,382,0,75,13,2,1,2,0,38,255,1,0,0,2,1,0,0,0,390
43,AKBARPUR,430,365,0,795,345,216,0,561,560,0,135,76,0,6,0,1,164,171,2,0,0,0,2,1,2,1,561
44,PIPARIKLAN,709,669,0,1378,508,385,0,893,878,0,268,185,1,5,0,4,228,179,5,2,0,6,1,3,3,3,893
45,BHULANPUR,957,775,0,1732,623,505,0,1128,1070,0,166,138,4,6,2,3,351,434,8,2,4,2,0,2,3,3,1128
46,BHULANPUR,796,659,0,1455,549,374,0,923,923,0,427,68,8,8,4,2,124,265,1,2,1,3,4,1,1,4,923
47,BHULANPUR,216,200,0,416,139,119,0,258,258,0,88,22,0,0,0,2,85,57,1,0,0,0,1,1,1,0,258
48,BADRIYA,446,388,0,834,345,273,0,618,618,0,136,231,0,13,0,0,173,56,3,0,0,2,0,1,0,3,618
49,GHURKHEDA,436,365,0,801,372,296,0,668,664,0,198,217,4,4,2,4,193,32,4,1,0,3,3,0,1,2,668
50,BASARA,431,359,0,790,326,257,0,583,583,0,191,41,7,2,1,2,159,160,6,0,1,1,6,3,0,3,583
51,BASARA,400,369,0,769,289,238,0,527,526,0,323,24,1,0,2,0,70,100,2,0,0,1,1,1,0,2,527
52,BHANWAPUR,339,285,0,624,271,206,0,477,477,0,68,231,2,4,1,3,119,31,4,3,1,3,2,3,0,2,477
53,BILBILAI,572,451,0,1023,358,232,0,590,587,0,330,45,4,5,2,0,140,51,8,1,1,1,1,0,1,0,590
54,BAHADURPUR,493,439,0,932,377,273,0,650,650,0,279,124,2,3,5,1,86,123,11,1,2,3,2,6,0,2,650
55,BAHADURPUR,477,451,0,928,302,211,0,513,513,0,204,121,1,1,2,2,97,65,5,1,1,4,2,1,0,6,513
56,BACHEPARA,460,385,0,845,350,265,0,615,613,0,297,74,2,0,1,1,150,79,2,0,1,3,1,2,0,2,615
57,TEDWA,504,438,0,942,397,330,0,727,724,0,420,41,3,2,1,0,187,62,2,0,0,1,2,1,0,5,727
58,PAHADA,559,517,0,1076,410,342,0,752,752,0,120,57,1,1,2,0,364,185,8,2,1,5,1,0,1,4,752
59,DHANWARPUR,634,556,0,1190,437,404,0,841,840,0,321,113,4,4,2,2,172,197,8,0,2,3,1,5,2,5,841
60,ACHNIYA,599,524,0,1123,394,314,0,708,704,0,106,119,3,2,0,2,238,208,6,3,0,4,6,7,1,3,708
61,ACHNIYA,534,480,1,1015,399,316,0,715,715,0,75,81,4,3,0,1,253,284,2,0,0,3,2,1,4,2,715
62,MALIGAWAN,544,464,0,1008,425,320,0,745,745,0,171,124,2,3,1,1,151,278,5,0,1,0,1,5,1,1,745
63,AMGHAT,457,396,0,853,316,232,0,548,248,0,330,49,0,6,2,2,52,86,11,1,3,0,0,1,5,0,548
64,KORAIYATALUKEDARI,378,308,0,686,276,216,0,492,492,0,80,47,0,2,0,0,179,175,2,0,0,0,1,2,1,3,492
65,NIBASHIVPURI,461,407,0,868,405,376,0,781,781,0,162,186,10,9,2,4,167,207,3,3,4,3,4,7,2,8,781
66,KARANPURMUYAIYA,527,501,0,1028,392,338,0,730,723,0,445,75,8,1,3,0,24,158,9,0,1,3,1,0,0,2,730
67,KAIMABUJURG,616,589,0,1205,447,326,0,773,771,0,220,43,8,2,3,2,135,337,5,0,0,3,7,1,3,4,773
68,KAIMABUJURG,523,451,0,974,390,268,0,658,658,0,416,14,6,2,0,4,57,140,8,1,0,3,0,4,0,3,658
69,MUGALIPUR,577,487,0,1064,417,345,0,762,759,0,113,47,3,3,4,1,380,200,2,1,0,0,0,2,2,4,762
70,"BAMHANABAD M. LOHATI",796,699,0,1495,562,442,0,1004,1004,0,410,304,4,7,2,0,149,100,10,0,2,3,3,5,0,5,1004
71,"BILARIYA M. KHARAGPUR",447,375,0,822,326,238,0,564,564,0,200,42,3,1,1,0,154,136,11,1,1,2,2,3,2,5,564
72,"BILARIYA M. KHARAGPUR",447,348,0,795,268,172,0,440,440,0,115,96,1,4,0,2,107,109,1,0,0,1,0,1,0,3,440
73,GULAULA,508,429,0,937,412,312,0,724,724,0,163,109,5,2,2,2,235,195,1,4,0,1,0,1,1,3,724
74,MUDIYA,534,478,0,1012,370,319,0,689,689,0,286,87,2,7,2,1,167,120,5,2,0,2,1,5,1,1,689
75,MUDIYA,574,561,0,1135,394,300,0,694,694,0,179,98,2,6,5,2,130,253,4,0,1,4,1,3,3,3,694
76,BHUPATIPUR,404,370,0,774,323,270,0,593,583,0,349,13,4,0,0,0,105,101,9,1,1,5,1,1,1,2,593
77,DHAKHIYAMADAN,324,274,0,598,260,212,0,472,472,0,160,98,5,1,0,1,122,79,3,0,0,1,0,1,0,1,472
78,JAMHAURA,810,699,0,1509,554,446,0,1000,1000,0,497,115,10,4,4,4,204,126,12,3,0,6,6,4,3,2,1000
79,CHAUDHAKPUR,389,359,0,748,353,304,0,657,657,0,159,314,5,6,0,4,68,89,3,0,1,0,2,2,0,4,657
80,BAHERA,465,372,0,837,349,262,0,611,611,0,275,16,4,7,3,0,259,32,5,0,1,2,1,2,2,2,611
81,IBRAHIMPUR,373,361,0,734,313,275,0,588,588,0,171,17,1,2,3,0,360,17,4,1,0,6,1,3,0,2,588
82,RAHAMATPUR,514,430,0,944,375,294,0,669,669,0,97,47,1,3,2,2,385,106,4,4,1,4,3,1,2,7,669
83,SEHRUA,693,524,0,1217,491,260,0,751,751,0,99,349,0,6,1,2,260,22,2,0,3,0,1,1,0,5,751
84,AMETHI,654,565,0,1219,482,384,0,866,844,0,162,221,1,2,1,1,351,120,3,0,1,1,2,0,0,0,866
85,AMETHI,335,252,0,587,254,161,0,415,415,0,348,1,3,1,0,0,18,30,6,0,1,1,2,0,2,2,415
86,BAIBAHA,560,473,0,1033,402,334,0,736,732,0,340,84,5,2,6,0,44,240,3,0,1,1,1,3,2,4,736
87,SIRSA,454,400,0,854,340,223,0,563,537,0,102,61,4,7,2,2,139,222,5,1,2,3,1,9,1,2,563
88,SIRSA,183,163,0,346,143,133,0,276,276,0,194,6,0,0,0,0,46,22,3,0,1,0,2,0,0,2,276
89,PIPARINARAYANPUR,243,198,0,441,220,168,0,388,388,0,205,21,7,3,2,1,98,34,11,0,0,1,0,1,2,2,388
90,MADARPUR,493,435,0,928,335,309,0,644,644,0,294,90,1,1,0,1,58,182,3,2,1,2,3,3,0,3,644
91,SUTEHARA,495,462,0,957,367,316,0,683,683,0,356,39,2,7,1,1,94,144,2,1,32,0,2,1,1,0,683
92,BHIKHAMPUR,843,671,0,1514,645,461,0,1106,1105,0,529,245,7,11,2,3,49,229,10,2,0,1,6,4,4,4,1106
93,VISHOKHAR,390,337,0,727,297,279,0,576,576,0,164,59,2,7,2,1,264,53,4,1,2,5,2,2,1,7,576
94,NAGARA,793,668,0,1461,541,414,0,955,953,0,489,167,5,9,3,2,155,98,10,2,1,1,4,1,2,6,955
95,DEVMANIYA,517,424,1,942,358,268,0,626,616,0,127,102,1,6,2,4,311,56,8,0,0,1,2,2,2,2,626
96,"DOKERPUR M. GRANT MULTANPUR",594,439,1,1034,324,219,0,543,538,0,163,75,3,4,1,5,183,74,15,2,2,2,3,2,1,8,543
97,"DOKERPUR M. GRANT MULTANPUR",590,414,0,1004,344,248,0,592,582,0,280,55,4,3,2,6,122,84,6,3,2,3,5,3,3,11,592
98,"BAMBHIYA M. GRANT MULTANPUR",495,385,0,880,362,245,0,607,607,0,418,84,2,3,0,1,65,17,8,0,1,1,2,0,1,4,607
99,"BAMBHIYA M. GRANT MULTANPUR",534,463,1,998,392,305,0,697,697,0,233,73,3,3,1,5,343,18,2,0,1,4,3,3,0,5,697
100,"HARISHPUR M. GRANT MULTANPUR",597,476,0,1073,442,318,0,760,758,0,190,70,6,13,5,6,264,144,17,3,5,14,3,5,2,13,760
101,"LALPUR GRANT",385,319,1,705,303,222,0,525,525,0,178,119,0,6,1,3,187,15,6,2,0,5,1,1,1,0,525
102,MADRIYA,469,379,0,848,406,303,0,709,709,0,375,110,5,8,2,1,172,10,8,0,0,2,12,2,0,2,709
103,MADRIYA,447,410,0,857,352,244,0,596,596,0,177,40,2,4,1,4,325,24,2,2,2,5,2,0,0,6,596
104,"GRANT THARANTAN SMITH",379,338,0,717,284,258,0,542,542,0,267,96,3,6,2,0,80,64,9,0,1,1,1,6,1,5,542
105,JAGANA,550,444,0,994,368,270,0,638,600,0,177,278,2,6,1,4,67,87,5,1,2,1,1,2,1,3,638
106,CHAPARDHA,545,420,0,965,402,249,0,651,648,0,130,65,2,8,0,0,420,17,2,1,0,3,1,0,1,1,651
107,"KEDARIPURWA M. SENPUR",690,598,0,1288,506,352,0,858,858,0,499,139,3,3,6,3,63,121,8,2,0,1,4,2,1,3,858
108,SARELI,709,581,0,1290,418,303,0,721,721,0,214,51,1,8,5,1,73,348,6,2,0,2,1,3,2,4,721
109,PARSEHARA,480,380,0,860,336,249,0,585,584,0,212,131,2,4,1,0,94,118,3,0,8,1,4,3,0,4,585
110,PARSEHARA,498,397,0,895,346,249,0,595,594,0,219,134,2,7,0,0,51,164,2,0,7,2,2,3,0,2,595
111,DAHAR,655,535,2,1192,471,314,0,785,785,0,388,116,4,1,0,1,139,117,4,1,1,1,1,4,1,6,785
112,"GANESHPUR GRANT",662,566,0,1228,446,424,0,870,870,0,357,60,7,6,3,6,204,188,11,0,4,5,6,3,1,9,870
113,KHAMRIYA,470,406,0,876,342,275,0,617,617,0,351,45,5,2,3,1,71,117,8,0,1,0,3,4,0,6,617
114,KHAMRIYA,427,392,0,819,246,203,0,449,449,0,252,6,5,1,1,0,102,60,6,0,2,4,3,1,1,5,449
115,PIPARAPALIYA,298,224,0,522,188,136,0,324,324,0,81,107,0,8,0,1,115,2,4,2,0,2,0,0,0,2,324
116,"PIPARA M. GRANT INAYATCHIF",707,640,0,1347,486,362,0,848,848,0,328,70,3,6,2,0,390,28,9,0,1,3,2,0,1,5,848
117,"RAMNAGAR M. GRANT INAYATCHIF",642,529,0,1171,325,281,0,606,606,0,254,43,4,6,3,1,244,29,4,4,0,3,0,0,1,10,606
118,"AWADHPUR M. GRANT INAYATCHIF",701,602,0,1303,309,417,0,726,726,0,510,46,12,4,5,2,74,45,8,3,1,1,5,2,1,7,726
119,"AWADH M. GRANT INAYATCHIF",605,470,0,1075,277,314,0,591,586,0,293,20,8,3,6,3,164,40,20,4,1,3,2,8,1,15,591
120,"AWADH M. GRANT INAYATCHIF",525,466,0,991,326,291,0,617,617,0,292,38,5,3,1,1,182,72,10,1,0,3,1,0,1,7,617
121,KHANJANNAGAR,483,381,0,864,329,215,0,544,540,0,238,58,2,1,1,2,176,38,10,2,0,2,5,3,1,5,544
122,KHANJANNAGAR,498,438,0,936,290,276,0,566,566,0,255,65,4,4,1,2,184,30,3,0,3,2,4,2,0,7,566
123,KHANJANNAGAR,840,668,0,1508,379,428,0,807,805,0,245,192,4,9,1,2,262,78,4,1,1,1,2,0,2,3,807
124,MITAULI,716,597,0,1313,394,313,0,707,707,0,195,127,4,6,2,7,35,307,2,0,0,3,2,3,1,13,707
125,MITAULI,546,478,0,1024,253,210,0,463,463,0,156,98,0,5,0,2,59,136,2,0,0,0,1,2,1,1,463
126,MITAULI,917,677,0,1594,416,182,0,598,598,0,96,165,8,5,2,3,176,120,5,2,0,5,2,3,2,4,598
127,MITAULI,501,425,0,926,284,199,0,483,476,0,147,143,2,6,3,3,96,70,1,0,1,1,1,5,2,2,483
128,MITAULI,503,448,0,951,288,187,0,475,475,0,141,142,1,3,1,3,55,118,3,0,0,0,5,1,0,2,475
129,MITAULI,546,479,2,1027,341,244,0,585,570,0,376,119,2,1,1,1,15,56,5,0,1,0,5,1,0,2,585
130,MITAULI,448,377,0,825,227,156,0,383,383,0,135,133,0,6,0,1,14,90,2,0,0,0,0,0,1,1,383
131,MITAULI,443,353,0,796,290,173,0,463,463,0,140,188,2,2,1,1,24,84,7,3,2,0,0,5,1,3,463
132,MITAULI,437,356,0,793,271,155,0,426,426,0,130,207,3,4,1,0,11,58,5,1,2,1,0,0,1,2,426
133,MITAULI,710,605,0,1315,446,274,0,720,720,0,357,136,3,2,2,4,68,121,12,1,0,4,3,2,0,5,720
134,MITAULI,621,540,0,1161,338,211,0,549,548,0,145,126,1,0,2,0,62,204,1,0,0,2,1,2,0,3,549
135,MITAULI,631,544,0,1175,401,311,0,712,704,0,298,102,4,3,1,3,121,165,6,1,1,1,3,1,0,2,712
136,MITAULI,605,501,0,1106,349,228,0,577,577,0,231,86,2,2,0,0,35,210,7,0,1,1,2,0,0,0,577
137,LALHAUA,736,668,0,1404,557,426,0,983,981,0,389,336,9,6,3,0,122,92,10,1,1,3,2,2,2,5,983
138,LALHAUA,728,631,0,1359,453,357,0,810,810,0,186,125,1,3,0,5,389,86,4,0,0,1,1,2,0,7,810
139,TENDUA,749,672,0,1421,539,453,0,992,989,0,139,396,7,2,1,8,351,64,2,5,0,8,2,5,0,2,992
140,SEMRAWAN,476,383,0,859,366,284,0,650,645,0,140,97,1,1,1,1,144,250,2,1,0,5,0,3,1,3,650
141,SEMRAWAN,439,393,0,832,244,186,0,430,430,0,53,53,3,3,2,0,212,90,5,1,0,2,1,2,1,2,430
142,SEMRAWAN,555,489,0,1044,377,252,0,629,629,0,232,108,2,2,0,1,179,94,4,1,0,0,2,2,0,2,629
143,MAINAHAN,739,682,0,1421,555,447,0,1002,1002,0,190,245,1,3,1,4,375,159,5,3,0,6,3,1,0,6,1002
144,ODARA,528,462,0,990,431,318,0,749,746,0,219,257,1,8,1,4,79,152,5,2,2,3,5,3,2,6,749
145,ODARA,401,382,0,783,293,258,0,551,550,0,77,119,1,4,3,1,105,217,7,1,0,3,4,3,1,5,551
146,BABAUNA,678,594,0,1272,465,379,0,844,844,0,333,157,5,5,2,2,66,250,6,0,1,4,0,5,0,8,844
147,BABAUNA,778,630,0,1408,517,332,0,849,849,0,511,109,4,4,3,2,91,107,2,4,0,0,1,3,0,8,849
148,"PIPARIYA M. KHUDEHARA",801,711,0,1512,591,413,0,1004,1004,0,339,242,10,6,3,6,83,270,12,5,1,5,7,3,1,11,1004
149,RAUTAPUR,416,341,0,757,351,255,0,606,602,0,423,98,7,0,0,2,11,48,2,4,0,0,1,1,2,7,606
150,RAUTAPUR,610,552,0,1162,435,357,0,792,792,0,411,95,9,3,1,2,173,72,12,0,0,5,3,2,2,2,792
151,PALIYAMAFI,222,185,0,407,168,142,0,310,310,0,73,128,2,6,1,0,85,8,2,0,0,2,0,0,1,2,310
152,DHAKIYAKUSTAUL,279,252,0,531,195,159,0,354,354,0,26,86,1,4,1,3,186,34,2,1,0,3,2,3,0,2,354
153,DHAKIYAKUSTAUL,627,563,0,1190,393,325,0,718,706,0,212,138,4,6,1,11,208,106,7,1,0,2,5,1,2,14,718
154,TIKARIYA,238,195,0,433,189,143,0,332,330,0,241,6,3,3,0,0,5,65,3,1,1,0,0,3,0,1,332
155,DANPUR,603,502,0,1105,514,343,0,857,857,0,325,243,4,11,4,4,74,163,6,2,3,4,3,6,1,4,857
156,KASTA,529,486,0,1015,410,340,0,750,750,0,186,124,5,3,2,2,93,305,8,1,2,1,1,6,1,10,750
157,KASTA,503,468,0,971,328,282,0,610,610,0,220,63,2,2,0,0,128,185,1,0,0,1,1,3,0,4,610
158,KASTA,656,597,0,1253,501,428,0,929,929,0,273,132,5,5,4,1,403,81,5,3,1,6,3,1,3,3,929
159,KASTA,434,363,0,797,284,215,0,499,497,0,169,52,5,2,0,0,129,128,5,1,0,1,1,1,1,4,499
160,KASTA,427,369,0,796,244,175,0,419,416,0,105,38,2,3,0,1,138,115,3,1,1,1,0,2,0,9,419
161,ACHRAULA,353,298,0,651,259,188,0,447,447,0,72,88,2,6,1,2,146,113,5,1,1,2,2,3,1,2,447
162,GAJIPUR,287,259,0,546,244,189,0,433,433,0,144,36,2,1,1,0,214,25,5,0,1,1,0,0,2,1,433
163,ALPUR,333,304,0,637,290,242,0,532,532,0,328,152,2,2,2,0,13,30,3,0,0,0,0,0,0,0,532
164,MAGAHI,422,376,0,798,390,301,0,691,691,0,572,11,2,1,2,2,52,42,2,1,0,0,1,1,0,2,691
165,MAGAHI,390,389,0,779,331,255,0,586,582,0,358,20,5,2,1,2,65,110,9,2,1,3,3,0,0,5,586
166,REWANATEMRA,555,516,0,1071,423,420,0,843,843,0,482,66,6,3,6,4,135,110,8,2,5,1,6,2,3,4,843
167,KANAKHEDA,788,608,0,1396,539,373,0,912,910,0,244,49,7,5,2,4,228,340,3,5,0,7,6,6,1,5,912
168,KANAKHEDA,472,383,0,855,303,209,0,512,512,0,227,70,0,5,3,1,79,109,8,1,1,0,2,0,1,5,512
169,JALALPUR,797,697,0,1494,660,465,0,1125,1125,0,565,315,4,8,1,2,104,103,11,1,0,2,3,3,1,2,1125
170,NIMCHAINI,464,372,0,836,373,258,0,631,631,0,221,31,4,1,1,0,225,134,2,2,0,1,3,1,0,5,631
171,NIMCHAINI,440,381,0,821,320,246,0,566,562,0,354,30,2,0,0,1,111,56,5,1,0,0,2,0,1,3,566
172,BAJRKHA,478,370,0,848,301,203,0,504,504,0,130,57,3,1,2,2,115,175,3,2,0,2,0,0,2,10,504
173,OSARI,294,263,0,557,249,211,0,460,457,0,61,208,0,4,1,5,157,14,1,0,0,3,1,3,0,2,460
174,CHATAURA,380,330,0,710,338,278,0,616,614,0,325,47,1,1,0,1,36,192,3,2,0,0,4,1,0,3,616
175,PIPARJHLA,580,482,0,1062,421,265,0,686,683,0,158,162,0,5,2,0,68,284,0,0,1,0,2,3,0,1,686
176,KIRMANI,468,384,0,852,296,254,0,550,548,0,259,26,2,10,2,0,132,105,7,1,1,0,0,1,3,1,550
177,KIRMANI,449,366,0,815,269,186,0,455,455,0,247,92,1,5,0,1,53,45,2,1,0,1,1,0,1,5,455
178,SANDILWA,432,370,0,802,264,206,0,470,470,0,143,98,5,0,1,0,118,96,1,1,2,1,2,1,1,0,470
179,SANDILWA,477,375,0,852,241,143,0,384,382,0,137,25,0,1,1,0,170,47,1,0,0,0,0,0,0,2,384
180,DARINAGARA,600,538,0,1138,448,359,0,807,787,0,397,29,6,5,3,1,109,231,4,3,1,3,7,3,0,5,807
181,DARINAGARA,710,613,0,1323,525,358,0,883,883,0,457,83,4,4,2,1,109,197,6,0,3,2,7,2,0,6,883
182,PATHARA,362,320,0,682,245,205,0,450,450,0,225,99,1,3,0,1,11,100,3,0,2,1,1,1,2,0,450
183,RANNUPUR,632,589,0,1221,479,361,0,840,840,0,402,47,5,2,3,3,82,248,17,5,3,4,6,3,4,6,840
184,ABGAWAN,441,370,0,811,319,239,0,558,558,0,218,165,1,4,0,3,126,32,3,0,0,1,0,2,0,3,558
185,ABGAWAN,429,354,0,783,278,210,0,488,488,0,278,65,3,0,2,4,84,35,6,2,0,0,2,4,0,3,488
186,SARAIYAN,540,463,0,1003,407,301,0,708,708,0,152,334,5,6,0,2,153,26,14,0,2,3,2,2,1,6,708
187,"DATELI KLAN",428,384,0,812,242,255,0,497,497,0,252,22,4,3,2,1,98,101,2,0,1,3,0,1,0,7,497
188,"DATELI KLAN",580,502,0,1082,356,296,0,652,652,0,188,146,4,4,0,2,90,195,7,1,0,1,4,3,2,5,652
189,RASULPUR,846,700,0,1546,470,400,0,870,870,0,155,81,7,12,0,2,553,30,7,0,3,5,7,1,3,4,870
190,DHANPUR,693,567,0,1260,519,396,0,915,913,0,505,30,5,5,2,0,184,173,1,0,1,4,1,2,2,0,915
191,ODHARA,561,467,0,1028,392,282,0,674,674,0,131,104,4,14,2,1,250,154,5,0,1,1,2,1,1,3,674
192,KALLIYARAMPUR,732,611,0,1343,539,423,0,962,962,0,394,71,8,6,1,5,245,200,8,3,1,2,6,3,1,8,962
193,MURASA,416,305,0,721,288,216,0,504,504,0,84,16,4,2,1,4,309,73,3,1,0,2,0,2,1,2,504
194,MURASA,340,298,0,638,247,196,0,443,443,0,169,31,5,7,3,3,146,67,1,1,0,1,3,0,0,6,443
195,SALAHPUR,279,241,0,520,215,151,0,366,365,0,86,80,0,4,0,0,113,70,6,0,0,1,0,2,1,3,366
196,KHANTADESHU,641,538,0,1179,455,356,0,811,809,0,347,53,1,4,3,2,174,195,12,2,3,4,4,1,2,4,811
197,MOHAMMADPUR,519,451,0,970,427,348,0,775,775,0,213,311,6,9,0,5,130,81,1,2,0,6,3,3,0,5,775
198,MURAITAJPUR,740,604,0,1344,540,361,0,901,901,0,430,42,4,2,3,3,244,157,2,0,0,2,0,3,1,8,901
199,ISANAGAR,158,162,0,320,128,135,0,263,263,0,19,48,1,3,0,0,179,9,0,0,0,2,1,0,1,0,263
200,"GADI IBRAHIMPUR",448,355,0,803,334,233,0,567,566,0,135,224,0,13,0,1,142,33,4,1,0,3,3,4,0,4,567
201,"RASULPUR TAFJJUL HUSEN",813,672,0,1485,612,503,0,1115,1115,0,556,245,5,13,7,0,128,129,11,2,2,4,5,3,2,3,1115
202,"DULHAPUR KISAN",599,496,0,1095,450,327,0,777,775,0,566,51,10,5,5,0,68,34,12,2,2,2,5,3,4,8,777
