"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
54,"PANCHAYAT GHAR R.NO. 1",559,454,0,1013,375,274,0,649,645,0,19,151,451,2,4,0,3,0,4,0,0,1,2,2,3,7,649
55,"PANCHAYAT GHAR R.NO. 2",494,417,0,911,314,243,0,557,550,0,4,222,306,0,3,1,0,2,1,0,0,8,2,5,1,2,557
56,"JR. SCHOOL GURUPURI VINAYAK R.NO. 1",513,421,0,934,351,280,0,631,630,0,50,225,327,4,1,9,1,0,0,1,1,0,2,8,1,1,631
57,"PR. SCHOOL DAHEMI R.NO. 1",439,342,0,781,319,221,0,540,540,0,21,137,367,3,0,1,0,0,2,0,0,5,2,1,0,1,540
58,"PR. SCHOOL DAHEMI R.NO. 2",461,360,0,821,309,198,0,507,500,0,77,113,289,1,1,1,1,0,1,0,1,3,6,4,3,6,507
59,"JR. SCHOOL BHAGWATIPUR R.NO. 1",540,440,0,980,375,270,0,645,640,0,220,96,311,1,0,0,1,0,0,0,2,1,4,2,4,3,645
60,"PR. SCHOOL GHER MAJRA BHAGWATIPUR R.NO. 1",359,269,0,628,296,207,0,503,500,0,5,320,157,3,0,1,0,1,0,0,0,3,4,5,2,2,503
61,"PR. SCHOOL SIRSATHER R.NO. 1",219,194,0,413,185,156,0,341,340,0,0,58,262,6,1,3,0,0,1,1,2,1,4,2,0,0,341
62,"PR. SCHOOL SALARPUR R.NO. 1",762,576,0,1338,545,350,0,895,890,0,114,708,66,3,0,1,0,0,0,0,0,1,0,1,0,1,895
63,"PR. SCHOOL SHIKRAPUR R.NO. 1",459,377,0,836,314,237,0,551,550,0,55,233,234,4,2,3,3,0,1,1,4,1,2,1,4,3,551
64,"JR. HIGH SCHOOL MONGAR R.NO. 1",499,370,0,869,307,231,0,538,530,0,33,101,374,7,2,8,1,1,1,1,0,1,2,3,1,2,538
65,"JR. HIGH SCHOOL MONGAR R.NO. 2",386,354,0,740,252,220,0,472,470,0,7,150,264,0,1,28,0,0,2,3,3,0,5,6,1,2,472
66,"PR. SCHOOL MONGAR R.NO. 1",731,608,0,1339,535,345,0,880,880,0,46,485,328,0,1,1,0,1,1,0,0,2,3,7,2,3,880
67,"PR. SCHOOL BABAT R.NO. 1",545,482,0,1027,332,248,0,580,580,0,13,242,314,2,0,0,0,0,0,1,0,1,3,1,0,3,580
68,"PR. SCHOOL BABAT R.NO. 2",461,412,0,873,339,296,0,635,630,0,222,305,93,3,0,1,0,0,1,2,0,0,2,0,3,3,635
69,"PR. SCHOOL BALLIYA R.NO. 1",534,405,0,939,337,248,0,585,580,0,159,106,303,7,1,0,0,0,1,0,1,1,1,3,1,1,585
70,"PR. SCHOOL VANGAWAN R.NO. 1",706,512,0,1218,308,235,0,543,540,0,6,203,290,5,1,1,3,0,1,0,1,1,5,10,3,13,543
71,"PR. SCHOOL BANEI R.NO. 1",479,377,0,856,334,268,0,602,600,0,61,514,14,0,0,1,0,1,0,0,1,0,1,1,5,3,602
72,"PR. SCHOOL BANEI R.NO. 2",393,440,0,833,237,285,0,522,520,0,34,477,5,1,0,0,0,0,0,0,0,1,0,1,2,1,522
73,"PR. SCHOOL FAREEDPUR CHAKOLAR R.NO. 1",584,448,0,1032,395,306,0,701,700,0,58,116,492,2,1,3,1,0,2,3,2,0,5,9,2,5,701
74,"PR. SCHOOL FAREEDPUR CHAKOLAR R.NO. 2",426,366,0,792,271,215,0,486,480,0,152,56,252,2,1,0,1,0,4,1,1,0,3,5,1,7,486
75,"PR. SCHOOL AURANGABAD KHALSA R.NO. 1",502,385,0,887,417,294,0,711,711,0,4,62,640,2,0,0,0,0,1,0,0,0,0,1,1,0,711
76,"PR. SCHOOL KUNWARGAON R.NO. 1",708,581,0,1289,361,283,0,644,640,0,140,186,289,3,1,3,0,1,3,1,3,0,2,6,1,5,644
77,"PR. SCHOOL KUNWARGAON R.NO. 2",623,547,0,1170,327,293,0,620,615,0,7,343,249,6,2,1,1,1,2,0,1,0,1,1,2,3,620
78,"J.N.I.C. KUNWARGAON R.NO. 1",790,654,0,1444,426,347,0,773,765,0,8,256,473,9,1,0,0,2,0,5,1,1,2,8,4,3,773
79,"J.N.I.C. KUNWARGAON R.NO. 2",637,550,0,1187,423,261,0,684,680,0,5,166,494,3,0,1,0,0,0,1,0,0,4,4,2,4,684
80,"J.N.I.C. KUNWARGAON R.NO. 3",458,428,0,886,232,205,0,437,430,0,21,141,262,0,0,0,0,0,0,1,1,2,1,2,2,4,437
81,"PR. SCHOOL MOHANPURA MAJRA KUNWARGAON R.NO. 1",185,150,0,335,144,118,0,262,260,0,1,60,182,0,2,2,0,0,2,1,0,3,1,2,2,4,262
82,"PR. SCHOOL HARHARPUR M. KUNWARGOAN R.NO. 1",219,161,0,380,181,133,0,314,310,0,20,64,220,1,0,0,0,0,1,1,1,0,1,5,0,0,314
83,"PR. SCHOOL NANDGAON  M. KUNWARGOAN R.NO. 1",657,491,0,1148,424,280,0,704,700,0,2,149,528,7,1,1,3,1,2,0,1,2,5,1,0,1,704
84,"PR. SCHOOL HASANPUR R.NO. 1",802,626,0,1428,552,435,0,987,980,0,230,469,245,1,1,5,0,0,0,0,4,2,2,11,5,12,987
85,"JR. HIGH SCHOOL DUGRAYYA BRAHAMPUR NORTH PART R.NO. 1",541,439,0,980,303,259,0,562,560,0,155,273,123,0,1,0,0,0,0,0,0,1,5,1,1,2,562
86,"JR. HIGH SCHOOL DUGRAYYA BRAHAMPUR NORTH PART R.NO. 2",404,338,0,742,231,214,0,445,440,0,145,199,85,2,2,2,0,1,0,0,0,3,1,1,0,4,445
87,"JR. HIGH SCHOOL DUGRAYYA BRAHAMPUR SOUTH PART R.NO. 3",175,166,0,341,82,78,0,160,160,0,44,71,42,0,0,0,0,0,0,0,0,0,0,0,3,0,160
88,"PR. SCHOOL BADAL R.NO. 1",394,293,0,687,348,254,0,602,600,0,25,523,39,1,1,0,0,0,0,0,0,0,1,2,8,2,602
89,"PR. SCHOOL LALEI R.NO. 1",532,465,0,997,394,325,0,719,719,0,408,86,210,1,2,7,0,1,0,0,0,0,2,0,0,2,719
90,"PR. SCHOOL KUANDANDA KASIMPUR R.NO. 1",526,413,0,939,342,269,0,611,610,0,50,215,306,2,3,28,0,0,0,0,0,1,5,0,0,1,611
91,"PR. SCHOOL HUSAINPUR KARAUTIYA R.NO. 1",562,484,0,1046,344,275,0,619,610,0,23,451,129,1,0,0,0,0,0,0,0,0,6,4,3,2,619
92,"PR. SCHOOL HUSAINPUR KARAUTIYA R.NO. 2",441,363,0,804,326,236,0,562,560,0,14,438,100,1,0,0,0,0,2,0,0,0,0,2,4,1,562
93,"PR. SCHOOL PADAULIYA R.NO. 1",524,405,0,929,344,287,0,631,630,0,53,236,301,2,4,3,2,1,2,0,1,4,4,13,1,4,631
94,"PR. SCHOOL ALAMPUR R.NO. 1",285,215,0,500,203,141,0,344,340,0,6,326,7,0,0,0,0,0,0,0,0,1,0,0,1,3,344
95,"JR. HIGH SCHOOL ARIFPUR NAWADA EAST PART R.NO. 1",705,567,0,1272,493,373,0,866,860,0,36,468,339,0,3,1,0,0,1,0,1,2,1,7,5,2,866
96,"JR. HIGH SCHOOL ARIFPUR NAWADA EAST PART R.NO. 2",543,452,0,995,342,250,0,592,590,0,91,380,103,0,0,0,0,0,1,1,0,0,3,5,4,4,592
97,"JR. HIGH SCHOOL ARIFPUR NAWADA EXTRA ROOM WEST PART",519,427,0,946,265,210,0,475,470,0,50,366,44,2,0,1,0,0,1,0,1,1,1,2,3,3,475
98,"PR. SCHOOL ARIFPUR NAWADA R.NO. 1",437,398,0,835,281,220,0,501,501,0,38,417,35,1,0,1,0,0,0,0,0,1,2,2,3,1,501
99,"LALA LAJPAT RAI JR. HIGH SCHOOL SOTHA R.NO. 1",771,654,0,1425,370,298,0,668,668,0,16,626,19,1,0,1,1,0,0,0,0,1,0,0,1,2,668
100,"LALA LAJPAT RAI JR. HIGH SCHOOL SOTHA R.NO. 2",513,438,0,951,279,219,0,498,490,0,20,469,3,0,0,0,0,1,0,0,0,1,0,0,2,2,498
101,"LALA LAJPAT RAI JR. HIGH SCHOOL SOTHA R.NO. 3",345,311,0,656,185,179,0,364,360,0,16,325,17,1,0,0,0,0,0,0,0,2,0,1,2,0,364
102,"LALA LAJPAT RAI JR. HIGH SCHOOL SOTHA R.NO. 4",440,376,0,816,265,214,0,479,275,0,12,391,74,0,0,0,0,0,0,0,1,0,0,0,0,1,479
103,"NAQVIYA GIRLS INTER COLLEGE GHANTAGHAR BUDAUN R.NO. 1",736,622,0,1358,418,319,0,737,735,0,18,660,49,6,0,0,0,0,0,0,0,0,1,1,2,0,737
104,"NAQVIYA GIRLS INTER COLLEGE GHANTAGHAR BUDAUN R.NO. 2",418,360,0,778,249,187,0,436,434,0,7,419,6,0,0,0,0,0,0,0,0,2,0,0,0,2,436
105,"NAQVIYA GIRLS INTER COLLEGE GHANTAGHAR BUDAUN R.NO. 4",460,375,0,835,252,181,0,433,430,0,14,410,8,1,0,0,0,0,0,0,0,0,0,0,0,0,433
106,"NAQVIYA GIRLS INTER COLLEGE GHANTAGHAR BUDAUN R.NO. 3",791,739,0,1530,506,431,0,937,937,0,9,274,639,2,0,0,0,0,0,1,0,5,0,2,2,3,937
107,"QADARIA SCHOOL MOLVI TOLA R.NO. 1",534,497,0,1031,360,249,0,609,609,0,23,578,2,0,0,1,0,0,0,0,0,2,0,1,0,2,609
108,"QADARIA SCHOOL MOLVI TOLA R.NO. 2",682,495,0,1177,422,228,0,650,650,0,31,570,29,0,0,0,0,1,1,0,1,4,2,3,4,4,650
109,"QADARIA SCHOOL MOLVI TOLA R.NO. 3",707,645,0,1352,446,364,0,810,810,0,17,719,64,0,0,0,0,1,1,0,0,2,0,0,2,4,810
110,"ALEEKA PUBLIC SCHOOL MOLVI TOLA R.NO. 1",465,400,0,865,290,215,0,505,505,0,18,342,130,2,2,1,0,0,0,0,1,1,0,3,1,4,505
111,"ALEEKA PUBLIC SCHOOL MOLVI TOLA R.NO. 2",456,425,0,881,247,201,0,448,448,0,14,424,7,0,0,0,0,0,0,0,0,1,0,1,1,0,448
112,"CHRISTIAN HIGHER SECONDARY SCHOOL HALL TEHSIL SADAR KE SAMNE R.NO. 1",638,611,0,1249,391,323,0,714,710,0,23,647,34,0,0,1,0,0,0,0,0,3,2,0,1,3,714
113,"CHRISTIAN HIGHER SECONDARY SCHOOL HALL TEHSIL SADAR KE SAMNE R.NO. 2",585,530,0,1115,363,253,0,616,616,0,11,462,137,1,0,0,0,0,0,0,0,2,1,0,0,2,616
114,"PR. SCHOOL NAGAR PALIKA CHAKKAR KI SADAK BUDAUN R.NO. 1",598,552,0,1150,483,434,0,917,917,0,23,885,6,0,0,1,0,0,0,0,1,1,0,0,0,0,917
115,"PARWATI ARYA GIRLS INTER COLLEGE BUDAUN R.NO. 1",733,636,0,1369,407,313,0,720,720,0,71,348,280,1,0,1,0,1,4,0,0,2,2,5,1,4,720
116,"PARWATI ARYA GIRLS INTER COLLEGE BUDAUN R.NO. 2",631,541,0,1172,337,270,0,607,605,0,23,356,215,0,0,0,0,0,0,0,1,2,3,1,6,0,607
117,"PARWATI ARYA GIRLS INTER COLLEGE BUDAUN R.NO. 3",449,414,0,863,243,193,0,436,435,0,14,149,261,0,1,1,0,0,0,0,1,5,2,0,2,0,436
118,"RASTOGI DHARAMSHALA BUDAUN R.NO. 1",546,477,0,1023,328,246,0,574,570,0,114,167,272,3,1,0,0,0,1,0,0,3,5,2,5,1,574
119,"RASTOGI DHARAMSHALA BUDAUN R.NO. 2",572,548,0,1120,350,283,0,633,530,0,27,159,426,6,3,0,1,0,0,0,1,1,1,3,3,2,633
120,"RASTOGI DHARAMSHALA BUDAUN R.NO. 3",387,334,0,721,229,197,0,426,425,0,25,62,328,2,2,1,0,0,0,0,0,1,0,2,2,1,426
121,"RASTOGI DHARAMSHALA BUDAUN R.NO. HALL",469,397,0,866,276,212,0,488,485,0,23,66,384,1,2,0,0,0,1,0,0,6,1,2,1,1,488
122,"SARASWATI SHISHU MANDIR BUDAUN R.NO. 1",460,438,0,898,281,240,0,521,520,0,2,98,412,0,1,1,0,0,0,0,0,0,1,0,0,6,521
123,"SARASWATI SHISHU MANDIR BUDAUN R.NO. 2",661,569,0,1230,404,307,0,711,711,0,8,333,360,4,0,0,0,0,1,1,1,0,0,2,1,0,711
124,"SARASWATI SHISHU MANDIR BUDAUN R.NO. 3",657,522,0,1179,399,299,0,698,698,0,19,179,484,1,0,0,1,1,0,1,1,3,4,1,2,1,698
125,"GINDO DEVI GIRLS DEGREE COLLEGE BUDAUN R.NO. 1",552,494,0,1046,311,229,0,540,540,0,1,100,430,1,1,0,0,0,0,0,1,0,0,0,2,4,540
126,"GINDO DEVI GIRLS DEGREE COLLEGE BUDAUN R.NO. 2",530,519,0,1049,343,324,0,667,660,0,6,277,368,4,0,0,0,0,1,0,2,1,2,0,3,3,667
127,"GINDO DEVI GIRLS DEGREE COLLEGE BUDAUN R.NO. 3",430,402,0,832,314,214,0,528,528,0,0,106,419,2,0,1,0,0,0,0,0,0,0,0,0,0,528
128,"GINDO DEVI GIRLS DEGREE COLLEGE BUDAUN R.NO. 4",581,512,0,1093,372,287,0,659,659,0,5,224,426,0,0,0,0,0,0,0,0,4,0,0,0,0,659
129,"SANT PATHIC JR. HIGH SCHOOL BUDAUN R.NO. 1",575,493,0,1068,375,297,0,672,670,0,5,102,534,1,3,4,1,2,1,2,0,0,5,6,0,6,672
130,"SANT PATHIC JR. HIGH SCHOOL BUDAUN R.NO. 2",698,602,0,1300,406,352,0,758,758,0,5,108,606,3,1,1,2,2,1,0,2,3,3,8,3,10,758
131,"KEDARNATH GIRLS INTER COLLEGE R.NO. 1",820,706,0,1526,412,334,0,746,746,0,36,129,557,3,1,3,0,2,0,1,1,1,2,3,2,5,746
132,"KEDARNATH GIRLS INTER COLLEGE R.NO. 2",537,492,0,1029,275,242,0,517,517,0,4,100,404,0,0,1,0,0,2,0,0,2,1,1,0,2,517
133,"DARUL ULOOM SHAH VILAYAT MADARSA QABOOLPURA R.NO. 1",573,469,0,1042,385,263,0,648,648,0,19,416,198,3,0,0,0,0,1,0,0,1,2,4,3,1,648
134,"DARUL ULOOM SHAH VILAYAT MADARSA QABOOLPURA R.NO. 2",515,418,0,933,300,223,0,523,523,0,11,407,98,1,0,0,0,0,0,0,0,1,1,2,1,1,523
135,"SAYYAD MUNAWWAR ALI MEMO. SCHOOL R.NO. 1",561,430,0,991,307,204,0,511,511,0,8,459,33,3,0,0,0,0,0,0,0,1,0,3,4,0,511
136,"SAYYAD MUNAWWAR ALI MEMO. SCHOOL R.NO. 2",605,488,0,1093,333,236,0,569,569,0,26,473,60,1,2,0,0,0,0,0,1,1,0,1,0,4,569
137,"SAYYAD MUNAWWAR ALI MEMO. SCHOOL R.NO. 3",515,415,0,930,276,218,0,494,494,0,21,300,161,1,1,0,0,0,1,1,2,0,1,2,1,2,494
138,"SAYYAD MUNAWWAR ALI MEMO. SCHOOL R.NO. 4",475,428,0,903,250,159,0,409,408,0,3,249,149,3,0,0,0,0,0,0,1,0,0,3,0,1,409
139,"SHAHID MEMO. JR. HIGH SCHOOL QABOOLPURA BUDAUN R.NO. 1",708,623,0,1331,439,352,0,791,790,0,23,567,178,2,2,0,0,0,0,1,0,0,5,6,4,3,791
140,"SHAHID MEMO. JR. HIGH SCHOOL QABOOLPURA BUDAUN R.NO. 2",838,656,0,1494,442,343,0,785,785,0,56,428,250,5,1,0,0,4,4,0,3,2,10,10,4,8,785
141,"SHAHID MEMO. JR. HIGH SCHOOL QABOOLPURA BUDAUN R.NO. 3",563,453,0,1016,307,233,0,540,540,0,11,371,142,4,1,2,1,0,0,0,1,1,1,1,3,1,540
142,"SHAHID MEMO. JR. HIGH SCHOOL QABOOLPURA BUDAUN R.NO. 4",439,397,0,836,236,189,0,425,425,0,6,360,54,0,1,0,0,0,1,0,0,1,2,0,0,0,425
143,"REHMANIA GIRLS JR. SCHOOL CHAUDHARI SARAY BUDAUN R.NO. 1",651,612,1,1264,388,344,0,732,730,0,5,328,382,5,2,1,0,0,0,1,3,0,1,2,1,1,732
144,"REHMANIA GIRLS JR. SCHOOL CHAUDHARI SARAY BUDAUN R.NO. 2",480,414,0,894,228,194,0,422,420,0,10,327,77,3,0,1,0,0,0,0,1,1,0,0,0,2,422
145,"REHMANIA GIRLS JR. SCHOOL CHAUDHARI SARAY BUDAUN R.NO. 3",420,345,0,765,198,163,0,361,360,0,10,218,127,1,0,0,0,1,0,0,0,1,0,0,2,1,361
146,"GIRLS JR. HIGH SCHOOL SARAY FAKEER BUDAUN R.NO. 1",600,536,0,1136,370,292,0,662,662,0,16,226,408,3,1,0,1,0,1,1,1,0,1,2,0,1,662
147,"GIRLS JR. HIGH SCHOOL SARAY FAKEER BUDAUN R.NO. 2",517,469,0,986,327,278,0,605,605,0,26,449,124,1,0,0,0,0,0,0,0,1,1,2,0,1,605
148,"OFFICE SHIKSHA ADHIKSHAK BUDAUN R.NO. 1",623,573,0,1196,343,308,0,651,651,0,14,598,26,1,0,1,2,0,0,0,1,3,0,1,1,3,651
