"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
299,"JR. HIGH SCHOOL SIKRODI WEST PART R.NO. 3",738,643,0,1381,428,387,0,815,814,0,54,122,602,3,7,9,1,1,3,0,1,1,3,8,0,0,815
300,"PR. SCHOOL NARKHERA R.NO. 1",422,377,0,799,302,273,0,575,575,0,41,82,410,2,2,9,0,1,2,0,2,1,4,7,7,5,575
301,"PR. SCHOOL RAFIABAD R.NO. 1",741,574,0,1315,477,372,0,849,849,0,229,170,427,4,2,2,0,0,0,0,0,0,4,6,2,3,849
302,"PR. SCHOOL EXTRA ROOM NEW BUILDING NADAULIYA",278,221,0,499,217,163,0,380,380,0,9,300,53,3,0,2,0,1,1,1,0,0,4,0,3,3,380
303,"PR. SCHOOL MULLAPUR MUTALIKA FAREEDPUR R.NO. 1",421,367,0,788,310,233,0,543,542,0,7,45,469,1,2,1,0,1,3,4,1,1,1,4,1,2,543
304,"PR. SCHOOL KUNDRA R.NO. 1",832,627,0,1459,544,365,0,909,908,0,98,191,555,3,3,12,3,4,6,3,3,2,5,7,7,7,909
305,"PR. SCHOOL BILHAT R.NO. 1",550,432,0,982,347,293,0,640,640,0,3,168,445,5,0,1,0,2,4,0,2,0,0,3,3,4,640
306,"PR. SCHOOL BILHAT R.NO. 2",750,581,0,1331,448,313,0,761,761,0,158,247,310,7,4,3,0,0,1,2,1,2,7,6,1,12,761
307,"PR. SCHOOL LAKHAN NAGLA M. VIYOR R.NO. 1",283,174,0,457,207,86,0,293,293,0,20,91,173,1,0,8,0,0,0,0,0,0,0,0,0,0,293
308,"PR. SCHOOL SHAKOORPUR M. VIYOR R.NO. 1",440,386,1,827,348,277,0,625,625,0,319,85,206,1,0,1,0,0,0,1,0,0,3,2,2,5,625
309,"PR. SCHOOL SAMARMAI M. VIYOR R.NO. 1",617,424,0,1041,448,223,0,671,670,0,24,423,198,5,3,1,0,0,3,1,0,2,2,1,5,3,671
310,"PR. SCHOOL VIYOR R.NO. 1",524,442,0,966,330,244,0,574,574,0,50,137,344,2,1,1,2,0,1,2,3,4,7,7,3,10,574
311,"PR. SCHOOL VIYOR R.NO. 2",394,359,0,753,232,180,0,412,412,0,44,198,150,0,0,2,0,1,2,0,0,1,1,3,3,7,412
312,"PR. SCHOOL GAUSPUR R.NO. 1",257,215,0,472,204,156,0,360,360,0,64,164,116,1,0,0,1,0,1,1,0,0,0,0,4,8,360
313,"PR. SCHOOL MALGAON R.NO. 1",617,472,0,1089,455,283,0,738,738,0,9,83,589,8,5,8,0,1,4,4,1,4,5,9,2,6,738
314,"JR. HIGH SCHOOL DIYORIJEET R.NO. 1",719,599,0,1318,521,413,0,934,934,0,250,257,373,5,4,0,1,1,4,1,3,3,6,9,8,9,934
315,"PR. SCHOOL TILOKPUR R.NO. 1",205,164,0,369,115,93,0,208,208,0,136,27,36,1,0,0,0,1,1,0,0,2,0,1,0,3,208
316,"PR. SCHOOL IKRAM NAGAR GAUTIYA R.NO. 1",402,301,0,703,328,222,0,550,550,0,27,492,17,0,0,0,1,0,0,0,2,0,1,1,4,5,550
317,"PR. SCHOOL UJHAULI R.NO. 1",366,302,1,669,337,260,0,597,597,0,579,7,5,0,0,0,0,1,0,0,1,0,2,0,0,2,597
318,"PR. SCHOOL GIRDHARPUR R.NO. 1",618,456,0,1074,428,352,0,780,780,0,57,635,44,4,1,0,0,2,1,0,1,2,4,8,10,11,780
319,"PR. SCHOOL KHUNAK R.NO. 1",666,475,0,1141,428,324,0,752,751,0,30,317,375,3,3,2,1,1,1,1,1,1,5,7,3,1,752
320,"PR. SCHOOL KHUNAK R.NO. 2",546,442,0,988,350,261,0,611,610,0,69,201,313,3,1,1,0,0,3,0,2,1,3,5,6,3,611
321,"PR. SCHOOL MAJHIYA R.NO. 1",672,508,0,1180,485,378,0,863,862,0,727,39,63,4,3,1,0,2,1,0,0,1,4,4,1,13,863
322,"PR. SCHOOL LAKHANPUR R.NO. 1",443,382,0,825,296,234,0,530,530,0,69,213,226,1,0,0,1,0,1,0,1,2,5,5,0,6,530
323,"PR. SCHOOL LAKHANPUR R.NO. 2",502,415,0,917,326,250,0,576,575,0,3,230,314,4,3,3,1,1,2,0,1,4,2,4,1,3,576
324,"PR. SCHOOL SOBHANPUR R.NO. 1",391,312,0,703,284,231,0,515,515,0,399,47,44,0,1,1,1,0,0,1,1,2,2,1,2,13,515
325,"PANCHAYAT GHAR AAMGAON",510,417,0,927,356,281,0,637,637,0,48,207,349,1,2,10,0,0,0,0,2,3,7,3,1,4,637
326,"PR. SCHOOL AAMGAON R.NO. 1",394,348,0,742,280,232,0,512,512,0,8,230,258,0,1,0,0,0,0,1,0,9,0,3,0,2,512
327,"PR. SCHOOL KISARUA R.NO. 1",876,625,0,1501,845,510,0,1355,1355,0,14,1299,36,0,0,0,0,1,0,0,0,3,1,0,0,1,1355
328,"PR. SCHOOL AHORAMAI NEW CONSTRUCTED AHORAMAI R.NO. 1",616,539,0,1155,454,353,0,807,806,0,58,376,352,3,1,1,1,0,1,1,1,5,2,3,0,2,807
329,"PR. SCHOOL VARIKHERA URF SITABNAGAR R.NO. 1",451,331,0,782,329,212,0,541,540,0,135,165,213,4,2,1,1,1,1,0,0,4,4,5,0,5,541
330,"PR. SCHOOL NAWADA SULRA R.NO. 1",478,319,0,797,378,239,0,617,616,0,42,393,157,2,1,0,0,1,1,0,2,0,2,8,3,5,617
331,"PR. SCHOOL MUHAMMAD NAGAR SULRA R.NO. 1",807,643,0,1450,482,395,0,877,877,0,68,405,374,4,1,0,0,0,2,1,0,2,1,6,6,7,877
332,"PR. SCHOOL MUHAMMAD NAGAR SULRA R.NO. 2",785,537,0,1322,559,221,0,780,780,0,95,179,448,8,2,21,0,0,1,0,1,3,6,8,4,4,780
333,"JR. HIGH SCHOOL MUHAMMAD NAGAR SULRA R.NO. 2",252,182,0,434,135,112,0,247,247,0,10,24,205,0,0,0,0,0,0,0,0,0,0,6,0,2,247
334,"PR. SCHOOL RIJAULI R.NO. 1",312,223,0,535,278,178,0,456,456,0,38,321,84,1,3,0,0,0,2,0,0,0,2,2,2,1,456
335,"PR. SCHOOL SAHORA R.NO. 1",356,259,0,615,282,171,0,453,451,0,70,261,101,1,3,1,0,1,1,0,0,1,2,9,1,1,453
336,"PR. SCHOOL RUKHRA KHOLA R.NO. 1",654,516,0,1170,385,278,0,663,663,0,242,104,240,1,2,47,3,1,2,0,1,4,7,1,4,4,663
337,"PR. SCHOOL RUKHRA KHOLA R.NO. 2",407,334,0,741,232,144,0,376,375,0,118,26,189,1,0,26,0,1,4,0,1,2,4,1,0,3,376
338,"PR. SCHOOL KANHA NAGLA R.NO. 1",508,439,0,947,284,314,0,598,598,0,4,489,87,0,0,0,1,0,1,0,0,0,2,1,10,3,598
339,"PR. SCHOOL BASAYYA KHERA LALBUJHIYA R.NO. 1",332,283,0,615,214,182,0,396,396,0,29,163,199,1,0,0,0,0,0,0,0,0,1,2,0,1,396
340,"PR. SCHOOL UTARNA R.NO. 1",663,590,1,1254,462,343,0,805,804,0,110,255,326,5,3,71,0,2,2,1,1,3,5,11,3,7,805
341,"PR. SCHOOL SARVA M. UTARNA R.NO. 1",260,216,0,476,257,198,0,455,454,0,8,437,9,0,0,0,0,0,0,0,0,0,0,0,0,1,455
342,"PR. SCHOOL SHAHPURA MAJRA UTARNA R.NO. 1",219,161,0,380,214,147,0,361,360,0,0,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361
343,"PR. SCHOOL RAIPUR R.NO. 1",399,308,0,707,265,180,0,445,444,0,35,65,320,2,3,3,0,1,2,0,1,1,3,7,1,1,445
344,"PR. SCHOOL PADAULIYA R.NO. 1",501,344,0,845,381,222,0,603,602,0,5,361,173,1,2,47,0,0,4,1,0,1,4,0,3,1,603
345,"PR. SCHOOL TAJPURA R.NO. 1",269,245,0,514,176,139,0,315,314,0,6,113,181,1,1,3,1,0,2,0,0,1,1,5,0,0,315
346,"PR. SCHOOL FAREEDPUR SANI R.NO. 1",276,235,1,512,253,194,0,447,446,0,417,22,5,0,0,2,0,0,0,0,0,0,0,0,0,1,447
347,"PR. SCHOOL KANDELA R.NO. 1",560,425,0,985,385,224,0,609,608,0,39,91,430,7,0,2,1,0,2,0,3,0,4,13,5,12,609
348,"PR. SCHOOL KANDELA R.NO. 2",471,386,1,858,272,179,0,451,450,0,61,103,261,2,1,4,1,1,3,0,0,1,2,6,2,3,451
349,"PR. SCHOOL THALIYA NAGLA R.NO. 1",490,386,0,876,294,227,0,521,520,0,139,275,97,2,0,1,0,0,0,0,0,0,0,3,3,1,521
350,"PR. SCHOOL THALIYA NAGLA R.NO. 2",465,387,0,852,260,189,0,449,448,0,96,283,55,1,2,0,2,0,2,1,0,0,1,3,0,3,449
351,"PR. SCHOOL MOOSAJHAG R.NO. 1",614,408,0,1022,345,206,0,551,550,0,73,278,152,1,1,21,3,1,3,0,1,3,5,2,5,2,551
352,"PR. SCHOOL NAGLA VARSUNIYA R.NO. 1",326,231,0,557,224,135,0,359,358,0,1,328,27,1,0,0,0,0,0,0,0,0,0,0,1,1,359
353,"JR. HIGH SCHOOL JAGUWASAI R.NO. 1",332,262,0,594,220,158,0,378,378,0,100,200,68,0,0,0,0,0,0,0,1,1,1,1,0,6,378
