"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
24,OJHA,340,284,0,624,221,174,0,395,395,0,25,7,303,51,0,0,0,2,1,2,1,3,395
25,PAHLWANBADA,330,286,0,616,191,148,0,339,339,0,56,43,142,92,1,0,1,0,0,1,0,3,339
26,TOPKHANA,789,630,0,1419,470,319,0,789,789,0,182,175,100,306,6,1,0,3,3,3,1,9,789
27,TOPKHANA,658,509,0,1167,399,299,0,698,698,0,91,204,315,83,0,0,0,1,0,2,2,0,698
28,TOPKHANA,600,508,0,1108,346,269,0,615,615,0,92,91,316,106,1,1,3,2,0,0,2,1,615
29,TOPKHANA,229,172,0,401,114,81,0,195,195,0,74,15,24,81,0,0,0,0,0,0,1,0,195
30,DALALANPURA,501,414,0,915,217,192,0,409,409,0,5,292,73,22,0,1,2,1,1,2,5,5,409
31,KHATIKAAN,520,437,0,957,280,208,0,488,488,0,105,88,135,144,3,1,1,2,1,1,4,3,488
32,SAHAVNAKA,559,488,0,1047,311,211,0,522,522,0,48,129,159,170,1,1,3,1,2,1,3,4,522
33,KHANDERAO,526,435,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,KHANDERAO,711,570,0,1281,343,265,0,608,608,0,77,106,371,39,0,0,2,0,3,4,2,4,608
35,RAPATGANJ,591,468,0,1059,381,289,0,670,670,0,163,38,352,95,2,0,1,7,0,3,2,7,670
36,KACHHORAN,653,530,0,1183,440,266,0,706,706,0,163,100,350,67,3,1,3,5,2,3,6,3,706
37,BALAMBHATTA,407,318,0,725,247,162,0,409,409,0,35,25,269,79,0,0,0,0,0,0,1,0,409
38,GHUATAL,422,370,0,792,251,192,0,443,443,0,63,53,295,26,0,1,0,0,1,0,2,2,443
39,BAITHGANJ,255,240,0,495,162,134,0,296,296,0,50,6,217,21,1,0,0,0,0,0,0,1,296
40,NAROBHASKAR,623,549,0,1172,411,321,0,732,732,0,104,60,472,79,6,1,2,1,0,3,1,3,732
41,NAROBHASKAR,514,444,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,KASHINATH,614,554,0,1168,343,249,0,592,592,0,64,37,378,98,1,0,0,1,0,0,5,8,592
43,BAPUSAHAB,470,422,0,892,285,231,0,516,516,0,15,47,394,42,2,1,5,2,2,1,1,4,516
44,"SONAI PARWAI",178,150,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,MALAKPURA,340,280,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"CHHIRIYA SALEMPURA",493,425,0,918,269,236,0,505,505,0,28,276,170,15,1,2,0,5,0,1,4,3,505
47,"CHHIRIYA SALEMPURA",497,444,0,941,295,249,0,544,544,0,56,53,391,27,0,1,1,3,3,2,5,2,544
48,"CHHIRIYA SALEMPURA",486,403,0,889,283,218,0,501,501,0,55,229,145,56,1,1,1,5,0,0,6,2,501
49,DAMA,539,444,0,983,374,242,0,616,616,0,31,177,329,67,0,2,2,1,1,3,3,0,616
50,SALABAAD,624,512,0,1136,400,316,0,716,716,0,124,45,453,84,2,1,2,2,1,2,0,0,716
51,SALABAAD,669,545,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,SUDHAR,571,458,0,1029,338,224,0,562,562,0,56,77,338,79,0,1,0,1,2,2,3,3,562
53,TAMBA,217,173,0,390,149,99,0,248,248,0,31,19,186,11,0,0,0,1,0,0,0,0,248
54,PAMAN,281,234,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"SIKRI RAJA",417,328,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"SIKRI RAJA",428,389,0,817,240,198,0,438,438,0,25,47,293,68,0,0,0,0,0,2,2,1,438
57,"SIKRI RAJA",407,340,0,747,259,221,0,480,480,0,6,222,198,40,1,1,0,0,0,1,3,8,480
58,"SIKRI RAJA",473,396,0,869,247,210,0,457,457,0,19,88,290,50,0,0,1,2,0,2,3,2,457
59,HATHERI,307,247,0,554,176,134,0,310,310,0,36,48,201,17,2,1,0,1,0,2,2,0,310
60,UDHOTPURA,440,370,0,810,303,225,0,528,528,0,45,113,354,13,0,0,0,0,0,0,0,3,528
61,"CHHANI KHAS",411,345,0,756,243,173,0,416,416,0,27,205,158,22,0,1,2,0,0,0,1,0,416
62,"CHHANI KHAS",335,338,0,673,195,149,0,344,344,0,43,10,260,28,1,0,0,0,0,1,1,0,344
63,LAUNA,477,427,0,904,315,254,0,569,569,0,41,197,212,99,1,0,3,4,2,1,3,6,569
64,LAUNA,427,375,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,GAYAR,685,593,0,1278,430,347,0,777,777,0,76,280,339,64,2,1,2,3,3,2,2,3,777
66,KUNWARPURA,425,345,0,770,301,230,0,531,531,0,34,95,367,31,0,0,0,0,1,1,1,1,531
67,NARAYANPURA,159,129,0,288,96,68,0,164,164,0,39,4,78,42,0,0,0,0,0,0,0,1,164
68,KAINTH,428,386,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,DEVRI,275,238,0,513,177,165,0,342,342,0,7,190,121,19,1,1,0,1,0,1,0,1,342
70,RANWAN,319,269,0,588,200,157,0,357,357,0,24,25,277,26,0,0,0,0,1,1,1,2,357
71,LAHCHOORA,681,589,0,1270,405,343,0,748,748,0,14,122,554,25,2,0,2,5,3,5,4,12,748
72,KHANUWAN,500,385,0,885,272,207,0,479,479,0,14,88,339,32,3,0,2,0,0,1,0,0,479
73,KHANUWAN,414,329,0,743,244,182,0,426,426,0,11,82,274,51,0,0,2,1,3,1,0,1,426
74,GIDHOSA,502,400,0,902,347,263,0,610,610,0,101,134,274,55,2,2,5,2,1,21,3,10,610
75,DHANTOLI,656,584,0,1240,420,310,0,730,730,0,22,170,465,51,1,0,2,4,3,1,3,8,730
76,DHANTOLI,670,561,0,1231,352,264,0,616,616,0,23,79,431,50,5,3,5,6,1,4,2,7,616
77,"DHANORA KALAN",697,573,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"DHANORA KALAN",697,545,0,1242,438,298,0,736,736,0,15,174,436,84,4,1,5,1,2,4,5,5,736
79,KHARRA,573,471,0,1044,352,213,0,565,565,0,80,83,316,52,1,0,2,3,2,3,18,5,565
80,KHARRA,541,440,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,SHAHJADPURA,589,456,0,1045,382,274,0,656,656,0,15,455,144,30,0,1,0,0,3,0,2,6,656
82,SHAHJADPURA,582,475,0,1057,342,210,0,552,552,0,104,56,214,145,6,2,6,2,2,2,3,10,552
83,HARKAUTI,643,539,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"ROORA MALLU",616,477,0,1093,348,277,0,625,625,0,40,151,391,12,2,0,6,3,1,0,19,0,625
85,KHAJURI,297,242,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,PAHARPURA,854,662,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"AKODHI DUBE",592,527,0,1119,317,366,0,683,683,0,56,306,271,39,0,1,0,2,1,3,2,2,683
88,BHITARA,504,436,0,940,344,290,0,634,634,0,39,122,421,31,2,1,1,3,2,3,2,7,634
89,CHHOLAPUR,323,259,0,582,224,152,0,376,376,0,1,135,208,28,2,0,1,0,0,1,0,0,376
90,"KUTHONDA KHURD",209,168,0,377,136,110,0,246,246,0,7,200,24,12,1,0,0,0,2,0,0,0,246
91,NAINPURA,342,297,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,MANDRI,413,351,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,MANDRI,391,367,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,VEERPURA,470,384,0,854,310,208,0,518,518,0,48,35,399,24,1,1,1,2,0,2,1,4,518
95,VEERPURA,584,466,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,MAKRANDPURA,426,378,0,804,260,231,0,491,491,0,1,175,272,40,0,0,0,1,0,1,1,0,491
97,"SIHARI DAUDPUR",534,427,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"SIHARI DAUDPUR",366,291,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,AUNTA,501,374,0,875,336,250,0,586,586,0,56,83,398,29,1,2,3,3,2,4,1,4,586
100,AUNTA,441,330,0,771,293,207,0,500,500,0,54,150,250,35,1,0,1,2,0,1,2,4,500
101,KAKHARA,324,263,0,587,206,150,0,356,356,0,1,85,208,52,3,0,1,1,1,1,1,2,356
102,"JAGATPUR BUJURG",227,186,0,413,169,124,0,293,293,0,7,194,73,11,0,1,0,0,0,0,4,3,293
103,ATARIYA,616,467,0,1083,405,285,0,690,690,0,37,37,495,107,2,1,1,5,0,2,0,3,690
104,ATARIYA,731,558,0,1289,441,323,0,764,764,0,26,240,354,113,4,0,1,5,2,7,4,8,764
105,RAGAULI,748,586,0,1334,516,373,0,889,889,0,57,150,554,86,4,2,3,7,2,7,5,12,889
106,RAHIYA,670,539,0,1209,483,350,0,833,833,0,117,357,212,125,3,1,3,1,1,1,6,6,833
107,SARSAUKHI,290,230,0,520,185,162,0,347,347,0,16,91,201,32,2,1,0,1,1,0,1,1,347
108,CHAURSI,746,572,0,1318,462,342,0,804,804,0,86,142,442,108,1,3,0,3,1,2,8,8,804
109,RGENDA,289,227,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,BANPHARA,326,264,0,590,236,172,0,408,408,0,174,26,180,19,1,0,1,2,0,1,1,3,408
111,"CHAK JAGDEVPUR",486,405,0,891,320,351,0,671,671,0,91,321,233,19,0,0,3,0,2,1,0,1,671
112,"DAULAT PURA KALPI",274,222,0,496,218,184,0,402,402,0,9,251,90,43,1,0,4,1,1,0,0,2,402
113,JAIPURA,286,254,0,540,208,162,0,370,370,0,127,15,181,34,0,0,1,6,1,2,1,2,370
114,"JLALPUR CHIRGUWAN",738,594,0,1332,475,308,0,783,783,0,139,196,356,65,2,0,1,5,3,3,4,9,783
115,"ROORA ADDU",757,593,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"ROORA ADDU",481,395,0,876,319,245,0,564,564,0,64,121,340,29,1,0,1,2,1,2,0,3,564
117,AMGUA,414,359,0,773,236,155,0,391,391,0,161,39,119,61,1,0,0,1,1,1,1,6,391
118,"PIYA NIRANJANPUR",539,459,0,998,330,265,0,595,595,0,131,56,362,32,1,1,2,2,2,3,0,3,595
119,"MABAI MAUKHRI",336,275,0,611,252,199,0,451,451,0,25,140,268,13,0,0,0,3,1,0,0,1,451
120,KUKARGAON,813,659,0,1472,504,438,0,942,942,0,48,413,344,98,3,0,1,3,3,9,9,11,942
121,KUKARGAON,450,372,0,822,276,199,0,475,475,0,78,46,246,85,1,0,1,3,2,2,3,8,475
122,MAGRAYAN,341,284,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,BOHADPURA,456,364,0,820,338,240,0,578,578,0,90,237,196,41,2,0,1,1,0,0,3,7,578
124,BOHADPURA,452,357,0,809,309,221,0,530,530,0,57,33,381,58,0,0,0,0,0,0,0,1,530
125,GADHAR,442,353,0,795,271,204,0,475,475,0,12,188,219,39,1,1,1,1,2,1,4,6,475
126,GADHAR,374,301,0,675,245,194,0,439,439,0,11,44,349,30,0,0,0,0,1,2,0,2,439
127,GADHAR,714,569,0,1283,435,337,0,772,772,0,54,101,395,190,4,0,3,4,3,2,4,12,772
128,MALUPUA,482,399,0,881,279,191,0,470,470,0,23,75,276,92,2,0,0,2,0,0,0,0,470
129,"INTWA JALAUN",322,278,0,600,201,186,0,387,387,0,48,147,168,15,4,0,0,1,1,1,1,1,387
130,"MENOURA ORAI",611,515,0,1126,426,314,0,740,740,0,21,139,495,73,2,1,1,0,1,1,3,3,740
131,"MENOURA ORAI",442,365,0,807,302,226,0,528,528,0,21,235,230,31,1,0,0,1,3,3,3,0,528
132,"BARHA JALAUN",535,441,0,976,314,326,0,640,640,0,166,191,245,33,0,0,0,1,2,0,1,1,640
133,VIYASPURA,207,165,0,372,140,93,0,233,233,0,9,69,132,23,0,0,0,0,0,0,0,0,233
134,"HARDOI GUJAR",508,464,0,972,331,278,0,609,609,0,28,233,317,16,1,0,2,3,1,2,5,1,609
135,"HARDOI GUJAR",424,387,0,811,301,255,0,556,556,0,97,116,303,23,1,0,1,3,1,1,3,7,556
136,"HARDOI GUJAR",393,346,0,739,248,215,0,463,463,0,35,164,170,83,2,0,0,1,0,3,3,2,463
137,"HARDOI GUJAR",432,366,0,798,296,231,0,527,527,0,16,127,336,35,2,0,4,1,2,0,1,3,527
138,"DHAGUWAN KHURD",513,432,0,945,292,219,0,511,511,0,15,86,374,24,1,0,2,4,0,2,2,1,511
139,AKODHI,614,504,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,AKODHI,522,466,0,988,309,196,0,505,505,0,56,39,327,80,0,0,1,1,0,0,1,0,505
141,"DHAGUWAN KALAN",589,484,0,1073,368,290,0,658,658,0,40,207,336,57,3,0,5,5,2,1,2,0,658
142,"DHAGUWAN KALAN",566,465,0,1031,346,257,0,603,603,0,125,40,363,52,0,0,4,3,1,3,6,6,603
143,AIT,781,650,0,1431,512,386,0,898,898,0,149,109,424,168,3,2,5,8,3,7,4,16,898
144,AIT,724,603,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,AIT,411,370,0,781,272,223,0,495,495,0,80,71,204,114,4,0,1,3,4,5,1,8,495
146,AIT,417,325,0,742,295,211,0,506,506,0,40,169,241,42,0,1,2,2,1,1,1,6,506
147,AIT,435,350,2,787,294,233,0,527,527,0,28,345,101,43,0,0,4,2,1,2,1,0,527
148,AIT,366,305,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,AIT,451,403,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,AIT,420,338,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,AIT,337,247,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,AIT,558,441,0,999,324,232,0,556,556,0,80,51,359,56,1,1,0,1,0,1,2,4,556
153,AIT,574,486,0,1060,352,242,0,594,594,0,72,55,356,102,2,0,0,3,1,1,2,0,594
154,PACHOKHARA,686,578,0,1264,444,360,0,804,804,0,62,179,435,104,2,1,2,1,3,3,5,7,804
155,BHITARA,218,193,0,411,151,146,0,297,297,0,129,89,41,26,1,0,1,3,1,0,0,6,297
156,KURKURU,845,680,0,1525,513,399,0,912,912,0,57,175,553,85,7,2,4,4,2,4,6,13,912
157,DHURAT,633,469,0,1102,400,251,0,651,651,0,17,191,383,27,2,2,2,6,3,6,10,2,651
158,DHURAT,526,446,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,TIKARIYA,343,293,0,636,253,203,0,456,456,0,17,278,115,39,1,0,1,1,0,1,2,1,456
160,NUNWAI,168,119,0,287,123,81,0,204,204,0,103,4,82,9,2,0,0,1,0,1,0,2,204
161,SIWADI,266,221,0,487,226,122,0,348,348,0,194,26,117,3,1,0,1,3,0,3,0,0,348
162,SAIDNAGAR,534,421,0,955,297,227,0,524,524,0,64,51,327,57,2,3,2,4,4,2,4,4,524
163,SAIDNAGAR,407,310,0,717,234,169,0,403,403,0,69,55,214,49,1,2,1,5,0,2,2,3,403
164,SAIDNAGAR,716,553,0,1269,438,326,0,764,764,0,98,265,268,106,3,2,6,0,3,4,3,6,764
165,SAIDNAGAR,726,538,0,1264,404,300,0,704,704,0,57,262,350,24,1,0,0,3,1,2,2,2,704
166,BINAURA,730,623,0,1353,468,338,0,806,806,0,92,155,414,129,2,0,2,4,0,2,4,2,806
167,KHADANI,207,171,0,378,128,103,0,231,231,0,46,51,89,42,0,0,0,0,0,0,2,1,231
168,PUR,547,455,0,1002,299,275,0,574,574,0,97,95,240,126,4,1,2,1,2,2,0,4,574
169,AINDHA,444,362,0,806,278,214,0,492,492,0,36,56,319,68,4,0,2,3,0,1,0,3,492
170,AINDHA,437,326,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,SOMAI,536,435,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,SOMAI,548,448,0,996,336,274,0,610,610,0,79,257,228,21,3,0,0,1,3,5,3,10,610
173,GIRTHAN,644,520,0,1164,395,275,0,670,670,0,117,60,346,134,4,1,1,2,1,1,0,3,670
174,NUNSAI,515,457,0,972,316,253,0,569,569,0,14,149,375,21,0,0,1,1,0,3,3,2,569
175,KANKANKHERA,320,271,0,591,184,138,0,322,322,0,29,90,179,14,1,1,0,2,3,1,0,2,322
176,KHERAKALAN,245,215,0,460,152,130,0,282,282,0,7,33,228,4,0,0,4,0,3,1,1,1,282
177,VARDHA,404,335,0,739,260,223,0,483,483,0,6,202,227,34,0,1,0,1,3,0,6,3,483
178,VARDHA,393,331,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,KHARUSA,505,422,0,927,381,289,0,670,670,0,86,244,297,20,2,0,1,4,2,1,6,7,670
180,KHARUSA,376,327,0,703,254,198,0,452,452,0,43,15,362,16,2,1,0,2,1,3,3,4,452
181,KHARUSA,678,571,0,1249,439,347,0,786,786,0,75,255,388,58,0,0,1,3,2,2,2,0,786
182,KHARUSA,195,157,0,352,129,82,0,211,211,0,30,33,66,77,0,0,0,1,1,1,1,1,211
183,IMILIYA,422,337,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,IMILIYA,378,334,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,BAJEEDA,435,371,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,KARSAN,372,279,0,651,235,180,0,415,415,0,5,25,291,73,3,1,0,3,2,4,1,7,415
187,MADORA,597,492,0,1089,418,313,0,731,731,0,18,269,346,74,2,2,3,0,1,5,8,3,731
188,USARGAON,403,330,0,733,283,197,0,480,480,0,26,243,144,37,0,0,2,3,1,0,21,3,480
189,BADAGAON,457,388,0,845,292,235,0,527,527,0,44,5,443,28,1,0,1,1,0,1,1,2,527
190,BADAGAON,447,376,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,KAPASI,452,370,0,822,256,202,0,458,458,0,77,84,229,40,1,1,1,5,2,2,15,1,458
192,BHUA,417,380,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,KAITHERI,305,246,0,551,197,143,0,340,340,0,11,96,169,61,1,0,1,0,0,1,0,0,340
194,NARCHHA,202,166,0,368,94,90,0,184,184,0,3,64,108,5,2,0,0,0,1,1,0,0,184
195,CHILLI,372,328,0,700,241,184,0,425,425,0,41,26,318,35,0,0,3,0,0,2,0,0,425
196,CHILLI,499,408,0,907,312,240,0,552,552,0,38,195,233,56,5,1,5,1,2,2,3,11,552
197,KABILPURA,466,366,0,832,251,174,0,425,425,0,18,88,258,52,0,2,0,1,1,2,0,3,425
198,RINIYA,343,300,0,643,260,224,0,484,484,0,55,217,171,36,0,1,0,0,0,2,2,0,484
199,AJNARI,623,494,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,BADERA,171,153,0,324,136,112,0,248,248,0,58,51,126,6,0,1,1,0,0,3,1,1,248
201,KUSMILIYA,586,445,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,KUSMILIYA,555,432,0,987,358,262,0,620,620,0,19,105,349,123,2,0,4,2,3,4,3,6,620
203,KUSMILIYA,320,251,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,TIMRON,596,472,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,TIMRON,506,395,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,GORAN,482,380,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,GORAN,484,368,0,852,246,188,0,434,434,0,7,163,158,77,0,3,1,1,1,9,7,7,434
208,BARSAR,534,442,0,976,333,286,0,619,619,0,39,121,336,106,1,1,0,3,0,4,2,6,619
209,BARSAR,528,400,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,KOTRA,456,331,0,787,244,211,0,455,455,0,31,181,169,57,1,0,2,0,1,4,1,8,455
211,KOTRA,500,415,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,KOTRA,348,299,0,647,174,158,0,332,332,0,16,104,143,63,1,1,0,2,0,0,1,1,332
213,KOTRA,431,356,0,787,245,198,0,443,443,0,66,24,285,48,2,2,3,0,2,1,0,10,443
214,KOTRA,666,510,0,1176,323,212,0,535,535,0,58,163,258,40,2,0,0,2,2,3,4,3,535
215,KOTRA,329,283,0,612,184,131,0,315,315,0,28,36,221,21,1,0,0,2,0,4,0,2,315
216,KOTRA,359,286,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,KOTRA,413,381,0,794,213,181,0,394,394,0,69,34,257,18,1,0,2,1,1,5,4,2,394
218,"SIKRI VYAS",743,540,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,KAHTA,591,483,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,KAMTHA,498,426,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"JAISARI KALAN",481,403,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"JAISARI KALAN",511,411,0,922,269,177,0,446,446,0,73,121,166,61,3,0,1,5,1,3,4,8,446
223,"JAISARI KALAN",455,379,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"JAISARI KALAN",393,301,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"JAISARI KHURD",727,600,0,1327,387,284,0,671,671,0,36,145,356,124,1,1,0,1,2,3,1,1,671
226,MAKRECHHA,471,395,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,MUHANA,620,502,0,1122,399,308,0,707,707,0,190,109,296,76,5,2,6,7,3,4,5,4,707
228,MUHANA,701,561,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,DAKORE,497,414,0,911,279,194,0,473,473,0,130,149,97,88,2,0,1,0,0,1,2,3,473
230,DAKORE,489,421,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,DAKORE,546,466,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,DAKORE,419,337,0,756,195,96,0,291,291,0,148,6,105,20,2,0,2,3,0,2,0,3,291
233,DAKORE,667,552,0,1219,371,244,0,615,615,0,145,106,162,171,1,3,1,6,3,4,2,11,615
234,DAKORE,502,403,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,DAKORE,345,306,0,651,219,193,0,412,412,0,59,11,51,251,7,0,4,2,1,6,2,18,412
236,MUHAMDABAD,543,447,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,MUHAMDABAD,711,585,0,1296,282,255,0,537,537,0,50,259,143,60,2,2,3,1,1,4,4,8,537
