"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
23,"PRIMARY SCHOOL HOLIYA ROOM NO.-1",442,355,0,797,221,236,0,457,4,0,67,226,78,67,3,0,2,0,1,0,1,2,2,1,7,457
24,"PRIMARY SCHOOL HOLIYA ROOM NO-2",521,396,0,917,191,346,0,537,200,0,140,251,53,64,3,2,3,0,1,1,0,2,5,5,7,537
25,"PRIMARY SCHOOL HOLIYA ROOM NO.-3",122,105,0,227,59,63,0,122,2,0,86,26,1,7,0,0,0,0,0,0,0,0,0,1,1,122
26,"PRIMARY SCHOOL MAGDIHA",802,653,0,1455,431,365,0,796,189,0,275,374,57,52,2,2,5,1,2,3,2,1,4,3,13,796
27,"PRIMARY SCHOOL KHURHURIYA",556,452,0,1008,309,271,0,580,80,0,16,143,7,379,7,4,6,3,2,1,2,4,4,1,1,580
28,"PRIMARY SCHOOL RAMPURMAFI",452,362,0,814,256,223,0,479,32,0,32,263,55,102,1,2,3,1,0,1,3,3,5,2,6,479
29,"PRIMARY SCHOOL DENDURIYA VISHUNPUR ROOM NO.-1",552,444,0,996,300,255,0,555,100,0,240,255,22,15,3,1,0,1,0,0,2,2,4,1,9,555
30,"PRIMARY SCHOOL SENDURIYA VISHUNPUR ROOM NO.-2",641,485,0,1126,290,318,0,608,5,0,153,206,31,192,1,1,4,0,0,0,3,5,5,2,5,608
31,"PRIMARY SCHOOL JAGDISHPUR ROOM NO.-1",728,586,1,1315,358,324,0,682,12,0,255,250,84,70,1,1,2,2,0,0,1,1,4,3,8,682
32,"PRIMARY SCHOOL JAGDISHPUR ROOM NO.-2",703,464,0,1167,306,242,0,548,5,0,211,219,45,36,4,3,1,7,1,1,4,0,7,2,7,548
33,"PANCHAYAT BHAWAN MUJAHNA",403,352,0,755,240,217,0,457,7,0,88,214,15,126,3,3,0,1,1,0,1,1,1,0,3,457
34,"HIGH SCHOOL BARDIHA",755,612,0,1367,428,360,0,788,367,0,223,238,41,215,3,2,9,3,1,2,1,10,11,8,21,788
35,"PRIMARY SCHOOL MAHUAWA KHURAD",581,507,0,1088,341,316,0,657,395,0,113,287,34,205,3,0,5,0,0,0,1,1,3,2,3,657
36,"PRIMARY SCHOOL BARWA KOTAVA ROOM NO.-1",461,353,0,814,238,205,0,443,30,0,56,269,22,86,2,0,2,0,0,0,1,0,2,1,2,443
37,"PRIMARY SCHOOL BARWA KOTAVA ROOM NO.-2",486,434,0,920,272,271,0,543,243,0,61,169,32,256,3,0,2,0,3,2,2,1,2,3,7,543
38,"PRIMARY SCHOOL VISHUNPURA",570,447,0,1017,364,291,0,655,50,0,60,412,27,141,2,0,2,1,1,0,1,0,1,5,2,655
39,"PRIMARY SCHOOL GIDHACHAK BAIRIYA",671,561,0,1232,367,342,0,709,402,0,322,151,15,196,1,2,1,1,0,1,2,2,2,2,11,709
40,"PRIMARY SCHOOL BELWA URF BAIRIYA",187,162,0,349,98,93,0,191,91,0,62,80,13,32,1,0,0,0,0,1,0,0,0,0,2,191
41,"PRIMARY SCHOOL AWARAHI KRITPURA ROOM NO.-1",617,469,0,1086,325,233,0,558,8,0,255,107,71,96,5,2,1,0,1,0,4,0,3,4,9,558
42,"PRIMARY SCHOOL AWARAHI KRITPURA ROOM NO.-2",503,388,0,891,263,223,0,486,80,0,213,170,49,35,1,4,0,1,1,0,0,0,2,1,9,486
43,"PRIMARY SCHOOL AWARAHI KRITPURA ROOM NO.-3",682,577,0,1259,372,354,0,726,5,0,142,316,27,201,2,3,2,2,1,1,3,1,6,2,17,726
44,"PRIMARY SCHOOL PADKHORI",131,130,0,261,50,76,0,126,123,0,87,22,2,13,0,0,0,0,0,0,0,0,0,0,2,126
45,"PRIMARY SCHOOL AGAYA",454,387,0,841,261,275,0,536,30,0,216,147,28,123,2,1,1,0,2,1,1,3,0,1,10,536
46,"PRIMARY SCHOOL KUNDUR ROOM NO.-1",659,489,0,1148,348,304,0,652,90,0,377,203,27,16,2,2,3,2,0,2,0,2,0,2,14,652
47,"PRIMARY SCHOOL KUNDUR ROOM NO.-2",638,544,0,1182,352,319,0,671,70,0,230,247,60,103,2,2,7,0,0,0,2,4,4,3,7,671
48,"PRIMARY SCHOOL GAGRAI ROOM NO.-1",509,386,0,895,235,215,0,450,5,0,158,213,18,40,4,6,2,1,1,0,2,1,1,2,1,450
49,"PRIMARY SCHOOL GAGRAI ROOM NO.-2",907,722,0,1629,461,412,0,873,73,0,423,203,87,124,5,3,4,1,1,3,3,3,5,0,8,873
50,"PRIMARY SCHOOL BHALUHI ROOM NO.-1",456,397,0,853,295,258,0,553,477,0,98,257,11,148,2,4,9,1,1,0,2,1,7,7,5,553
51,"PRIMARY SCHOOL BHALUHI ROOM NO.-2",518,374,0,892,250,235,0,485,5,0,148,182,18,111,0,1,2,0,2,0,2,7,1,1,10,485
52,"PRIMARY SCHOOL GHOGHARA ROOM NO.-1",879,716,0,1595,449,400,0,849,85,0,246,454,39,66,4,2,2,1,2,2,3,4,7,10,7,849
53,"PRIMARY SCHOOL GHOGHARA ROOM NO.-2",659,577,0,1236,334,348,0,682,75,0,240,241,42,142,1,3,4,2,0,1,1,4,1,0,0,682
54,"PRIMARY SCHOOL SEKHPURWA",833,687,0,1520,442,416,0,858,8,0,278,343,29,181,5,0,5,1,2,1,4,2,2,1,4,858
55,"PRIMARY SCHOOL MATHIYA ROOM NO.-1",780,607,0,1387,376,367,0,743,4,0,169,436,84,23,3,3,1,1,0,2,1,0,3,6,11,743
56,"PRIMARY SCHOOL MATHIYA ROOM NO.-2",601,472,0,1073,285,291,0,576,51,0,207,204,89,60,1,1,1,1,2,1,1,0,2,2,4,576
57,"PRIMARY SCHOOL MOHAN MUNDERA",431,344,0,775,246,256,0,502,2,0,144,93,100,145,3,3,0,0,2,1,1,2,2,0,6,502
58,"PRIMARY SCHOOL DEVKALI URF CHAKIYA",566,460,0,1026,270,245,0,515,85,0,145,221,41,90,4,1,0,3,0,2,2,1,2,1,2,515
59,"PANCHAYAT BHAWAN PADULI",446,350,0,796,245,237,0,482,262,0,137,152,35,132,9,1,5,2,1,1,1,1,0,3,2,482
60,"PRIMARY SCHOOL BODARWAR ROOM NO.-1",415,371,0,786,349,203,0,552,39,0,179,253,89,13,0,0,0,1,1,2,0,2,0,2,10,552
61,"PRIMARY SCHOOL BODARWAR ROOM NO.-2",544,422,2,968,290,280,0,570,36,0,217,201,88,39,3,0,1,0,2,0,1,3,2,2,11,570
62,"PRIMARY SCHOOL BODARWAR ROOM NO.-3",503,433,0,936,317,271,0,588,80,0,140,226,25,173,5,6,1,0,0,1,3,2,0,2,4,588
63,"PRIMARY SCHOOL BODARWAR ROOM NO.-4",472,409,0,881,263,221,0,484,80,0,122,291,25,36,2,1,1,3,0,1,0,0,2,0,0,484
64,"PRIMARY SCHOOL BODARWAR ROOM NO.-5",357,285,0,642,218,166,0,384,84,0,117,225,19,14,1,0,0,0,0,0,1,0,4,2,1,384
65,"K.J.H. BADHARA ROOM NO.-1",556,445,0,1001,235,228,0,463,60,0,133,242,26,56,0,1,1,1,0,0,0,0,1,0,2,463
66,"K.J.H.S.  BADHARA ROOM NO-2",491,366,2,859,255,183,0,438,50,0,108,189,97,21,1,1,3,6,1,0,0,3,2,3,3,438
67,"K.J.H. BADHARA ROOM NO.-3",704,471,0,1175,293,298,0,591,11,0,183,168,89,119,2,2,4,2,0,1,1,3,3,7,7,591
68,"PRIMARY SCHOOL BELBHDDAR CHAPARA",371,367,0,738,214,191,0,405,10,0,144,162,85,0,1,1,4,0,1,0,0,1,2,0,4,405
69,"J.H.S. SUDHIYANI ROOM NO.-1",533,418,0,951,254,261,0,515,482,0,187,261,43,4,0,1,0,0,2,1,3,0,3,4,6,515
70,"J.H.S. SUDHIYANI ROOM NO.-2",880,687,0,1567,466,440,0,906,858,0,355,372,49,83,2,4,3,4,4,1,1,7,7,3,11,906
71,"PRIMARY SCHOOL SHAKHOPAR ROOM NO.-1",571,474,0,1045,274,259,0,533,5,0,124,262,51,79,1,1,2,0,1,0,1,3,1,2,5,533
72,"PRIMARY SCHOOL SHAKHOPAR ROOM NO.-2",588,439,0,1027,247,229,0,476,20,0,74,117,7,260,3,0,6,0,0,0,1,1,4,0,3,476
73,"PRIMARY SCHOOL AMDIHA ROOM NO.-1",430,371,0,801,244,228,0,472,60,0,137,106,39,170,3,2,6,1,0,0,1,4,1,0,2,472
74,"PRIMARY SCHOOL AMDIHA ROOM NO.-2",404,384,0,788,230,216,0,446,40,0,174,160,23,70,1,2,5,2,2,0,0,1,1,1,4,446
75,"PANCHAYAT BHAWAN MUNDERA",392,354,0,746,205,198,0,403,231,0,100,118,150,29,0,2,0,1,0,0,1,0,0,0,2,403
76,"PRIMARY SCHOOL SOMALI ROOM NO.-1",575,439,0,1014,322,261,0,583,80,0,199,249,37,70,1,1,0,0,1,1,1,3,3,3,14,583
77,"PRIMARY SCHOOL SOMALI ROOM NO.-2",502,384,0,886,274,268,0,542,45,0,119,158,63,179,3,2,2,2,0,1,1,2,1,3,6,542
78,"PRIMARY SCHOOL SOMALI ROOM NO.-3",586,478,0,1064,300,314,0,614,506,0,202,253,89,50,2,3,5,0,0,0,3,2,1,2,2,614
79,"PRIMARY SCHOOL SOMALI ROOM NO.-4",474,362,0,836,251,199,0,450,48,0,115,214,14,86,0,2,2,0,0,0,2,3,0,4,8,450
80,"PRIMARY SCHOOL PEMALI ROOM NO.-1",633,623,0,1256,362,383,0,745,5,0,168,294,79,184,7,2,0,0,1,0,0,3,3,2,2,745
81,"PRIMARY SCHOOL PEMALI ROOM NO.-2",572,453,0,1025,298,283,0,581,13,0,70,170,173,133,3,0,4,0,2,2,2,4,6,2,10,581
82,"PRIMARY SCHOOL SUKRAULI",385,335,0,720,201,166,0,367,10,0,139,132,41,32,3,2,0,0,1,0,1,3,0,4,9,367
83,"PRIMARY SCHOOL BARWA JAMUNI ROOM NO.-1",542,425,0,967,244,226,0,470,465,0,93,291,50,25,0,0,1,0,0,0,0,1,2,0,7,470
84,"PRIMARY SCHOOL BARWA JAMUNI ROOM NO.-2",474,365,0,839,213,195,0,408,60,0,108,202,14,73,0,0,6,0,0,0,0,0,2,1,2,408
85,"KULKULA DEVI L.M.V. DHAURA",367,287,0,654,191,145,0,336,332,0,52,213,35,30,1,0,1,1,0,1,0,0,0,2,0,336
86,"PRIMARY SCHOOL BARWA KHAS ROOM NO.-1",556,416,0,972,303,210,0,513,18,0,128,187,38,129,2,3,4,3,0,3,2,1,5,0,8,513
87,"PRIMARY SCHOOL BARWA KHAS ROOM NO.-2",660,504,0,1164,336,272,0,608,16,0,170,261,65,82,1,0,3,1,0,2,6,4,2,1,10,608
88,"PRIMARY SCHOOL RAMPUR ROOM NO.-1",741,679,0,1420,362,345,0,707,48,0,298,253,46,81,0,4,2,0,3,3,0,2,0,2,13,707
89,"PRIMARY SCHOOL RAMPUR ROOM NO.-2",694,562,0,1256,336,321,0,657,57,0,112,376,34,62,5,5,5,3,4,2,2,6,11,9,21,657
90,"PRIMARY SCHOOL BARWAKALA",282,233,0,515,181,181,0,362,358,0,18,136,196,6,1,0,0,1,0,0,0,1,1,0,2,362
91,"PRIMARY SCHOOL SUMHAKHOR ROOM NO-1",451,360,0,811,240,243,0,483,4,0,47,270,102,48,0,2,3,1,0,1,1,0,4,1,3,483
92,"PRIMARY SCHOOL SUMHAKHOR ROOM NO-2",438,364,0,802,216,200,0,416,16,0,23,207,51,121,1,1,0,0,0,1,1,1,2,2,5,416
93,"PRIMARY SCHOOL SISWA",739,598,0,1337,435,379,0,814,214,0,114,376,117,143,3,4,2,4,6,2,1,3,10,10,19,814
94,"PRIMARY SCHOOL KARITIN ROOM NO.-1",588,456,0,1044,295,242,0,537,5,0,129,233,94,53,3,5,0,2,2,0,3,3,2,2,6,537
95,"PRIMARY SCHOOL KARITIN ROOM NO.-2",550,412,0,962,258,249,0,507,200,0,110,257,82,46,0,1,1,0,1,0,3,1,1,2,2,507
96,"PRIMARY SCHOOL BHADSAR NARAYAN",699,552,0,1251,384,374,0,758,8,0,76,247,290,107,4,3,4,3,0,0,2,11,6,3,2,758
97,"PRIMARY SCHOOL BHADSAR KHAS ROOM NO.-1",539,407,0,946,254,209,0,463,63,0,163,79,105,109,0,0,0,1,0,2,0,0,1,3,0,463
98,"PRIMARY SCHOOL BHADSAR KHAS ROOM NO.-2",644,461,0,1105,295,203,0,498,395,0,187,112,114,57,1,3,1,2,0,1,2,0,5,4,9,498
99,"P.M.V. BHADSAR KHAS ROOM NO.-1",815,672,0,1487,424,400,0,824,3,0,205,148,72,368,3,2,2,1,2,3,0,4,3,2,9,824
100,"P.M.V. BHADSAR KHAS ROOM NO.-2",883,705,0,1588,461,357,0,818,700,0,234,310,216,43,3,0,1,3,0,1,1,3,1,2,0,818
101,"PRIMARY SCHOOL SOHANI ROOM NO.-1",603,463,0,1066,347,300,0,647,47,0,193,160,141,142,1,1,2,0,0,1,2,0,0,1,3,647
102,"PRIMARY SCHOOL SOHANI ROOM NO.-2",554,466,0,1020,276,260,0,536,43,0,125,207,109,80,5,2,1,0,1,1,2,1,0,0,2,536
103,"PRIMARY SCHOOL INDARPUR ROOM NO.-1",697,548,0,1245,398,328,0,726,226,0,202,277,101,120,6,2,3,1,1,2,0,2,5,1,3,726
104,"PRIMARY SCHOOL INDARPUR ROOM NO.-2",624,509,0,1133,329,298,0,627,310,0,158,300,31,114,1,2,2,1,1,1,0,7,1,3,5,627
105,"PRIMARY SCHOOL GAJRA ROOM NO.-1",584,436,0,1020,340,316,0,656,650,0,110,86,387,57,2,0,1,1,2,0,0,2,4,2,2,656
106,"PRIMARY SCHOOL GAJRA ROOM NO.-2",246,182,0,428,158,132,0,290,5,0,61,91,123,6,0,0,0,0,0,1,1,0,2,2,3,290
107,"PRIMARY SCHOOL DUMDUMAWA",861,680,2,1543,522,418,0,940,40,0,373,257,197,46,5,3,6,3,3,3,5,9,11,10,9,940
108,"PRIMARY SCHOOL BHIURA",262,209,0,471,183,146,0,329,8,0,96,80,77,54,1,3,1,2,0,0,0,2,4,1,8,329
109,"PRIMARY SCHOOL HASANGANJ",390,325,0,715,234,221,0,455,1,0,156,137,73,72,4,0,2,0,1,2,0,2,1,1,4,455
110,"PRIMARY SCHOOL KOTAWA ROOM NO.-1",290,248,0,538,153,141,0,294,4,0,78,64,130,15,1,0,0,1,0,0,0,1,3,0,1,294
111,"PRIMARY SCHOOL KOTAWA ROOM NO.-2",576,461,0,1037,357,270,0,627,626,0,160,186,89,166,1,0,3,0,2,1,1,5,4,2,7,627
112,"J.I.C. KAPTANGANJ ROOM NO.-1",528,440,0,968,303,280,0,583,519,0,194,111,210,52,0,1,1,4,1,1,0,1,2,3,2,583
113,"J.I.C. KAPTANGANJ ROOM NO.-2",498,413,0,911,308,252,0,560,10,0,133,310,63,30,6,3,1,1,1,0,0,0,1,3,8,560
114,"J.I.C. KAPTANGANJ ROOM NO.-3",571,436,0,1007,373,288,0,661,55,0,200,258,121,44,9,6,3,1,2,5,2,2,2,1,5,661
115,"J.I.C. KAPTANGANJ ROOM NO.-4",544,428,0,972,352,250,0,602,12,0,154,377,35,24,4,2,0,0,0,0,1,1,0,0,4,602
116,"J.I.C. KAPTANGANJ ROOM NO.-5",789,652,0,1441,337,481,0,818,60,0,360,284,121,37,1,0,1,0,1,0,2,2,1,3,5,818
117,"S.S.S. KAPTANGANJ ROOM NO.-1",465,359,0,824,274,193,0,467,7,0,78,350,27,7,0,1,0,0,0,1,0,0,1,1,1,467
118,"S.S.S. KAPTANGANJ ROOM NO.-2",616,493,0,1109,316,262,0,578,148,0,178,300,67,15,5,1,0,4,0,1,0,1,1,0,5,578
119,"S.S.S. KAPTANGANJ ROOM NO.-3",501,414,0,915,288,284,0,572,72,0,219,134,86,123,2,0,0,1,1,1,1,0,1,0,3,572
120,"S.S.S. KAPTANGANJ ROOM NO.-4",716,608,0,1324,426,347,0,773,73,0,327,321,74,31,7,3,1,3,0,0,0,0,0,3,3,773
121,"PRIMARY SCHOOL NEAR BLOCK KAPTANGANJ ROOM NO.-1",669,493,0,1162,324,214,0,538,200,0,343,95,51,17,8,3,3,1,1,1,0,2,2,4,7,538
122,"PRIMARY SCHOOL NEAR BLOCK KAPTANGANJ ROOM NO.-2",472,386,0,858,234,213,0,447,443,0,197,148,54,21,14,0,1,0,0,0,2,4,0,1,5,447
123,"PRIMARY SCHOOL NEAR BLOCK KAPTANGANJ ROOM NO.-3",540,412,0,952,322,252,0,574,569,0,330,194,12,4,1,2,2,2,2,3,4,0,2,6,10,574
124,"PRIMARY SCHOOL NEAR BLOCK KAPTANGANJ ROOM NO.-4",543,347,0,890,301,213,0,514,14,0,269,90,74,67,3,2,1,2,0,0,0,2,0,3,1,514
125,"P.M.V. KAPTANGANJ ROOM NO.-1",785,618,0,1403,480,331,0,811,6,0,442,283,62,9,2,1,2,0,1,0,1,2,0,1,5,811
126,"P.M.V. KAPTANGANJ ROOM NO.-2",653,478,0,1131,358,284,0,642,42,0,186,376,32,24,1,2,0,1,3,0,4,2,3,1,7,642
127,"K.P.M.V. KAPTANGANJ ROOM NO.-1",854,649,0,1503,418,304,0,722,700,0,199,413,73,27,0,2,1,0,0,0,1,2,1,2,1,722
128,"K.P.M.V. KAPTANGANJ ROOM NO.-2",842,612,0,1454,347,276,0,623,110,0,248,231,12,116,1,2,0,2,3,0,0,3,1,2,2,623
129,"K.P.M.V. KAPTANGANJ ROOM NO.-3",463,247,1,711,127,64,0,191,176,0,24,151,12,2,0,0,1,0,0,0,0,0,0,1,0,191
130,"PRIMARY SCHOOL PATKHAULI",812,713,0,1525,456,445,0,901,100,0,274,375,97,128,2,3,0,0,1,0,2,2,5,3,9,901
131,"PRIMARY SCHOOL MEHADA ROOM NO.-1",420,397,0,817,234,270,0,504,4,0,286,50,82,59,0,1,2,3,1,1,2,1,3,3,10,504
132,"PRIMARY SCHOOL MEHADA ROOM NO.-2",530,382,0,912,297,222,0,519,10,0,222,149,86,49,0,1,0,2,2,0,2,2,2,1,1,519
133,"PRIMARY SCHOOL PIPRAMAFI ROOM NO.-1",747,621,0,1368,383,431,0,814,14,0,432,191,15,138,6,1,3,1,2,0,4,4,3,5,9,814
134,"PRIMARY SCHOOL PIPRAMAFI ROOM NO.-2",551,481,0,1032,299,272,0,571,314,0,210,201,29,99,3,4,3,0,2,1,0,5,2,4,8,571
135,"KANYA PRIMARY SCHOOL BAULIYA ROOM NO.-1",725,596,0,1321,435,338,0,773,9,0,460,148,26,112,4,3,1,1,1,2,0,1,0,3,11,773
136,"KANYA PRIMARY SCHOOL BAULIYA ROOM NO.-2",787,631,0,1418,441,401,0,842,100,0,417,324,12,43,2,5,9,3,0,1,2,4,5,4,11,842
137,"P.M.V. RAJMANDIR",603,486,0,1089,358,303,0,661,61,0,199,349,37,31,1,5,3,2,2,3,2,6,8,3,10,661
138,"PRIMARY SCHOOL KHABHARABHAR ROOM NO.-1",570,490,0,1060,306,303,0,609,320,0,96,401,57,19,1,4,1,3,0,0,1,4,5,4,13,609
139,"PRIMARY SCHOOL KHABHARABHAR ROOM NO.-2",473,407,0,880,236,260,0,496,100,0,62,342,56,12,1,2,1,1,0,0,1,3,5,6,4,496
140,"PRIMARY SCHOOL KHABHARABHAR ROOM NO.-3",439,378,0,817,225,276,0,501,21,0,69,311,60,23,5,4,1,2,0,2,1,5,3,5,10,501
141,"PRIMARY SCHOOL KHABHARABHAR ROOM NO.-4",471,350,0,821,262,205,0,467,10,0,49,314,26,46,2,3,0,1,0,0,0,2,2,4,18,467
142,"PRIMARY SCHOOL SIGHADI",366,300,0,666,136,121,0,257,100,0,55,168,26,1,1,1,1,0,0,0,0,0,3,1,0,257
143,"PRIMARY SCHOOL GHAMBHIRPUR ROOM NO.-1",734,597,0,1331,391,391,0,782,5,0,211,422,83,30,6,2,1,0,0,0,3,5,2,6,11,782
144,"PRIMARY SCHOOL GHABHIRPUR ROOM NO.-2",573,472,0,1045,301,288,0,589,91,0,250,183,29,104,1,1,0,0,1,0,0,1,5,4,10,589
145,"PRIMARY SCHOOL BAHUAAS ROOM NO.-1",464,352,0,816,272,237,0,509,30,0,237,157,35,55,1,4,2,0,2,2,3,1,1,2,7,509
146,"PRIMARY SCHOOL BAHUAAS ROOM NO.-2",430,356,0,786,258,240,0,498,100,0,166,284,14,16,1,2,0,0,0,0,0,1,2,4,8,498
147,"PRIMARY SCHOOL SIRSIYA ROOM NO.-1",626,496,0,1122,345,314,0,659,59,0,313,212,56,51,0,3,1,1,1,1,0,5,6,3,6,659
148,"PRIMARY SCHOOL SIRSIYA ROOM NO.-2",689,577,0,1266,374,377,0,751,640,0,495,151,26,56,3,2,2,2,1,3,0,2,2,2,4,751
149,"PRIMARY SCHOOL PAKDI MADRAHA",627,554,0,1181,338,284,0,622,149,0,356,174,18,59,3,1,1,1,1,1,1,1,1,1,3,622
150,"PRIMARY SCHOOL MUDILA ROOM NO.-1",648,502,0,1150,332,249,0,581,70,0,347,127,24,67,1,4,3,7,0,0,0,0,1,0,0,581
151,"PRIMARY SCHOOL MUDILA ROOM NO.-2",425,339,0,764,227,168,0,395,32,0,209,81,39,56,2,0,2,0,0,1,0,0,2,2,1,395
152,"PRIMARY SCHOOL LOHEPAR ROOM NO.-1",527,431,0,958,243,233,0,476,273,0,96,229,40,90,4,1,2,0,0,1,0,1,2,3,7,476
153,"PRIMARY SCHOOL LOHEPAR ROOM NO.-2",476,388,0,864,198,222,0,420,9,0,197,144,21,22,3,4,3,1,0,0,2,1,4,7,11,420
154,"PRIMARY SCHOOL LOHEPAR ROOM NO.-3",700,503,0,1203,299,281,0,580,10,0,283,231,49,5,0,1,2,4,0,1,0,0,1,2,1,580
155,"PRIMARY SCHOOL LOHEPAR ROOM NO.-4",401,303,0,704,164,157,0,321,3,0,194,86,19,13,0,1,0,0,1,1,0,1,1,0,4,321
156,"PRIMARY SCHOOL LOHEPAR ROOM NO.-5",197,149,0,346,94,79,0,173,143,0,67,83,15,4,0,1,0,0,0,0,0,2,0,1,0,173
157,"PRIMARY SCHOOL FARDAHA ROOM NO.-1",432,363,0,795,206,204,0,410,90,0,175,123,60,23,3,5,2,1,1,0,0,3,7,3,4,410
158,"PRIMARY SCHOOL FARDAHA ROOM NO.-2",448,328,0,776,174,155,0,329,5,0,132,89,54,49,0,2,0,0,0,1,0,0,1,0,1,329
159,"PRIMARY SCHOOL FARDAHA ROOM NO.-3",592,453,0,1045,302,234,0,536,300,0,166,177,75,88,2,0,3,0,1,4,2,3,2,5,8,536
160,"PRIMARY SCHOOL RANIPUR URF HARAIYA",602,451,0,1053,246,252,0,498,98,0,204,122,96,48,2,3,3,3,1,0,4,0,4,3,5,498
161,"PRIMARY SCHOOL MATAULI ROOM NO.-1",860,698,0,1558,463,367,0,830,30,0,359,200,154,102,2,2,3,1,1,0,2,0,0,1,3,830
