"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
42,KUTHAUND,731,620,0,1351,353,267,0,620,620,0,57,103,394,49,2,1,0,2,0,4,1,7,620
43,KUTHOUND,658,511,0,1169,388,278,0,666,666,0,62,27,524,43,0,0,1,1,2,0,2,4,666
44,KUTHOUND,456,378,0,834,244,190,0,434,434,0,21,178,215,15,0,0,0,0,0,0,0,5,434
45,KUTHAUND,420,354,0,774,259,202,0,461,461,0,41,164,234,13,0,0,2,1,0,1,1,4,461
46,KUTHAUND,636,502,3,1141,345,242,0,587,587,0,34,188,310,33,0,0,5,2,0,4,4,7,587
47,KUTHAUND,617,454,0,1071,290,216,0,506,506,0,30,51,406,15,2,0,0,0,1,0,0,1,506
48,"SURAWALI JALAUN",481,355,0,836,297,221,0,518,518,0,8,200,255,37,6,0,0,3,2,3,2,2,518
49,"GORA RATHAUR",416,335,0,751,248,191,0,439,439,0,22,183,225,4,0,0,1,1,0,2,1,0,439
50,AIKON,485,373,0,858,243,166,0,409,409,0,23,35,293,44,1,1,0,2,2,5,0,3,409
51,AIKON,536,461,0,997,329,219,0,548,548,0,250,172,87,25,1,0,0,2,3,3,0,5,548
52,MUHAMMADPUR,343,295,0,638,196,141,0,337,337,0,132,151,43,8,0,0,0,2,0,0,1,0,337
53,"JAMLAPUR DHYAN",245,166,0,411,171,114,0,285,285,0,3,36,211,31,0,0,1,1,0,1,1,0,285
54,KUTLUPUR,311,247,0,558,193,147,0,340,340,0,32,123,95,84,2,1,1,0,0,0,0,2,340
55,SHAHJADEPUR,289,249,0,538,193,160,0,353,353,0,180,56,106,7,0,0,0,1,0,0,2,1,353
56,MADARIPUR,576,439,0,1015,360,262,0,622,622,0,29,166,370,36,2,0,3,3,1,1,5,6,622
57,MADARIPUR,639,521,0,1160,364,301,0,665,665,0,60,217,316,52,1,0,2,3,2,4,2,6,665
58,DAUN,636,544,0,1180,326,244,0,570,570,0,24,236,236,62,1,1,0,1,2,1,3,3,570
59,"SAIDPUR UBARI",394,316,0,710,1,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2
60,SHAHABJAPUR,190,138,0,328,105,88,0,193,193,0,28,54,91,14,0,0,2,0,3,0,1,0,193
61,KARTALAPUR,603,456,0,1059,334,280,0,614,614,0,45,172,373,13,2,1,0,2,1,1,2,2,614
62,KAITHWAN,617,500,0,1117,349,255,0,604,604,0,58,106,376,39,1,0,0,2,5,6,3,8,604
63,BASTEPUR,349,280,0,629,205,188,0,393,393,0,27,103,207,38,3,0,1,4,0,3,3,4,393
64,"SIHARI CHELAPUR",389,359,0,748,255,234,0,489,489,0,4,94,359,19,1,0,1,1,1,3,0,6,489
65,ALAMPUR,331,285,0,616,205,171,0,376,376,0,1,128,186,53,0,0,1,2,1,2,0,2,376
66,LUHARI,279,238,0,517,185,155,0,340,340,0,6,190,108,31,1,0,0,0,1,1,1,1,340
67,JUGIYAPUR,306,225,0,531,184,147,0,331,331,0,12,41,148,118,1,4,0,4,2,0,1,0,331
68,BICHAULI,648,518,0,1166,403,331,0,734,734,0,19,159,421,102,4,1,1,3,6,4,4,10,734
69,DAUNAPUR,306,256,0,562,270,192,0,462,462,0,388,17,42,9,0,0,0,0,2,0,1,3,462
70,"SIRSA KALAR",703,579,0,1282,442,334,0,776,776,0,175,55,457,43,1,1,12,7,6,10,5,4,776
71,"SIRSA KALAR",334,293,0,627,220,156,0,376,376,0,93,53,176,37,1,1,0,3,0,6,3,3,376
72,"SIRSA KALAR",421,347,0,768,270,201,0,471,471,0,31,253,112,46,2,2,6,0,4,3,9,3,471
73,"SIRSA KALAR",541,462,0,1003,357,284,0,641,641,0,79,261,207,66,3,2,5,5,2,2,0,9,641
74,JARGAON,303,271,0,574,200,151,0,351,351,0,89,7,240,11,1,0,0,0,0,3,0,0,351
75,JAKHA,624,469,0,1093,381,268,0,649,649,0,49,253,278,49,3,1,1,0,0,1,5,9,649
76,JAKHA,497,393,0,890,328,249,0,577,577,0,40,152,357,14,1,0,0,7,1,0,4,1,577
77,JAHTAULI,466,357,0,823,292,212,0,504,504,0,39,192,235,22,0,0,1,2,2,4,6,1,504
78,GANGAURA,424,350,0,774,270,189,0,459,459,0,47,176,184,34,0,0,8,5,1,1,2,1,459
79,"CHHANI AHEER",408,315,0,723,236,161,0,397,397,0,41,135,178,24,1,0,0,2,3,4,1,8,397
80,"PEEPRI ATHGAIYAN",468,365,0,833,285,238,0,523,523,0,86,147,255,17,0,0,5,3,2,2,3,3,523
81,TARSAUR,794,618,0,1412,363,273,0,636,636,0,41,133,394,36,1,4,2,1,5,5,5,9,636
82,ATARCHHALA,437,336,0,773,275,198,0,473,473,0,3,53,398,9,1,0,0,1,3,3,0,2,473
83,"JAGATPUR AHEER",431,343,0,774,282,191,0,473,473,0,3,96,360,9,0,0,1,1,0,0,1,2,473
84,PAJOONA,187,141,0,328,95,71,0,166,166,0,2,60,73,24,1,0,1,0,1,2,2,0,166
85,GADHELA,455,349,0,804,280,154,0,434,434,0,8,53,360,8,0,0,0,1,0,0,2,2,434
86,OOD,489,386,0,875,346,235,0,581,581,0,6,137,420,8,1,1,1,1,0,2,1,3,581
87,"HATHNA KHURD",304,252,0,556,253,168,0,421,421,0,26,52,322,7,1,1,0,0,3,4,2,3,421
88,SADUPURA,487,388,0,875,322,230,0,552,552,0,6,296,173,50,1,0,4,6,2,4,4,6,552
89,"HATHNA BUJURG",510,394,0,904,328,206,0,534,534,0,19,190,218,92,1,2,0,4,3,0,0,5,534
90,NAGRI,380,311,0,691,209,161,0,370,370,0,49,58,246,6,1,2,1,1,2,2,0,2,370
91,NAGRA,216,184,0,400,126,104,0,230,230,0,49,65,99,8,2,0,0,1,1,1,2,2,230
92,ITAHIYA,396,335,0,731,218,168,0,386,386,0,13,74,264,22,1,0,1,3,1,2,5,0,386
93,GADHGUWAN,618,505,0,1123,388,330,0,718,718,0,13,291,371,30,1,0,1,0,3,4,0,4,718
94,BIRAHRA,380,323,0,703,207,147,0,354,354,0,16,172,149,10,0,0,0,2,2,0,1,2,354
95,PANHARA,187,146,0,333,124,94,0,218,218,0,16,49,129,18,0,1,0,0,0,0,2,3,218
96,KASHIPURA,525,431,0,956,268,195,0,463,463,0,8,186,197,60,2,0,0,2,1,1,4,2,463
97,"KUTHONDA BUJURG",476,339,0,815,286,206,0,492,492,0,10,96,343,30,0,0,4,0,0,2,0,7,492
98,"KUTHONDA BUJURG",436,345,0,781,267,225,0,492,492,0,4,217,230,21,1,0,2,1,0,2,2,12,492
99,RINIYAN,508,401,0,909,346,214,0,560,560,0,6,52,454,42,0,0,0,1,0,3,1,1,560
100,RINIYAN,264,195,0,459,182,122,0,304,304,0,2,277,13,3,0,0,0,0,3,2,3,1,304
101,HEERAPUR,430,375,0,805,277,198,0,475,475,0,13,106,310,28,2,0,2,7,1,3,0,3,475
102,"MOHANPUR KUDARI",263,222,0,485,174,143,0,317,317,0,1,22,286,4,0,1,0,0,0,2,0,1,317
103,"SHEKHPUR BUJURG",475,390,0,865,340,238,0,578,578,0,3,45,516,10,0,0,0,0,0,1,1,2,578
104,"SHEKHPUR BUJURG",377,295,0,672,267,194,0,461,461,0,3,13,434,8,1,0,1,0,0,1,0,0,461
105,"SHEKHPUR BUJURG",381,297,0,678,286,145,0,431,431,0,5,13,401,10,0,1,0,0,0,0,0,1,431
106,HADRUKH,706,578,0,1284,411,327,0,738,738,0,44,167,472,40,1,1,0,4,1,2,1,5,738
107,HADRUKH,746,632,0,1378,486,320,0,806,806,0,36,218,509,22,3,1,0,4,3,5,2,3,806
108,MADORI,422,348,0,770,249,170,0,419,419,0,24,30,322,24,2,0,0,2,3,6,3,3,419
109,MADORI,708,561,0,1269,401,317,0,718,718,0,9,169,462,50,0,1,4,1,1,4,5,12,718
110,MADORA,491,396,0,887,303,214,0,517,517,0,1,7,493,9,2,1,1,1,0,1,0,1,517
111,MADORA,383,288,0,671,215,153,0,368,368,0,10,142,199,6,1,0,0,3,1,1,2,3,368
112,NABIPUR,295,256,0,551,200,207,0,407,407,0,338,48,5,1,0,0,0,1,0,7,0,7,407
113,JEEPURA,323,259,0,582,222,169,0,391,391,0,2,32,337,16,0,0,2,0,0,1,0,1,391
114,BHADWAN,388,332,0,720,236,181,0,417,417,0,32,129,224,18,0,0,2,2,2,2,3,3,417
115,BHADWAN,447,377,0,824,253,199,0,452,452,0,51,164,203,17,0,0,1,2,1,6,2,5,452
116,ALAIPURA,482,406,0,888,265,246,0,511,511,0,30,315,125,24,1,1,0,2,2,1,0,10,511
117,SEENGPURA,708,577,0,1285,412,357,0,769,769,0,34,117,433,145,5,1,3,6,4,6,5,10,769
118,AUREKHI,694,549,0,1243,413,289,0,702,702,0,41,201,355,76,1,0,4,5,2,3,10,4,702
119,AUREKHI,383,304,0,687,226,181,0,407,407,0,49,33,281,35,1,0,2,2,2,1,1,0,407
120,AUREKHI,437,347,0,784,236,169,0,405,405,0,66,76,229,24,0,0,1,3,0,2,0,4,405
121,PARTAPPURA,654,564,0,1218,424,336,0,760,760,0,63,250,398,31,0,2,5,4,2,2,1,2,760
122,HARIPURA,326,266,0,592,221,186,0,407,407,0,5,227,163,11,1,0,0,0,0,0,0,0,407
123,SAHAV,343,288,0,631,209,182,0,391,391,0,27,299,9,44,1,0,1,2,2,2,2,2,391
124,SAHAV,766,636,0,1402,483,278,0,761,761,0,104,62,473,96,2,3,2,3,3,5,2,6,761
125,SAHAV,534,470,0,1004,297,230,0,527,527,0,104,154,113,133,7,1,2,0,3,1,1,8,527
126,"KUDRA KARAUNDI",303,264,0,567,196,170,0,366,366,0,6,113,230,14,0,0,0,0,0,1,0,2,366
127,JAGNEWA,494,419,0,913,261,164,0,425,425,0,17,70,275,49,1,0,0,2,3,3,0,5,425
128,JAGNEWA,585,517,0,1102,322,239,0,561,561,0,19,243,251,28,0,1,0,1,1,3,11,3,561
129,SARANGPUR,490,398,0,888,293,244,0,537,537,0,38,192,286,12,2,1,1,2,0,1,0,2,537
130,"HARDOI RAJA",285,233,0,518,174,141,0,315,315,0,25,10,182,87,2,0,1,3,2,1,1,1,315
131,"HARDOI RAJA",406,338,0,744,254,220,0,474,474,0,19,170,185,86,1,0,1,3,2,5,1,1,474
132,GOKALPURA,207,168,0,375,127,110,0,237,237,0,13,180,12,24,2,0,0,1,0,1,1,3,237
133,URGAON,621,482,0,1103,358,246,0,604,604,0,40,98,354,89,3,2,1,3,0,3,1,10,604
134,URGAON,595,475,0,1070,377,260,0,637,637,0,74,50,420,61,1,1,4,4,3,6,4,9,637
135,"SIHARI PADAIYA",541,465,0,1006,365,282,0,647,647,0,54,177,353,42,1,2,2,5,2,4,0,5,647
136,PARWATPUR,655,517,0,1172,402,271,0,673,673,0,40,146,405,67,1,1,1,4,2,4,0,2,673
137,KUSMARA,476,401,0,877,316,230,0,546,546,0,12,67,398,58,3,0,0,1,0,1,3,3,546
138,KUSMARA,468,365,0,833,273,186,0,459,459,0,91,125,188,21,0,1,0,4,2,3,17,7,459
139,DAHGUWAN,424,337,0,761,267,173,0,440,440,0,20,212,150,43,2,0,1,1,0,2,1,8,440
140,DAHGUWAN,429,339,0,768,277,187,0,464,464,0,47,75,257,42,2,2,6,15,5,2,1,10,464
141,AIDALPUR,655,473,0,1128,414,224,0,638,638,0,42,185,263,96,5,2,1,12,1,12,6,13,638
142,"SHEKPURA KHURD",178,153,0,331,2,1,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,3
143,BHITARI,467,347,0,814,306,208,0,514,514,0,101,165,206,24,3,0,1,2,2,4,2,4,514
144,BHITARI,517,385,0,902,298,189,0,487,487,0,120,16,301,41,0,0,2,3,0,1,1,2,487
145,DAMRAS,415,328,0,743,256,183,0,439,439,0,166,146,73,39,1,3,2,0,1,0,3,5,439
146,DAMRAS,369,292,0,661,230,173,0,403,403,0,50,286,54,6,0,1,1,1,0,0,1,3,403
147,DAMRAS,318,294,0,612,172,157,0,329,329,0,29,111,183,1,0,0,0,0,0,0,2,3,329
148,DAMRAS,348,308,0,656,218,194,0,412,412,0,52,90,247,21,0,0,0,0,0,0,1,1,412
149,CHAKGAHPURA,218,177,0,395,169,123,0,292,292,0,15,132,120,19,0,0,1,2,0,0,2,1,292
150,MALTHUA,627,519,0,1146,388,273,0,661,661,0,57,178,371,20,2,1,7,3,3,7,3,9,661
151,MADAIYA,707,523,0,1230,400,280,0,680,680,0,101,13,542,6,2,1,1,3,1,7,1,2,680
152,MADAIYA,332,247,0,579,180,131,0,311,311,0,155,7,140,1,0,0,0,0,0,2,2,4,311
153,MADAIYA,335,273,0,608,174,150,0,324,324,0,106,109,48,57,0,0,2,1,0,0,1,0,324
154,RAYPUR,324,254,0,578,230,168,0,398,398,0,110,27,216,26,0,0,0,2,2,0,5,10,398
155,MANPUR,271,188,0,459,198,124,0,322,322,0,301,4,9,3,0,0,0,0,0,3,0,2,322
156,"JEETAMAU MUSTKIL",444,282,0,726,266,153,0,419,419,0,19,4,375,10,3,1,1,3,0,2,1,0,419
157,"JARARA MUSTKIL",355,276,0,631,196,144,0,340,340,0,22,77,199,37,0,0,0,2,0,1,1,1,340
158,"KHADGUI MUSTKIL",472,335,0,807,259,157,0,416,416,0,34,112,247,15,0,3,1,1,0,1,1,1,416
159,"KHADGUI DIWARA",234,176,0,410,122,109,0,231,231,0,55,31,123,13,2,0,0,0,2,2,0,3,231
160,"KODA KIRRAHI MUSTKIL",387,303,0,690,157,98,0,255,255,0,45,57,131,6,1,1,0,5,2,1,0,6,255
161,ABAIDEPUR,429,332,0,761,244,169,0,413,413,0,42,71,272,17,1,1,0,0,1,5,2,1,413
162,ABAIDEPUR,375,284,0,659,219,150,0,369,369,0,37,65,238,13,2,0,1,2,1,5,2,3,369
163,"URKARA KHURD",217,195,0,412,151,134,0,285,285,0,14,96,155,9,0,0,1,0,2,2,3,3,285
164,LAUNA,364,273,0,637,290,183,0,473,473,0,8,111,344,4,0,0,0,1,0,0,5,0,473
165,PITHAUPUR,465,408,0,873,314,225,0,539,539,0,34,83,368,38,0,0,0,4,1,4,2,5,539
166,"ATRA KHURD",305,258,0,563,173,160,0,333,333,0,8,296,21,3,1,1,0,1,0,0,1,1,333
167,"ATRA KALAN",443,336,0,779,300,185,0,485,485,0,252,8,208,9,0,0,1,2,1,1,0,3,485
168,"ATRA KALAN",318,230,0,548,193,137,0,330,330,0,90,152,64,12,2,1,0,2,0,3,2,2,330
169,"JALALPUR CHURKHI",158,131,0,289,109,94,0,203,203,0,3,171,10,12,4,0,0,0,0,1,0,2,203
170,DHAMNI,388,301,0,689,263,137,0,400,400,0,26,144,191,25,4,0,1,1,1,3,3,1,400
171,"JAMLAPUR CHURKHI",257,207,0,464,147,108,0,255,255,0,63,47,134,4,2,0,1,1,1,1,1,0,255
172,NYAMATPUR,324,270,0,594,192,126,0,318,318,0,255,26,28,1,1,0,5,0,0,0,1,1,318
173,NYAMATPUR,346,279,0,625,211,134,0,345,345,0,225,6,93,15,0,0,0,2,1,3,0,0,345
174,NYAMATPUR,376,324,0,700,236,155,0,391,391,0,288,12,74,4,1,1,1,2,0,1,1,6,391
175,NYAMATPUR,393,326,0,719,239,194,0,433,433,0,107,215,66,28,0,3,0,0,3,4,1,6,433
176,"BAMHAURI KHURD",294,264,0,558,190,159,0,349,349,0,203,70,67,3,1,1,1,0,1,0,0,2,349
177,"SIKRI JARHA",200,148,0,348,147,93,0,240,240,0,98,43,89,4,0,1,1,2,0,0,1,1,240
178,BABAI,546,453,0,999,351,229,0,580,580,0,106,157,167,103,4,0,0,4,2,4,20,13,580
179,BABAI,554,412,0,966,332,216,0,548,548,0,169,114,171,77,1,2,1,3,3,0,4,3,548
180,BABAI,488,406,0,894,347,206,0,553,553,0,202,77,233,26,0,1,2,1,0,5,3,3,553
181,CHARSAUNI,456,395,0,851,279,236,0,515,515,0,33,221,194,46,2,1,3,3,0,2,4,6,515
182,SARSAI,548,418,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,SARSAI,549,380,0,929,314,198,0,512,512,0,53,84,206,144,5,2,3,1,1,2,4,7,512
184,NADAI,447,363,0,810,349,216,0,565,565,0,11,10,528,14,0,0,0,0,1,1,0,0,565
185,SWAROOPUR,81,66,0,147,64,55,0,119,119,0,3,0,113,3,0,0,0,0,0,0,0,0,119
186,"BINAURA VAID",504,401,0,905,320,213,0,533,533,0,36,288,127,74,3,0,1,0,1,1,0,2,533
187,"BINAURA VAID",495,404,0,899,298,226,0,524,524,0,22,140,268,75,2,1,1,5,0,2,7,1,524
188,CHURKHI,486,394,0,880,289,224,0,513,513,0,28,145,249,66,1,0,2,5,3,4,3,7,513
189,CHURKHI,415,337,0,752,265,215,0,480,480,0,22,210,198,28,0,0,6,2,1,4,4,5,480
190,CHURKHI,413,338,0,751,246,214,0,460,460,0,13,73,323,26,2,0,2,2,0,6,3,10,460
191,CHURKHI,399,322,0,721,249,176,0,425,425,0,48,13,319,29,2,1,0,3,0,1,4,5,425
192,"RINIYAN BEDEPUR",312,263,0,575,190,159,0,349,349,0,37,79,211,5,1,0,0,3,0,4,3,6,349
193,"SOHRAPUR ATA",287,234,0,521,188,130,0,318,318,0,10,49,224,23,1,0,1,4,1,1,0,4,318
194,BAMHAURA,418,315,0,733,310,193,0,503,503,0,5,34,415,34,1,0,2,1,4,2,0,5,503
195,RICHHAHRA,318,265,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"SIMHARA KASIMPUR",376,286,0,662,215,134,0,349,349,0,22,74,224,17,0,0,1,2,3,1,2,3,349
197,"SIMHARA KASIMPUR",387,326,0,713,212,186,0,398,398,0,11,135,236,10,0,0,2,3,0,1,0,0,398
198,"SANAINI MUSTKIL",556,392,0,948,352,220,0,572,572,0,15,63,461,24,1,0,1,2,1,2,1,1,572
199,INGUI,268,209,0,477,132,104,0,236,236,0,17,107,98,12,0,0,0,0,0,2,0,0,236
200,PAL,666,536,0,1202,399,247,0,646,646,0,234,136,221,11,3,0,4,4,0,27,1,5,646
201,"SIMRA SHEKHPUR MUSTKIL",429,308,0,737,224,141,0,365,365,0,59,116,171,10,0,0,0,3,1,1,0,4,365
202,SIKANNA,269,215,0,484,185,131,0,316,316,0,15,52,207,30,0,2,1,3,2,0,0,4,316
203,NIPANIYAN,377,330,0,707,207,113,0,320,320,0,159,78,62,11,0,0,1,0,0,3,1,5,320
204,NIPANIYAN,316,285,0,601,190,148,0,338,338,0,255,51,26,0,0,0,0,0,2,0,0,4,338
205,NIPANIYAN,311,258,0,569,174,94,0,268,268,0,245,3,13,1,1,0,0,0,1,0,0,4,268
206,HIMMATPUR,565,404,0,969,370,271,0,641,641,0,29,111,430,32,2,0,1,5,5,14,1,11,641
207,TADWAN,230,176,0,406,163,102,0,265,265,0,78,9,162,4,1,1,0,2,0,4,0,4,265
208,BHAGAURA,539,456,0,995,341,290,0,631,631,0,46,248,304,24,1,0,0,2,0,1,2,3,631
209,SATARAHJU,577,435,0,1012,400,248,0,648,648,0,16,161,440,19,0,1,1,3,1,4,1,1,648
210,KUKAHNU,252,180,0,432,188,109,0,297,297,0,62,27,195,5,0,1,0,4,0,0,0,3,297
211,KHALLA,349,304,0,653,235,175,0,410,410,0,22,95,271,19,0,1,0,0,0,1,0,1,410
212,KHANKARI,331,261,0,592,205,138,0,343,343,0,52,38,222,15,0,0,1,1,0,1,12,1,343
213,MUSMARIYA,338,262,0,600,231,154,0,385,385,0,35,75,249,19,0,1,2,1,2,1,0,0,385
214,MUSMARIYA,357,275,0,632,267,166,0,433,433,0,21,142,190,68,1,0,1,2,0,0,6,2,433
215,MUSMARIYA,407,317,0,724,252,158,0,410,410,0,44,128,103,109,3,0,1,0,0,4,17,1,410
216,MUSMARIYA,397,306,0,703,259,171,0,430,430,0,38,42,264,62,1,1,0,1,0,1,17,3,430
217,MUSMARIYA,401,332,0,733,227,129,0,356,356,0,29,4,247,72,0,0,0,0,0,1,1,2,356
218,MUSMARIYA,350,267,0,617,226,134,0,360,360,0,15,10,292,40,0,0,0,1,0,1,0,1,360
219,NASIRPUR,319,259,0,578,194,123,0,317,317,0,16,1,272,23,1,1,0,0,0,1,0,2,317
220,NASIRPUR,365,259,0,624,222,137,0,359,359,0,42,41,205,56,2,1,0,1,2,2,2,5,359
221,NOORPUR,596,451,0,1047,391,191,0,582,582,0,25,57,470,16,1,1,2,0,1,0,9,0,582
222,NOORPUR,674,500,0,1174,394,204,0,598,598,0,24,30,526,10,0,0,0,3,1,0,3,1,598
223,"SIKRI RAHMANPUR",412,290,0,702,306,187,0,493,493,0,25,27,427,11,0,0,0,2,1,0,0,0,493
224,"SIKRI RAHMANPUR",393,281,0,674,242,111,0,353,353,0,15,27,295,11,0,0,0,3,0,1,1,0,353
225,NIBAHANA,559,462,0,1021,361,224,0,585,585,0,31,71,341,110,5,1,3,8,2,3,4,6,585
226,"URKARA KALAN",331,243,0,574,188,137,0,325,325,0,113,14,189,5,1,0,0,1,0,0,1,1,325
227,"URKARA KALAN",325,274,0,599,217,173,0,390,390,0,59,107,203,10,1,1,1,2,0,1,4,1,390
228,"DAHELKHAND MUSTKIL",481,374,0,855,296,204,0,500,500,0,12,33,417,29,1,0,1,3,2,1,0,1,500
229,"NARHAN MUSTKIL",253,175,0,428,144,84,0,228,228,0,14,14,178,6,0,2,3,2,0,4,1,4,228
230,"SHEKHPUR GUDHA",486,412,0,898,282,252,0,534,534,0,104,29,354,20,6,1,1,5,0,4,3,7,534
231,MAHEWA,639,522,0,1161,410,313,0,723,723,0,107,162,416,16,2,0,0,1,0,5,5,9,723
232,MAHEWA,591,425,0,1016,339,228,0,567,567,0,85,28,412,29,2,0,2,2,0,2,1,4,567
