"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
25,"BARAKASU & RANIGHAR",524,441,0,965,376,285,0,661,661,0,53,308,189,3,2,0,5,0,2,0,0,0,2,1,3,0,1,4,0,1,84,0,3,661
26,GUTASI,567,463,0,1030,392,261,0,653,653,0,51,484,28,22,1,2,1,14,2,1,1,1,1,1,3,0,0,19,2,0,17,0,2,653
27,JASMAI,705,564,0,1269,497,310,0,807,807,0,76,499,142,14,0,0,2,3,0,1,0,0,0,0,0,1,2,4,1,1,60,0,1,807
28,JASMAI,412,320,0,732,214,151,0,365,365,0,139,153,48,13,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,4,1,1,0,365
29,RAIPUR,226,222,0,448,153,112,0,265,265,0,11,210,20,6,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,12,0,0,265
30,NOORPUR,681,570,0,1251,472,310,0,782,782,0,265,389,41,3,0,4,2,5,0,0,4,2,1,2,3,5,5,7,3,2,33,3,3,782
31,PANCHPUKHRA,422,368,0,790,265,238,0,503,503,0,34,273,102,69,1,0,0,2,1,0,1,0,1,2,0,5,2,4,0,2,2,0,2,503
32,NOORPUR,845,640,0,1485,448,297,0,745,745,0,118,507,62,7,1,0,2,7,1,1,0,0,1,1,1,3,4,2,0,1,25,1,0,745
33,DHILAWAL,663,577,0,1240,393,317,0,710,710,0,114,436,29,79,0,3,2,4,1,0,2,1,2,1,4,5,3,5,1,0,15,0,3,710
34,DHILAWAL,420,339,0,759,277,186,0,463,463,0,32,327,22,51,0,5,1,1,0,1,0,0,0,0,1,4,1,4,0,1,12,0,0,463
35,DHILAWAL,309,255,0,564,201,164,0,365,365,0,101,235,10,2,0,0,1,2,0,1,0,0,1,1,5,1,3,0,0,2,0,0,0,365
36,DHILAWAL,714,536,0,1250,459,353,0,812,812,0,214,500,25,22,1,3,1,0,1,1,2,2,2,0,3,7,8,8,1,2,6,1,2,812
37,AJMATPUR,538,429,0,967,338,234,0,572,572,0,80,368,57,30,1,0,1,8,1,1,1,0,0,2,1,6,2,1,1,2,5,1,3,572
38,AJMATPUR,480,411,0,891,319,259,0,578,578,0,140,294,63,13,2,3,2,5,0,0,3,1,1,2,1,2,6,9,2,3,19,3,4,578
39,ALLHADADPUR,188,160,0,348,147,114,0,261,261,0,32,203,11,0,0,1,1,0,0,0,0,0,1,1,1,0,0,7,0,1,2,0,0,261
40,BHAUPUR,733,578,0,1311,520,405,0,925,925,0,238,629,21,1,0,0,1,1,0,2,1,3,1,1,3,8,2,10,1,0,1,0,1,925
41,PAPIYAPUR,347,261,0,608,211,149,0,360,360,0,111,225,4,1,0,1,1,0,0,0,1,0,0,0,5,4,4,3,0,0,0,0,0,360
42,PAPIYAPUR,692,526,0,1218,435,292,0,727,727,0,169,416,20,94,3,2,1,1,1,0,0,1,2,1,0,2,3,3,0,0,8,0,0,727
43,PAPIYAPUR,781,580,0,1361,557,297,0,854,854,0,69,733,9,6,0,3,0,2,4,0,2,2,1,1,6,9,0,2,0,0,5,0,0,854
44,NINAUA,509,427,0,936,345,291,0,636,636,0,205,314,40,16,2,3,1,5,1,2,1,1,0,2,0,6,0,6,0,0,28,2,1,636
45,VIJADHARPUR,686,590,0,1276,337,257,0,594,594,0,32,454,72,7,3,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,14,0,5,594
46,NARAYANPUR,580,447,0,1027,300,182,0,482,482,0,87,324,19,17,3,0,0,0,0,0,0,2,0,0,3,3,0,7,1,1,14,1,0,482
47,NARAYANPUR,680,542,0,1222,376,291,0,667,667,0,386,208,7,7,7,1,1,1,0,1,0,0,1,2,0,11,11,5,1,1,9,3,4,667
48,SATANPUR,438,348,0,786,280,181,0,461,461,0,195,218,13,21,0,0,0,0,1,0,0,1,0,0,1,1,1,3,0,1,5,0,0,461
49,SATANPUR,563,396,0,959,319,219,0,538,538,0,107,218,146,2,1,0,2,0,0,0,0,1,0,0,1,5,0,4,1,0,50,0,0,538
50,BHOPATPATTI,817,695,0,1512,438,334,0,772,772,0,174,510,18,13,13,2,1,2,0,1,2,1,0,0,4,3,5,2,1,1,15,0,4,772
51,BHOPATPATTI,704,549,1,1254,442,325,0,767,767,0,30,684,12,14,0,1,2,4,0,0,0,0,0,0,1,1,3,3,0,0,5,1,6,767
52,DEVRAMPUR,595,493,0,1088,393,298,0,691,691,0,156,245,203,18,2,1,0,0,3,2,1,1,0,1,0,3,2,1,0,1,48,0,3,691
53,"NAGLA KHAIRBAND",642,543,0,1185,422,367,0,789,789,0,174,384,159,21,2,2,1,4,0,2,1,1,1,5,5,3,2,2,1,1,15,2,1,789
54,"NAGLA KHAIRBAND",253,179,0,432,158,74,0,232,232,0,14,81,84,31,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,18,0,0,232
55,NIYAMTPUR,798,616,1,1415,540,348,0,888,888,0,147,361,204,69,1,2,2,2,1,0,2,1,2,3,4,3,2,3,1,0,72,1,5,888
56,BABARPUR,429,343,0,772,242,175,0,417,417,0,158,61,84,57,0,0,4,0,3,1,1,0,1,0,1,1,4,2,1,1,33,2,2,417
57,ADIULI,327,244,0,571,193,116,0,309,309,0,26,206,59,11,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,309
58,HANTHIPUR,585,494,0,1079,356,330,0,686,686,0,44,168,94,339,3,2,2,0,1,1,1,1,2,3,1,6,1,5,1,2,8,0,1,686
59,"NEKPUR KHURD",391,357,0,748,250,186,0,436,436,0,88,250,45,13,0,2,1,2,0,1,1,1,0,0,1,1,3,4,3,3,11,4,2,436
60,ARRAPAHARPUR,732,574,0,1306,511,348,0,859,859,0,301,293,155,62,1,2,1,1,0,1,4,2,1,3,4,4,4,4,4,2,9,1,0,859
61,"RAMANNA GULJAR BAGH",534,444,0,978,282,172,0,454,454,0,106,204,110,10,1,4,1,0,0,0,1,1,0,0,0,1,3,8,2,1,0,1,0,454
62,"KHARBANDI NAGLA BAJIR",626,529,0,1155,411,306,0,717,717,0,88,271,289,29,3,1,3,8,1,1,2,2,0,3,3,5,1,1,1,0,1,0,4,717
63,"RAMPUR DHFARPUR",399,352,0,751,336,284,0,620,620,0,8,572,14,2,0,2,0,0,1,0,0,0,0,1,0,0,1,15,3,0,0,0,1,620
64,"HAIVATPUR GAHDIYA",489,378,0,867,333,220,0,553,553,0,110,381,27,8,1,4,1,0,0,0,0,1,0,0,4,3,1,3,1,2,4,2,0,553
65,"HAIVATPUR GAHDIYA",738,750,1,1489,321,281,0,602,602,0,173,219,30,155,3,2,0,0,0,0,3,1,1,1,0,0,5,3,1,1,4,0,0,602
66,"HAIVATPUR GAHDIYA",699,717,0,1416,283,273,0,556,556,0,173,202,41,114,2,1,2,1,0,2,0,0,1,0,0,7,2,1,0,1,4,0,2,556
67,BILAVALPUR,332,274,0,606,265,195,0,460,460,0,31,307,80,2,4,2,2,1,1,1,1,1,0,0,4,3,1,11,3,0,5,0,0,460
68,"KATRI BHIMPUR",227,153,0,380,169,109,0,278,278,0,9,199,35,3,2,2,1,0,1,0,1,1,0,0,4,9,0,1,1,1,3,0,5,278
69,MADHUPUR,501,365,0,866,266,120,0,386,386,0,2,91,209,1,0,3,3,7,2,2,0,0,0,1,0,1,0,1,0,2,60,0,1,386
70,MADHUPUR,417,300,0,717,232,149,0,381,381,0,145,160,16,6,2,2,1,2,1,0,1,2,0,1,3,5,4,1,3,0,23,0,3,381
71,NIVALPUR,327,244,0,571,173,149,0,322,322,0,71,188,40,5,0,0,1,1,2,2,0,0,2,0,0,2,1,1,1,0,4,0,1,322
72,"AMETHI JADEED",544,438,0,982,302,203,0,505,505,0,37,101,63,282,0,0,0,1,1,2,1,0,2,2,1,2,0,3,0,0,5,0,2,505
73,"AMETHI JADEED",684,533,0,1217,400,262,0,662,662,0,20,138,88,394,4,1,0,0,0,1,0,0,1,1,1,2,1,1,1,0,6,1,1,662
74,"AMETHI JADEED",470,373,0,843,283,189,0,472,472,0,112,55,32,262,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,1,2,0,0,472
75,"AMETHI JADEED",480,365,0,845,285,215,0,500,500,0,51,73,16,352,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,500
76,KHANPUR,466,418,0,884,239,172,0,411,411,0,23,329,8,30,2,1,2,3,0,1,1,0,1,0,0,4,0,2,0,0,3,0,1,411
77,KHANPUR,685,544,1,1230,344,225,0,569,569,0,81,397,14,52,1,2,1,0,1,2,1,1,0,1,0,1,0,0,2,0,12,0,0,569
78,KHANPUR,386,325,0,711,155,128,0,283,283,0,151,113,3,1,0,1,0,1,0,1,0,0,0,0,0,3,2,0,1,0,3,1,2,283
79,KHANPUR,475,367,0,842,245,169,0,414,414,0,172,179,3,17,3,2,0,0,1,2,1,0,0,0,1,2,2,4,0,0,24,0,1,414
80,"BAGH LAKULA",374,309,0,683,225,192,0,417,417,0,205,184,5,6,0,1,1,4,1,0,1,1,0,1,0,1,0,3,1,0,1,0,1,417
81,CHANDPUR,723,647,0,1370,380,327,0,707,707,0,304,358,11,9,1,1,0,2,0,1,0,1,1,0,0,4,6,2,0,0,6,0,0,707
82,CHANDPUR,504,393,0,897,293,211,0,504,504,0,249,210,20,10,0,0,0,2,1,0,1,1,1,0,0,4,2,2,0,0,1,0,0,504
83,"AMETHI KOHNA",546,433,0,979,295,225,0,520,520,0,72,346,34,26,0,0,1,3,0,1,0,0,1,0,0,4,3,13,3,1,7,3,2,520
84,"AMETHI KOHNA",483,395,0,878,242,162,0,404,404,0,23,313,23,25,1,1,0,1,1,0,0,0,0,1,1,2,0,0,0,1,10,0,1,404
85,"AMETHI KOHNA",820,615,0,1435,418,241,0,659,659,0,18,567,39,10,1,2,0,1,0,2,0,2,1,0,2,5,0,1,1,0,6,0,1,659
86,"SOTA BAHADURPUR",377,306,0,683,242,221,0,463,463,0,3,247,8,173,5,2,1,1,0,0,1,0,0,0,4,6,1,7,2,1,0,1,0,463
87,"SOTA BAHADURPUR",974,743,0,1717,502,370,0,872,872,0,14,18,38,747,11,1,2,1,1,0,2,0,2,2,1,3,1,11,5,4,5,2,1,872
88,"SOTA BAHADURPUR",599,431,0,1030,235,145,0,380,380,0,31,228,28,85,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,380
89,"SOTA BAHADURPUR",583,386,1,970,270,187,0,457,457,0,39,334,46,16,0,2,0,1,0,1,0,1,0,1,0,3,1,2,2,1,5,0,2,457
90,MASENI,640,536,0,1176,314,211,0,525,525,0,101,314,66,12,1,1,2,2,1,0,3,1,1,3,2,4,3,2,1,1,2,1,1,525
91,MASENI,980,789,0,1769,425,316,0,741,741,0,61,344,255,25,0,1,2,4,2,2,3,1,0,0,3,5,0,2,2,1,25,1,2,741
92,MASENI,450,373,0,823,206,140,0,346,346,0,69,183,55,20,0,0,1,3,0,0,1,1,0,0,2,0,1,1,0,1,5,2,1,346
93,MASENI,330,254,0,584,151,92,0,243,243,0,23,174,19,16,0,0,0,1,0,0,1,1,0,0,1,2,1,0,1,1,2,0,0,243
94,"BHAGUA NAGLA",869,684,0,1553,458,317,0,775,775,0,94,427,121,70,1,6,1,2,2,10,1,0,0,1,3,2,3,4,0,0,24,2,1,775
95,"BHAGUA NAGLA",659,525,0,1184,373,299,0,672,672,0,159,433,19,25,2,2,0,0,0,3,1,1,0,2,8,3,3,3,0,0,8,0,0,672
96,"CHAVNI PARISAD",728,589,0,1317,439,349,0,788,788,0,23,554,41,131,3,0,1,1,1,4,2,2,2,2,2,4,0,5,2,2,0,0,6,788
97,"CHAVNI PARISAD",619,484,0,1103,361,325,0,686,686,0,349,175,38,96,0,0,0,7,0,0,2,0,0,1,1,7,4,2,1,1,1,0,1,686
98,"CHAVNI PARISAD",702,400,0,1102,299,220,0,519,519,0,52,303,62,79,2,1,0,3,0,3,0,2,3,0,1,3,0,2,0,1,1,0,1,519
99,"CHAVNI PARISAD",822,696,0,1518,353,275,0,628,628,0,37,252,135,184,1,0,0,2,0,0,0,1,0,2,4,2,1,1,0,1,2,0,3,628
100,"CHAVNI PARISAD",516,444,0,960,214,190,0,404,404,0,89,193,37,61,1,0,0,1,0,1,1,1,0,1,1,1,0,2,1,0,13,0,0,404
101,"CHAVNI PARISAD",389,356,0,745,159,124,0,283,283,0,70,152,16,40,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,283
102,"CHAVNI PARISAD",738,523,0,1261,295,157,0,452,452,0,28,179,167,46,0,1,2,1,0,0,0,1,1,0,0,0,1,0,1,0,23,1,0,452
103,"NAGAR PALIKA PARISAD CIVIL LINE",407,334,0,741,250,150,0,400,400,0,29,138,152,63,0,0,1,3,0,0,0,0,2,0,0,3,1,0,1,0,6,0,1,400
104,"NAGAR PALIKA PARISHAD CIVIL LINE",374,282,0,656,195,147,0,342,342,0,74,191,41,10,0,0,0,2,1,3,1,0,0,0,0,1,1,2,0,3,8,1,3,342
105,"NAGAR PALIKA PARISAD CIVIL LINE",631,488,0,1119,293,188,0,481,481,0,76,251,108,11,1,5,0,0,2,1,4,2,1,1,2,1,1,4,2,1,7,0,0,481
106,"NAGAR PALIKA PARISAD CIVIL LINE",419,338,0,757,157,132,0,289,289,0,8,234,7,30,0,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,289
107,"NAGAR PALIKA PARISAD CIVIL LINE",494,380,0,874,88,70,0,158,158,0,18,84,28,22,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,158
108,"NAGAR PALIKA PARISAD CIVIL LINE",377,326,0,703,135,108,0,243,243,0,10,190,8,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,13,0,1,243
109,"NAGAR PALIKA PARISAD CIVIL LINE",730,610,0,1340,223,202,0,425,425,0,42,275,63,23,0,1,0,4,0,0,0,1,0,0,0,0,3,0,0,0,13,0,0,425
110,"NAGAR PALIKA PARISAD CIVIL LINE",883,733,0,1616,251,179,0,430,430,0,43,251,90,7,3,2,0,4,2,0,0,1,0,0,1,0,1,0,0,0,24,1,0,430
111,"NAGAR PALIKA PARISAD NAVADIYA",769,657,0,1426,348,279,0,627,627,0,216,312,38,25,1,0,1,4,0,3,2,3,1,1,0,6,2,2,0,2,5,0,3,627
112,"NAGAR PALIKA PARISAD NAVADIYA",667,541,0,1208,277,237,0,514,514,0,151,307,14,15,0,0,0,2,0,6,0,1,0,1,0,3,4,1,0,0,8,0,1,514
113,"NAGAR PALIKA PARISAD CIVIL LINE",488,406,0,894,182,112,0,294,294,0,33,132,38,82,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,294
114,"NAGAR PALIKA PARISAD CIVIL LINE",433,379,0,812,179,152,0,331,331,0,16,189,23,95,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,331
115,"NAGAR PALIKA PARISAD CIVIL LINE",572,494,0,1066,314,258,0,572,572,0,100,327,22,92,0,1,0,1,0,3,1,0,1,1,3,2,1,1,0,0,15,0,1,572
116,"NAGAR PALIKA PARISAD CIVIL LINE",597,468,0,1065,288,303,0,591,591,0,58,307,17,175,0,2,0,2,0,0,1,2,2,1,1,1,0,5,2,1,12,1,1,591
117,"NAGAR PALIKA PARISAD CIVIL LINE",565,479,0,1044,273,170,0,443,443,0,98,236,25,53,3,0,0,0,0,2,0,1,0,1,1,3,2,4,1,0,9,1,3,443
118,"NAGAR PALIKA PARISAD CIVIL LINE",916,818,0,1734,473,385,0,858,858,0,46,429,234,76,9,1,1,2,0,1,1,0,0,1,1,1,0,2,0,0,52,0,1,858
119,"NAGAR PALIKA PARISAD CIVIL LINE",556,442,0,998,318,217,0,535,535,0,88,340,52,24,0,1,2,1,1,0,1,0,0,0,1,0,2,2,0,0,20,0,0,535
120,"NAGAR PALIKA PARISAD CIVIL LINE",497,420,0,917,207,187,0,394,394,0,64,236,45,31,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,12,0,0,394
121,"NAGAR PALIKA PARISAD CIVIL LINE",725,676,0,1401,372,266,0,638,638,0,19,425,41,132,0,0,0,4,1,2,0,0,0,1,1,2,2,1,0,1,4,1,1,638
122,"NAGAR PALIKA PARISAD CIVIL LINE",816,696,0,1512,441,315,0,756,756,0,102,439,77,86,2,2,1,2,1,0,2,0,1,0,0,0,5,12,1,1,20,0,2,756
123,"NAGAR PALIKA PARISAD CIVIL LINE",509,480,0,989,272,181,0,453,453,0,21,274,33,112,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,453
124,"NAGAR PALIKA PARISAD HANTHI KHANA FATEHGARH",528,496,0,1024,289,229,0,518,518,0,63,148,38,239,0,3,0,0,1,1,0,2,1,0,0,2,3,1,0,0,11,1,4,518
125,"NAGAR PALIKA PARISAD HANTHI KHANA FATEHGARH",708,542,0,1250,309,224,0,533,533,0,37,317,14,93,1,0,2,1,1,0,1,0,0,1,1,1,1,2,0,2,55,0,3,533
126,"NAGAR PALIKA PARISAD HANTHI KHANA FATEHGARH",235,199,0,434,120,107,0,227,227,0,37,157,2,14,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,11,1,0,0,227
127,"NAGAR PALIKA PARISAD HANTHI KHANA FATEHGARH",575,457,0,1032,229,185,0,414,414,1,35,302,19,29,1,1,0,1,0,0,0,0,0,0,2,2,1,1,0,0,18,1,1,414
128,"NAGAR PALIKA PARISAD HANTHI KHANA FATEHGARH",812,652,1,1465,326,281,0,607,607,0,238,259,51,20,0,0,0,4,1,0,1,0,0,0,0,1,2,3,0,0,26,1,0,607
129,"NAGAR PALIKA PARISAD TALAIYALEN",705,571,0,1276,319,201,0,520,520,0,38,215,77,149,0,1,0,5,0,1,2,0,0,0,0,2,1,7,0,4,15,0,3,520
130,"NAGAR PALIKA PARISHAD TALAIYALEN",636,516,0,1152,294,233,0,527,527,0,77,247,31,152,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,1,8,1,1,527
131,"NAGAR PALIKA PARISAD TALAIYALEN",594,544,0,1138,345,286,0,631,631,0,20,364,49,167,1,0,0,7,0,0,0,0,0,0,0,0,1,3,1,1,12,0,5,631
132,"NAGAR PALIKA PARISAD NAGLADEENA FATEHGARH",679,606,0,1285,348,313,0,661,661,0,70,503,39,20,0,0,0,4,0,1,1,1,0,0,0,0,3,4,3,0,11,0,1,661
133,"NAGAR PALIKA PARISAD NAGLADEENA FATEHGARH",529,473,0,1002,236,235,0,471,471,0,35,316,71,13,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,28,0,1,471
134,"NAGAR PALIKA PARISAD NAGLADEENA FATEHGARH",494,418,0,912,226,198,0,424,424,0,45,317,17,23,0,0,0,5,0,1,1,0,0,0,0,1,3,0,0,0,10,0,1,424
135,"NAGAR PALIKA PARISAD NAGLADEENA FATEHGARH",643,514,0,1157,286,228,0,514,514,0,137,314,18,22,1,2,0,4,0,3,1,0,1,0,0,2,2,3,2,1,0,1,0,514
136,"NAGAR PALIKA PARISAD NAGLADEENA FATEHGARH",617,506,0,1123,285,206,0,491,491,0,38,374,29,24,2,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,16,0,1,491
137,"NAGAR PALIKA PARISAD ANGURI BAGH FARRUKHABAD",660,520,0,1180,401,205,0,606,606,0,29,61,78,421,0,0,0,3,0,0,1,0,0,0,0,2,0,4,1,2,2,1,1,606
138,"NAGAR PALIKA PARISAD ANGURI BAGH FARRUKHABAD",598,489,1,1088,315,149,0,464,464,0,23,9,118,299,0,1,0,0,0,1,0,0,0,1,0,3,0,3,1,1,4,0,0,464
139,"NAGAR PALIKA PARISAD ANGURI BAGH FARRUKHABAD",664,576,0,1240,400,307,0,707,707,0,81,433,54,112,1,0,0,4,0,0,2,1,1,0,3,1,0,3,4,0,6,0,1,707
140,"NAGAR PALIKA PARISAD MANIHARI FARRUKHABAD",517,370,0,887,384,155,0,539,539,0,15,8,109,395,1,0,0,0,0,0,1,0,0,0,2,1,0,3,0,0,2,0,2,539
141,"NAGAR PALIKA PARISAD MANIHARI FARRUKHABAD",792,668,0,1460,370,176,0,546,546,0,22,172,54,289,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,546
142,"NAGAR PALIKA PARISAD ANGURI BAGH FARRUKHABAD",951,690,0,1641,468,390,0,858,856,0,141,497,44,142,3,2,4,1,0,1,3,2,2,4,3,2,4,3,0,0,0,0,0,858
143,"NAGAR PALIKA PARISAD MANIHARI FARRUKHABAD",752,613,0,1365,434,235,0,669,669,0,9,44,53,545,2,0,0,2,0,1,1,0,0,0,0,3,1,3,0,0,1,0,4,669
144,"NAGAR PALIKA PARISAD NALA MACHRATTA FARRUKHABAD",773,728,0,1501,440,298,0,738,738,0,33,198,78,393,2,2,1,2,1,0,1,1,0,1,5,4,0,10,0,1,0,2,3,738
145,"NAGAR PALIKA PARISAD NALA MACHRATTA FARRUKHABAD",731,667,0,1398,465,345,0,810,810,0,53,284,81,358,1,3,0,2,0,2,2,3,1,1,3,2,2,4,1,2,1,1,3,810
146,"NAGAR PALIKA PARISAD ANGURI BAGH FARRUKHABAD",355,274,0,629,205,151,0,356,356,0,9,244,7,75,1,1,0,2,1,0,1,0,1,0,1,3,1,2,0,0,6,1,0,356
147,"NAGAR PALIKA PARISAD ANGURI BAGH FARRUKHABAD",472,396,0,868,227,203,0,430,430,0,26,338,30,13,0,3,0,1,0,1,1,1,0,2,0,1,1,5,0,0,5,0,2,430
148,"NAGAR PALIKA PARISAD NALA MACHRATTA FARRUKHABAD",716,598,0,1314,413,262,0,675,675,0,44,306,37,268,1,1,0,1,1,0,0,0,0,2,1,1,0,4,0,0,6,2,0,675
