"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
140,"PRATHMIC VIDHALYA  ROOM NO-1  SUNDALHEDI",657,561,0,1218,506,451,0,957,951,0,100,530,287,8,3,2,0,0,1,0,2,1,5,8,10,957
141,"PURV MADHAMIC  VIDHALYA ROOM NO-1 PUWARKA",453,413,0,866,339,290,0,629,569,0,74,75,473,1,0,0,0,0,2,1,2,1,0,0,0,629
142,"PURV MADHAMIC  VIDHALYA DAXANI BHAG ROOM NO-2 PUWARKA",604,508,0,1112,458,396,0,854,852,0,52,465,317,1,0,0,0,0,3,0,2,4,7,2,1,854
143,"PRATHMIC VIDHALYA ROOM NO-1 LAKHANOTI KALA",407,371,0,778,319,299,0,618,570,0,24,254,281,46,0,1,0,0,0,0,1,4,1,3,3,618
144,"PRATHMIC VIDHALYA ROOM NO-1  HARAHEDI",237,213,0,450,199,192,0,391,353,0,322,7,11,37,0,0,0,1,0,0,0,1,1,1,10,391
145,"PRATHMIC VIDHALYA ROOM NO-1 LADVA",446,384,0,830,351,335,0,686,685,0,290,193,166,26,1,0,0,1,1,1,0,0,2,3,2,686
146,"PRATHMIC VIDHALYA  ROOM NO-1 MANAKPUR",625,550,0,1175,470,474,0,944,944,0,276,294,326,21,1,1,0,0,2,0,2,3,9,4,5,944
147,"PRATHMIC VIDHALYA ROOM NO-1 BADALPUR",168,143,0,311,148,132,0,280,230,0,3,230,36,5,0,0,0,0,0,0,0,0,2,4,0,280
148,"PRATHMIC VIDHALYA ROOM NO-1 LANDHORA JUNARDAR",377,331,0,708,292,262,0,554,520,0,161,117,263,5,0,0,0,0,1,0,0,0,3,2,2,554
149,"PRATHMIC VIDHALYA  UTTARI BHAG ROOM NO-1  LAKHNOTI KHURD",804,718,0,1522,687,495,0,1182,1096,0,516,273,257,108,4,1,1,1,1,0,2,3,4,4,7,1182
150,"PRATHMIC VIDHALYA  DAXANI BHAG ROOM NO-2 LAKHNOTI KHURD",128,108,0,236,106,79,0,185,185,0,0,156,23,1,0,0,0,1,1,0,1,1,0,0,1,185
151,"PRATHMIC VIDHALYA  ROOM NO-1   BISHANPUR",248,196,0,444,208,159,0,367,324,0,0,146,217,2,0,0,0,0,0,0,0,1,1,0,0,367
152,"PRATHMIC VIDHALYA ROOM NO-1  MANDLA",516,441,0,957,385,325,0,710,675,0,53,208,376,25,0,3,0,0,5,3,24,4,6,1,2,710
153,"PRATHMIC VIDHALYA  UTTARI BHAG ROOM NO-1 BEHDA KALA",502,449,0,951,373,332,0,705,624,0,236,216,200,39,0,0,0,0,0,0,0,0,3,5,6,705
154,"PRATHMIC VIDHALYA  UTTARI BHAG ROOM NO-2 BEHDA KALA",389,329,0,718,261,229,0,490,460,0,277,38,151,16,0,0,0,0,0,0,0,0,1,1,6,490
155,"PRATHMIC VIDHALYA ROOM NO-1  DATOLI MUGAL",787,721,0,1508,601,560,0,1161,1095,0,703,73,17,351,2,1,0,0,3,2,0,3,2,1,3,1161
156,"PRATHMIC VIDHALYA ROOM NO-2  DATOLI MUGAL",429,381,0,810,341,295,0,636,610,0,242,220,56,107,0,1,0,1,1,1,1,0,1,5,0,636
157,"PRATHMIC VIDHALYA  ROOM NO-1 MOHAMANDPUR SADDAMAJRA",258,236,0,494,211,200,0,411,410,0,4,46,345,1,1,0,0,1,2,0,3,5,3,0,0,411
158,"PRATHMIC VIDHALYA  ROOM NO-1  ALHEDI",727,699,0,1426,531,544,0,1075,1075,0,732,224,66,37,0,0,0,0,0,0,1,1,4,2,8,1075
159,"PRATHMIC VIDHALYA UTTARI BHAG ROOM NO-1   BEHDA KHURD",624,526,0,1150,406,360,0,766,500,0,249,225,270,4,0,0,0,0,0,0,1,1,2,2,12,766
160,"PRATHMIC VIDHALYA DAKSHINI BHAG ROOM NO-2   BEHDA KHURD",623,536,0,1159,442,410,0,852,601,0,337,257,229,5,0,1,0,0,0,0,0,5,4,4,10,852
161,"PRATHMIC VIDHALYA  UTTARI BHAG ROOM NO -1 RAMKHEDI",771,669,0,1440,537,481,0,1018,1018,0,78,348,525,24,8,0,0,2,3,4,0,5,7,8,6,1018
162,"PRATHMIC VIDHALYA ROOM NO-1  JAJNER",652,570,0,1222,542,422,0,964,874,0,444,176,319,9,0,2,0,1,1,0,1,0,2,0,9,964
163,"PRATHMIC VIDHALYA PURVI BHAG ROOM NO-1   BADHEDI GHOGHU",537,439,0,976,448,349,0,797,797,0,4,526,224,17,1,2,2,0,2,1,1,2,1,7,7,797
164,"PRATHMIC VIDHALYA PASHCHIMI BHAG ROOM NO-2  BADHEDI GHOGHU",524,459,1,984,436,372,0,808,807,0,38,105,616,35,2,0,0,0,2,0,1,2,3,3,1,808
165,"PRATHMIC VIDHALYA ROOM NO-1  BUDHAKHEDA PUNDIR",514,459,0,973,410,372,0,782,712,0,24,525,201,18,1,1,0,0,0,0,0,0,2,7,3,782
166,"PRATHMIC VIDHALYA  UTTARI BHAG ROOM NO-1  PALI",442,387,0,829,347,320,0,667,352,0,234,14,381,28,0,0,1,0,4,0,0,0,1,2,2,667
167,"PRATHMIC VIDHALYA DAXANI BHAG ROOM NO-2 PALI",477,402,0,879,393,323,0,716,660,0,242,417,28,24,0,0,0,0,0,0,0,0,0,3,2,716
168,"PRATHMIC VIDHALYA    ROOM NO- 1 ,SAMBLEHEDI",499,461,0,960,380,324,0,704,683,0,21,204,457,2,0,3,0,1,4,1,0,0,6,3,2,704
169,"PRATHMIC VIDHALYA  ROOM NO- 1 , GHADKOLI",568,519,0,1087,469,436,0,905,904,0,100,537,240,4,0,0,0,0,0,0,1,2,4,5,12,905
170,"PRATHMIC VIDHALYA ROOM NO- 1  KUTUBPUR KUSANI",593,508,0,1101,436,443,0,879,504,0,353,109,42,359,1,1,0,0,0,1,0,0,1,5,7,879
171,"PRATHMIC VIDHALYA ROOM NO- 1 KHATOLI",542,452,1,995,434,324,0,758,632,0,55,237,388,62,2,0,0,0,3,0,2,0,3,2,4,758
172,"PRATHMIC VIDHALYA  UTTARI BHAG ROOM NO-1 HARODA AHATMAAL",673,545,0,1218,576,445,0,1021,1021,0,660,238,29,70,1,2,0,0,1,2,2,2,4,5,5,1021
173,"PRATHMIC VIDHALYA  MADHAY BHAG ROOM NO-2 HARODA",464,388,0,852,380,312,0,692,692,0,372,220,48,42,1,0,2,0,0,0,0,1,3,0,3,692
174,"PRATHMIC VIDHALYA ROOM NO-  1 HARODA MUSTHAKAM",525,432,0,957,473,320,0,793,767,0,481,23,208,73,0,0,0,0,0,0,0,3,0,1,4,793
175,"PRATHMIC VIDHALYA ROOM NO- 2 HARODA MUSTHAKAM",563,454,0,1017,424,362,0,786,538,0,515,170,62,29,0,0,0,0,0,0,0,1,1,3,5,786
176,"PRATHMIC VIDHALYA ,ROOM NO-  1 TIWAYA",757,660,0,1417,564,475,0,1039,1039,0,142,25,718,146,0,1,0,0,3,0,0,0,2,2,0,1039
177,"PRATHMIC VIDHALYA ,DAXANI BHAG ROOM NO-  2 TIWAYA",521,419,0,940,399,342,0,741,741,0,102,566,43,11,0,9,0,0,0,0,0,1,0,2,7,741
178,"PRATHMIC VIDHALYA  ,ROOM NO-  1 NAVADA",608,511,0,1119,513,394,0,907,870,0,496,131,228,36,0,4,0,0,0,1,0,0,3,2,6,907
179,"PRATHMIC VIDHALYA ,DAXANI BHAG ROOM NO-  1 UTTARI BHAG MOHOUDDINPUR",682,567,0,1249,493,436,0,929,217,0,774,80,5,51,7,0,0,0,0,0,2,1,1,3,5,929
180,"PRATHMIC VIDHALYA ,DAXANI BHAG ROOM NO-  2  MOHOUDDINPUR",740,637,0,1377,590,525,0,1115,1115,0,575,409,80,34,2,4,0,0,0,0,0,2,2,5,2,1115
181,"SHER SINGH PUBLIC SCHOOL ROOM NO-  1  CHHAJPURA",353,281,0,634,263,217,0,480,480,0,261,139,65,4,1,0,0,0,0,0,1,1,1,5,2,480
182,"SHER SINGH PUBLIC SCHOOL ROOM NO-  2  CHHAJPURA",614,444,0,1058,453,332,0,785,638,0,569,24,167,8,3,0,0,0,1,0,0,0,2,0,11,785
183,"PURV MAHDHAYMIC VIDHALAYA UTTARI BHAG ROOM NO-1  ,KAILASHPUR",483,351,0,834,348,280,0,628,628,0,400,191,16,11,5,0,0,0,0,1,0,0,1,2,1,628
184,"PURV MAHDHAYMIC VIDHALAYA UTTARI BHAG ROOM NO-4  ,KAILASHPUR",534,404,0,938,343,294,0,637,332,0,528,67,13,20,0,0,0,0,0,0,0,0,2,3,4,637
185,"PURV MAHDHAYMIC VIDHALAYA NEW BUILDING MADHAY BHAG ROOM NO- 2  ,KAILASHPUR",846,703,0,1549,566,477,0,1043,1034,0,585,88,260,91,7,1,0,2,2,0,0,0,1,1,5,1043
186,"PURV MAHDHAYMIC VIDHALAYA NEW BUILDING PASHCHAMI BHAG ROOM NO- 3 ,KAILASHPUR",456,358,0,814,315,255,0,570,382,0,337,12,175,39,2,0,0,1,0,1,0,0,0,0,3,570
187,"PURV MAHDHAYMIC VIDHALAYA NEW BUILDING PASHCHAMI BHAG ROOM NO-1 ,KAILASHPUR",455,350,0,805,295,201,0,496,472,0,317,50,85,35,2,0,0,1,0,1,0,0,2,0,3,496
188,"PRIMARI KANIYA VIDHALAYA NEAR JUNIOR HIGH SCHOOL ROOM NO-1  KAILASHPUR",646,490,0,1136,418,342,0,760,756,0,393,243,56,35,1,0,0,2,2,0,1,3,5,6,13,760
189,"PRIMARI KANIYA VIDHALAYA  NEAR JUNIOR HIGH SCHOOL ROOM NO-2  KAILASHPUR",566,445,0,1011,350,316,0,666,664,0,475,104,49,23,0,0,0,0,2,0,2,1,1,3,6,666
190,"PRATHMIC VIDHALAYA UTTARI BHAG ROOM NO-1 PAPDEKI RASULPUR",574,538,0,1112,483,454,0,937,914,0,442,21,427,33,1,0,0,1,0,0,0,1,3,0,8,937
191,"PRATHMIC VIDHALAYA  UTTARI BHAG ROOM NO-2 PAPDEKI RASULPUR",601,469,0,1070,473,377,0,850,850,0,400,205,180,54,0,0,0,0,2,0,0,0,2,1,6,850
192,"PRATHMIC VIDHALAY ROOM NO-1  MAJARI",364,315,0,679,323,272,0,595,595,0,291,70,120,98,1,0,0,0,0,0,1,1,1,2,10,595
193,"PRATHMIC VIDHALAYA UTTARI BHAG ROOM NO- 1 UGRAHU",510,417,0,927,394,335,0,729,729,0,99,414,200,3,1,1,1,0,2,0,0,0,0,3,5,729
194,"PRATHMIC VIDHALAYA DAXANI BHAG ROOM NO- 2 UGRAHU",813,648,0,1461,633,555,0,1188,978,0,725,19,408,22,4,0,0,0,1,0,0,2,3,0,4,1188
195,"PRATHMIC VIDHALAYA PASHCHAMI  BHAG ROOM NO-1 UGRAHU",111,99,0,210,89,84,0,173,158,0,158,0,6,8,0,0,0,0,0,0,1,0,0,0,0,173
196,"SIYARAM INTGER COLLEGE UTTARI BHAG ROOM NO-1  GAGALHEDI",877,701,0,1578,853,455,0,1308,1250,0,665,323,249,28,3,2,0,2,1,2,2,5,2,3,21,1308
197,"SIYARAM INTGER COLLEGE UTTARI BHAG ROOM NO-11 GAGALHEDI",77,89,0,166,53,64,0,117,64,0,27,14,71,2,2,0,0,0,0,0,0,0,0,1,0,117
198,"SIYARAM INTGER COLLEGE UTTARI BHAG ROOM NO-2 GAGALHEDI",512,440,0,952,445,360,0,805,801,0,275,84,399,26,0,0,1,0,3,0,2,7,4,0,4,805
199,"SIYARAM INTGER COLLEGE UTTARI BHAG ROOM NO-27 GAGALHEDI",454,393,0,847,333,298,0,631,569,0,267,52,280,18,0,0,1,0,1,1,0,3,0,0,8,631
200,"SIYARAM INTGER COLLEGE DAXANI BHAG ROOM NO-3 GAGALHEDI",494,388,0,882,419,319,0,738,738,0,6,421,257,11,0,1,0,1,4,1,1,5,7,12,11,738
201,"SIYARAM INTGER COLLEGE DAXANI BHAG ROOM NO-12 GAGALHEDI",549,504,0,1053,465,402,0,867,841,0,14,82,743,17,3,0,0,0,0,0,0,3,2,2,1,867
202,"SIYARAM INTGER COLLEGE DAXANI BHAG ROOM NO-4 GAGALHEDI",561,516,0,1077,434,401,0,835,832,0,473,56,271,22,0,0,1,0,1,1,0,2,1,3,4,835
203,"PRATHMIC VIDHALAYA ROOM NO- 1 MAKAABAS",637,506,0,1143,472,393,0,865,865,0,695,62,2,93,0,0,0,1,0,2,0,0,0,2,8,865
204,"PRATHMIC VIDHALAYA UTTARI BHAG , ROOM NO-1 MANDAYBAS",738,612,0,1350,568,465,0,1033,920,0,308,184,473,52,1,2,2,0,2,0,0,2,4,1,2,1033
205,"PRATHMIC VIDHALAYA ,UTTARI BHAG , ROOM NO-1  ,MAHMOODPUR TIWAI",708,583,0,1291,546,459,0,1005,976,0,776,174,13,29,1,0,1,2,0,0,0,2,1,2,4,1005
206,"PRATHMIC VIDHALAYA  DAXANI BHAG  , ROOM NO-3  ,MAHMOODPUR TIWAI",433,352,0,785,309,261,0,570,568,0,521,20,6,18,3,0,0,0,0,0,0,0,0,1,1,570
207,"PURVA MADHAYMIC VIDHALAY  DAXANI BHAG ROOM NO-1  SONA",563,444,0,1007,462,372,0,834,805,0,454,216,132,15,1,2,1,0,1,1,0,1,1,6,3,834
208,"PRATHMIC VIDHALAYA  DHANKARPUR",234,168,0,402,187,147,0,334,334,0,224,3,98,8,0,0,0,0,1,0,0,0,0,0,0,334
209,"PRATHMIC VIDHALAYA   ROOM NO-1  BATTANWALA",466,372,0,838,378,320,0,698,696,0,233,194,235,13,0,0,0,0,3,0,3,0,5,4,8,698
210,"PRATHMIC VIDHALAYA ROOM NO-1 LUXURPUR URF CHAMARI KHEDA",608,496,0,1104,478,399,0,877,876,0,19,236,546,37,0,4,0,0,3,0,2,3,12,10,5,877
211,"PRATHMIC VIDHALAYA  ROOM NO-1 REDI",650,586,0,1236,500,450,0,950,866,0,214,399,310,8,2,0,1,1,1,1,1,1,4,3,4,950
212,"PRATHMIC VIDHALAYA  PURVI BHAG ROOM NO-1 GANDEVADA",813,631,0,1444,563,454,0,1017,397,0,488,320,175,10,1,0,2,2,1,0,0,5,3,2,8,1017
213,"PRATHMIC VIDHALAYA  PURVI BHAG ROOM NO-2 GANDEVADA",677,593,0,1270,532,489,0,1021,816,0,702,42,219,52,0,0,0,0,0,0,0,0,1,2,3,1021
214,"PANCHAYATGHAR ROOM NO-1  GANDEVADA",560,399,0,959,398,296,0,694,694,0,612,23,32,13,3,0,0,0,1,0,1,2,0,1,6,694
215,"PANCHAYATGHAR ROOM NO-2  GANDEVADA",577,407,0,984,406,317,0,723,723,0,682,19,8,10,0,0,0,0,0,0,0,0,0,0,4,723
216,"PRATHMIC VIDHALAY UTTARI BHAG ROOM NO-1 JAIRAMPUR URF NANKA",593,517,0,1110,507,439,0,946,916,0,488,92,342,8,0,3,1,0,3,0,1,0,4,2,2,946
217,"PRATHMIC VIDHALAYA UTTARI BHAG ROOM NO-2 JAIRAMPUR URF NANKA",254,224,0,478,185,190,0,375,320,0,328,9,19,14,0,0,0,0,0,0,0,1,0,2,2,375
218,"PRATHMIC VIDHALAY  ROOM NO-1 KAMESHPUR",793,589,0,1382,637,446,0,1083,1081,0,887,129,13,46,0,0,0,0,1,0,1,1,0,0,5,1083
219,"PRATHMIC VIDHALAY   ROOM NO-1 GANGALI",500,437,0,937,402,347,0,749,719,0,61,195,436,37,2,0,2,0,2,0,1,0,6,4,3,749
220,"PRATHMIC VIDHALAY  ROOM NO-1 BADKALA",658,525,0,1183,536,411,0,947,527,0,177,303,426,19,3,2,1,1,3,1,0,2,3,3,3,947
221,"PRATHMIC VIDHALAY ROOM NO-1 KALALHATI",471,396,0,867,379,316,0,695,693,0,404,162,100,21,0,0,0,0,0,0,0,0,0,2,6,695
222,"PRATHMIC VIDHALAY ROOM NO-2 , KALALHATI",439,354,0,793,349,301,0,650,650,0,449,53,120,21,0,0,0,0,1,0,0,0,1,0,5,650
223,"PRATHMIC VIDHALAY ROOM NO-1  RJAPUR",354,341,0,695,296,294,0,590,575,0,207,193,155,19,0,0,1,0,2,0,0,0,3,4,6,590
224,"PRATHMIC VIDHALAY ROOM NO-1  MATHANA",729,626,0,1355,571,518,0,1089,1089,0,725,178,72,93,1,1,0,0,1,3,1,2,2,1,9,1089
225,"PRATHMIC VIDHALAY ROOM NO-1 BALELEE",443,371,0,814,360,319,0,679,618,0,343,216,96,14,0,1,0,0,0,0,1,0,1,4,3,679
226,"PRATHMIC VIDHALAY PURVI BHAG ROOM NO-1 SAMBHALKI GUJJAR",521,500,0,1021,421,394,0,815,815,0,356,187,245,13,0,0,0,0,0,0,1,1,3,4,5,815
227,"PRATHMIC VIDHALAY ROOM NO-1 AMARPUR SHEKH URF CHANDPUR",740,577,1,1318,568,462,0,1030,628,0,673,143,76,121,3,0,0,0,1,1,1,0,3,3,5,1030
228,"PRATHMIC VIDHALAY ROOM NO0-1 AMARPUR BEGAMPUR",532,457,1,990,448,359,0,807,792,0,557,41,67,136,0,0,0,0,0,0,1,1,0,3,1,807
229,"PRATHMIC VIDHALAY PURVI BHAG ROOM NO-1 CHORA KHURD",842,703,0,1545,677,542,0,1219,1219,0,368,299,425,107,1,0,2,0,1,0,1,2,6,4,3,1219
230,"PRATHMIC VIDHALAY PASHCHAMI BHAG ROOM NO-1 CHORA KHURD",621,538,0,1159,526,426,0,952,585,0,66,223,622,23,0,0,0,0,1,1,1,3,4,3,5,952
231,"PRATHMIC VIDHALAY ROOM NO-1 NALHEDA BED BEGAMPUR",461,389,0,850,360,315,0,675,675,0,278,166,190,20,2,0,0,0,1,0,2,1,5,3,7,675
232,"PRATHMIC VIDHALAY ROOM NO-2  NALHEDA BED BEGAMPUR",401,375,0,776,344,317,0,661,647,0,217,206,204,20,0,0,0,0,0,0,1,3,1,6,3,661
233,"PRATHMIC VIDHALAY ,UTTARI BHAG ROOM NO-1 BUDHAKHEDA AHEER",674,566,0,1240,538,418,0,956,808,0,6,407,469,51,0,0,1,0,2,3,0,3,1,10,3,956
234,"PRATHMIC VIDHALAY ROOM NO-1  BEHEDI GUJJAR",610,498,0,1108,509,414,0,923,613,0,149,118,608,22,0,2,1,0,1,0,0,2,8,6,6,923
235,"PRATHMIC VIDHALAY ,UTTARI BHAG ROOM NO-1 CHORA DEV",635,530,0,1165,517,423,0,940,472,0,178,343,353,49,5,0,0,0,3,1,1,1,0,5,1,940
236,"PRATHMIC VIDHALAY DAXANI BHAG ROOM NO-2 CHORA DEV",557,486,0,1043,412,329,0,741,612,0,12,10,585,119,2,0,0,0,3,1,2,2,2,2,1,741
237,"PRATHMIC VIDHALAY  ROOM NO-1 LUNDHALI",351,323,0,674,285,268,0,553,553,0,27,133,380,4,0,0,0,0,3,0,0,0,5,1,0,553
238,"PRATHMIC VIDHALAY UTTARI BHAG ROOM NO-1  ,FIRAHEDI",390,347,0,737,308,276,0,584,411,0,213,10,342,12,1,0,0,0,0,0,1,0,1,0,4,584
239,"PRATHMIC VIDHALAY  DAXANI BHAG  ROOM NO- 2  ,FIRAHEDI",463,398,0,861,378,319,0,697,684,0,12,301,370,6,0,1,0,0,3,0,0,0,1,3,0,697
240,"PRATHMIC VIDHALAY  ROOM NO-1   NAGAL AHEER",587,487,0,1074,446,363,0,809,809,0,6,316,442,29,1,0,0,0,3,1,0,2,0,3,6,809
241,"PRATHMIC VIDHALAY, PURVI BHAG  ROOM NO-1  HARIYABASS",548,457,0,1005,464,380,0,844,844,0,358,21,304,145,1,0,0,0,1,1,2,0,3,0,8,844
242,"PRATHMIC VIDHALAY PASHCHAMI BHAG,  ROOM NO-2  HARIYABASS",470,388,0,858,394,333,0,727,727,0,185,466,58,4,0,0,0,1,0,1,0,2,1,2,7,727
243,"JAGDISH PRASAD SMARK VIDHALAY  ROOM NO-1  JUNIOR HIGH SCHOOLROOM NO-1, KHAJORI AKBARPUR",528,421,0,949,420,361,0,781,781,0,5,725,44,0,0,3,0,0,0,0,0,0,1,2,1,781
244,"JAGDISH PRASAD SMARK VIDHALAY  ROOM NO-2 JUNIOR HIGH SCHOOL KHAJORI AKBARPUR",429,391,0,820,311,281,0,592,471,0,58,134,313,74,7,0,0,0,0,0,0,0,2,2,2,592
245,"JAGDISH PRASAD SMARK VIDHALAY  ROOM NO-3 JUNIOR HIGH SCHOOL KHAJORI AKBARPUR",702,551,0,1253,543,399,0,942,942,0,316,15,556,42,0,0,0,0,2,0,0,1,1,1,8,942
246,"PRATHMIC VIDHALAY   ROOM NO-1  PATHED",538,450,0,988,454,362,0,816,816,0,181,136,343,138,1,0,0,2,1,2,0,4,2,3,3,816
247,"PRATHMIC VIDHALAY ROOM NO-1  RANGEL",553,465,0,1018,457,375,0,832,830,0,297,278,211,34,0,0,0,1,0,0,0,1,0,6,4,832
248,"PRATHMIC VIDHALAY  UTTARI BHAG ROOM NO-1  ,KOLKI KALAN",718,590,0,1308,513,418,0,931,921,0,418,357,112,25,0,1,0,0,1,1,0,2,2,5,7,931
249,"PRATHMIC VIDHALAY  UTTARI BHAG ROOM NO-2 ,KOLKI KALAN",606,499,0,1105,468,352,0,820,418,0,192,163,427,18,3,0,0,0,1,0,3,0,3,4,6,820
250,"PRATHMIC VIDHALAY ROOM NO-1 BHABRI",682,568,0,1250,514,431,0,945,900,0,347,359,199,20,1,6,0,1,0,2,1,1,2,3,3,945
251,"PRATHMIC VIDHALAY  DAXANI BHAG ROOM NO-1   ,NALHEDAGAJI",549,444,0,993,444,367,0,811,811,0,447,198,17,142,0,0,0,0,0,0,0,2,2,1,2,811
252,"PRATHMIC VIDHALAY  DAXANI BHAG ROOM NO-2  ,NALHEDAGAJI",508,454,0,962,393,366,0,759,754,0,679,8,0,66,0,0,0,0,0,0,0,1,0,0,5,759
253,"PRATHMIC VIDHALAY  ROOM NO-1  BALIAKHEDI",836,713,0,1549,603,542,0,1145,1145,0,303,349,433,42,0,0,0,0,1,0,0,3,7,7,0,1145
254,"INTER COLLEGE PURVI BHAG  ROOM NO-1 BHALSWA ISHAPUR",429,338,0,767,245,173,0,418,418,0,2,58,335,5,1,0,0,1,4,1,0,2,5,2,2,418
255,"INTER COLLEGE PURVI BHAG  ROOM NO-10 BHALSWA ISHAPUR",528,454,0,982,334,269,0,603,601,0,7,214,363,1,1,1,0,0,1,0,0,0,6,2,7,603
256,"INTER COLLEGE UTTARI BHAG  ROOM NO-3 BHALSWA ISHAPUR",504,409,0,913,308,269,0,577,552,0,140,182,232,5,0,1,0,0,1,1,2,3,3,3,4,577
257,"INTER COLLEGE UTTARI BHAG  ROOM NO-4 BHALSWA ISHAPUR",503,422,0,925,273,286,0,559,535,0,221,196,128,2,1,0,0,0,0,1,0,1,0,4,5,559
258,"PRATHMIC VIDHALAY UTTARI BHAG ROOM NO-1  ,SUBHARI MAHRAAV",635,544,0,1179,544,470,0,1014,989,0,0,16,301,652,15,0,0,0,2,5,0,1,11,4,7,1014
259,"PRATHMIC VIDHALAY DAXANI BHAG  ,  ROOM NO-2 SUBHARI MAHRAAV",707,581,0,1288,577,409,0,986,868,0,562,253,67,83,1,1,0,0,1,1,2,0,3,5,7,986
260,"PRATHMIC VIDHALAY  ROOM NO-1  UMAHI",433,384,0,817,369,293,0,662,360,0,283,312,24,26,2,0,0,1,1,0,1,2,3,4,3,662
261,"PRATHMIC VIDHALAY  ROOM NO-2  UMAHI",567,451,0,1018,446,305,0,751,672,0,545,13,42,137,1,0,0,0,1,0,0,2,0,4,6,751
262,"PRATHMIC VIDHALAY  ROOM NO-3  UMAHI",564,452,0,1016,395,316,0,711,651,0,483,6,56,159,1,1,0,0,1,0,0,2,0,0,2,711
263,"JAGDISH PRASAD ADARSH VIDHAYA MANDIR INTER COLLEGE, PURVI BHAG  ROOM NO-1  KOTA",754,642,0,1396,622,540,0,1162,936,0,140,365,610,18,0,1,0,1,2,0,3,2,7,4,9,1162
264,"JAGDISH PRASAD ADARSH VIDHAY MANDIR INTER COLLEGE, PASHCHAMI  BHAG  ROOM NO-2  KOTA",793,686,0,1479,645,557,0,1202,1202,0,385,375,383,39,0,3,0,0,1,1,0,1,3,5,6,1202
265,"JAGDISH PRASAD ADARSH VIDHAYA MANDIR INTER COLLEGE, PASHCHAMI  BHAG  ROOM NO-3  KOTA",344,256,0,600,265,214,0,479,478,0,167,136,164,2,1,1,0,0,1,1,0,0,2,1,3,479
266,"PRATHMIC VIDHALAY ROOM NO-1 SIDKI",643,569,0,1212,511,439,0,950,941,0,241,314,356,15,0,0,0,2,2,2,2,1,3,7,5,950
267,"PRATHMIC VIDHALAYA  ROOM NO-1  MADHKI",597,498,0,1095,478,411,0,889,882,0,7,276,449,123,3,4,0,0,2,1,0,4,7,9,4,889
268,"PRATHMIC VIDHALAYA ROOM NO-1  BALACHOR",279,230,0,509,231,180,0,411,411,0,5,142,242,12,0,0,0,2,2,1,0,1,2,0,2,411
269,"PRATHMIC VIDHALAY  UTTARI BHAG ROOM NO- 1, DANIYALPUR URF NOJALI",562,410,0,972,485,347,0,832,832,0,572,87,25,135,2,1,0,0,0,1,3,1,1,1,3,832
270,"PRATHMIC VIDHALAY  UTTARI BHAG ROOM NO- 2 DANIYALPUR URF NOJALI",507,444,0,951,422,371,0,793,782,0,505,189,19,69,0,0,0,0,0,0,0,1,0,4,6,793
271,"PRATHMIC VIDHALAYA ROOM NO- 1  KURALI",568,481,0,1049,463,413,0,876,610,0,276,166,403,12,1,1,1,0,3,0,2,1,3,2,5,876
272,"PRATHMIC VIDHALAYA  ROOM NO- 1  BADULI",566,468,0,1034,445,362,0,807,701,0,74,424,294,3,0,1,1,0,0,0,1,1,5,3,0,807
273,"PRATHMIC VIDHALAYA ROOM NO- 1  RUPDI JUNARDAR",643,505,0,1148,560,410,0,970,970,0,21,176,757,5,0,0,0,0,2,0,0,1,6,2,0,970
274,"PRATHMIC VIDHALAY, ROOM NO- 1, SUNEHTI KHADKHADI PURVI BHAG",674,551,0,1225,515,404,0,919,850,0,70,37,782,9,0,1,0,0,3,1,0,6,8,1,1,919
275,"PRATHMIC VIDHALAYA,  PASHCHAMI BHAG ROOM NO- 2,SUNEHTI KHADKHADI",834,684,0,1518,649,544,0,1193,1192,0,221,538,403,8,0,0,0,1,1,2,5,2,2,2,8,1193
276,"PRATHMIC VIDHALAYA  ROOM NO- 1 , CHUNEHTI SHEK",755,599,0,1354,610,474,0,1084,1084,0,167,285,596,13,1,2,0,2,2,0,1,1,6,4,4,1084
277,"PRATHMIC VIDHALAYA ROOM NO- 1 ,  SHARBATPUR",465,409,0,874,391,339,0,730,730,0,2,461,249,6,3,0,1,0,2,2,0,0,1,3,0,730
278,"PRATHMIC VIDHALAYA ROOM NO- 1, AABHA",479,410,0,889,354,303,0,657,609,0,17,314,310,7,0,1,0,0,1,0,2,0,0,3,2,657
279,"PRATHMIC VIDHALAYA  ROOM NO- 1 , GADOLA",569,456,0,1025,455,350,0,805,780,0,11,306,477,1,0,0,0,0,1,0,0,2,2,4,1,805
280,"PRATHMIC VIDHALAYA  ROOM NO- 1 ,SHERPUR SHAHPUR",276,232,0,508,240,201,0,441,441,0,132,10,276,16,0,0,0,0,2,0,0,0,0,0,5,441
