"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
30,"PR.VI.KABOULI ROOM NO.2",495,389,0,884,308,253,0,561,538,0,386,33,5,1,128,2,0,1,2,0,0,1,0,2,561
31,"PR.VI.KALECTERPURWA MAZRA RISAURA",459,410,0,869,277,238,0,515,513,0,48,307,11,8,107,2,0,1,1,1,2,2,11,14,515
32,"PR.VI.RISAURA ROOM NO.1",616,509,0,1125,411,335,0,746,719,0,176,304,8,12,231,1,0,0,1,2,0,0,3,8,746
33,"PR.VI.RISAURA ROOM NO.2",475,407,0,882,273,240,0,513,498,0,107,246,12,14,116,1,0,1,0,2,2,2,4,6,513
34,"PR.VI.GOUR ANS SHIVPUR",323,258,0,581,167,118,0,285,271,0,127,44,7,3,95,1,2,2,1,1,0,1,0,1,285
35,"GANDHI U.M.V.PANGARA ROOM NO.1",650,512,0,1162,386,303,0,689,689,0,53,417,15,32,124,2,5,2,4,1,4,7,9,14,689
36,"GANDHI U.M.V.PANGARA ROOM NO.2",648,526,0,1174,364,320,0,684,683,0,85,393,7,23,141,0,2,1,4,0,4,4,6,14,684
37,"PR.VI.PANGARA ROOM NO.1",602,489,0,1091,384,301,0,685,401,0,65,206,12,50,304,7,1,1,1,4,2,10,7,15,685
38,"PR.VI.PANGARA ROOM NO.2",755,649,0,1404,449,333,0,782,780,0,101,330,8,34,278,3,2,1,12,2,1,0,6,4,782
39,PR.VI.BHAWAI,481,396,0,877,298,208,0,506,504,0,111,187,10,35,111,9,3,2,26,5,1,0,2,4,506
40,PR.VI.SARAIJADEED,443,380,0,823,223,203,0,426,410,0,117,117,4,10,154,0,2,0,3,5,2,0,4,8,426
41,PR.VI.PADMAI,771,601,0,1372,426,360,0,786,783,0,69,310,14,18,349,3,1,3,0,1,2,2,11,3,786
42,PR.VI.PIPRAHARI,570,447,0,1017,297,230,0,527,526,0,67,234,14,21,167,4,0,0,2,4,3,4,4,3,527
43,"PR.VI.KACHIYAPURWA ANS PIPRAHARI",336,299,0,635,201,207,0,408,408,0,91,78,5,4,206,4,1,1,3,3,2,2,1,7,408
44,"PR.VI.PALHARI (G)ROOM NO.1",633,532,0,1165,309,276,0,585,545,0,135,253,13,48,102,1,1,1,1,2,3,3,10,12,585
45,"PR.VI.PALHARI (G)ROOM NO.2",578,484,0,1062,308,234,0,542,439,0,373,49,6,24,30,2,5,1,4,2,6,10,7,23,542
46,"POORV MA.VI.MUGORA",571,442,0,1013,312,220,0,532,532,0,176,149,8,14,135,31,0,1,2,0,0,7,1,8,532
47,"PR.VI.DASHARATHPURWA ANS MUGAURA",448,355,0,803,265,236,0,501,498,0,90,203,8,5,173,0,2,0,4,2,3,1,5,5,501
48,PR.VI.DIVLI,553,439,0,992,316,256,0,572,570,0,171,226,14,26,82,8,2,4,4,1,3,2,9,20,572
49,PR.VI.PATHARA,716,555,0,1271,402,326,0,728,325,0,198,320,9,17,142,4,0,1,4,1,0,3,12,17,728
50,"POORV MA.VI.MOTIYARI ROOM NO.-1",874,645,0,1519,516,392,0,908,907,0,166,556,25,16,110,2,0,1,0,2,2,6,7,15,908
51,"POORV MA.VI.MOTIYARI ROOM NO.-2",687,551,0,1238,356,279,0,635,630,0,84,86,3,36,405,4,1,1,1,4,1,1,5,3,635
52,PR.VI.KHARONCH,544,454,0,998,357,301,0,658,656,0,154,230,7,5,222,4,0,2,3,2,0,7,6,16,658
53,"PR.VI.NARAINI ROOM NO.1",495,434,0,929,289,222,0,511,492,0,27,291,9,12,153,4,1,0,0,4,1,2,2,5,511
54,"PR.VI.NARAINI ROOM NO.2",377,325,0,702,195,149,0,344,331,0,48,142,5,25,106,4,1,0,1,3,1,4,1,3,344
55,"PR.VI.NARAINI ROOM NO.3",527,453,0,980,300,248,0,548,534,0,54,193,5,39,218,5,3,0,17,0,0,5,3,6,548
56,"KANYA POORV M.V.NARAINI ROOM NO.1",580,514,0,1094,341,314,0,655,484,0,87,355,6,58,124,4,1,1,3,0,1,1,5,9,655
57,"KANYA POORV M.V.NARAINI ROOM NO.2",394,317,0,711,252,217,0,469,469,0,45,212,4,30,159,3,1,1,2,2,1,2,2,5,469
58,"KANYA POORV M.V.NARAINI ROOM NO.3",422,368,1,791,267,228,0,495,492,0,109,273,6,48,41,1,0,2,2,4,1,1,2,5,495
59,"KANYA POORV M.V.NARAINI ROOM NO.4",555,477,0,1032,321,269,0,590,145,0,173,218,6,55,115,3,0,0,5,0,1,2,7,5,590
60,"RAJKUMAR I.C.NARAINI ROOM NO.1",648,539,0,1187,382,320,0,702,700,0,146,388,14,58,83,3,5,1,1,0,0,2,1,0,702
61,"RAJKUMAR I.C.NARAINI ROOM NO.2",359,295,0,654,199,143,0,342,327,0,60,181,4,27,65,1,0,1,1,0,1,0,0,1,342
62,"RAJKUMAR I.C.NARAINI ROOM NO.3",849,705,0,1554,508,396,0,904,900,0,175,416,12,10,236,7,1,2,17,4,1,9,6,8,904
63,"RAJKUMAR I.C.NARAINI ROOM NO.4",251,205,0,456,155,135,0,290,290,0,46,51,1,15,154,3,2,3,8,1,1,0,2,3,290
64,"RAJKUMAR I.C.NARAINI ROOM NO.5",686,561,0,1247,376,271,0,647,620,0,147,343,7,28,103,2,1,1,2,2,2,2,3,4,647
65,"PR.VI.GANGA PURWA MAZRA GADHA",594,517,0,1111,384,296,0,680,680,0,109,326,17,11,155,4,3,0,10,3,5,17,6,14,680
66,PR.VI.NASENI,748,617,0,1365,352,329,0,681,621,0,281,120,10,23,222,6,1,3,1,1,0,4,8,1,681
67,"PR.VI.GOREPURWA MAZRA NASENI",830,671,0,1501,379,397,0,776,775,0,531,16,2,17,193,3,0,1,3,2,1,2,4,1,776
68,"POORV MA.VI.JAMWARA ROOM NO.1",773,648,0,1421,367,357,0,724,184,0,130,216,17,29,281,10,1,3,4,4,5,3,13,8,724
69,"POORV MA.VI.JAMWARA ROOM NO.2",841,664,0,1505,416,372,0,788,783,0,235,242,14,46,217,5,2,2,3,2,2,5,5,8,788
70,PR.VI.SHAHPATAN,285,252,0,537,161,173,0,334,334,0,20,236,20,12,22,0,3,2,1,5,0,5,6,2,334
71,"POORV MA.VI.KUEYAKAGAR ANS SHAHPATAN",421,342,0,763,261,199,0,460,460,0,113,257,12,11,43,2,0,1,0,0,2,5,8,6,460
72,"PR.VI.LODHIN PURWA MAZRA BARKOLA KALAN",729,618,0,1347,459,377,0,836,806,0,31,563,26,14,143,3,0,1,2,3,20,11,8,11,836
73,"PR.VI.LAHUREHTA NAYA BHAWAN ROOM NO.1",655,539,0,1194,335,355,0,690,683,0,240,190,16,32,182,1,1,2,0,5,0,5,5,11,690
74,"PR.VI.LAHUREHTA NAYA BHAWAN ROOM NO.2",601,473,0,1074,300,293,0,593,123,0,142,119,8,11,268,5,2,4,3,1,12,5,4,9,593
75,PR.VI.RANJEETPUR,262,198,0,460,127,115,0,242,242,0,191,0,0,1,40,0,0,0,0,0,2,3,1,4,242
76,"PR.VI.PUKARI NAYA BHAWAN",419,325,0,744,256,180,0,436,260,0,115,238,5,6,55,3,0,0,0,1,0,1,3,9,436
77,"POORV MA.VI.PUKARI",725,606,0,1331,489,399,0,888,888,0,225,334,15,5,281,2,0,6,2,1,0,4,3,10,888
78,PR.VI.MUKERA,784,666,0,1450,513,385,0,898,71,0,323,396,20,8,103,6,2,4,2,4,6,9,10,5,898
79,"PR.VI.MANPUR ANS BARSANDAMANPUR",468,432,0,900,282,247,0,529,503,0,58,312,15,46,66,1,2,1,7,1,2,2,5,11,529
80,"PR.VI.BADEHA KALINJAR",146,123,0,269,89,84,0,173,168,0,53,76,2,0,37,0,0,0,0,1,1,0,1,2,173
81,"PR.VI.GUMANGANG ANS SHAHPUR",454,358,0,812,278,221,0,499,370,0,226,183,6,3,68,4,1,0,0,0,1,3,1,3,499
82,PR.VI.KHALARI,301,245,0,546,228,177,0,405,392,0,107,229,12,1,26,1,0,2,1,2,2,1,11,10,405
83,"PR.VI.MAKHANPUR ANS KHALARI",357,300,0,657,272,205,0,477,477,0,233,133,10,1,85,3,1,1,0,2,0,2,5,1,477
84,"PR.VI.GAZIPUR ANS KHALARI",440,370,0,810,345,252,0,597,597,0,125,307,14,3,109,5,4,3,0,4,4,0,6,13,597
85,"PR.VI.AKELWAN ANS PUKARI",197,166,0,363,105,107,0,212,150,0,18,99,3,6,75,1,0,0,2,0,2,1,3,2,212
86,"POORV MA.VI.NAHARI ROOM NO. -1",710,576,0,1286,401,299,0,700,697,0,84,335,13,15,210,3,2,0,0,3,6,0,10,19,700
87,"POORV MA.VI.NAHARI ROOM NO. -2",749,573,0,1322,404,447,0,851,850,0,163,356,15,28,247,6,1,0,5,0,4,9,4,13,851
88,PR.VI.PONGARI,366,306,0,672,239,209,0,448,448,0,116,160,8,16,136,0,1,0,5,0,0,0,3,3,448
89,POORV.MA.VI.PONGARI,543,435,0,978,338,229,0,567,564,0,149,263,6,26,90,0,3,1,3,0,2,4,5,15,567
90,PR.VI.BILAHRIKA,673,499,1,1173,407,305,0,712,700,0,66,348,26,51,153,18,2,4,6,3,4,8,2,21,712
91,"PR.VI.BHAWARPUR ANS BILAHRIKA",281,246,0,527,183,154,0,337,299,0,103,110,3,4,100,1,0,0,1,2,0,1,3,9,337
92,"PR.VI.RANIPUR ANS BILAHRIKA",318,259,0,577,216,195,0,411,65,0,177,119,16,4,78,3,1,0,4,1,0,1,2,5,411
93,"PR.VI.RAGAULI BHATPURA",416,349,0,765,286,204,0,490,490,0,58,283,17,17,93,2,3,3,1,1,1,1,6,4,490
94,"PR.VI.MAHRAJPUR ANS RAGAULI BHATPURA",233,190,0,423,160,126,0,286,285,0,66,158,6,9,36,1,0,0,0,0,2,2,4,2,286
95,"PANCHAYAT BHAWAN KARTAL",732,630,0,1362,500,403,0,903,900,0,51,569,11,14,219,1,3,3,0,4,1,8,14,5,903
96,"POORV MA.VI.KARTAL ROOM NO.1",761,636,0,1397,452,401,0,853,853,0,144,427,8,13,221,2,3,2,2,0,0,5,11,15,853
97,"POORV MA.VI.KARTAL ROOM NO.2",314,280,0,594,179,161,0,340,25,0,19,262,15,7,30,1,1,1,0,1,0,1,0,2,340
98,"PR.VI.BABUPUR ANS KARTAL",280,211,0,491,205,172,0,377,374,0,30,229,6,57,37,2,2,1,1,4,1,3,0,4,377
99,PR.VI.KANAY,265,200,0,465,180,126,0,306,301,0,16,121,7,8,144,1,0,0,0,1,0,1,2,5,306
100,"PR.VI.PANCHAMPUR (G)",720,574,0,1294,473,389,0,862,802,0,94,592,47,12,60,4,3,4,5,4,4,3,12,18,862
101,PR.VI.REHUNCHI,473,393,0,866,304,225,0,529,529,0,88,356,12,8,22,6,3,2,2,3,2,5,2,18,529
102,PR.VI.BADAICHHA,429,331,0,760,292,245,0,537,10,0,260,134,11,4,99,2,1,2,3,3,4,1,3,10,537
103,PR.VI.NEDHUWA,452,357,0,809,296,226,0,522,522,0,177,179,6,14,95,1,4,4,15,0,6,5,9,7,522
104,PR.VI.CHANPURA,318,247,0,565,216,160,0,376,355,0,82,132,4,4,124,1,1,2,0,4,0,6,2,14,376
105,PR.VI.MAHURCHHA,268,228,1,497,200,146,0,346,336,0,112,166,11,13,32,3,1,0,1,1,0,1,2,3,346
106,PR.VI.PIPRA,319,256,0,575,208,169,0,377,377,0,40,124,10,7,178,1,0,0,12,0,0,1,2,2,377
107,PR.VI.RANKHERA,317,264,1,582,215,153,0,368,367,0,84,163,9,4,83,2,3,1,3,1,2,5,6,2,368
108,PR.VI.SHAHIBAJPUR,366,310,0,676,263,219,0,482,482,0,194,138,10,28,99,1,1,2,0,1,0,3,1,4,482
109,PR.VI.GOPRA,367,288,0,655,232,181,0,413,412,0,166,111,11,38,75,1,0,3,1,1,2,1,2,1,413
110,"PR.VI.RITHAULI ANS GOPRA",295,236,0,531,203,168,0,371,355,0,160,109,9,4,69,1,0,3,1,3,1,2,3,6,371
111,"POORV MA.VI.BHAWA PURWA ANS SINGHOTI",619,486,0,1105,354,300,0,654,600,0,224,282,9,6,94,3,1,3,2,2,2,5,8,13,654
112,PR.VI.PARSHAHAR,622,498,0,1120,355,280,0,635,504,0,191,225,11,12,166,3,1,1,1,2,1,4,6,11,635
113,"PR.VI.MATKHANA ANS RANIPUR",425,353,0,778,288,248,0,536,512,0,90,286,12,7,111,3,0,0,1,1,3,3,7,12,536
114,"PR.VI.SONTA KALINJAR",517,427,0,944,317,248,0,565,565,0,94,230,11,18,175,6,1,0,3,1,2,6,2,16,565
115,PR.VI.MASAUNI,508,440,0,948,265,284,0,549,511,0,123,172,10,19,198,3,2,1,3,2,1,1,6,8,549
116,PR.VI.BHARATPUR,412,364,0,776,281,232,0,513,38,0,147,253,21,5,64,1,0,2,1,0,0,6,2,11,513
117,"PR.VI.RAMNAGAR NISF",369,295,0,664,220,166,0,386,355,0,72,149,8,11,129,2,0,1,1,1,1,4,5,2,386
118,"PR.VI.KATRA KALINJAR ROOM NO.1",587,487,0,1074,397,302,0,699,418,0,35,571,17,24,30,0,4,1,0,2,1,8,4,2,699
119,"PR.VI.KATRA KALINJAR ROOM NO.2",795,661,0,1456,372,401,0,773,334,0,77,410,27,86,115,8,3,3,2,3,2,8,7,22,773
120,"PR.VI.TARHATI KALINJAR",660,509,0,1169,441,317,0,758,755,0,35,584,26,35,36,3,4,1,3,3,3,4,12,9,758
121,"KANYA POORV MA.VI. TARHATI KALINJAR ROOM NO.1",707,637,0,1344,377,317,0,694,694,0,91,391,21,23,132,8,1,1,3,4,5,4,2,8,694
122,"KANYA POORV MA.VI. TARHATI KALINJAR ROOM NO.2",805,719,0,1524,437,346,0,783,779,0,174,335,18,37,162,7,1,2,4,3,4,10,9,17,783
123,"PR.VI.BHAG -2 TARHATI KALINJAR",465,418,0,883,281,238,0,519,519,0,108,182,11,40,136,2,3,1,7,3,2,7,6,11,519
124,"PR,VI.BAHADUR PUR KALINJAR NAVEEN BHAWAN",633,551,0,1184,368,292,0,660,660,0,242,220,10,50,91,7,3,2,0,0,5,0,8,22,660
125,"PR.VI, NATHU PURWA MAZRA BAHADURPUR KALINJAR",621,521,0,1142,388,287,0,675,674,0,162,376,22,10,72,1,2,3,1,4,4,7,7,4,675
126,PR.VI.PURAINIYA,632,544,0,1176,455,336,0,791,791,0,229,379,28,9,118,4,4,4,2,3,2,0,5,4,791
127,"PR.VI.BADAUS SANI",210,196,0,406,159,135,0,294,294,0,45,233,8,3,0,0,1,0,0,0,0,2,1,1,294
128,PR.VI.BARIYARPUR,278,246,0,524,209,173,0,382,382,0,252,62,4,0,48,2,0,1,2,1,0,1,4,5,382
129,"PR.VI.BARUWA KALINJAR",570,507,0,1077,367,304,0,671,671,0,74,404,10,8,141,0,1,4,2,1,0,3,9,14,671
130,"PR.VI.BASARAHI ANS GUDHAKALAN ROOM NO.1",429,356,0,785,305,247,0,552,548,0,282,169,8,11,56,2,2,0,3,2,1,4,0,12,552
131,"PR.VI.BASARAHI ANS GUDHAKALAN ROOM NO.2",633,548,0,1181,374,296,0,670,550,0,190,347,26,12,46,3,5,4,2,2,1,9,7,16,670
132,"PR.VI.SHANKAR PURWA MAZRA GUDHAKALAN ROOM NO.1",737,615,0,1352,483,386,0,869,869,0,90,607,19,10,97,6,1,3,5,3,1,11,6,10,869
133,"PR.VI.SHANKAR PURWA MAZRA GUDHAKALAN ROOM NO.2",623,539,1,1163,325,250,0,575,567,0,139,343,27,12,31,1,1,0,1,2,1,4,6,7,575
134,"PR.VI.RAMPURWA ANS GUDHAKALAN",416,353,0,769,252,222,0,474,471,0,171,197,11,11,61,8,1,1,0,2,1,1,3,6,474
135,"POORV MA.VI.GUDHAKALAN",755,588,0,1343,460,355,0,815,815,0,121,354,5,19,283,3,3,1,1,2,7,2,6,8,815
136,PR.VI.GAHBARA,266,215,0,481,154,129,0,283,282,0,66,129,16,3,49,11,0,0,0,1,5,0,3,0,283
137,"PR.VI.NOGANWAN ROOM NO.1",753,620,0,1373,397,347,0,744,742,0,240,218,13,11,241,7,0,3,2,1,1,1,2,4,744
138,"PR.VI.NOGANWAN ROOM NO.2",445,375,0,820,248,166,0,414,412,0,193,48,7,3,143,4,2,1,7,0,0,1,2,3,414
139,PR.VI.NIBI,264,208,0,472,154,143,0,297,297,0,75,121,11,6,64,5,1,1,0,2,3,3,2,3,297
140,"PR.VI.BIJJUPURWA ANS NIBI",494,392,0,886,319,262,0,581,580,0,82,349,23,10,67,2,1,3,6,0,10,4,7,17,581
141,PR.VI.BIRONA,283,240,0,523,189,156,0,345,327,0,90,162,6,15,51,2,0,1,2,1,0,2,6,7,345
142,"PR.VI.DEVHAI ANS SADHA",365,341,0,706,201,178,0,379,379,0,197,89,3,2,74,3,0,0,1,0,1,1,1,7,379
143,"PR.VI.GALHA PURWA ANS SADHA",489,380,0,869,292,224,0,516,516,0,168,214,10,4,95,0,0,1,9,1,2,2,5,5,516
144,"POOR M.VI.SADHA ROOM NO.1",628,510,0,1138,305,295,0,600,598,0,117,367,21,14,53,4,2,0,2,4,0,5,3,8,600
145,"POORV.MA.VI.SADHA ROOM NO.2",458,362,0,820,241,190,0,431,407,0,83,193,7,28,88,13,1,0,2,1,2,2,4,7,431
146,"PR.VI.DHOLBAJA ANS SADHA",591,464,0,1055,327,207,0,534,532,0,250,189,10,2,49,1,4,1,23,0,0,0,0,5,534
147,"PR.VI.GOREMAU KALAN",337,293,0,630,213,182,0,395,395,0,111,121,2,4,153,0,0,1,0,2,1,0,0,0,395
148,PR.VI.MUDI,429,355,0,784,260,170,0,430,430,0,110,196,15,4,74,4,0,3,2,0,1,1,5,15,430
149,PR.VI.KAHALA,249,219,0,468,140,112,0,252,249,0,29,198,9,3,9,0,0,1,0,0,1,1,0,1,252
150,PR.VI.KHANDEWARA,218,183,0,401,132,106,0,238,219,0,135,87,6,2,5,0,0,0,1,0,0,1,1,0,238
151,PR.VI.SIDHAURA,291,237,0,528,163,130,0,293,254,0,52,195,5,3,28,0,0,0,0,0,0,2,3,5,293
152,PR.VI.RAXI,546,449,0,995,320,243,0,563,278,0,90,332,15,5,79,5,0,2,7,1,2,6,3,16,563
153,PR.VI.MASANI,329,254,0,583,215,179,0,394,394,0,56,157,9,1,150,0,1,2,5,0,2,2,3,6,394
154,PR.VI.CHHATAINI,693,571,0,1264,409,339,0,748,176,0,270,222,15,25,197,2,1,3,1,3,1,4,3,1,748
155,"POORV MA.VI.KALYANPUR ROOM NO.1",646,513,1,1160,439,261,0,700,20,0,340,157,16,4,148,14,3,1,6,2,3,2,3,1,700
156,"POORV MA.VI.KALYANPUR ROOM NO.2",500,433,0,933,280,212,0,492,20,0,95,197,9,15,142,2,0,2,1,1,1,5,7,15,492
157,PR.VI.KULSARI,503,428,0,931,304,229,0,533,20,0,242,177,10,3,79,3,0,1,3,2,1,4,3,5,533
158,PR.MA.VI.MAHUYI,385,315,0,700,254,224,0,478,20,0,139,125,6,3,178,2,0,1,2,3,0,5,1,13,478
159,"PR.VI PIYA",284,218,0,502,169,122,0,291,20,0,9,208,11,1,53,2,0,0,0,1,0,3,0,3,291
160,"PR.VI.GHUMARA ASN PIYAR",447,369,0,816,252,169,0,421,20,0,163,112,4,4,124,3,2,0,1,4,0,2,0,2,421
161,PR.VI.BHADAIYA,167,141,0,308,110,88,0,198,20,0,144,29,4,1,18,0,0,0,1,0,1,0,0,0,198
162,"PR.VI. LODHAURA",656,519,0,1175,356,258,0,614,20,0,77,215,12,13,243,27,2,1,0,5,2,1,7,9,614
163,"PR.VI. ANCHAWARA",336,264,0,600,207,170,0,377,343,0,121,65,2,0,139,39,2,0,1,1,0,1,2,4,377
164,"BUTOO BAI INT.COLLAGE ORAN ROAD ATARRA -1",551,456,0,1007,280,239,0,519,20,0,46,142,3,34,269,11,2,0,1,3,1,4,2,1,519
165,"BUTOO BAI INT.COLLAGE ORAN ROAD ATARRA -2",411,296,0,707,194,158,0,352,20,0,41,115,5,36,140,5,0,0,0,1,1,1,2,5,352
166,"BUTOO BAI INT.COLLAGE ORAN ROAD ATARRA -3",552,444,0,996,214,181,0,395,388,0,26,139,2,9,191,9,0,1,2,1,0,2,2,11,395
167,"BUTOO BAI INT. COLLAGE ORAN ROAD ATARRA  04",744,535,0,1279,332,242,0,574,20,0,90,245,6,25,152,14,0,2,3,3,1,5,6,22,574
168,"BALIKA SARASWATI INT.COLLAGE ATARRA -1",462,327,0,789,143,122,0,265,20,0,29,46,2,8,171,3,0,0,2,0,0,0,0,4,265
169,"BALIKA SARASWATI INT.COLLAGE ATARRA -2",346,303,0,649,141,106,0,247,148,0,25,106,3,19,75,2,3,1,1,0,1,1,5,5,247
170,"BALIKA SARASWATI INT.COLLAGE ATARRA -3",687,554,0,1241,344,281,0,625,505,0,88,388,7,50,58,6,4,2,0,4,0,1,3,14,625
171,"MANNULAL SANSKRIT MAHA. VI. ATARRA ROOM NO.1",809,599,0,1408,353,259,0,612,612,0,58,464,4,25,34,4,0,0,2,1,8,3,4,5,612
172,"MANNULAL SANSKRIT MAHA. VI. ATARRA ROOM NO.2",680,539,0,1219,285,209,0,494,406,0,45,353,0,24,49,10,0,1,0,0,8,0,0,4,494
173,"MANNULAL SANSKRIT MAHA. VI. ATARRA ROOM NO.3",778,586,0,1364,365,259,0,624,520,0,95,393,5,70,43,10,1,0,1,0,1,1,3,1,624
174,"MANNULAL SANSKRIT MAHA. VI. ATARRA ROOM NO.4",375,281,0,656,207,170,0,377,353,0,45,289,2,20,15,5,1,0,0,0,0,0,0,0,377
175,"H.I.C ATARRA ROOM NO.1",862,736,0,1598,417,355,0,772,659,0,81,547,10,56,50,13,1,2,2,0,1,0,7,2,772
176,"H.I.C ATARRA ROOM NO.2",552,462,0,1014,262,232,0,494,494,0,45,323,3,54,42,17,0,0,0,0,0,4,2,4,494
177,"H.I.C ATARRA ROOM NO.3",574,409,0,983,257,193,0,450,444,0,28,275,3,15,111,7,0,0,1,0,3,1,1,5,450
178,"H.I.C ATARRA ROOM NO.4",579,477,0,1056,345,246,0,591,584,0,69,420,5,53,19,14,1,0,0,1,0,1,0,8,591
