"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
353,"P S BARETHI STHIT GRAM CHAK ENGLISH MOHD HANIF",577,521,0,1098,264,265,0,529,529,0,209,9,152,133,7,4,1,0,0,1,1,1,0,3,1,7,529
354,"P S CHAMARAHA",563,481,0,1044,348,258,0,606,4,0,482,6,18,76,1,4,0,0,0,0,1,2,1,0,2,13,606
355,"P S MANAURA",497,382,0,879,230,207,0,437,321,0,179,6,88,140,4,1,1,0,2,0,3,0,4,2,2,5,437
356,"P S GHANAPUR",510,398,0,908,269,290,0,559,559,0,85,3,407,50,5,0,0,2,0,1,1,0,0,2,1,2,559
357,"P S ADAMPUR NORTH SIDE",674,619,0,1293,330,364,0,694,694,0,306,6,107,221,11,6,1,1,4,1,2,2,3,3,6,14,694
358,"P S ADAMPUR SOUTH SIDE",665,570,0,1235,260,270,0,530,30,0,146,1,156,182,3,10,3,0,3,0,1,0,3,9,5,8,530
359,"P S KATWAR",575,514,0,1089,315,253,0,568,500,0,217,10,56,252,10,5,2,1,2,1,1,2,2,1,3,3,568
360,"P S KATWAR",467,371,0,838,241,193,0,434,432,0,99,24,91,199,9,4,0,0,1,1,0,0,1,4,0,1,434
361,"P S DHARIKAPUR",276,244,0,520,146,158,0,304,304,0,119,7,67,96,7,3,0,0,1,0,1,0,0,1,0,2,304
362,"P S GAROPUR",681,549,0,1230,299,331,0,630,630,0,224,5,260,113,6,1,1,2,1,1,0,1,1,5,2,7,630
363,"JHS NIGOH NORTH SIDE",813,732,0,1545,379,309,0,688,323,0,117,34,194,286,16,3,4,2,0,3,2,3,0,4,8,12,688
364,"JHS NIGOH SOUTH SIDE",745,615,0,1360,367,355,0,722,22,0,113,20,448,130,0,2,2,0,1,0,0,1,2,1,1,1,722
365,"JHS NIGOH SOUTH SIDE",303,272,0,575,134,108,0,242,242,0,70,10,11,129,5,9,0,1,2,0,1,0,0,1,1,2,242
366,"P S JAMUNIPUR",818,743,0,1561,393,419,0,812,31,0,100,28,347,303,15,4,0,1,0,1,0,1,0,5,2,5,812
367,"P S BHADRAON EAST SIDE",757,692,0,1449,326,368,0,694,80,0,184,14,119,332,16,7,0,1,1,0,2,1,0,6,3,8,694
368,"P S BHADRAON WEST SIDE",782,666,0,1448,380,319,0,699,650,0,227,15,317,114,5,4,0,0,0,1,2,1,1,6,5,1,699
369,"P S MALAI",379,342,0,721,179,203,0,382,382,0,17,8,125,225,4,0,0,0,0,0,0,0,1,1,1,0,382
370,"P S GAHALI",756,681,0,1437,390,245,0,635,535,0,176,7,298,128,6,0,0,2,0,0,0,1,1,7,5,4,635
371,"P S KUSA EAST SIDE",688,551,0,1239,350,312,0,662,662,0,330,6,76,232,11,0,0,0,0,0,0,1,1,3,0,2,662
372,"P S KUSA WEST SIDE",875,711,0,1586,436,415,0,851,851,0,401,11,167,245,7,2,0,0,0,0,0,1,0,6,2,9,851
373,"NEHARU A H SCHOOL DEENAPUR",668,559,0,1227,327,340,0,667,663,0,190,9,161,269,15,1,2,3,2,1,0,2,2,5,3,2,667
374,"P S CHAK MALAI",423,366,0,789,219,203,0,422,56,0,24,9,115,255,11,0,0,0,2,0,0,1,1,2,1,1,422
375,"P S BHAGERI",828,725,0,1553,380,337,0,717,10,0,155,32,177,329,6,3,2,2,1,1,0,1,1,1,4,2,717
376,"P S ALAMGANJ EAST SIDE",571,424,0,995,284,270,0,554,554,0,106,11,303,105,7,3,1,2,3,1,1,1,3,2,3,2,554
377,"P S ALAMGANJ EAST SIDE",466,348,0,814,169,149,0,318,24,0,81,9,132,78,1,2,1,3,4,1,0,0,0,2,3,1,318
378,"P S ALAMGANJ WEST SIDE",687,552,0,1239,321,279,0,600,210,0,70,11,204,283,7,0,0,0,0,3,2,1,2,8,4,5,600
379,"P S POKHARA",812,645,0,1457,340,275,0,615,214,0,102,12,97,375,19,2,0,0,1,2,2,0,0,0,0,3,615
380,"P S PACHAULI",580,496,0,1076,265,282,0,547,530,0,79,16,183,228,11,7,0,2,0,1,3,2,3,4,4,4,547
381,"P S PACHAULI",583,479,0,1062,254,259,0,513,493,0,68,10,265,140,8,4,0,1,0,0,2,0,3,7,2,3,513
382,"P S WAZIDPUR",249,225,0,474,88,99,0,187,40,0,9,14,2,151,8,0,0,0,0,1,0,1,0,1,0,0,187
383,"P S WAZIDPUR",702,543,0,1245,322,281,0,603,25,0,64,14,290,202,13,3,1,1,1,1,0,1,2,4,0,6,603
384,"P S GORAPATTI SECOND",722,622,0,1344,295,333,0,628,600,0,29,14,283,266,11,2,1,0,0,2,0,1,3,9,5,2,628
385,"P S GORAPATTI",756,628,0,1384,321,288,0,609,10,0,121,8,120,344,9,0,0,0,0,0,0,1,0,2,2,2,609
386,"JHS GORAPATTI MIDDLE SIDE",900,712,3,1615,399,365,0,764,65,0,72,16,169,454,21,1,0,1,3,1,3,0,0,5,3,15,764
387,"P S SHAHABPUR",412,354,0,766,198,190,0,388,101,0,45,8,166,164,3,0,0,0,0,0,0,0,1,0,1,0,388
388,"P S SHAHABPUR",679,564,0,1243,322,286,0,608,40,0,35,31,128,389,9,3,1,0,0,0,0,6,3,1,0,2,608
389,"P S MAHMADPUR PATTI BAIRI",195,201,0,396,128,117,0,245,45,0,26,2,61,147,2,0,0,1,1,1,1,0,1,1,0,1,245
390,"K INTER COLLEGE RASULAHA",594,552,0,1146,315,315,0,630,600,0,84,12,20,470,22,5,0,2,1,0,2,1,2,5,3,1,630
391,"P S DADHA",257,253,0,510,135,160,0,295,295,0,6,8,131,141,4,1,0,0,0,1,0,0,0,2,0,1,295
392,"SADHAN SAHKARI SAMITI PARIYAT STHIT GRAM CHATURBHUJPUR",611,576,0,1187,319,351,0,670,75,0,19,37,183,385,23,0,1,0,2,1,1,1,3,1,7,6,670
393,"K P S CHATURBHUJPUR",619,507,0,1126,366,349,0,715,715,0,11,7,361,296,13,3,1,0,0,2,0,1,1,3,2,14,715
394,"P S PARIYAT NORTH SIDE",831,728,0,1559,402,467,0,869,50,0,243,16,269,310,10,4,1,0,2,1,2,0,0,5,2,4,869
395,"P S PARIYAT SOUTH SIDE",674,562,0,1236,337,321,0,658,658,0,64,14,171,381,10,1,2,0,1,2,1,2,2,3,2,2,658
396,"P S RAJAPUR NORTH SIDE",429,323,0,752,179,162,0,341,118,0,96,5,15,220,4,0,0,0,0,0,0,0,0,1,0,0,341
397,"P S RAJAPUR",461,384,0,845,219,205,0,424,424,0,15,13,103,278,5,4,0,1,0,0,0,0,1,0,2,2,424
398,"P S MAHMADPUR PATTI HULAS",505,444,0,949,268,254,0,522,522,0,244,11,111,140,8,1,0,0,0,1,1,0,1,3,0,1,522
399,"P S CHAUR",439,358,0,797,262,263,0,525,26,0,15,5,18,459,8,5,1,2,2,0,0,0,1,7,0,2,525
400,"P S ASAWA NEW BUILDING",636,481,1,1118,239,268,0,507,507,0,6,15,52,389,18,2,0,0,1,1,0,1,3,7,0,12,507
401,"P S ASAWA NEW BUILDING",594,504,0,1098,249,295,0,544,78,0,167,10,178,171,5,4,0,0,0,1,0,0,1,3,3,1,544
402,"P S SAHADATPUR",698,601,0,1299,323,368,0,691,691,0,69,5,292,305,8,0,1,0,2,0,0,1,1,5,1,1,691
403,"P S SAHADATPUR",149,160,0,309,60,63,0,123,19,0,27,3,45,41,1,0,0,0,0,0,0,0,0,4,1,1,123
