"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - REKHA","2 - ANAND BHADAURIYA","3 - AJAY VERMA","4 - ANAND KUMAR","5 - KIRTI SINGH","6 - SWAMI DAYAL","7 - DAUD AHMAD","8 - KUWAR JITIN PRASAD","9 - LEKHRAJ","12 - RAM BALI","13 - RAJENDRA KUMAR SINGH","14 - SUKHVINDRA SINGH","15 - VIVEK MISHRA","16 - VIJAY KUMAR TIWARI","17 - MALA DEVI","18 - None of the Above","Total Votes Secured"
36,"PS PARA",393,341,0,734,309,205,0,514,496,0,130,43,2,3,2,1,254,51,7,2,3,5,2,3,1,5,514
37,"PS PACHAINAPUR",450,371,0,821,373,268,0,641,127,0,220,63,3,2,0,0,65,265,10,2,0,2,1,5,0,3,641
38,"PS HAJIPUR",583,528,0,1111,452,330,0,782,374,0,182,130,3,2,1,0,343,104,5,0,1,4,1,2,0,4,782
39,"PS BELGAWAN R.N.1",615,556,0,1171,565,341,0,906,296,0,336,82,8,3,4,5,229,191,18,3,4,2,2,2,6,11,906
40,"PS BELGAWAN R.N.2",417,356,0,773,301,209,0,510,160,0,133,42,0,4,0,1,208,107,6,0,0,2,1,1,0,5,510
41,"PS KAMOLIYA",414,375,0,789,350,272,0,622,622,0,226,271,1,1,2,3,53,53,3,0,1,1,1,0,1,5,622
42,"PS KAZIKAMALPUR",215,187,0,402,163,145,0,308,200,0,100,70,1,4,1,1,56,65,2,1,1,1,1,2,0,2,308
43,"PS ALLIPUR",306,281,0,587,244,220,0,464,464,0,113,165,0,2,1,1,53,117,1,1,1,1,4,1,0,3,464
44,"PS BANDIYA",337,304,0,641,258,223,0,481,4,0,140,46,4,1,0,0,201,82,1,0,1,1,0,1,0,3,481
45,"KANYA PS JAAR",628,561,0,1189,502,413,0,915,85,0,359,175,8,8,4,6,198,133,8,1,0,4,1,3,2,5,915
46,"PS TIKRA",312,286,0,598,265,237,0,502,502,0,329,28,3,1,2,1,44,69,9,1,1,3,2,0,1,8,502
47,"PS BARUWA",288,266,0,554,232,211,0,443,400,0,114,30,2,2,1,2,118,158,3,1,0,4,1,4,1,2,443
48,"PS BHELAWA KHURD",449,385,0,834,337,276,0,613,608,0,215,49,1,3,0,0,232,91,5,4,3,3,3,1,0,3,613
49,"PS PARSEHRA",261,248,0,509,213,169,0,382,156,0,238,62,2,3,2,0,29,39,3,3,0,0,0,0,1,0,382
50,"PS HARNI",339,312,0,651,264,215,0,479,479,0,145,51,0,4,0,2,59,205,3,0,1,2,3,1,2,1,479
51,"JHS KESHAWPUR",457,407,0,864,333,260,0,593,58,0,275,51,3,2,32,2,77,105,6,0,28,3,2,3,0,4,593
52,"PS KESHAWPUR",440,385,0,825,369,269,0,638,505,0,140,17,0,1,4,1,428,28,10,1,2,0,2,1,1,2,638
53,"PS TIKAR BAHADURPUR",378,339,0,717,319,217,0,536,36,0,162,54,1,4,4,1,229,67,5,0,0,4,2,1,1,1,536
54,"PS KAINPUR",317,283,0,600,248,230,0,478,22,0,121,75,1,3,1,0,160,98,6,0,1,5,0,2,1,4,478
55,"PS CHANDUPUR",515,452,0,967,417,302,0,719,128,0,310,87,5,5,4,3,147,136,4,1,2,3,1,3,1,7,719
56,"PS SARAURA",547,487,0,1034,382,298,0,680,7,0,127,138,8,5,5,2,189,188,3,1,1,5,2,3,0,3,680
57,"PS SERUKAHA",265,235,0,500,209,174,0,383,180,0,42,159,1,0,3,1,115,54,2,0,0,3,1,0,0,2,383
58,"PS BELHARA",379,340,0,719,300,243,0,543,16,0,123,180,3,2,3,4,48,170,5,0,0,1,1,1,2,0,543
59,"PS DHORHA",490,441,0,931,339,235,0,574,574,0,157,83,2,7,1,2,188,125,3,0,0,2,1,1,0,2,574
60,"PS GODWA",428,385,0,813,345,250,0,595,5,0,192,78,5,1,2,2,217,74,8,1,1,5,1,1,2,5,595
61,"PANT HSS BHAMHAURA",670,588,0,1258,438,329,0,767,134,0,302,54,2,2,7,1,146,227,4,1,1,2,6,2,4,6,767
62,"PS SARAILI",300,269,0,569,189,159,0,348,348,0,103,38,1,0,1,1,79,117,1,1,0,3,0,0,0,3,348
63,"PS NATAURA",232,199,0,431,165,138,0,303,8,0,48,93,1,3,0,1,51,102,2,0,0,1,1,0,0,0,303
64,"PS VISHUNPUR",350,303,0,653,245,193,0,438,95,0,97,55,1,3,2,3,153,100,6,1,4,1,3,5,1,3,438
65,"PS SEMAURA",664,579,0,1243,449,377,0,826,11,0,176,100,4,7,5,4,382,122,7,2,1,4,3,4,2,3,826
66,"PS TIKRAKHURD",349,312,0,661,283,231,0,514,514,0,117,166,2,3,0,4,138,68,9,0,0,2,1,2,1,1,514
67,"PS KAURAYYA RAWATPUR",316,283,1,600,228,199,0,427,424,0,58,50,0,1,0,1,186,128,1,0,2,0,0,0,0,0,427
68,"PS BENIPUR",416,360,1,777,336,277,0,613,20,0,97,190,2,11,3,4,137,152,2,0,1,6,1,2,2,3,613
69,"PS JAGDISHPUR GAURAHYYA",505,452,0,957,343,247,0,590,24,0,85,104,2,3,3,1,271,103,2,0,0,4,3,1,1,7,590
70,"PS HARDHAURPUR",219,191,0,410,188,136,0,324,50,0,72,45,2,1,1,0,140,53,3,2,3,0,0,0,1,1,324
71,"PS SEMRAHAN",493,442,0,935,382,322,0,704,5,0,428,46,5,9,3,0,111,80,13,3,1,2,3,0,0,0,704
72,"PS PADRAKHA",544,477,0,1021,386,261,0,647,18,0,380,6,4,2,4,0,172,54,14,2,0,3,3,1,1,1,647
73,"PS BILRIYA MUJAFFARPUR",204,185,0,389,144,128,0,272,15,0,105,4,1,0,0,0,53,106,1,0,0,0,0,1,0,1,272
74,"PS CHHATAUNA",578,505,0,1083,406,294,0,700,12,0,119,163,3,19,1,1,276,89,4,1,0,3,3,1,5,12,700
75,"PS ARTHALPUR",297,257,0,554,241,161,0,402,240,0,15,97,1,4,1,0,264,11,1,0,0,2,0,2,2,2,402
76,"PS HARKISHUNPUR",321,282,0,603,258,200,0,458,458,0,190,31,1,1,4,3,203,13,7,0,0,1,2,0,1,1,458
77,"PS HATHIYA MALHAPUR",619,543,0,1162,405,299,0,704,704,0,202,131,8,5,4,0,165,149,18,3,1,5,3,1,1,8,704
78,"PS SARAIJEET",260,211,0,471,192,139,0,331,331,0,162,83,4,1,2,0,18,57,3,0,0,0,0,1,0,0,331
79,"PS SOHAI",647,546,0,1193,468,327,0,795,795,0,286,159,4,8,3,4,147,102,9,1,0,0,3,3,0,66,795
80,"PS SHERPUR",860,752,0,1612,468,327,0,795,795,0,286,159,4,8,3,4,147,102,9,1,0,0,3,3,0,66,795
81,"PS PASNAIKA",467,406,0,873,325,263,0,588,18,0,117,54,1,4,2,0,196,203,1,2,0,2,2,2,1,1,588
82,"P.S. JIGINIYA",539,454,0,993,401,304,0,705,705,0,325,126,4,3,1,2,60,136,20,1,1,5,3,3,2,13,705
83,"P.S. PAKARIYA SAMPURN",404,345,0,749,315,237,0,552,236,0,191,207,2,4,3,2,35,90,6,0,2,1,1,3,3,2,552
84,"P.S. PURAINA",352,304,0,656,272,219,0,491,491,0,311,9,11,3,1,3,59,50,23,2,2,2,3,1,4,7,491
85,"P.S. PADARIYA",396,309,1,706,292,233,0,525,325,0,233,73,1,6,1,0,50,141,4,2,3,2,2,0,0,7,525
86,"P.S. MAHTANIYA",400,341,0,741,308,236,0,544,11,0,252,193,2,5,2,3,35,32,10,0,0,2,4,1,1,2,544
87,"P.S. DEVARIYA",257,226,0,483,203,179,0,382,306,0,112,176,2,6,1,1,16,52,5,1,1,4,1,1,0,3,382
88,"P.S. NADAN",594,471,0,1065,459,361,0,820,20,0,310,73,9,6,7,7,173,197,15,1,0,9,1,6,1,5,820
89,"P.S. INDLAPUR MAZRA NADAN",156,144,0,300,122,104,0,226,226,0,71,46,1,1,0,1,52,48,3,0,0,1,1,1,0,0,226
90,"P.S. NEVADA",447,361,0,808,329,216,0,545,27,0,387,27,4,1,2,0,21,67,15,2,2,1,3,2,1,10,545
91,"J.H.S. NERI",829,706,1,1536,579,404,0,983,983,0,421,133,5,5,4,4,114,263,7,2,1,7,1,8,4,4,983
92,"P.S. SANSADA",497,404,2,903,347,259,0,606,36,0,180,215,2,15,1,1,101,80,8,1,0,1,0,1,0,0,606
93,"P.S. MUDASANI",520,430,0,950,426,314,0,740,8,0,199,150,4,7,3,3,313,27,10,2,5,5,4,1,1,6,740
94,"P.S. CHAHELIYA",625,515,0,1140,441,364,0,805,743,0,390,48,2,8,3,3,165,165,6,1,4,2,2,3,3,0,805
95,"P.S. BADDAPUR",392,311,0,703,286,229,0,515,439,0,193,172,4,7,1,3,103,24,3,1,0,3,0,0,0,1,515
96,"P.S. JAHASAPUR",367,304,0,671,285,198,0,483,251,0,211,174,6,5,1,0,51,19,6,1,0,1,4,2,0,2,483
97,"P.S. AMBARI",249,209,0,458,204,151,0,355,350,0,83,134,2,1,0,0,35,88,3,0,0,1,2,0,0,6,355
98,"P.S. PAKARIYA",592,446,0,1038,451,318,0,769,769,0,363,156,2,7,0,1,199,26,6,0,1,2,0,0,1,5,769
99,"P.S. MOHARNIYA",688,559,0,1247,586,398,0,984,676,0,203,351,3,11,0,2,363,30,2,0,1,5,4,2,1,6,984
100,"P.S. HARAIYA",562,448,0,1010,453,284,0,737,737,0,341,101,3,14,4,0,45,166,54,1,2,0,0,1,2,3,737
101,"P.S. RUSTAMNAGAR",517,463,0,980,375,342,0,717,8,0,118,150,4,8,0,1,361,56,5,1,2,2,2,1,2,4,717
102,"PANCHAYATGHAR KOLHAURA H/O RUSTAMNAGAR",287,261,0,548,218,198,0,416,410,0,89,245,0,3,0,0,52,20,3,1,0,1,0,0,0,2,416
103,"P.S. KARIPAKAR",665,563,0,1228,491,371,0,862,502,0,410,129,3,5,5,0,124,164,6,0,0,3,2,3,2,6,862
104,"P.S. MIRJAPUR H/O KARIPAKAR",287,233,0,520,212,161,0,373,206,0,124,73,4,9,2,2,131,19,3,2,0,0,3,0,0,1,373
105,"P.S. AMANULLAPUR",318,270,0,588,277,214,0,491,175,0,183,209,3,8,4,2,29,42,4,0,0,2,2,0,1,2,491
106,"P.S. SAITIYAPUR",458,360,0,818,337,237,0,574,376,0,251,40,5,4,0,1,146,95,12,3,2,2,4,0,3,6,574
107,"P.S. KACHURI",1007,757,0,1764,651,442,0,1093,429,0,441,194,7,5,2,2,242,162,13,0,2,2,8,3,2,8,1093
108,"P.S. BAHUBANI",258,260,0,518,230,194,0,424,229,0,198,185,1,2,1,2,12,12,3,2,0,1,0,1,0,4,424
109,"P.S. RAMUVAPUR",335,232,0,567,267,175,0,442,442,0,100,86,1,4,1,0,197,37,2,0,0,3,2,0,1,8,442
110,"P.S. RATAUSIYA R0 N0 1",291,275,0,566,234,191,0,425,397,0,170,104,4,6,2,0,81,44,7,0,1,1,1,1,0,3,425
111,"P.S. RATAUSIYA R0 N0 2",313,244,0,557,236,190,0,426,386,0,192,91,2,9,0,0,78,41,3,1,2,0,3,0,2,2,426
112,"P.S. PIPRI",315,267,0,582,257,194,0,451,3,0,168,110,1,2,2,1,129,29,3,1,0,2,1,0,0,2,451
113,"P.S. NAIKAKHEDA",281,239,0,520,234,175,0,409,242,0,110,120,0,7,0,0,123,41,4,0,0,0,1,0,2,1,409
114,"P.S. MUDAKALA R.N.2",526,438,0,964,356,255,0,611,602,0,294,99,6,4,1,3,42,133,13,1,1,2,2,1,1,8,611
115,"P.S. MUDAKALA R.N.1",430,369,0,799,253,205,0,458,458,0,126,109,0,2,1,1,48,142,11,0,2,1,0,2,1,12,458
116,"P.S. RARUVA",509,394,0,903,373,252,0,625,458,0,133,148,3,12,2,4,243,51,9,4,1,2,5,3,1,4,625
117,"P.S. AMRAIYA",478,363,0,841,342,235,0,577,556,0,269,141,2,5,0,2,48,91,5,1,1,2,3,0,0,7,577
118,"P.S. KAPSAKALA",420,321,0,741,267,225,0,492,42,0,163,98,3,1,2,0,23,185,4,0,0,2,2,1,1,7,492
119,"P.S. KUTUWAPUR",519,406,0,925,445,326,0,771,770,0,39,251,2,3,0,0,273,199,1,0,0,1,0,1,0,1,771
120,"P.S. KAPURPUR",373,329,0,702,286,218,0,504,504,0,64,281,4,11,1,1,80,48,1,0,2,2,1,4,0,4,504
121,"P.S. RAJUWAPUR",239,194,0,433,191,158,0,349,1,0,89,28,4,4,0,1,166,54,1,0,0,2,0,0,0,0,349
122,"J.H.S. BARGAWAN R0 N0 1",758,572,0,1330,447,297,0,744,744,0,256,86,2,9,5,3,132,240,4,1,0,3,0,0,2,1,744
123,"J.H.S. BARGAWAN R0 N0 2",838,637,0,1475,464,327,0,791,64,0,277,77,3,10,4,1,294,106,10,0,0,0,0,0,3,6,791
124,"P.S. NAKTAURA H/O BADNAPUR",510,380,0,890,369,260,0,629,600,0,151,183,4,5,5,1,194,66,8,2,2,3,0,2,2,1,629
125,"P.S. SASUDRIPUR",471,330,0,801,334,205,0,539,428,0,374,16,4,0,1,0,56,84,3,0,0,0,1,0,0,0,539
126,"P.S. UDAYPUR",298,265,0,563,185,159,0,344,27,0,257,30,3,1,1,0,1,49,1,0,0,0,1,0,0,0,344
127,"P.S. SALAHPUR",545,391,0,936,362,287,0,649,649,0,226,32,0,2,2,2,208,172,1,0,0,1,0,1,0,2,649
128,"P.S. BENIYAPUR",294,230,0,524,190,148,0,338,37,0,218,28,2,1,0,1,68,10,5,0,0,2,1,1,0,1,338
129,"SAMU. KENDRA DEVKALI",378,309,0,687,249,187,0,436,183,0,173,22,5,3,2,3,108,101,9,0,0,3,2,0,1,4,436
130,"P.S. SAIDAPUR",273,229,0,502,256,197,0,453,452,0,386,16,1,0,2,0,22,19,3,0,0,1,0,0,0,3,453
131,"P.S. JIGINIYA",390,357,0,747,318,264,0,582,2,0,299,21,0,0,2,1,202,41,2,1,0,3,4,1,1,4,582
132,"P.S. KOTRA",392,292,0,684,313,243,0,556,285,0,131,148,4,13,1,1,185,50,6,3,2,2,1,4,0,5,556
133,"P.S. BARKHERWA",483,400,0,883,339,283,0,622,45,0,349,76,7,3,4,1,100,66,8,1,1,2,0,0,0,4,622
134,"P.S. KACHURA R0 N0 1",570,414,0,984,360,255,0,615,22,0,227,38,3,1,1,0,95,230,5,1,1,5,2,1,0,5,615
135,"P.S. KACHURA R0 N0 2",574,451,0,1025,382,277,0,659,33,0,180,185,3,8,1,5,125,136,6,2,1,2,1,2,1,1,659
136,"P.S. LAUKI",634,496,0,1130,355,253,0,608,339,0,374,23,3,3,0,1,114,73,6,0,0,1,1,2,2,5,608
137,"P.S. FAREEDPUR",423,371,0,794,295,255,0,550,38,0,266,45,4,9,3,1,113,102,4,2,0,0,0,1,0,0,550
138,"P.S. PIPRI SHADIPUR",408,302,0,710,300,225,0,525,134,0,193,38,5,0,1,4,75,193,2,0,0,1,1,1,1,10,525
139,"P.S. CHANDRA R0 N0 1",606,510,0,1116,391,298,0,689,31,0,392,119,1,2,3,3,18,126,9,3,0,1,3,2,0,7,689
140,"P.S. CHANDRA R0 N0 2",732,627,0,1359,450,348,0,798,786,0,439,105,3,6,1,0,89,141,8,0,0,0,0,2,0,4,798
141,"P.S. IMALIYA",639,519,0,1158,406,377,0,783,460,0,298,53,4,6,2,1,200,195,10,0,0,2,2,0,2,8,783
142,"P.S. PIPARJHALA",375,308,0,683,272,183,0,455,16,0,244,57,2,1,1,0,46,96,4,0,0,0,1,0,0,3,455
143,"P.S. CHAUBIRWA",470,421,0,891,287,234,0,521,76,0,100,175,2,4,0,4,161,54,5,3,1,5,0,2,2,3,521
144,"P.S MIRJAPUR",225,190,0,415,139,119,0,258,71,0,85,52,2,2,0,1,30,82,0,0,0,0,1,0,0,3,258
145,"P.S. REVANA H/O SADIKAPUR",659,536,0,1195,403,247,0,650,52,0,125,57,3,3,0,0,251,162,29,1,0,3,5,2,3,6,650
146,"P.S. TIKARATEKAR",619,490,0,1109,410,321,0,731,9,0,172,169,2,6,0,1,159,207,3,1,0,1,1,3,0,6,731
147,"JOGIYAKHEDA MAJRA TIKRATIKAR",372,304,0,676,289,221,0,510,322,0,30,140,7,8,2,0,284,30,1,0,0,5,1,1,1,0,510
148,"P.S. KATARGANJ",640,533,0,1173,442,323,0,765,762,0,187,72,7,8,2,2,226,242,6,0,0,4,1,1,3,4,765
149,"P.S. GULARIHA H/O KATARGANJ",380,342,0,722,258,222,0,480,1,0,238,113,4,3,0,2,39,57,7,3,1,5,1,1,3,3,480
150,"P.S. BAGHA",226,204,0,430,182,160,0,342,150,0,189,12,2,1,2,1,56,63,7,1,1,1,4,0,0,2,342
151,"P.S. PEERPUR H/O DADABAD",574,516,0,1090,418,351,0,769,520,0,556,14,11,0,4,5,116,29,15,0,1,3,6,2,1,6,769
152,".PANCHAYATGHAR DADABAD",292,302,0,594,207,153,0,360,327,0,195,58,1,3,0,1,85,10,4,0,1,1,0,0,1,0,360
153,"RICHAI H/O DADABAD PANCHAYATGHAR",439,358,0,797,347,257,0,604,473,0,485,19,2,1,1,0,56,20,11,1,0,0,3,1,2,2,604
154,"P.S. CHAMKHAR",703,594,0,1297,460,378,0,838,601,0,457,41,8,8,0,0,142,161,10,0,1,2,0,0,3,5,838
155,"P.S. SAHAJAPUR",331,258,0,589,287,214,0,501,49,0,83,388,0,5,1,1,12,9,0,0,0,1,0,0,0,1,501
156,"P.S DATARPUR H/O ISANAGARGRANT",428,342,0,770,327,232,0,559,10,0,320,132,2,6,3,2,46,29,8,0,2,0,1,1,1,6,559
157,"P.S. MADANIYA",594,444,0,1038,453,269,0,722,639,0,369,97,3,1,2,2,96,113,16,12,0,1,2,1,2,5,722
158,J.H.S.BASVAI,455,339,0,794,267,209,0,476,253,0,89,176,2,5,3,3,116,65,2,1,2,1,3,4,0,4,476
159,"KHERWA H/O BASVAI PANCHAYATGHAR",340,261,0,601,167,123,0,290,2,0,117,19,2,3,0,2,80,61,1,1,0,0,1,1,1,1,290
160,"P.S. BHUDKUDI",410,304,0,714,261,127,0,388,388,0,68,92,0,1,0,0,114,106,2,0,0,4,0,1,0,0,388
161,"P.S. BEHDA",342,266,0,608,239,165,0,404,404,0,67,58,2,0,3,0,171,90,3,0,0,1,1,3,1,4,404
162,"P.S. DAULI",625,489,0,1114,412,304,0,716,716,0,71,288,4,3,0,0,263,62,5,1,2,8,3,3,0,3,716
163,"P.S RAIPUR",425,389,0,814,299,262,0,561,78,0,94,161,5,3,1,7,110,170,2,0,0,2,0,5,0,1,561
164,"KUSAYLA SANKUL BHAVAN",482,409,0,891,373,255,0,628,1,0,405,89,0,4,5,0,41,76,3,0,0,2,1,0,0,2,628
165,"KUSAYLA SANKUL BHAVAN",382,355,0,737,261,202,0,463,458,0,122,96,0,6,1,1,136,85,5,1,0,1,4,2,0,3,463
166,"J.H.S. KUSAYLA R0 N0 1",507,418,0,925,372,296,0,668,148,0,353,80,1,1,2,2,149,66,8,1,0,0,2,1,2,0,668
167,"J.H.S. KUSAYLA R0 N0 2",476,407,0,883,337,283,0,620,620,0,378,152,2,8,4,2,11,44,7,2,0,1,0,1,1,7,620
168,"P.S. GUJIYA R0 N0 1",811,657,0,1468,567,457,0,1024,7,0,173,152,8,6,2,1,385,275,4,3,0,7,2,3,1,2,1024
169,"P.S. HASNAPUR R0 N0 1",566,410,0,976,370,231,0,601,22,0,288,42,3,8,0,0,196,55,3,0,3,1,0,0,1,1,601
170,"P.S. HASNAPUR R0 N0 2",324,255,0,579,221,144,0,365,31,0,246,23,3,3,1,0,23,47,7,1,0,1,4,0,1,5,365
171,"P.S. DIGHRA",342,254,0,596,247,175,0,422,278,0,55,203,1,5,1,0,117,28,1,0,0,6,3,0,2,0,422
172,"P.S. RAMNAGAR",517,401,0,918,326,196,0,522,504,0,262,137,0,6,1,1,29,74,3,0,0,0,1,0,3,5,522
173,"P.S. BANSI",341,322,0,663,246,224,0,470,29,0,53,240,1,17,1,0,45,104,0,0,0,2,1,1,1,4,470
174,"P.S. MANIKAPUR",310,273,0,583,232,210,0,442,442,0,39,166,2,6,1,2,179,34,4,0,0,0,1,2,0,6,442
175,"J.H.S. FAKHARPUR R.N.1",458,364,0,822,323,264,0,587,1,0,104,134,1,5,0,5,263,50,3,0,1,3,4,4,1,9,587
176,"J.H.S. FAKHARPUR R.N.2",552,453,0,1005,430,290,0,720,720,0,340,82,5,1,0,1,231,38,9,1,2,3,5,1,0,1,720
177,"P.S. SAHIYAPUR",719,589,0,1308,491,318,0,809,504,0,364,145,3,6,2,2,172,95,5,2,2,1,2,1,2,5,809
178,"P.S. SERVA",211,194,0,405,180,142,0,322,15,0,66,186,2,2,0,1,27,30,1,0,1,1,2,1,2,0,322
179,"P.S MAHMDAPUR NO.2",640,509,0,1149,413,316,0,729,331,0,295,74,10,1,3,5,224,97,9,2,0,0,3,0,1,5,729
180,"P.S. PATHRI",391,304,1,696,333,232,0,565,565,0,242,98,5,2,1,0,120,82,6,0,1,1,3,2,1,1,565
181,"P.S. MUDAKHURD",466,324,0,790,331,229,0,560,11,0,316,56,3,3,0,1,127,30,9,0,1,2,3,2,0,7,560
182,"P.S. MAHAMDAPUR N.1",680,550,0,1230,491,306,0,797,460,0,404,44,8,3,2,2,217,87,16,2,0,2,3,3,1,3,797
183,"P.S. SEJKHURD",1027,726,0,1753,623,438,0,1061,14,0,212,439,3,17,2,1,241,129,7,1,1,1,0,3,0,4,1061
184,"P.S. SEJKALA",384,282,0,666,254,163,0,417,20,0,78,247,3,3,0,4,26,49,2,1,0,0,2,0,1,1,417
185,"J.H.S. KHERVA",420,317,0,737,303,203,0,506,506,0,177,186,4,6,0,1,79,36,4,0,1,4,3,1,0,4,506
186,"P.S. KHARJUNA",282,231,0,513,228,171,0,399,329,0,85,102,0,4,0,2,167,24,4,0,0,1,1,2,2,5,399
187,"P.S. RANGOIYA",336,256,0,592,271,190,0,461,52,0,49,211,2,8,1,3,81,95,1,1,0,2,4,1,1,1,461
