"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
19,"J.H.S. MAHRAULI",616,483,0,1099,393,287,0,680,680,0,7,31,487,133,3,0,0,0,0,1,0,1,2,1,1,3,1,1,8,0,0,680
20,"PRIMARY SCHOOL MADAURA K.N.1",548,455,0,1003,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,"PRIMARY SCHOOL MADAURA K.N.2",490,433,0,923,2,2,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22,"PRIMARY SCHOOL BHAGAUSA K.N.1",629,485,0,1114,365,265,0,630,300,0,15,145,2,435,5,2,0,0,0,1,3,4,5,0,4,2,2,0,0,5,0,630
23,"PRIMARY SCHOOL BHAGAUSA K.N.2",413,326,0,739,280,194,0,474,473,0,27,53,164,223,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,474
24,"PRIMARY SCHOOL NAGLA DHANNU",179,146,0,325,115,90,0,205,20,0,13,69,65,49,2,0,0,0,1,0,0,0,0,0,3,0,0,1,1,1,0,205
25,"PRIMARY SCHOOL PADAL",638,534,0,1172,362,290,0,652,452,0,18,169,183,265,3,1,0,1,0,1,0,1,0,0,2,1,3,2,0,2,0,652
26,"PRIMARY SCHOOL NAGLA RANKOLI NAGLA CHHONKARWAS",282,238,0,520,237,201,0,438,300,0,2,192,213,22,0,0,0,0,0,0,0,0,1,1,0,2,1,1,3,0,0,438
27,"PRIMARY SCHOOL KUNJERA",799,674,0,1473,540,370,0,910,910,0,9,97,75,677,4,1,0,0,1,0,1,1,1,1,1,2,6,1,5,25,2,910
28,"PRIMARY SCHOOL NEEMGAON K.N.1",881,639,0,1520,569,366,0,935,933,0,102,12,305,470,4,0,1,0,1,1,2,2,3,6,1,4,2,1,3,12,3,935
29,"PRIMARY SCHOOL NEEMGAON K.N.2",768,602,0,1370,553,360,0,913,600,0,71,16,14,768,3,1,0,1,0,0,1,5,7,2,1,6,2,0,0,12,3,913
30,"PRIMARY SCHOOL SAKARWA K.N.1",625,526,0,1151,462,349,0,811,811,0,9,13,223,524,4,3,1,0,0,0,0,2,1,5,1,4,1,2,2,13,3,811
31,"PRIMARY SCHOOL SAKARWA K.N.2",618,547,0,1165,464,370,0,834,22,0,18,11,4,769,6,1,2,0,0,0,3,2,0,0,1,1,4,0,2,9,1,834
32,"PRIMARY SCHOOL MALSARAI",813,698,0,1511,637,489,0,1126,1125,0,20,603,192,294,3,1,0,1,0,5,2,0,0,1,1,0,2,1,0,0,0,1126
33,"PRIMARY SCHOOL SAKITARA",463,345,0,808,261,205,0,466,266,0,3,22,93,321,5,0,0,0,1,1,1,3,2,0,3,4,0,0,0,6,1,466
34,"PRIMARY SCHOOL HARIPURA",622,455,0,1077,336,236,0,572,572,0,7,27,19,464,9,3,0,1,1,1,3,4,2,0,2,7,1,1,4,13,3,572
35,"PRIMARY SCHOOL NAGLA SANKI",376,272,0,648,240,221,0,461,461,0,8,29,287,119,5,0,0,0,0,0,0,0,0,3,0,0,1,2,3,3,1,461
36,"PRIMARY SCHOOL GANTHAULI K.N.1",540,489,0,1029,361,326,0,687,685,0,2,1,280,391,8,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,687
37,"PRIMARY SCHOOL GANTHAULI K.N.2",298,263,0,561,220,187,0,407,407,0,2,2,9,377,4,0,0,0,0,0,1,0,1,1,0,4,0,0,0,3,3,407
38,"PRIMARY SCHOOL GANTHAULI K.N.3",612,554,0,1166,467,389,0,856,856,0,18,10,8,797,1,0,1,0,0,0,0,0,4,0,0,1,0,1,3,10,2,856
39,"PRIMARY SCHOOL NAGLA  GANTHAULI NAGLA CHAMARAN",251,240,0,491,201,201,0,402,370,0,1,1,373,6,0,0,0,0,0,0,0,0,0,3,0,1,1,1,14,1,0,402
40,"J.H.S JATIPURA K.N.1",546,425,0,971,407,280,0,687,80,0,5,3,161,475,5,0,0,1,1,0,0,3,8,0,1,3,1,3,1,14,2,687
41,"J.H.S JATIPURA K.N.2",476,364,0,840,355,239,0,594,394,0,33,15,2,495,4,1,0,0,0,1,0,0,2,0,1,8,1,2,3,25,1,594
42,"J.H.S JATIPURA K.N.3",673,518,0,1191,539,302,0,841,641,0,3,129,62,596,14,1,0,0,2,4,2,3,5,2,0,4,3,1,1,9,0,841
43,"PRIMARY SCHOOL BHEEM NAGAR BHAG ANYUR",739,625,0,1364,537,439,0,976,576,0,8,16,596,291,2,1,0,1,1,1,1,4,6,4,6,11,5,1,12,8,1,976
44,"PRIMARY SCHOOL ANYUR K.N. 1",708,543,0,1251,491,305,0,796,6,0,101,16,4,653,4,1,0,0,0,1,1,2,3,0,2,1,0,0,1,6,0,796
45,"PRIMARY SCHOOL ANYUR K.N.2",239,215,0,454,184,145,0,329,329,0,29,4,0,279,3,1,0,1,0,1,0,0,1,0,0,2,1,1,0,5,1,329
46,"PRIMARY SCHOOL ANYUR K.N. 3",896,643,0,1539,609,419,0,1028,600,0,13,9,7,932,3,1,1,1,0,0,0,9,8,3,1,13,1,1,0,22,3,1028
47,"PRIMARY SCHOOL MAHADPUR",643,504,0,1147,369,295,0,664,500,0,10,27,129,467,10,0,1,0,0,1,0,1,1,1,0,3,0,0,1,12,0,664
48,"PRIMARY SCHOOL NAGLA SEU",317,227,0,544,201,140,0,341,307,0,5,14,185,117,5,1,1,0,0,0,0,2,1,2,0,2,3,0,3,0,0,341
49,"R.I.K.GOVARDHAN K.N.1",750,662,0,1412,538,358,0,896,896,0,14,51,77,725,9,0,1,1,0,0,1,3,4,0,1,0,3,0,0,3,3,896
50,"R.I.K.GOVARDHAN K.N. 2",685,571,0,1256,506,320,0,826,826,0,12,87,8,685,9,1,2,0,0,0,0,4,1,0,1,2,0,2,0,10,2,826
51,"R.I.K.K.3 GOVARDHAN",451,396,0,847,303,245,0,548,348,0,8,102,60,349,9,2,0,0,0,1,1,1,2,0,2,0,2,0,0,8,1,548
52,"R.I.K.K.4 GOVARDHAN",918,734,0,1652,659,468,0,1127,1125,0,59,153,24,833,13,1,0,2,1,1,0,4,4,0,1,2,4,1,1,21,2,1127
53,"R.I.K.K.5 GOVARDHAN",659,579,0,1238,494,343,0,837,10,0,22,76,20,680,6,0,0,0,0,1,0,1,5,0,1,0,3,0,0,21,1,837
54,"PRIMARY SCHOOL GOVARDHAN K.N.1",808,640,1,1449,454,318,0,772,769,0,10,64,45,599,11,1,0,1,0,0,0,1,0,0,2,2,4,2,0,28,2,772
55,"PRIMARY SCHOOL GOVARDHAN K.N.2",429,359,0,788,275,201,0,476,476,0,4,44,4,399,6,0,0,0,1,0,1,0,0,0,0,0,1,1,1,13,1,476
56,"PRIMARY SCHOOL GOVARDHAN K.N.3",548,378,1,927,341,223,0,564,564,0,4,33,9,488,3,0,0,0,1,2,2,1,2,0,0,0,0,0,4,13,2,564
57,"J.H.S GOVARDHAN K.N.1",797,606,0,1403,526,353,0,879,875,0,6,49,155,629,7,2,0,1,1,1,0,0,6,1,3,10,0,1,1,5,1,879
58,"J.H.S GOVARDHAN K.N.2",640,476,0,1116,395,282,0,677,477,0,15,28,96,500,9,0,0,1,0,1,2,1,2,1,2,4,1,0,1,9,4,677
59,"J.H.S GOVARDHAN K.N.3",433,388,0,821,288,219,0,507,504,0,12,17,83,362,9,0,1,0,0,2,2,4,1,1,1,3,0,0,0,6,3,507
60,"J.H.S GOVARDHAN K.N.4",747,585,0,1332,458,287,0,745,31,0,104,66,24,523,5,0,0,0,1,1,0,0,0,0,0,2,3,2,0,10,4,745
61,"J.H.S GOVARDHAN K.N.5",179,145,0,324,122,67,0,189,183,0,23,49,5,105,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,189
62,"J.H.S GOVARDHAN K.N.6",715,600,0,1315,420,320,0,740,735,0,6,27,304,368,18,0,0,0,1,0,0,0,0,2,1,5,2,0,0,5,1,740
63,"PRIMARY SCHOOL RADHAKUND PRATHAM K.N.1",565,405,0,970,357,208,0,565,565,0,12,22,6,499,4,1,0,1,0,0,0,0,3,0,1,0,1,0,1,14,0,565
64,"PRIMARY SCHOOL RADHAKUND PRATHAM K.N.2",396,336,0,732,239,206,0,445,138,0,27,25,5,368,3,2,0,1,2,0,0,1,0,1,1,1,1,1,2,4,0,445
65,"J.H.S RADHAKUND K.N. 1",535,387,0,922,302,193,0,495,70,0,23,164,17,271,1,1,2,0,0,3,1,0,2,0,1,0,2,0,3,3,1,495
66,"J.H.S RADHAKUND K.N. 2",430,361,0,791,284,207,0,491,200,0,21,17,13,407,11,1,2,0,0,1,0,1,3,1,0,1,1,0,1,8,2,491
67,"J.H.S RADHAKUND K.N. 3",509,425,0,934,293,222,0,515,515,0,24,16,96,346,9,1,1,0,0,0,0,2,0,2,2,1,0,0,3,12,0,515
68,"PRIMARY SCHOOL IIND RADHAKUND",706,528,0,1234,462,299,0,761,51,0,46,15,385,279,3,0,1,2,0,1,0,3,2,2,0,2,1,1,8,10,0,761
69,"PRIMARY SCHOOL KONAI",804,641,0,1445,506,389,0,895,895,0,74,36,196,530,7,2,4,3,1,2,1,4,3,0,4,7,0,2,3,15,1,895
70,"PRIMARY SCHOOL JULHAINDI",733,594,0,1327,526,413,0,939,939,0,12,14,117,763,9,0,0,0,0,0,1,4,3,2,1,0,0,1,2,9,1,939
71,"J.H.S JIKHANGAON K.N.1",686,528,0,1214,438,289,0,727,725,0,52,9,376,245,5,1,0,0,1,1,2,0,2,1,1,4,2,2,4,17,2,727
72,"J.H.S JIKHANGAON K.N.2",455,376,0,831,342,233,0,575,575,0,106,48,3,391,5,0,0,1,0,0,0,0,0,0,0,0,2,1,1,16,1,575
73,"PRIMARY SCHOOL NAGLA PARMODARIYA",199,178,0,377,146,163,0,309,5,0,0,1,299,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,309
74,"PRIMARY SCHOOL BASOTI",609,545,0,1154,471,390,0,861,737,0,112,77,71,530,8,1,4,0,1,2,2,2,7,7,0,6,3,7,4,10,7,861
75,"PRIMARY SCHOOL PAHALVARIYA",293,257,0,550,270,231,0,501,301,0,0,0,486,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,501
76,"PRIMARY SCHOOL MUKHRAI",807,704,0,1511,480,394,0,874,874,0,14,119,205,497,2,0,0,2,0,4,0,2,3,1,1,1,1,2,6,12,2,874
77,"PRIMARY SCHOOL JAMUNAVATA",254,232,0,486,202,177,0,379,367,0,38,2,3,299,2,0,0,1,0,2,1,3,4,1,3,4,0,2,5,9,0,379
78,"PRIMARY SCHOOL PALIBRAHAMANAN",590,488,0,1078,419,296,0,715,25,0,5,8,9,652,6,3,0,0,0,1,1,3,6,0,1,5,0,4,1,9,1,715
79,"A.J.I.K.ARING K.N. 1",648,558,0,1206,433,295,0,728,728,0,6,49,84,548,4,0,0,0,1,3,2,1,3,0,1,0,5,2,3,12,4,728
80,"A.J.I.K.ARING K.N. 2",392,337,0,729,267,193,0,460,460,0,10,67,22,328,4,1,0,0,0,3,1,2,3,0,1,4,5,1,1,4,3,460
81,"A.J.I.K.ARING K.N. 3",529,478,0,1007,296,380,0,676,676,0,18,36,384,215,9,0,0,1,0,1,0,0,4,1,0,2,1,0,2,1,1,676
82,"A.J.I.K.ARING K.N. 4",465,391,0,856,358,258,0,616,616,0,3,5,585,15,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,616
83,"A.J.I.K.ARING K.N. 5",273,231,0,504,161,111,0,272,272,0,3,26,209,28,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,272
84,"A.J.I.K.ARING K.N. 6",651,550,0,1201,437,342,0,779,779,0,61,186,385,87,5,1,1,0,1,4,0,1,2,9,2,11,4,6,5,7,1,779
85,"R.I.K.ARING K.N.1",733,621,0,1354,505,332,0,837,837,0,13,176,80,524,3,1,0,0,0,0,1,0,0,0,2,0,5,2,3,26,1,837
86,"R.I.K.ARING K.N.2",691,621,0,1312,484,362,0,846,244,0,314,53,93,362,2,0,1,0,0,0,0,1,0,2,3,3,2,2,2,5,1,846
87,"PRIMARY SCHOOL RAMPUR",612,504,0,1116,379,240,0,619,419,0,13,115,29,450,3,0,0,1,0,0,0,1,3,0,1,0,2,0,0,1,0,619
88,"PRIMARY SCHOOL BHAWANPURA K.N.1",479,397,0,876,397,312,0,709,609,0,1,565,2,126,0,1,0,0,1,2,0,1,0,1,1,0,3,2,0,3,0,709
89,"PRIMARY SCHOOL BHAWANPURA K.N.2",514,441,0,955,369,250,0,619,619,0,3,334,98,158,0,2,0,0,1,1,0,1,0,3,5,2,5,2,3,1,0,619
90,"PRIMARY SCHOOL PENTHA",773,651,0,1424,486,364,0,850,11,0,12,19,198,608,1,0,0,0,0,0,0,1,2,1,0,0,1,0,2,5,0,850
91,"J.H.S PENTHA",749,663,0,1412,528,407,0,935,295,0,14,157,22,714,9,0,0,0,0,4,0,1,3,1,1,2,1,0,0,5,1,935
92,"J.H.S KAUNTHARA",736,603,0,1339,424,337,0,761,761,0,8,471,82,182,0,0,0,0,0,2,0,0,2,0,1,0,4,4,3,1,1,761
93,"PRIMARY SCHOOL NAGLA SHERA.",268,242,0,510,189,145,0,334,300,0,1,259,7,56,0,0,0,1,1,2,0,0,0,0,0,2,3,1,0,1,0,334
94,"PRIMARY SCHOOL NAGLA DEVIYA  K.N 1",431,400,0,831,304,223,0,527,367,0,13,352,50,103,2,0,0,1,0,2,0,0,0,1,0,0,1,0,0,2,0,527
95,"PRIMARY SCHOOL NAGLA DEVIYA  K.N 2",525,453,0,978,437,354,0,791,778,0,6,697,7,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,791
96,"J.H.S BACHHGAON K.N.1",839,651,0,1490,588,416,0,1004,1004,1,1,598,262,126,1,0,0,0,0,3,0,0,0,1,1,1,2,4,2,2,0,1004
97,"J.H.S BACHHGAON K.N.2",516,401,0,917,394,255,0,649,30,0,7,445,4,167,2,1,0,2,0,3,0,1,0,0,2,1,3,5,0,5,1,649
98,"J.H.S. BACHGAON K.N. 3",648,482,0,1130,482,319,0,801,801,0,2,522,28,223,0,0,0,0,0,8,0,0,1,1,2,0,2,1,0,10,1,801
99,"PRIMARY SCHOOL BACHHGAON",834,685,0,1519,504,360,0,864,864,0,2,351,186,276,7,1,1,1,0,5,0,3,5,3,3,2,6,0,3,7,2,864
100,"PRIMARY SCHOOL NAGLA SAWLA  BHAG BACHGAON",687,546,0,1233,422,313,0,735,335,0,38,284,73,326,2,0,0,0,0,1,0,0,2,1,0,0,3,0,1,4,0,735
101,"PRIMARY SCHOOL NAGLA  MADA",366,281,0,647,278,183,0,461,412,0,1,205,43,195,1,0,1,1,0,2,0,0,0,2,0,0,5,2,0,3,0,461
102,"PRIMARY SCHOOL NAGLA DHANIYA",433,381,0,814,300,237,0,537,437,0,2,337,18,156,4,0,0,0,0,5,0,2,2,2,1,0,5,3,0,0,0,537
103,"J.U.M.V.NAGLA  JANGALI BHAG NAINUPATTI",588,484,0,1072,472,329,0,801,13,0,1,664,57,68,2,0,0,3,1,0,1,0,0,0,0,1,2,1,0,0,0,801
104,"PRIMARY SCHOOL NAGLA BHAG NAINUPATTI K.N.1",241,176,0,417,162,97,0,259,235,0,1,109,100,33,0,0,0,0,0,1,1,0,1,0,0,1,3,1,4,3,1,259
105,"PRIMARY SCHOOL NAGLA JANGALI BHAG NAINUPATTI.K.N.2",365,299,0,664,241,140,0,381,181,0,2,250,6,116,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,381
106,"PRIMARY SCHOOL DOMPURA",441,377,0,818,296,253,0,549,541,0,10,319,42,153,11,0,0,0,0,3,0,0,0,0,1,0,5,1,2,2,0,549
107,"PRIMARY SCHOOL NAINUKALAN",458,376,0,834,317,224,0,541,100,0,4,179,66,277,1,1,0,0,1,2,0,3,0,1,2,0,1,0,1,2,0,541
108,"PRIMARY SCHOOL NAGLA AKKHA",597,433,0,1030,410,302,0,712,695,0,2,397,39,258,3,0,0,0,0,1,0,0,0,0,1,0,2,1,0,8,0,712
109,"PRIMARY SCHOOL AHMAL K.N.1",738,601,0,1339,534,416,0,950,250,0,26,559,157,164,6,1,1,0,1,5,1,1,0,3,2,1,8,6,4,3,1,950
110,"PRIMARY SCHOOL AHMAL K.N. 2",212,173,0,385,161,119,0,280,2,0,2,197,13,57,0,0,0,0,0,1,0,1,0,0,0,0,5,3,0,1,0,280
111,"PRIMARY SCHOOL  AHMAL KHURD NAGLA SHISHRAM",467,415,0,882,387,331,0,718,42,0,0,559,90,55,3,1,0,0,0,0,0,0,0,1,0,0,1,5,2,1,0,718
112,"PRIMARY SCHOOL NAGLA ADDA",549,481,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"K.B.S.SAUNKH K.N.1",507,439,0,946,341,274,0,615,49,0,1,216,118,256,5,1,0,1,0,4,1,0,2,0,0,2,5,0,0,2,1,615
114,"K.B.S.SAUNKH K.N.2",656,559,0,1215,440,307,0,747,452,0,8,248,7,449,6,1,0,0,1,3,0,1,0,0,2,0,7,4,0,9,1,747
115,"MAHATMA GANDHI INTER COLLEGE SAUNKH K.N 1",460,433,0,893,329,279,0,608,598,0,0,37,13,544,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,0,608
116,"MAHATMA GANDHI INTER COLLEGE SAUNKH K.N 2",472,410,0,882,314,250,0,564,562,0,3,200,51,276,2,0,1,1,0,1,1,3,2,3,3,1,7,2,2,5,0,564
117,"MAHATMA GANDHI INTER COLLEGE SAUNKH K.N 3",856,710,0,1566,585,424,0,1009,709,0,10,233,14,694,8,0,0,1,0,1,0,3,5,0,1,2,7,5,2,20,3,1009
118,"MAHATMA GANDHI INTER COLLEGE SAUNKH K.N 4",595,485,0,1080,404,297,0,701,701,0,2,200,250,220,1,2,0,0,0,2,0,2,0,3,1,4,2,2,1,7,2,701
119,"PRIMARY SCHOOL NAGLA TASIYA",388,341,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"PRIMARY SCHOOL NAGLA ASHA",375,326,0,701,277,252,0,529,529,0,0,190,179,146,2,0,0,0,1,1,1,0,1,0,0,3,0,2,2,1,0,529
121,"PRIMARY SCHOOL AJAL",238,212,0,450,178,151,0,329,152,0,0,163,23,134,0,1,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,329
122,"PRIMARY SCHOOL MALHU",781,620,0,1401,537,402,0,939,932,0,5,394,180,321,3,1,0,2,0,3,1,2,2,4,3,0,3,3,5,7,0,939
123,"PRIMARY SCHOOL BHUNDAN",245,208,0,453,184,139,0,323,323,0,0,216,54,46,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,323
124,"PRIMARY SCHOOL NAGLA SYOBA",625,504,0,1129,427,339,0,766,740,0,5,472,45,225,2,0,0,2,0,2,0,0,1,1,0,1,5,1,1,3,0,766
125,"PRIMARY SCHOOL BORPA",747,603,0,1350,496,432,0,928,628,0,17,634,39,220,0,1,0,0,0,5,1,0,0,0,0,1,5,2,0,1,2,928
126,"PRIMARY SCHOOL NAGLA SAUNSA",515,431,0,946,393,305,0,698,698,0,21,15,228,399,3,0,1,0,0,0,0,0,3,1,0,3,0,1,8,14,1,698
127,"PRIMARY SCHOOLNAGLA UDAPURA",316,258,0,574,216,205,0,421,421,0,3,162,7,196,5,1,2,0,1,7,1,0,1,0,2,2,10,0,2,17,2,421
128,"PRIMARY SCHOOL MADHURIKUND",891,707,0,1598,606,461,0,1067,20,0,26,184,203,623,4,0,0,1,0,5,0,0,3,1,2,5,3,1,1,3,2,1067
129,"PRIMARY SCHOOL KHAMINI K.N.1",745,680,0,1425,512,397,0,909,709,0,99,100,264,401,2,1,1,3,1,3,2,4,3,3,0,3,2,0,1,11,5,909
130,"PRIMARY SCHOOL KHAMINI K.N.2",746,578,0,1324,534,359,0,893,793,0,28,35,298,504,3,2,1,0,0,1,0,2,2,1,1,1,4,1,0,8,1,893
131,"PRIMARY SCHOOL JACHAUNDA",791,651,0,1442,631,460,0,1091,582,0,22,15,162,834,13,2,0,3,0,1,0,4,5,0,0,4,4,1,3,17,1,1091
132,"PRIMARY SCHOOL RAMNAGAR",330,272,0,602,269,206,0,475,474,0,2,325,2,132,0,0,0,0,0,1,0,0,2,0,0,2,3,3,0,3,0,475
133,"PRIMARY SCHOOL TOSH K.N.1",557,437,0,994,415,287,0,702,250,0,2,9,19,650,0,0,0,0,0,0,0,2,3,0,0,2,2,0,2,11,0,702
134,"PRIMARY SCHOOL TOSH K.N.2",469,384,0,853,344,232,0,576,576,0,1,1,223,338,1,0,0,0,1,0,0,1,2,1,0,1,1,0,4,1,0,576
135,"PRIMARY SCHOOL SAKNA",419,325,0,744,252,196,0,448,448,0,2,68,121,240,2,2,0,1,0,1,0,1,0,0,0,3,0,0,0,6,1,448
136,"KRISHAK MAJDUR LAGHU M.V.NAGLA MAURA",637,503,0,1140,445,369,0,814,15,0,14,409,6,347,4,0,0,0,2,2,1,1,1,0,5,2,7,5,1,4,3,814
137,"PRIMARY SCHOOL MAURA",885,669,0,1554,630,473,0,1103,603,0,6,48,451,491,8,0,1,0,2,4,3,1,2,5,6,10,7,2,17,24,15,1103
138,"PRIMARY SCHOOL FENCHARI",884,690,0,1574,651,463,0,1114,1113,0,45,458,371,206,3,1,2,0,1,2,0,5,1,2,3,0,2,3,4,3,2,1114
139,"PRIMARY SCHOOL ARHERA",598,507,0,1105,472,330,0,802,7,0,9,70,181,511,9,0,1,0,0,0,1,1,2,0,1,0,3,0,4,7,2,802
140,"PRIMARY SCHOOL BATI K.N.1",618,513,0,1131,457,301,0,758,17,0,23,7,11,695,1,0,1,0,0,0,1,0,4,1,0,2,1,1,1,9,0,758
141,"PRIMARY SCHOOL BATI K.N.2",402,299,1,702,286,208,0,494,494,0,10,31,78,366,2,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,0,494
142,"PRIMARY SCHOOL  BATI K.N. 3",819,675,0,1494,457,627,0,1084,684,0,6,18,662,385,0,0,0,2,0,0,0,1,2,3,0,2,0,0,1,1,1,1084
143,"KANYA PRIMARY SCHOOL BATI K.N.1",560,499,0,1059,432,314,0,746,746,0,60,64,26,577,8,0,0,0,0,1,0,1,0,0,1,1,1,0,0,5,1,746
144,"KANYA PRIMARY SCHOOL BATI K.N.2",429,391,0,820,344,278,0,622,22,0,14,65,112,415,3,0,0,0,0,0,0,0,1,2,2,0,0,0,1,6,1,622
