"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
306,"PR. SCHOOL GAMALPUR PEEREROOM NO.1",304,250,0,554,214,185,0,399,399,0,8,88,288,3,3,1,0,0,0,1,0,2,1,3,0,1,399
307,"PR.SCHOOL BHAMANEEPUR KHARUO ROOM NO.1",604,440,0,1044,362,307,0,669,669,0,386,242,5,1,0,5,0,0,3,0,1,1,4,1,7,13,669
308,"PR.SCHOOL BHAWANIPUR KHAIRU ROOM NO.2",507,683,0,1190,273,377,0,650,650,0,423,204,5,1,0,1,0,1,0,0,2,0,5,1,1,6,650
309,"PR.SCHOOL BHAWANIPUR KHAIRU 1",563,477,0,1040,287,331,0,618,618,0,416,182,1,0,1,2,0,0,0,0,0,0,2,1,1,12,618
310,"U.PR.SCHOOL BHAWANIPUR KHAIRU ROOM NO.2",548,460,0,1008,254,247,0,501,499,0,399,83,8,0,0,0,1,1,1,1,1,2,1,0,0,3,501
311,"PR.SCHOOL EAST PART BHAWANIPUR KHALLI ROOM NO.1",602,441,0,1043,292,248,0,540,540,0,335,149,33,1,1,1,0,0,1,0,1,1,2,4,2,9,540
312,"PR.SCHOOL EAST PART BHAWANIPUR KHALLI ROOM NO.2",569,520,0,1089,252,190,0,442,442,0,241,159,20,1,2,1,1,1,0,0,3,0,0,2,4,7,442
313,"PR.SCHOOL WEST PART BHAWANIPUR KHALLI ROOM NO.3",692,457,0,1149,352,252,0,604,604,0,311,251,7,1,0,0,2,0,2,0,3,1,4,3,4,15,604
314,"PR.SCHOOL WEST PART BHAWANIPUR KHALLI ROOM NO.4",580,532,0,1112,262,247,0,509,509,0,305,170,4,2,0,0,2,0,2,1,0,1,5,2,6,9,509
315,"PR.SCHOOL HINDOOR ROOM NO.1",578,493,0,1071,419,311,0,730,730,0,390,314,11,2,1,1,1,0,0,1,0,5,0,0,2,2,730
316,"PR.SCHOOL HINDOOR ROOM NO.2",547,578,0,1125,338,369,0,707,707,0,326,362,1,1,0,1,2,0,0,0,1,11,0,0,0,2,707
317,"PR.SCHOOL ALHADADPUR DHOWAE ROOM NO.1",589,472,0,1061,434,298,0,732,732,0,31,658,35,1,0,1,1,1,1,0,0,0,0,1,2,0,732
318,"PR.SCHOOL ALHADADPUR DHOWAI ROOM NO.2",489,371,0,860,237,133,0,370,370,0,73,250,34,0,0,1,2,0,1,1,0,1,0,0,1,6,370
319,"PR.SCHOOL SUJAWALI ROOM NO.1",574,428,0,1002,337,219,0,556,555,0,132,274,109,1,2,0,0,1,3,1,2,2,5,7,7,10,556
320,"PR.SCHOOL SUJAWALI ROOM NO.2",587,437,0,1024,283,131,0,414,414,0,26,250,108,0,3,4,1,3,2,0,1,0,2,1,7,6,414
321,"PR.SCHOOL NSIRPUR TAPPA MALSAI ROOM NO.1",420,345,0,765,234,166,0,400,400,0,99,134,151,2,2,1,1,1,2,0,1,0,1,2,2,1,400
322,"PR.SCHOOL RASOOLPUR TAPPA MALSAI ROOM NO.1",692,540,0,1232,380,260,0,640,640,0,147,409,64,0,1,0,1,0,0,1,0,2,3,0,7,5,640
323,"PR.SCHOOL EAST PART NADAYAL ROOM NO.1",493,392,0,885,266,193,0,459,459,0,187,242,10,1,2,1,3,0,1,0,0,1,0,0,1,10,459
324,"PR.SCHOOL EAST PART NADAYAL ROOM NO.2",410,456,0,866,166,175,0,341,341,0,140,195,3,0,0,0,1,0,0,1,0,0,1,0,0,0,341
325,"PR.SCHOOL WEST PART NADAYAL ROOM NO.3",448,366,0,814,238,241,0,479,479,0,187,276,7,0,0,2,2,0,0,1,0,0,2,1,0,1,479
326,"U.PR.SCHOOL NADAYAL ROOM NO.1",354,403,0,757,103,119,0,222,160,0,94,117,3,3,1,0,1,0,0,1,0,0,1,0,0,1,222
327,"U.PR.SCHOOL NADAYAL ROOM NO.2",811,714,0,1525,473,440,0,913,913,0,383,471,25,2,2,2,0,2,0,2,1,2,4,2,6,9,913
328,"PR.SCHOOL WAJIDPUR ROOM NO.1",520,392,0,912,283,229,0,512,512,0,217,266,15,0,1,0,0,0,0,2,0,0,2,0,5,4,512
329,"PR.SCHOOL BHOYAS ROOM NO.1",700,493,0,1193,372,251,0,623,620,0,111,122,363,1,1,0,0,0,5,0,1,0,5,6,4,4,623
330,"PR.SCHOOL BHOYAS ROOM NO.2",534,426,0,960,229,174,0,403,400,0,190,113,69,1,0,0,0,0,8,2,0,3,7,2,2,6,403
331,"PR.SCHOOL SILHARI ROOM NO.1",666,572,0,1238,564,488,0,1052,1052,0,3,1017,28,0,0,0,0,0,0,0,0,0,0,1,1,2,1052
332,"PR.SCHOOL MADARPUR ROOM NO.1",557,532,0,1089,407,224,0,631,631,0,32,491,79,1,1,2,1,1,0,0,2,1,2,5,7,6,631
333,"PR.SCHOOL JATKI ROOM NO.1",768,657,0,1425,425,317,0,742,742,0,208,334,168,5,2,1,1,0,4,2,2,1,3,3,1,7,742
334,"PR.SCHOOL SHAMASPUR KUVRI ROOM N0.1",565,480,0,1045,378,236,0,614,614,0,26,505,34,0,1,4,2,4,1,1,3,4,6,4,12,7,614
335,"VIKAS KHAND BAITHAK ROOM DEHGAWAN",458,387,0,845,283,196,0,479,479,0,51,164,234,1,2,0,0,0,1,1,1,3,7,7,3,4,479
336,"VIKAS KHAND PICHDA WARG NIdhI ROOM",589,420,0,1009,303,203,0,506,505,0,65,319,106,2,0,1,0,0,0,0,0,1,2,6,1,3,506
337,"BILOK RISORS CENTER NAVIN BHAVAN DEHGAWAN",426,395,0,821,258,187,0,445,445,0,85,264,70,2,2,0,0,0,0,1,2,10,1,2,1,5,445
338,"ASHARFILAL INTER COLLEGE EAST PART DEHGAWAN ROOM NO.1",818,670,0,1488,448,298,0,746,746,0,87,441,169,2,0,4,1,1,2,1,1,3,4,8,8,14,746
339,"ASHARFILAL INTER COLLEGE EAST PART DEHGAWAN ROOM NO.2",459,391,0,850,329,228,0,557,556,0,8,356,161,0,2,1,1,1,2,1,2,2,4,3,6,7,557
340,"ASHARFILAL INTER COLLEGE WEST PART DEHGAWAN ROOM NO.3",533,447,0,980,285,219,0,504,504,0,8,161,328,1,1,0,0,0,0,0,0,1,1,1,1,1,504
341,"ASHARFILAL INTER COLLEGE WEST PART DEHGAWAN ROOM NO.4",769,617,0,1386,407,221,0,628,628,0,43,201,351,2,2,1,0,0,0,0,4,4,6,10,1,3,628
342,"PR.SCHOOL MOHAMMADPUR KOODAI ROOM NO.1",647,571,0,1218,464,362,0,826,826,0,30,717,72,1,0,1,1,1,0,0,0,0,1,0,0,2,826
343,"PR.SCHOOL SOBHANPUR",632,552,0,1184,424,208,0,632,632,0,40,429,134,1,3,2,3,0,0,0,0,0,2,4,4,10,632
344,"PR.SCHOOL DHARAMPUR TAPPA VAISH ROOM NO.1",843,666,0,1509,464,292,0,756,756,0,142,357,228,6,4,2,0,0,1,1,2,2,6,0,2,3,756
345,"PR.SCHOOL AANTAR ROOM NO.1",731,656,0,1387,416,298,0,714,714,0,102,204,388,6,2,1,1,0,1,0,1,3,0,4,0,1,714
346,"JR.H SCHOOL SERAI URF VIJAY GARI ROOM NO.1",544,453,0,997,242,239,0,481,481,0,123,137,207,0,0,1,0,0,0,0,0,1,5,3,0,4,481
347,"PR.SCHOOL BHIMPUR DOSTPUR ROOM NO.1",284,250,0,534,190,161,0,351,351,0,51,182,83,0,0,0,0,0,2,1,1,1,7,7,11,5,351
348,"PR.SCHOOL SIRSA KHURD ROOM NO. 1",703,583,0,1286,371,301,0,672,672,0,191,263,196,0,3,0,0,0,3,0,0,2,2,5,4,3,672
349,"PR.SCHOOL SHEKHUPURA ROOM NO.1",656,501,0,1157,484,393,0,877,877,0,26,357,467,5,2,0,3,0,0,0,3,0,4,2,5,3,877
350,"PR.SCHOOL PADARIYA ROOM NO.1",671,519,0,1190,398,308,0,706,706,0,90,108,461,5,3,1,3,2,4,0,2,9,5,5,3,5,706
351,"PR.SCHOOL RAMPUR TAPPA VAISH ROOM NO. 1",696,632,0,1328,369,340,0,709,709,0,170,314,195,4,4,1,0,0,4,0,1,11,1,0,1,3,709
352,"PR.SCHOOL DHEL ROOM NO. 1",359,285,0,644,178,175,0,353,353,0,75,133,131,0,0,1,2,0,2,0,0,0,2,2,5,0,353
353,"PR.SCHOOL BAIRPUR MANPUR ROOM NO.1",652,440,0,1092,317,218,0,535,535,0,145,205,158,1,3,2,0,1,0,2,1,0,3,4,7,3,535
354,"PR.SCHOOL SONBOORI ROOM NO.1",309,278,0,587,208,204,0,412,412,0,192,46,165,0,0,0,0,0,1,0,0,1,2,3,0,2,412
355,"PR.SCHOOL KUNWARPUR CHANDAN ROOM NO.1",502,427,0,929,322,230,0,552,552,0,100,97,320,5,3,0,1,0,6,1,0,1,1,10,5,2,552
356,"PR.SCHOOL HASANPUR TAPPA BAISH ROOM NO.1",471,367,0,838,286,240,0,526,526,0,201,95,201,5,2,0,2,0,2,1,2,2,2,4,2,5,526
357,"PR.SCHOOL KERAI SERAI ROOM NO.1",450,363,0,813,258,174,0,432,432,0,24,162,222,2,1,2,0,0,1,0,4,3,1,3,3,4,432
358,"PR.SCHOOL DIYORA SHEKHPUR ROOM NO.1",717,555,0,1272,411,291,0,702,702,0,153,252,241,5,3,3,2,1,1,0,2,5,11,10,3,10,702
359,"PR.SCHOOL DIYORA SHEKHPUR ROOM NO.2",416,302,0,718,203,101,0,304,304,0,7,132,146,4,1,1,1,1,1,0,2,0,2,1,1,4,304
360,"PR.SCHOOL MALPUR TATERA MUSTEHKAM ROOM NO.1",790,687,0,1477,417,366,0,783,783,0,195,352,213,4,0,1,0,2,2,1,0,0,3,2,2,6,783
361,"PR.SCHOOL MALPUR TATERA MUSTEHKAM ROOM NO.2",451,384,0,835,253,196,0,449,449,0,76,119,224,4,1,1,1,0,1,0,4,0,0,1,5,12,449
362,"PR.SCHOOL MALSAI YOSUFPUR MUSTEHKAM ROOM NO.1",520,342,0,862,311,188,0,499,499,0,18,144,306,3,3,1,0,0,5,1,0,2,3,8,0,5,499
363,"PR.SCHOOL MALSAI YOSUFPUR MUSTEHKAM ROOM NO.2",747,602,0,1349,247,380,0,627,627,0,13,199,366,8,3,1,0,0,3,0,0,0,5,13,5,11,627
364,"PR.SCHOOL TOTPUR KARSARI ROOM NO.1",507,354,0,861,305,183,0,488,488,0,40,334,93,1,1,1,0,1,0,2,1,2,4,3,4,1,488
365,"PR.SCHOOL SITHAULIYA PUKHTA ROOM NO.1",671,462,0,1133,513,300,0,813,811,0,93,416,265,3,3,1,0,0,2,0,0,1,10,11,5,3,813
366,"PR.SCHOOL DAKARA PUKHTA ROOM NO.1",509,383,0,892,430,271,0,701,701,0,6,688,6,0,0,0,0,0,0,0,0,0,0,1,0,0,701
367,"PR.SCHOOL BASAULIYA ROOM NO.1",624,496,0,1120,405,269,0,674,674,0,145,500,6,6,0,1,1,0,0,1,0,1,1,0,1,11,674
368,"PR.SCHOOL BASOOLYA ROOM NO.2",618,413,0,1031,372,186,0,558,558,0,69,392,75,2,3,0,2,0,1,1,2,1,2,2,3,3,558
369,"PR.SCHOOL DAKARA KHAM BASAULIYA ROOM NO.1",227,144,0,371,99,65,0,164,164,0,118,26,13,1,0,0,0,0,0,0,0,0,1,0,0,5,164
370,"PR.SCHOOL BAAZPUR ROOM NO.1",495,385,0,880,229,175,0,404,403,0,163,230,1,2,1,0,0,0,0,0,0,1,0,1,2,3,404
371,"PR.SCHOOL BAAZPUR ROOM NO.2",517,343,0,860,254,162,0,416,416,0,154,259,0,1,0,1,0,0,0,0,0,0,0,0,0,1,416
372,"PR.SCHOOL BAAZPUR EXTRA ROOM ROOM NO.2",600,410,0,1010,244,202,0,446,446,0,222,203,11,2,2,0,0,0,0,0,0,1,2,1,0,2,446
373,"PR.SCHOOL SHAHPUR TAHARKHERA ROOM NO.1",798,703,0,1501,508,426,0,934,934,0,799,109,0,0,0,2,1,0,0,0,1,0,2,3,0,17,934
374,"PR.SCHOOL ABHANPUR ROOM NO.1",716,597,0,1313,400,371,0,771,771,0,195,557,5,1,2,1,0,1,1,0,0,0,4,0,1,3,771
375,"PR.SCHOOL MUDARI SIDHARPUR ROOM NO.1",711,527,0,1238,525,360,0,885,885,0,159,611,80,1,1,2,0,0,0,0,1,3,5,2,12,8,885
376,"PR.SCHOOL GADAULIYA PATTI TASAUL ROOM NO.1",523,413,0,936,356,280,0,636,5,0,225,207,150,2,0,1,3,0,4,2,1,0,8,13,10,10,636
377,"PR.SCHOOL GADAULIYA PATTI TASAUL ROOM NO.2",440,446,0,886,281,244,0,525,10,0,353,99,69,1,0,2,0,0,0,0,0,0,0,0,0,1,525
378,"PR.SCHOOL RASOOLPUR VELA ROOM NO.1",478,393,0,871,326,222,0,548,8,0,39,264,218,2,1,0,0,0,1,0,0,1,4,10,3,5,548
379,"PR.SCHOOL RASOOLPUR VELA ROOM NO.2",517,368,0,885,270,129,0,399,1,0,77,205,92,1,0,1,0,2,2,0,1,2,3,6,3,4,399
380,"PR.SCHOOL DHAPAR ROOM NO.1",405,294,0,699,240,156,0,396,396,0,149,103,122,2,0,1,1,1,5,1,0,0,2,4,2,3,396
381,"PR.SCHOOL NAGLA VARAN ROOM NO.1",609,488,0,1097,248,158,0,406,159,0,15,100,276,1,4,0,0,0,5,0,0,0,0,3,1,1,406
