"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
54,"PR.SCHOOL ALLIPUR CHACHIPUR ROOM NO.2",481,414,0,895,285,268,0,553,553,0,77,160,289,3,1,4,0,0,2,0,2,2,4,6,2,1,553
55,"PR.SCHOOL EAST PART UGHAITI GARVI ROOM NO.1",712,577,0,1289,395,309,0,704,704,0,376,101,204,1,4,0,0,0,3,0,0,0,6,4,0,5,704
56,"PR.SCHOOL EAST PART UGHAITI GARVI ROOM NO.2",541,446,0,987,224,154,0,378,378,0,49,113,197,3,6,1,1,0,0,0,0,0,1,4,0,3,378
57,"PR.SCHOOL WEST PART UGHAITI GARVI ROOM NO.3",491,409,0,900,358,279,0,637,637,0,150,279,163,0,1,2,0,0,2,1,3,3,4,11,12,6,637
58,"JR.H. SCHOOL UGHAITI GARVI ROOM NO.1",529,469,0,998,338,266,0,604,600,0,127,165,277,2,3,1,1,0,1,2,4,1,4,6,4,6,604
59,"JR.H. SCHOOL UGHAITI GARVI ROOM NO.2",537,442,0,979,352,266,0,618,618,0,33,270,296,1,0,0,0,1,3,0,0,1,5,4,1,3,618
60,"PR.SCHOOL PIPRI ROOM NO.1",638,531,0,1169,397,249,0,646,646,0,222,116,256,4,0,28,1,2,1,0,1,2,1,8,4,0,646
61,"PR.SCHOOL RAYPUR KHURD ROOM NO.1",277,221,0,498,206,160,0,366,366,0,104,55,189,0,0,6,0,1,0,0,0,2,2,4,1,2,366
62,"PR.SCHOOL DHARAIRA ROOM NO.1",518,461,0,979,237,223,0,460,460,0,247,52,132,4,2,1,0,1,3,2,2,1,0,2,3,8,460
63,"PR.SCHOOL RAGHUNATHPUR ROOM NO.1",539,424,0,963,357,289,0,646,646,0,66,206,347,2,0,0,0,0,0,1,1,4,4,9,3,3,646
64,"SIDHBABA INTER COLLEGE SHARAH BARAULIYA ROOM NO.1",712,593,0,1305,390,318,0,708,704,0,196,170,315,1,3,1,1,0,0,0,2,1,3,4,4,7,708
65,"SIDHBABA INTER COLLEGE SHARAH BARAULIYA ROOM NO.2",893,696,0,1589,454,317,0,771,771,0,177,218,322,1,3,3,0,1,9,4,3,6,6,3,3,12,771
66,"PR.SCHOOL BEHTA GUSAI ROOM NO.1",784,661,0,1445,411,273,0,684,684,0,112,224,326,4,3,0,0,0,0,0,0,2,3,6,1,3,684
67,"PR.SCHOOL BEHTA GUSAI ROOM NO.1",791,648,0,1439,463,363,0,826,826,0,154,255,373,4,3,3,1,1,4,0,0,2,9,10,3,4,826
68,"ADARSH UCHTAR PR.SCHOOL BEHTA GUSAI ROOM NO.1",806,605,0,1411,418,314,0,732,732,0,98,403,207,0,2,1,1,1,1,0,2,2,2,3,4,5,732
69,"ADARSH JR.H.SCHOOL BEHTA GUSAI ROOM NO.2",732,584,0,1316,395,238,0,633,623,0,150,443,14,1,2,1,2,0,3,1,2,1,2,3,3,5,633
70,"PR.SCHOOL CCHOLAYAN ROOM NO.1",199,155,0,354,132,113,0,245,245,0,240,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,245
71,"PR.SCHOOL KESARPUR MAJRA SIRTAUL ROOM NO.1",309,239,0,548,204,159,0,363,363,0,351,2,0,0,0,0,0,0,0,0,0,0,1,0,1,8,363
72,"PR.SCHOOL SIRTAUL ROOM NO.1",660,523,0,1183,332,241,0,573,573,0,89,136,290,3,1,31,0,1,2,2,1,3,4,3,3,4,573
73,"PR.SCHOOL SIRTAUL ROOM NO.2",553,420,0,973,269,191,0,460,460,0,250,119,61,0,0,7,2,0,0,2,0,1,1,1,5,11,460
74,"PR.SCHOOL SERTOL ATEREKT KACH",511,407,0,918,175,123,0,298,298,0,99,110,84,0,1,1,0,1,0,0,0,0,0,1,0,1,298
75,"PR. SCHOOL DALOO ROOM NO.1",675,571,0,1246,398,311,0,709,709,0,121,306,176,2,0,49,3,0,3,2,5,5,8,12,8,9,709
76,"PR.SCHOOL  DALOO ROOM NO.2",283,246,0,529,141,113,0,254,254,0,8,67,111,2,5,47,1,1,2,0,1,1,3,3,0,2,254
77,"PR. SCHOOL DADOMAR ROOM NO.1",493,402,0,895,296,235,0,531,531,0,175,203,126,1,2,0,0,0,1,1,2,0,6,2,5,7,531
78,"PR.SCHOOL NAGLA TARUO ROOM NO. 1",489,378,0,867,301,217,0,518,516,0,76,226,165,3,2,18,1,1,7,0,2,2,6,5,2,2,518
79,"PR.SCHOOL FATAYNAGLA ROOM NO.1",343,302,0,645,256,233,0,489,489,0,389,82,8,0,0,0,1,0,0,0,0,0,2,1,0,6,489
80,"PR.SCHOOL BANRE DAKPURA ROOM NO.1",464,343,0,807,397,230,0,627,627,0,3,533,74,6,1,0,0,0,4,0,1,1,0,0,1,3,627
81,"PR.SCHOOL BANRE DAKPURA ROOM NO.2",308,240,0,548,204,102,0,306,205,0,31,183,85,0,0,0,0,0,1,0,0,2,1,2,0,1,306
82,"PR.SCHOOL DAKPURA ROOM NO.1",372,235,0,607,298,184,0,482,305,0,0,478,4,0,0,0,0,0,0,0,0,0,0,0,0,0,482
83,"PR.SCHOOL BADNUMEE ROOM NO.1",500,402,0,902,337,272,0,609,607,0,375,90,121,1,5,4,2,0,1,0,0,1,1,0,4,4,609
84,"PR.SCHOOL BADNUMEE ROOM NO.2",449,400,0,849,302,272,0,574,574,0,199,136,218,1,3,0,0,1,0,0,0,2,2,2,4,6,574
85,"PR.SCHOOL PINDAUL ROOM NO.1",608,526,0,1134,377,297,0,674,674,0,49,265,201,8,1,118,2,1,3,1,3,1,9,2,5,5,674
86,"PR.SCHOOL PINDAUL ROOM NO.2",598,522,0,1120,325,288,0,613,613,0,213,228,110,3,2,24,1,0,2,0,5,1,4,5,5,10,613
87,"PR.SCHOOL PENDOL ROOM NO.2",467,366,0,833,402,284,0,686,686,0,8,644,11,0,0,0,0,20,0,1,0,0,0,1,1,0,686
88,"PR.SCHOOL SARHA BAGHULE ROOM NO.1",814,626,0,1440,423,347,0,770,770,0,111,221,393,6,0,7,0,1,3,0,2,2,5,8,4,7,770
89,"PR.SCHOOL SARAH BAGHAULI ROOM NO.2",522,468,0,990,292,259,0,551,551,0,176,125,204,1,2,4,0,0,3,2,2,0,7,7,2,16,551
90,"PR.SCHOOL RAMPURYA MAGRA SARHA BAGHOLI ROOM NO. 1",282,217,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"PR.SCHOOL NARANYE ROOM NO. 1",215,211,0,426,86,83,0,169,169,0,30,18,107,1,1,0,1,0,0,0,1,0,2,2,2,4,169
92,"PR.SCHOOL RAGBROLEYA ROOM NO.1",683,608,0,1291,246,220,0,466,466,0,11,154,249,7,2,0,0,0,2,2,3,2,7,15,4,8,466
93,"JANTA ADARS ENTAR KALAG KEHTORA KUNDAN ROOM NO.1",808,685,0,1493,413,355,0,768,768,0,128,264,333,6,1,6,1,3,3,1,5,3,2,0,5,7,768
94,"JANTA ADARS ENTAR KALAG KEHTORA KUNDA ROOM NO. 2",884,705,0,1589,530,434,0,964,964,0,286,452,166,3,0,9,0,1,2,0,1,2,3,9,11,19,964
95,"JR.H.SCHOOL KHITAURA BHAGWANT ROOM NO.1",518,391,0,909,318,254,0,572,572,0,161,259,135,1,0,2,0,0,2,0,0,1,1,4,1,5,572
96,"JR.H.SCHOOL KHITAURA BHAGWANT ROOM NO.2",401,329,0,730,218,178,0,396,396,0,187,82,116,1,1,1,1,0,1,0,0,0,1,1,2,2,396
97,"PR.SCHOOL MAHLOLI ROOM NO.1",689,543,0,1232,499,309,0,808,808,0,231,442,42,2,2,38,1,2,2,3,3,1,11,7,12,9,808
98,"PR.SCHOOL RAFATPUR BANJRA ROOM NO.1",654,547,0,1201,445,300,0,745,745,0,56,508,143,1,3,1,0,3,1,1,1,1,4,8,8,6,745
99,"PR.SCHOOL RIYONAI DALAI ROOM NO.1",885,698,0,1583,429,332,0,761,761,0,319,223,163,2,2,3,3,0,1,3,0,2,6,5,5,24,761
100,"PR.SCHOOL RIYONAI DALAEI ROOM NO.2",443,374,0,817,244,187,0,431,430,0,23,270,124,1,1,0,0,0,1,1,1,0,1,3,3,2,431
101,"PR.SCHOOL RIYONAI DALAI EXTRA ROOM",605,463,0,1068,244,187,0,431,1,0,48,271,78,2,0,4,0,1,1,1,2,1,3,2,8,9,431
102,"UCH.PR. SCHOOL RIYONAI KUNDAN ROOM NO.1",438,388,0,826,248,209,0,457,57,0,13,315,109,0,1,0,0,0,0,0,5,0,5,4,2,3,457
103,"PR.SCHOOL KUVRI MAJRA SARAY SANWAL ROOM NO.1",280,232,0,512,204,171,0,375,75,0,131,131,102,3,0,0,0,1,0,0,0,0,1,1,1,4,375
104,"PR.SCHOOL SARAY SANWAL ROOM NO.1",414,359,0,773,345,209,0,554,9,0,4,402,135,3,0,1,1,0,0,0,0,0,2,1,3,2,554
105,"PR.SCHOOL SRAYA SABAL ROOM NO.2",348,275,0,623,291,153,0,444,165,0,127,220,91,0,1,0,1,1,0,0,1,0,0,1,0,1,444
106,"PR.SCHOOL BALA KISHANPUR ROOM NO.1",744,573,1,1318,601,407,0,1008,250,0,52,894,32,2,1,16,0,0,0,0,0,1,4,1,1,4,1008
107,"PR.BRVARA ROOM NO.1",377,344,0,721,276,277,0,553,1,0,479,48,16,0,0,0,0,0,0,0,1,2,2,0,0,5,553
108,"PR.GHANSOLI ROOM NO.1",561,431,0,992,336,275,0,611,10,0,288,241,72,1,0,0,0,1,0,0,0,1,2,1,1,3,611
109,"PR.KANGABA ROOM NO.1",438,327,0,765,228,189,0,417,417,0,264,28,107,0,0,1,0,1,2,1,0,4,1,2,0,6,417
110,"PR.GOGOOAYA ROOM NO.1",485,391,0,876,272,183,0,455,455,0,224,98,124,0,0,1,0,0,0,1,0,2,0,2,1,2,455
111,"PR. TETOLE ROOM NO.  1",456,366,0,822,344,290,0,634,634,0,190,289,132,1,0,2,2,0,1,1,0,2,1,5,5,3,634
112,"PR.MAHANAGAR ROOM NO.1",700,526,0,1226,681,471,0,1152,1152,0,45,1057,34,1,0,0,0,0,0,1,3,0,1,2,7,1,1152
113,"PR.SCHOOL LOTAHAR ROOM NO.1",421,329,0,750,295,233,0,528,528,0,84,240,177,1,2,0,0,0,2,2,3,1,0,8,6,2,528
114,"PR. SCHOOL MABLE ROOM NO.1",565,462,0,1027,374,325,0,699,699,0,177,183,307,3,1,4,0,0,2,3,1,0,3,10,3,2,699
115,"PR.SCHOOL MEVLI ROOM NO.2",607,439,0,1046,350,281,0,631,630,0,61,140,418,0,1,0,1,1,0,0,1,0,2,4,0,2,631
116,"PR.SCHOOL DAMMINAGAR MAJRA KHANDUA ROOM NO.1",300,230,0,530,231,171,0,402,402,0,63,299,26,3,1,1,0,0,1,0,0,0,1,2,5,0,402
117,"PR.SCHOOL MASOODPUR MAJRA KHANDUA ROOM NO.1",296,266,0,562,132,114,0,246,246,0,16,75,138,1,0,1,0,0,4,1,1,3,1,4,1,0,246
118,"JANTA HIGH SCHOOL EAST PART KHNDUA ROOM NO.1",493,380,0,873,336,202,0,538,538,0,20,279,201,2,2,2,2,1,1,1,1,3,4,9,6,4,538
119,"JANTA HIGH SCHOOL EAST PART KHANDUA ROOM NO.2",521,349,0,870,345,183,0,528,527,0,8,402,86,4,0,3,1,0,1,2,2,1,1,2,7,8,528
120,"JANTA HIGH SCHOOL WEST PART KHANDUA ROOM NO.3",500,386,0,886,297,212,0,509,509,0,55,270,171,0,2,2,1,0,0,0,1,0,0,2,2,3,509
121,"JANTA HIGH SCHOOL WEST PART KHANDUA ROOM NO.4",411,356,0,767,233,201,0,434,434,0,245,101,69,1,1,2,2,0,1,0,0,2,5,0,2,3,434
122,"UCH. PR.SCHOOL BHAWANIPUR MAJRA KHANDUA ROOM NO.1",299,210,0,509,174,121,0,295,295,0,50,103,129,0,1,2,1,0,1,1,0,0,2,2,1,2,295
123,"PR.SCHOOL BASANTNAGAR MAJRA KHANDUA ROOM NO.1",368,297,0,665,236,197,0,433,431,0,257,137,23,1,1,0,1,0,0,0,0,0,1,3,3,6,433
124,"PR.SCHOOL AMANABAD MAJRA KHANDUA ROOM NO.1",551,391,0,942,359,292,0,651,651,0,476,32,130,0,0,1,0,1,1,0,0,1,1,4,1,3,651
125,"PR.SCKOOL GURITHA ROOM NO.1",637,516,0,1153,459,294,0,753,753,0,106,591,29,0,1,0,0,0,2,0,0,1,1,7,6,9,753
126,"H.PR.SCHOOL SORHA ROOM NO.1",845,669,0,1514,311,396,0,707,706,0,277,252,148,1,0,1,1,1,3,1,0,1,8,2,5,6,707
127,"H.PR.SCHOOL SORHA ROOM NO.2",226,191,0,417,122,105,0,227,227,0,78,106,31,0,0,0,0,0,0,2,0,1,3,1,2,3,227
128,"PURV MADYAMIC SCHOOL KARIYAMAE EAST PART ROOM NO.1",481,388,0,869,295,207,0,502,501,0,13,228,244,3,1,2,0,0,2,0,0,1,0,4,1,3,502
129,"PURV MADYAMIC SCHOOL KARIYAMAE EAST PART ROOM NO.2",535,401,0,936,298,204,0,502,502,0,13,230,246,3,3,0,1,0,1,0,0,1,0,2,2,0,502
130,"PURV MADYAMIC SCHOOL KARIYAMAE WEST PART ROOM NO.3",511,373,0,884,278,162,0,440,440,0,57,235,127,0,1,0,0,0,2,0,2,1,3,6,3,3,440
131,"PURV MADYAMIC SCHOOL KARIYAMAE WEST PART ROOM NO.4",572,429,0,1001,243,165,0,408,407,0,248,83,57,0,1,0,0,0,0,0,1,1,0,1,5,11,408
132,"PR.SCHOOL UDAYPUR ROOM NO.1",180,144,0,324,128,95,0,223,223,0,42,50,120,1,0,1,2,0,0,0,1,2,0,2,0,2,223
133,"PR.SCHOOL FIROZPUR GUMRAH ROOM NO.1",433,379,0,812,275,241,0,516,516,0,187,159,154,2,1,1,0,0,2,0,1,0,1,3,2,3,516
134,"PR.SCHOOL BHARATPUR ROOM NO.1",183,160,0,343,131,103,0,234,234,0,7,41,180,0,2,0,0,0,0,0,1,0,1,2,0,0,234
135,"PR.SHOOL KHUSHHALPUR ROOM NO.1",710,586,0,1296,403,276,0,679,679,0,36,406,188,0,3,6,0,0,4,2,2,0,7,9,6,10,679
136,"PR.SCHOOL PURDALPUR ROOM NO.1",583,445,0,1028,322,234,0,556,554,0,138,168,226,1,2,1,1,0,0,0,1,3,5,6,2,2,556
137,"PR.SCHOOL AGRAS ROOM NO.1",633,520,0,1153,296,261,0,557,557,0,209,51,256,5,2,1,0,0,2,2,4,1,5,7,2,10,557
138,"NAVIN PR.SCHOOL KOHRA ROOM NO.1",465,386,0,851,343,190,0,533,533,0,20,354,131,1,3,2,2,0,2,0,0,6,3,3,4,2,533
139,"PR.SCHOOL GARI KHANPUR ROOM NO.1",789,605,0,1394,441,330,0,771,771,0,144,202,373,4,0,1,1,0,4,4,2,0,8,10,10,8,771
140,"PR.SCHOOL SURAHI ROOM NO.1",672,530,0,1202,407,326,0,733,733,0,76,235,390,6,2,1,1,1,1,1,0,2,1,9,5,2,733
141,"PR.SCHOOL KISAIRA IBADULLANAGAR ROOM NO.1",867,633,0,1500,445,291,0,736,716,0,166,207,305,2,3,2,2,2,13,2,1,1,6,9,6,9,736
142,"PR.SCHOOL SUNDER NAGAR ROOM NO.1",681,517,0,1198,406,264,0,670,670,0,103,191,351,3,0,5,1,0,0,0,1,1,4,7,3,0,670
143,"PR.SCHOOL LASHKARPUR OIYA ROOM NO.1",703,496,0,1199,431,366,0,797,777,0,123,166,469,2,1,1,1,1,4,1,3,1,5,12,3,4,797
144,"PR.SCHOOL LASHKARPUR OIYA ROOM NO.2",652,531,0,1183,403,350,0,753,713,0,64,361,278,4,4,2,4,1,1,3,1,3,3,7,14,3,753
145,"PR.SCHOOL SADATPUR NACHNI ROOM NO.1",647,515,0,1162,421,305,0,726,722,0,21,376,296,1,2,1,0,0,2,0,1,3,2,7,8,6,726
146,"PR.SCHOOL NAUGAWAN ROOM NO.1",334,269,0,603,230,204,0,434,400,0,1,38,376,3,2,0,1,0,1,0,0,0,2,8,1,1,434
147,"PR.SCHOOL NADERI ROOM NO.1",588,502,0,1090,374,358,0,732,724,0,11,536,156,9,1,1,0,0,0,0,4,1,2,6,2,3,732
148,"PR.SCHOOL ACHALPUR ROOM NO.1",578,500,0,1078,334,274,0,608,590,0,14,136,419,6,2,2,2,1,3,0,0,1,2,8,5,7,608
149,"PR.SCHOOL BHAGWANTNAGAR ROOM NO.1",223,197,0,420,149,133,0,282,282,0,99,48,129,0,0,1,0,0,1,0,0,1,0,2,0,1,282
150,"PR.SCHOOL CHHITARPUR MEHROLA ROOM NO.1",574,438,0,1012,367,289,0,656,656,0,224,328,97,3,0,1,0,1,0,0,1,0,0,0,0,1,656
151,"PR.SCHOOL MAUJUDDI NAGAR ROOM NO.1",457,366,0,823,397,277,0,674,674,0,18,601,32,2,2,1,0,1,0,0,4,1,2,6,2,2,674
152,"PR.SCHOOL SADATNAGAR ROOM NO.1",323,261,0,584,236,191,0,427,427,0,1,156,262,2,0,0,0,1,0,0,0,2,0,3,0,0,427
