"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
432,"P.S. BADHAIPURVA",204,178,0,382,117,109,0,226,226,0,55,70,5,87,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,1,0,0,226
433,"P.S. NAINAJHALA",909,804,0,1713,615,470,0,1085,1085,0,1009,27,7,24,1,0,1,1,0,0,0,0,0,1,0,0,6,0,0,2,1,0,1,0,3,1,1085
434,"P.S. CHAMARSAN",215,209,0,424,131,128,0,259,200,0,29,147,7,67,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,259
435,"P.S. BHAGTA",594,547,0,1141,589,338,0,927,415,0,839,31,5,31,5,1,2,1,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,1,0,1,927
436,"P.S. JASUI DEVGHATA",363,296,0,659,236,245,0,481,231,0,446,15,0,14,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,481
437,"P.S. MATHURAPUR",426,312,0,738,215,201,0,416,397,0,231,45,5,116,1,0,1,0,2,0,0,0,2,0,0,5,1,1,0,3,1,0,0,2,0,0,416
438,"P.S. BELADEEH",310,252,0,562,245,174,0,419,419,0,284,31,4,90,1,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,419
439,"P.S. GHORAHI",198,199,0,397,95,109,0,204,193,0,14,88,6,87,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,1,204
440,"P.S. DIKTAULI",332,315,0,647,183,171,0,354,342,0,175,31,7,104,3,0,1,0,0,0,0,1,0,1,0,2,11,3,1,3,0,1,2,2,2,4,354
441,"P.S. KATKA",760,646,0,1406,400,384,0,784,500,0,164,246,11,283,5,2,2,2,3,11,1,1,3,4,7,5,6,4,1,3,0,0,3,3,10,4,784
442,"P.S. KATKA",227,196,0,423,111,114,0,225,225,0,167,19,1,11,1,0,0,0,1,1,0,0,0,2,1,10,2,1,0,1,0,0,1,0,1,5,225
443,"P.S. MAHUI",587,494,0,1081,343,305,0,648,648,0,418,138,5,49,2,0,0,3,0,2,0,0,3,1,1,6,8,4,0,0,0,1,1,3,0,3,648
444,"P.M.V. DHELUAKHOR",482,385,0,867,233,230,0,463,390,0,154,133,2,137,1,0,0,1,4,1,1,1,0,2,5,8,2,2,0,1,0,1,2,1,3,1,463
445,"P.S. GULRIHA STHIT GRAM TENUAMAFI",392,326,0,718,202,213,0,415,385,0,16,217,2,156,0,0,1,0,0,0,0,1,9,1,1,0,2,4,0,1,1,0,1,0,1,1,415
446,"A.B. KENDRA BASTI DEVA",206,142,0,348,117,104,0,221,105,0,148,56,1,10,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,221
447,"P.S. BHAGTHAN",496,451,0,947,284,318,0,602,587,0,207,318,6,50,6,0,0,1,1,0,0,0,0,1,2,1,1,3,1,1,1,0,1,1,0,0,602
448,"P.S. RAUTPAR",584,489,0,1073,387,233,0,620,620,0,315,136,11,76,6,0,1,0,0,0,0,1,62,0,1,0,1,1,2,0,2,1,1,1,1,1,620
449,"P.S. CHANDAHAR",490,385,0,875,265,197,0,462,419,0,127,74,15,220,2,1,1,1,0,1,1,1,0,1,0,1,3,0,4,1,0,0,0,0,7,1,462
450,"P.S. FARENDIYA",520,426,0,946,290,273,0,563,563,0,35,191,12,279,6,2,3,1,0,1,1,1,3,5,1,4,0,0,1,3,0,2,1,1,8,2,563
451,"P.S. NAHARDIH",384,316,0,700,205,187,0,392,392,0,39,125,7,200,2,0,1,2,0,2,1,0,10,0,1,0,0,0,0,0,0,1,0,0,0,1,392
452,"P.S. KODRA",643,517,0,1160,309,279,0,588,205,0,66,192,7,291,2,2,0,1,3,2,0,2,2,3,3,8,0,0,0,1,1,0,2,0,0,0,588
453,"PANCHAYAT BHAVAN POPYA",264,220,0,484,140,145,0,285,247,0,36,78,1,143,1,1,0,3,1,4,0,0,0,0,3,6,1,0,2,0,0,1,1,1,2,0,285
454,"P.S. PAKARDIHA",462,354,0,816,247,238,0,485,482,0,129,109,7,204,2,0,1,2,0,4,1,1,0,1,1,7,3,1,2,1,0,2,1,1,1,4,485
455,"P.S. KOLHUA",577,478,0,1055,276,247,0,523,522,0,29,251,5,218,3,0,1,1,0,2,0,1,2,2,1,0,0,2,1,1,0,0,0,0,2,1,523
456,"P.S. BARI",705,534,0,1239,342,272,0,614,614,0,92,123,13,340,4,0,0,0,1,0,2,2,6,0,0,2,4,2,0,2,4,2,1,2,10,2,614
457,"P.S. BHAROHIYA",354,251,0,605,188,145,0,333,185,0,164,19,4,124,3,0,1,3,2,1,0,0,0,0,2,4,4,0,0,0,0,0,0,0,2,0,333
458,"P.S. TUNGPAR",753,605,0,1358,372,332,0,704,668,0,195,102,7,356,10,1,1,4,2,0,1,1,1,0,1,0,3,1,1,2,0,2,1,3,6,3,704
459,"P.S. PANARAM",261,235,0,496,166,149,0,315,233,0,197,68,6,32,0,1,1,0,2,0,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1,0,315
460,"P.S. BHITI HARDO GRAM USHRAPAR",561,456,0,1017,345,311,0,656,656,0,249,277,4,100,3,0,2,1,0,2,2,2,2,0,2,2,1,3,0,0,0,0,1,1,1,1,656
