"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
84,"KHIRIYA MUKUND",511,433,0,944,254,191,0,445,445,0,84,308,31,7,0,0,2,0,0,0,0,0,0,0,2,4,0,1,0,1,4,0,1,445
85,JYONTA,507,408,0,915,357,224,0,581,581,0,69,402,57,0,0,0,0,7,0,0,0,1,1,0,2,0,0,2,0,0,40,0,0,581
86,JYONTA,404,371,0,775,219,194,0,413,413,0,188,163,19,2,1,0,3,0,1,0,0,1,1,0,1,0,2,3,0,0,27,0,1,413
87,HARAKMPUR,372,293,0,665,248,173,0,421,421,0,60,218,61,0,0,1,0,1,3,0,0,0,0,0,1,1,3,3,0,0,65,1,3,421
88,SIKANDARPUR,653,479,0,1132,324,156,0,480,480,0,108,236,33,2,1,1,2,0,1,1,0,1,2,0,2,3,1,2,1,0,83,0,0,480
89,HARAKMPUR,254,189,0,443,181,111,0,292,292,0,28,164,29,62,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,3,0,0,292
90,HARAKMPUR,168,117,0,285,28,8,0,36,36,0,2,16,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,8,0,0,36
91,KUSJJAPUR,497,412,0,909,340,236,0,576,576,0,147,349,26,33,0,1,1,0,0,0,0,0,0,0,3,1,0,3,1,0,9,1,1,576
92,KARTHIYA,625,497,0,1122,374,281,0,655,655,0,121,342,20,50,2,1,3,1,2,0,1,2,1,1,3,3,4,5,1,2,86,2,2,655
93,"ATANPUR NAWADA",246,184,0,430,153,116,0,269,269,0,124,92,26,2,0,1,0,0,1,0,1,0,1,0,2,4,2,1,1,0,11,0,0,269
94,JAITPUR,485,416,0,901,310,232,0,542,542,0,204,231,16,6,0,1,3,0,0,0,0,2,0,0,2,0,2,1,0,1,71,2,0,542
95,LAKHRAUAA,400,342,0,742,226,197,0,423,423,0,66,290,9,16,1,0,0,0,0,0,0,0,0,0,2,1,1,3,0,3,30,1,0,423
96,ARSANI,285,240,0,525,160,134,0,294,294,0,76,164,6,2,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,39,1,0,294
97,DUNGARPUR,559,436,0,995,382,260,0,642,642,0,135,399,39,14,2,1,3,1,1,0,0,0,1,1,3,7,0,7,0,0,27,0,1,642
98,HAIDARPUR,678,553,0,1231,400,312,0,712,712,0,128,467,83,1,2,2,1,0,0,0,0,1,1,1,4,5,0,2,0,1,11,2,0,712
99,DURGUPUR,466,328,0,794,263,201,0,464,464,0,109,287,27,2,2,0,2,0,1,0,2,1,0,3,3,3,1,4,0,0,16,0,1,464
100,"UGARPUR SULTANPATTI",377,323,0,700,153,129,0,282,282,0,92,143,25,4,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,11,0,0,282
101,"UGARPUR SULTANPATTI",431,330,0,761,199,147,0,346,346,0,77,144,65,0,1,0,2,1,3,0,0,1,0,1,0,3,2,4,1,0,40,0,1,346
102,NAHRAIYA,629,511,0,1140,518,316,0,834,834,0,533,203,14,6,0,2,2,1,1,2,3,1,0,1,2,9,5,4,2,10,32,0,1,834
103,CHAUSEPUR,403,364,0,767,337,263,0,600,600,0,64,458,39,1,0,0,0,0,1,0,0,2,3,0,5,7,3,5,2,0,7,0,3,600
104,"CHUNUPUR GADIYA",505,406,0,911,322,247,0,569,569,0,59,330,112,38,0,1,2,0,0,0,2,2,0,1,5,7,0,3,1,0,2,0,4,569
105,BHARTAMAU,659,535,0,1194,421,310,0,731,731,0,168,298,171,9,1,2,1,1,1,2,0,1,4,3,4,8,2,1,4,0,49,0,1,731
106,KARAMCHANDPUR,555,449,0,1004,351,278,0,629,629,0,45,481,60,5,0,1,0,1,2,0,4,1,1,3,5,2,3,6,2,0,6,0,1,629
107,"MADAL SHANKARPUR",479,399,0,878,263,182,0,445,445,0,156,203,39,27,1,1,1,0,0,1,0,0,0,0,0,5,2,3,1,3,0,1,1,445
108,"MADAL SHANKARPUR",372,297,1,670,191,125,0,316,316,0,29,252,13,1,0,0,0,1,0,0,0,0,0,1,1,1,1,4,0,1,11,0,0,316
109,MAUDHA,378,304,0,682,224,158,0,382,382,0,41,114,171,3,2,0,0,2,1,0,1,0,1,1,3,1,1,0,2,1,36,0,1,382
110,MAUDHA,292,256,0,548,172,129,0,301,301,0,8,279,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,301
111,"MALOKHAR MAJRA MAUDHA",465,350,0,815,359,228,0,587,587,0,1,29,386,4,1,0,2,1,1,0,0,1,1,0,0,1,5,0,1,2,148,1,2,587
112,"NAGLA DALJEET SINGH MAJRA MAUDHA",305,248,0,553,242,164,0,406,406,0,90,53,201,3,0,0,1,0,1,0,2,0,1,0,0,2,5,2,1,2,40,0,2,406
113,MAUDHA,362,318,0,680,198,157,0,355,355,0,45,279,14,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,8,1,0,355
114,GOSARPUR,475,374,0,849,234,191,0,425,425,0,102,252,58,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,425
115,GOSARPUR,214,197,0,411,109,96,0,205,205,0,31,153,15,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,205
116,"NAGLA AKHAI MAJRA GOSARPUR",251,208,0,459,214,151,0,365,365,0,7,334,13,1,1,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,1,0,1,365
117,MUDGAW,462,330,0,792,305,209,0,514,514,0,79,261,15,4,0,1,1,0,0,0,2,0,0,0,1,4,3,5,1,0,135,1,1,514
118,"NAGLA BHAVANI SINGH MAJRA MUDGAW",243,211,0,454,206,165,0,371,371,0,43,272,33,4,0,2,0,0,1,0,1,0,0,1,2,4,0,1,0,0,7,0,0,371
119,MUDGAW,870,619,0,1489,498,313,0,811,811,0,61,366,260,8,4,1,2,0,5,0,2,1,2,1,4,5,2,3,2,2,75,3,2,811
120,SAKBAI,647,521,0,1168,401,325,0,726,726,0,127,505,40,1,0,0,2,1,0,2,1,0,2,0,3,2,2,2,1,1,27,0,7,726
121,SAKBAI,494,392,0,886,327,230,0,557,557,0,56,380,36,1,1,1,2,0,2,0,0,1,1,0,5,3,1,9,3,1,51,2,1,557
122,TERA,758,596,0,1354,417,313,0,730,730,0,143,333,171,31,2,2,1,0,1,2,2,0,1,2,3,3,1,11,4,1,15,0,1,730
123,NISAI,475,404,0,879,300,244,0,544,544,0,52,199,46,12,2,2,9,1,6,1,0,1,3,3,2,6,2,1,1,1,187,2,5,544
124,GAISINGHPUR,742,656,1,1399,440,301,0,741,741,0,227,421,26,17,0,3,1,0,0,2,3,1,2,6,5,8,1,2,0,0,10,3,3,741
125,KURELI,867,708,0,1575,509,380,0,889,889,0,128,577,51,7,4,6,4,0,1,1,4,4,4,1,11,7,3,4,0,1,66,1,4,889
126,ALIDADPUR,292,254,0,546,182,163,0,345,345,0,86,178,27,23,1,2,4,0,1,0,0,1,1,0,3,5,2,2,1,2,6,0,0,345
127,"MADNAPUR MAJRA PIPERGAW",471,379,0,850,358,234,0,592,592,0,4,215,241,4,2,1,2,2,2,1,4,0,1,8,11,6,3,5,3,1,73,2,1,592
128,"MADNAPUR MAJRA PIPERGAW",460,426,0,886,358,272,0,630,630,0,2,447,143,5,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,27,0,0,630
129,"BADELI MAJRA PIPERGAW",648,577,0,1225,396,316,0,712,712,0,118,321,116,31,2,3,5,1,6,0,1,0,1,1,1,7,0,4,1,3,86,2,2,712
130,PIPARGAW,846,669,0,1515,470,314,0,784,784,0,78,345,225,18,0,2,1,3,0,0,0,2,0,1,2,4,8,17,5,5,67,0,1,784
131,PIPARGAW,594,464,0,1058,276,204,0,480,480,0,193,221,25,9,0,1,1,0,0,0,0,0,0,0,2,5,2,7,0,2,6,0,6,480
132,PIPARGAW,802,682,0,1484,389,256,0,645,645,0,146,336,68,32,7,1,1,0,0,3,0,0,1,3,2,4,1,2,0,4,34,0,0,645
133,PIPARGAW,584,485,0,1069,353,207,0,560,560,0,149,51,291,3,0,1,0,0,0,2,0,0,1,4,0,3,1,1,1,1,50,1,0,560
134,KARANPUR,240,231,0,471,190,142,0,332,332,0,19,217,74,6,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,6,0,6,332
135,TIMRUA,623,535,0,1158,406,281,0,687,687,0,148,449,27,2,1,2,0,1,0,1,0,1,1,0,11,9,5,8,2,4,11,1,3,687
136,TIMRUA,237,181,0,418,176,91,0,267,267,0,91,140,4,8,2,0,1,0,1,0,2,0,1,1,1,6,1,1,0,0,7,0,0,267
137,REHA,279,225,0,504,162,145,0,307,307,0,34,79,7,169,0,1,0,0,0,1,1,0,1,0,1,3,2,0,0,0,7,0,1,307
138,MANIKPUR,301,283,0,584,192,150,0,342,342,0,15,44,135,20,2,1,3,2,4,1,0,0,2,2,0,0,0,0,0,1,109,0,1,342
139,UGARPUR,427,395,0,822,281,247,0,528,528,0,229,253,16,4,1,3,1,0,2,3,0,0,0,0,1,5,1,0,0,0,9,0,0,528
140,DAHELIYA,370,313,0,683,227,179,0,406,406,0,134,204,16,30,2,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,10,0,3,406
141,VAHIDPUR,460,331,0,791,214,146,0,360,360,0,27,246,27,20,2,0,2,3,1,0,0,0,0,1,2,2,1,4,1,0,18,0,3,360
142,VAHIDPUR,261,212,0,473,160,122,0,282,282,0,16,193,2,51,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,13,0,1,282
143,JAITPUR,803,704,0,1507,468,385,0,853,853,0,183,450,42,12,2,2,3,1,2,0,0,3,4,1,4,2,1,6,0,3,128,2,2,853
144,MURHAS,366,305,0,671,244,170,0,414,414,0,106,147,55,52,3,1,0,2,0,0,1,3,1,0,2,3,1,1,1,0,30,1,4,414
145,JALLAPUR,736,624,0,1360,447,341,0,788,788,0,291,429,20,6,5,1,0,1,1,0,0,1,1,0,5,7,3,2,1,0,11,1,2,788
146,"PATTI KHURD",610,504,0,1114,323,259,0,582,582,0,59,339,63,20,1,6,3,3,1,3,3,3,3,5,8,8,2,3,0,2,39,1,7,582
147,BIDAIL,554,433,0,987,371,289,0,660,660,0,37,179,163,20,17,3,8,1,6,2,0,2,1,0,2,4,0,1,1,1,212,0,0,660
148,"NAGLA GHURU MAJRA BIDAIL",548,438,0,986,395,298,0,693,693,0,3,567,79,6,1,0,0,0,0,1,3,0,0,2,7,1,1,2,2,2,12,0,4,693
149,RATANPUR,616,497,0,1113,391,256,0,647,647,0,150,226,200,6,0,0,2,0,0,0,1,2,2,0,0,4,0,7,1,0,46,0,0,647
150,KANJHIYANA,545,428,0,973,385,271,0,656,656,0,107,467,23,30,1,1,0,0,0,1,1,1,0,1,3,6,1,2,1,0,10,0,0,656
151,JHIJHUKI,324,276,0,600,181,172,0,353,353,0,186,106,34,2,0,1,0,0,0,0,4,1,0,1,4,7,3,1,0,1,1,0,1,353
152,"NYAMATPUR THAKURAN",497,375,0,872,382,223,0,605,605,0,411,172,11,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,3,1,0,0,605
153,HISAMPUR,813,642,0,1455,572,416,0,988,988,0,123,459,217,59,4,4,1,1,0,1,2,0,5,5,7,7,0,5,2,5,77,0,4,988
154,JHASI,777,596,0,1373,520,304,0,824,824,0,165,283,309,31,1,2,0,2,0,4,3,0,3,3,2,5,1,6,1,0,2,0,1,824
155,JHASI,469,392,0,861,317,226,0,543,543,0,6,436,80,2,0,1,0,0,0,0,2,1,1,1,3,6,0,0,2,1,1,0,0,543
156,KORIKHEDA,446,375,0,821,279,251,0,530,530,0,114,365,9,19,0,0,1,1,0,1,0,0,1,1,4,4,3,1,0,1,3,0,2,530
157,KORIKHEDA,560,485,0,1045,332,292,0,624,624,0,30,509,38,24,0,2,0,0,2,0,0,1,3,1,3,3,1,0,2,0,5,0,0,624
158,HABBAPUR,750,611,0,1361,499,404,0,903,903,0,46,685,124,8,0,1,2,1,1,0,3,0,1,0,5,2,0,5,0,2,17,0,0,903
159,MUSAKHIRIYA,731,597,0,1328,444,355,0,799,799,0,148,416,123,15,1,2,1,0,0,1,0,3,2,1,4,1,2,6,1,3,65,4,0,799
