"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
31,"K.P. M. V. DHANORI",635,566,0,1201,410,432,0,842,842,0,306,303,158,8,2,4,25,3,2,0,0,0,6,6,19,842
32,"PANCHAYATGHRAR FARIDPUR DALLU",232,210,0,442,167,156,0,323,323,0,90,201,3,1,1,9,6,0,1,0,0,1,1,4,5,323
33,"P.M.V. UMRI KAKSH 1",537,495,0,1032,310,353,0,663,639,0,184,43,414,3,0,0,1,0,0,0,1,6,3,1,7,663
34,"P.M.V. UMRI KAKSH 2",476,444,0,920,238,291,0,529,515,0,119,50,328,4,0,1,0,2,1,2,5,2,4,3,8,529
35,"P.V. UMRI KAKSH 1",537,487,0,1024,310,350,0,660,639,0,196,49,392,5,0,0,0,4,0,3,2,0,6,0,3,660
36,"P.V. UMRI KAKSH 2",542,468,0,1010,263,268,0,531,504,0,183,3,321,2,0,1,0,0,2,1,1,3,4,0,10,531
37,"P.V. MEHMUDPUR JAGMAL",233,205,0,438,210,168,0,378,359,0,10,362,1,0,1,0,1,0,0,1,2,0,0,0,0,378
38,"P.V. DHANORI",320,303,0,623,278,270,0,548,548,0,246,280,1,1,1,0,0,2,0,0,2,2,0,6,7,548
39,"P.V.  CHANDA NAGLI KAKSH 1",531,504,0,1035,358,342,0,700,677,0,250,323,88,2,3,2,4,0,0,2,3,4,4,5,10,700
40,"P.V.  CHANDA NAGLI KAKSH 2",285,266,1,552,218,190,0,408,404,0,99,276,5,3,1,0,0,0,0,0,15,0,2,4,3,408
41,"P.V. ISSAPUR",581,514,0,1095,452,410,0,862,844,0,321,475,32,0,1,8,2,2,0,2,0,1,3,1,14,862
42,"P.V. KHEDKI TAPPA NANGAL",387,362,0,749,293,278,0,571,561,0,211,299,38,0,1,8,0,2,0,0,1,2,2,2,5,571
43,"P.V. TARIKAMPUR",251,233,0,484,210,203,0,413,412,0,82,282,47,1,0,1,0,0,0,0,0,0,0,0,0,413
44,"P.M.V. BILAI KAKSH 1",463,431,0,894,289,267,0,556,536,0,61,299,182,1,3,1,1,0,0,1,3,0,1,1,2,556
45,"P.M.V. BILAI KAKSH 2",411,376,0,787,323,258,0,581,274,0,147,424,8,0,0,0,0,0,0,0,1,0,0,1,0,581
46,"P.M.V. BILAI KAKSH 3",473,438,0,911,148,185,0,333,312,0,35,51,213,3,0,0,0,0,1,24,0,0,0,1,5,333
47,"P.V. NAGAL JATT KAKSH 1",791,714,0,1505,556,498,0,1054,1012,0,333,535,134,0,3,2,9,1,1,0,13,4,8,4,7,1054
48,"P.V. NAGAL JATT KAKSH 2",546,494,0,1040,369,346,0,715,701,0,145,409,94,1,1,9,2,1,0,2,31,2,7,5,6,715
49,"NAGAL JATT INTER COLLEGE NAGAL JATT",773,690,0,1463,519,481,0,1000,940,0,781,155,30,0,3,5,3,1,1,2,6,2,1,1,9,1000
50,"P.V. BALDIYA KAKSH 1",614,548,1,1163,405,362,0,767,560,0,16,489,226,4,2,2,0,1,1,15,2,0,2,5,2,767
51,"P.V. BALDIYA KAKSH 2",616,556,0,1172,463,394,0,857,835,0,316,506,10,0,0,5,4,0,3,0,2,1,1,4,5,857
52,"P.V. BISATH",517,453,0,970,431,364,0,795,794,0,224,443,90,0,3,1,2,2,1,1,6,1,5,7,9,795
53,"P.V. INAMPURA KAKSH 1",618,542,1,1161,328,333,0,661,608,0,397,79,164,1,0,2,0,1,0,0,2,2,2,1,10,661
54,"P.V. INAMPURA KAKSH 2",478,407,2,887,188,233,0,421,381,0,5,9,371,3,1,0,1,1,0,11,4,3,9,1,2,421
55,"P.V. KUKDA ISLAMPUR KAKSH 1",435,419,0,854,271,243,0,514,514,0,7,444,49,3,0,2,0,0,1,0,1,1,0,4,2,514
56,"P.V. KUKDA ISLAMPUR KAKSH 2",502,462,2,966,284,280,2,566,566,0,369,155,26,1,1,2,1,0,0,2,1,0,0,3,5,566
57,"C.D.INTER COLLEGE HALDOUR KAKSH 1",581,552,1,1134,369,345,0,714,536,0,21,473,213,0,0,0,1,2,0,0,2,0,1,1,0,714
58,"C.D.INTER COLLEGE HALDOUR KAKSH 2",348,307,0,655,222,198,0,420,414,0,17,276,113,1,0,4,0,0,0,1,5,2,1,0,0,420
59,"C.D.INTER COLLEGE HALDOUR KAKSH 3",551,553,0,1104,329,289,0,618,612,0,21,495,76,1,4,4,1,0,0,0,5,0,2,3,6,618
60,"C.D.INTER COLLEGE HALDOUR KAKSH 4",461,420,0,881,265,237,0,502,490,0,27,346,109,4,3,2,0,0,0,2,4,0,0,3,2,502
61,"C.D.INTER COLLEGE HALDOUR KAKSH 5",489,452,0,941,309,270,0,579,560,0,11,530,24,0,0,1,1,0,0,0,2,1,3,5,1,579
62,"C.D.INTER COLLEGE HALDOUR KAKSH 6",271,242,0,513,189,164,0,353,337,0,8,313,21,3,1,0,0,0,0,0,5,1,0,0,1,353
63,"RAJA HARWANSH SINGH INTER COLLEGE HALDOUR KAKSH 1",684,626,0,1310,421,377,0,798,795,0,391,354,20,3,2,0,0,0,3,1,1,3,1,7,12,798
64,"RAJA HARWANSH SINGH INTER COLLEGE HALDOUR KAKSH 2",375,342,2,719,214,192,0,406,378,0,114,258,22,2,0,1,0,0,0,1,2,1,0,2,3,406
65,"RAJA HARWANSH SINGH INTER COLLEGE HALDOUR KAKSH 3",703,599,0,1302,380,303,0,683,638,0,147,392,128,2,2,1,2,0,0,1,0,1,2,3,2,683
66,"RAJA HARWANSH SINGH INTER COLLEGE HALDOUR KAKSH 4",340,311,0,651,244,197,0,441,428,0,85,211,126,2,2,1,1,0,0,5,4,0,2,1,1,441
67,"RAJA HARWANSH SINGH INTER COLLEGE HALDOUR KAKSH 5",506,473,4,983,269,247,0,516,509,0,24,263,202,1,1,3,1,2,0,3,2,1,3,8,2,516
68,"RAJA HARWANSH SINGH INTER COLLEGE HALDOUR KAKSH 6",357,323,0,680,219,198,0,417,417,0,26,275,109,1,1,0,0,0,0,1,2,1,0,1,0,417
69,"K.P.M.V.HALDOUR KAKSH 1",417,377,0,794,221,197,0,418,418,0,24,312,64,1,0,9,0,1,1,1,3,0,0,0,2,418
70,"K.P.M.V.HALDOUR KAKSH 2",445,390,0,835,290,251,0,541,511,0,28,186,318,0,0,0,0,0,0,1,2,0,2,1,3,541
71,"K.P.M.V.HALDOUR KAKSH 3",758,696,0,1454,407,379,0,786,772,0,211,428,126,1,1,2,1,1,1,1,3,2,1,2,5,786
72,"P.V. ATAPUR URF KHATAPUR",612,565,0,1177,405,402,0,807,807,0,285,463,32,5,3,2,4,1,0,1,0,4,0,3,4,807
73,"P.V. NASIRPUR NAIN SINGH",486,438,0,924,242,257,0,499,498,0,58,305,100,0,1,1,0,2,1,26,0,0,1,2,2,499
74,"P.V. FARIDPUR SADHIRAN",395,359,0,754,258,245,0,503,503,0,177,295,16,0,3,2,1,0,2,0,0,1,0,4,2,503
75,"P.V. HARDASPUR JAFRABAD",897,822,0,1719,467,494,0,961,955,0,235,416,239,1,2,2,3,1,2,38,5,1,4,7,5,961
76,"P.V. KUNDA BAGAIN",275,261,0,536,228,226,0,454,447,0,405,38,2,2,0,1,0,1,0,0,1,0,0,1,3,454
77,"P.V. IBRAHIMPUR URF KUMHARPURA KAKSH 1",633,553,0,1186,420,403,0,823,823,0,441,263,85,1,3,0,0,0,1,3,2,2,5,6,11,823
78,"P.V. IBRAHIMPUR URF KUMHARPURA KAKSH 2",384,354,0,738,253,258,0,511,504,0,1,480,17,1,1,0,0,0,0,0,4,0,0,4,3,511
79,"MAHARANA PRATAP VIDHA MANDIR J.H. SCHOOL GOGLI",206,195,0,401,162,148,0,310,310,0,78,214,12,0,0,0,0,0,0,0,2,1,0,1,2,310
80,"P.V. SHERPUR KAKSH 1",504,467,1,972,315,324,0,639,639,0,96,322,191,2,0,1,0,1,0,23,0,1,1,0,1,639
81,"P.V. SHERPUR KAKSH 2",253,229,0,482,186,157,0,343,338,0,0,323,13,1,1,0,0,1,0,0,0,0,0,3,1,343
82,"P.V. PUTTHA KAKSH 1",487,467,0,954,402,326,0,728,717,0,7,420,277,1,0,6,0,0,1,5,1,1,2,5,2,728
83,"P.V. PUTTHA KAKSH 2",216,197,0,413,159,135,0,294,286,0,163,110,13,0,0,0,0,0,0,0,0,1,1,3,3,294
84,"P.V. DHELI GUJAR",195,177,0,372,167,153,0,320,320,0,75,237,2,0,0,1,0,0,0,1,0,0,0,2,2,320
85,"P.V. KHAIRPUR PRATAPPUR ISTHIT DHELA GUJAR",367,341,0,708,221,215,0,436,432,0,9,81,328,6,0,2,0,0,0,0,2,3,2,1,2,436
86,"P.V. JALALPUR HASNA KAKSH 1",420,379,0,799,353,283,0,636,627,0,125,486,16,0,0,3,0,1,0,0,1,0,0,0,4,636
87,"P.V. JALALPUR HASNA KAKSH 2",174,169,0,343,139,118,0,257,247,0,1,239,9,0,0,8,0,0,0,0,0,0,0,0,0,257
88,"P.M.V. AMHEDA KAKSH 1",549,496,0,1045,297,301,0,598,573,0,47,150,377,3,3,1,0,0,0,7,1,0,3,2,4,598
89,"P.M.V. AMHEDA KAKSH 2",416,376,0,792,265,241,0,506,505,0,274,70,150,2,1,0,0,0,0,2,1,0,1,4,1,506
90,"P.M.V. AMHEDA KAKSH 3",723,661,0,1384,305,384,0,689,689,0,29,74,548,2,0,3,0,0,3,18,2,3,4,2,1,689
91,"P.V. CHHAJUPURA SAID",277,255,0,532,141,149,0,290,290,0,62,25,180,2,0,1,0,0,0,2,9,2,5,1,1,290
92,"P.V. SULTANPUR ABAD",410,361,0,771,350,285,0,635,632,0,35,576,19,0,0,1,0,1,0,1,0,0,0,1,1,635
93,"P.V. SHAHNAGAR KAKSH 1",542,487,0,1029,330,345,0,675,669,0,92,482,57,2,4,5,0,1,0,0,2,4,4,8,14,675
94,"P.V. SHAHNAGAR KAKSH 2",363,332,0,695,147,184,0,331,331,0,93,129,99,4,0,0,0,0,0,1,2,1,1,0,1,331
95,"P.V. SHAFIPUR HEERA",449,408,0,857,219,282,0,501,501,0,1,219,264,0,0,1,0,0,1,6,1,2,2,2,2,501
96,"P.V. SHADIPUR KALA",327,301,0,628,296,265,0,561,557,0,304,253,1,0,1,0,0,0,0,0,0,0,0,1,1,561
97,"P.V. SALLAHPUR KAKSH 1",555,530,0,1085,211,300,0,511,511,0,29,22,234,9,2,0,1,0,0,204,4,1,2,1,2,511
98,"P.V. SALLAHPUR KAKSH 2",393,392,0,785,227,260,0,487,477,0,32,251,169,3,0,0,0,0,0,23,4,1,1,2,1,487
99,"P.V. DHANORI",520,466,0,986,431,380,0,811,808,0,362,415,6,1,3,1,2,2,0,1,2,0,1,7,8,811
100,"P.V. MITHAN KUWAR PRATAP SINGH",492,450,0,942,248,291,0,539,535,0,76,76,184,5,5,1,1,4,1,170,5,0,1,6,4,539
101,"P.M.V. NANGLI SHAFIPUR",346,298,0,644,251,231,0,482,482,0,51,412,3,1,1,3,1,0,0,1,0,1,0,5,3,482
102,"P.V. KHAIRABAD",309,289,0,598,264,230,0,494,494,0,63,369,57,0,2,3,0,0,0,0,0,0,0,0,0,494
103,"P.V. LADANPUR",568,500,0,1068,428,383,0,811,810,0,207,529,23,3,7,9,1,1,0,1,0,3,6,12,9,811
104,P.V.ASADGAR,224,204,0,428,179,177,0,356,329,0,142,203,7,0,1,0,0,1,0,0,0,0,0,1,1,356
105,P.V.KAKRALA,408,370,0,778,295,285,0,580,578,0,237,324,12,0,0,0,0,1,0,0,0,1,1,3,1,580
106,"P.V.RUGDI SAID",196,173,0,369,177,143,0,320,316,0,2,297,3,1,2,5,0,0,1,1,1,1,0,4,2,320
107,"JANTA INTER COLLEGE MAHUAA",620,511,0,1131,306,296,0,602,596,0,84,260,213,2,1,0,0,0,0,20,9,3,4,3,3,602
108,P.V.SUNPTA,535,491,0,1026,391,365,0,756,696,0,432,282,33,3,0,1,0,0,0,1,0,0,1,0,3,756
109,P.V.HAMEEDPUR,423,365,0,788,273,278,0,551,522,0,194,248,91,2,2,0,0,0,0,2,0,0,3,3,6,551
110,"P.V.AKBARPUR DEVMAL",309,293,0,602,221,219,0,440,440,0,59,351,16,1,2,1,0,1,0,0,0,0,1,2,6,440
111,P.V.HARPUR,396,351,0,747,266,268,0,534,534,0,49,363,94,4,0,2,0,1,1,1,1,0,3,10,5,534
112,"PURV M.V.ALHEDADPUR MUBARAK",730,620,0,1350,534,452,0,986,986,0,244,710,16,0,2,2,0,1,0,0,1,1,0,2,7,986
113,"P.V.ALIPUR DAMODAR KAKSH 1",263,214,0,477,161,146,0,307,306,0,82,143,45,3,2,2,1,1,2,12,1,4,1,2,6,307
114,"P.V.ALIPUR DAMODAR KAKSH 2",637,499,0,1136,381,338,0,719,690,0,194,278,146,2,1,2,2,0,2,80,2,0,4,0,6,719
115,"P.V.FULSANDA KHAKAM",801,676,0,1477,534,486,0,1020,915,0,225,489,277,5,1,1,2,1,0,3,2,3,2,6,3,1020
116,"P.V.FULSANDA GANGDAS",726,576,0,1302,307,340,0,647,644,0,114,160,302,5,3,0,1,1,0,45,5,0,5,2,4,647
117,P.V.KHOSPURA,593,515,0,1108,335,333,0,668,656,0,31,337,277,1,5,3,1,0,1,0,0,1,4,6,1,668
118,"P.V.RUSTAMPUR SHER",233,224,0,457,193,177,0,370,347,0,100,239,20,0,0,3,0,0,1,0,2,1,0,3,1,370
119,P.V.PALIJAT,612,541,1,1154,481,451,0,932,932,0,412,466,9,3,6,7,3,1,1,1,2,5,3,7,6,932
120,"K P.M.V.KAZIPURA",407,364,0,771,254,247,0,501,498,0,141,219,120,0,2,1,1,0,0,3,6,1,0,2,5,501
121,"P.V.MOMINPUR GULARI",281,224,0,505,232,179,0,411,411,0,121,265,15,0,0,2,0,0,1,0,1,0,0,1,5,411
122,P.V.NARGADI,646,535,0,1181,499,391,0,890,889,0,168,648,45,2,4,0,0,1,0,3,5,2,2,4,6,890
123,P.V.DAKOULI,627,531,0,1158,384,394,0,778,711,0,396,330,13,2,1,4,4,4,0,0,2,2,0,12,8,778
124,"P.M.V.FULSANDA HEERA",637,536,0,1173,412,361,0,773,763,0,177,451,116,7,6,3,1,1,0,2,1,0,1,3,4,773
125,"P.V.IBRAHIMPUR SAHDO",803,655,0,1458,308,393,0,701,701,0,57,69,336,2,1,2,1,0,0,216,3,0,7,4,3,701
126,P.V.NIZATPUR,502,477,0,979,193,296,0,489,479,0,34,100,318,1,0,3,0,0,0,26,0,1,2,3,1,489
127,"P.V.SLAPUR SHAFKATPUR",595,454,0,1049,234,246,0,480,475,0,103,42,295,3,1,2,0,2,0,16,1,0,5,4,6,480
128,"P.V.TAKIPURA PURAN",333,272,0,605,257,223,0,480,480,0,98,379,1,0,1,0,1,0,0,0,0,0,0,0,0,480
129,"P.V.SHAHKARAMPUR GILARA",539,455,1,995,363,314,0,677,677,0,323,326,12,0,1,1,0,0,0,0,0,0,0,3,11,677
130,"P.V.TAHARPUR TAPPA NANGAL",213,181,0,394,177,158,0,335,332,0,139,193,2,0,0,0,0,0,1,0,0,0,0,0,0,335
131,"P.V.KAREEMPUR MUBARAK",628,580,0,1208,376,417,0,793,787,0,345,247,155,3,2,2,1,3,2,7,2,5,7,7,5,793
132,P.V.KHAIDIJAT,236,217,0,453,187,181,0,368,360,0,134,208,14,1,1,0,0,0,0,1,0,0,0,4,5,368
133,"P.M.V.SIKRI BUZURG KAKSH 1",229,190,0,419,166,145,0,311,266,0,169,127,4,0,0,0,0,0,1,1,0,0,2,2,5,311
134,"P.M.V.SIKRI BUZURG KAKSH 2",606,547,0,1153,368,382,0,750,750,0,183,350,184,3,1,0,2,1,0,6,2,0,5,6,7,750
135,"P.V.MEMUDPUR BHIKKA",337,299,0,636,241,234,0,475,475,0,341,127,1,0,0,1,0,0,0,0,1,0,1,0,3,475
136,P.V.BILASPUR,408,356,0,764,343,275,0,618,616,0,11,565,22,2,5,0,1,1,0,0,4,1,2,3,1,618
137,P.V.FARIDABAD,726,588,0,1314,347,393,0,740,740,0,120,157,391,4,1,5,0,0,2,46,0,0,6,4,4,740
138,"P.V.BEGRAJPUR KAKSH 1",701,581,0,1282,335,330,0,665,665,0,26,302,295,5,1,1,0,0,0,21,2,0,3,3,6,665
139,"P.V.BEGRAJPUR KAKSH 2",406,328,0,734,214,196,0,410,404,0,194,120,83,0,0,0,0,0,0,1,6,0,1,1,4,410
140,"KRIMOTTAR K.J.H.S. BEGRAJPUR",515,478,0,993,317,318,0,635,635,0,64,359,193,4,1,1,0,0,0,1,3,0,5,1,3,635
141,"P.V.SIKRI KHURD",254,239,0,493,219,208,0,427,422,0,200,140,78,1,3,0,1,1,0,0,1,0,0,0,2,427
142,P.V.RAGHUNATPUR,486,444,0,930,375,320,0,695,695,0,150,486,22,1,7,3,1,1,0,1,11,1,1,7,3,695
143,"P.V.NOORPUR KHAIDKI",267,241,0,508,165,181,0,346,333,0,2,267,20,1,1,6,0,0,0,39,1,1,2,4,2,346
144,"P.V.KISHANPU BHOGAN",475,435,0,910,357,330,0,687,687,0,423,243,5,0,2,0,1,0,0,2,0,2,0,1,8,687
145,"P.V.NASIRPUR BUZURG",520,438,0,958,385,306,0,691,691,0,58,536,68,3,3,1,3,0,0,0,2,1,4,7,5,691
146,"P.V.ZRIFPUR CHATAR",463,390,0,853,344,311,0,655,591,0,363,269,4,2,1,0,0,0,2,0,0,2,0,5,7,655
147,P.M.V.PADLA,485,459,0,944,337,337,0,674,665,0,42,344,247,4,5,4,0,1,2,0,0,0,8,11,6,674
148,P.V.DHINGARPUR,171,150,0,321,139,121,0,260,260,0,3,235,13,0,0,0,2,0,0,0,5,0,1,0,1,260
149,"P.V.MEMUDPUR MILAK",309,270,0,579,231,216,0,447,447,0,377,35,14,0,2,2,1,2,1,4,0,1,3,1,4,447
150,P.V.SIKANDARPUR,271,239,0,510,175,203,0,378,376,0,166,57,139,2,1,0,1,0,0,8,0,0,1,1,2,378
151,P.V.SADKABAD,734,623,0,1357,469,465,0,934,930,0,319,411,132,2,2,3,2,1,0,46,3,2,1,7,3,934
152,"P.V.SALEMPUR RUKHADIO",888,703,0,1591,602,556,0,1158,1158,0,1046,79,17,1,1,0,0,0,0,5,0,1,0,1,7,1158
153,P.V.BASWANPUR,400,319,0,719,284,257,0,541,539,0,198,328,7,0,0,0,0,0,0,0,0,0,0,4,4,541
154,P.V.SHAMSABAD,317,284,0,601,246,237,0,483,483,0,386,76,8,0,0,0,0,0,0,0,1,0,0,3,9,483
155,"P.V.KHAJURA JAT",625,548,0,1173,365,373,0,738,729,0,254,333,123,0,2,0,2,0,1,11,4,0,2,4,2,738
156,"P.V.PAPSARA KAKSH-1",626,522,0,1148,337,322,0,659,659,0,26,256,271,2,0,2,0,0,1,88,5,1,2,3,2,659
157,"P.V.PAPSARA KAKSH-2",418,371,1,790,252,283,0,535,512,0,376,47,105,1,1,0,0,0,0,0,0,0,1,1,3,535
158,P.V.CHOHARPUR,368,334,0,702,292,261,0,553,537,0,39,482,22,0,1,2,0,0,0,0,0,1,3,1,2,553
159,"SUWAMI PRERNANAND J.H.SCHOOL SADRUDDINNAGAR KAKSH 1",592,502,0,1094,313,336,0,649,645,0,178,213,237,2,2,0,1,0,0,8,3,2,0,2,1,649
160,"SUWAMI PRERNANAND J.H.SCHOOL SADRUDDINNAGAR KAKSH 2",427,387,0,814,241,240,0,481,455,0,50,43,371,1,0,0,0,0,2,2,5,0,4,1,2,481
161,"SUWAMI PRERNANAND J.H.SCHOOL SADRUDDINNAGAR KAKSH 3",411,323,0,734,230,184,0,414,409,0,62,42,292,0,0,0,0,0,0,10,1,3,3,0,1,414
162,P.V.IBRAHIMABAD,255,223,0,478,170,182,0,352,352,0,200,121,2,1,0,0,1,26,0,1,0,0,0,0,0,352
163,"P.V.JAMALPUR SHAIKH",330,287,0,617,241,237,0,478,473,0,439,14,13,1,1,0,3,3,0,0,0,0,3,0,1,478
164,"KANYA PATHSHALA BAIRMABAD GADI KAKSH 1",674,603,0,1277,345,397,0,742,740,0,243,51,386,2,0,1,2,0,1,41,3,1,2,4,5,742
165,"KANYA PATHSHALA BAIRMABAD GADI KAKSH 2",641,562,0,1203,319,369,0,688,668,0,68,167,403,2,2,3,0,1,3,17,4,1,6,5,6,688
166,"P.V.SARAY KAZIYAN DEHAT NEHTAUR KAKSH 1",687,580,0,1267,443,365,0,808,808,0,262,490,25,2,0,3,1,1,1,0,0,0,4,10,9,808
167,"P.V.SARAY KAZIYAN DEHAT NEHTAUR KAKSH 2",413,332,0,745,209,187,0,396,362,0,39,107,238,1,0,0,0,1,1,3,1,0,1,3,1,396
168,"P.V.SARAY KAZIYAN DEHAT NEHTAUR KAKSH 3",800,671,0,1471,533,389,0,922,921,0,103,333,450,4,0,0,0,1,0,6,10,2,3,2,8,922
169,"V.KH. KARYALYA NEHTAUR",752,662,0,1414,359,430,0,789,777,0,104,260,405,2,2,0,0,2,0,3,6,0,4,0,1,789
170,"SHAYAM NARAYAN SINGH SMARAK  INTER COLLEGE NEHTAUR KAKSH NO. 1",635,582,0,1217,351,354,0,705,705,0,71,170,439,1,1,1,1,0,0,2,5,3,5,2,4,705
171,"SHAYAM NARAYAN SINGH SMARAK  INTER COLLEGE NEHTAUR KAKSH NO. 2",653,562,0,1215,354,310,0,664,642,0,111,107,436,2,0,0,1,0,0,5,0,1,0,1,0,664
172,"SHAYAM NARAYAN SINGH SMARAK  INTER COLLEGE NEHTAUR KAKSH NO. 3",404,359,0,763,187,186,0,373,336,0,13,305,48,1,1,0,1,0,0,1,0,0,1,2,0,373
173,"SHAYAM NARAYAN SINGH SMARAK  INTER COLLEGE NEHTAUR KAKSH NO. 4",674,565,2,1241,375,313,0,688,685,0,63,245,345,0,1,1,0,0,0,7,5,1,3,6,11,688
174,"SHAYAM NARAYAN SINGH SMARAK  INTER COLLEGE NEHTAUR KAKSH NO. 5",786,671,0,1457,429,378,0,807,715,0,72,341,371,2,0,0,1,0,1,3,1,3,4,0,8,807
