"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
282,"PRIMARY SCHOOL GAJNIPUR,	R.NO.-1",178,170,0,348,151,129,0,280,223,0,0,1,4,267,0,1,0,0,0,0,1,1,4,0,1,280
283,"PRIMARY SCHOOL ISHANPUR, R.NO.-1",569,476,0,1045,406,295,0,701,497,0,154,199,48,242,4,2,1,2,21,2,0,6,5,4,11,701
284,"PRIMARY SCHOOL HAJIPUR FATEH KHAN, R.NO.-1",345,291,0,636,240,195,0,435,430,0,24,47,21,342,0,1,0,0,0,0,0,0,0,0,0,435
285,"PRIMARY SCHOOL HAIWATHPUR PRATHA, R.NO.-1",237,201,0,438,161,137,0,298,287,0,123,12,56,102,0,1,0,0,0,0,0,0,0,1,3,298
286,"PRIMARY SCHOOL HAJIPUR FATEH KHAN, R.NO.-2",313,273,0,586,247,175,0,422,422,0,291,5,9,113,0,0,0,0,0,1,0,0,0,0,3,422
287,"JUNIOUR HIGH SCHOOL KESHOPUR GADRANA, R.NO.-1",686,610,0,1296,436,362,0,798,250,0,258,10,67,443,1,2,1,0,1,2,0,1,3,2,7,798
288,"JUNIOUR HIGH SCHOOL KESHORPUR GADRANA, R.NO.-1",509,460,0,969,339,314,0,653,603,0,102,46,19,473,1,1,0,0,1,0,0,1,5,1,3,653
289,"JUNIOUR HIGH SCHOOL KESHORPUR GADRANA, R.NO.-1",232,203,0,435,164,153,0,317,102,0,304,1,2,6,0,0,0,0,0,0,0,0,0,0,4,317
290,"SECERTERY AAWAS MUSEPUR JALAL, R.NO.-2",290,250,0,540,227,166,0,393,343,0,64,22,10,281,4,3,1,1,0,0,2,2,2,0,1,393
291,"PRIMARY SCHOOL BHOPATPUR NAGLA KESHOPUR GADRANA, R.NO.-1",532,435,0,967,316,263,0,579,539,0,238,17,30,284,2,1,0,0,0,0,0,2,2,0,3,579
292,"PRIMARY SCHOOL BHOPATPUR NAGLA KESHOPUR GADRANA, R.NO.-2",635,445,0,1080,308,234,0,542,490,0,252,84,2,194,2,1,1,1,0,1,0,2,0,0,2,542
293,"PRIMARY SCHOOL PALI RJAPUR, R.NO.-1",497,432,0,929,326,279,0,605,603,0,260,28,15,273,1,1,0,0,1,2,3,2,4,2,13,605
294,"PRIMARY SCHOOL PALI RJAPUR, R.NO.-2",406,337,0,743,274,210,0,484,482,0,63,10,21,381,2,5,0,0,0,0,0,1,0,0,1,484
295,"PIRMARY SCHOOL SIKRANA, R.NO.-1",289,249,0,538,216,182,0,398,347,0,106,1,4,279,0,2,0,0,1,0,2,0,1,0,2,398
296,"CHAMPA HIGH SECENDARY SCHOLL ALIPUR, R.NO.-1",587,479,1,1067,382,276,0,658,658,0,226,84,7,326,1,2,1,0,0,1,0,3,4,0,3,658
297,"L S S BHAWAN SHAHPUR MADRAK, R.NO.-1",491,406,0,897,301,246,0,547,500,0,88,49,53,336,4,2,0,0,3,3,2,5,2,0,0,547
298,"JUNIOR HIGH SCHOOL MADRAK, R.NO.-1",560,493,0,1053,373,257,0,630,615,0,41,53,18,495,5,2,1,1,0,0,0,4,5,2,3,630
299,"JUNIOR HIGH SCHOOL MADRAK, R.NO.-2",515,452,0,967,340,215,0,555,554,0,33,127,34,349,0,1,0,1,1,0,1,2,3,1,2,555
300,"JUNIOR HIGH SCHOOL MADRAK, R.NO.-3",762,722,0,1484,524,405,0,929,927,0,99,76,29,686,3,2,2,1,2,1,2,7,12,2,5,929
301,"PRIMARY SCHOOL RAMNAGAR MAGRA MADRAK, R.NO.-1",505,426,0,931,335,270,0,605,366,0,517,54,8,8,1,0,1,1,0,0,0,0,0,1,14,605
302,"PRIMARY SCHOOL NAGLA PURANMAL, R.NO.-1",208,172,0,380,167,134,0,301,301,0,159,17,5,115,3,0,0,0,0,0,0,0,0,0,2,301
303,"PRIMARY SCHOOL ARYANAGAR, R.NO.-1",191,159,0,350,149,116,0,265,219,0,140,31,3,86,0,0,0,0,0,0,1,1,2,0,1,265
304,"PRIMARY SCHOOL NAUHATI, R.NO.-1",483,420,0,903,348,277,0,625,625,0,35,8,41,524,5,1,0,0,0,0,0,2,4,0,5,625
305,"PRIMARY SCHOOL NAUHATI, R.NO.-2",474,413,0,887,318,264,0,582,578,0,153,57,60,302,1,1,0,0,0,1,2,3,1,0,1,582
306,"PRIMARY SCHOOL KOTHIYA, R.NO.-1",400,357,0,757,313,268,0,581,578,0,70,22,35,446,0,2,0,0,0,0,1,1,0,2,2,581
307,"PRIMARY SCHOOL MUKUTGARHI, R.NO.-1",243,222,0,465,175,136,0,311,302,0,126,17,18,122,2,1,1,0,0,0,19,1,1,1,2,311
308,"PRIMARY SCHOOL SAMSTKEETPUR, R.NO.-1",316,287,0,603,243,207,0,450,427,0,171,0,8,193,3,1,1,0,0,1,70,0,0,0,2,450
309,"PRIMARY SCHOOL MANOHARPUR KAYSTH, R.NO.-1",437,381,0,818,294,225,0,519,386,0,188,8,7,279,1,4,1,0,0,0,1,3,11,2,14,519
310,"PRIMARY SCHOOL MAINATH, R.NO.-1",464,414,0,878,316,248,0,564,564,0,207,9,16,311,1,2,0,0,0,0,1,7,3,0,7,564
311,"PRIMARY SCHOOL MAINATH, R.NO.-2",496,431,0,927,350,246,0,596,439,0,74,122,34,320,3,4,2,4,4,1,4,14,3,1,6,596
312,"PRIMARY SCHOOL EISEE, R.NO.-1",606,528,1,1135,522,352,0,874,849,0,15,18,10,828,1,1,0,0,0,0,1,0,0,0,0,874
313,"PRIMARY SCHOOL CHHANHARI, R.NO.-1",200,180,0,380,144,147,0,291,280,0,21,16,1,245,0,2,1,0,0,0,0,1,2,1,1,291
314,"PRIMARY SCHOOL ABOOPUR,	R.NO.-1",263,244,0,507,204,174,0,378,378,0,73,14,1,289,0,0,0,0,0,0,0,1,0,0,0,378
315,"PRIAMRY SCHOOL AHMAD UMAR KHAN,	R.NO.-1",421,363,0,784,323,278,0,601,587,0,282,35,13,251,3,2,1,3,0,0,0,0,3,2,6,601
316,"PRIMARY SCHOOL HASANPUR BUJURG,	R.NO.-1",379,336,0,715,270,250,0,520,520,0,130,45,10,305,4,0,1,1,0,0,4,3,11,1,5,520
317,"PRIMARY SCHOOL SAHARANPUR, R.NO.-1",485,415,0,900,352,288,0,640,606,0,348,22,34,222,4,1,0,2,0,0,2,1,2,1,1,640
318,"PRIMARY SCHOOL AJEETPUR AASNA, R.NO.-1",646,541,0,1187,485,335,0,820,707,0,374,12,44,371,2,1,1,0,0,0,1,3,3,1,7,820
319,"PRIMARY SCHOOL KHEDIYA KHAWAJA BUDHDA, R.NO.-1",504,438,0,942,397,348,0,745,652,0,103,8,9,609,0,4,0,0,1,0,0,3,6,0,2,745
320,"PRIAMRY SCHOOL PALA EISEE, R.NO.-1",493,428,0,921,322,236,0,558,557,0,61,27,102,347,0,5,1,0,0,0,4,4,1,2,4,558
321,"PRIAMRY SCHOOL PALA EISEE, R.NO.-2",544,404,0,948,308,215,0,523,381,0,384,2,12,115,2,1,1,0,0,0,1,1,0,0,4,523
322,"PRIMARY SCHOOL BHAKRAULA, R.NO.-1",845,729,1,1575,578,433,0,1011,986,0,364,27,15,582,5,4,3,1,0,0,0,2,6,0,2,1011
323,"PRIMARY SCHOOL NIRPAL, R.NO.-1",519,413,0,932,419,365,0,784,782,0,341,405,3,24,0,0,0,0,0,0,0,0,2,1,8,784
324,"PRIMARY SCHOOL BADHAULI FATEH KHAN, R.NO.-1",761,599,0,1360,549,407,0,956,590,0,44,17,14,847,4,11,1,0,1,2,2,7,4,0,2,956
325,"PRIMARY SCHOOL BADHAULI FATEH KHAN, R.NO.-2",495,422,0,917,362,265,0,627,627,0,142,9,5,444,3,5,0,0,0,1,3,6,7,0,2,627
326,"PRIMARY SCHOOL SARAI HARNARAYAN	, R.NO.-1",473,408,0,881,322,264,0,586,586,0,33,48,20,458,0,2,0,0,0,0,2,8,9,2,4,586
327,"PRIMARY SCHOOL SARAI HARNARAYAN	,  R.NO.-2",487,425,0,912,307,187,0,494,275,0,17,79,16,347,2,4,2,0,1,1,0,13,8,1,3,494
328,"PRIMARY SCHOOL SARAI HARNARAYAN	, R.NO.-3",738,620,0,1358,460,327,0,787,730,0,78,29,31,621,5,4,0,0,1,1,0,5,9,1,2,787
329,"PRIMARY SCHOOL SARAI HARNARAYAN	,  R.NO.-4",536,453,1,990,319,234,0,553,503,0,32,7,9,474,4,5,2,0,2,0,2,1,4,1,10,553
330,"PRIMARY SCHOOL NAGLA AASHIK ALI, R.NO.-1",614,540,0,1154,437,378,0,815,735,0,636,111,5,40,2,0,0,5,6,0,0,1,1,0,8,815
331,"PRIMARY SCHOOL HAJIPUR CHAUHTTA,	R.NO.-1",388,333,0,721,325,265,0,590,252,0,25,7,3,532,5,3,1,0,1,0,0,3,9,0,1,590
332,"PRIMARY SCHOOL SINGHARPUR, R.NO.-1",514,457,0,971,352,287,0,639,634,0,178,9,23,386,26,1,1,0,0,0,10,3,1,1,0,639
333,"PRIMARY SCHOOL RUSTAMPUR SAKAT KHAN, R.NO.-1",783,720,0,1503,550,503,0,1053,763,0,558,9,19,431,1,5,0,0,0,0,0,10,6,3,11,1053
