"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.MURLI MANOHAR JOSHI","2 - SALEEM AHMAD","3 - SURENDRA MOHAN AGARWAL","4 - SRIPRAKASH JAISWAL","5 - ANIL AWASTHI","6 - ANAND MEHROTRA","7 - DEVENDRA KUMAR SHARMA","8 - MOHD.NASIR KHAN","9 - DR.NIKHIL GUPTA","10 - MAHMOOD HUSAIN RAHMANI","11 - MOHAMMAD ATEEQ","12 - RAMESH KUMAR GUPTA","13 - VINAYAK RAO TOPE","14 - HIMMAT LAL","15 - ASHOK PASWAN ADVOCATE","16 - KISHOR BAJPAI","17 - PREM CHANDRA PANDEY","18 - BETALAL DIWAKAR","19 - MUZAFFAR HUSAIN KHAN","20 - VISHWANATH KATARIA","21 - KUMARI SARASWATI","22 - None of the Above","Total Votes Secured"
213,"SHANTI NIKETAN VIDHYALAYA  ANAND VIHAR NEA KATH KA PULROOM NO 5 NAUBASTA",540,426,0,966,309,242,0,551,545,0,436,20,9,77,0,0,0,0,0,2,0,0,0,1,2,0,2,1,0,0,0,1,551
214,"J.N.P.N BALIKA INTER COLLEGE  ANAND VIHAR ROOM NO 1 NAUBASTA",754,645,0,1399,462,330,0,792,767,0,632,21,9,106,0,0,0,0,0,12,1,0,0,1,3,2,1,0,0,1,1,2,792
215,"J.N.P.N BALIKA INTER COLLEGE  ANAND VIHAR ROOM NO 2 NAUBASTA",751,564,0,1315,305,385,0,690,397,0,571,19,5,77,0,1,0,0,1,11,0,0,0,0,0,0,2,0,0,1,0,2,690
216,"J.N.P.N BALIKA INTER COLLEGE  ANAND VIHAR ROOM NO 3 NAUBASTA",580,455,1,1036,294,213,0,507,107,0,371,33,10,84,1,0,1,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,507
217,"J.N.P.N BALIKA INTER COLLEGE  ANAND VIHAR ROOM NO 4 NAUBASTA",567,448,0,1015,307,196,0,503,400,0,401,14,11,72,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,503
218,"J.N.P.N BALIKA INTER COLLEGE  ANAND VIHAR ROOM NO 5 NAUBASTA",448,404,0,852,240,176,0,416,250,0,313,29,5,61,0,0,0,0,1,3,0,0,0,1,1,0,1,1,0,0,0,0,416
219,"JAINARAIN PRATAP NARAIN H.S. SCHOOL NEAR KATH KA PUL ROOM NO 1 ANAND VIHAR NAUBASTA",836,721,0,1557,452,373,0,825,273,0,648,70,27,68,1,0,1,0,0,5,1,0,0,0,1,1,1,0,0,1,0,0,825
220,"JAINARAIN PRATAP NARAIN H.S. SCHOOL NEAR KATH KA PULROOM NO 2 ANAND VIHAR NAUBASTA",514,470,0,984,344,300,0,644,644,0,492,47,10,83,2,0,0,0,0,1,0,0,0,0,2,3,1,0,0,1,1,1,644
221,"JAINARAIN PRATAP NARAIN H.S. SCHOOL NEAR KATH KA PULROOM NO 3 ANAND VIHAR NAUBASTA",433,353,0,786,234,203,0,437,59,0,345,18,14,47,1,0,0,1,0,6,0,0,0,0,0,1,2,1,1,0,0,0,437
222,"DAYANAD SARASWATI INTER COLLEGE 1451 HANUMANT VIHAR NAUBASTA ROOM NO 1",711,574,0,1285,368,261,0,629,576,0,516,16,17,60,2,1,0,0,0,4,0,0,0,2,4,3,1,0,1,1,0,1,629
223,"DAYANAD SARASWATI INTER COLLEGE 1451 HANUMANT VIHAR NAUBASTA ROOM NO 2",748,623,0,1371,436,317,0,753,207,0,656,19,8,56,0,0,0,1,0,7,0,0,1,0,1,0,1,0,0,1,1,1,753
224,"DAYANAD SARASWATI INTER COLLEGE 1451 HANUMANT VIHAR NAUBASTA ROOM NO 3",668,495,1,1164,354,241,0,595,593,0,493,23,13,57,1,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,0,0,595
225,"DAYANAD SARASWATI INTER COLLEGE 1451 HANUMANT VIHAR NAUBASTA ROOM NO 4",336,243,0,579,151,104,0,255,247,0,213,3,8,18,1,0,0,0,0,1,0,0,0,2,1,2,5,0,0,0,0,1,255
226,"ARJUN VIDHLAYA J.  H.HANUMANT VIHAR  NAUBASTA KANPUR ROOM NO 1",569,442,0,1011,332,228,0,560,73,0,464,31,18,38,0,0,0,0,1,1,0,0,1,1,0,2,1,0,1,0,0,1,560
227,"ARJUN VIDHLAYA J.  H.HANUMANT VIHAR  NAUBASTA KANPUR ROOM NO 2",464,358,0,822,253,181,0,434,357,0,345,12,10,51,0,0,0,0,0,5,2,1,0,0,0,1,4,1,0,0,0,2,434
228,"ARJUN VIDHLAYA J.  H.HANUMANT VIHAR  NAUBASTA KANPUR ROOM NO 3",565,435,0,1000,326,234,0,560,553,0,469,17,21,41,1,0,1,0,0,2,0,0,1,0,1,0,3,0,0,1,1,1,560
229,"ARJUN VIDHLAYA J.  H.HANUMANT VIHAR  NAUBASTA KANPUR ROOM NO 4",464,379,0,843,273,204,0,477,307,0,402,17,4,39,1,0,0,0,0,9,0,1,0,0,0,1,2,0,0,0,0,1,477
230,"J.N.P.N. BALIKA INTER COLLEGE ANAND VIHAR NAUBASTA  ROOM NO 6",571,506,0,1077,361,319,0,680,680,0,489,66,8,107,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,2,680
231,"J.N.P.N. BALIKA INTER COLLEGE ANAND VIHAR NAUBASTA  ROOM NO 7",362,321,0,683,221,200,0,421,300,0,304,38,5,62,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,0,1,3,421
232,"SIDDHANATH HIGHER  SECONDARY SCHOOL DAMODAR NAGAR ROOM NO 1",629,546,0,1175,358,328,0,686,680,0,551,33,22,56,3,0,0,0,0,14,0,0,0,0,0,0,4,0,0,1,0,2,686
233,"SIDDHANATH HIGHER  SECONDARY SCHOOL DAMODAR NAGAR ROOM NO 2",529,439,0,968,277,194,0,471,470,0,363,16,25,59,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,471
234,"SIDDHANATH HIGHER  SECONDARY SCHOOL DAMODAR NAGAR ROOM NO 3",609,506,0,1115,312,264,0,576,576,0,465,16,11,68,1,1,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,1,576
235,"SIDDHANATH HIGHER  SECONDARY SCHOOL DAMODAR NAGAR ROOM NO 4",981,782,0,1763,614,471,0,1085,1060,0,935,27,10,84,1,0,0,0,0,17,0,0,1,0,0,2,7,0,0,0,0,1,1085
236,"SIDDHANATH HIGHER  SECONDARY SCHOOL DAMODAR NAGAR ROOM NO 5",807,698,0,1505,494,442,0,936,40,0,737,47,23,101,1,0,0,2,0,16,0,0,1,0,1,1,2,1,0,0,1,2,936
237,"N.M.P. JR. H. SCHOOL KIDWAI NAGAR ROOM NO 1",785,664,0,1449,487,350,0,837,750,0,704,10,4,98,0,0,1,0,0,12,0,1,0,0,0,0,2,0,0,0,0,5,837
238,"N.M.P. JR. H. SCHOOL KIDWAI NAGAR ROOM NO 2",757,655,1,1413,506,431,0,937,936,0,805,5,12,95,0,0,0,0,0,13,0,0,0,0,0,1,4,0,0,0,0,2,937
239,"N.M.P. JR. H. SCHOOL KIDWAI NAGAR ROOM NO 3",502,432,0,934,328,260,0,588,62,0,480,1,14,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,588
240,"N.M.P. JR. H. SCHOOL KIDWAI NAGAR ROOM NO 4",594,530,0,1124,393,313,0,706,514,0,551,38,23,71,1,0,0,0,0,18,0,0,0,0,1,2,1,0,0,0,0,0,706
241,"DR. CHIRANJILAL RASHTRIYA  INTER COLLEGE  H BLOCK KIDWAI NAGAR ROOM NO 1",751,671,0,1422,428,388,0,816,740,0,694,4,2,87,2,1,0,0,1,17,0,0,2,0,0,1,1,1,0,0,0,3,816
242,"DR. CHIRANJILAL RASHTRIYA  INTER COLLEGE  H BLOCK KIDWAI NAGAR ROOM NO 2",527,432,0,959,365,298,0,663,109,0,577,2,4,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,663
243,"DR. CHIRANJILAL RASHTRIYA  INTER COLLEGE  H BLOCK KIDWAI NAGAR ROOM NO 3",492,444,0,936,366,307,0,673,661,0,565,1,7,84,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,1,673
244,"BRAHASPATI MAHILA DEGREE COLLEGE K BLOCK KIDWAI NAGAR ROOM NO 1",511,485,0,996,331,315,0,646,509,0,552,6,3,67,0,0,0,0,0,10,0,0,0,0,0,1,1,0,1,0,1,4,646
245,"BRAHASPATI MAHILA DEGREE COLLEGE K BLOCK KIDWAI NAGAR ROOM NO 2",422,359,0,781,232,203,0,435,428,0,321,20,10,71,2,0,0,0,0,7,0,0,0,0,1,1,1,0,0,0,0,1,435
246,"BRAHASPATI MAHILA DEGREE COLLEGE K BLOCK KIDWAI NAGAR ROOM NO 3",686,584,0,1270,365,315,0,680,677,0,553,29,2,81,0,0,0,0,1,7,0,0,1,1,0,1,2,0,0,0,0,2,680
247,"BRAHASPATI MAHILA DEGREE COLLEGE K BLOCK KIDWAI NAGARROOM NO 4",611,543,0,1154,303,280,0,583,580,0,271,232,8,24,1,2,0,0,2,20,0,1,0,2,2,6,4,2,0,0,0,6,583
248,"BRAHASPATI MAHILA DEGREE COLLEGE K BLOCK KIDWAI NAGAR ROOM NO 5",866,721,0,1587,570,422,0,992,990,0,651,121,15,157,3,0,0,0,0,11,0,1,1,4,1,3,9,10,1,0,1,3,992
249,"GHANSHYAMDAS SHIVKUMAR NAGRIK H. S. SCHOOL K BLOCK KIDWAI NAGAR ROOM NO 1",502,494,0,996,312,300,0,612,604,0,502,1,4,89,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,2,612
250,"GHANSHYAMDAS SHIVKUMAR NAGRIK H. S. SCHOOL K BLOCK KIDWAI NAGAR ROOM NO 2",390,335,0,725,257,221,0,478,473,0,409,0,1,65,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,478
251,"GHANSHYAMDAS SHIVKUMAR NAGRIK H. S. SCHOOL K BLOCK KIDWAI NAGAR ROOM NO 3",545,510,0,1055,322,280,0,602,602,0,483,2,4,80,1,0,0,0,0,25,1,0,0,0,0,2,0,0,1,0,0,3,602
252,"GHANSHYAMDAS SHIVKUMAR NAGRIK H. S. SCHOOL K BLOCK KIDWAI NAGAR ROOM NO 4",556,520,0,1076,328,292,0,620,48,0,492,3,11,98,2,0,0,0,1,10,0,1,0,0,0,0,2,0,0,0,0,0,620
253,"GHANSHYAMDAS SHIVKUMAR NAGRIK H. S. SCHOOL K BLOCK KIDWAI NAGAR ROOM NO 5",615,602,0,1217,362,334,0,696,100,0,593,5,5,63,1,0,0,0,0,16,0,8,0,0,0,0,0,0,1,0,0,4,696
254,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 1",701,638,0,1339,385,327,0,712,645,0,580,7,11,98,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,4,712
255,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 2",856,741,0,1597,509,380,0,889,303,0,732,8,16,111,1,0,0,0,0,13,0,0,0,1,0,0,3,0,0,0,1,3,889
256,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 3",320,302,0,622,218,158,0,376,63,0,318,4,8,31,0,0,0,0,0,10,0,0,0,0,0,1,2,0,0,0,0,2,376
257,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 4",526,495,0,1021,297,288,0,585,585,0,477,6,7,70,1,0,0,0,0,12,0,0,0,0,0,0,6,0,1,2,0,3,585
258,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 5",344,306,0,650,215,172,0,387,385,0,317,6,2,47,1,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,2,387
259,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 6",508,420,0,928,290,220,0,510,423,0,410,7,10,73,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,510
260,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 7",581,473,0,1054,341,296,0,637,628,0,545,5,0,71,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,2,637
261,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 8",689,602,0,1291,387,361,0,748,387,0,529,57,13,121,1,1,1,0,0,12,1,0,1,2,3,3,1,0,0,1,0,1,748
262,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 9",396,361,0,757,250,220,0,470,467,0,409,24,2,29,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,470
263,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 10",562,495,0,1057,334,280,0,614,471,0,510,15,10,63,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,5,614
264,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM NO 11",504,393,0,897,273,204,0,477,472,0,372,25,12,57,0,0,0,0,0,5,0,1,0,1,0,1,1,0,0,0,1,1,477
265,"SHRIRAM PUBLIC SCHOOL Y BLOCK KIDWAI NAGAR ROOM  NO 12",579,519,0,1098,305,238,0,543,527,0,452,18,8,51,3,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,4,543
266,"KIDWAI NAGAR H. S. SCHOOL KIDWAI NAGAR",874,726,0,1600,541,439,0,980,978,0,819,10,7,110,3,1,1,0,0,21,0,0,1,0,0,0,1,1,2,0,0,3,980
267,"KIDWAI NAGAR H. S. SCHOOL KIDWAI NAGAR ROOM NO 2",730,703,0,1433,483,439,0,922,872,0,732,7,3,150,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,7,922
268,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 1",829,769,0,1598,422,404,0,826,96,0,685,7,10,109,0,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,0,3,826
269,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 2",510,478,0,988,292,289,0,581,521,0,482,1,17,63,0,0,0,0,0,11,0,0,1,0,0,0,2,0,0,0,0,4,581
270,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 3",456,428,0,884,268,229,0,497,397,0,440,1,5,46,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,497
271,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 4",574,481,0,1055,331,244,0,575,28,0,505,2,4,52,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,575
272,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 5",447,417,0,864,283,224,0,507,454,0,423,7,0,64,0,0,0,0,0,9,0,0,0,0,1,0,1,0,1,0,0,1,507
273,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 6",549,516,0,1065,310,308,0,618,618,0,527,3,7,61,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,618
274,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 7",383,334,1,718,251,164,0,415,407,0,325,7,1,66,1,0,0,0,1,8,1,0,0,0,0,0,1,0,0,0,0,4,415
275,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 8",578,556,0,1134,376,334,0,710,707,0,476,16,4,183,1,0,1,0,1,26,0,0,0,0,0,1,0,0,0,0,0,1,710
276,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 9",603,578,0,1181,395,325,0,720,155,0,532,23,8,129,1,0,0,0,0,14,0,0,0,0,0,5,1,0,1,0,0,6,720
277,"KIRANA SEVA  SAMITI VIDHYALAYA  SITE  NO. 1 KIDWAI NGAR ROOM NO 10",663,614,0,1277,424,337,0,761,596,0,527,2,7,212,0,0,0,0,0,7,0,0,0,0,1,1,2,0,0,0,0,2,761
278,"KIDWAI BALIKA VIDHYALAYA  JR. H. SCHOOL NEAR MAINROAD 40 DUKAN ROOM NO 1",527,496,0,1023,330,302,0,632,21,0,508,16,13,83,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,632
279,"KIDWAI BALIKA VIDHYALAYA  JR. H. SCHOOL NEAR MAINROAD 40 DUKAN ROOM NO 2",537,498,0,1035,355,284,0,639,37,0,458,44,13,103,0,0,1,0,0,12,0,0,1,0,0,0,1,1,0,0,1,4,639
280,"VISHKARMA N.M.P. PR. PATHSHALA JUHI HAMIRPUR  ROAD ROOM NO 1",467,391,0,858,275,184,0,459,457,0,307,33,6,97,1,0,0,0,3,2,0,0,0,0,0,5,3,0,1,0,0,1,459
281,"VISHKARMA N.M.P. PR. PATHSHALA JUHI HAMIRPUR  ROAD ROOM NO 2",796,645,0,1441,426,317,0,743,740,0,283,93,24,321,2,0,0,0,1,7,0,1,0,1,1,5,1,1,0,0,1,1,743
282,"DR. SONE LAL PATEL SENIOR S. SCHOOL JUHI HAMIRPUR  RAOD ROOM NO 6",498,383,0,881,283,211,0,494,146,0,398,22,12,46,0,0,0,0,0,9,0,1,0,0,0,2,4,0,0,0,0,0,494
283,"DR. SONE LAL PATEL SENIOR S. SCHOOL JUHI HAMIRPUR  RAOD ROOM NO 7",705,557,0,1262,356,271,0,627,50,0,426,93,3,90,1,0,0,0,0,2,0,0,1,0,1,6,2,0,0,0,1,1,627
284,"DR. SONE LAL PATEL SENIOR S. SCHOOL JUHI HAMIRPUR  RAOD ROOM NO 8",550,332,0,882,280,157,0,437,368,0,227,87,8,96,1,1,0,0,0,1,0,0,0,1,3,6,0,0,1,1,0,4,437
285,"DR. SONE LAL PATEL SENIOR S. SCHOOL JUHI HAMIRPUR  RAOD ROOM NO 9",514,362,0,876,222,138,0,360,300,0,191,20,6,124,2,0,0,8,1,3,0,0,0,1,0,2,2,0,0,0,0,0,360
286,"DR. SONE LAL PATEL SENIOR S. SCHOOL JUHI HAMIRPUR  RAOD ROOM NO 10",517,402,0,919,301,212,0,513,377,0,150,30,10,299,3,0,0,0,0,3,0,1,0,0,1,5,1,0,1,4,0,5,513
287,"DR. SONE LAL PATEL SENIOR S. SCHOOL JUHI HAMIRPUR  RAOD ROOM NO 11",697,515,0,1212,404,254,0,658,658,0,332,76,11,208,2,0,0,0,0,3,1,0,1,0,3,3,10,2,0,2,0,4,658
288,"N.M.P. BASIC PR. SCHOOL DHAKNAPURWA ROOM NO 1",767,580,0,1347,502,354,0,856,620,0,465,38,14,300,2,1,0,1,0,4,1,2,2,2,1,13,3,1,3,1,0,2,856
289,"N.M.P. BASIC PR. SCHOOL DHAKNAPURWA ROOM NO 2",685,575,0,1260,394,357,0,751,650,0,149,17,21,540,1,0,0,1,0,1,0,0,2,1,1,2,5,0,5,4,0,1,751
290,"LALLU JR. H. SCHOOL DHAKNAPURWA ROOM NO 1",543,428,0,971,328,271,0,599,599,0,81,24,13,470,3,0,0,0,0,1,0,2,0,0,2,0,0,0,0,2,0,1,599
291,"LALLU JR. H. SCHOOL DHAKNAPURWA ROOM NO 2",380,317,0,697,269,227,0,496,306,0,362,5,14,105,1,0,1,0,2,2,0,0,1,0,0,1,0,0,2,0,0,0,496
292,"LALLU JR. H. SCHOOL DHAKNAPURWA ROOM NO 3",637,564,0,1201,397,276,0,673,673,0,328,41,20,264,1,0,0,0,0,7,2,1,1,0,1,1,1,1,2,0,0,2,673
293,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 1",922,652,0,1574,433,302,0,735,567,0,397,141,11,163,1,0,0,0,2,1,1,5,0,0,2,4,2,0,0,2,1,2,735
294,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 2",694,502,1,1197,361,217,0,578,30,0,363,102,9,94,2,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,1,578
295,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 3",390,370,0,760,188,179,0,367,326,0,212,36,17,91,1,0,0,0,0,0,0,0,1,2,0,1,5,1,0,0,0,0,367
296,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 4",459,299,0,758,257,141,0,398,398,0,182,87,10,103,2,0,0,0,1,2,1,2,1,0,3,1,2,0,0,1,0,0,398
297,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 5",617,492,0,1109,435,312,0,747,639,0,293,229,4,184,5,1,0,0,0,3,0,1,1,3,2,8,5,2,0,1,3,2,747
298,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 6",755,646,0,1401,552,370,0,922,150,0,643,90,14,163,1,1,0,0,0,3,0,0,0,1,0,2,2,1,0,0,0,1,922
299,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 7",780,706,0,1486,494,417,0,911,898,0,763,4,6,120,1,0,0,0,0,8,1,0,0,0,0,0,2,0,1,0,0,5,911
300,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 8",462,431,0,893,282,232,0,514,514,0,269,54,42,115,1,1,1,0,0,9,2,0,3,3,1,9,0,0,0,1,1,2,514
301,"K.K. GIRLS INTER COLLEGE KIDWAI NAGAR ROOM NO 9",642,520,0,1162,320,251,0,571,571,0,364,79,6,91,2,1,0,0,0,2,1,2,0,1,2,9,1,1,4,2,1,2,571
302,"SARASWATI VIDHYA MANDIR O BLOCK ANANDPURI ROOM NO 1",482,361,0,843,273,190,0,463,442,0,381,6,5,61,0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,0,1,463
303,"SARASWATI VIDHYA MANDIR O BLOCK ANANDPURI ROOM NO 2",748,674,1,1423,471,406,0,877,877,0,718,2,19,113,2,0,0,0,0,16,0,0,1,0,0,1,1,0,2,1,0,1,877
304,"SARASWATI VIDHYA MANDIR O BLOCK ANANDPURI ROOM NO 3",661,536,0,1197,385,266,0,651,632,0,457,7,4,171,0,0,0,0,0,3,0,0,1,1,1,3,1,1,0,0,0,1,651
305,"SARASWATI VIDHYA MANDIR O BLOCK ANANDPURI ROOM NO 4",508,413,0,921,366,288,0,654,113,0,590,0,1,47,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,654
306,"SARASWATI VIDHYA MANDIR O BLOCK ANANDPURI ROOM NO 4",426,420,0,846,322,308,0,630,54,0,573,0,4,38,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,2,630
307,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWAROOM NO 1",960,673,1,1634,419,237,0,656,628,0,349,74,20,185,0,1,0,1,0,7,1,0,1,0,0,5,2,0,6,2,1,1,656
308,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 2",514,351,0,865,208,108,0,316,280,0,215,15,7,67,0,0,0,0,0,1,0,0,0,2,1,6,1,0,0,0,0,1,316
309,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWAROOM NO 3",654,517,0,1171,340,241,0,581,391,0,289,120,9,132,3,0,1,1,1,1,1,0,0,2,2,1,6,3,2,4,1,2,581
310,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 4",570,418,1,989,298,198,0,496,492,0,158,52,11,246,2,0,0,2,0,6,0,1,1,0,1,4,4,1,1,3,2,1,496
311,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 5",709,538,0,1247,320,200,0,520,298,0,237,37,20,187,5,2,0,1,0,1,1,1,0,0,4,3,8,3,7,1,1,1,520
312,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 6",804,598,1,1403,280,181,0,461,381,0,197,60,15,174,3,0,0,0,1,0,0,0,0,1,3,4,0,0,3,0,0,0,461
313,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 7",663,574,0,1237,218,179,0,397,191,0,170,79,9,116,2,2,0,0,1,4,1,1,2,1,3,4,0,0,2,0,0,0,397
314,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 8",661,475,0,1136,233,114,0,347,317,0,101,43,17,176,1,0,0,0,1,1,0,0,1,1,0,2,0,0,3,0,0,0,347
315,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 9",439,333,0,772,179,89,0,268,34,0,60,28,12,160,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,268
316,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 10",852,673,1,1526,402,232,0,634,631,0,100,67,25,401,4,0,0,1,1,11,0,0,0,0,3,1,5,1,8,4,2,0,634
317,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 11",308,231,0,539,156,90,0,246,240,0,20,21,14,180,1,0,0,0,1,3,0,0,0,1,0,0,0,0,3,0,0,2,246
318,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 12",779,559,1,1339,311,187,0,498,41,0,167,87,21,206,0,1,0,0,0,2,0,1,0,1,0,2,0,2,6,0,0,2,498
319,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 13",675,533,0,1208,334,264,0,598,560,0,200,265,7,103,3,0,0,1,1,2,1,0,1,3,3,6,0,0,1,1,0,0,598
320,"N.M.P. SHRI RATAN SHUKLA  INTER INTER COLLEGE JUHI KHURD PARAMPURWA ROOM NO 14",286,250,0,536,146,113,0,259,258,0,90,60,6,89,1,0,0,0,0,0,0,0,0,1,2,1,1,2,2,3,0,1,259
321,"N. M. P. GILRS U. MA.V. BASANTI NAGAR JUHI KANPUR ROOM NO 1",820,653,0,1473,464,282,0,746,13,0,268,54,31,351,3,1,1,1,0,3,3,1,1,0,2,8,4,1,8,0,1,4,746
322,"N. M. P. GILRS U. MA.V. BASANTI NAGAR JUHI KANPUR ROOM NO 2",514,435,0,949,413,311,0,724,16,0,537,97,8,55,1,1,2,0,2,9,0,0,0,0,0,6,2,1,0,0,0,3,724
323,"N. M. P. GILRS U. MA.V. BASANTI NAGAR JUHI KANPUR ROOM NO 3",398,352,0,750,250,157,0,407,354,0,116,23,33,217,1,2,1,1,0,7,0,0,1,0,1,0,1,0,2,0,0,1,407
324,"N. M. P. GILRS U. MA.V. BASANTI NAGAR JUHI KANPUR ROOM NO 4",708,556,0,1264,352,203,0,555,83,0,214,115,9,198,2,0,1,0,1,5,0,0,0,1,0,1,3,1,4,0,0,0,555
325,"KANYA JR. H. SCHOOL JUHI HAMIRPUR  ROAD ROOM NO 1",611,520,0,1131,333,219,0,552,552,0,376,27,3,131,0,0,0,1,0,4,0,0,1,1,2,1,4,0,0,0,0,1,552
