"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
292,"PRIMARY  SCHOOL HAFUA CHATURBHUJ",573,518,1,1092,329,319,0,648,640,0,344,156,117,15,4,0,0,0,6,0,0,2,0,1,1,2,648
293,"J.H SCHOOL HAFUA JEEWAN",699,584,1,1284,541,355,0,896,896,0,799,35,10,47,1,0,0,0,1,1,2,0,0,0,0,0,896
294,"PRIMARY  SCHOOL HAFUA  BALRAM ROOM-1",510,387,0,897,220,212,0,432,300,0,241,56,101,13,2,0,3,1,2,3,4,0,1,1,1,3,432
295,"PRIMARY  SCHOOL HAFUA  BALRAM ROOM-2",696,540,0,1236,371,372,0,743,743,0,360,60,212,63,2,1,2,3,6,12,0,1,1,2,3,15,743
296,"PRIMARY  SCHOOL MAIRWA",449,353,0,802,232,190,0,422,290,0,272,81,45,9,2,0,0,0,2,0,1,1,0,1,2,6,422
297,"PRIMARY  SCHOOL DUMARIYA",764,614,1,1379,301,372,0,673,670,0,355,139,118,29,10,1,1,0,2,2,0,0,5,4,1,6,673
298,"PRIMARY  SCHOOL  TINFEDIYA PLACE JAMSADIYA ROOM-1",309,246,0,555,157,146,0,303,7,0,195,70,27,2,0,0,0,0,0,1,0,0,2,0,2,4,303
299,"PRIMARY  SCHOOL  TINFEDIYA PLACE JAMSADIYA ROOM-2",802,608,3,1413,427,388,0,815,450,0,452,68,222,35,1,0,0,1,4,7,2,3,2,3,3,12,815
300,"PRIMARY  SCHOOL TARYA LAKSHIRAM",786,671,0,1457,360,407,0,767,720,0,498,44,102,80,6,0,1,0,6,6,3,3,4,1,1,12,767
301,"PRIMARY  SCHOOL TARYA HARKESH",507,455,0,962,249,274,0,523,523,0,317,139,22,16,2,0,1,3,6,5,1,1,1,1,0,8,523
302,"PRIMARY  SCHOOL KAITHAWLIYA URF GBIBAPUR",356,322,0,678,140,162,0,302,302,0,131,34,99,20,3,0,0,1,2,2,2,0,2,2,3,1,302
303,"PRIMARY  SCHOOL TARYA  BAIKUNTH",350,318,0,668,260,155,0,415,300,0,187,11,164,24,3,0,1,0,0,6,2,1,1,6,2,7,415
304,"PRIMARY  SCHOOL TARYA  SUNDAR",237,220,0,457,155,162,0,317,317,0,107,144,46,9,0,0,0,0,0,0,1,1,3,0,1,5,317
305,"PRIMARY  SCHOOL GADAHIYA  PATHAK ROOM-1",413,394,0,807,200,205,0,405,400,0,147,98,76,46,9,1,1,3,1,5,2,0,2,4,3,7,405
306,"PRIMARY  SCHOOL GADAHIYA  PATHAK ROOM-2",465,401,0,866,249,225,0,474,474,0,137,131,104,38,2,1,4,3,5,12,2,5,2,7,5,16,474
307,"PRIMARY  SCHOOL GOPALAPUR",811,710,7,1528,569,440,0,1009,954,0,578,306,8,61,5,2,2,2,8,12,1,4,3,0,6,11,1009
308,"PRIMARY  SCHOOL JAWAHI NARENDRA ROOM-1",443,373,0,816,288,222,0,510,173,0,152,143,64,96,8,2,4,3,4,6,2,2,3,8,6,7,510
309,"PRIMARY  SCHOOL JAWAHI NARENDRA  ATRICT KAKSH",444,357,11,812,238,195,0,433,433,0,139,92,85,63,1,1,2,5,5,5,5,6,3,3,5,13,433
310,"PRIMARY  SCHOOL JAWAHI NARENDRA ROOM-2",650,517,0,1167,337,320,0,657,657,0,337,67,96,66,5,0,0,1,3,15,4,9,8,4,7,35,657
311,"PRIMARY  SCHOOL JAWAHI DAYAL ROOM-1",466,380,0,846,255,214,0,469,400,0,198,38,182,19,0,0,0,0,4,7,1,0,3,5,4,8,469
312,"PRIMARY  SCHOOL JAWAHI DAYAL ROOM-2",609,518,0,1127,339,347,0,686,24,0,347,118,169,3,1,0,0,2,1,9,3,0,2,5,8,18,686
313,"PRIMARY  SCHOOL JAWAHI DAYAL ATRIKAT ROOM",824,619,0,1443,442,347,0,789,789,0,404,220,119,22,1,0,2,4,6,2,0,3,1,0,1,4,789
314,"J.H.SCHOOL JAWAGHI MALHI EHATMALI ROOM-1",467,379,0,846,232,243,0,475,125,0,117,188,147,2,0,1,1,0,3,1,0,1,1,3,1,9,475
315,"J.H.SCHOOL JAWAGHI MALHI EHATMALI ROOM-2",623,515,0,1138,345,306,0,651,651,0,189,104,245,13,2,0,3,1,15,22,6,8,7,7,7,22,651
316,"PRIMARY  SCHOOL JAWAHI MALHI MUSTKIL",537,477,0,1014,312,324,0,636,390,0,223,284,72,10,0,0,0,1,3,4,1,2,0,3,16,17,636
317,"J.H.SCHOOL JAWAGHI  HARBLLABH ROOM-1",432,396,0,828,174,171,0,345,119,0,151,81,90,4,2,0,0,0,2,1,0,1,1,3,6,3,345
318,"J.H.SCHOOL JAWAGHI  HARBLLABH ROOM-2",450,358,0,808,224,215,0,439,100,0,189,89,122,4,2,1,1,1,5,6,1,1,4,0,2,11,439
319,"J.H.SCHOOL JAWAGHI  HARBLLABH ROOM-3",491,351,0,842,207,181,0,388,200,0,131,85,124,11,2,1,2,0,1,5,2,0,2,6,3,13,388
320,"PRIMARY  SCHOOL DANIYADI ROOM-1",842,663,0,1505,441,450,0,891,891,0,434,153,223,20,4,0,2,5,10,15,2,3,5,3,5,7,891
321,"PRIMARY  SCHOOL DANIYADI ROOM-2",574,464,0,1038,412,242,0,654,5,0,282,238,102,6,2,1,2,1,4,3,0,0,2,1,3,7,654
322,"PRIMARY  SCHOOL KOINDAHA",329,287,3,619,252,146,0,398,14,0,174,53,129,11,3,2,0,1,0,4,0,1,3,7,1,9,398
323,"PRIMARY  SCHOOL CHAUPATHIYA",427,371,0,798,146,332,0,478,200,0,275,165,17,8,1,1,1,0,2,0,0,2,1,1,4,0,478
324,"PRIMARY  SCHOOL JAMSADA",195,187,0,382,122,116,0,238,238,0,162,57,13,2,0,0,0,0,0,0,0,0,0,1,0,3,238
325,"PRIMARY  SCHOOL RAMPUR BANGRA ROOM-1",579,476,1,1056,308,268,0,576,500,0,267,109,94,53,1,3,2,4,4,22,3,2,2,2,4,4,576
326,"PRIMARY  SCHOOL RAMPUR BANGRA ROOM-2",613,441,0,1054,281,322,0,603,603,0,438,54,24,11,2,1,0,0,3,52,4,0,1,2,0,11,603
327,"PRIMARY  SCHOOL MALHO",343,252,0,595,207,160,0,367,367,0,151,113,60,30,0,1,2,1,2,1,0,0,0,1,1,4,367
328,"PRIMARY  SCHOOL TULASI  PATTI",659,502,0,1161,341,302,0,643,643,0,296,166,130,13,0,1,0,2,3,10,1,4,0,2,4,11,643
329,"J.H.SCHOOL MATHIYA SHRIRAM MUSTKIL ROOM-1",702,636,0,1338,367,329,0,696,500,0,543,42,94,4,0,0,0,0,1,1,1,2,2,2,1,3,696
330,"J.H.SCHOOL MATHIYA SHRIRAM MUSTKIL ROOM-2",677,601,2,1280,331,333,0,664,664,0,423,58,134,12,0,0,0,1,3,4,3,1,3,5,1,16,664
331,"PRIMARY  SCHOOL SISAWA DIGAR",370,310,0,680,229,190,0,419,416,0,100,58,226,10,1,0,1,0,1,5,3,1,3,4,2,4,419
332,"PRIMARY  SCHOOL SISAWA AVVAL",709,604,0,1313,419,381,0,800,430,0,397,122,207,23,1,2,3,5,3,10,5,3,1,6,5,7,800
333,"NEHRU  I.C  BEDUPAR ROOM-1",733,609,0,1342,428,329,0,757,475,0,457,145,93,13,3,1,0,2,8,6,0,1,4,2,6,16,757
334,"NEHRU  I.C  BEDUPAR ROOM-2",715,558,0,1273,352,380,0,732,400,0,225,289,85,44,0,3,4,6,14,11,3,2,5,6,9,26,732
335,"J.H.SCHOOL BIRAWAT KONHWLIYA ROOM-1",638,543,0,1181,342,291,0,633,333,0,247,160,91,61,4,1,1,3,6,13,5,3,6,2,9,21,633
336,"J.H.SCHOOL BIRAWAT KONHWLIYA ROOM-2",642,534,0,1176,353,279,0,632,210,0,395,14,62,126,3,0,2,2,3,2,1,3,3,4,1,11,632
337,"J.H.SCHOOL BANK KHAS",801,616,0,1417,463,373,0,836,406,0,226,300,188,30,4,2,7,3,9,11,7,9,2,5,9,24,836
338,"PANCHAYT BHAVAN BANK KHAS",764,616,0,1380,411,453,0,864,463,0,334,222,104,85,3,1,3,3,12,24,5,5,9,11,14,29,864
339,"PURV. MADHAMIC VIDHALAY  BAGHACHAUR ROOM-1",581,493,0,1074,367,315,0,682,572,0,497,43,60,20,1,5,1,2,7,17,0,1,6,7,2,13,682
340,"PURV. MADHAMIC VIDHALAY  BAGHACHAUR ROOM-2",759,661,0,1420,421,372,0,793,793,0,453,105,134,31,18,1,3,7,4,10,0,1,4,6,4,12,793
341,"PRIMARY  SCHOOL BAGHACHAUR (NONIYA PATTI )",371,319,0,690,210,220,0,430,410,0,282,26,40,45,12,0,0,1,1,11,2,2,3,1,1,3,430
342,"PRIMARY  SCHOOL FAGUCHHAPARA",553,441,0,994,314,279,0,593,540,0,361,52,124,13,2,0,0,0,5,12,1,1,1,2,7,12,593
343,"PRIMARY  SCHOOL KHAIRTIYA",581,515,0,1096,331,314,0,645,640,0,168,375,72,8,2,0,2,1,3,3,1,1,1,1,1,6,645
344,"J.H.SCHOOL AHIRAULI DAN ROOM NO.1",512,388,0,900,270,203,0,473,400,0,252,30,158,12,3,0,1,1,7,3,0,0,2,1,1,2,473
345,"J.H.SCHOOL AHIRAULI DAN ROOM NO.2",422,342,0,764,171,140,0,311,311,0,168,59,73,0,1,0,2,1,2,1,0,0,2,1,0,1,311
346,"J.H.SCHOOL AHIRAULI DAN ROOM NO.3",633,531,0,1164,307,324,0,631,631,0,367,151,52,19,0,0,2,3,7,9,4,2,3,3,6,3,631
347,"GRILSJ.H.SCHOOL AHIRAULI DAN",1181,895,0,2076,568,493,0,1061,1061,0,421,240,295,22,3,2,2,1,17,11,0,3,7,6,5,26,1061
348,"FLOOD RELIEF ROOM  AHIRAULI DAN",563,468,0,1031,301,294,0,595,400,0,377,47,96,11,1,4,3,4,5,19,3,4,6,2,2,11,595
