"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK SINGH","2 - RAKESH PANDEY","3 - RAM MURTI VERMA","4 - HARI OM PANDEY","5 - GOPAL NISHAD","6 - JAHAR SINGH KASHYAP","7 - BALMUKUND DHURIYA","8 - BRIJESH KUMAR","9 - RAM BAHAL VERMA","10 - SREERAM","11 - SURENDRA KUMAR","12 - SURESH KUMAR BAUDDH","13 - TIGER RAMNIHOR PATEL","14 - VINOD KUMAR TIWARI","15 - None of the Above","Total Votes Secured"
350,"P.P. VIHAMADPUR PURVI",332,265,0,597,164,163,0,327,285,0,3,151,35,122,1,4,0,1,1,0,1,2,3,1,2,327
351,"P.P. ENDHANA UTTARI",490,412,0,902,310,275,0,585,575,0,2,232,70,262,1,6,4,0,0,0,0,3,0,2,3,585
352,"P.P. BHITAURA DAKSHINI",522,415,0,937,307,263,0,570,356,0,7,186,187,166,5,1,1,3,2,2,0,2,2,2,4,570
353,"P.P. SAKARA DAKSHIN NAYA BHAWAN UTTARI",680,552,0,1232,408,354,0,762,761,0,14,333,164,236,3,1,1,1,2,0,1,2,4,0,0,762
354,"H.S. MADDHUPUR UTTARI",583,464,0,1047,324,281,0,605,585,0,18,350,16,203,2,1,2,0,0,3,0,6,1,1,2,605
355,"H.S.MADDHUPUR DAKSHNI",341,263,0,604,172,143,0,315,165,0,8,66,5,221,3,0,0,0,0,1,1,2,1,1,6,315
356,"PANCHAYAT BHAWAN CHAINPUR",391,335,0,726,210,220,0,430,425,0,10,129,172,92,2,1,3,0,0,14,0,1,0,4,2,430
357,"P.P. NASEERPUR DAKSHINI",322,266,0,588,136,179,0,315,315,0,4,150,56,95,2,0,0,1,1,0,0,4,1,1,0,315
358,"P.P. KHALISPUR DUHIYA PASHCHIMI",475,425,0,900,280,274,0,554,552,0,4,177,171,178,4,2,0,0,1,3,2,3,3,1,5,554
359,"P.M.V. PAKKHANPUR VICHHAILA UTTARI",304,246,0,550,146,165,0,311,280,0,3,183,19,92,2,1,0,0,0,0,0,4,2,2,3,311
360,"P.M.V. PAKKHANPUR VICHHAILA DAKSHINI",647,508,0,1155,305,301,0,606,600,0,14,267,89,210,2,1,0,3,1,0,2,1,6,8,2,606
361,"P.P. RANDAULI UTTARI",521,426,0,947,306,205,0,511,511,0,15,202,26,245,1,2,1,0,0,2,3,2,1,8,3,511
362,"P.P. RANDAULI DAKSHINI",171,152,0,323,98,104,0,202,202,0,2,125,3,67,1,1,0,0,0,0,0,1,0,1,1,202
363,"P.P. UDYAPUR OHADPUR UTTARI",246,226,0,472,121,142,0,263,255,0,3,73,15,165,1,1,0,1,1,0,0,1,1,1,0,263
364,"P.P. BHEEKHPUR PURVI",515,410,0,925,245,300,0,545,541,0,6,57,107,241,104,2,0,0,0,10,4,4,2,3,5,545
365,"P.P. NONHAR",568,430,0,998,342,315,0,657,550,0,22,244,225,150,2,1,1,3,0,0,3,1,3,1,1,657
366,"P.P. SARKHUPUR UTTARI",270,211,0,481,139,134,0,273,272,0,2,62,94,108,1,0,1,1,0,1,0,1,1,0,1,273
367,"P.P. BHUJAGI NAYA BHAWAN PASHCHIMI",526,483,0,1009,268,302,0,570,450,0,8,297,23,222,3,0,1,1,0,2,0,2,4,1,6,570
368,"P.P. BHUJAGI NAYA BHAWAN PURVI",506,394,0,900,221,187,0,408,388,0,5,52,34,272,0,2,2,1,0,27,3,3,2,3,2,408
369,"BHUJANG NATH .S.M.V. MADVARPUR PASHCHIMI",249,206,0,455,132,122,0,254,254,0,6,91,11,129,3,2,1,0,0,8,1,0,1,1,0,254
370,"P.P. JAFARPUR SUKRAULI PASHCHIMI",447,354,0,801,245,218,0,463,463,0,7,140,132,144,1,1,0,0,1,32,0,0,2,1,2,463
371,"P.P. LAKHAMIPUR PASHCHIMI",531,407,0,938,271,221,0,492,492,0,4,144,132,189,0,2,1,2,1,9,1,3,2,1,1,492
372,"JANHIT.R.P.M.V. MATIHI KAKSH NO1",408,329,0,737,235,220,0,455,455,0,5,260,52,114,2,1,0,0,0,2,4,5,2,4,4,455
373,"J.H.S.GOPARICHANDPUR PURVI",846,678,0,1524,442,375,0,817,814,0,21,150,252,357,3,2,2,2,1,9,2,2,10,2,2,817
374,"J.H.S. GOPARICHANDPUR PASHCHIMI",325,268,0,593,147,111,0,258,248,0,3,8,187,47,1,0,1,0,1,0,1,2,4,0,3,258
375,"P.P. RAKBA UTTARI",254,210,0,464,138,142,0,280,280,0,9,87,66,106,0,0,1,1,0,0,2,1,3,2,2,280
376,"P.P. TIGHARA DAKSHINI",288,238,0,526,147,138,0,285,285,0,3,87,48,121,22,1,0,0,0,0,0,0,0,3,0,285
377,"P.M.V. RAMGARH PURVI",483,398,0,881,270,251,0,521,521,0,4,173,268,51,1,4,0,0,0,2,0,1,2,2,13,521
378,"P.M.V. RAMGARH MADHYA",426,369,0,795,233,220,0,453,453,0,13,109,235,80,2,3,1,1,0,3,0,2,2,1,1,453
379,"P.M.V. RAMGARH PASHCHIMI",910,739,0,1649,583,438,0,1021,1021,0,3,410,346,210,4,4,1,2,2,1,4,13,5,6,10,1021
380,"P.P. DANDARI PURVI",458,361,0,819,263,241,0,504,504,0,7,201,121,156,0,1,0,1,0,2,2,3,2,3,5,504
381,"P.P. JOLHAPUR PURVI",500,396,0,896,238,281,0,519,519,0,11,199,70,229,2,0,1,0,0,0,0,3,1,0,3,519
