"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK SINGH","2 - RAKESH PANDEY","3 - RAM MURTI VERMA","4 - HARI OM PANDEY","5 - GOPAL NISHAD","6 - JAHAR SINGH KASHYAP","7 - BALMUKUND DHURIYA","8 - BRIJESH KUMAR","9 - RAM BAHAL VERMA","10 - SREERAM","11 - SURENDRA KUMAR","12 - SURESH KUMAR BAUDDH","13 - TIGER RAMNIHOR PATEL","14 - VINOD KUMAR TIWARI","15 - None of the Above","Total Votes Secured"
22,"BABA PREM DAS. J.H.S. KARMAINI DAKSHINI",457,408,0,865,279,263,0,542,542,0,4,284,88,156,0,1,0,1,0,3,0,2,0,0,3,542
23,"P.P. BHITAURA UTTAR UTTARI",577,515,0,1092,370,384,0,754,754,0,2,335,149,207,2,12,1,3,1,2,27,3,1,1,8,754
24,"P.P.AINDALPUR PURVI",505,415,0,920,308,252,0,560,560,0,5,177,75,272,3,3,1,3,2,0,2,3,6,4,4,560
25,"P.P.SAKARAUSUFPUR PURVI",824,718,0,1542,460,394,0,854,700,0,11,211,248,357,3,5,1,2,0,0,1,8,2,1,4,854
26,"P.P.SAKARAUSUFPUR PASCHIMI",239,194,0,433,137,139,0,276,276,0,1,259,7,5,0,1,0,0,0,0,0,1,0,2,0,276
27,"P.P. BRAHIMPUR PURVI",525,493,0,1018,356,326,0,682,682,0,4,231,104,330,1,0,0,2,0,1,1,3,3,2,0,682
28,"P.M.V. GAURAMAHAMADPUR PURVI",471,412,0,883,301,280,0,581,569,0,5,236,97,216,2,3,0,3,1,0,0,2,4,3,9,581
29,"P.M.V. GAURAMAHAMADPUR PASHCHIMI",413,356,0,769,241,216,0,457,457,0,11,29,234,158,2,4,0,7,0,1,3,2,6,0,0,457
30,"P.P. GAURAMAHAMADPUR NEW BHAWAN PURVI",481,383,0,864,306,270,0,576,574,0,6,322,113,98,2,19,1,0,0,0,1,4,2,3,5,576
31,"P.P. GAURAMAHAMADPUR NEW BHAWAN PASHCHIMI",457,366,0,823,273,211,0,484,484,0,6,180,160,101,2,24,1,0,0,0,0,2,2,1,5,484
32,"P.P.MACHHALIGAON UTTARI",726,645,0,1371,362,327,0,689,689,0,4,190,51,364,48,0,0,1,1,0,1,7,8,8,6,689
33,"P.P.MACHHALIGAON DAKSHINI",822,676,0,1498,471,285,0,756,756,0,20,338,313,66,1,3,3,2,0,1,0,1,2,3,3,756
34,"J.H.S.SAMMANPUR DAKSHINI",782,670,0,1452,448,302,0,750,750,0,9,189,381,158,4,0,1,0,1,0,2,2,1,1,1,750
35,"J.H.S. SAMMANPUR UTTARI",490,407,0,897,257,245,0,502,490,0,5,219,235,35,0,1,0,0,0,1,0,1,1,2,2,502
36,"J.H.S. SAMMANPUR MADHYA",498,424,0,922,261,279,0,540,540,0,7,198,137,187,4,1,0,0,0,0,0,0,1,2,3,540
37,"P.P. SAMMANPUR PURVI",347,290,1,638,213,197,0,410,410,0,3,187,87,124,0,0,0,0,1,0,0,2,1,4,1,410
38,"P.P. DAUDPUR DAKSHINI",602,501,0,1103,333,302,0,635,635,0,11,315,144,134,2,10,2,0,0,4,1,8,2,0,2,635
39,"P.P.DAUDPUR UTTARI",419,346,0,765,242,220,0,462,460,0,1,162,59,221,1,4,1,0,0,1,1,3,3,4,1,462
40,"P.P. ALAMPUR GOMUNPUR UTTARI",348,305,0,653,226,207,0,433,433,0,1,107,253,61,0,1,1,1,0,1,1,3,1,0,2,433
41,"P.P. MAHMADPUR DANDVA UTTARI",301,274,0,575,199,182,0,381,381,0,1,197,36,129,1,11,0,0,0,2,0,1,2,0,1,381
42,"P.P. KALYANPUR PASHCHIMI",523,439,0,962,368,250,0,618,30,0,2,302,41,253,5,1,0,1,1,0,0,3,4,1,4,618
43,"KANYA .P.P. BALUABAHADURPUR PURVI",510,487,0,997,307,296,0,603,603,0,23,261,114,195,1,1,0,1,0,0,0,1,3,1,2,603
44,"KANYA .P.P. BALUABAHADURPUR PASHCHIMI",438,383,0,821,285,260,0,545,545,0,12,107,26,388,2,3,0,3,0,1,0,2,1,0,0,545
45,"P.P.RUKUNUDDINPUR DAKSHINI",684,606,0,1290,380,313,0,693,598,0,9,237,164,245,3,1,2,7,1,3,2,5,4,6,4,693
46,"P.P. RUKUNUDDINPUR UTTARI",734,689,0,1423,373,396,0,769,769,0,8,274,106,347,4,1,2,1,1,2,0,7,4,4,8,769
47,"P.P. ASTABAD UTTARI",597,531,0,1128,369,366,0,735,700,0,6,290,82,284,3,14,3,4,2,16,4,9,5,4,9,735
48,"P.P. GAUSPUR KAKRAHIYA UTTARI",651,598,0,1249,404,392,0,796,435,0,2,250,142,348,4,2,0,6,0,4,16,6,5,7,4,796
49,"P.P. PANTHEEPUR DAKSHINI",285,236,0,521,173,158,0,331,253,0,4,96,57,139,2,1,0,1,1,0,17,4,2,5,2,331
50,"P.P. BARSAIT PURVI",302,260,0,562,184,188,0,372,313,0,1,163,8,176,2,0,0,1,1,0,8,3,0,5,4,372
51,"P.P. BARSAIT PASHCHIMI",486,431,0,917,316,295,0,611,600,0,7,250,6,330,1,6,1,0,0,3,0,1,4,1,1,611
52,"P.P. UFRAULI PURVI",219,190,0,409,113,125,0,238,238,0,7,103,46,77,1,0,0,0,0,0,0,0,2,2,0,238
53,"P.P. UFRAULI PASHCHIMI",712,636,0,1348,495,440,0,935,935,0,18,371,58,424,2,6,1,8,2,4,3,12,8,6,12,935
54,"P.P. SHEKHUPUR UTTARI",348,284,0,632,242,216,0,458,434,0,6,183,146,105,1,6,0,4,0,0,0,1,1,2,3,458
55,"P.P. NANDAPUR ASHRAFPUR MAJGAWAN PURVI",746,652,0,1398,462,455,0,917,880,0,9,333,146,352,5,7,1,2,3,2,2,14,14,7,20,917
56,"P.P. VAJIDPUR PURVI",892,701,0,1593,552,413,0,965,965,0,8,145,209,574,4,2,1,3,2,1,2,5,5,3,1,965
57,"P.P. VAJIDPUR PASHCHIMI",614,532,0,1146,365,308,0,673,673,0,5,226,206,224,2,3,0,2,0,0,0,1,1,2,1,673
58,"P.P. VAJIDPUR ATIRIKT KAKSH",384,324,0,708,249,229,0,478,400,0,10,178,69,196,1,6,1,5,1,0,0,2,4,1,4,478
59,"P.P. MEERAPUR UTTARI",329,291,0,620,211,198,0,409,409,0,7,45,127,188,12,19,3,1,0,1,0,1,4,0,1,409
60,"P.P. KANNUPUR PURVI",714,620,0,1334,448,352,0,800,700,0,20,147,247,346,0,6,1,3,0,5,2,4,2,4,13,800
61,"P.P. KANNUPUR PASHCHIMI",628,543,0,1171,341,322,0,663,305,0,15,207,206,199,6,1,1,1,0,0,4,6,5,5,7,663
62,"KANYA .J.H.S. KANNUPUR PURVI",271,236,0,507,191,150,0,341,320,0,4,35,127,138,3,0,1,0,2,2,26,1,0,2,0,341
63,"P.P.LAKHANIYA PURVI",475,398,0,873,256,272,0,528,518,0,9,235,45,219,2,2,0,0,1,2,1,6,2,3,1,528
64,"P.P. LAKHANIYA PASHCHIMI",781,645,0,1426,377,440,0,817,790,0,16,321,152,287,2,1,2,1,3,0,1,10,9,3,9,817
65,"P.P. BADEPUR PURVI",618,526,0,1144,345,302,0,647,647,0,8,112,67,431,1,3,0,2,3,0,0,7,3,1,9,647
66,"P.P. BADEPUR PASHCHIMI",640,553,0,1193,398,344,0,742,742,0,11,322,52,331,0,3,6,0,0,4,4,3,3,1,2,742
67,"J.H.S. BADEPUR MURVAH UTTARI",390,341,0,731,249,265,0,514,514,0,4,202,41,225,4,4,4,0,1,2,2,3,5,3,14,514
68,"P.P. TAJUPUR PURVI",508,423,0,931,327,271,0,598,598,0,10,52,298,214,8,2,1,0,0,0,1,4,4,2,2,598
69,"P.P.TAJUPUR PASHCHIMI",574,487,0,1061,370,317,0,687,500,0,6,399,82,169,2,3,1,1,1,0,0,3,3,9,8,687
70,"P.P.HAJPURA PURANA BHAWAN DAKSHINI",436,366,1,803,282,209,0,491,491,0,8,158,84,225,2,1,2,0,0,0,0,5,4,1,1,491
71,"P.P. KAJPURA UTTARI",448,350,0,798,260,200,0,460,460,0,1,141,154,149,5,1,1,1,0,1,0,4,0,1,1,460
72,"P.P. KAJPURA ATIRIKAT KAKSH",497,408,1,906,298,259,0,557,557,0,3,295,129,118,3,2,1,0,0,1,0,2,1,0,2,557
73,"P.P. KAJPURA DAKSHNI",767,671,0,1438,401,425,0,826,826,0,13,333,193,260,4,4,0,2,2,1,0,2,4,3,5,826
74,"P.P. KATGHARMOOSA UTTARI",537,429,0,966,263,256,0,519,516,0,20,202,158,115,2,2,1,1,0,2,1,3,5,3,4,519
75,"P.P.KATGHARMOOSA DAKSHNI",537,456,0,993,320,303,0,623,623,0,10,366,123,80,1,2,2,2,3,3,5,6,7,5,8,623
76,"P.P. RAHEEMPUR PURVI",799,659,0,1458,532,426,0,958,930,0,15,267,161,462,4,5,2,1,3,11,3,7,8,4,5,958
77,"P.P. KANDIPUR UTTARI",830,691,0,1521,459,417,0,876,876,0,6,135,238,448,1,3,0,5,0,22,2,3,5,4,4,876
78,"P.P. KANDIPUR DAKSHINI",590,512,0,1102,340,321,0,661,600,0,14,350,155,109,6,0,1,1,1,1,1,8,3,6,5,661
79,"B.B.DAS.I.C.RASULPUR BAKARGANJ",737,604,0,1341,379,364,0,743,553,0,24,193,250,261,2,1,1,0,1,3,2,1,2,1,1,743
80,"P.P. KALEPUR MAHUWAL UTTARI",383,343,0,726,230,232,0,462,442,0,4,240,66,131,1,1,3,3,0,0,1,6,3,2,1,462
81,"P.P. KALEPUR MAHUWAL DAKSHINI",820,707,0,1527,520,456,0,976,976,0,26,393,148,375,6,3,2,1,1,7,1,3,6,2,2,976
82,"P.P. AUDHANA ISMAILPUR PURVI",733,652,0,1385,446,424,0,870,867,0,13,327,204,293,2,0,2,0,0,2,2,6,5,4,10,870
83,"P.P. TIKARI UTTARI",540,450,2,992,399,358,0,757,720,0,9,349,72,307,1,3,1,1,1,0,1,1,5,4,2,757
84,"P.P. KOTHIBHAR UTTARI",419,361,0,780,255,290,0,545,339,0,7,202,11,298,1,3,0,1,0,1,1,6,4,5,5,545
85,"P.P. JOTIPUR PURVI",348,330,0,678,218,241,0,459,450,0,11,235,11,127,0,33,5,1,1,1,6,6,6,8,8,459
86,"P.P. JOTIPUR PASHCHIMI",233,184,0,417,143,135,0,278,278,0,2,152,6,95,1,6,0,0,1,1,2,1,5,3,3,278
87,"P.P. SULTANPUR GOITHA UTTARI",319,267,0,586,198,197,0,395,313,0,6,154,68,133,2,15,1,0,0,5,2,2,6,0,1,395
88,"RAM AUTAR .I.C. KHAJURI KARAUDI UTTARI",436,365,0,801,277,279,0,556,540,0,6,245,58,228,2,0,1,1,0,1,2,3,5,3,1,556
89,"RAM AUTAR.I.C. KHAJURI KARAUDI MADHYA",517,420,0,937,327,271,0,598,521,0,15,122,113,325,2,1,2,3,1,1,0,6,5,1,1,598
90,"P.P. PATAUHAGANEPUR",725,624,0,1349,398,385,0,783,778,0,24,252,47,411,8,4,2,3,1,1,0,8,9,6,7,783
91,"P.P. SAIDPUR UMRAN UTTARI",399,339,0,738,245,215,0,460,340,0,15,229,95,98,2,4,1,0,0,0,1,6,1,3,5,460
92,"P.P. SAIDPUR UMRAN DAKSHINI",561,489,0,1050,316,315,0,631,620,0,9,271,75,236,5,0,0,1,0,16,1,5,3,1,8,631
93,"P.P. DEEGHI PASHCHIMI",262,233,0,495,165,159,0,324,320,0,5,165,12,136,0,0,0,1,0,1,0,2,2,0,0,324
94,"P.P. THATTA UTTARI",435,361,0,796,305,255,0,560,560,0,14,124,127,259,3,6,2,1,1,2,2,4,8,4,3,560
95,"P.P. DARIYAPUR UTTARI",520,430,0,950,320,287,0,607,304,0,6,195,92,280,7,0,2,2,1,2,0,3,9,5,3,607
96,"P.P. HUSENPUR VIPHAN UTTARI",623,535,0,1158,400,345,0,745,545,0,23,310,126,253,5,2,3,2,0,3,1,9,5,2,1,745
97,"P.P. HUSENPUR VIPHAN DAKSHINI",216,183,0,399,115,111,0,226,223,0,11,41,40,127,1,0,0,0,0,0,1,0,3,0,2,226
98,"P.P. NEMPUR MAHESHPUR PURVI",255,215,0,470,143,133,0,276,274,0,13,157,16,76,0,1,0,1,1,0,1,1,3,1,5,276
99,"P.P. TENDUA DIYARA PASHCHIMI",219,198,0,417,127,140,0,267,200,0,1,97,104,58,0,0,0,0,0,0,0,2,0,2,3,267
100,"P.P. TENDUA DIYARA PURVI",318,274,0,592,173,178,0,351,351,0,6,177,10,151,3,0,0,0,0,0,0,3,1,0,0,351
101,"P.P. ITAURI UTTARI",196,184,0,380,139,132,0,271,271,0,4,75,79,102,3,0,0,0,0,1,0,3,3,0,1,271
102,"P.P. SALAHPUR AKBALPUR DAKSHINI",603,510,0,1113,380,339,0,719,620,0,4,306,149,245,2,0,0,1,0,1,1,2,4,3,1,719
103,"P.M.V. MAHESHPUR",244,234,0,478,174,192,0,366,360,0,5,86,167,96,1,0,0,0,2,2,0,1,2,0,4,366
104,"ANNPURNA .A.I.C. DHAWRUA KAKSH N014",772,651,0,1423,453,420,0,873,873,0,9,451,164,191,4,3,3,0,6,2,3,4,6,6,21,873
105,"ANNPURNA .A.I.C. DHAWRUA KAKSH N015",606,501,0,1107,346,296,0,642,642,0,8,68,95,430,0,0,2,2,2,5,2,9,6,6,7,642
106,"ANNPURNA. A. I. C. DHAWRUA KAKCHH N016",583,481,0,1064,292,271,0,563,556,0,8,89,237,217,1,1,2,0,0,0,1,3,1,1,2,563
107,"P.P. BIBIPUR BHUSAULI DAKSHINI",594,495,0,1089,388,344,0,732,732,0,22,165,270,229,5,5,1,3,1,0,1,4,15,8,3,732
108,"P.P. GUWAWANJMALPUR UTTARI",408,349,0,757,261,254,0,515,515,0,12,218,135,133,3,2,1,0,0,1,0,3,3,2,2,515
109,"P.P. GUWAWANJMALPUR DAKSHINI",374,326,0,700,233,206,0,439,439,0,4,179,139,97,1,0,1,2,0,5,1,2,2,4,2,439
110,"P.P. RAMPUR DUBE PURVI",367,324,0,691,244,242,0,486,486,0,4,302,28,125,2,0,1,1,1,1,12,2,4,2,1,486
111,"P.P. KABULPUR UTTARI",558,466,0,1024,318,306,0,624,556,0,9,189,28,377,3,1,0,1,1,1,0,6,5,2,1,624
112,"P.P. BARAULI ASHANANDPUR UTTARI",625,498,0,1123,358,315,0,673,673,0,4,224,172,250,5,3,0,0,0,0,3,1,2,7,2,673
113,"P.P. BARAULI ASHANANDPUR DAKSHINI",391,322,0,713,188,197,0,385,385,0,4,167,66,119,2,12,0,0,0,0,1,3,5,2,4,385
114,"P.P. BHAGALAPUR BAIRAGAL PURVI",227,173,0,400,116,86,0,202,202,0,4,31,11,151,2,1,0,0,0,0,0,1,0,0,1,202
115,"P.P. BAIRAGAL NAYA BHAWAN",684,595,0,1279,352,393,0,745,710,0,13,367,63,273,0,3,1,0,1,2,2,3,8,6,3,745
116,"P.P. KHALISPUR BHATAULI PURVI",528,416,0,944,320,248,0,568,531,0,13,63,381,99,1,0,1,3,1,0,2,1,1,2,0,568
117,"P.P. KHALISPUR BHATAULI PASHCHIMI",564,509,0,1073,351,324,0,675,660,0,27,314,16,265,4,31,2,1,2,3,1,1,4,1,3,675
118,"P.P. KHALISPUR BHATAULI ATIRIKT KAKSH",353,295,0,648,174,158,0,332,332,0,6,140,13,161,1,1,1,1,0,1,0,1,1,3,2,332
119,"MOTILAL .I.C. MALIPUR KAKSH N07",899,729,0,1628,520,430,0,950,950,0,15,58,410,447,3,2,2,2,0,2,0,2,3,1,3,950
120,"MOTILAL .I.C. MALIPUR KAKSH N09",469,433,0,902,277,266,0,543,543,0,14,71,137,305,0,2,0,2,1,1,0,4,4,1,1,543
121,"MOTILAL. I.C. MALIPUR KAKSH N011",551,451,0,1002,323,277,0,600,600,0,15,121,107,341,1,0,1,0,0,0,2,2,5,2,3,600
122,"P.P.HAJIPUR PURVI",326,284,0,610,212,195,0,407,407,0,4,180,134,78,0,1,0,0,1,1,1,1,5,0,1,407
123,"P.P. TAHAPUR PURVI",557,519,0,1076,374,301,0,675,675,0,11,339,98,200,2,3,1,6,0,0,0,5,2,5,3,675
124,"P.P. TAHAPUR PASHCHIMI",453,346,0,799,296,200,0,496,496,0,12,118,54,290,3,0,1,0,0,0,1,5,5,3,4,496
125,"P.P. HARIPALPUR UTTARI",442,388,0,830,277,280,0,557,557,0,8,287,25,220,0,3,0,0,0,3,0,3,1,2,5,557
126,"P.P. CHITAUNA KALA DAKSHINI",401,382,0,783,262,273,0,535,535,0,9,301,47,162,3,0,0,0,0,3,0,2,0,0,8,535
127,"P.P. BHISWACHITAUNA DAKSHINI",556,470,0,1026,324,312,0,636,636,0,11,201,132,274,1,0,0,2,2,0,0,2,3,6,2,636
128,"P.P. JAGTUPUR BILTAI UTTARI",611,550,0,1161,396,395,0,791,791,0,5,339,46,361,19,0,0,1,1,1,4,1,4,3,6,791
129,"P.P. JALALPUR UTTARI",207,172,0,379,152,153,0,305,305,0,0,284,8,4,0,0,0,1,0,0,0,2,0,3,3,305
130,"P.P. SETHAKALA NAYA BHAWAN PURVI",507,460,0,967,296,306,0,602,585,0,4,293,68,213,1,0,2,1,0,2,1,6,4,3,4,602
131,"P.P. SETHAKALA NAYA BHAWAN PASHCHIMI",515,448,0,963,297,233,0,530,530,0,4,210,102,182,5,2,0,0,0,5,1,6,1,5,7,530
132,"P.P. MALIKPUR CHHITUNI PURVI",286,259,0,545,194,173,0,367,367,0,2,165,102,87,1,0,0,2,0,0,0,3,4,1,0,367
133,"P.P. SALAHUDDINPUR UTTARI",400,366,0,766,303,253,0,556,556,0,5,243,141,145,3,0,0,1,1,0,6,1,5,5,0,556
134,"P.P. BHADOI ATIRIKT KAKCHH",532,459,0,991,333,272,0,605,605,0,4,298,89,182,4,2,0,1,1,1,1,5,7,4,6,605
135,"P.P. BHADOI UTTARI",558,489,0,1047,325,302,0,627,603,0,9,104,207,208,72,5,4,0,1,0,1,0,4,3,9,627
136,"P.P. BHADOI DAKSHINI",629,506,0,1135,391,313,0,704,704,0,7,139,303,198,36,0,0,1,1,0,1,3,4,4,7,704
137,"P.P. MANSOORPUR DAKSHINI",627,535,1,1163,401,285,0,686,686,0,7,124,151,365,4,1,0,2,0,2,4,6,8,7,5,686
138,"P.P. RUKUNPUR UTTARI",631,583,0,1214,347,349,0,696,694,0,14,340,29,284,3,3,0,4,1,1,2,5,2,4,4,696
139,"J.U.M.V. SURHURPUR UTTARI",639,509,0,1148,336,305,0,641,641,0,3,191,35,396,4,2,0,0,0,1,0,6,2,1,0,641
140,"J.U.M.V. SURHURPUR MADHYA",157,146,0,303,82,81,0,163,163,0,2,32,36,83,1,2,0,0,0,0,0,1,2,4,0,163
141,"KANYA.P.P. SURHURPUR PURVI",542,436,0,978,264,244,0,508,508,0,22,115,36,325,1,0,0,1,0,0,0,4,2,0,2,508
142,"KANYA. P.P. SURHURPUR PASHCHIMI",541,478,0,1019,290,281,0,571,571,0,8,286,43,201,3,0,0,7,1,3,1,2,2,6,8,571
143,"P.P. JINDASPUR PURVI",344,298,0,642,180,197,0,377,377,0,7,184,8,159,4,1,2,0,0,0,0,3,5,1,3,377
144,"P.P. BASIYA PURVI",455,407,0,862,319,263,0,582,582,0,11,170,273,97,0,11,3,6,0,0,2,2,1,3,3,582
145,"P.P. NOORPUR KHURD UTTARI",199,162,0,361,128,122,0,250,200,0,4,152,61,21,0,7,0,0,0,0,1,0,0,2,2,250
146,"P.P. KARMISIRPUR UTTARI",686,588,0,1274,383,337,0,720,720,0,17,144,350,165,5,6,1,5,1,13,1,2,5,2,3,720
147,"P.P. RUDHAULI ADAI UTTARI",352,283,0,635,179,176,0,355,355,0,4,122,61,150,1,0,0,0,0,1,3,5,1,3,4,355
148,"P.P. RUDHAULI ADAI DAKSHINI",498,431,0,929,267,231,0,498,498,0,6,181,7,286,1,0,0,1,0,0,4,3,3,3,3,498
149,"P.P. KULAHIYA PATTI UTTARI",265,222,0,487,145,135,0,280,280,0,3,93,74,102,0,0,1,2,0,0,1,3,0,0,1,280
150,"P.M.V. AJANPARA UTTARI",237,204,0,441,135,135,0,270,270,0,3,21,117,104,6,1,1,0,0,10,1,2,1,2,1,270
151,"P.M.V. AJANPARA DAKSHINI",746,644,0,1390,489,421,0,910,910,0,9,273,414,156,5,1,1,1,2,24,1,5,7,1,10,910
152,"P.P. BHASMA PASHCHIMI",676,641,0,1317,463,407,0,870,870,0,18,252,400,119,1,65,2,3,0,4,1,3,1,0,1,870
153,"B.B.DAS.I.C. PARUIYA  ASHRAM PURVI",463,409,0,872,274,286,0,560,560,0,2,216,193,118,1,2,1,10,0,1,0,2,5,4,5,560
154,".H.S. JAINAPUR PURVI",742,590,0,1332,410,363,0,773,749,0,19,282,118,319,3,2,0,1,0,1,1,7,8,5,7,773
155,"J.H.S. JAINAPUR PASHCHIMI",451,397,0,848,270,255,0,525,517,0,1,151,103,230,3,5,2,3,3,1,1,7,6,5,4,525
156,"J.H.S. JAINAPUR MADHYA",423,346,0,769,256,241,0,497,497,0,7,347,16,108,0,2,3,0,0,0,1,2,4,1,6,497
157,"P.P. SHAHPUR FIROJPUR UTTARI",507,479,0,986,284,278,0,562,562,0,13,251,37,221,6,4,3,0,2,2,3,7,4,2,7,562
158,"P.P. ASHRAFPUR BHUWA UTTARI",631,617,0,1248,444,420,0,864,853,0,8,389,178,250,5,21,0,2,1,0,1,4,0,1,4,864
159,"P.P. ASHRAFPUR BHUA DAKSHNI",783,670,0,1453,516,414,0,930,905,0,6,304,92,486,1,12,3,3,0,3,1,1,14,3,1,930
160,"JANTA I.C. BADAGAON PURVI",640,604,0,1244,445,409,0,854,854,0,11,401,100,224,1,86,0,3,2,2,0,11,4,3,6,854
161,"JANTA.I.C. BADAGAON MADHYA",679,627,0,1306,388,379,0,767,767,0,18,386,105,239,2,3,2,2,2,1,1,3,1,2,0,767
162,"JANTA. I.C. BADAGAON PASHCHIMI",856,770,0,1626,527,504,0,1031,1031,0,16,379,338,262,4,9,1,0,2,2,5,4,4,2,3,1031
163,"P.P. SHEKHPURA RAJKUMARI PURVI",458,401,0,859,297,260,0,557,550,0,9,211,26,288,0,8,1,1,0,1,3,4,2,0,3,557
164,"P.P. DEVSARA PURVI",213,200,0,413,116,110,0,226,218,0,9,55,27,120,1,5,2,0,0,0,1,1,4,0,1,226
165,"P.P. USRAHA DVITIYA BHAWAN PURVI",722,580,0,1302,411,361,0,772,772,0,7,164,137,419,2,6,2,2,2,2,2,11,7,3,6,772
166,"P.P. USRAHA DVITIYA BHAWAN PASHCHIMI",793,637,0,1430,467,413,0,880,880,0,11,260,266,284,2,10,8,3,2,1,4,16,5,2,6,880
167,"PRAGATI .A.V.M.H.S. PETHIYA UTTARI",886,730,0,1616,477,449,0,926,922,0,19,311,174,373,3,32,2,0,0,0,0,1,4,2,5,926
168,"PRAGATI .A.V.M.H.S. PETHIYA DAKSHINI",894,756,0,1650,469,433,0,902,902,0,42,278,163,334,7,25,5,5,2,4,3,9,11,6,8,902
169,"P.P. SONGAON PURVI",859,754,0,1613,490,475,0,965,965,0,11,395,133,357,5,19,1,3,0,1,0,10,10,4,16,965
170,"P.P. RAMPUR CHANDIDIHA UTTARI",604,550,0,1154,400,369,0,769,654,0,13,190,294,246,4,1,1,4,1,6,0,3,0,2,4,769
171,"P.P. BHAWUKUA UTTARI",680,577,0,1257,397,408,0,805,805,0,9,363,118,270,1,0,2,2,1,10,3,10,9,5,2,805
172,"P.P. JAMAULI UTTARI",625,523,0,1148,421,393,0,814,814,0,9,518,82,170,2,21,1,2,1,1,0,4,1,1,1,814
