"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
12,"PRIMARY SCHOOL ALIPUR",320,257,0,577,250,189,0,439,353,0,153,34,201,39,2,10,0,0,0,0,0,0,0,0,0,0,439
13,"PRIMARY SCHOOL LUTFULLAPUR NAVADA",293,285,0,578,221,198,0,419,416,0,5,12,343,10,0,40,0,0,0,1,0,0,1,2,4,1,419
14,"PRIMARY SCHOOL PACHAYARA",746,600,0,1346,511,349,0,860,860,0,89,34,692,8,0,7,0,0,0,2,1,1,1,11,8,6,860
15,"PRIMARY SCHOOL KHANPUR JAPTI",734,543,0,1277,543,356,0,899,598,0,19,161,605,45,1,44,1,0,1,2,3,0,1,4,10,2,899
16,"D.P.MODERN SECENDRI SCHOOL RAMPARK",711,580,0,1291,262,191,0,453,423,0,26,30,313,5,0,67,2,0,0,2,0,1,0,2,2,3,453
17,"D.P.MODERN SECENDRI SCHOOL RAMPARK",689,534,0,1223,325,237,0,562,560,0,16,60,372,7,1,92,2,2,0,0,1,1,0,3,2,3,562
18,"D.P.MODERN SECENDRI SCHOOL RAMPARK",124,94,0,218,66,47,0,113,113,0,4,5,80,0,0,22,0,1,0,0,0,0,0,0,0,1,113
19,"D.P.MODERN SECENDRI SCHOOL RAMPARK",644,531,0,1175,294,246,0,540,526,0,37,44,384,4,0,55,0,1,0,0,0,1,2,4,4,4,540
20,"D.P.MODERN SECENDRI SCHOOL RAMPARK",296,238,0,534,180,131,0,311,300,0,12,23,216,6,0,52,0,0,0,0,0,0,1,0,1,0,311
21,"D.P.MODERN SECENDRI SCHOOL RAMPARK",588,419,0,1007,261,164,0,425,421,0,6,29,324,6,1,44,1,0,1,1,0,0,0,4,5,3,425
22,"D.P.MODERN SECENDRI SCHOOL RAMPARK",678,537,0,1215,299,225,0,524,516,0,38,38,368,7,0,61,1,1,1,0,2,0,0,2,2,3,524
23,"D.P.MODERN SECENDRI SCHOOL RAMPARK",575,429,0,1004,227,161,0,388,379,0,33,42,184,8,0,102,0,0,0,2,3,0,2,4,7,1,388
24,"PRIMARY HAKIKATPUR KHUDABAS",711,512,0,1223,287,207,0,494,381,0,34,63,274,39,1,78,0,0,0,0,0,1,0,2,1,1,494
25,"PRIMARY HAKIKATPUR KHUDABAS",1064,823,0,1887,485,364,0,849,818,0,93,134,343,82,5,162,3,2,1,1,3,1,0,7,4,8,849
26,"PRIMARY SCHOOL BADARPUR",782,610,0,1392,549,448,0,997,997,0,66,287,20,599,3,17,2,0,0,1,0,1,0,0,1,0,997
27,"PRIMARY SCHOOL BADARPUR",145,105,0,250,78,64,0,142,142,0,5,18,98,16,0,4,1,0,0,0,0,0,0,0,0,0,142
28,"PRIMARY SCHOOL ILAYACHIPUR",551,431,0,982,349,266,0,615,604,0,91,68,322,13,3,92,0,0,0,1,1,1,2,8,3,10,615
29,"PRIMARY SCHOOL ILAYACHIPUR",780,600,0,1380,340,288,0,628,628,0,67,77,272,20,0,154,2,5,4,0,8,1,2,5,7,4,628
30,"PRIMARY NASIB BHIAR",445,356,0,801,261,210,0,471,451,0,38,58,227,2,0,122,0,1,0,1,3,1,2,5,2,9,471
31,"PRIMARY NASIB BHIAR",668,487,0,1155,311,150,0,461,451,0,32,53,200,12,4,146,2,0,3,0,1,0,4,1,2,1,461
32,"PRIMARY HAKIKATPUR KHUDABAS",846,599,0,1445,457,329,0,786,780,0,71,97,350,29,1,205,1,1,2,0,1,1,1,6,12,8,786
33,"PRIMARY HAKIKATPUR KHUDABAS",206,159,0,365,126,92,0,218,218,0,3,7,129,47,0,30,0,0,0,0,0,0,0,0,2,0,218
34,"PRIMARY SCHOOL SADABAD DUGRAWALI",683,532,0,1215,478,364,0,842,842,0,389,152,179,17,0,93,0,0,0,1,0,1,0,3,1,6,842
35,"PRIMARY SCHOOL SADULLABAD",715,521,0,1236,474,315,0,789,575,0,303,152,143,38,0,134,1,2,0,3,0,1,2,5,1,4,789
36,"PRIMARY SCHOOL SADULLABAD",620,456,0,1076,336,268,0,604,550,0,48,73,109,95,6,260,1,0,1,3,3,0,2,1,1,1,604
37,"PRIMARY SCHOOL SADULLABAD",457,336,0,793,286,207,0,493,475,0,69,174,74,43,0,126,0,0,0,0,0,1,2,2,2,0,493
38,"JUNIOR HIGH SCHOOL SADULLABAD",556,443,0,999,340,288,0,628,628,0,96,89,154,76,3,192,5,1,1,1,1,2,2,1,4,0,628
39,"JUNIOR HIGH SCHOOL SADULLABAD",577,421,0,998,288,210,0,498,493,0,77,85,63,68,0,189,0,0,2,1,5,0,2,1,1,4,498
40,"PRIMARY SCHOOL SADULLABAD-1",1264,929,0,2193,676,468,0,1144,1030,0,102,321,224,168,0,306,1,0,1,2,2,1,2,0,4,10,1144
41,"PRIMARY SCHOOL SADULLABAD-1",1124,751,0,1875,692,379,0,1071,1071,0,147,363,29,64,2,439,4,1,0,1,4,1,2,4,1,9,1071
42,"PRIMARY SCHOOL SADULLABAD-1",628,445,0,1073,373,242,0,615,600,0,125,118,162,10,1,182,0,1,0,1,2,1,1,3,4,4,615
43,"JUNIOR HIGH SCHOOL SADULLABAD",778,578,0,1356,406,212,0,618,559,0,28,180,136,28,6,205,6,2,1,3,5,2,0,2,7,7,618
44,"PRIMARY SCHOOL VIKAS NAGAR LONI",875,667,0,1542,599,469,0,1068,1000,0,761,62,152,29,0,48,0,0,0,1,1,1,3,4,1,5,1068
45,"PRIMARY SCHOOL VIKAS NAGAR LONI",541,401,0,942,369,289,0,658,652,0,575,7,62,1,0,9,0,0,0,0,0,0,1,0,2,1,658
46,"PRIMARY SCHOOL VIKAS NAGAR LONI",657,511,0,1168,455,359,0,814,811,0,360,36,346,23,1,32,2,1,1,2,2,1,1,1,2,3,814
47,"PRIMARY SCHOOL SALEHNAGAR",537,445,0,982,382,300,0,682,682,0,623,17,18,4,0,9,0,0,0,0,0,1,1,1,3,5,682
48,"PRIMARY SCHOOL SALEHNAGAR",472,397,0,869,326,254,0,580,580,0,521,25,20,0,0,10,0,0,1,0,0,1,0,0,0,2,580
49,"PRIMARY SCHOOL PREM VIHAR",844,619,0,1463,450,392,0,842,782,0,229,39,455,3,3,98,1,0,0,0,4,1,1,0,3,5,842
50,"PRIMARY SCHOOL PREM VIHAR",1081,910,0,1991,700,603,0,1303,1302,0,17,104,975,5,1,198,0,0,0,0,0,0,0,0,0,3,1303
51,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",531,348,0,879,267,181,0,448,448,0,2,41,237,67,0,88,1,1,0,1,4,0,3,1,2,0,448
52,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",465,338,0,803,252,175,0,427,423,0,10,37,246,51,1,64,1,0,1,2,1,0,2,3,2,6,427
53,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",488,400,0,888,339,261,0,600,583,0,16,29,356,72,2,100,1,0,0,1,3,2,4,4,5,5,600
54,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",476,353,0,829,303,203,0,506,506,0,12,48,274,50,0,94,0,3,1,2,3,3,2,3,7,4,506
55,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",944,665,0,1609,482,328,0,810,810,0,55,152,312,52,1,213,0,1,4,2,5,1,2,3,4,3,810
56,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",622,476,0,1098,332,228,0,560,560,0,42,67,273,19,2,137,0,0,0,1,3,2,2,2,6,4,560
57,"MOREL PUBLIC SCHOOL CHAMAN VIHAR",389,259,0,648,229,173,0,402,399,0,14,125,155,5,0,94,2,0,0,1,1,1,1,0,0,3,402
58,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",750,562,0,1312,412,284,0,696,463,0,108,298,25,192,1,64,2,0,0,0,1,1,2,0,1,1,696
59,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",867,625,0,1492,430,291,0,721,515,0,14,264,252,113,2,60,0,0,0,0,1,1,0,3,5,6,721
60,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",594,434,0,1028,292,166,0,458,452,0,13,247,115,37,0,32,1,0,2,2,3,1,1,1,3,0,458
61,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",561,379,0,940,249,167,0,416,203,0,27,251,54,27,0,44,2,0,0,0,2,2,1,0,3,3,416
62,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",534,366,0,900,221,177,0,398,357,0,41,229,39,34,2,51,0,0,0,1,0,0,0,0,0,1,398
63,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",510,402,0,912,250,160,0,410,383,0,47,227,33,30,0,60,1,2,0,1,0,0,1,4,2,2,410
64,"J.R.INTER NATIONAL SCHOOL ASHOK VIHAR",642,510,0,1152,392,271,0,663,456,0,146,189,83,165,1,68,1,1,1,1,0,1,2,0,0,4,663
65,"PRIMARY SCHOOL GADHI JASSI",495,429,0,924,351,255,0,606,584,0,16,35,523,6,0,23,0,0,0,0,1,0,1,0,1,0,606
66,"PRIMARY SCHOOL GADHI JASSI",566,422,0,988,278,233,0,511,370,0,45,95,269,25,0,66,0,0,0,0,1,2,0,0,3,5,511
67,"PRIMARY SCHOOL GADHI JASSI",489,327,0,816,270,168,0,438,438,0,35,40,291,19,0,38,1,1,1,0,1,3,1,0,5,2,438
68,"PRIMARY SCHOOL GADHI KATTIYA",562,379,0,941,434,235,0,669,594,0,22,17,620,4,0,4,0,0,0,0,0,0,0,0,1,1,669
69,"PRIMARY SCHOOL GADHI KATTIYA",439,356,0,795,270,234,0,504,500,0,71,63,94,154,2,102,0,0,0,1,3,1,5,2,4,2,504
70,"PRIMARY SCHOOL GADHI KATTIYA",853,669,0,1522,376,317,0,693,632,0,102,34,244,56,1,238,2,0,1,1,4,0,1,0,4,5,693
71,"PRIMARY SCHOOL GADHI KATTIYA",320,245,0,565,185,133,0,318,276,0,20,43,194,35,0,23,0,0,0,0,1,0,1,0,0,1,318
72,"MATA GYANWATI MODEL SCHOOL NANDA COLONY",462,366,0,828,241,177,0,418,334,0,29,73,179,84,1,41,0,0,0,1,1,0,1,1,5,2,418
73,"MATA GYANWATI MODEL SCHOOL NANDA COLONY",1443,972,1,2416,722,453,0,1175,1090,0,324,178,222,82,0,332,2,2,2,2,7,5,2,2,5,8,1175
74,"MATA GYANWATI MODEL SCHOOL NANDA COLONY",921,672,0,1593,398,237,0,635,550,0,59,131,213,38,1,175,2,2,0,3,1,0,1,5,3,1,635
75,"MATA GYANWATI MODEL SCHOOL NANDA COLONY",765,506,0,1271,435,229,0,664,658,0,113,96,194,67,2,153,1,1,3,6,4,2,5,3,8,6,664
76,"MATA GYANWATI MODEL SCHOOL NANDA COLONY",499,375,0,874,283,188,0,471,460,0,76,90,157,49,4,85,1,0,0,2,0,0,0,1,1,5,471
77,"MATA GYANWATI MODEL SCHOOL NANDA COLONY",711,493,0,1204,400,290,0,690,281,0,265,94,110,55,2,132,5,2,1,3,6,0,1,4,2,8,690
78,"PRIMARY SCHOOL MANDLA",480,370,0,850,302,198,0,500,498,0,44,96,323,2,2,27,1,0,0,0,1,0,0,1,1,2,500
79,"PRIMARY SCHOOL MANDLA",523,295,0,818,270,144,0,414,393,0,19,32,279,4,1,66,0,1,0,0,0,0,2,5,2,3,414
80,"PRIMARY SCHOOL MANDLA",751,518,0,1269,331,202,0,533,476,0,19,36,416,1,0,38,1,1,0,0,4,0,1,7,5,4,533
81,"PRIMARY SCHOOL MANDLA",599,413,0,1012,293,188,0,481,465,0,27,43,366,5,0,30,1,0,0,0,0,0,2,1,3,3,481
82,"PRIMARY SCHOOL BAGRANAP",868,626,0,1494,525,365,0,890,820,0,394,35,392,15,2,29,0,1,1,2,2,1,0,3,7,6,890
83,"PRIMARY SCHOOL BAGRANAP",612,459,0,1071,379,242,0,621,621,0,232,50,283,18,0,22,0,0,1,1,0,1,2,3,2,6,621
84,"PRIMARY SCHOOL BAGRANAP",940,697,0,1637,483,330,0,813,798,0,85,48,584,26,1,44,1,1,1,1,0,2,2,2,9,6,813
85,"PRIMARY SCHOOL BAGRANAP",745,518,0,1263,356,225,0,581,558,0,143,43,320,19,0,39,0,0,0,0,1,1,1,2,3,9,581
86,"DR.BHIMRAV AMBEDKAR SCHOOL BAGRANAP",846,639,0,1485,415,319,0,734,610,0,93,76,456,24,2,65,2,0,0,2,3,1,1,2,7,0,734
87,"DR.BHIMRAV AMBEDKAR SCHOOL BAGRANAP",836,567,0,1403,400,266,0,666,654,0,92,56,417,18,0,56,0,0,1,2,2,0,1,7,4,10,666
88,"DR.BHIMRAV AMBEDKAR SCHOOL BAGRANAP",674,515,0,1189,358,249,0,607,600,0,59,47,401,35,2,46,0,2,0,0,2,0,2,4,4,3,607
89,"DR.BHIMRAV AMBEDKAR SCHOOL BAGRANAP",315,201,1,517,156,92,0,248,239,0,18,22,182,11,1,11,0,0,0,0,0,0,0,1,2,0,248
90,"PRIMARY SCHOOL GADHI SABLU",660,524,0,1184,578,364,0,942,921,0,22,49,847,4,1,6,0,0,0,0,0,0,4,6,3,0,942
91,"BAL VIDHYA MANDIR SANGAM VIHAR",716,528,0,1244,385,246,0,631,350,0,63,62,320,115,1,59,2,0,0,1,0,0,0,1,6,1,631
92,"BAL VIDHYA MANDIR SANGAM VIHAR",729,506,0,1235,408,281,0,689,634,0,135,64,334,86,2,61,1,0,0,0,0,2,2,0,1,1,689
93,"BAL VIDHYA MANDIR SANGAM VIHAR",601,429,0,1030,372,244,0,616,592,0,84,44,310,58,2,92,2,1,2,0,3,1,1,2,8,6,616
94,"BAL VIDHYA MANDIR SANGAM VIHAR",328,241,0,569,214,170,0,384,343,0,81,16,232,21,1,26,0,0,0,0,0,0,2,1,2,2,384
95,"BAL VIDHYA MANDIR SANGAM VIHAR",486,314,0,800,274,224,0,498,497,0,84,22,284,70,1,31,0,0,1,0,0,0,1,3,0,1,498
96,"BAL VIDHYA MANDIR SANGAM VIHAR",753,560,0,1313,396,265,0,661,661,0,141,74,331,11,1,90,1,0,0,0,2,0,3,1,3,3,661
97,"BAL VIDHYA MANDIR SANGAM VIHAR",708,508,0,1216,345,226,0,571,550,0,115,42,284,30,1,80,2,1,1,1,0,1,4,3,4,2,571
98,"PRIMARY SCHOOL RAJIV GARDEN",519,406,0,925,318,230,0,548,448,0,98,19,358,8,2,52,1,1,2,0,1,0,1,0,3,2,548
99,"PRIMARY SCHOOL RAJIV GARDEN",506,385,0,891,305,214,0,519,519,0,89,50,308,10,0,54,1,0,0,1,0,1,0,1,3,1,519
100,"PRIMARY SCHOOL RAJIV GARDEN",642,455,0,1097,455,307,0,762,758,0,122,126,397,17,3,76,0,0,1,1,3,1,3,4,5,3,762
101,"PRIMARY SCHOOL RAJIV GARDEN",601,491,0,1092,330,236,0,566,499,0,36,70,361,40,0,52,0,0,0,0,3,2,0,1,0,1,566
102,"PRIMARY SCHOOL RAJIV GARDEN",440,324,0,764,232,181,0,413,413,0,40,84,212,33,2,34,2,0,1,0,0,1,1,0,0,3,413
103,"RAJIV MEMORIYAL JUNIOR HIGH SCHOOL RAJIV GARDEN",655,508,0,1163,437,305,0,742,742,0,107,123,403,50,1,50,1,0,0,0,2,0,0,1,2,2,742
104,"RAJIV MEMORIYAL JUNIOR HIGH SCHOOL RAJIV GARDEN",694,528,0,1222,496,396,0,892,885,0,144,258,383,33,0,69,0,0,1,0,0,0,1,0,0,3,892
105,"RAJIV MEMORIYAL JUNIOR HIGH SCHOOL RAJIV GARDEN",572,450,0,1022,377,297,0,674,666,0,66,44,464,20,2,71,1,1,0,0,0,0,0,0,3,2,674
106,"RAJIV MEMORIYAL JUNIOR HIGH SCHOOL RAJIV GARDEN",569,457,0,1026,419,332,0,751,730,0,134,49,461,8,0,75,2,0,0,2,3,0,1,3,7,6,751
107,"JUNIOR HIGH SCHOOL DHAROTI GHURD",509,377,0,886,231,158,0,389,382,0,21,98,181,36,0,47,0,0,1,1,0,0,1,0,3,0,389
108,"JUNIOR HIGH SCHOOL DHAROTI GHURD",777,556,0,1333,351,234,0,585,300,0,41,142,299,24,0,76,1,0,0,0,1,0,0,1,0,0,585
109,"PRIMARY SCHOOL GHAROTI KHURD LONI",829,597,0,1426,497,296,0,793,708,0,107,99,423,49,2,103,0,0,1,0,3,0,0,1,0,5,793
110,"PRIMARY SCHOOL GHAROTI KHURD LONI",645,495,0,1140,419,303,0,722,635,0,89,73,474,12,0,66,1,0,0,0,0,1,1,0,1,4,722
111,"J.P.SCHOOL LAXMI GARDEN",334,284,0,618,201,159,0,360,360,0,20,89,170,14,1,57,0,0,0,1,3,0,2,2,1,0,360
112,"J.P.SCHOOL LAXMI GARDEN",721,568,0,1289,480,350,0,830,163,0,108,77,540,14,2,69,1,1,3,1,1,2,0,4,3,4,830
113,"J.P.SCHOOL LAXMI GARDEN",786,634,0,1420,527,345,0,872,872,0,76,192,494,8,0,80,0,2,0,1,1,3,1,3,6,5,872
114,"J.P.SCHOOL LAXMI GARDEN",750,600,0,1350,422,306,0,728,728,0,214,47,380,7,1,56,0,2,0,0,3,3,2,2,5,6,728
115,"J.P.SCHOOL LAXMI GARDEN",748,563,0,1311,410,309,0,719,719,0,56,145,348,25,1,128,2,1,0,0,0,1,1,0,6,5,719
116,"PRAKASH MODAL PUBLIC SCHOOL LAXMI GARDEN",730,552,0,1282,421,272,0,693,643,0,171,34,434,11,0,33,0,2,0,0,0,0,0,6,0,2,693
117,"PRAKASH MODAL PUBLIC SCHOOL LAXMI GARDEN",800,638,0,1438,531,351,0,882,882,0,86,86,603,8,2,73,3,1,0,0,4,0,2,7,3,4,882
118,"PRAKASH MODAL PUBLIC SCHOOL LAXMI GARDEN",735,527,0,1262,357,257,0,614,614,0,19,281,128,75,1,104,1,0,0,1,0,0,1,1,2,0,614
119,"PRAKASH MODAL PUBLIC SCHOOL LAXMI GARDEN",509,337,0,846,234,154,0,388,381,0,18,137,107,51,1,71,1,0,0,0,0,1,1,0,0,0,388
120,"PRAKASH MODAL PUBLIC SCHOOL LAXMI GARDEN",513,366,0,879,280,182,0,462,412,0,4,246,54,51,1,99,0,0,0,1,1,2,1,1,0,1,462
121,"PRAKASH MODAL PUBLIC SCHOOL LAXMI GARDEN",396,310,0,706,181,145,0,326,219,0,26,117,98,44,0,38,0,0,0,0,0,1,1,0,1,0,326
122,"PRIMARY SCHOOL PAVI SADAKPUR",727,567,0,1294,488,386,0,874,868,0,7,30,775,12,0,28,1,0,1,0,0,0,3,10,3,4,874
123,"PRIMARY SCHOOL PAVI SADAKPUR",820,573,0,1393,535,328,0,863,850,0,67,59,591,14,0,100,0,1,0,1,7,1,3,6,6,7,863
124,"PRIMARY SCHOOL PAVI SADAKPUR",845,597,0,1442,500,326,0,826,745,0,58,39,397,168,2,123,0,2,2,2,3,2,3,7,9,9,826
125,"PRIMARY SCHOOL PAVI SADAKPUR",548,345,0,893,336,189,0,525,523,0,39,15,336,35,0,84,0,1,0,1,0,1,1,2,5,5,525
126,"PRIMARY SCHOOL PAVI SADAKPUR",724,529,0,1253,497,271,0,768,505,0,20,85,8,617,2,25,2,0,0,2,0,0,2,0,1,4,768
127,"PRIMARY SCHOOL PAVI SADAKPUR",663,468,0,1131,443,245,0,688,598,0,33,141,109,343,3,43,1,0,0,2,0,1,1,4,3,4,688
128,"JUNIOR HIGH SCHOOL PAVI SADAKPUR",562,437,0,999,212,128,0,340,193,0,50,121,60,69,0,32,1,0,0,0,1,0,0,3,3,0,340
129,"NEW MOON LIGHT PUBLIC SCHOOL KIDWAI NAGAR POOJA COLONY",845,561,0,1406,388,243,0,631,559,0,53,99,223,110,0,122,1,0,1,0,5,1,4,3,7,2,631
130,"NEW MOON LIGHT PUBLIC SCHOOL KIDWAI NAGAR POOJA COLONY",867,623,0,1490,440,256,0,696,696,0,59,66,359,40,0,140,1,2,0,2,2,2,5,4,12,2,696
131,"NEW MOON LIGHT PUBLIC SCHOOL KIDWAI NAGAR POOJA COLONY",991,696,0,1687,463,353,0,816,800,0,115,151,313,113,2,100,0,2,0,0,2,1,2,4,8,3,816
132,"SARDAR PATEL JUNIOR HIGH SCHOOL PAVISADAKPUR",859,595,0,1454,488,256,0,744,738,0,59,196,277,80,1,113,1,1,0,1,2,4,1,2,3,3,744
133,"SARDAR PATEL JUNIOR HIGH SCHOOL PAVISADAKPUR",825,613,0,1438,381,287,0,668,633,0,71,71,375,30,0,97,1,1,2,2,2,4,2,6,2,2,668
134,"SARDAR PATEL JUNIOR HIGH SCHOOL PAVISADAKPUR",696,528,0,1224,401,278,0,679,679,0,33,150,265,146,2,67,1,0,1,0,1,2,2,2,2,5,679
135,"SARDAR PATEL JUNIOR HIGH SCHOOL PAVISADAKPUR",498,349,0,847,275,199,0,474,474,0,49,104,195,59,0,57,0,0,1,0,1,1,0,0,1,6,474
136,"SARDAR PATEL JUNIOR HIGH SCHOOL PAVISADAKPUR",754,509,0,1263,415,200,0,615,400,0,64,107,265,99,4,61,1,0,1,0,3,1,1,1,2,5,615
137,"PRIMARY SCHOOL BEHTA HAZIPUR-1",475,375,0,850,347,230,0,577,577,0,2,19,509,35,0,8,0,0,0,0,0,0,1,0,2,1,577
138,"PRIMARY SCHOOL BEHTA HAZIPUR-1",360,283,0,643,252,177,0,429,419,0,11,34,366,5,0,11,0,0,0,0,0,0,0,0,2,0,429
139,"PRIMARY SCHOOL BEHTA HAZIPUR-1",854,657,0,1511,502,341,0,843,796,0,109,123,548,21,0,22,1,0,0,1,0,0,3,2,6,7,843
140,"PRIMARY SCHOOL BEHTA HAZIPUR-1",452,343,0,795,273,204,0,477,471,0,130,128,137,2,0,64,2,0,0,1,0,0,1,1,7,4,477
141,"PRIMARY SCHOOL BEHTA HAZIPUR-2",566,387,0,953,386,278,0,664,653,0,75,367,127,25,2,62,1,1,0,1,0,0,0,1,0,2,664
142,"PRIMARY SCHOOL BEHTA HAZIPUR-2",594,403,0,997,378,250,0,628,596,0,224,309,53,6,0,22,0,0,0,0,1,2,0,1,3,7,628
143,"PRIMARY SCHOOL BEHTA HAZIPUR-2",683,520,0,1203,389,304,0,693,690,0,238,163,221,19,1,34,3,0,0,2,1,2,2,2,1,4,693
144,"PRIMARY SCHOOL BEHTA HAZIPUR-2",811,631,0,1442,311,457,0,768,737,0,50,541,12,21,0,133,0,0,1,2,1,0,1,0,3,3,768
145,"PRIMARY SCHOOL BEHTA HAZIPUR-2",515,363,0,878,281,192,0,473,460,0,13,369,7,8,0,61,1,0,1,1,1,1,1,1,3,5,473
146,"PRIMARY SCHOOL BEHTA HAZIPUR-2",472,307,0,779,272,175,0,447,237,0,11,346,12,8,0,69,0,1,0,0,0,0,0,0,0,0,447
147,"PRIMARY SCHOOL BEHTA HAZIPUR-2",664,470,1,1135,381,245,0,626,438,0,23,163,309,41,1,68,0,2,0,1,0,1,0,2,7,8,626
148,"SHANTI NIKETAN JUNIOR HIGH SCHOOL VIKAS KUNJ",471,379,0,850,323,238,0,561,400,0,33,59,381,11,1,66,2,0,1,2,0,0,0,1,2,2,561
149,"SHANTI NIKETAN JUNIOR HIGH SCHOOL VIKAS KUNJ",472,365,0,837,285,196,0,481,476,0,68,45,284,3,0,62,0,0,1,1,3,0,1,4,6,3,481
150,"SHANTI NIKETAN JUNIOR HIGH SCHOOL VIKAS KUNJ",713,545,0,1258,468,305,0,773,722,0,55,85,478,7,2,126,1,1,1,3,1,1,1,2,6,3,773
151,"SHANTI NIKETAN JUNIOR HIGH SCHOOL VIKAS KUNJ",790,623,0,1413,374,289,0,663,663,0,50,73,430,8,0,90,1,0,0,0,1,0,1,3,4,2,663
152,"SHANTI NIKETAN JUNIOR HIGH SCHOOL VIKAS KUNJ",438,333,0,771,271,183,0,454,278,0,23,77,269,5,0,68,1,0,0,1,1,1,2,0,3,3,454
153,"S.D.VIDHYA MANDIR VIKAS KUNJ BLOCK A",483,368,0,851,262,240,0,502,502,0,26,38,322,7,0,87,0,0,2,0,0,4,4,8,1,3,502
154,"S.D.VIDHYA MANDIR VIKAS KUNJ BLOCK A",685,467,0,1152,380,228,0,608,595,0,26,91,392,7,0,75,2,0,1,3,2,1,2,0,5,1,608
155,"S.D.VIDHYA MANDIR VIKAS KUNJ BLOCK A",599,393,0,992,291,172,0,463,463,0,6,66,284,17,1,69,0,0,3,0,1,0,1,0,1,14,463
156,"S.D.VIDHYA MANDIR VIKAS KUNJ BLOCK A",718,499,0,1217,353,225,0,578,578,0,48,83,360,3,1,77,0,1,0,0,1,1,0,1,2,0,578
157,"S.D.VIDHYA MANDIR VIKAS KUNJ BLOCK A",449,310,0,759,232,128,0,360,365,0,20,27,252,4,1,48,0,0,1,0,1,0,0,1,2,3,360
