"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
311,"MOON STAR PUBLIC SCHOOL MUSTFABAD",590,393,0,983,276,154,0,430,418,0,11,247,9,133,0,25,1,1,0,0,0,1,0,0,0,2,430
312,"MOON STAR PUBLIC SCHOOL MUSTFABAD",520,435,0,955,245,173,0,418,418,0,19,279,3,82,1,24,1,1,0,0,0,0,4,1,1,2,418
313,"MOON STAR PUBLIC SCHOOL MUSTFABAD",554,376,0,930,326,191,0,517,517,0,203,159,52,85,0,15,0,0,0,0,0,0,0,0,1,2,517
314,"MOON STAR PUBLIC SCHOOL MUSTFABAD",681,574,0,1255,380,252,0,632,632,0,60,375,7,149,2,35,0,0,0,0,1,0,1,0,0,2,632
315,"MOON STAR PUBLIC SCHOOL MUSTFABAD",546,398,0,944,214,177,0,391,378,0,13,217,9,108,0,32,1,0,0,2,0,2,1,1,0,5,391
316,"JUNIOR HIGH SCHOOL BAGRANAP",585,434,0,1019,313,205,0,518,518,0,34,286,6,105,1,81,0,0,0,0,0,0,0,2,1,2,518
317,"JUNIOR HIGH SCHOOL BAGRANAP",825,587,0,1412,417,239,0,656,644,0,25,280,9,223,2,105,0,0,0,4,1,1,0,2,2,2,656
318,"JUNIOR HIGH SCHOOL BAGRANAP",772,550,0,1322,378,253,0,631,501,0,59,298,7,175,4,77,3,1,0,2,1,0,0,1,0,3,631
319,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",534,405,0,939,329,188,0,517,517,0,28,229,7,193,4,51,1,0,0,0,1,1,0,0,0,2,517
320,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",578,426,0,1004,347,212,0,559,496,0,23,231,22,228,0,49,1,0,0,0,0,0,0,0,1,4,559
321,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",571,432,0,1003,340,200,0,540,526,0,16,187,12,256,1,60,2,0,1,0,0,0,1,2,1,1,540
322,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",545,433,0,978,317,207,0,524,523,0,128,78,138,133,1,39,2,1,1,1,0,0,0,0,2,0,524
323,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",571,386,0,957,232,120,0,352,327,0,8,190,4,102,3,40,1,0,0,0,0,2,0,0,1,1,352
324,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",545,353,0,898,221,123,0,344,344,0,13,170,2,104,0,48,0,0,0,2,0,0,1,0,1,3,344
325,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",551,400,0,951,267,172,0,439,439,0,21,183,55,120,2,49,0,1,0,1,0,1,1,0,1,4,439
326,"B.K.MEJAR PUBLIC SCHOOL KANCHAN PARK",415,298,0,713,175,98,0,273,267,0,12,123,24,78,0,32,0,0,0,0,2,1,0,0,0,1,273
327,"PRIMARY SCHOOL AGRAULA",634,503,0,1137,496,334,0,830,822,0,203,26,559,16,0,10,0,0,0,2,0,0,3,3,7,1,830
328,"PRIMARY SCHOOL AGRAULA",754,559,0,1313,470,347,0,817,801,0,50,99,581,35,0,34,2,2,0,0,1,0,1,8,3,1,817
329,"PRIMARY SCHOOK KHARKHADI",801,570,0,1371,543,328,0,871,700,0,38,9,799,8,0,3,0,0,0,0,0,0,3,3,6,2,871
330,"PRIMARY SCHOOL FATIYABAD NITHAURA",567,401,0,968,370,242,0,612,612,0,7,8,504,83,1,4,0,0,0,0,0,0,0,4,1,0,612
331,"PRIMARY SCHOOL FATIYABAD NITHAURA",495,406,0,901,307,226,0,533,490,0,134,17,347,14,1,11,0,0,0,1,1,0,1,2,1,3,533
332,"PRIMARY SCHOOL SHAKALPURA-1",665,527,0,1192,363,297,0,660,660,0,115,56,411,41,1,15,1,0,0,0,1,1,0,8,6,4,660
333,"PRIMARY SCHOOL SHAKALPURA-1",673,507,0,1180,408,245,0,653,653,0,13,85,444,75,4,12,0,0,0,0,1,0,3,8,7,1,653
334,"PRIMARY SCHOOL CHIRODI-2",455,359,0,814,326,211,0,537,536,0,23,29,445,26,2,5,1,0,0,0,0,0,1,2,2,1,537
335,"PRIMARY SCHOOL CHIRODI-2",385,307,0,692,281,183,0,464,421,0,21,21,360,49,1,4,0,0,0,0,0,0,0,3,2,3,464
336,"PRIMARY SCHOOL CHIRODI-2",833,652,0,1485,525,351,0,876,876,0,94,116,285,362,4,6,0,1,0,1,0,0,1,0,3,3,876
337,"PRIMARY SCHOOL CHIRODI-1",809,545,0,1354,491,291,0,782,730,0,82,96,41,539,1,9,0,0,0,0,1,2,3,1,4,3,782
338,"JANTA INTER COLLEGE BADSHAHPUR SIROLI",444,326,0,770,299,177,0,476,240,0,25,22,384,8,0,30,0,0,0,0,0,1,1,3,1,1,476
339,"JANTA INTER COLLEGE BADSHAHPUR SIROLI",396,308,0,704,258,176,0,434,217,0,53,28,323,6,0,15,1,0,0,0,0,0,0,3,2,3,434
340,"JANTA INTER COLLEGE BADSHAHPUR SIROLI",708,516,0,1224,439,274,0,713,706,0,47,39,585,10,0,22,0,1,0,0,2,0,0,4,0,3,713
341,"JANTA INTER COLLEGE BADSHAHPUR SIROLI",610,478,0,1088,378,262,0,640,618,0,190,45,357,6,0,16,0,0,2,1,0,0,4,5,5,9,640
342,"PRIMARY SCHOOL JAFRABAD GANAULI",619,483,0,1102,424,274,0,698,670,0,171,39,464,4,0,2,0,0,1,1,0,0,1,9,5,1,698
343,"PRIMARY SCHOOL JAFRABAD GANAULI",793,545,0,1338,574,305,0,879,879,0,6,79,751,14,0,6,0,0,1,0,0,0,0,7,8,7,879
344,"PRIMARY SCHOOL MEWLA BHATTI-1",734,600,0,1334,550,355,0,905,785,0,155,28,693,13,0,0,0,0,0,0,2,0,4,3,4,3,905
345,"PRIMARY SCHOOL DHRIPUR",297,204,0,501,219,149,0,368,368,0,6,35,314,3,0,1,0,0,0,0,0,0,2,5,0,2,368
346,"PRIMARY SCHOOL MURTZABAD BHUPKHEDI",740,551,0,1291,575,361,0,936,886,0,137,93,666,18,0,7,0,0,0,1,0,1,3,3,7,0,936
347,"PANCHAYAT GHAR SIRORA SALEMPUR",520,365,0,885,400,226,0,626,625,0,5,30,476,91,0,1,0,0,0,2,0,0,2,11,6,2,626
348,"PANCHAYAT GHAR SIRORA SALEMPUR",426,303,0,729,356,220,0,576,573,0,45,11,506,2,1,1,0,0,1,0,0,0,1,6,0,2,576
349,"PRIMARY SCHOOL KOTWALPUR",580,454,0,1034,407,288,0,695,690,0,15,93,528,28,0,8,0,0,1,1,0,1,1,14,3,2,695
350,"PRIMARY SCHOOL RISTAL",784,565,0,1349,472,283,0,755,603,0,108,52,528,34,1,4,0,0,0,0,2,1,2,5,14,4,755
351,"PRIMARY SCHOOL RISTAL",610,419,0,1029,367,204,0,571,568,0,29,26,456,38,1,7,0,0,0,0,1,1,0,4,6,2,571
352,"PRIMARY SCHOOL RAJPUR",693,540,0,1233,351,300,0,651,525,0,402,12,209,4,0,6,0,0,1,1,0,0,0,0,5,11,651
353,"PRIMARY SCHOOL RAJPUR",687,469,0,1156,449,266,0,715,543,0,124,31,515,35,0,3,0,0,0,0,0,0,0,4,3,0,715
354,"PRIMARY SCHOOL NISTOLI-1",523,431,0,954,386,274,0,660,580,0,181,6,427,34,0,7,0,0,0,2,0,0,0,1,2,0,660
355,"PRIMARY SCHOOL NISTOLI-1",500,446,0,946,378,320,0,698,696,0,312,11,305,39,0,3,1,0,0,2,0,1,2,8,3,11,698
356,"PRIMARY SCHOOL NISTOLI-1",452,333,0,785,298,225,0,523,427,0,145,72,184,47,1,56,0,0,0,0,2,1,3,5,4,3,523
357,"PRIMARY SCHOOL AFJALPUR",543,455,0,998,405,302,0,707,511,0,152,44,445,47,1,2,0,0,0,0,1,2,1,0,10,2,707
358,"PRIMARY SCHOOL AFJALPUR",389,320,0,709,245,189,0,434,400,0,221,14,163,19,0,12,0,0,0,0,0,0,0,1,0,4,434
359,"PRIMARY SCHOOL TILA SHAHBAJPUR",888,662,0,1550,633,411,0,1044,1034,0,275,44,389,290,2,12,2,1,1,1,0,2,3,5,8,9,1044
360,"TILA SHAHBAJPUR",691,518,0,1209,440,245,0,685,602,0,41,25,503,100,0,4,1,0,0,0,0,0,1,5,2,3,685
361,"PRIMARY SCHOOL TILA SHAHBAJPUR",865,614,0,1479,558,335,0,893,504,0,68,55,515,202,2,32,2,3,1,0,1,0,3,2,6,1,893
362,"PRIMARY SCHOOL TILA SHAHBAJPUR",537,431,0,968,377,305,0,682,682,0,111,6,351,162,3,46,0,0,0,0,0,0,0,0,2,1,682
363,"PRIMARY SCHOOL SHARFUDDINPUR JAWLI",403,344,0,747,324,160,0,484,400,0,8,260,205,3,0,4,0,0,0,0,0,0,0,1,3,0,484
364,"PRIMARY SCHOOL SHARFUDDINPUR JAWLI",386,333,0,719,280,164,0,444,440,0,7,232,188,5,0,3,1,0,0,0,0,0,0,3,4,1,444
365,"PRIMARY SCHOOL SHARFUDDINPUR JAWLI",450,331,0,781,297,190,0,487,452,0,7,279,181,3,0,4,0,0,0,0,0,0,0,2,9,2,487
366,"PRIMARY SCHOOL SHARFUDDINPUR JAWLI",394,291,0,685,251,174,0,425,425,0,9,272,131,7,0,2,0,0,0,0,0,0,0,2,1,1,425
367,"JUNIOR HIGH SCHOOL SHARFUDDINPUR JAWLI",402,353,0,755,285,197,0,482,482,0,6,259,200,11,0,2,0,0,0,1,0,0,1,0,2,0,482
368,"JUNIOR HIGH SCHOOL SHARFUDDINPUR JAWLI",423,342,0,765,273,189,0,462,446,0,240,109,94,4,1,1,1,1,1,0,1,0,0,1,4,4,462
369,"JUNIOR HIGH SCHOOL SHARFUDDINPUR JAWLI",466,393,0,859,262,176,0,438,400,0,154,137,127,3,0,5,0,0,0,0,0,1,0,1,5,5,438
370,"JUNIOR HIGH SCHOOL SHARFUDDINPUR JAWLI",400,323,0,723,294,211,0,505,504,0,9,245,233,2,0,1,0,0,0,0,1,0,2,4,5,3,505
371,"PRIMARY SCHOOL SIKHRANI",688,487,0,1175,444,244,0,688,688,0,60,22,521,55,1,6,1,0,0,2,2,0,1,5,6,6,688
372,"PRIMARY SCHOOL BANTHLA-1",712,579,0,1291,491,380,0,871,871,0,556,36,233,27,3,12,0,0,0,0,0,0,0,2,1,1,871
373,"PRIMARY SCHOOL BANTHLA-1",481,404,0,885,360,243,0,603,368,0,14,67,471,30,0,15,0,0,1,0,0,0,0,3,2,0,603
374,"PRIMARY SCHOOL BANTHLA-1",606,456,0,1062,371,258,0,629,529,0,83,36,395,5,3,75,2,0,0,0,1,2,0,4,17,6,629
375,"PRIMARY SCHOOL BANTHLA-1",839,592,0,1431,463,272,0,735,417,0,98,71,458,16,1,71,0,0,0,2,2,1,0,2,6,7,735
376,"PRIMARY SCHOOL MAHMUDPUR",872,637,1,1510,604,314,0,918,903,0,118,90,639,29,1,18,2,2,1,0,1,0,0,7,7,3,918
377,"PRIMARY SCHOOL BHANEDA KHURD",485,418,0,903,387,295,0,682,674,0,176,11,464,17,1,2,1,0,0,0,0,0,2,4,3,1,682
378,"PRIMARY SCHOOL ASALATPUR",881,668,0,1549,569,383,0,952,522,0,62,52,571,238,5,6,1,0,0,2,0,0,0,6,6,3,952
379,"PRIMARY SCHOOL ASALATPUR",578,453,0,1031,418,277,0,695,458,0,17,52,437,169,0,9,0,0,2,0,1,0,1,2,5,0,695
380,"NAV JEEVAN INTER COLLEGE FARRUKHNAGAR",459,292,0,751,346,205,0,551,551,0,57,39,179,266,0,4,0,0,0,0,0,0,1,0,4,1,551
381,"NAV JEEVAN INTER COLLEGE FARRUKHNAGAR",806,614,0,1420,604,401,0,1005,954,0,415,31,171,370,2,5,2,0,0,0,0,0,1,0,0,8,1005
382,"NAV JEEVAN INTER COLLEGE FARRUKHNAGAR",521,403,0,924,354,242,0,596,592,0,34,58,348,132,0,11,0,0,0,0,0,0,2,5,3,3,596
383,"NAV JEEVAN INTER COLLEGE FARRUKHNAGAR",568,394,0,962,378,228,0,606,576,0,23,130,53,389,1,2,0,0,0,1,1,0,0,1,0,5,606
384,"NAV JEEVAN INTER COLLEGE FARRUKHNAGAR",763,525,0,1288,582,331,0,913,832,0,150,57,170,514,3,3,1,0,1,0,0,3,0,4,0,7,913
