"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
287,"PRABHA DEVI GIRLS INTER COLLEGE ROOM-2",729,662,0,1391,425,248,0,673,663,0,0,7,76,4,582,1,0,0,0,0,0,0,0,0,0,0,0,1,2,673
288,"HEERALAL DHARMSHALA MORADABAD ROOM-1",690,636,0,1326,461,303,0,764,757,0,1,24,44,4,670,5,1,0,0,0,0,4,0,1,2,3,1,2,2,764
289,"HEERALAL DHARMSHALA MORADABAD ROOM-2",683,593,1,1277,446,276,0,722,722,0,1,9,34,5,661,3,0,0,0,0,3,1,0,0,1,2,0,0,2,722
290,"RAMBHAROSE KANYA JUNIOR HIGH SCHOOL ROOM-1",636,568,0,1204,382,287,0,669,657,0,1,11,18,338,286,4,0,0,0,0,0,6,1,2,2,0,0,0,0,669
291,"RAMBHAROSE KANYA JUNIOR HIGH SCHOOL ROOM-2",839,697,0,1536,408,261,0,669,664,0,0,25,10,220,391,2,1,0,0,1,1,9,0,1,2,0,0,0,6,669
292,"SUSHEELA ARYA JUNIOR HIGH SCHOOL ROOM-2",738,741,0,1479,475,504,0,979,973,0,6,44,2,887,6,1,0,0,0,2,0,12,0,2,3,1,2,2,9,979
293,"SUSHEELA ARYA JUNIOR HIGH SCHOOL ROOM-3",688,623,0,1311,466,377,0,843,838,0,0,33,5,776,5,0,0,1,0,0,0,12,0,0,3,2,1,1,4,843
294,"NAGAR NIGAM OFFICE ROOM-3",476,413,0,889,372,240,0,612,612,0,0,12,24,11,555,2,0,0,0,0,3,2,0,0,0,2,1,0,0,612
295,"VICTORIA HOSPITAL ROOM-1",818,755,0,1573,478,350,0,828,815,0,0,51,40,180,540,0,0,0,0,0,5,7,0,0,1,1,0,0,3,828
296,"VICTORIA HOSPITAL ROOM-2",457,365,0,822,287,119,0,406,391,0,1,18,27,11,339,1,1,0,0,0,2,3,0,0,0,0,0,1,2,406
297,"VICTORIA HOSPITAL ROOM-3",436,394,0,830,276,146,0,422,422,0,0,7,22,3,377,1,0,0,0,0,5,0,0,1,2,3,1,0,0,422
298,"PURANA JILA HOSPITAL ROOM-1",450,348,0,798,312,138,0,450,438,0,0,6,2,3,423,1,0,0,0,0,11,1,0,0,0,2,1,0,0,450
299,"PURANA JILA HOSPITAL ROOM-3",421,373,0,794,253,127,0,380,371,0,0,1,5,2,364,1,0,0,0,0,2,0,0,0,0,2,0,1,2,380
300,"PURANA JILA HOSPITAL ROOM-2",546,396,0,942,300,142,0,442,437,0,0,12,11,2,409,0,0,0,0,0,5,0,0,0,0,1,0,0,2,442
301,"PURANA JILA HOSPITAL ROOM-4",521,415,0,936,292,166,0,458,444,0,0,1,12,3,431,1,0,0,0,0,7,0,0,2,1,0,0,0,0,458
302,"PURANA JILA HOSPITAL ROOM-5",690,616,0,1306,387,237,0,624,620,0,2,22,46,58,489,1,0,0,0,0,0,0,1,1,2,0,0,0,2,624
303,"TEHSIL BESIC SCHOOL ROOM-1",645,592,0,1237,419,259,0,678,673,0,0,10,59,6,594,2,0,0,0,0,1,2,1,2,0,1,0,0,0,678
304,"TEHSIL BESIC SCHOOL ROOM-2",669,640,0,1309,447,281,0,728,728,0,0,17,174,11,509,1,1,1,0,1,6,2,0,2,0,0,0,0,3,728
305,"ABDUL SALAM GIRLS INTER COLLEGE ROOM-1 MADHYA WING",564,493,0,1057,377,234,0,611,611,0,7,6,53,1,526,3,0,0,0,0,6,1,1,1,0,3,1,0,2,611
306,"TEHSIL MORADABAD OFFICE BUILDING ROOM-1",654,556,0,1210,374,207,0,581,581,0,1,2,10,107,432,20,0,0,0,0,5,1,0,0,1,1,0,0,1,581
307,"J.R. AGARWAL INTER COLLEGE ROOM-1",572,509,0,1081,403,285,0,688,688,0,1,8,3,655,15,0,0,1,0,1,0,2,0,0,0,0,0,0,2,688
308,"J.R. AGARWAL INTER COLLEGE ROOM-2",488,473,0,961,301,262,0,563,550,0,2,4,4,489,57,0,0,0,0,0,0,5,0,0,1,0,0,0,1,563
309,"JAINUL NISHA SILAI KENDRA ROOM-1",469,382,0,851,318,218,0,536,536,0,0,8,30,222,260,1,0,0,1,0,3,4,1,0,1,3,1,0,1,536
310,"JAINUL NISHA SILAI KENDRA ROOM-2",459,422,0,881,311,229,0,540,540,0,0,2,35,81,414,2,0,0,0,0,2,0,0,1,1,1,0,0,1,540
311,"JUNIOR HIGH SCHOOL JANNATUL NISHA ROOM-3",832,771,0,1603,602,445,0,1047,1009,0,1,28,13,9,974,6,1,0,0,1,3,0,1,3,1,3,0,0,3,1047
312,"JUNIOR HIGH SCHOOL MUGALPURA ROOM-1",570,486,0,1056,348,228,0,576,560,0,2,10,28,89,440,1,0,0,0,0,4,1,0,0,0,0,0,0,1,576
