"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
52,"PRIMARY SCHOOL GOONGANAGLA",279,222,0,501,224,152,0,376,371,0,1,3,85,236,46,0,0,0,0,0,0,1,0,1,1,1,0,1,0,376
53,"PRIMARY SCHOOL BARU BHUDA",297,247,0,544,227,186,0,413,409,0,0,4,262,116,0,2,0,0,0,1,1,0,0,3,2,2,2,1,17,413
54,"PRIMARY SCHOOL DUNGARPUR ROOM-1",502,425,0,927,339,279,0,618,618,0,0,4,82,330,169,1,0,1,2,2,7,2,5,4,5,1,1,0,2,618
55,"PRIMARY SCHOOL NAKTIPUR KHURD",587,474,0,1061,384,328,0,712,712,0,2,3,163,266,244,1,1,0,1,3,3,0,1,5,3,5,0,4,7,712
56,"PRIMARY SCHOOL PARWATPUR DAMBU",265,222,0,487,231,184,0,415,413,0,0,0,12,366,20,1,2,0,0,1,0,1,2,2,2,0,0,1,5,415
57,"VIDHA NIKETAN JUNIOR HIGH SCHOOL SIRASWA HARCHAND ROOM-1",260,220,0,480,166,141,0,307,307,0,3,0,10,80,191,3,0,1,0,2,0,3,1,5,2,5,0,0,1,307
58,"PRIMARY SCHOOL DANDI DURJAN",460,356,0,816,348,275,0,623,617,0,0,3,62,515,17,0,0,0,0,0,2,1,0,7,8,3,1,0,4,623
59,"VIDHA NIKETAN JUNIOR HIGH SCHOOL SIRASWA HARCHAND ROOM-2",421,366,0,787,263,250,0,513,512,0,3,2,8,383,94,2,1,1,1,1,1,1,1,3,5,3,1,1,1,513
60,"PRIMARY SCHOOL PEEPLILAL",301,248,0,549,223,183,0,406,404,0,0,2,7,178,212,4,0,0,0,0,0,0,0,0,0,1,1,0,1,406
61,"PRIMARY KANYA PATHSHALA MALWADA URF MANPUR",774,644,0,1418,535,423,0,958,949,0,3,3,71,393,450,3,1,1,0,1,7,2,2,2,10,8,1,0,0,958
62,"PRIMARY SCHOOL SAMDA CHATURBHUJ",489,452,0,941,428,327,0,755,754,0,3,2,31,686,16,5,1,1,1,1,0,2,0,1,3,2,0,0,0,755
63,"PRIMARY SCHOOL MUDIA ROOM-1",727,588,0,1315,384,324,0,708,641,0,2,17,6,20,631,7,1,2,1,0,5,1,1,2,3,7,0,1,1,708
64,"PRIMARY SCHOOL MUDIA ROOM-2",511,497,0,1008,208,200,0,408,408,0,1,11,2,3,371,6,1,0,0,1,1,2,0,0,0,3,1,1,4,408
65,"PRIMARY SCHOOL DHARMPUR",369,323,0,692,287,233,0,520,520,0,0,70,6,2,430,2,0,1,0,0,0,0,0,0,2,4,2,0,1,520
66,"PRIMARY SCHOOL THIRIYADAN",755,640,0,1395,594,479,0,1073,1068,0,2,11,419,407,203,2,1,1,1,4,0,2,4,3,3,3,2,0,5,1073
67,"PRIMARY SCHOOL RAIPUR SAMDA",447,388,0,835,264,215,0,479,476,0,1,43,22,53,329,9,1,0,2,0,3,1,4,3,3,4,0,1,0,479
68,"PRIMARY SCHOOL RATANPURA",318,258,0,576,302,210,0,512,468,0,0,3,50,30,420,4,0,0,0,0,1,0,0,1,1,2,0,0,0,512
69,"PRIMARY SCHOOL PADLIBAJE",750,562,0,1312,531,363,0,894,887,0,7,14,96,617,120,0,0,1,4,3,4,2,9,4,5,4,0,0,4,894
70,"PRIMARY SCHOOL BERKHEDA CHAK ROOM-1",937,666,0,1603,549,322,0,871,868,0,7,7,14,101,715,3,2,1,1,1,2,1,1,1,4,4,1,0,5,871
71,"PRIMARY SCHOOL BERKHEDA CHAK ROOM-2",284,350,0,634,132,102,0,234,234,0,2,0,2,25,202,1,0,0,0,0,0,0,0,0,0,2,0,0,0,234
72,"PRIMARY SCHOOL VILAKUDAN",767,607,1,1375,488,380,0,868,780,0,6,6,16,110,697,8,1,0,0,1,4,0,0,0,3,7,4,4,1,868
73,"PRIMARY SCHOOL VELWADA",316,283,0,599,260,224,0,484,481,0,2,3,2,17,448,5,0,0,0,0,1,4,1,0,0,0,1,0,0,484
74,"PRIMARY SCHOOL RANINAGAL ROOM- 1",778,567,1,1346,484,298,0,782,782,0,0,279,9,13,437,1,0,1,1,0,22,0,2,6,1,3,4,1,2,782
75,"PRIMARY SCHOOL RANINAGAL ROOM- 2",585,356,0,941,316,180,0,496,496,0,0,144,15,101,171,0,1,1,1,1,55,1,1,0,1,2,0,1,0,496
76,"PRIMARY SCHOOL ATARIA ROOM-1",565,449,1,1015,459,380,0,839,838,0,0,1,0,5,831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,839
77,"PRIMARY SCHOOL ATARIA ROOM-2",591,409,0,1000,457,290,0,747,747,0,1,3,45,112,571,3,2,0,0,0,0,3,2,1,2,2,0,0,0,747
78,"PRIMARY SCHOOL KORBAKU",780,683,0,1463,573,427,0,1000,998,0,2,90,10,67,735,4,0,3,0,2,75,0,1,2,2,2,1,0,4,1000
79,"PRIMARY SCHOOL NEKPUR",358,262,0,620,266,195,0,461,460,0,0,4,107,175,158,1,0,0,0,1,0,1,3,4,1,1,0,2,3,461
80,"PRIMARY SCHOOL SIRASWA GAUD ROOM-1",757,571,0,1328,561,402,0,963,942,0,2,7,260,10,667,2,0,0,0,0,2,0,1,5,0,0,0,2,5,963
81,"PRIMARY SCHOOL SIRASWA GAUD ROOM-2",899,634,0,1533,536,509,0,1045,943,0,1,13,4,6,1000,11,1,0,0,1,3,0,0,0,2,3,0,0,0,1045
82,"PRIMARY SCHOOL SIRASWA GAUD ROOM-3",541,450,0,991,363,271,0,634,617,0,22,2,147,321,135,2,0,0,0,1,0,0,1,2,0,1,0,0,0,634
83,"PRIMARY SCHOOL VAJIDPUR TIGRI",549,435,0,984,483,325,0,808,808,0,3,25,15,61,675,10,1,0,0,0,12,1,1,1,2,0,0,0,1,808
84,"PRIMARY SCHOOL MEHMOODPUR TIGRI ROOM-1",576,451,0,1027,331,259,0,590,590,0,3,71,40,25,430,5,0,0,0,0,9,0,0,2,0,2,0,1,2,590
85,"PRIMARY SCHOOL MEHMOODPUR TIGRI ROOM-2",468,358,0,826,317,237,0,554,554,0,0,48,15,171,309,1,0,1,0,0,4,3,0,0,1,1,0,0,0,554
86,"PRIMARY SCHOOL RUSTAMPUR TIGRI ROOM-1",790,589,0,1379,503,317,0,820,820,0,5,32,140,142,403,2,2,3,2,1,66,1,2,2,3,8,1,0,5,820
87,"PRIMARY SCHOOL RUSTAMPUR TIGRI ROOM-2",615,528,0,1143,379,317,0,696,554,0,4,23,56,9,538,6,2,3,0,1,46,1,1,1,0,3,0,1,1,696
88,"PRIMARY SCHOOL LALUWALA ROOM",848,625,0,1473,536,294,0,830,830,0,1,32,68,11,690,0,0,0,0,0,15,9,0,1,2,0,0,0,1,830
89,"PRIMARY SCHOOL LALUWALA ROOM-2",532,386,0,918,428,250,0,678,675,0,0,15,9,4,628,3,0,0,0,0,10,0,1,1,0,4,1,0,2,678
90,"PRIMARY SCHOOL LALUWALA ROOM-3",905,596,0,1501,560,274,0,834,834,0,1,201,56,30,504,0,0,0,2,0,24,0,0,3,2,6,1,1,3,834
91,"PRIMARY SCHOOL ROOPPUR BAHADURPUR",262,233,0,495,245,201,0,446,446,0,1,1,0,436,1,0,0,0,2,0,0,1,0,0,3,1,0,0,0,446
92,"PRIMARY SCHOOL TRILOKPUR",558,451,0,1009,463,356,0,819,814,0,1,1,413,355,18,2,0,0,3,2,0,0,0,1,5,4,0,1,13,819
93,"PRIMARY SCHOOL BHAGATPUR RATAN",204,178,0,382,193,141,0,334,330,0,1,4,65,249,8,0,0,0,0,0,0,2,0,1,2,0,0,0,2,334
94,"PRIMARY SCHOOL AVAVAKPUR",424,311,0,735,357,273,0,630,630,0,1,2,245,341,31,0,0,0,1,1,0,0,0,3,4,0,0,0,1,630
95,"PRIMARY SCHOOL SEHAL ROOM-1",438,409,0,847,304,275,0,579,559,0,2,2,287,178,86,0,0,0,1,1,0,1,1,5,2,8,2,0,3,579
96,"PRIMARY SCHOOL SEHAL ROOM-2",491,412,0,903,364,282,0,646,614,0,0,4,92,464,61,0,0,0,0,4,1,2,1,3,5,3,2,2,2,646
97,"PRIMARY SCHOOL CHAKARPUR MUSTAHKAM",593,428,0,1021,422,276,0,698,698,0,1,6,48,232,391,1,1,0,0,1,1,1,8,2,1,1,1,0,2,698
98,"JUNIOR HIGH SCHOOL GODHI ROOM-1",884,721,0,1605,620,381,0,1001,1001,0,5,19,102,87,753,5,1,0,2,1,13,2,0,4,3,3,0,0,1,1001
99,"JUNIOR HIGH SCHOOL GODHI ROOM-2",388,292,0,680,276,239,0,515,515,0,0,2,6,7,488,0,0,0,0,0,10,0,0,0,0,1,0,0,1,515
100,"PRIMARY SCHOOL SAILATHAN",535,369,0,904,444,280,0,724,724,0,0,2,60,34,618,5,0,0,0,0,2,0,0,2,1,0,0,0,0,724
101,"PRIMARY SCHOOL HATHAT",415,370,0,785,380,185,0,565,565,0,9,108,15,71,298,1,0,1,1,0,52,2,0,0,2,1,4,0,0,565
102,"PRIMARY SCHOOL KANKARKHEDA",528,404,0,932,318,295,0,613,613,0,5,1,27,292,258,5,1,0,1,0,0,3,3,1,4,6,0,1,5,613
103,"PRIMARY SCHOOL GULADIA",799,625,0,1424,507,435,0,942,742,0,2,14,59,199,640,6,3,1,0,1,7,1,1,1,2,1,2,1,1,942
104,"PRIMARY SCHOOL BASANTPUR RAMRAI",484,364,0,848,290,232,0,522,522,0,2,2,28,428,17,2,0,1,0,1,1,1,3,3,17,8,2,1,5,522
105,"PRIMARY SCHOOL TAZPUR MAFI ROOM-1",751,670,0,1421,478,362,0,840,839,0,2,3,331,323,162,0,0,1,1,0,1,0,1,4,4,2,1,0,4,840
106,"PRIMARY SCHOOL TAZPUR MAFI ROOM-2",888,653,0,1541,566,309,0,875,861,0,2,17,49,337,434,3,0,0,0,2,15,3,3,2,2,3,1,0,2,875
107,"PRIMARY SCHOOL BARWARA MAJHRA ROOM-1",529,416,0,945,255,142,0,397,397,0,0,5,9,3,365,1,0,0,0,0,10,0,0,0,0,2,1,0,1,397
108,"EVERGREEN JUNIOR HIGH SCHOOL BARWARA MAJHRA ROOM-5",585,407,0,992,273,162,0,435,432,0,0,8,13,7,394,1,0,0,0,0,1,3,1,1,1,4,1,0,0,435
109,"EVERGREEN JUNIOR HIGH SCHOOL BARWARA MAJHRA ROOM-1",699,512,0,1211,317,182,0,499,488,0,1,21,12,5,446,4,0,0,1,0,3,1,0,1,0,2,0,1,1,499
110,"EVERGREEN JUNIOR HIGH SCHOOL BARWARA MAJHRA ROOM-2",597,392,0,989,280,166,0,446,445,0,0,13,4,6,412,2,1,0,0,0,4,0,1,0,1,1,0,0,1,446
111,"EVERGREEN JUNIOR HIGH SCHOOL BARWARA MAJHRA ROOM-3",640,490,0,1130,394,266,0,660,572,0,4,12,35,214,374,0,1,1,0,0,1,5,2,2,3,1,0,1,4,660
112,"EVERGREEN JUNIOR HIGH SCHOOL BARWARA MAJHRA ROOM-4",625,471,0,1096,388,246,0,634,634,0,6,26,29,65,492,7,0,0,0,2,3,1,1,0,1,0,0,1,0,634
113,"PRIMARY SCHOOL BEGAMPUR",618,553,0,1171,452,411,0,863,862,0,2,7,120,350,329,6,2,2,0,2,2,0,4,7,7,7,3,1,12,863
114,"PRIMARY SCHOOL BEEJNA ROOM-1",806,646,0,1452,582,456,0,1038,1038,0,2,6,288,548,132,1,2,0,3,3,0,2,3,7,14,7,2,1,17,1038
115,"PRIMARY SCHOOL BEEJNA ROOM-2",496,445,0,941,356,276,0,632,616,0,0,6,167,309,125,0,0,1,1,3,0,1,1,2,7,4,2,1,2,632
116,"PRIMARY SCHOOL BEEJNA ROOM-3",450,382,0,832,318,258,0,576,576,0,0,2,3,285,254,6,2,0,0,6,0,0,2,0,8,4,2,1,1,576
117,"PRIMARY SCHOOL DADUPUR PAINDAPUR",770,616,0,1386,498,406,0,904,904,0,3,7,266,403,191,4,0,1,2,4,1,2,4,3,5,5,1,0,2,904
118,"PRIMARY SCHOOL MEDNIPUR",351,314,0,665,297,221,0,518,518,0,0,2,12,337,136,2,0,2,0,0,4,2,7,5,3,0,0,0,6,518
119,"PANCHAYAT GHAR KHANPUR KASBA",936,764,0,1700,690,574,0,1264,1256,0,11,5,425,735,15,4,2,3,4,5,2,3,6,10,15,7,2,3,7,1264
120,"PRIMARY SCHOOL RAFATPUR",681,627,0,1308,441,352,0,793,793,0,4,4,404,198,162,1,0,1,0,1,2,0,2,4,2,2,0,1,5,793
121,"PRIMARY SCHOOL MUSTAFABAD",882,682,0,1564,466,396,0,862,858,0,4,23,296,98,390,4,3,2,0,0,2,3,4,5,10,3,4,3,8,862
122,"PRIMARY SCHOOL RAMNAGAR MAJHRA",418,356,0,774,296,214,0,510,499,0,2,1,37,440,9,0,1,2,0,3,0,1,0,1,7,1,1,3,1,510
123,"PRIMARY SCHOOL DILRA RAIPUR",591,473,0,1064,416,300,0,716,710,0,4,2,12,457,218,1,3,0,2,1,0,0,4,3,5,1,2,0,1,716
124,"PRIMARY SCHOOL JAGATPUR RAMRAI",309,284,0,593,263,217,0,480,480,0,1,1,3,449,13,0,0,0,0,2,0,0,2,3,5,1,0,0,0,480
125,"PRIMARY SCHOOL LAXMIPUR KATTAI ROOM-1",412,381,0,793,311,230,0,541,541,0,3,1,32,231,254,1,0,0,0,0,0,1,2,2,3,6,0,1,4,541
126,"PRIMARY SCHOOL LAXMIPUR KATTAI ROOM-2",451,386,0,837,394,285,0,679,670,0,2,0,5,505,132,2,0,2,2,3,3,1,4,1,11,2,1,1,2,679
127,"PRIMARY SCHOOL MOHABBATPUR BHAGWANTPUR ROOM-1",615,503,0,1118,426,334,0,760,760,0,0,1,122,195,424,1,1,0,1,1,1,0,3,1,2,3,1,0,3,760
128,"PRIMARY SCHOOL MOHABBATPUR BHAGWANTPUR ROOM-2",509,397,0,906,337,280,0,617,617,0,1,2,24,37,531,5,1,0,2,0,1,2,0,3,3,4,1,0,0,617
129,"PRIMARY SCHOOL GAUHARPUR SULTANPUR",585,504,0,1089,465,391,0,856,854,0,1,4,246,343,243,1,1,0,2,0,0,1,0,4,3,3,2,1,1,856
130,"PRIMARY SCHOOL ISLAMNAGAR RAMPURA",824,709,0,1533,569,452,0,1021,1021,0,5,5,96,645,203,4,2,0,0,3,26,3,2,5,8,7,0,1,6,1021
131,"PRIMARY SCHOOL KAFIYABAD",673,531,0,1204,484,417,0,901,888,0,1,6,195,466,185,4,2,3,4,8,4,4,2,1,4,4,3,1,4,901
132,"PRIMARY SCHOOL AKKA BHIKANPUR",788,534,0,1322,507,316,0,823,822,0,4,28,36,102,557,4,2,3,3,1,69,0,2,2,5,3,1,0,1,823
133,"PRIMARY SCHOOL KHAIA KHADDAR",696,611,0,1307,459,385,0,844,820,0,6,73,81,90,555,3,1,2,0,0,10,3,1,3,3,8,1,1,3,844
134,"PRIMARY SCHOOL THEEKRI ROOM-1",502,438,0,940,314,272,0,586,581,0,4,15,82,175,268,1,0,0,0,3,1,17,0,2,9,6,0,1,2,586
135,"PRIMARY SCHOOL THEEKRI ROOM-2",501,415,0,916,353,269,0,622,621,0,1,5,16,52,524,4,0,0,2,1,2,3,0,1,1,6,0,0,4,622
136,"PRIMARY SCHOOL THEEKRI ROOM-3",451,315,0,766,297,230,0,527,527,0,1,8,64,26,397,3,4,0,0,0,3,10,0,0,2,6,1,0,2,527
137,"DOCTER BHEEM RAO AMBEDKAR JUNIOR HIGH SCHOOL NAYA GAON ROOM- 1",670,608,0,1278,387,314,0,701,661,0,2,23,298,342,20,2,0,1,0,0,0,6,0,0,2,0,2,0,3,701
138,"DOCTER BHEEM RAO AMBEDKAR JUNIOR HIGH SCHOOL NAYA GAON ROOM- 2",453,366,0,819,273,178,0,451,444,0,2,16,195,115,99,0,0,1,0,0,1,1,1,4,6,2,0,3,5,451
139,"DOCTER BHEEM RAO AMBEDKAR JUNIOR HIGH SCHOOL NAYA GAON ROOM- 5",533,443,0,976,312,247,0,559,557,0,1,10,172,255,93,3,0,0,0,5,2,6,1,0,7,4,0,0,0,559
140,"MANSAROWAR KANYA INTER COLLEGE NAVEEN NAGAR ROOM-3",932,765,1,1698,524,418,0,942,912,0,1,29,89,797,5,1,0,0,1,0,2,8,0,0,1,1,2,3,2,942
141,"MANSAROWAR KANYA INTER COLLEGE NAVEEN NAGAR ROOM-1",1001,826,0,1827,576,462,0,1038,981,0,1,31,465,493,15,1,1,0,1,1,1,5,2,5,4,7,2,0,3,1038
142,"DOCTER BHEEM RAO AMBEDKAR JUNIOR HIGH SCHOOL NAYA GAON ROOM- 3",923,823,0,1746,531,455,0,986,926,0,1,21,66,866,11,0,0,0,1,1,0,11,4,0,0,0,0,0,4,986
