"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
253,"PURE GANGARAM BAHADURPUR",309,268,0,577,146,129,0,275,275,0,9,193,44,1,0,0,1,0,0,1,0,0,1,2,13,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,275
254,"MAVAI ALAMPUR",504,391,0,895,335,289,0,624,624,0,2,265,298,2,6,0,1,1,1,0,0,0,6,1,6,1,1,4,2,2,0,0,7,1,0,1,1,6,2,1,3,1,1,0,1,624
255,"MAVAI ALAMPUR",438,376,0,814,286,268,0,554,554,0,7,368,134,1,2,0,0,0,0,1,1,1,0,0,6,8,4,2,0,0,0,0,3,0,0,1,0,2,2,2,3,4,0,0,2,554
256,"MUBARAKPUR MUKHETIYA",850,682,0,1532,398,326,0,724,724,0,30,317,293,2,4,2,1,2,0,0,0,1,1,2,13,5,3,3,1,2,0,2,6,1,3,2,3,7,3,6,3,4,1,0,1,724
257,"PURE BADERAY",599,549,0,1148,374,348,0,722,722,0,22,288,330,5,9,1,1,0,0,1,1,2,0,0,4,6,2,1,1,1,1,6,5,0,2,1,1,7,2,4,8,7,0,3,0,722
258,MOHANA,662,589,0,1251,357,281,0,638,638,0,55,386,120,2,2,1,1,0,2,1,1,1,0,0,5,10,3,6,3,1,1,4,1,0,3,2,2,4,2,3,0,12,2,2,0,638
259,MOHANA,691,614,1,1306,312,273,0,585,585,0,21,330,164,5,2,0,3,0,0,1,1,1,0,2,29,0,2,0,3,1,1,0,2,1,1,0,2,8,0,2,3,0,0,0,0,585
260,MOHANA,670,564,0,1234,206,300,0,506,506,0,61,215,143,1,4,0,0,1,0,2,0,0,1,0,18,4,1,9,6,1,2,0,4,5,1,1,2,4,4,1,4,3,2,4,2,506
261,MOHANA,677,583,0,1260,310,233,0,543,543,0,5,180,278,2,1,0,0,1,0,0,0,2,0,0,7,2,2,6,10,1,1,0,7,1,2,1,7,8,5,3,2,3,4,0,2,543
262,UDWA,718,588,0,1306,435,292,0,727,727,0,52,306,241,9,3,3,1,5,1,2,1,1,1,1,16,10,2,2,1,2,3,9,10,6,1,1,4,10,3,1,2,8,3,1,5,727
263,UDWA,739,663,0,1402,427,337,0,764,764,0,180,198,308,4,1,0,3,5,0,1,5,2,1,1,8,10,3,2,1,1,1,2,6,2,2,1,2,2,1,1,3,4,2,0,1,764
264,NAWAWAN,601,528,0,1129,303,293,0,596,596,0,106,288,161,2,3,1,0,4,1,2,1,0,0,4,3,3,0,1,0,1,0,0,1,2,1,3,0,0,2,2,0,1,2,0,1,596
265,NAWAWAN,608,547,0,1155,320,261,0,581,581,0,36,314,156,1,5,1,0,0,3,1,0,0,1,1,27,9,0,1,0,0,0,6,0,2,0,0,1,6,2,3,0,4,0,0,1,581
266,PIRHI,778,705,0,1483,425,354,0,779,779,0,96,247,310,13,2,1,3,2,3,5,4,2,4,3,8,9,1,2,5,3,1,1,2,2,1,2,5,9,4,2,6,8,2,4,7,779
267,PIRHI,465,390,0,855,224,183,0,407,407,0,84,103,164,6,2,1,0,0,1,1,1,0,0,0,1,8,0,0,1,0,4,0,1,3,1,0,3,4,0,4,2,2,1,3,6,407
268,PIRHI,399,335,0,734,142,101,0,243,243,0,43,81,108,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,243
269,PIRHI,796,730,0,1526,356,268,0,624,624,0,94,200,253,5,6,0,0,1,0,2,0,0,1,1,0,3,7,6,2,1,2,2,8,4,2,0,3,6,5,4,0,1,2,2,1,624
270,PIRHI,592,463,0,1055,266,222,0,488,488,0,96,199,150,4,4,0,2,1,0,1,1,0,0,0,1,8,1,0,0,1,0,1,1,1,0,0,2,4,2,1,1,5,0,1,0,488
271,BHADEHARA,305,276,0,581,174,171,0,345,345,0,50,109,120,2,3,0,2,2,0,1,1,0,2,0,2,1,1,1,3,1,1,8,8,3,1,1,5,5,1,2,0,4,1,3,1,345
272,KHALISHPUR,603,504,0,1107,405,275,0,680,680,0,9,436,167,8,1,0,1,3,0,1,1,1,3,0,9,10,3,1,1,1,1,0,3,2,3,3,3,1,2,0,2,4,0,0,0,680
273,KHALISHPUR,521,481,0,1002,273,235,0,508,508,0,17,403,36,3,0,0,0,0,0,2,2,1,0,1,9,0,2,0,0,0,0,1,4,1,0,0,3,5,8,3,2,3,0,2,0,508
274,MAHAMADPUR,524,512,0,1036,294,270,0,564,564,0,72,357,86,3,3,1,0,0,0,1,2,1,0,1,3,8,2,1,0,0,0,0,5,0,2,0,2,3,2,0,1,6,1,1,0,564
275,"KOTWAR MAU",534,451,0,985,363,280,0,643,643,0,51,400,124,1,3,1,1,1,1,1,2,0,2,1,6,5,3,0,0,3,0,2,8,4,0,0,1,9,3,0,5,3,1,0,1,643
276,"JAMALPUR RAMPUR",623,533,0,1156,349,282,0,631,631,0,61,380,121,4,2,1,0,0,1,2,2,2,3,4,18,6,2,2,0,2,2,0,3,2,0,1,0,4,0,2,3,1,0,0,0,631
277,"JAMALPUR RAMPUR",352,297,0,649,208,155,0,363,363,0,18,240,77,1,0,1,1,0,0,0,0,0,1,0,1,7,0,0,0,0,0,1,2,0,0,0,1,4,2,2,1,1,2,0,0,363
278,TARAUNA,348,305,0,653,173,157,0,330,330,0,25,181,84,3,1,0,0,0,0,0,0,0,0,1,8,4,5,1,0,0,0,0,2,3,0,1,2,3,3,0,0,2,1,0,0,330
279,SARAVAN,518,461,0,979,264,232,0,496,496,0,74,244,91,4,1,1,0,2,10,1,1,0,2,1,4,5,4,0,2,0,3,0,2,4,1,0,3,15,10,3,1,5,1,1,0,496
280,SARAVAN,512,478,0,990,262,244,0,506,506,0,7,244,203,1,3,1,1,0,3,0,2,2,3,1,3,4,3,1,0,0,0,2,2,1,1,0,1,1,0,3,1,9,1,1,1,506
281,"KISHUNPUR KEVA",815,694,0,1509,423,338,0,761,761,0,52,453,131,2,1,1,0,2,0,0,0,0,0,1,6,5,0,25,10,2,2,1,12,2,4,4,7,11,3,2,2,12,2,1,5,761
282,SAIMBASI,497,403,0,900,292,239,0,531,531,0,50,325,108,2,1,1,1,1,2,0,0,1,0,1,8,1,5,3,3,0,0,0,4,0,0,2,3,3,0,2,0,3,0,1,0,531
283,"MOHAIYA KESARIYA",523,474,0,997,328,295,0,623,623,0,12,426,115,8,2,1,0,0,1,2,2,0,0,5,8,9,2,3,1,1,0,0,5,2,0,2,2,4,0,4,1,4,0,1,0,623
284,"MOHAIYA KESARIYA",618,543,1,1162,332,269,0,601,601,0,12,392,123,3,34,3,5,3,0,0,0,0,0,0,3,4,5,4,1,1,0,0,0,3,0,1,0,1,0,0,2,0,0,0,1,601
285,BRAHMANI,541,464,0,1005,288,234,0,522,522,0,23,346,102,2,2,0,1,2,0,2,0,0,1,1,9,4,2,2,2,0,1,0,2,1,1,1,2,1,2,3,0,5,1,0,1,522
286,BRAHMANI,793,682,0,1475,405,363,0,768,768,0,41,423,271,4,3,1,0,1,0,3,1,0,3,1,5,2,0,0,0,0,0,1,0,0,1,0,1,4,0,1,0,0,1,0,0,768
287,BRAHMANI,772,612,0,1384,397,295,0,692,692,0,4,409,216,3,3,0,1,0,0,1,0,0,2,0,14,5,5,5,1,0,0,3,3,1,2,0,1,2,0,3,5,0,1,1,1,692
288,NIGONHA,792,670,0,1462,413,311,0,724,724,0,56,396,187,6,5,0,1,4,1,2,1,1,1,1,6,7,5,5,2,1,1,1,8,1,2,3,2,7,1,4,2,3,1,0,0,724
289,NIGONHA,712,639,0,1351,400,332,0,732,732,0,21,403,248,7,1,1,3,1,0,1,1,0,1,0,13,2,5,1,1,2,1,0,1,2,0,0,1,4,0,3,2,2,2,0,2,732
290,"KESARIYA SALIMPUR",501,412,0,913,288,247,0,535,535,0,25,254,209,6,2,0,0,0,0,1,0,0,0,3,1,1,8,2,4,1,3,0,4,0,0,0,1,2,1,1,3,0,1,0,2,535
291,"KESARIYA SALIMPUR",523,497,0,1020,307,312,0,619,619,0,25,280,280,5,4,0,0,1,0,6,0,0,0,0,5,2,0,1,0,1,0,1,3,1,0,0,0,2,0,0,1,1,0,0,0,619
292,"FARIDPUR PARVAR",634,549,0,1183,393,337,0,730,730,0,22,228,391,3,6,1,1,1,0,1,1,0,2,5,4,11,4,0,2,0,0,0,5,1,3,2,2,7,9,4,5,8,1,0,0,730
293,"DAULATPUR SINGHARIYA",339,302,0,641,211,208,0,419,419,0,17,120,254,8,2,1,0,0,0,0,0,0,1,0,7,0,1,0,1,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,419
294,"SARAY MAHESHA",549,490,0,1039,332,288,0,620,620,0,47,371,142,4,2,2,0,2,0,1,1,1,1,1,7,6,5,3,3,1,1,1,2,1,2,2,1,2,2,0,1,4,0,1,0,620
295,"SARAY MAHESHA",714,616,1,1331,394,336,0,730,730,0,82,256,301,6,6,3,1,3,1,1,1,2,3,3,4,8,6,2,2,1,0,1,5,1,3,4,1,8,4,0,1,7,1,0,2,730
296,"SARAY MAHESHA",603,510,0,1113,324,272,0,596,596,0,20,298,172,4,6,0,3,4,2,0,0,0,2,2,2,5,4,1,3,2,0,5,12,7,4,1,0,7,20,3,2,3,1,0,1,596
297,TENDUVA,743,572,0,1315,396,286,0,682,682,0,26,379,202,3,1,1,1,2,0,2,2,1,3,0,9,8,2,1,1,0,1,0,6,0,1,3,0,9,2,3,2,10,0,1,0,682
298,TENDUVA,788,653,0,1441,406,265,0,671,671,0,16,400,144,4,2,1,1,1,1,1,0,1,0,0,22,12,5,4,1,0,1,5,10,4,4,1,2,9,9,1,2,3,1,1,2,671
299,TENDUVA,203,178,0,381,82,87,0,169,169,0,33,83,24,1,1,0,0,1,1,1,1,0,2,2,1,5,2,1,0,0,0,0,1,1,0,0,0,1,4,1,0,2,0,0,0,169
300,BASAUNI,517,467,0,984,286,246,0,532,532,0,9,396,85,1,0,0,0,0,0,2,0,1,2,0,7,4,0,2,1,0,0,0,2,2,1,1,1,3,3,2,2,4,0,1,0,532
301,"BHADAIYA MAHAMUDPUR",544,511,0,1055,298,212,0,510,510,0,11,273,149,4,8,1,0,1,0,0,1,0,2,0,12,11,2,0,1,0,0,1,4,7,1,0,3,5,2,6,0,4,1,0,0,510
302,"BHADAIYA MAHAMUDPUR",574,492,0,1066,335,272,0,607,607,0,7,456,46,2,2,2,2,3,3,1,3,2,3,1,30,4,2,2,1,0,2,0,3,2,2,2,2,3,3,2,3,10,0,1,0,607
303,KHAIRAHNA,470,394,0,864,270,235,0,505,505,0,24,259,126,4,3,1,4,2,2,1,1,3,0,1,12,11,3,0,2,0,1,1,10,2,2,1,2,11,1,3,6,6,0,0,0,505
304,KHAIRAHNA,412,367,0,779,207,180,0,387,387,0,11,213,99,2,3,2,1,1,1,1,0,0,0,0,11,4,2,2,0,1,2,5,3,1,3,1,3,9,0,0,1,1,1,2,1,387
305,"FATEHAPUR MAVAIYA",744,634,0,1378,400,357,0,757,757,0,80,492,140,4,2,0,1,2,1,2,2,1,2,3,11,2,1,0,0,1,1,1,1,0,0,1,1,2,0,1,0,2,0,0,0,757
306,ODARI,746,621,0,1367,422,331,0,753,753,0,57,310,305,6,4,5,1,3,0,1,2,0,0,1,5,9,3,3,2,1,2,2,4,3,3,0,4,5,2,3,0,6,0,0,1,753
307,ODARI,816,678,0,1494,429,347,0,776,776,0,28,262,363,7,12,2,2,1,1,2,0,1,3,5,5,3,4,1,2,1,3,4,9,6,2,3,2,14,2,2,1,12,2,1,8,776
308,ODARI,675,600,0,1275,343,305,0,648,648,0,11,383,220,2,1,1,0,2,0,1,1,1,0,0,6,6,0,0,0,0,0,0,1,0,1,1,0,1,4,0,0,4,0,0,1,648
309,"CHAK MAMHA",242,195,0,437,109,95,0,204,204,0,3,115,53,3,1,0,0,1,1,0,0,1,1,0,4,1,2,1,1,1,0,0,3,1,1,0,2,3,0,1,2,1,1,0,0,204
310,BAGHAIL,458,391,0,849,270,233,0,503,503,0,44,182,151,0,2,1,0,3,0,2,1,1,1,4,9,5,2,0,0,0,2,3,5,4,3,2,2,15,53,1,2,1,0,1,1,503
311,KHARAULI,601,550,0,1151,362,295,0,657,657,0,48,283,281,7,4,0,0,0,0,1,0,0,0,0,6,1,9,1,4,0,1,1,2,0,2,1,2,0,1,0,0,0,2,0,0,657
312,"BEHTA MURTAJA",646,544,0,1190,300,285,0,585,585,0,8,387,134,3,3,1,1,1,0,0,0,0,1,0,5,3,3,11,5,0,0,0,3,2,0,0,1,5,1,0,1,4,1,0,1,585
313,TAHIRPUR,333,295,0,628,103,106,0,209,209,0,7,98,74,3,0,0,1,0,0,0,0,0,0,0,5,3,2,0,1,0,0,0,3,1,0,0,1,4,2,0,1,3,0,0,0,209
314,"BOJHI BHULAMAU",465,396,0,861,258,239,0,497,497,0,38,203,185,1,1,1,1,2,1,2,1,0,0,0,9,3,1,1,0,0,1,2,8,4,0,0,4,10,9,4,0,4,1,0,0,497
