"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
11,JAGATPUR,498,448,0,946,310,274,0,584,584,0,88,202,214,6,3,0,0,1,0,3,0,0,1,1,6,9,7,5,0,0,1,3,5,2,0,1,7,9,2,2,1,4,0,0,1,584
12,LAULI,500,437,0,937,278,242,0,520,50,0,67,179,204,8,4,1,1,4,3,1,0,1,2,3,8,9,3,0,2,0,2,2,0,1,0,1,4,3,0,4,1,1,0,1,0,520
13,LAULI,445,371,0,816,277,227,0,504,504,0,36,142,274,3,0,1,3,3,2,1,3,1,1,0,14,3,1,0,0,1,0,1,1,0,0,1,0,3,1,3,2,2,1,0,0,504
14,MEHMANPUR,622,513,0,1135,362,232,0,594,594,0,46,211,255,3,0,1,2,0,0,1,0,0,2,0,17,7,5,2,0,1,1,5,5,3,3,3,2,12,0,2,4,1,0,0,0,594
15,MEHMANPUR,516,441,0,957,300,237,0,537,537,0,71,101,308,7,0,2,0,2,0,2,3,1,2,5,8,7,1,1,2,1,0,2,1,1,0,1,0,2,1,2,0,3,0,0,0,537
16,KOTAWA,708,590,0,1298,342,338,0,680,680,0,66,328,190,4,5,1,0,3,1,6,2,1,5,1,12,10,2,2,3,2,0,5,6,4,2,2,4,1,0,0,1,9,2,0,0,680
17,KOTAWA,302,242,0,544,144,139,0,283,283,0,14,171,62,0,0,0,2,0,0,0,0,1,1,1,16,2,2,0,1,0,0,1,1,0,0,0,0,3,2,3,0,0,0,0,0,283
18,KOTAWA,743,595,0,1338,390,357,0,747,747,0,50,297,309,7,9,0,2,1,2,2,2,4,3,4,7,9,4,2,0,4,0,2,3,2,0,1,3,1,0,4,4,7,0,1,1,747
19,NAUKHERA,516,458,0,974,337,254,0,591,591,0,91,123,292,4,8,0,0,2,0,4,1,0,1,1,8,7,1,2,0,0,0,3,4,6,1,3,4,10,2,3,3,6,0,1,0,591
20,ANGURI,447,385,0,832,288,232,0,520,520,0,69,79,295,3,4,0,0,2,0,0,1,1,2,5,6,8,3,1,0,0,0,0,4,4,1,0,3,10,0,5,3,9,0,0,2,520
21,ANGURI,477,438,0,915,260,200,0,460,460,0,47,155,215,3,6,0,0,0,1,2,1,1,3,2,5,4,2,0,0,0,0,0,2,3,1,0,0,0,1,0,0,4,1,0,1,460
22,CHILAULI,622,523,0,1145,338,253,0,591,591,0,32,134,396,3,3,2,0,1,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,4,2,1,0,2,0,0,3,591
23,CHILAULI,757,617,0,1374,388,284,0,672,672,0,34,153,407,8,5,1,3,1,0,4,2,2,4,1,9,8,0,1,2,1,0,1,1,1,2,2,0,6,2,1,2,3,1,3,1,672
24,INHAUNA,754,662,0,1416,412,342,0,754,754,0,66,186,400,8,10,2,5,4,4,3,0,2,3,3,10,1,6,17,2,3,2,3,1,1,1,0,2,3,0,1,3,1,0,0,1,754
25,INHAUNA,630,524,0,1154,293,297,0,590,590,0,25,456,58,1,2,0,1,1,0,1,0,0,1,0,3,1,2,12,1,1,0,1,1,2,1,2,1,6,1,2,2,3,0,1,1,590
26,INHAUNA,372,311,0,683,167,167,0,334,334,0,11,298,12,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,334
27,INHAUNA,480,403,0,883,230,206,0,436,436,0,10,388,23,0,1,1,0,0,0,1,1,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,436
28,INHAUNA,510,426,0,936,213,199,0,412,412,0,8,307,58,0,1,2,1,0,0,1,0,0,1,0,3,2,3,1,1,0,0,0,3,1,0,1,2,2,2,2,0,9,0,0,1,412
29,INHAUNA,547,478,0,1025,257,195,0,452,452,0,9,229,182,1,1,1,0,0,0,0,0,2,0,1,12,1,1,0,2,0,0,0,1,2,1,0,2,0,0,3,1,0,0,0,0,452
30,INHAUNA,492,387,0,879,223,193,0,416,416,0,21,193,160,5,0,3,0,0,0,0,1,1,0,0,12,1,0,2,3,0,1,0,2,1,1,1,2,3,0,0,0,1,1,0,1,416
31,INHAUNA,591,426,0,1017,268,188,0,456,456,0,7,218,184,2,1,1,1,1,1,0,1,0,2,2,7,2,1,1,0,2,0,0,4,0,0,3,1,3,2,3,1,4,0,0,1,456
32,INHAUNA,547,503,0,1050,202,199,0,401,401,0,5,200,148,0,3,2,0,0,2,1,0,1,1,0,11,2,1,5,1,0,0,0,2,1,1,1,0,3,1,1,3,4,1,0,0,401
33,"SARANYA MADHOU",436,368,0,804,259,263,0,522,522,0,25,108,344,4,10,1,1,0,1,2,0,0,0,3,5,3,1,0,2,0,0,2,2,0,0,1,1,2,2,0,0,1,0,1,0,522
34,DHIRAPUR,658,574,0,1232,368,318,0,686,686,0,100,107,418,3,4,3,0,1,0,3,1,0,1,3,12,5,1,1,1,0,1,2,3,2,2,0,1,1,4,0,0,2,3,0,1,686
35,"MAHMUD SARAY",271,235,0,506,174,143,0,317,317,0,13,59,183,3,2,2,0,2,1,2,0,0,5,1,5,6,0,1,1,2,2,2,3,3,1,3,2,1,1,2,1,4,1,2,1,317
36,"DANGI BARWALIYA",476,377,0,853,224,203,0,427,427,0,87,104,162,4,2,1,1,1,1,1,0,1,0,2,34,5,4,0,0,1,0,2,0,1,1,0,2,2,1,2,0,3,0,2,0,427
37,BHAWANIPUR,502,411,0,913,252,236,0,488,488,0,26,306,109,4,1,0,1,2,0,0,2,0,2,0,5,4,2,3,0,0,0,0,2,2,1,1,0,3,0,4,2,4,0,0,2,488
38,"GARHI MAHAWAL",513,458,0,971,302,239,0,541,541,0,16,93,377,8,4,1,0,0,1,1,0,1,0,4,9,2,2,2,4,0,2,2,0,3,0,0,0,1,0,0,4,3,0,1,0,541
39,SATANPURWA,800,701,0,1501,329,338,0,667,667,0,79,393,119,4,2,3,2,2,0,1,2,0,2,2,16,3,2,2,1,0,3,0,4,3,1,0,2,4,1,1,3,3,2,3,2,667
40,SATANPURWA,717,584,0,1301,368,345,0,713,713,0,59,295,308,3,1,1,0,0,0,0,2,0,2,1,7,2,2,1,0,1,0,0,3,3,2,1,0,1,0,2,3,8,5,0,0,713
41,SATANPURWA,354,256,0,610,148,100,0,248,248,0,11,124,92,0,0,3,0,0,0,0,0,0,0,0,7,1,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,248
42,SATANPURWA,542,463,0,1005,213,185,0,398,398,0,15,302,36,3,1,0,0,1,3,3,1,0,1,0,11,5,0,1,1,0,1,0,2,2,0,0,3,0,1,2,1,0,0,1,1,398
43,BHANIPUR,774,690,0,1464,425,357,0,782,782,0,75,286,312,7,6,0,2,2,1,1,1,0,2,0,33,5,5,8,0,1,1,0,3,5,1,1,4,5,3,4,2,2,1,1,2,782
44,TEDHAI,457,385,0,842,224,183,0,407,407,0,36,108,185,3,1,0,0,0,0,2,0,0,1,1,51,2,0,1,1,1,0,0,1,1,0,0,0,4,0,1,0,5,0,0,2,407
45,TEDHAI,440,351,0,791,251,180,0,431,431,0,31,58,252,7,3,0,1,0,0,2,0,0,0,1,26,3,2,2,9,1,2,1,5,0,1,1,1,8,2,2,3,5,0,0,2,431
46,"MAHIYA SENDURIYA",762,645,0,1407,378,320,0,698,698,0,111,296,239,7,2,0,0,1,0,0,1,0,6,0,0,11,3,3,1,0,0,0,1,0,0,1,4,3,1,2,1,3,1,0,0,698
47,"MAHIYA SENDURIYA",748,684,0,1432,414,340,0,754,754,0,81,188,416,6,1,5,0,3,1,3,0,3,8,1,0,7,3,0,0,3,1,0,4,2,0,1,3,7,0,1,2,3,0,1,0,754
48,GOYAN,358,336,0,694,222,236,0,458,458,0,4,198,204,6,5,4,0,0,0,0,0,0,1,1,2,2,2,1,2,1,2,2,4,1,1,1,3,1,1,3,1,3,1,0,1,458
49,PENDARA,756,579,0,1335,310,262,0,572,572,0,39,200,259,5,1,1,0,0,1,1,0,0,2,2,7,8,4,10,8,1,1,0,6,1,0,0,1,4,2,2,1,3,2,0,0,572
50,PENDARA,712,641,0,1353,345,252,0,597,597,0,120,142,292,5,0,2,0,1,0,0,0,0,3,1,5,4,2,0,1,1,0,2,2,2,0,1,2,0,0,1,0,3,0,2,3,597
51,PEDARIYA,506,450,0,956,384,256,0,640,640,0,35,81,481,6,4,2,0,0,0,3,3,0,0,0,3,2,2,1,2,0,2,2,2,0,0,1,1,0,0,3,1,1,0,0,2,640
52,KHEKHARUWA,692,641,0,1333,432,355,0,787,787,0,36,321,338,5,7,0,0,0,0,1,0,2,2,1,12,7,4,4,1,1,2,1,7,2,2,0,0,10,2,6,6,3,1,2,1,787
53,"JEHATA USARAHA",536,492,0,1028,304,340,0,644,644,0,43,234,337,4,0,0,0,0,0,1,0,0,2,0,3,2,2,2,1,0,0,0,3,1,1,0,1,4,0,0,0,2,0,1,0,644
54,"JEHATA USARAHA",493,452,0,945,314,268,0,582,582,0,11,298,232,3,2,1,0,0,0,0,1,1,2,0,9,1,1,2,0,0,0,0,2,1,0,0,1,3,0,2,0,1,3,3,2,582
55,KHARAGPUR,472,450,0,922,252,274,0,526,526,0,71,234,160,4,0,3,0,1,0,0,0,0,2,4,4,4,5,2,1,0,1,2,5,3,0,0,1,3,0,4,4,5,1,2,0,526
56,"RATAWALIYA MANJHAR",759,701,0,1460,385,356,0,741,741,0,117,220,280,7,4,2,2,6,2,1,4,3,0,3,17,13,6,3,2,0,1,4,9,3,1,2,3,6,3,7,2,6,1,0,1,741
57,KHARA,731,577,0,1308,334,270,0,604,604,0,105,152,248,2,0,0,0,0,0,1,0,3,3,1,13,9,7,5,4,2,0,4,5,1,1,3,2,10,2,4,1,12,1,2,1,604
58,KHARA,538,430,0,968,206,215,0,421,421,0,83,144,95,6,5,0,1,2,0,0,2,1,1,0,17,8,7,5,4,2,0,4,3,5,0,0,5,6,0,2,3,8,0,1,1,421
59,KHARA,667,557,0,1224,331,248,0,579,579,0,125,253,135,0,2,1,0,3,1,1,0,0,1,4,21,5,1,1,1,2,1,2,1,3,1,2,2,3,0,2,0,4,0,1,0,579
60,KHARA,815,733,1,1549,401,312,0,713,713,0,138,324,158,6,2,1,0,4,2,4,4,3,5,7,17,14,9,2,1,3,1,0,1,0,1,1,0,2,0,2,1,0,0,0,0,713
61,SINGHPUR,523,473,0,996,317,292,0,609,609,0,54,232,239,4,7,1,1,2,3,2,2,2,2,4,20,7,0,0,1,1,0,1,4,0,1,1,1,4,1,2,2,6,1,1,0,609
62,SINGHPUR,477,427,0,904,271,232,0,503,503,0,24,275,151,2,2,2,2,3,1,1,0,1,1,0,14,3,4,2,0,0,2,0,2,1,0,0,0,6,2,0,1,1,0,0,0,503
63,PANHAUNA,793,708,0,1501,400,358,0,758,758,0,160,275,188,2,2,0,0,3,3,2,2,5,3,1,36,21,4,3,4,6,2,0,8,1,1,3,2,7,2,0,1,9,1,0,1,758
64,PANHAUNA,773,643,0,1416,366,355,0,721,721,0,136,247,260,3,4,0,0,1,2,0,0,1,1,3,6,10,8,2,1,1,0,1,6,3,0,2,4,4,2,2,3,6,1,0,1,721
65,PANHAUNA,767,683,0,1450,407,309,0,716,716,0,62,207,357,6,3,3,0,1,2,2,2,0,0,2,10,6,1,2,7,2,0,1,3,4,2,3,2,12,2,4,2,3,1,0,2,716
66,PATTIBAKSHI,228,197,0,425,102,79,0,181,181,0,7,69,92,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,181
67,RAMGANJ,356,317,0,673,227,203,0,430,430,0,38,107,231,3,1,3,2,5,1,0,1,1,2,3,7,6,1,0,0,0,0,2,2,0,1,0,1,0,1,2,0,7,0,0,2,430
68,"AHORAWA BHAWANI",505,475,0,980,314,292,0,606,606,0,10,212,318,6,2,2,0,0,2,1,2,0,4,4,29,6,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,1,606
69,"AHAMADABAD PIPARI",617,573,0,1190,296,209,0,505,505,0,54,195,180,0,0,1,1,1,1,2,4,4,2,3,17,4,4,1,2,1,0,3,3,1,1,0,1,7,2,3,3,3,0,0,1,505
70,"AHAMADABAD PIPARI",430,365,0,795,230,234,0,464,464,0,129,210,73,0,1,0,1,0,0,0,0,0,0,1,17,6,2,1,0,0,1,1,3,2,0,0,1,0,2,3,2,5,1,0,2,464
71,JIJAULI,638,546,0,1184,323,269,0,592,592,0,27,185,329,5,3,0,2,0,0,1,1,1,4,2,5,2,0,0,0,1,0,1,4,4,0,1,1,4,2,4,2,0,1,0,0,592
72,OTIYA,690,654,0,1344,269,295,0,564,564,0,27,436,20,1,0,1,0,2,0,1,0,1,0,3,35,5,1,3,0,0,0,1,3,1,3,0,5,7,0,1,4,2,0,1,0,564
73,AJADPUR,670,501,0,1171,291,228,0,519,519,0,33,270,145,7,3,1,1,1,0,2,1,0,0,1,16,2,1,1,0,0,0,2,3,1,0,0,3,10,5,2,0,8,0,0,0,519
74,AJADPUR,505,391,0,896,186,132,0,318,318,0,16,142,100,2,4,1,0,0,0,2,2,0,2,1,6,3,2,1,1,1,0,1,3,3,2,1,5,4,1,3,3,5,1,0,0,318
75,AJADPUR,783,663,0,1446,325,190,0,515,515,0,43,320,57,8,2,15,0,0,2,1,1,0,3,2,18,3,2,2,2,0,0,1,0,1,1,1,2,8,5,4,2,6,1,2,0,515
76,AJADPUR,321,246,0,567,111,98,0,209,209,0,13,160,15,4,0,2,1,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,209
77,SADHIYA,775,646,0,1421,443,407,0,850,850,0,110,385,233,4,7,9,2,1,0,0,3,0,3,2,12,2,8,6,4,1,3,3,9,3,1,2,3,5,0,2,2,6,6,7,6,850
78,JIYAPUR,560,488,0,1048,281,275,0,556,556,0,33,438,48,1,2,1,0,0,1,0,0,0,1,1,6,2,1,6,2,1,0,0,2,1,1,0,1,1,0,2,1,3,0,0,0,556
79,BAHUA,768,653,2,1423,334,353,0,687,687,0,74,450,124,1,1,0,1,1,1,2,0,1,4,1,6,3,3,0,1,0,1,0,1,0,1,1,2,1,0,0,5,1,0,0,0,687
80,BAHUA,537,507,1,1045,241,253,0,494,494,0,34,313,105,2,1,0,0,1,0,2,2,0,1,2,12,4,3,1,1,0,0,0,1,1,0,2,0,3,0,1,0,2,0,0,0,494
81,BAHUA,533,515,0,1048,267,224,0,491,491,0,43,306,98,0,2,0,0,3,1,1,1,1,1,1,6,5,1,0,1,0,2,1,0,4,1,0,1,3,0,0,2,3,0,1,2,491
82,MIRJAGARH,815,721,0,1536,463,341,0,804,804,0,58,316,367,7,4,1,0,0,0,4,3,0,3,4,7,7,2,2,1,0,3,1,3,1,1,0,1,0,0,3,0,3,1,0,1,804
83,MATTEPUR,544,528,0,1072,370,282,0,652,652,0,72,230,307,4,1,1,0,0,0,2,0,2,0,0,11,4,2,4,0,1,0,1,1,1,1,0,2,0,0,1,0,3,0,0,1,652
84,MATTEPUR,343,332,0,675,220,153,0,373,373,0,36,79,221,3,3,0,0,0,0,2,0,0,1,3,2,0,1,4,1,0,4,2,1,1,1,0,2,1,0,0,1,3,0,0,1,373
85,KARANGANVA,668,548,0,1216,336,291,0,627,627,0,54,235,173,1,0,1,0,4,0,0,0,1,1,0,85,9,4,0,1,0,2,2,4,4,1,2,4,20,2,3,5,7,0,0,2,627
86,KARANGANVA,848,675,0,1523,397,349,0,746,746,0,14,383,304,4,6,0,1,0,0,2,3,0,2,2,12,4,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,3,0,0,1,746
87,YUSUFNAGAR,848,718,0,1566,450,366,0,816,816,0,15,455,235,9,4,0,2,3,0,1,0,0,2,0,7,2,4,19,6,1,2,5,16,2,4,0,5,1,2,3,3,5,2,1,0,816
88,SHEKHANGANVA,505,450,0,955,301,121,0,422,422,0,45,258,70,2,0,3,2,1,0,2,2,2,2,2,6,5,0,0,0,2,2,1,0,1,1,0,0,3,2,0,1,4,0,2,1,422
89,SHEKHANGANVA,545,419,0,964,221,240,0,461,461,0,0,331,57,0,1,1,0,0,0,1,0,0,1,1,49,3,2,0,1,0,0,0,0,2,0,0,0,6,2,1,0,0,0,1,1,461
90,FATTEPUR,813,674,0,1487,401,336,0,737,737,0,16,335,308,9,4,1,1,2,3,1,2,1,2,1,17,6,6,1,2,1,1,1,1,2,3,0,2,0,0,4,1,2,0,0,1,737
91,FATTEPUR,741,651,0,1392,403,363,0,766,766,0,2,258,455,5,2,1,0,0,0,1,1,1,2,6,11,6,1,1,0,2,0,0,2,1,0,0,0,2,2,1,0,1,0,1,1,766
92,FATTEPUR,334,314,0,648,177,148,0,325,325,0,4,122,183,2,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,325
93,RAJAPUR,753,634,0,1387,379,312,0,691,691,0,67,298,240,4,1,0,0,2,1,2,1,1,2,2,17,2,5,3,6,1,1,1,4,1,2,0,4,8,0,3,1,8,1,0,2,691
94,RAJAPUR,663,561,0,1224,360,363,0,723,723,0,3,479,206,1,0,0,1,0,2,0,1,0,0,1,3,3,5,3,0,1,1,1,2,1,0,1,2,1,1,1,1,2,0,0,0,723
95,JAINAGRA,595,526,0,1121,325,295,0,620,620,0,30,250,249,3,3,0,0,2,0,1,0,0,4,4,20,11,4,1,2,2,2,0,4,1,0,0,4,5,2,3,2,6,2,3,0,620
96,JUGRAJPUR,610,534,0,1144,286,221,0,507,507,0,2,116,300,5,4,1,0,1,0,1,0,0,1,1,3,1,6,4,15,9,2,1,8,3,2,1,4,2,2,2,3,5,0,1,1,507
97,JUGRAJPUR,777,787,0,1564,364,360,0,724,724,0,25,397,203,3,3,0,0,1,1,2,3,1,4,2,11,13,6,2,1,1,1,3,4,0,2,1,3,4,5,2,2,11,2,4,1,724
98,GODHANA,449,452,0,901,255,225,0,480,480,0,51,120,250,5,4,1,1,0,1,0,2,0,2,0,5,4,3,1,1,0,0,0,1,5,0,1,1,5,1,3,2,6,2,1,1,480
99,DANDUPUR,405,357,0,762,225,212,0,437,437,0,28,98,202,3,4,1,1,0,0,0,2,1,1,0,16,6,9,4,3,2,1,2,5,1,3,2,2,11,5,5,2,8,3,1,5,437
100,DANDUPUR,442,445,0,887,244,242,0,486,486,0,5,108,342,3,3,1,2,0,0,1,1,0,0,3,3,2,0,0,0,0,0,0,2,0,0,1,0,3,0,0,1,3,1,0,1,486
101,"RAMPUR PAWARA",728,639,0,1367,391,323,0,714,714,0,49,372,151,3,2,0,0,3,3,5,2,1,6,6,21,21,8,10,3,0,0,0,5,1,3,0,1,7,2,4,4,8,4,3,6,714
102,BHIKHIPUR,634,577,0,1211,372,334,0,706,706,0,3,650,26,2,1,0,0,0,0,0,0,1,0,2,9,1,0,0,0,1,0,2,0,0,2,0,1,3,0,0,1,0,0,0,1,706
103,BHIKHIPUR,392,331,0,723,215,151,0,366,366,0,17,238,72,6,1,1,0,5,1,0,0,0,0,1,3,4,0,1,1,0,0,1,1,0,0,2,1,1,1,2,0,6,0,0,0,366
104,SEMARAUTA,817,710,1,1528,458,353,0,811,811,0,18,250,462,7,5,2,0,3,2,1,3,2,2,2,7,8,0,0,1,0,2,3,7,2,2,1,1,5,2,4,2,4,1,0,0,811
105,SEMARAUTA,180,177,0,357,123,108,0,231,231,0,14,94,104,2,0,0,0,0,0,2,0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,231
106,SEMARAUTA,775,603,1,1379,406,366,0,772,772,0,7,392,288,2,4,0,0,1,0,1,2,1,0,1,16,4,2,4,8,2,2,2,3,2,1,1,2,11,0,4,3,2,0,0,4,772
107,SEMARAUTA,701,563,0,1264,351,261,0,612,612,0,6,261,265,4,4,1,0,1,0,2,3,1,1,1,18,3,4,3,7,1,0,0,3,2,0,1,1,7,0,2,3,2,0,1,4,612
108,BASANTPUR,773,711,0,1484,439,392,0,831,831,0,76,397,303,9,4,4,0,2,2,3,1,2,3,3,7,4,0,1,1,0,0,1,1,0,1,0,0,2,0,2,0,0,1,0,1,831
109,"SATGAOAN KISHUNPUR",701,589,1,1291,361,339,0,700,700,0,9,229,406,6,3,0,1,3,1,1,1,0,1,1,7,2,2,0,3,1,1,2,5,2,0,0,3,5,1,2,1,0,0,0,1,700
110,"SATGAOAN KISHUNPUR",228,234,0,462,147,149,0,296,296,0,6,73,193,3,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,2,1,2,1,0,0,1,2,0,0,3,0,1,1,0,296
111,THOKARPUR,613,537,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,THOKARPUR,251,266,0,517,162,167,0,329,329,0,35,172,100,1,0,0,0,0,1,1,3,0,0,1,0,3,0,1,1,0,0,0,2,1,0,0,0,1,0,0,1,2,0,3,0,329
113,"AKABARPUR FARS",739,632,0,1371,399,308,0,707,707,0,8,324,302,5,7,0,2,0,1,0,1,1,1,2,9,7,2,0,1,2,0,1,9,2,0,1,5,4,1,1,0,5,0,1,2,707
114,"RAJAPUR HALIM",558,477,0,1035,273,212,0,485,485,0,55,139,231,6,1,2,0,1,0,5,3,0,1,2,2,3,1,4,2,0,1,3,3,1,2,0,1,7,1,0,1,3,1,0,3,485
115,FOOLA,448,390,0,838,246,209,0,455,455,0,7,104,304,4,2,0,0,0,0,3,0,1,1,1,11,2,1,0,2,0,0,0,4,0,0,0,2,0,1,0,2,2,0,0,1,455
116,FOOLA,442,375,0,817,229,195,0,424,424,0,60,126,181,5,3,0,0,1,1,1,0,0,0,0,17,4,5,2,2,0,1,1,2,0,3,0,1,3,1,0,2,0,0,0,2,424
117,FOOLA,479,399,0,878,224,173,0,397,397,0,14,48,289,2,2,2,0,0,0,0,1,0,0,2,3,0,2,0,2,2,0,4,10,2,0,0,1,4,0,1,0,1,2,2,1,397
118,FOOLA,507,445,0,952,235,173,0,408,408,0,26,96,213,9,7,6,0,0,1,1,1,1,4,3,7,5,1,1,2,0,0,1,2,2,0,0,3,4,0,2,1,8,0,1,0,408
119,FOOLA,414,412,0,826,244,260,0,504,504,0,9,220,192,6,5,0,2,0,0,2,1,0,1,1,9,5,1,2,2,0,2,1,6,3,2,2,2,11,2,3,3,7,0,1,1,504
120,FOOLA,460,396,0,856,224,201,0,425,425,0,6,249,117,2,1,0,1,1,1,1,0,0,0,0,6,2,2,10,4,0,0,1,1,1,1,2,0,8,0,0,1,7,0,0,0,425
121,HASANPUR,570,533,0,1103,334,324,0,658,658,0,34,304,285,4,4,1,0,2,0,3,0,0,2,2,3,0,4,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,1,1,0,658
122,KOCHI,649,578,0,1227,362,290,0,652,652,0,96,140,349,10,1,3,0,1,2,0,1,0,1,2,7,5,6,5,0,0,0,0,2,2,1,0,0,6,0,2,1,2,2,1,4,652
