"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMEETA SINGH","2 - PAWAN PANDEY","3 - FEROZE VARUN GANDHI","4 - SHAKEEL AHMED","5 - GIRISH LAL","6 - DR. NAFEES AHMAD","7 - PITAMBAR NISHAD","8 - RAM MILAN","9 - MOHD SHAMIM","10 - SHIV SHANKAR","11 - SHAILENDRA PRATAP SINGH","12 - SARTAJ KHAN","13 - BRIJESH KUMAR","14 - VARUN GANDHI","15 - VIJAY","16 - None of the Above","Total Votes Secured"
68,"P0PR0I0KA0 VALIPUR, HEMANAPUR UTTARI BHAG",843,725,1,1569,399,342,0,741,700,0,37,39,150,501,1,2,1,0,0,0,2,0,1,7,0,0,741
69,"P0PR0I0KA0 VALIPUR, HEMANAPUR MADHAY BHAG",722,592,1,1315,394,312,0,706,387,0,11,53,362,247,4,3,0,0,2,0,1,1,7,10,1,4,706
70,"P0PR0I0KA0 VALIPUR, HEMANAPUR DACHHIRI BHAG",719,639,0,1358,351,301,0,652,652,0,18,94,401,69,4,3,4,1,2,3,3,6,6,25,5,8,652
71,"P.S. BABUGANJ BAJAR VALIPUR HEMANAPUR R.NO. 1",806,670,0,1476,369,343,0,712,712,0,25,99,393,116,6,4,17,2,4,1,2,2,7,26,3,5,712
72,"P.S. CHAKMUSI R.NO. 1",546,470,0,1016,245,358,0,603,599,0,12,60,113,392,3,1,2,0,1,0,4,2,5,5,0,3,603
73,"JUNIOR HIGH SCHOOL RAMNAGAR UTTARI BHAG",323,264,0,587,162,137,0,299,299,0,17,54,209,10,1,0,0,0,1,0,0,0,1,5,0,1,299
74,"JUNIOR HIGH SCHOOL RAMNAGAR DACHHIRI BHAG",374,349,0,723,189,180,0,369,369,0,5,56,223,74,1,0,0,0,0,0,0,0,0,6,2,2,369
75,"P.S. DHABIYA R.NO. 1",483,423,0,906,230,229,0,459,457,0,25,60,148,194,1,1,6,1,0,1,3,4,3,3,1,8,459
76,"P.S. SARAIYA MAFI UTTARI BHAG",597,548,0,1145,288,302,0,590,590,0,30,92,364,50,6,0,5,3,5,0,5,5,7,11,2,5,590
77,"P.S. SARAIYA MAFI DACHHIRI BHAG",522,443,0,965,270,240,0,510,510,0,10,14,287,148,1,5,4,2,2,2,5,3,8,13,3,3,510
78,"JUNIOR HIGH SCHOOL VARASIN PASCHIMI BHAG",626,557,0,1183,317,260,0,577,577,0,14,73,342,114,3,1,3,1,0,14,3,0,2,5,2,0,577
79,"JUNIOR HIGH SCHOOL VARASIN MADHAY BHAG",598,527,0,1125,346,296,0,642,400,0,22,134,299,67,1,9,81,1,0,0,5,1,2,11,6,3,642
80,"P.S. KEWTALI UTTARI BHAG",411,368,0,779,220,211,0,431,414,0,17,71,214,98,4,3,3,0,0,1,3,0,1,13,1,2,431
81,"P.S. KEWTALI DACHHIRI BHAG",529,458,0,987,280,300,0,580,520,0,35,157,312,49,3,0,5,0,0,0,3,2,3,9,1,1,580
82,"P.S. GOVINDPUR MAKHDUMPUR R.NO. 1",335,292,0,627,203,275,0,478,478,0,7,109,279,64,3,1,1,0,1,0,1,0,2,9,0,1,478
83,"LAGHU MADAYMIK VIDDAYALA CHANDAUR PURBI BHAG",706,602,0,1308,438,300,0,738,700,0,57,99,418,93,3,8,0,5,3,5,3,6,7,22,0,9,738
84,"LAGHU MADAYMIK VIDDAYALA CHANDAUR MADHAY BHAG",769,641,0,1410,378,320,0,698,698,0,18,154,372,95,3,5,3,2,0,2,5,4,8,17,3,7,698
85,"LAGHU MADAYMIK VIDDAYALA CHANDAUR PASCHIMI BHAG",669,539,0,1208,339,260,0,599,456,0,9,120,249,135,4,6,2,3,3,0,2,7,4,41,8,6,599
86,"P.S. RAMNAGAR R.NO. 1",733,694,0,1427,460,390,0,850,622,0,15,165,566,42,9,3,1,2,0,1,3,6,7,22,2,6,850
87,"PU0MA0 VIDDAYALAY KHARA UTTARI BHAG",559,489,0,1048,335,245,0,580,580,0,10,49,415,85,0,2,0,0,0,1,5,5,0,8,0,0,580
88,"PU0MA0 VIDDAYALAY KHARA DACHHIRI BHAG",574,492,0,1066,336,266,0,602,435,0,8,94,438,34,0,1,0,1,3,0,0,0,2,17,1,3,602
89,"P.S. BADANPUR PURBI BHAG",377,344,0,721,173,181,0,354,353,0,10,26,229,63,1,1,0,1,1,0,7,0,4,7,0,4,354
90,"P.S. BADANPUR PASCHIMI BHAG",584,490,0,1074,267,223,0,490,490,0,18,67,345,31,0,1,0,2,1,1,5,2,1,13,0,3,490
91,"P.S. BISAWAN R.NO. 1",732,614,0,1346,466,364,0,830,830,0,49,68,623,65,0,0,0,0,2,1,5,1,6,8,2,0,830
92,"JUNIOR HIGH SCHOOL BISAWAN R.NO. 1",825,689,0,1514,460,346,0,806,806,0,28,129,449,158,3,4,0,2,1,2,4,3,8,11,1,3,806
93,"P.S. PURE AUSAN MISHRA R.NO. 1",778,679,0,1457,401,388,0,789,789,0,23,140,530,28,2,4,3,2,2,3,5,5,7,25,3,7,789
94,"P.S. PIPARGAON R.NO. 1",536,433,1,970,343,264,0,607,505,0,12,109,409,44,0,2,1,0,1,1,2,3,3,13,3,4,607
95,"P.S. PIPARGAON ATRIKAT ROOM",533,483,0,1016,302,251,0,553,553,0,19,200,199,85,2,2,3,0,2,2,6,1,6,13,6,7,553
96,"P.S. SATHARI R.NO. 1",689,629,0,1318,350,407,0,757,755,0,30,128,350,169,3,5,3,2,1,3,5,6,14,29,2,7,757
97,"P.S. SAMARATHPUR UTTARI BHAG",713,651,0,1364,424,274,0,698,698,0,29,170,418,42,2,1,1,1,2,3,1,3,6,16,2,1,698
98,"P.S. SAMARATHPUR DACHHIRI BHAG",585,504,0,1089,380,203,0,583,583,0,38,108,362,44,3,3,2,0,1,0,6,3,2,11,0,0,583
99,"P.S. SAMARATHPUR NEW R.NO. 1",257,235,0,492,120,92,0,212,212,0,8,9,161,32,1,0,0,0,0,0,0,0,0,1,0,0,212
100,"JUNIOR HIGH SCHOOL KUMASI MAJRE RASHARA R.NO. 1",605,585,0,1190,289,348,0,637,637,0,13,112,203,289,2,3,0,0,0,6,3,0,0,5,0,1,637
101,"P.S. VIDHAULI R.NO. 1",602,549,0,1151,426,361,0,787,574,0,21,116,444,95,3,6,1,7,2,1,3,5,25,40,6,12,787
102,"JUNIOR HIGH SCHOOL DEHALI UTTARI BHAG",544,480,0,1024,329,269,0,598,595,0,11,77,399,95,0,3,2,0,1,1,2,2,1,4,0,0,598
103,"JUNIOR HIGH SCHOOL DEHALI MADHAY BHAG",647,577,0,1224,328,307,0,635,635,0,21,100,344,133,3,1,1,1,0,3,10,1,4,10,1,2,635
104,"JUNIOR HIGH SCHOOL DEHALI DACHHRI BHAG",545,480,0,1025,295,238,0,533,514,0,8,137,304,37,2,1,2,1,1,13,5,1,5,10,2,4,533
105,"P.S. SHYAMNAGAR MAJRE SONBARASA R.NO. 1",237,216,0,453,147,144,0,291,287,0,17,38,209,7,1,1,0,0,3,0,1,0,2,10,0,2,291
106,"P.S. TULSIPUR R.NO. 1",517,466,0,983,270,285,0,555,540,0,25,115,205,170,4,3,1,2,1,1,4,2,4,12,2,4,555
107,"P.S. ENJAR NEW BHAWAN UTTARI BHAG",797,726,0,1523,408,408,0,816,816,0,16,167,471,73,1,2,1,5,1,3,13,5,9,33,6,10,816
108,"P.S. ENJAR NEW BHAWAN DACHHIRI BHAG",677,600,0,1277,322,312,0,634,590,0,16,134,340,119,2,2,0,0,1,0,1,1,4,11,2,1,634
109,"P.S. ENJAR R.NO. 1",360,283,0,643,205,153,0,358,350,0,11,47,189,91,0,1,1,1,0,1,0,2,5,8,0,1,358
110,"P.S. SEWARA R.NO.1",208,171,0,379,142,101,0,243,200,0,2,46,166,21,1,1,0,0,0,1,0,1,1,2,1,0,243
111,"P.S. KANEHATI UTTARI BHAG",495,430,0,925,185,275,0,460,460,0,11,43,102,285,0,0,1,0,0,0,1,0,6,7,3,1,460
112,"P.S. KANEHATI DACHHIRI BHAG",404,359,0,763,170,252,0,422,422,0,9,68,44,285,3,1,0,2,0,0,2,4,1,0,1,2,422
113,"P.S. KANAKPUR SHIKWA R.NO. 1",291,262,0,553,157,163,0,320,320,0,13,73,205,7,1,2,1,0,1,1,0,1,1,10,3,1,320
114,"P.S. PICHHAURA R.NO. 1",402,401,0,803,216,245,0,461,286,0,7,70,152,195,6,2,1,1,0,0,5,0,6,14,0,2,461
115,"P.S. PIRO SARAIYA PURBI BHAG",477,438,0,915,348,266,0,614,595,0,12,109,439,25,1,1,0,2,0,1,5,1,3,12,2,1,614
116,"P.S. PIRO SARAIYA PACHHIMI BHAG",619,574,0,1193,429,351,0,780,700,0,16,68,607,48,2,1,1,2,2,1,3,2,4,15,2,6,780
117,"P.S. PADANRE R.NO.1",832,666,0,1498,432,345,0,777,726,0,35,51,283,339,7,2,0,0,1,7,3,4,15,20,3,7,777
118,"P.S. EKLAKHI PURBI BHAG",290,243,0,533,151,121,0,272,272,0,12,34,173,36,1,0,0,2,1,0,3,0,0,10,0,0,272
119,"P.S. EKLAKHI PACHHIMI BHAG",621,537,0,1158,327,277,0,604,350,0,40,109,312,76,1,6,4,3,3,2,6,8,2,24,4,4,604
120,"P.S. BARHAMAULI R.NO. 1",309,282,0,591,161,187,0,348,348,0,8,100,116,111,2,1,0,0,0,1,0,2,2,3,2,0,348
121,"P.S. HARANA HADAURA UTTARI BHAG",463,411,0,874,243,208,0,451,400,0,7,148,228,28,2,3,0,1,2,2,4,2,8,11,1,4,451
122,"P.S. HARANA HADURA DACHHIRI BHAG",641,536,0,1177,312,285,0,597,550,0,21,105,379,55,3,1,0,1,1,1,7,4,8,6,3,2,597
123,"P.S. BINGI R.NO. 1",681,601,0,1282,377,294,0,671,671,0,20,219,340,51,3,0,1,1,0,3,6,3,3,9,5,7,671
124,"RA0I0 COLLAGE MAYANG R.NO. 1",504,440,0,944,238,209,0,447,447,0,4,103,214,88,1,2,1,1,2,1,4,3,4,12,2,5,447
125,"P.S. FATTEPUR R.NO. 1",475,417,0,892,286,237,0,523,473,0,13,82,374,7,1,0,2,1,0,2,7,2,7,24,0,1,523
126,"P.S. RAGHAWPUR R.NO. 1",484,379,0,863,209,169,0,378,378,0,2,142,168,53,1,0,1,0,1,0,1,1,2,4,1,1,378
127,"P.S. SHIVKARI R.NO. 1",278,244,0,522,149,132,0,281,281,0,6,79,180,4,0,0,0,0,0,0,1,1,2,4,2,2,281
128,"KA0PRA0VI0 BARAULI R.NO. 1",664,605,0,1269,390,364,0,754,754,0,27,180,448,29,2,3,0,1,2,5,8,6,7,25,4,7,754
129,"P.S. MAHMOODPUR R.NO. 1",256,223,0,479,205,186,0,391,391,0,5,8,356,15,2,0,0,0,0,0,1,0,0,4,0,0,391
130,"P.S. PALI R.NO. 1",582,556,0,1138,302,309,0,611,589,0,39,196,264,63,2,3,0,2,2,2,5,6,5,10,4,8,611
131,"P.S. PIPARI UTTARI BHAG",567,519,0,1086,295,346,0,641,530,0,27,66,121,416,2,2,0,0,0,0,1,0,0,5,0,1,641
132,"P.S. MAWAIYA DACHHIRI BHAG",644,512,0,1156,313,285,0,598,578,0,25,110,162,278,1,2,0,0,0,0,10,0,2,5,2,1,598
133,"P.S. KOTIYA UTTARI BHAG",611,564,0,1175,266,366,0,632,570,0,18,100,9,492,3,0,1,0,0,4,2,0,0,1,1,1,632
134,"P.S. KOTIYA MADHAY BHAG",573,485,1,1059,308,340,0,648,640,0,10,85,16,520,5,0,1,1,1,0,1,3,0,0,3,2,648
135,"P.S. KOTIYA DACHHIRI BHAG",713,637,0,1350,413,325,0,738,693,0,17,131,19,549,1,1,2,0,0,1,3,0,4,4,2,4,738
136,"P.S. PURE PAWAR NAROTTAMPUR R.NO. 1",594,504,0,1098,353,310,0,663,541,0,32,203,298,96,3,0,0,1,4,3,2,1,4,10,2,4,663
137,"P.S. MITHANEPUR UTTARI BHAG",854,728,0,1582,413,427,0,840,780,0,19,88,365,314,2,4,6,1,1,0,4,2,7,17,4,6,840
138,"P.S. PAHADAULI R.NO. 1",253,214,0,467,159,138,0,297,297,0,28,43,198,11,0,1,1,0,1,1,1,1,0,10,1,0,297
139,"PANCHAYAT BHAWAN BELA PACHHIM R.NO. 1",681,613,0,1294,450,422,0,872,600,0,96,162,493,68,0,3,0,1,0,1,6,3,11,13,7,8,872
140,"SAMUDAYIK MILAN KENDRA BELA PACHHIM R.NO. 1",666,603,0,1269,472,365,0,837,380,0,194,145,445,17,0,4,1,0,2,2,8,0,7,3,1,8,837
141,"P.S. KOTA UTTARI BHAG",727,664,0,1391,374,312,0,686,685,0,30,58,389,138,3,0,13,0,4,0,23,2,3,13,1,9,686
142,"P.S. VINAYAKPUR UTTARI BHAG",245,217,0,462,139,124,0,263,250,0,6,64,167,19,0,0,0,0,0,0,2,0,1,2,1,1,263
143,"P.S. VINAYAKPUR DACHHIRI BHAG",514,476,0,990,315,270,0,585,585,0,42,136,332,59,2,1,0,0,2,0,1,1,2,6,1,0,585
144,"P.S. RAJAPUR R.NO. 1",785,701,0,1486,407,360,0,767,600,0,30,136,465,85,4,4,0,0,4,2,3,2,6,16,2,8,767
145,"P.S. DOMANPUR PURBI BHAG",615,555,0,1170,334,366,0,700,480,0,120,191,239,129,3,0,1,0,0,1,3,1,2,7,1,2,700
146,"P.S. DOMANPUR PACHHIMI BHAG",581,514,0,1095,330,291,0,621,606,0,26,160,261,157,0,0,0,3,0,0,3,1,1,6,2,1,621
147,"KA0JU0HA0 SCHOOL DOMANPUR DACHHIRI BHAG",354,317,0,671,174,151,0,325,315,0,7,74,188,39,0,2,0,0,0,5,0,0,3,6,0,1,325
148,"P.S. PURE LEDAI R.NO. 1",464,393,0,857,258,213,0,471,471,0,10,129,211,107,0,1,0,0,1,0,2,0,4,2,3,1,471
149,"P.S. BAHAMARPUR UTTARI BHAG",253,251,0,504,116,146,0,262,200,0,7,18,140,86,0,1,0,0,0,1,1,0,1,6,0,1,262
150,"P.S. BAHAMARPUR DACHHIRI BHAG",697,604,0,1301,358,375,0,733,635,0,36,153,277,248,3,5,1,1,2,0,2,0,0,5,0,0,733
151,"JUNIOR HIGH SCHOOL SARAIYA PURE VISEN PURBI BHAG",674,605,0,1279,283,326,0,609,609,0,10,114,83,381,1,1,0,1,0,0,4,2,5,3,2,2,609
152,"JUNIOR HIGH SCHOOL SARAIYA PURE VISEN PACHHIMI BHAG",521,482,0,1003,264,250,0,514,400,0,29,83,221,154,2,5,0,1,0,0,2,2,1,6,2,6,514
153,"JUNIOR HIGH SCHOOL SARAIYA PURE VISEN UTTARI BHAG",452,422,0,874,217,212,0,429,130,0,8,165,151,99,2,0,0,1,1,0,1,0,0,0,1,0,429
154,"JUNIOR HIGH SCHOOL SHIVNAGAR PACHHIMI BHAG",674,560,0,1234,373,286,0,659,509,0,16,152,389,79,3,2,1,0,1,1,3,0,3,7,1,1,659
155,"JUNIOR HIGH SCHOOL SHIVNAGAR PURBI BHAG",434,348,0,782,297,203,0,500,400,0,9,50,364,69,0,0,0,0,0,0,0,0,1,3,3,1,500
156,"P.S. TIKARIYA PURE HAYAT ULLA R.NO. 1",490,412,0,902,258,238,0,496,496,0,27,194,229,27,1,0,0,2,0,0,2,1,2,6,3,2,496
157,"P.S. PURE KASTURI R.NO. 1",424,380,0,804,210,210,0,420,420,0,12,14,246,131,1,0,0,2,1,0,2,2,0,8,1,0,420
158,"P.S. GANESHGANJ R.NO. 1",453,396,0,849,260,222,0,482,482,0,34,36,224,160,5,1,2,0,1,1,2,0,2,10,1,3,482
159,"P.S. BAHALOLPUR R.NO. 1",779,649,0,1428,483,393,0,876,775,0,127,307,341,43,2,2,0,3,1,3,8,4,8,19,4,4,876
160,"P.S. DHARAWAN UTTARI BHAG",609,524,0,1133,268,317,0,585,585,0,6,37,45,475,4,1,1,2,0,0,9,1,0,1,3,0,585
161,"P.S. DHARAWAN PACHHIMI BHAG",551,460,0,1011,187,247,0,434,434,0,10,32,13,372,1,0,0,3,0,1,0,0,1,0,1,0,434
162,"P.S. DHARAWAN DACHHIRI BHAG",615,531,0,1146,295,314,0,609,600,0,5,100,24,464,3,3,0,0,0,1,0,0,2,0,7,0,609
