"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
24,"P.V HAJI MUHMMADPUR URF KOTKADAR ROOM NO 5",719,617,0,1336,333,330,0,663,663,0,3,21,162,61,241,5,1,6,1,1,145,2,0,3,3,0,1,3,4,663
25,"P.M.V HAJI MUHAMMADPUR URF KOTKADAR ROOM NO 1",524,418,0,942,227,249,0,476,476,0,0,11,132,13,49,0,0,1,1,1,265,0,0,1,1,1,0,0,0,476
26,"P.M.V HAJI MUHAMMADPUR URF KOTKADAR ROOM NO 2",477,407,0,884,275,257,0,532,532,0,3,4,33,325,82,2,2,6,1,2,53,1,2,1,9,3,1,0,2,532
27,"P.M.V HAJI MUHAMMADPUR URF KOTKADAR ROOM NO 3",749,635,0,1384,398,463,0,861,861,0,6,26,279,280,88,8,2,8,2,2,122,3,4,10,11,5,2,0,3,861
28,"P.V CHOHADHPUR NANU",445,405,0,850,252,286,0,538,532,0,1,6,23,230,191,1,0,3,0,0,51,0,2,0,20,5,1,1,3,538
29,"P.V. QAMRUDDIN NAGAR",388,370,0,758,194,281,0,475,475,0,2,4,89,12,23,5,2,14,5,4,281,3,5,6,1,9,2,2,6,475
30,"P.V JAGATCHANDPUR",324,259,0,583,258,219,0,477,477,0,3,2,94,15,348,2,0,1,0,1,4,0,0,3,1,0,1,0,2,477
31,"P.M.V MURTUJAPUR  ROOM NO 1",488,414,0,902,251,289,0,540,540,0,2,4,152,112,228,5,0,1,1,0,22,1,2,1,4,3,0,1,1,540
32,"P.M.V MURTUJAPUR  ROOM NO 2",476,449,0,925,359,331,0,690,690,0,1,4,36,584,29,0,2,0,0,3,2,4,3,2,10,4,0,3,3,690
33,"P.V MAKHDUMPUR",416,376,0,792,265,263,0,528,528,0,1,3,68,238,203,2,0,0,0,1,1,3,1,0,0,4,0,1,2,528
34,"P.V NOORULLAHPUR",604,562,0,1166,450,406,0,856,856,0,6,5,167,617,15,3,4,1,3,5,1,1,6,5,10,3,1,0,3,856
35,"P.V RAIPUR SADAT FIRST ROOM NO 1",722,611,0,1333,532,420,0,952,952,0,8,4,86,791,10,1,0,1,2,4,1,3,5,3,21,3,1,1,7,952
36,"P.V RAIPUR SADAT FIRST ROOM NO 2",763,682,0,1445,548,484,0,1032,1032,0,11,7,109,725,118,1,3,3,2,1,2,5,5,10,11,11,2,0,6,1032
37,"BH.J.H. RAIPUR SADAT ROOM NO 1",612,525,0,1137,365,315,0,680,680,0,8,17,428,154,49,1,0,0,0,1,1,1,1,7,3,5,2,1,1,680
38,"BH.J.H. RAIPUR SADAT ROOM NO 2",335,302,0,637,225,208,0,433,433,0,1,16,65,339,3,0,0,0,0,0,0,0,0,1,0,2,1,1,4,433
39,"BH.J.H. RAIPUR SADAT ROOM NO 3",722,635,0,1357,287,309,0,596,596,0,2,40,53,78,381,3,1,2,1,0,22,0,1,0,0,6,3,2,1,596
40,"BH.J.H. RAIPUR SADAT ROOM NO 4",648,529,0,1177,243,273,0,516,516,0,0,6,55,253,167,3,0,2,0,0,18,0,0,2,5,4,1,0,0,516
41,"BH.J.H. RAIPUR SADAT ROOM NO 5",511,422,0,933,212,201,0,413,413,0,8,5,59,89,197,2,0,1,0,0,40,2,0,2,2,5,0,0,1,413
42,"P.V AJUPURA RANI",551,463,0,1014,388,380,0,768,768,0,3,5,75,310,295,5,0,1,1,2,3,4,5,2,10,8,2,9,28,768
43,"P.V SAMASPUR SADDO",539,465,0,1004,354,318,0,672,672,0,2,7,153,415,46,0,1,0,0,1,4,0,3,4,1,3,0,5,27,672
44,"P.M.V HASANALIPUR MAAN",212,181,0,393,167,148,0,315,315,0,0,4,68,238,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,315
45,"P.V SAMASPUR NASEEB  ROOM NO 1",478,441,0,919,254,285,0,539,539,0,1,12,45,273,174,2,0,0,1,1,16,3,1,0,2,7,0,0,1,539
46,"P.V SAMASPUR NASEEB  ROOM NO २",346,300,0,646,195,196,0,391,391,0,1,4,267,69,26,2,0,0,0,0,0,1,0,0,1,1,0,1,18,391
47,"P.V SHAYAMPUR SARWANKA",391,340,0,731,318,286,0,604,604,0,2,0,41,537,5,1,0,0,1,0,1,2,0,2,2,3,0,1,6,604
48,"ABHINAV GIRLS JUNIOR SCHOOL RAJUPURA",379,318,0,697,203,207,0,410,410,0,1,2,140,172,35,0,0,3,0,0,51,1,0,1,2,0,0,1,1,410
49,"P.V RAJPURA",672,538,0,1210,448,315,0,763,763,0,0,8,93,505,47,0,2,0,0,3,91,1,1,3,5,1,1,0,2,763
50,"P.V MAIDPURA SULTAN",604,537,0,1141,484,425,0,909,909,0,5,21,371,375,65,2,0,3,0,5,1,2,3,6,7,8,6,4,25,909
51,"P.V ALLAHHARI",373,342,0,715,281,249,0,530,530,0,0,5,18,490,2,1,0,0,0,0,0,0,0,0,2,1,0,1,10,530
52,"P.V SAIDPURA",615,593,0,1208,434,405,0,839,839,0,3,4,192,499,99,1,0,3,0,1,1,1,6,5,11,5,2,2,4,839
53,"P.V.JUTT NANGALA",340,336,0,676,233,235,0,468,468,0,0,1,134,107,208,4,0,0,0,0,6,0,1,4,2,1,0,0,0,468
54,"P.V. JHILMILA ROOM NO 1",476,464,0,940,284,319,0,603,603,0,2,9,64,358,120,1,0,1,1,0,19,11,2,2,5,4,1,2,1,603
55,"P.V. JHILMILA ROOM NO 2",340,299,0,639,218,212,0,430,430,0,0,3,333,63,3,0,2,0,0,2,0,3,0,3,2,1,4,1,10,430
56,"P.V ALIPURA JUTT",731,660,0,1391,417,477,0,894,894,0,3,3,238,202,354,4,0,3,3,4,49,2,7,7,1,3,2,2,7,894
57,"P.V BINJA HERI  ROOM NO 1",546,478,0,1024,322,324,0,646,646,0,3,7,116,186,279,5,1,1,0,0,24,4,2,4,4,9,0,1,0,646
58,"P.V BINJA HERI  ROOM NO 2",300,255,0,555,177,183,0,360,360,0,2,3,126,46,165,0,1,0,0,0,8,3,3,1,0,1,1,0,0,360
59,"P.V NARAYANPUR RAMJI",589,518,0,1107,521,385,0,906,906,0,8,5,507,344,8,3,1,4,0,2,0,0,2,5,5,1,1,1,9,906
60,"U.P.V HUSAINABAD ROOM NO 1",669,629,0,1298,389,443,0,832,832,0,0,7,143,59,559,5,1,0,0,1,24,2,1,2,0,4,3,5,16,832
61,"U.P.V HUSAINABAD ROOM NO 2",517,481,0,998,273,301,0,574,574,0,1,5,91,270,182,0,0,1,0,1,18,0,2,1,1,1,0,0,0,574
62,"U.P.V HUSAINABAD ROOM NO 3",578,553,0,1131,370,337,0,707,707,0,3,3,111,134,405,1,1,1,0,1,22,9,2,2,5,5,1,0,1,707
63,"P.V MILAK QUDDUSPUR",270,280,0,550,168,227,0,395,395,0,3,0,100,160,94,0,1,0,0,1,28,2,0,0,3,1,1,0,1,395
64,"P.V SARAI DADUMBAR",453,418,0,871,278,306,0,584,584,0,0,10,331,32,136,2,1,1,1,1,40,3,2,2,0,1,3,4,14,584
65,"P.V SABDALPUR  DEHJAGEER",475,438,0,913,323,350,0,673,673,0,0,1,94,138,417,1,0,0,0,0,14,0,2,2,2,2,0,0,0,673
66,"P.V HASANALIPUR HEERA ROOM NO 1",581,513,0,1094,390,361,0,751,751,0,5,9,226,154,185,4,3,5,0,2,136,0,0,8,7,2,1,0,4,751
67,"P.V HASANALIPUR HEEA ROOM NO 2",377,334,0,711,252,244,0,496,496,0,2,3,219,145,46,3,1,2,1,3,32,2,1,5,3,4,4,0,20,496
68,"P.V NAIMATPUR",236,209,0,445,174,172,0,346,346,0,1,21,107,171,29,0,0,0,0,7,1,1,1,1,3,1,0,1,1,346
69,"P.V PARMANANDPUR GANWADI",173,163,0,336,137,135,0,272,272,0,0,0,186,77,2,0,0,0,0,0,0,1,1,2,1,0,1,0,1,272
70,"P.V HEEMPUR MAKHDOOM JAHAN",198,179,0,377,97,116,0,213,213,0,0,1,73,12,120,2,0,0,1,0,1,1,1,1,0,0,0,0,0,213
71,"JANTA .J.H.S TIRLOKWALA ROOM NO 1",617,586,0,1203,304,371,0,675,675,0,1,14,168,276,197,1,1,0,1,0,1,0,1,1,2,5,3,1,2,675
72,"JANTA .J.H.S TIRLOKWALA ROOM NO 2",451,406,0,857,339,318,0,657,657,0,2,1,352,277,3,2,0,0,0,0,0,2,0,3,3,2,2,0,8,657
73,"J.H.S RAWALHERI KHAJOORI",713,532,0,1245,300,320,0,620,620,0,1,14,84,158,344,1,1,0,0,1,11,3,1,1,0,0,0,0,0,620
74,P.V.RATUPURA,270,258,0,528,169,178,0,347,347,0,3,2,33,196,102,0,2,0,0,0,0,1,1,1,1,0,3,1,1,347
75,"P.V LADPURA",248,216,4,468,204,176,0,380,380,0,2,3,120,142,110,0,0,0,0,0,0,1,2,0,0,0,0,0,0,380
76,"P.V BUNDKI",461,434,0,895,277,310,0,587,587,0,2,1,153,281,130,1,0,0,1,0,6,1,0,2,1,2,0,1,5,587
77,"P.V DUWARADASPUR",205,179,0,384,143,138,0,281,281,0,0,0,109,166,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,281
78,"P.M.V HARGANPUR ROOM NO 1",478,404,0,882,326,300,0,626,626,0,2,10,48,433,96,1,0,1,0,2,5,3,6,2,10,3,0,1,3,626
79,"P.M.V HARGANPUR ROOM NO 2",456,414,0,870,297,275,0,572,572,0,0,3,117,376,53,3,1,0,0,0,0,0,1,2,8,2,2,1,3,572
80,"P.M.V HARGANPUR ROOM NO 3",185,184,0,369,135,139,0,274,274,0,2,0,148,110,2,1,0,0,0,0,0,0,1,2,4,1,2,0,1,274
81,"P.V SULTAN AJAMPUR BANI GANESH",562,521,0,1083,209,303,0,512,512,0,0,10,155,209,70,1,0,1,1,0,59,0,1,0,1,1,0,0,3,512
82,"P.V JAHANGEERPUR KHAS",614,533,0,1147,380,378,0,758,758,0,1,4,326,383,17,0,1,1,0,0,1,3,4,4,4,2,3,0,4,758
83,"P.V ABDUL RAHMANPUR MAHGANJ",263,244,0,507,157,154,0,311,311,0,0,3,76,209,14,0,0,0,0,0,0,3,0,2,2,0,0,1,1,311
84,"P.V ABDIPUR",500,441,0,941,318,321,0,639,639,0,3,5,241,298,62,2,1,2,2,2,1,3,3,8,1,0,1,1,3,639
85,"P.V ABDUL FAJALPUR BANI",768,686,0,1454,466,388,0,854,854,0,1,8,167,596,40,0,0,0,1,3,1,4,7,3,11,6,1,1,4,854
86,"P.V ASLAMPUR BHULLAN",625,564,0,1189,495,415,0,910,910,0,5,8,290,513,14,0,3,1,2,0,1,2,3,5,6,4,3,6,44,910
87,"P.V SHADIPUR ROOM NO 1",830,738,0,1568,498,500,0,998,998,0,3,6,161,499,76,1,3,2,5,4,203,3,3,2,10,8,1,0,8,998
88,"P.V SHADIPUR ROOM NO 2",460,402,0,862,186,242,0,428,428,0,3,4,142,70,95,0,1,2,0,0,96,2,1,2,1,1,5,2,1,428
89,"P.V ABDIPUR HARWANSH",470,418,0,888,308,308,0,616,616,0,1,3,308,223,56,3,1,3,1,0,4,0,0,2,3,3,2,0,3,616
90,"P.V KANAKPUR",519,427,0,946,352,295,0,647,647,0,2,1,209,407,4,2,0,1,2,2,0,1,4,2,1,4,2,1,2,647
91,"P.V NANGAL LADDA",249,208,0,457,194,180,0,374,374,0,0,3,97,267,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,374
92,"P.N JAMALPUR DHIKLI",491,435,0,926,362,334,0,696,696,0,1,3,207,386,78,1,1,2,1,1,0,0,6,1,0,2,1,0,5,696
93,"P.V NOORPUR ARAB",818,688,0,1506,469,490,0,959,959,0,4,3,312,75,469,5,1,2,2,0,64,3,2,9,2,2,2,0,2,959
94,"P.V AFZALPUR BHAU",288,234,0,522,184,170,0,354,354,0,0,3,79,232,26,0,0,0,0,1,1,3,2,0,3,2,0,0,2,354
95,"P.V ABDULLAPUR QURASHI",315,277,0,592,190,204,0,394,394,0,3,4,171,55,145,4,0,1,0,0,1,0,2,1,2,1,0,1,3,394
96,"P.V SADATPUR GARHI",541,439,0,980,380,282,0,662,662,0,5,0,252,233,95,1,1,4,0,1,61,0,1,3,0,2,0,1,2,662
97,"J.H.S SHAHALIPUR KOTRA  ROOM NO 1",664,561,0,1225,426,361,0,787,787,0,3,7,397,150,185,3,2,3,0,1,15,1,3,4,3,6,2,1,1,787
98,"J.H.S SHAHALIPUR KOTRA  ROOM NO 2",630,654,0,1284,337,395,0,732,732,0,5,8,338,5,281,7,2,2,0,1,64,1,0,4,1,0,2,0,11,732
99,"J.H.S SHAHALIPUR KOTRA  ROOM NO 3",547,489,0,1036,334,333,0,667,667,0,3,1,319,240,66,3,0,1,0,1,10,1,2,6,6,5,1,2,0,667
100,"J.H.S SHAHALIPUR KOTRA  ROOM NO 4",339,301,0,640,232,187,0,419,419,0,3,2,15,358,7,1,2,1,0,2,2,1,3,4,10,7,1,0,0,419
101,"P.V UMARPUR BARKHERA",321,284,0,605,167,184,0,351,351,0,1,5,160,4,116,4,1,1,1,43,1,1,6,2,2,1,0,1,1,351
102,"P.V MUKANDPUR RAJMAL",521,431,0,952,351,326,0,677,677,0,7,0,555,50,16,2,1,0,2,0,1,3,3,6,0,6,3,1,21,677
103,"P.V KUNJETA",628,547,0,1175,448,392,0,840,840,0,13,13,410,177,153,2,1,4,3,2,23,4,3,13,8,6,1,0,4,840
104,"P.V TARAPUR",311,276,0,587,196,212,0,408,408,0,2,1,122,2,255,2,1,2,1,0,7,1,0,2,0,1,1,1,7,408
105,"P.V ALLAUDDINPUR",290,257,0,547,166,198,0,364,364,0,0,1,190,3,123,3,0,1,1,1,39,0,0,0,0,2,0,0,0,364
106,"P.V RASULPUR MUZAFFAR  ROOM NO 1",404,353,0,757,211,221,0,432,432,0,1,1,163,84,172,0,1,1,0,0,5,1,0,1,1,1,0,0,0,432
107,"P.V RASULPUR MUZAFFAR  ROOM NO 2",798,704,0,1502,456,421,0,877,877,0,5,49,306,105,272,8,2,2,1,2,27,2,2,4,3,11,7,11,58,877
108,"P.V ISLAMABAD ROOM NO 1",588,519,0,1107,368,362,0,730,730,0,3,7,156,329,142,1,1,2,0,3,63,2,1,2,8,5,1,2,2,730
109,"P.V ISLAMABAD ROOM NO 2",577,542,0,1119,390,404,0,794,794,0,7,2,606,142,3,2,0,0,0,1,1,1,1,10,4,3,4,0,7,794
110,"P.V MOHIMUDDINPUR",412,362,0,774,264,284,0,548,548,0,2,6,88,259,120,2,1,4,2,1,46,1,1,2,6,3,1,0,3,548
111,"P.V JALALPUR",468,442,0,910,384,260,0,644,644,0,0,4,545,33,0,0,1,0,1,0,1,0,1,0,1,2,2,5,48,644
112,"P.V MITTHOPUR",368,333,0,701,286,259,0,545,545,0,5,0,240,31,196,1,0,4,1,2,49,1,2,1,2,4,3,0,3,545
113,"P.V JAGANTHPUR MAHRU",449,397,0,846,393,322,0,715,715,0,2,1,14,681,4,0,0,1,0,2,0,1,1,2,5,1,0,0,0,715
114,"P.V BANIPUR",415,361,0,776,313,260,0,573,573,0,3,5,106,421,0,2,0,2,0,5,0,6,6,1,12,1,1,0,2,573
115,"P.V HAMZAPUR KATHAIR",163,150,0,313,129,131,0,260,260,0,2,1,236,9,1,0,0,0,0,1,0,0,0,4,1,3,0,0,2,260
116,"P.V.FATEHPUR ROOM NO 1",447,399,0,846,314,312,0,626,626,0,0,6,227,342,19,1,0,1,1,1,1,2,1,8,7,6,1,1,1,626
117,"P.V.FATEHPUR ROOM NO 2",297,272,0,569,198,199,0,397,397,0,2,5,174,192,2,1,0,0,0,0,0,1,2,4,3,4,5,0,2,397
118,"ADERSH G.I.C MAHARTPUR KALA PURENI ROOM NO 1",514,458,0,972,234,257,0,491,491,0,2,10,77,194,129,4,3,0,1,1,56,2,0,4,1,2,0,0,5,491
119,"ADERSH G.I.C MAHARTPUR KALA PURENI ROOM NO 2",477,392,0,869,257,243,0,500,500,0,0,21,114,238,100,0,1,0,0,2,15,0,1,0,3,2,1,1,1,500
120,"ADERSH G.I.C MAHARTPUR KALA PURENI ROOM NO 3",748,756,0,1504,456,433,0,889,889,0,2,14,48,779,3,0,0,4,3,5,0,4,7,7,11,0,2,0,0,889
121,"ADERSH G.I.C MAHARTPUR KALA PURENI ROOM NO 4",416,353,0,769,292,261,0,553,553,0,2,15,9,501,4,0,0,0,1,1,0,1,4,3,5,1,2,4,0,553
122,"ADERSH G.I.C MAHARTPUR KALA PURENI ROOM NO 5",574,518,0,1092,369,297,0,666,666,0,4,18,430,171,4,1,1,1,1,1,2,2,4,7,5,6,2,0,6,666
123,"P.V KALYANPUR ROOM 1",666,582,0,1248,267,332,0,599,599,0,4,15,90,174,123,2,5,7,1,2,159,3,3,0,3,5,0,1,2,599
124,"P.V KALYANPUR ROOM 2",491,419,0,910,206,258,0,464,464,0,1,1,137,87,103,2,2,2,2,1,104,3,0,5,2,6,3,0,3,464
125,"JANTA KISAN J.H.S KALYANPUR ROOM NO 1",532,448,0,980,263,268,0,531,531,0,1,2,68,119,296,0,1,0,0,2,15,1,1,8,7,3,2,3,2,531
126,"JANTA KISAN J.H.S KALYANPUR ROOM NO 2",394,348,0,742,160,193,0,353,353,0,1,2,50,2,277,2,0,1,0,0,12,1,0,1,1,2,1,0,0,353
127,"JANTA KISAN J.H.S KALYANPUR ROOM NO 3",759,674,0,1433,299,372,0,671,671,0,4,6,156,7,414,6,0,1,1,1,46,1,2,6,0,7,2,1,10,671
128,"P.V IMAMPUR TIGRI ROOM NO 1",441,401,0,842,344,292,0,636,636,0,2,0,217,368,18,0,0,2,0,0,1,3,5,3,11,4,0,0,2,636
129,"P.V IMAMPUR TIGRI ROOM NO 2",444,373,0,817,342,280,0,622,622,0,4,4,145,446,3,0,0,3,1,2,1,1,3,1,3,2,0,1,2,622
130,"P.V KISHANPUR KUNDA",511,460,0,971,367,357,0,724,724,0,0,21,219,441,8,1,2,1,1,4,0,0,4,1,7,4,1,0,9,724
131,"P.V BHAGWANPUR ROOM NO 1",568,468,0,1036,354,329,0,683,683,0,4,6,78,467,21,1,2,3,3,7,60,1,5,4,11,3,1,3,3,683
132,"P.V BHAGWANPUR ROOM NO 2",286,273,0,559,174,178,0,352,352,0,2,5,95,179,19,3,1,1,0,0,30,6,0,1,5,4,0,0,1,352
133,"P.V ALEHDADPUR KHAJWA",556,511,0,1067,344,316,0,660,660,0,8,4,211,339,23,3,4,2,1,1,50,1,2,0,2,4,3,1,1,660
134,"P.V RAHMAPUR USMARUR",354,332,0,686,236,246,0,482,482,0,0,2,277,172,4,1,2,0,1,1,1,1,5,5,5,3,0,0,2,482
135,"P.V BHOJWALA MIRZAPUR CHOHADH",349,331,0,680,289,255,0,544,544,0,9,6,63,441,1,1,1,2,1,0,0,1,1,3,3,1,1,3,6,544
136,"P.M.V MUNAWWARPUR SAID ROOM NO 1",416,334,0,750,201,210,0,411,411,0,2,2,209,129,9,0,0,2,2,0,45,4,0,2,2,1,0,0,2,411
137,"P.M.V MUNAWWARPUR SAID ROOM NO 2",581,510,0,1091,382,344,0,726,726,0,1,3,401,238,30,1,0,0,2,0,28,0,2,6,4,0,7,0,3,726
138,"P.V JAFARPUR",295,253,0,548,236,218,0,454,454,0,1,3,410,25,2,1,0,0,0,0,0,0,0,2,0,0,2,3,5,454
139,"G.P.M.V KHUSHHALPUR DIWAN SINGH",665,553,0,1218,484,422,0,906,906,0,3,3,521,338,4,2,0,2,2,3,0,3,5,5,5,3,0,1,6,906
140,"P.M.V KAYAMPUR DODRAJPUR",634,549,0,1183,450,401,0,851,851,0,7,28,224,534,13,1,1,2,0,3,2,5,6,4,8,4,4,1,4,851
141,"P.V. NAIWALA",252,208,0,460,181,170,0,351,351,0,1,5,281,50,0,1,0,0,0,1,0,0,0,0,0,0,2,1,9,351
142,"P.V ISMAILPUR DANI",584,510,0,1094,443,402,0,845,845,0,0,3,262,486,14,3,0,0,3,3,0,1,5,4,12,6,5,18,20,845
143,"P.V SIKKAWALA",622,507,0,1129,366,344,0,710,710,0,23,2,268,275,56,1,3,6,4,0,43,1,2,2,11,7,0,0,6,710
144,"P.V BASUWALA",269,258,1,528,210,226,0,436,436,0,0,2,61,360,3,1,0,1,0,1,1,0,0,1,0,0,2,0,3,436
145,"NAGAR PANCHYAT BARAHPUR ROOM NO 1",734,636,0,1370,451,427,0,878,878,0,3,6,15,575,244,2,2,0,0,1,1,2,3,12,8,2,0,0,2,878
146,"NAGAR PANCHYAT BARAHPUR ROOM NO 2",794,668,0,1462,482,458,0,940,940,0,12,9,163,604,100,2,2,0,0,5,3,4,7,7,8,8,1,0,5,940
147,"FAQEERCHAND ARYA I.C BADAPUR ROOM NO 1",794,675,0,1469,411,383,0,794,794,0,6,9,37,369,336,2,4,0,0,2,3,5,3,2,7,6,0,2,1,794
148,"FAQEERCHAND ARYA I.C BADAPUR ROOM NO 2",475,408,0,883,250,247,0,497,497,0,1,7,8,243,212,1,0,1,1,3,2,1,5,2,4,4,0,0,2,497
149,"FAQEERCHAND ARYA I.C BADAPUR ROOM NO 3",471,443,0,914,220,284,0,504,504,0,5,3,21,3,398,5,1,2,0,2,57,0,1,5,0,1,0,0,0,504
150,"FAQEERCHAND ARYA I.C BADAPUR ROOM NO 4",365,331,0,696,178,211,0,389,389,0,1,18,46,17,225,0,1,0,0,1,63,1,0,5,1,2,2,1,5,389
151,"FAQEERCHAND ARYA I.C BADAPUR ROOM NO 5",696,566,0,1262,347,332,0,679,679,0,4,8,110,136,367,4,1,1,0,0,39,1,0,4,1,2,0,0,1,679
152,"U.M.V BARHAPUR ROOM NO 1",432,397,0,829,196,231,0,427,427,0,1,24,8,13,302,5,1,3,1,0,60,2,0,3,0,3,0,1,0,427
153,"U.M.V BARHAPUR ROOM NO 2",652,564,0,1216,255,351,0,606,606,0,3,8,149,113,273,2,1,2,2,0,13,3,4,6,7,8,3,2,7,606
154,"P.V. BARHAPUR ROOM NO 1",182,181,0,363,130,143,0,273,273,0,1,1,14,232,12,0,0,0,0,1,1,0,0,0,7,4,0,0,0,273
