"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
313,"P.V MACHMAR ROOM NO 1",513,433,0,946,326,361,0,687,687,0,8,2,168,325,61,0,1,0,3,3,99,1,3,1,7,3,0,0,2,687
314,"P.V MACHMAR ROOM NO 2",538,458,0,996,380,315,0,695,695,0,2,3,203,398,54,0,0,2,0,0,4,2,3,4,16,1,1,1,1,695
315,"P.V MOHIMUDDINPUR RAJORI  ROOM NO 1",421,374,0,795,280,232,0,512,512,0,3,8,192,278,7,1,0,1,0,1,8,1,1,5,3,2,0,1,0,512
316,"P.V MOHIMUDDINPUR RAJORI  ROOM NO 2",585,505,0,1090,349,324,0,673,673,0,1,4,169,383,44,3,3,1,0,3,41,1,4,2,1,2,2,2,7,673
317,"P.V MOHIMUDDINPUR RAJORI  ROOM NO 3",468,347,0,815,257,213,0,470,470,0,2,5,238,161,25,0,1,0,0,1,16,2,0,2,5,0,7,4,1,470
318,"P.V ALEHPUR MOHKAM",548,506,0,1054,353,347,0,700,700,0,1,9,202,440,31,2,1,2,0,0,1,1,3,1,1,0,3,0,2,700
319,"P.V HERKISHANPUR",642,551,0,1193,489,347,0,836,836,0,2,9,184,518,63,1,0,1,0,3,1,18,2,2,8,2,2,2,18,836
320,"P.V JAFRABAD",539,453,0,992,373,322,0,695,695,0,0,1,282,202,151,0,0,0,2,2,3,2,2,3,36,3,2,0,4,695
321,"P.V ABHRAJPUR",850,736,0,1586,500,500,0,1000,1000,0,8,19,244,295,377,5,3,2,2,2,22,2,2,1,4,2,2,2,6,1000
322,"OFFICE NAGAR PANCHYAT ANANDIPUR",682,604,0,1286,415,329,0,744,744,0,3,1,188,491,13,0,1,0,1,1,0,2,1,3,6,3,4,2,24,744
323,"P.V DULEECHANDPUR",747,675,0,1422,568,508,0,1076,1076,0,7,11,176,532,243,4,1,4,1,3,59,3,1,1,16,4,3,3,4,1076
324,"P.V RAMNAGAR",740,600,0,1340,510,418,0,928,928,0,1,6,231,478,29,0,1,0,1,0,170,1,2,1,2,0,0,1,4,928
325,"P.V SHAIRGARH  RIOOM NO 1",795,657,0,1452,461,392,0,853,853,0,1,3,329,367,88,1,2,3,1,1,40,1,2,0,5,2,3,0,4,853
326,"P.V SHAIRGARH  RIOOM NO 2",443,412,0,855,261,231,0,492,492,0,1,0,186,243,39,2,2,1,0,2,10,0,0,1,1,1,1,0,2,492
327,"P.V SUAWALA  ROOM NO 1",705,615,0,1320,476,430,0,906,906,0,7,2,26,667,49,1,2,2,1,1,127,3,0,0,7,3,2,0,6,906
328,"P.V SUAWALA  ROOM NO 2",947,701,0,1648,582,415,0,997,997,0,2,4,131,156,95,2,2,6,2,8,555,17,3,1,4,6,0,1,2,997
329,"ABHINAV P.M.V SUAWALA",719,549,0,1268,415,348,0,763,763,0,3,10,454,234,6,0,1,2,1,1,28,1,1,4,3,6,4,1,3,763
330,"P.V MAQSOODABAD",583,514,0,1097,416,350,0,766,766,0,2,3,172,394,85,1,1,2,0,4,73,0,2,4,9,2,1,5,6,766
331,"P.V RAFAITPUR HULAS",481,440,0,921,377,317,0,694,694,0,1,7,174,456,15,1,1,0,0,6,2,3,2,2,19,3,0,0,2,694
332,"P.V BAIRKHERAH",604,513,0,1117,412,385,0,797,797,0,3,4,115,470,87,2,0,1,1,3,42,47,4,0,9,3,2,1,3,797
333,"P.V JATTPURA",689,654,0,1343,449,433,0,882,882,0,5,3,204,560,25,4,3,3,1,2,16,2,6,6,25,10,0,3,4,882
334,"P.V MAHAWATPUR",648,584,0,1232,389,355,0,744,744,0,2,9,137,497,71,1,1,1,0,0,0,0,2,5,6,4,2,0,6,744
335,"P.V JAY NAGAR",576,524,0,1100,456,385,0,841,841,0,1,5,157,512,62,1,1,1,0,1,24,14,6,18,25,10,0,0,3,841
