"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
32,"PRIMARY SCHOOL JALPUR ROOM NO.-2",534,490,0,1024,380,362,0,742,737,0,529,186,16,0,1,0,0,0,2,2,3,1,0,1,1,742
33,"PRIMARY SCHOOL SARAI AALAM FIRST ROOM NO. 1",491,448,0,939,276,236,0,512,483,0,36,102,349,4,1,2,0,0,0,3,0,1,7,3,4,512
34,"PRIMARY SCHOOL SARAI AALAM FIRST ROOM NO. 2",492,435,0,927,252,205,0,457,420,0,49,40,345,0,2,0,0,0,0,0,5,2,6,4,4,457
35,"PRIMARY SCHOOL SARAI AALAM SECOND",805,704,0,1509,393,380,0,773,718,0,329,177,232,3,5,3,0,0,0,0,9,2,7,0,6,773
36,"JHS SHAHZADPUR ROOM NO.-1",461,425,0,886,345,331,0,676,670,0,81,222,328,3,0,5,0,3,2,1,3,3,6,7,12,676
37,"JHS SHAHZADPUR ROOM NO.-2",436,417,0,853,316,316,0,632,632,0,61,317,238,2,0,5,0,0,0,0,0,0,1,4,4,632
38,"JHS NAGAL ROOM NO.-1",750,647,0,1397,435,419,0,854,854,0,119,430,267,2,2,3,1,2,2,0,3,1,3,12,7,854
39,"JHS NAGAL ROOM NO.-2",668,532,0,1200,423,355,0,778,774,0,67,386,301,5,1,2,0,0,0,0,0,1,3,5,7,778
40,"JHS NAGAL ROOM NO.-3",532,467,0,999,360,315,0,675,675,0,188,387,72,2,4,3,3,0,0,0,1,1,4,4,6,675
41,"JHS NAGAL ROOM NO.-4",377,358,0,735,232,242,0,474,474,0,165,267,29,0,1,2,0,1,1,0,1,0,2,2,3,474
42,"JHS JEETPUR KHAS",584,518,0,1102,443,388,0,831,830,0,413,342,59,1,0,3,1,1,0,0,0,0,4,1,6,831
43,"PRIMARY SCHOOL HARCHANDPUR ROOM NO.-1",556,515,0,1071,379,362,0,741,732,0,381,252,73,2,0,11,2,0,3,0,0,0,4,9,4,741
44,"PRIMARY SCHOOL HARCHANDPUR ROOM NO.-2",652,566,0,1218,534,333,0,867,768,0,351,476,9,4,2,3,1,1,0,0,3,2,1,3,11,867
45,"PRIMARY SCHOOL SOFATPUR FIRST",721,602,0,1323,520,442,0,962,920,0,137,513,256,9,1,5,3,2,0,13,3,3,1,9,7,962
46,"PRIMARY SCHOOL SOFATPUR SECOND",295,277,0,572,265,233,0,498,493,0,103,342,38,0,0,8,0,0,0,0,0,0,3,1,3,498
47,"PRIMARY SCHOOL TISOTRA ROOM NO.-1",523,441,0,964,293,286,0,579,579,0,158,242,124,1,4,28,2,0,0,0,1,1,2,8,8,579
48,"PRIMARY SCHOOL TISOTRA ROOM NO.-2",431,397,0,828,271,291,0,562,560,0,224,189,122,1,0,5,0,0,0,8,1,1,1,4,6,562
49,"PRIMARY SCHOOL TISOTRA ROOM NO.-3",500,453,0,953,356,326,0,682,669,0,43,555,57,3,2,6,1,0,1,3,0,1,1,3,6,682
50,"NOOTAN INTER COLLAGE TISOTRA",446,353,1,800,319,262,0,581,581,0,368,192,6,0,1,1,2,2,0,1,0,3,1,0,4,581
51,"PRIMARY SCHOOL MOHD ALIPUR DWARKA",738,661,0,1399,473,444,0,917,889,0,364,272,229,4,6,5,1,2,0,7,2,4,1,7,13,917
52,"PRIMARY SCHOOL PRATHVIPUR",644,532,1,1177,349,320,0,669,669,0,253,373,13,3,2,3,1,3,0,2,2,0,2,5,7,669
53,"PRIMARY SCHOOL LALPUR SOJIMAL",465,411,0,876,306,325,0,631,599,0,103,210,299,3,0,0,1,1,1,1,0,1,1,6,4,631
54,"PRIMARY SCHOOL SUNGARPUR",794,687,0,1481,525,521,0,1046,1007,0,194,487,288,8,6,4,4,1,1,2,3,0,18,13,17,1046
55,"PRIMARY SCHOOL KAMRAJPUR ROOM NO.-1",763,702,0,1465,473,501,0,974,974,0,515,200,223,1,3,4,1,2,0,2,3,2,3,3,12,974
56,"PRIMARY SCHOOL KAMRAJPUR ROOM NO.-2",349,308,0,657,197,224,0,421,421,0,138,19,248,5,1,0,1,0,0,2,2,1,0,1,3,421
57,"PRIMARY SCHOOL CHANDOK ROOM NO.-1",516,479,1,996,372,353,0,725,646,0,572,112,4,1,1,24,1,0,0,0,0,3,1,1,5,725
58,"PRIMARY SCHOOL CHANDOK ROOM NO.-2",515,488,0,1003,357,341,0,698,698,0,57,476,119,3,2,11,0,2,0,1,2,4,3,13,5,698
59,"PRIMARY SCHOOL DHARAMPUR URF PUNDRI KALA ROOM NO.-1",761,707,0,1468,424,476,0,900,834,0,200,195,471,7,1,0,2,3,1,3,1,3,4,4,5,900
60,"PRIMARY SCHOOL DHARAMPUR URF PUNDRI KALA ROOM NO.-2",504,465,0,969,368,345,0,713,706,0,267,420,3,1,0,3,0,0,0,0,3,3,1,5,7,713
61,"PANCHAYAT GHAR BARAMPUR ROOM NO.-1",502,484,0,986,315,316,0,631,630,0,11,503,102,1,0,1,0,0,0,1,3,1,1,4,3,631
62,"PANCHAYAT GHAR BARAMPUR ROOM NO.-2",578,493,0,1071,309,305,0,614,605,0,285,171,136,1,1,2,0,1,1,1,4,4,2,2,3,614
63,"PRIMARY SCHOOL PUNDRI KHURD ROOM NO.-1",545,505,0,1050,417,377,0,794,794,0,331,430,11,0,3,3,2,0,1,0,1,2,3,3,4,794
64,"PRIMARY SCHOOL PUNDRI KHURD ROOM NO.-2",398,349,0,747,322,266,0,588,588,0,108,465,7,0,2,0,0,0,1,0,0,0,0,3,2,588
65,"PRIMARY SCHOOL SABALPUR ROOM NO.-1",447,411,0,858,263,263,0,526,526,0,67,178,245,4,3,1,1,4,0,0,5,5,4,4,5,526
66,"PRIMARY SCHOOL SABALPUR ROOM NO.-2",393,385,0,778,212,231,0,443,442,0,96,77,257,1,0,1,0,0,2,1,0,1,1,3,3,443
67,"JHS LALPUR MAN",636,549,0,1185,507,423,0,930,918,0,159,674,71,1,1,6,0,2,0,0,4,3,1,5,3,930
68,"PRIMARY SCHOOL BAKARPUR",360,354,0,714,271,276,0,547,486,0,198,166,171,4,0,0,0,0,0,0,2,1,0,0,5,547
69,"PRIMARY SCHOOL RAMNAGAR",398,364,0,762,297,272,0,569,499,0,193,310,49,1,1,2,1,3,0,0,1,0,2,2,4,569
70,"PRIMARY SCHOOL SADULLAPUR",203,190,0,393,156,143,0,299,299,0,128,159,3,0,0,0,0,5,0,0,0,0,0,2,2,299
71,"PRIMARY SCHOOL CHAMROLLA",175,178,0,353,167,152,0,319,319,0,8,281,23,0,0,3,0,0,0,0,1,0,0,1,2,319
72,"PRIMARY SCHOOL RASOOLPUR SAID ROOM NO.-1",591,539,0,1130,302,305,0,607,531,0,55,23,520,1,0,0,0,0,0,0,0,2,4,1,1,607
73,"PRIMARY SCHOOL RASOOLPUR SAID ROOM NO.-2",610,541,0,1151,340,357,0,697,691,0,197,32,447,2,0,1,0,0,1,0,2,0,4,4,7,697
74,"PRIMARY SCHOOL SHARPUR ABHI",442,389,0,831,289,262,0,551,551,0,274,232,35,1,0,2,0,0,0,1,0,0,0,2,4,551
75,"PRIMARY SCHOOL HAREWALI",281,258,0,539,214,192,0,406,406,0,114,213,71,1,2,0,0,1,0,0,1,0,0,3,0,406
76,"PRIMARY SCHOOL DINODA",520,443,0,963,265,325,0,590,590,0,52,135,382,6,0,1,0,0,0,0,1,3,4,3,3,590
77,"PRIMARY SCHOOL MAHARAIPUR SEKH URF DINODI",323,300,0,623,252,254,0,506,470,0,161,236,96,0,0,2,0,0,1,1,0,2,2,5,0,506
78,"PRIMARY SCHOOL RAGHUNATHPUR",280,274,0,554,217,213,0,430,426,0,79,308,29,2,0,1,0,0,0,0,2,1,4,2,2,430
79,"PRIMARY SCHOOL RAJPUR NAVADA",573,524,0,1097,352,348,0,700,697,0,139,262,273,3,0,1,0,0,1,1,2,1,3,4,10,700
80,"PRIMARY SCHOOL SIKRODA ROOM NO.-1",463,396,1,860,305,287,0,592,591,0,88,370,105,1,1,0,2,1,0,0,1,3,4,7,9,592
81,"PRIMARY SCHOOL SIKRODA ROOM NO.-2",349,344,0,693,227,240,0,467,466,0,225,191,27,0,1,4,0,0,0,0,5,1,2,4,7,467
82,"JHS MANDAWALI ROOM NO.-1",418,399,0,817,258,302,0,560,558,0,303,180,55,1,2,0,3,0,0,0,3,1,4,4,4,560
83,"JHS MANDAWALI ROOM NO.-2",447,388,0,835,226,241,0,467,467,0,204,162,80,0,1,2,0,1,0,5,4,1,0,2,5,467
84,"JHS MANDAWALI ROOM NO.-3",800,716,0,1516,336,406,0,742,736,0,197,10,482,4,0,0,0,1,0,16,4,1,10,9,8,742
85,"PRIMARY SCHOOL SAIFABAD",242,225,0,467,174,172,0,346,344,0,67,270,2,0,1,0,0,0,0,0,2,0,0,2,2,346
86,"PRIMARY SCHOOL NARAYANPUR RATAN ROOM NO. 1",646,564,0,1210,371,318,0,689,682,0,143,8,494,3,0,1,0,0,1,2,4,8,7,6,12,689
87,"PRIMARY SCHOOL NARAYANPUR RATAN ROOM NO. 2",554,503,0,1057,243,311,0,554,550,0,144,8,381,2,1,0,0,0,0,1,1,2,4,4,6,554
88,"PRIMARY SCHOOL NARAYANPUR RATAN EXTRA ROOM",860,743,0,1603,470,479,0,949,900,0,525,103,261,7,3,1,0,2,3,2,13,4,1,5,19,949
89,"PRIMARY SCHOOL HAKOOMATPUR KESHO",525,492,0,1017,378,362,0,740,738,0,256,417,41,3,1,2,0,1,3,0,1,2,3,4,6,740
90,"JHS JATPURA BONDA ROOM NO.-1",413,361,0,774,277,261,0,538,534,0,43,298,180,2,0,1,2,0,0,1,0,0,5,3,3,538
91,"JHS JATPURA BONDA ROOM NO.-2",372,375,0,747,244,281,0,525,514,0,141,77,283,9,3,2,3,0,0,1,0,1,0,0,5,525
92,"JHS JATPURA BONDA ROOM NO.-3",532,500,0,1032,342,369,0,711,701,0,165,112,378,6,0,3,0,0,3,13,1,3,10,6,11,711
93,"JHS JATPURA BONDA ROOM NO.-4",348,305,0,653,253,226,0,479,416,0,176,158,129,2,3,1,1,0,0,0,0,2,1,2,4,479
94,"PRIMARY SCHOOL GURHA",504,451,0,955,378,329,0,707,707,0,3,596,67,4,9,5,2,1,1,2,0,3,1,7,6,707
95,"PRIMARY SCHOOL GULALWALI",558,497,0,1055,352,318,0,670,557,0,494,159,10,1,2,1,1,1,0,0,0,1,0,0,0,670
96,"JHS PREMPUR",535,503,0,1038,396,366,0,762,762,0,547,160,24,1,2,1,2,0,2,1,3,0,5,7,7,762
97,"PRIMARY SCHOOL RAHMAPUR",190,172,0,362,171,151,0,322,313,0,3,313,4,0,0,0,0,0,0,0,2,0,0,0,0,322
98,"PRIMARY SCHOOL RAHATPUR KHURD ROOM NO.-1",483,468,0,951,236,356,0,592,591,0,255,56,262,2,0,1,0,0,0,6,1,2,2,3,2,592
99,"PRIMARY SCHOOL RAHATPUR KHURD ROOM NO.-2",688,612,0,1300,342,449,0,791,791,0,342,139,278,1,2,5,1,0,1,4,0,1,3,4,10,791
100,"PRIMARY SCHOOL RAJARAMPUR TULSI",338,323,0,661,265,259,0,524,506,0,275,225,11,2,0,7,1,0,0,0,0,0,1,0,2,524
101,"PRIMARY SCHOOL MUSSEPUR",501,495,0,996,339,358,0,697,595,0,96,377,197,4,2,5,0,0,0,2,1,2,4,4,3,697
102,"PRIMARY SCHOOL SEKHPURA AALAM",750,670,0,1420,527,472,0,999,929,0,405,411,127,4,2,4,4,3,2,0,2,6,3,11,15,999
103,"PRIMARY SCHOOL LAHAK KALA",517,490,0,1007,229,310,0,539,539,0,153,33,334,3,0,1,0,0,0,1,0,1,5,1,7,539
104,"PRIMARY SCHOOL LAHAK KHURD",222,210,0,432,134,155,0,289,289,0,92,192,1,1,1,0,0,0,1,0,0,0,0,1,0,289
105,"PRIMARY SCHOOL SHAHABPURA UMRAV SINGH",409,388,0,797,211,232,0,443,438,0,221,27,175,1,2,0,1,1,0,5,4,2,1,3,0,443
106,"PRIMARY SCHOOL DHANSINI ROOM NO.-1",459,412,0,871,298,287,0,585,585,0,41,279,244,7,0,2,2,0,0,1,1,3,0,2,3,585
107,"PRIMARY SCHOOL DHANSINI ROOM NO.-2",609,562,0,1171,407,370,0,777,777,0,369,309,76,3,1,1,2,5,0,0,1,0,0,4,6,777
108,"PRIMARY SCHOOL NAGLA HARDAS",377,333,0,710,273,259,0,532,526,0,228,288,2,1,0,1,0,1,0,0,0,2,3,2,4,532
109,"PRIMARY SCHOOL MOHD ALIPUR HIRDIYA ROOM NO.-1",462,405,0,867,170,208,0,378,378,0,86,4,278,2,0,2,0,0,0,0,2,0,3,1,0,378
110,"PRIMARY SCHOOL MOHD ALIPUR HIRDIYA ROOM NO.-2",461,409,0,870,177,222,0,399,399,0,145,8,227,0,0,0,0,1,0,0,2,1,5,5,5,399
111,"PRIMARY SCHOOL MOHD ALIPUR HIRDIYA ROOM NO.-3",390,359,1,750,145,189,0,334,334,0,42,2,277,1,0,0,0,0,0,1,7,0,2,0,2,334
112,"PRIMARY SCHOOL KALHERI",464,422,0,886,257,272,0,529,529,0,172,167,175,2,1,1,0,1,0,5,0,1,2,2,0,529
113,"JHS MUBARAKPUR ROOM NO.-1",856,729,0,1585,339,429,0,768,743,0,94,16,633,3,0,1,0,0,0,5,5,1,5,2,3,768
114,"JHS MUBARAKPUR ROOM NO.-2",455,396,1,852,177,227,0,404,203,0,44,5,342,1,0,0,0,0,0,1,1,0,4,1,5,404
115,"PRIMARY SCHOOL NAGLA UBBHAN",393,341,0,734,224,255,0,479,462,0,85,144,234,0,2,0,0,1,0,0,0,2,7,4,0,479
116,"PRIMARY SCHOOL KISHORPUR",837,714,0,1551,507,510,0,1017,1014,0,361,89,536,2,0,5,0,2,1,4,1,3,5,0,8,1017
117,"PRIMARY SCHOOL HAKEEMPUR DISONDI",235,205,0,440,157,159,0,316,316,0,130,176,1,0,0,0,2,0,0,0,0,1,2,1,3,316
118,"PRIMARY SCHOOL KHALEELPUR",263,262,0,525,204,229,0,433,433,0,249,173,6,0,0,0,0,0,0,0,2,0,0,1,2,433
119,"JHS PADARATHPUR",252,229,0,481,172,162,0,334,334,0,107,152,67,0,1,0,0,2,0,0,0,2,0,0,3,334
120,"PRIMARY SCHOOL AMANULLAPUR",636,592,0,1228,478,422,0,900,899,0,146,697,13,2,1,1,3,1,3,1,6,6,3,14,3,900
121,"PRIMARY SCHOOL NAGLA PITHORA",237,227,0,464,185,184,0,369,345,0,336,19,2,1,0,0,0,0,0,0,1,2,0,1,7,369
122,"PRIMARY SCHOOL VIJAYPUR",169,159,0,328,129,126,0,255,237,0,5,245,5,0,0,0,0,0,0,0,0,0,0,0,0,255
123,"PRIMARY SCHOOL GIRDAWA SAHANPUR",285,274,0,559,173,197,0,370,353,0,311,47,3,0,0,0,0,1,1,0,1,1,0,1,4,370
124,"PRIMARY SCHOOL SAHANPUR ROOM NO.-1",791,657,0,1448,456,440,0,896,890,0,10,296,559,2,0,1,0,1,1,0,17,0,6,1,2,896
125,"PRIMARY SCHOOL SAHANPUR ROOM NO.-2",206,186,0,392,106,114,0,220,220,0,4,0,206,2,0,0,0,0,0,2,0,1,3,0,2,220
126,"PRIMARY SCHOOL SAHANPUR SECOND ROOM NO.-1",598,511,0,1109,318,323,0,641,515,0,11,14,585,7,1,0,0,0,0,2,4,2,12,2,1,641
127,"PRIMARY SCHOOL SAHANPUR SECOND ROOM NO.-2",251,231,0,482,132,156,0,288,198,0,1,110,161,1,0,0,0,0,0,3,0,0,4,2,6,288
128,"MAKTAB SIRAJUL ULOOM SAHANPUR ROOM NO.-1",475,433,0,908,312,306,0,618,559,0,20,40,520,7,1,0,0,0,0,6,4,3,8,4,5,618
129,"MAKTAB SIRAJUL ULOOM SAHANPUR ROOM NO.-2",469,452,0,921,295,291,0,586,511,0,25,20,505,3,0,2,1,1,1,2,1,0,9,4,12,586
130,"RAJA CHARAT SINGH INTER COLLAGE SAHANPUR ROOM NO.-1",524,486,0,1010,254,415,0,669,668,0,115,367,169,4,1,2,2,0,0,0,2,0,3,2,2,669
131,"RAJA CHARAT SINGH INTER COLLAGE SAHANPUR ROOM NO.-2",331,318,0,649,197,222,0,419,416,0,20,208,170,2,1,0,1,0,0,0,2,2,6,2,5,419
132,"RAJA CHARAT SINGH INTER COLLAGE SAHANPUR ROOM NO.-2",722,623,0,1345,343,388,0,731,729,0,63,14,621,6,0,1,0,0,0,1,8,1,7,3,6,731
133,"RAJA CHARAT SINGH INTER COLLAGE SAHANPUR ROOM NO.-4",747,591,0,1338,391,319,0,710,625,0,36,8,620,3,0,1,0,1,1,3,11,4,16,1,5,710
134,"RAJA CHARAT SINGH INTER COLLAGE SAHANPUR ROOM NO.-5",796,713,0,1509,441,439,0,880,858,0,37,269,549,7,0,0,0,1,0,0,5,2,3,5,2,880
135,"FARUKUL ULOOM KANYA SCHOOL SAHANPUR ROOM NO.-1",500,424,0,924,230,222,0,452,419,0,37,97,293,1,0,2,0,1,0,3,6,4,2,2,4,452
136,"FARUKUL ULOOM KANYA SCHOOL SAHANPUR ROOM NO.-2",518,448,0,966,305,313,0,618,582,0,19,25,559,0,0,0,1,0,0,1,2,1,7,2,1,618
137,"PRIMARY SCHOOL KHARULLAPUR ROOM NO.-1",572,473,0,1045,391,310,0,701,699,0,295,363,34,1,1,1,1,0,0,0,1,1,0,1,2,701
138,"PRIMARY SCHOOL KHARULLAPUR ROOM NO.-2",629,529,0,1158,488,384,0,872,872,0,21,819,12,1,4,2,1,0,0,0,1,2,2,4,3,872
139,"JHS PURANPUR GARHI ROOM NO.-1",595,539,0,1134,409,387,0,796,796,0,77,577,124,1,0,0,1,2,0,0,3,2,1,3,5,796
140,"JHS PURANPUR GARHI ROOM NO.-2",595,499,0,1094,358,315,0,673,607,0,273,106,270,2,1,0,0,1,1,0,1,1,5,4,8,673
141,"PRIMARY SCHOOL RANIPUR",361,336,0,697,307,278,0,585,585,0,125,431,21,1,2,0,0,0,1,0,0,1,0,2,1,585
142,"PRIMARY SCHOOL RAMPUR MANGAL",277,272,0,549,225,234,0,459,444,0,209,234,4,1,1,0,0,0,1,0,1,0,2,0,6,459
143,"PRIMARY SCHOOL BIJORI",402,357,0,759,308,262,0,570,520,0,263,287,7,3,1,1,1,2,0,0,1,0,0,4,0,570
144,"PRIMARY SCHOOL MANUPURA",338,329,0,667,262,258,0,520,520,0,108,334,58,4,3,0,1,1,0,0,0,1,5,3,2,520
145,"PRIMARY SCHOOL MALOOKWALI",326,295,0,621,240,231,0,471,471,0,9,429,6,0,0,0,3,1,2,2,3,0,4,5,7,471
146,"PRIMARY SCHOOL BHOGPUR",593,536,0,1129,434,404,0,838,838,0,226,559,17,2,2,3,0,1,2,2,1,0,5,3,15,838
147,"JHS MOHD AMIKHANPUR",454,377,0,831,352,249,0,601,601,0,102,368,118,0,1,2,0,1,1,0,6,0,0,1,1,601
148,"JHS MEDUWALA",197,160,0,357,154,119,0,273,272,0,43,208,6,1,2,2,0,0,1,2,0,2,1,2,3,273
149,"PRIMARY SCHOOL CHATRUWALA",89,92,0,181,74,82,0,156,156,0,3,140,10,0,0,0,0,0,0,0,0,1,0,1,1,156
150,"PRIMARY SCHOOL MOTADHAK",294,329,0,623,210,173,0,383,332,0,3,354,6,0,0,4,0,0,0,0,10,1,2,1,2,383
151,"PRIMARY SCHOOL KORIYA",215,205,0,420,143,153,0,296,296,0,55,194,8,1,1,2,2,0,2,1,17,3,1,4,5,296
152,"JHS VIRULWALA",634,552,0,1186,428,314,0,742,740,0,42,451,216,1,5,4,3,0,1,0,9,3,3,4,0,742
153,"PRIMARY SCHOOL MATHURAPUR MORE ROOM NO.-1",399,372,0,771,281,225,0,506,321,0,36,437,4,0,4,4,2,0,0,0,6,2,2,4,5,506
154,"PRIMARY SCHOOL MATHURAPUR MORE ROOM NO.-2",389,344,0,733,257,218,0,475,474,0,127,295,37,0,3,0,0,0,0,0,3,0,2,5,3,475
155,"PRIMARY SCHOOL MATHURAPUR MORE ROOM NO.-3",477,501,0,978,305,299,0,604,526,0,225,131,224,0,1,1,0,3,1,0,2,3,4,2,7,604
156,"JHS JASWANTPUR ROOM NO.-1",721,671,0,1392,513,462,0,975,974,0,146,378,405,3,3,3,2,2,0,8,7,1,4,5,8,975
157,"JHS JASWANTPUR ROOM NO.-2",475,452,0,927,338,331,0,669,668,0,87,227,319,4,2,1,0,0,0,9,3,2,5,2,8,669
158,"JHS JASWANTPUR ROOM NO.-3",915,655,1,1571,497,447,1,945,916,0,234,473,201,7,4,1,3,0,0,8,6,1,2,1,4,945
159,"PRIMARY SCHOOL SAMIPUR ROOM NO.-1",758,686,0,1444,413,485,0,898,893,0,27,37,783,7,0,2,0,0,1,0,1,2,19,7,12,898
160,"PRIMARY SCHOOL SAMIPUR ROOM NO.-2",755,680,0,1435,446,392,0,838,825,0,540,247,24,2,1,4,3,2,0,0,2,3,3,1,6,838
161,"PRIMARY SCHOOL MAHAWATPUR BILLOCH",477,443,0,920,315,317,0,632,631,0,351,263,4,0,1,1,0,0,0,0,3,0,0,2,7,632
162,"JHS PARWATPUR MAKHDOOMPUR ROOM NO.-1",654,564,0,1218,316,341,0,657,650,0,124,111,371,2,1,2,0,0,0,4,24,2,5,4,7,657
