"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
284,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 5",391,318,0,709,274,187,0,461,441,0,43,50,4,341,1,2,1,1,0,7,2,0,3,2,2,2,461
285,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 6",403,350,0,753,290,183,0,473,443,0,44,283,18,116,0,0,1,0,0,2,1,0,3,0,2,3,473
286,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 7",298,261,0,559,192,132,0,324,207,0,66,174,21,52,0,0,0,0,0,5,0,0,1,0,2,3,324
287,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 8",377,298,0,675,235,149,0,384,292,0,8,311,3,58,0,0,0,0,0,0,0,0,3,0,1,0,384
288,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 9",345,302,0,647,241,175,0,416,328,0,29,42,7,332,2,2,0,0,0,0,0,1,1,0,0,0,416
289,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 10",250,197,0,447,166,102,0,268,177,0,25,68,1,164,1,0,0,0,0,4,0,0,0,1,2,2,268
290,"K.G.HIGH.SEC. SCHOOL HEENG KI MANDI R.NO. 1",662,486,0,1148,413,233,0,646,387,0,24,292,66,256,1,2,0,1,0,0,1,0,2,1,0,0,646
291,"K.G.HIGH.SEC. SCHOOL HEENG KI MANDI R.NO. 2",761,549,0,1310,402,195,0,597,597,0,23,168,151,235,3,2,0,0,0,0,2,1,3,2,2,5,597
292,"V.V. SWETAMBER HIGH SCHOOL ROSHAN MOUHALLA R.NO. 1",350,292,0,642,236,144,0,380,312,0,25,84,9,255,1,0,0,0,0,3,0,0,0,2,0,1,380
293,"V.V. SWETAMBER HIGH SCHOOL ROSHAN MOUHALLA R.NO. 1",391,319,0,710,222,124,0,346,326,0,41,59,17,219,0,0,0,0,0,2,0,0,0,1,0,7,346
294,"RAMSWAROOP INTER COLLEGE CHHOTI LINE R.NO.1",551,444,0,995,285,214,0,499,493,0,20,20,4,442,0,0,0,0,0,9,0,0,2,0,0,2,499
295,"RAMSWAROOP INTER COLLEGE CHHOTI LINE R.NO.2",353,294,0,647,205,161,0,366,273,0,21,20,8,312,1,0,0,0,0,1,0,0,0,0,0,3,366
296,"RAMSWAROOP INTER COLLEGE CHHOTI LINE R.NO.3",266,241,0,507,218,165,0,383,254,0,16,3,5,358,0,0,0,0,0,1,0,0,0,0,0,0,383
297,"RAMSWAROOP INTER COLLEGE CHHOTI LINE R.NO.4",410,313,0,723,234,160,0,394,394,0,16,5,2,368,0,0,0,0,0,1,0,0,0,0,0,2,394
298,"DHARMSHALA MITTHAN LAL AGENCY CHITTIKHANA R.NO.1",583,518,1,1102,454,336,0,790,790,0,27,3,6,727,1,0,0,0,0,15,2,0,3,3,0,3,790
299,"INDRABHAN GIRL'S INTER COLLEGE PIPALMANDI R.NO.1",332,310,0,642,260,214,0,474,465,0,22,30,19,394,2,1,0,0,1,1,0,0,2,1,0,1,474
300,"INDRABHAN GIRL'S INTER COLLEGE PIPALMANDI R.NO.2",294,235,0,529,188,132,0,320,316,0,10,40,19,247,0,0,0,0,0,2,0,0,0,0,1,1,320
301,"INDRABHAN GIRL'S INTER COLLEGE PIPALMANDI R.NO.3",440,351,0,791,245,160,0,405,392,0,17,3,6,370,0,0,0,0,0,8,0,0,0,0,0,1,405
302,"RUKMANI DEVI MORDAN U.MA.VI.PANNI GALI R.NO.1",423,385,0,808,224,135,0,359,324,0,28,236,43,46,1,0,1,0,0,0,0,0,1,1,1,1,359
303,"RUKMANI DEVI MORDAN U.MA.VI.PANNI GALI R.NO.2",480,390,0,870,328,215,0,543,543,0,47,352,29,93,2,0,0,0,0,3,1,1,7,2,3,3,543
304,"RUKMANI DEVI MORDAN U.MA.VI.PANNI GALI R.NO.3",446,357,1,804,270,182,0,452,447,0,20,288,34,99,0,0,0,2,3,1,0,1,1,2,0,1,452
305,"RUKMANI DEVI MORDAN U.MA.VI.PANNI GALI R.NO.4",460,370,0,830,280,193,0,473,465,0,32,209,79,138,0,0,0,0,1,6,0,0,2,3,2,1,473
306,"RUKMANI DEVI MORDAN U.MA.VI.PANNI GALI R.NO.5",391,368,0,759,233,189,0,422,422,0,43,335,24,11,1,0,0,0,0,3,0,1,2,2,0,0,422
307,"SETH KISHAN LAL VIHARI JAIN DHARMSHALA GUDRI MANSUR KHAN R.NO.1",350,258,0,608,218,153,0,371,359,0,20,107,41,193,2,1,0,0,0,0,1,0,1,3,1,1,371
308,"SETH KISHAN LAL VIHARI JAIN DHARMSHALA GUDRI MANSUR KHAN R.NO.2",489,347,0,836,324,201,0,525,485,0,16,231,26,243,0,0,0,0,0,4,1,0,0,2,1,1,525
309,"SETH KISHAN LAL VIHARI JAIN DHARMSHALA GUDRI MANSUR KHAN R.NO.3",569,447,0,1016,330,235,0,565,565,0,29,156,70,291,0,0,0,0,0,11,1,0,2,0,2,3,565
310,"SETH KISHAN LAL VIHARI JAIN DHARMSHALA GUDRI MANSUR KHAN R.NO.4",290,234,0,524,183,140,0,323,312,0,18,155,22,122,0,0,0,0,0,2,0,0,0,1,2,1,323
311,"MEHMUDA GIRL'S JUNIOR HIGH SCHOOL HAKIMAN GALI R.NO.1",566,417,0,983,432,246,0,678,340,0,15,364,11,279,0,1,0,0,0,2,1,0,0,1,1,3,678
312,"MEHMUDA GIRL'S JUNIOR HIGH SCHOOL HAKIMAN GALI R.NO.2",479,395,0,874,347,256,0,603,444,0,13,119,17,446,2,0,0,0,0,4,1,0,0,0,0,1,603
313,"MEHMUDA GIRL'S JUNIOR HIGH SCHOOL HAKIMAN GALI R.NO.3",365,272,0,637,202,110,0,312,285,0,6,180,8,110,0,0,1,0,0,5,0,0,0,0,1,1,312
314,"MEHMUDA GIRL'S JUNIOR HIGH SCHOOL HAKIMAN GALI R.NO.4",280,238,0,518,210,128,0,338,270,0,15,31,3,283,2,0,0,0,0,0,0,1,0,0,0,3,338
315,"NAGAR MHA.PA.PRA.PA.PANJA MADARSA R.NO.1",527,434,0,961,349,270,0,619,529,0,25,256,18,306,2,0,0,0,0,2,1,2,1,3,2,1,619
316,"NAGAR MHA.PA.PRA.PA.PANJA MADARSA R.NO.2",609,474,0,1083,422,273,0,695,595,0,20,351,21,290,2,0,0,2,0,2,2,1,1,2,0,1,695
317,"MEHMUDA GIRL'S JUNIOR HIGH SCHOOL HAKIMAN GALI R.NO.5",487,380,0,867,358,210,0,568,358,0,25,15,20,492,4,0,0,0,1,7,2,0,0,0,0,2,568
318,"MAHARSHI PARSHURAM INTER COLLEGE JAMUNA KINARA R.NO.1",430,346,0,776,294,196,0,490,400,0,19,79,8,378,1,0,0,0,0,3,0,0,0,0,0,2,490
319,"MAHARSHI PARSHURAM INTER COLLEGE JAMUNA KINARA R.NO.2",630,498,0,1128,425,285,0,710,589,0,39,30,13,613,7,0,0,0,1,1,0,0,0,0,1,5,710
320,"KANHIRAM BABURAM HA.SE.SCHOOL MOTIGANJ R.NO.1",319,244,0,563,182,125,0,307,206,0,5,2,3,293,3,0,0,0,0,1,0,0,0,0,0,0,307
321,"KANHIRAM BABURAM HA.SE.SCHOOL MOTIGANJ R.NO.2",350,257,0,607,200,116,0,316,286,0,12,65,10,224,1,0,0,1,0,2,0,0,1,0,0,0,316
322,"KANHIRAM BABURAM HA.SE.SCHOOL MOTIGANJ R.NO.3",431,356,0,787,286,167,0,453,453,0,15,42,4,379,1,0,0,0,0,10,0,0,0,0,0,2,453
323,"RAMCHANDRA SARRAF GIRL'S INTER COLLEGE R.NO.1",454,382,0,836,315,246,0,561,400,0,27,2,9,508,4,0,0,0,0,5,0,0,1,0,0,5,561
324,"RAMCHANDRA SARRAF GIRL'S INTER COLLEGE R.NO.2",354,290,0,644,212,191,0,403,386,0,22,6,2,369,1,0,0,0,0,0,0,0,1,0,0,2,403
325,"RAMCHANDRA SARRAF GIRL'S INTER COLLEGE R.NO.3",644,554,0,1198,434,343,0,777,746,0,39,100,14,591,5,0,0,1,0,3,4,1,4,4,0,11,777
326,"NAGAR MAHAPALIKA PRIMARY PATHASALA KRASHNA COLLONY R.NO.1",604,534,0,1138,429,332,0,761,761,0,27,16,12,694,1,0,0,0,0,6,1,0,1,0,0,3,761
327,"NAGAR MAHAPALIKA PRIMARY PATHASALA KRASHNA COLLONY R.NO.2",428,402,0,830,251,222,0,473,450,0,15,33,7,401,1,0,0,0,0,8,1,0,0,1,1,5,473
328,"NAGAR MAHAPALIKA PRIMARY PATHASALA KRASHNA COLLONY R.NO.3",710,562,0,1272,512,353,0,865,865,0,30,328,15,449,4,0,0,0,2,5,3,0,6,6,5,12,865
329,"NAGAR MAHAPALIKA PRIMARY PATHASALA KRASHNA COLLONY R.NO.4",560,441,0,1001,381,294,0,675,625,0,21,392,9,236,0,0,0,0,0,5,1,0,1,2,6,2,675
330,"SATY SAI PUBLIC SCHOOL KRASHNA COLLONY R.NO. 1",701,494,0,1195,446,329,0,775,773,0,43,332,16,333,7,1,0,1,4,4,2,4,6,8,9,5,775
331,"SATY SAI PUBLICE SCHOOL KRASHNA COLLONY R.NO. 2",509,404,0,913,351,251,0,602,325,0,19,384,19,161,2,0,0,0,1,1,0,0,1,4,6,4,602
332,"KEDAR NATH SEEKSARIYA GIRL'S INTER COLLEGE JAMUNA ROAD R.NO.1",490,428,1,919,366,280,0,646,636,0,11,14,7,603,0,0,1,0,1,4,0,0,2,2,1,0,646
333,"KEDAR NATH SEEKSARIYA GIRL'S INTER COLLEGE JAMUNA ROAD R.NO.2",700,571,0,1271,478,362,0,840,332,0,34,26,34,713,2,0,0,1,0,17,1,0,5,3,0,4,840
334,"KEDAR NATH SEEKSARIYA GIRL'S INTER COLLEGE JAMUNA ROAD R.NO.3",584,471,0,1055,404,296,0,700,370,0,32,26,31,587,2,0,0,0,0,14,2,1,2,0,0,3,700
335,"KEDAR NATH SEEKSARIYA GIRL'S INTER COLLEGE JAMUNA ROAD R.NO.4",714,604,0,1318,489,354,0,843,829,0,44,22,26,733,1,0,0,1,0,7,0,3,1,0,0,5,843
336,"SANT SUNDAR DAS JUNIOR HIGH SCHOOL JAMUNA BHAIRO R.NO.1",367,307,0,674,203,125,0,328,226,0,4,183,5,132,1,0,0,0,0,2,0,0,0,0,1,0,328
337,"SANT SUNDAR DAS JUNIOR HIGH SCHOOL JAMUNA BHAIRO R.NO.2",492,410,0,902,338,247,0,585,577,0,22,326,9,212,1,0,0,0,0,2,2,1,1,3,3,3,585
338,"SANT SUNDAR DAS JUNIOR HIGH SCHOOL JAMUNA BHAIRO R.NO.3",383,311,0,694,238,164,0,402,300,0,9,40,9,327,0,1,1,1,2,6,1,0,1,2,1,1,402
339,"SANT SUNDAR DAS JUNIOR HIGH SCHOOL JAMUNA BHAIRO R.NO.4",534,419,0,953,402,299,0,701,689,0,15,298,4,361,1,1,0,0,0,10,2,1,0,2,3,3,701
340,"SANT SUNDAR DAS JUNIOR HIGH SCHOOL JAMUNA BHAIRO R.NO.5",331,271,0,602,232,194,0,426,300,0,5,249,3,157,0,0,0,0,0,4,0,0,1,2,2,3,426
341,"SANT SUNDAR DAS JUNIOR HIGH SCHOOL JAMUNA BHAIRO R.NO.6",409,337,0,746,258,209,0,467,220,0,12,248,14,183,1,0,0,0,0,2,0,0,0,0,5,2,467
342,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.1",370,303,0,673,234,146,0,380,219,0,29,10,7,327,1,0,0,0,0,4,0,1,0,0,0,1,380
343,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.2",384,290,0,674,267,194,0,461,461,0,30,6,4,404,0,0,0,0,0,12,0,0,1,3,0,1,461
344,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.3",585,448,0,1033,384,282,0,666,664,0,32,297,3,307,5,0,0,0,0,2,3,1,3,1,4,8,666
345,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.4",574,467,0,1041,429,282,0,711,611,0,29,49,9,616,2,0,0,0,0,3,0,0,2,0,0,1,711
346,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.5",692,545,0,1237,415,240,0,655,655,0,30,531,69,19,0,0,1,0,0,4,0,0,0,1,0,0,655
347,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.6",541,457,0,998,404,298,0,702,670,0,46,96,38,507,2,1,0,0,0,5,2,0,1,0,0,4,702
348,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.7",474,381,0,855,284,188,0,472,385,0,28,100,32,297,8,0,0,0,0,1,0,1,2,1,0,2,472
349,"MAHARAJA AGRASAIN INTER COLLEGE DULIYAGANJ R.NO.8",652,571,0,1223,481,356,0,837,810,0,10,686,5,118,1,0,0,1,0,1,2,0,2,4,4,3,837
350,"NAGAR MHA.PA.PRA.PA.NAI BASTI R.NO.1",541,363,0,904,369,184,0,553,287,0,17,460,25,41,1,0,0,0,0,6,1,0,1,0,0,1,553
351,"NAGAR MHA.PA.PRA.PA.NAI BASTI R.NO.2",529,418,0,947,296,185,0,481,238,0,22,340,57,54,0,0,1,0,0,1,1,0,3,0,0,2,481
352,"NAGAR MHA.PA.PRA.PA.NAI BASTI R.NO.3",446,366,0,812,269,158,0,427,422,0,9,372,31,4,1,0,0,0,0,0,1,1,1,0,6,1,427
353,"NAGAR MHA.PA.PRA.PA.NAI BASTI R.NO.4",573,462,0,1035,246,282,0,528,508,0,20,446,28,22,2,0,0,1,1,2,2,0,1,0,2,1,528
354,"MUPHEEDE AAM INTER COLLEGE VIJAY NAGAR COLONY R.NO.1",456,369,0,825,313,230,0,543,533,0,35,271,32,187,3,0,0,0,0,3,1,0,3,3,2,3,543
355,"MUPHEEDE AAM INTER COLLEGE VIJAY NAGAR COLONY R.NO.2",434,322,0,756,296,194,0,490,388,0,24,238,18,194,0,0,0,0,0,8,1,0,2,1,4,0,490
356,"MUPHEEDE AAM INTER COLLEGE VIJAY NAGAR COLONY R.NO.3",496,410,0,906,294,239,0,533,483,0,32,132,10,342,1,0,0,0,0,8,0,0,2,1,4,1,533
357,"MUPHEEDE AAM INTER COLLEGE VIJAY NAGAR COLONY R.NO.4",481,398,0,879,349,225,0,574,450,0,27,114,36,380,0,0,0,0,0,10,1,0,0,2,1,3,574
358,"MOTIYA KI BAGICHI TEEN SHEID R.NO.1",767,592,1,1360,540,357,0,897,757,0,60,276,102,411,1,2,4,0,0,6,5,2,6,4,11,7,897
359,"MOTIYA KI BAGICHI TEEN SHEID R.NO.2",469,380,0,849,283,185,0,468,369,0,41,107,36,269,2,1,0,0,0,1,2,0,3,1,3,2,468
360,"MOTIYA KI BAGICHI TEEN SHEID R.NO.3",433,328,0,761,314,218,0,532,532,0,43,119,30,319,2,0,1,2,0,1,1,0,2,6,2,4,532
361,"MOTIYA KI BAGICHI TEEN SHEID R.NO.4",741,589,0,1330,445,306,0,751,751,0,73,73,33,539,4,1,1,0,1,13,1,1,4,2,1,4,751
362,"MOTIYA KI BAGICHI TEEN SHEID R.NO.5",439,336,0,775,275,200,0,475,447,0,26,79,12,333,0,0,0,0,2,15,0,0,0,2,1,5,475
363,"MOTIYA KI BAGICHI TEEN SHEID R.NO.6",433,335,0,768,226,178,0,404,358,0,25,29,21,307,3,0,0,0,3,8,1,0,1,0,1,5,404
364,"VE.PRA.PATHSALA NAGLA DHANI WATER WORKS R.NO.1",403,308,0,711,293,195,0,488,488,0,32,203,19,218,0,0,1,0,0,8,0,0,0,2,0,5,488
365,"VE.PRA.PATHSALA NAGLA DHANI WATER WORKS R.NO.2",551,410,0,961,336,236,0,572,500,0,35,153,35,333,2,0,0,1,1,3,2,0,1,3,1,2,572
366,"VE.PRA.PATHSALA NAGLA DHANI WATER WORKS R.NO.3",560,431,0,991,375,272,0,647,635,0,29,333,129,129,2,1,3,0,0,3,2,0,5,6,0,5,647
367,"VE.PRA.PATHSALA NAGLA DHANI WATER WORKS R.NO.4",471,349,0,820,100,85,0,185,150,0,15,88,15,62,0,0,0,1,0,1,0,1,0,1,1,0,185
368,"VE.PRA.PATHSALA NAGLA DHANI WATER WORKS R.NO.5",459,348,0,807,274,170,0,444,273,0,12,191,22,218,0,0,0,0,0,1,0,0,0,0,0,0,444
369,"VE.PRA.PATHSALA NAGLA DHANI WATER WORKS R.NO.6",487,370,0,857,308,192,0,500,496,0,3,384,9,90,1,0,0,0,0,3,1,0,0,3,4,2,500
370,"DIGAMBAR JAIN INTER COLLEGE DIYODI BEGAM R.NO.1",796,595,0,1391,546,366,0,912,912,0,67,285,71,468,3,1,1,1,0,2,1,1,6,3,0,2,912
371,"DIGAMBAR JAIN INTER COLLEGE DIYODI BEGAM R.NO.2",302,239,0,541,194,151,0,345,284,0,29,156,30,118,0,0,0,0,0,2,2,0,1,1,6,0,345
372,"GURU TEGBAHADUR KHALSA HIGH SCHOOL MAITHAN R.NO.1",671,546,0,1217,433,295,0,728,375,0,44,26,53,588,4,0,0,0,0,6,0,0,0,1,0,6,728
373,"GURU TEGBAHADUR KHALSA HIGH SCHOOL MAITHAN R.NO.2",461,378,0,839,294,237,0,531,530,0,29,14,18,459,0,0,0,0,1,8,1,0,0,0,0,1,531
374,"GURU TEGBAHADUR KHALSA HIGH SCHOOL MAITHAN R.NO.3",413,346,0,759,294,196,0,490,450,0,44,3,12,419,1,0,0,0,0,3,1,1,2,0,0,4,490
375,"GURU TEGBAHADUR KHALSA HIGH SCHOOL MAITHAN R.NO.4",569,481,0,1050,364,246,0,610,532,0,69,47,17,460,5,0,0,0,0,8,0,0,1,1,0,2,610
376,"DHARMSHALA RAY BAHADUR VISHAMBAR DAYAL CITY STATION ROAD R.NO.1",816,672,0,1488,529,409,0,938,938,0,46,9,64,799,6,0,0,1,1,6,2,0,0,3,1,0,938
377,"DHARMSHALA RAY BAHADUR VISHAMBAR DAYAL CITY STATION ROAD R.NO.2",738,564,0,1302,474,311,0,785,425,0,24,31,27,676,4,1,0,0,1,2,2,1,4,4,0,8,785
378,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.1",527,472,0,999,394,321,0,715,567,0,38,10,36,604,1,0,1,1,0,7,1,1,2,2,0,11,715
379,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.2",507,406,0,913,332,246,0,578,578,0,35,49,35,440,5,0,0,0,0,2,0,1,4,2,2,3,578
380,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.3",426,335,0,761,276,205,0,481,481,0,19,13,35,378,2,2,0,1,2,9,4,0,7,0,3,6,481
381,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.4",488,394,1,883,323,235,0,558,558,0,48,100,51,344,1,0,0,0,0,2,2,1,3,4,2,0,558
382,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.5",568,440,0,1008,387,243,0,630,628,0,38,65,26,488,1,0,1,0,0,0,2,0,1,1,1,6,630
383,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.6",397,322,0,719,284,200,0,484,478,0,34,15,16,411,0,1,1,0,0,4,0,0,0,0,1,1,484
384,"MURARI LAL GIRL'S INTER COLLEGE BAG MUZAFFAR KHAN R.NO.7",525,445,0,970,307,178,0,485,253,0,35,24,15,385,5,0,0,0,1,14,0,0,2,1,0,3,485
