"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
11,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-2",406,341,0,747,261,221,0,482,420,0,13,47,17,390,0,0,0,0,0,6,3,2,1,0,1,2,482
12,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-3",855,682,0,1537,550,396,0,946,946,0,23,140,53,707,2,0,0,0,0,11,0,0,1,5,1,3,946
13,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-4",854,695,1,1550,530,408,0,938,934,0,24,212,43,642,2,0,0,1,0,7,0,0,2,3,2,0,938
14,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-5",280,221,0,501,124,110,0,234,228,0,11,17,9,192,0,0,1,0,0,3,0,0,0,0,0,1,234
15,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-6",576,489,0,1065,374,291,0,665,343,0,12,18,10,611,4,0,0,0,1,3,1,0,4,1,0,0,665
16,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-7",797,643,0,1440,463,354,0,817,707,0,31,80,21,648,8,0,0,0,0,10,5,3,1,4,1,5,817
17,"AYODHYA PRASAD INTER COLLEGE BALAJIPURAM R.NO-8",299,262,0,561,104,80,0,184,184,0,3,7,5,166,0,1,0,0,0,0,0,0,0,0,0,2,184
18,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-1",413,380,0,793,224,201,0,425,355,0,19,25,3,373,1,0,0,0,0,0,0,0,0,0,0,4,425
19,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-2",500,391,0,891,324,246,0,570,446,0,8,55,11,486,2,0,0,0,0,6,0,0,0,0,0,2,570
20,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-3",560,434,0,994,419,317,0,736,736,0,5,625,1,87,2,0,0,0,0,0,2,1,0,5,4,4,736
21,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-4",752,553,0,1305,515,342,0,857,718,0,11,607,4,218,0,0,1,1,0,2,0,1,0,5,5,2,857
22,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-5",481,384,0,865,321,240,0,561,555,0,13,359,7,173,2,1,0,1,0,1,1,1,0,0,0,2,561
23,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-6",538,420,0,958,255,234,0,489,484,0,12,150,10,291,1,1,3,0,0,15,0,1,3,1,0,1,489
24,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-7",727,505,0,1232,382,208,0,590,566,0,53,404,83,22,2,2,0,1,0,3,2,2,2,4,4,6,590
25,"RAJKAMAL INTER COLLEGE KEDAR NAGAR R.NO-8",584,448,0,1032,279,139,0,418,418,0,27,301,46,31,0,1,1,1,1,1,1,0,1,4,1,1,418
26,"ADARSH JUNIOR HIGH SCHOOL, KESAR BIHAR R.NO. 1",600,494,0,1094,394,306,0,700,394,0,22,117,15,523,1,0,1,0,0,11,1,1,3,1,0,4,700
27,"ADARSH JUNIOR HIGH SCHOOL, KESAR BIHAR R.NO. 2",423,347,0,770,210,175,0,385,210,0,15,59,9,293,0,0,0,0,0,6,0,0,2,1,0,0,385
28,"ADARSH JUNIOR HIGH SCHOOL, KESAR BIHAR R.NO. 3",454,335,0,789,197,155,0,352,352,0,10,79,18,235,0,1,0,0,0,5,0,0,0,0,1,3,352
29,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.1",519,382,0,901,211,160,0,371,360,0,17,228,82,18,1,1,0,0,2,6,1,0,2,3,4,6,371
30,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.2",425,324,0,749,208,121,0,329,302,0,19,216,49,24,1,0,0,0,0,1,2,2,6,2,5,2,329
31,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.3",408,318,0,726,186,123,0,309,199,0,21,139,97,26,0,0,1,0,1,7,2,1,3,1,4,6,309
32,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.4",806,540,1,1347,393,241,0,634,425,0,44,373,105,65,4,0,0,0,0,10,4,1,16,3,4,5,634
33,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.5",535,419,0,954,316,222,0,538,516,0,23,318,143,23,2,0,0,0,1,6,6,1,8,3,1,3,538
34,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.6",457,393,0,850,281,214,0,495,247,0,22,216,74,152,3,0,1,1,2,2,3,1,5,3,3,7,495
35,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.7",534,453,0,987,305,221,0,526,366,0,21,170,86,216,3,0,0,0,1,4,4,2,7,6,1,5,526
36,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.8",573,480,0,1053,380,221,0,601,597,0,58,290,203,23,4,1,0,1,0,5,6,0,3,1,1,5,601
37,"NEW SUN FLOWER INTER COLLEGE ALIPUR AZAMPADRA DAURETHA ROAD R.NO.9",533,420,0,953,354,227,0,581,497,0,25,249,133,154,3,0,0,1,0,3,4,0,1,2,2,4,581
38,"ARESHA PORVA MADHAYMIC  VIDHAYALAY PRATHVINATH FATAK R.NO.1",773,635,0,1408,486,330,0,816,816,0,18,37,7,724,3,2,1,0,0,4,4,2,4,0,1,9,816
39,"ARESHA PORVA MADHAYMIC  VIDHAYALAY PRATHVINATH FATAK R.NO.2",801,627,0,1428,485,357,0,842,800,0,31,53,10,725,4,1,0,0,1,5,0,1,3,1,2,5,842
40,"ARESHA PORVA MADHAYMIC  VIDHAYALAY PRATHVINATH FATAK R.NO.3",639,548,0,1187,406,319,0,725,725,0,32,87,14,567,3,0,0,0,1,2,1,1,8,4,3,2,725
41,"KUSHWAH PUBLIC SCHOOL PRATHVINATH FATAK R.NO.1",696,563,0,1259,417,304,0,721,720,0,29,226,16,412,7,0,1,2,3,6,2,1,6,3,5,2,721
42,"KUSHWAH PUBLIC SCHOOL PRATHVINATH FATAK R.NO.2",347,272,0,619,241,185,0,426,348,0,3,324,5,80,1,0,0,0,0,6,0,1,1,2,1,2,426
43,"KUSHWAH PUBLIC SCHOOL PRATHVINATH FATAK R.NO.3",551,434,0,985,400,269,0,669,669,0,15,503,9,120,4,0,0,0,0,2,0,1,2,1,5,7,669
44,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.1",573,459,0,1032,291,234,0,525,389,0,4,453,0,59,1,0,0,0,0,0,0,0,0,2,4,2,525
45,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.2",337,302,0,639,157,135,0,292,292,0,4,37,3,232,3,0,0,0,0,6,0,0,4,0,1,2,292
46,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.3",549,429,0,978,401,295,0,696,583,0,16,472,5,176,1,2,0,0,1,8,0,0,3,6,4,2,696
47,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.4",536,441,0,977,404,286,0,690,690,0,15,300,11,359,1,0,0,0,0,2,0,0,0,0,0,2,690
48,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.5",554,431,0,985,391,239,0,630,470,0,14,471,8,114,0,1,0,1,0,2,1,1,4,4,3,6,630
49,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.6",463,351,0,814,320,234,0,554,554,0,20,395,9,107,0,0,0,1,1,2,2,0,3,2,6,6,554
50,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.7",594,466,0,1060,421,308,0,729,729,0,6,641,4,54,3,0,0,1,0,2,2,1,1,8,3,3,729
51,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.8",500,408,0,908,372,262,0,634,634,0,27,452,8,135,0,0,0,0,0,4,1,0,1,2,2,2,634
52,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.9",410,321,0,731,275,188,0,463,291,0,8,334,4,92,2,0,1,0,0,0,3,0,6,6,3,4,463
53,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.10",463,366,0,829,331,235,0,566,566,0,21,442,4,77,4,1,1,1,3,2,0,0,1,2,2,5,566
54,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.11",485,429,0,914,368,261,0,629,550,0,28,222,14,338,2,0,1,0,0,4,2,2,2,3,7,4,629
55,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.12",660,547,0,1207,432,304,0,736,734,0,24,202,13,475,5,2,0,1,0,2,3,2,3,2,2,0,736
56,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.13",444,325,0,769,280,168,0,448,446,0,30,48,39,300,5,0,1,0,1,1,0,0,14,4,3,2,448
57,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.14",428,394,0,822,286,180,0,466,452,0,33,238,25,143,2,2,1,0,0,5,3,0,1,5,4,4,466
58,"D.C.VEDIK INTER COLLEGE SIDDH SAHANI NAGAR R.NO.15",391,398,0,789,263,203,0,466,466,0,15,380,2,56,1,0,0,3,0,1,2,0,1,2,2,1,466
59,"MADAN MOHAN VIDHYA MANDIR JUNIOR HIGH SCHOOL DAYAL NAGAR BHOGIPURA R.NO.1",500,397,0,897,333,228,0,561,328,0,11,106,41,385,2,3,0,0,1,3,2,1,1,2,0,3,561
60,"MADAN MOHAN VIDHYA MANDIR JUNIOR HIGH SCHOOL DAYAL NAGAR BHOGIPURA R.NO.2",491,409,0,900,348,232,0,580,580,0,13,223,11,312,3,0,0,0,1,4,0,1,3,3,2,4,580
61,"MADAN MOHAN VIDHYA MANDIR JUNIOR HIGH SCHOOL DAYAL NAGAR BHOGIPURA R.NO.3",390,316,0,706,306,205,0,511,511,0,6,284,23,184,1,0,0,0,0,4,0,0,1,1,3,4,511
62,"MADAN MOHAN VIDHYA MANDIR JUNIOR HIGH SCHOOL DAYAL NAGAR BHOGIPURA R.NO.4",554,457,0,1011,375,289,0,664,660,0,21,161,33,419,3,1,0,1,0,4,3,1,1,4,2,10,664
63,"MADAN MOHAN VIDHYA MANDIR JUNIOR HIGH SCHOOL DAYAL NAGAR BHOGIPURA R.NO.5",525,444,0,969,342,263,0,605,585,0,28,98,17,451,2,0,1,0,0,1,0,1,1,0,2,3,605
64,"MADAN MOHAN VIDHYA MANDIR JUNIOR HIGH SCHOOL DAYAL NAGAR BHOGIPURA R.NO.6",360,315,0,675,240,193,0,433,420,0,35,44,13,330,3,0,0,0,1,5,0,0,0,0,1,1,433
65,"BASMATI JUNIOR HIGH SCHOOL NAGLA CHAUA R.NO-1",559,444,0,1003,327,218,0,545,545,0,14,357,6,154,2,0,0,2,0,5,0,0,0,2,1,2,545
66,"BASMATI JUNIOR HIGH SCHOOL NAGLA CHAUA R.NO-2",493,387,0,880,341,207,0,548,548,0,18,383,12,119,3,1,0,0,0,8,1,0,0,1,1,1,548
67,"BASMATI JUNIOR HIGH SCHOOL NAGLA CHAUA R.NO-3",237,187,0,424,143,93,0,236,160,0,7,141,3,81,0,1,0,0,1,1,0,0,0,0,0,1,236
68,"BASMATI JUNIOR HIGH SCHOOL NAGLA CHAUA R.NO-4",582,442,0,1024,349,263,0,612,612,0,12,498,3,84,1,0,1,0,0,1,0,0,1,6,3,2,612
69,"BASMATI JUNIOR HIGH SCHOOL NAGLA CHAUA R.NO-5",715,545,0,1260,490,315,0,805,805,0,12,595,64,106,1,0,1,0,2,1,0,1,2,8,9,3,805
70,"BASMATI JUNIOR HIGH SCHOOL NAGLA CHAUA R.NO-6",559,462,0,1021,351,227,0,578,517,0,27,436,37,65,0,2,0,0,0,3,1,0,1,4,0,2,578
71,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.1",584,464,0,1048,389,255,0,644,644,0,58,59,12,497,1,0,0,0,0,8,0,0,2,2,0,5,644
72,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.2",439,332,0,771,277,187,0,464,463,0,8,347,7,88,1,0,0,0,0,0,2,0,1,6,3,1,464
73,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.3",312,251,0,563,218,166,0,384,384,0,8,335,4,31,0,0,1,0,0,1,0,0,1,0,3,0,384
74,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.4",365,242,0,607,218,152,0,370,369,0,5,330,1,23,0,1,0,0,0,1,0,0,0,2,3,4,370
75,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.5",411,328,0,739,264,182,0,446,330,0,18,310,4,107,1,0,0,0,0,1,0,0,1,1,1,2,446
76,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.6",434,334,0,768,273,195,0,468,400,0,9,411,2,33,2,0,0,0,1,0,0,0,1,6,2,1,468
77,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.7",784,605,0,1389,632,396,0,1028,111,0,18,908,15,64,2,0,0,3,0,1,2,0,0,7,5,3,1028
78,"KISHORI DEVI BALIKA VIDHYALAY RUI KI MANDI R.NO.8",460,368,0,828,268,210,0,478,478,0,14,385,2,56,2,1,0,0,0,1,0,1,4,1,5,6,478
79,"CHITRAGUPT UCHATTAR MADHAYMIC VIDHAYALAY NAGAL MOHAN R.NO.1",435,325,0,760,314,221,0,535,511,0,35,322,11,152,1,0,1,2,1,2,0,1,1,1,3,2,535
80,"CHITRAGUPT UCHATTAR MADHAYMIC VIDHAYALAY NAGAL MOHAN R.NO.2",538,414,0,952,397,271,0,668,375,0,15,419,9,211,0,0,0,3,0,4,0,0,1,2,0,4,668
81,"RAJKIYA INTER COLLEGE PACHKUIYA R.NO-1",448,362,0,810,298,178,0,476,476,0,16,261,44,145,0,0,0,0,0,3,1,0,3,1,2,0,476
82,"RAJKIYA INTER COLLEGE PACHKUIYA R.NO-2",400,357,0,757,246,185,0,431,431,0,13,10,5,392,2,0,0,0,1,1,0,2,2,0,2,1,431
83,"RAJKIYA INTER COLLEGE PACHKUIYA R.NO-3",322,304,0,626,257,226,0,483,483,0,14,32,17,403,4,0,0,0,2,3,1,0,4,1,0,2,483
84,"RAJKIYA INTER COLLEGE PACHKUIYA R.NO-4",493,396,0,889,390,280,0,670,486,0,12,223,11,392,4,1,0,0,1,3,4,0,9,3,0,7,670
85,"RAJKIYA INTER COLLEGE PACHKUIYA R.NO-5",585,477,0,1062,444,348,0,792,788,0,21,336,18,391,3,0,1,0,0,2,3,1,5,4,4,3,792
86,"RAJKIYA INTER COLLEGE PACHKUIYA R.NO-6",636,505,0,1141,476,316,0,792,757,0,21,344,13,391,1,0,0,0,0,8,1,1,3,2,4,3,792
87,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.1  PACHKUIYA",385,299,0,684,210,152,0,362,362,0,9,96,30,213,0,0,0,0,0,1,3,1,2,2,0,5,362
88,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.2  PACHKUIYA",483,424,0,907,260,164,0,424,300,0,19,117,35,234,2,0,1,0,2,0,1,3,6,1,0,3,424
89,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.3  PACHKUIYA",411,323,0,734,275,184,0,459,453,0,10,84,11,340,2,0,0,1,1,2,1,1,1,1,1,3,459
90,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.4 PACHKUIYA",452,401,0,853,209,156,0,365,358,0,11,55,12,281,0,0,0,0,0,2,0,0,2,0,0,2,365
91,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.5 PACHKUIYA",361,265,0,626,196,124,0,320,320,0,4,50,16,237,1,1,0,0,0,3,0,1,3,0,1,3,320
92,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.6 PACHKUIYA",438,388,0,826,222,182,0,404,370,0,29,135,13,207,0,1,1,0,0,7,1,1,3,2,3,1,404
93,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.7 PACHKUIYA",429,360,0,789,307,209,0,516,516,0,7,161,8,322,0,0,1,0,1,6,0,0,0,2,1,7,516
94,"SWAMI LILASHAH ADRASH SINDHI RUI KI MANDI R.NO.8 PACHKUIYA",485,421,0,906,265,331,0,596,596,0,25,252,10,279,1,1,0,0,1,7,1,2,3,5,3,6,596
95,"N.MHA.PA. PRA.PA.RUI KI MANDI SHAHGANJ R.NO.1",782,679,0,1461,509,377,0,886,793,0,49,247,33,521,0,2,0,0,0,9,3,3,3,1,5,10,886
96,"N.MHA.PA. PRA.PA.RUI KI MANDI SHAHGANJ R.NO.2",496,372,0,868,318,224,0,542,282,0,12,280,8,220,1,0,0,0,0,1,0,1,1,4,3,11,542
97,"N.MHA.PA. PRA.PA.RUI KI MANDI SHAHGANJ R.NO.3",570,508,0,1078,376,291,0,667,664,0,30,244,5,375,1,0,0,0,0,3,0,0,4,2,0,3,667
98,"N.MHA.PA. PRA.PA.RUI KI MANDI SHAHGANJ R.NO.4",725,643,0,1368,385,305,0,690,690,0,57,137,74,401,1,0,1,0,1,1,1,2,8,2,1,3,690
99,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.1",365,306,0,671,260,203,0,463,401,0,24,100,7,318,1,1,0,0,0,1,0,0,3,1,3,4,463
100,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.2",469,350,0,819,318,216,0,534,490,0,34,17,46,420,2,0,0,1,2,4,0,2,1,0,2,3,534
101,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.3",347,277,0,624,220,147,0,367,344,0,13,21,12,306,1,4,0,1,1,2,1,0,2,0,1,2,367
102,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.4",550,467,0,1017,254,186,0,440,440,0,20,71,9,309,0,0,0,1,0,14,2,1,5,5,1,2,440
103,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.5",463,368,0,831,312,231,0,543,453,0,13,300,7,198,2,2,0,1,2,1,0,0,6,2,3,6,543
104,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.6",414,325,0,739,280,192,0,472,468,0,11,162,7,269,5,0,0,0,0,4,0,3,1,4,2,4,472
105,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.7",412,308,0,720,285,175,0,460,295,0,20,295,30,104,2,0,0,0,1,1,2,0,1,3,1,0,460
106,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.8",398,322,0,720,222,203,0,425,425,0,34,145,73,156,3,0,0,1,0,4,1,0,1,6,1,0,425
107,"RAJKIYA NORMAL SCHOOL RAJNAGAR R.NO.9",435,367,0,802,242,216,0,458,400,0,27,90,13,317,1,0,0,0,0,5,1,0,1,1,0,2,458
108,"SAKET INTER COLLEGE R.NO.1",379,350,0,729,232,211,0,443,405,0,13,70,13,333,0,0,0,0,0,10,0,0,0,0,1,3,443
109,"SAKET INTER COLLEGE R.NO.2",583,498,0,1081,405,337,0,742,739,0,26,93,14,583,6,0,0,0,2,3,0,0,1,2,0,12,742
110,"SAKET INTER COLLEGE R.NO.3",380,354,0,734,262,235,0,497,481,0,12,91,88,292,2,0,0,0,0,8,0,0,1,0,1,2,497
111,"SAKET INTER COLLEGE R.NO.4",240,204,0,444,142,130,0,272,235,0,10,8,23,217,0,0,0,0,0,10,0,0,0,0,1,3,272
112,"SAKET INTER COLLEGE R.NO.5",378,346,0,724,259,219,0,478,402,0,19,28,3,412,0,0,0,0,0,14,0,0,0,0,0,2,478
113,"SAKET INTER COLLEGE R.NO.6",402,371,0,773,252,226,0,478,478,0,19,23,7,417,2,0,0,0,0,10,0,0,0,0,0,0,478
114,"SAKET INTER COLLEGE R.NO.7",527,480,0,1007,323,320,0,643,625,0,38,48,10,514,0,0,0,0,0,20,1,0,1,1,1,9,643
115,"SAKET INTER COLLEGE R.NO.8",600,443,0,1043,392,245,0,637,620,0,29,323,70,192,1,0,1,0,0,5,4,0,1,5,2,4,637
116,"DR.B.R.AMBEDKAR JUNIOR HIGH SCHOOL RAJNAGAR KI PULIYA RAMNAGAR R.NO-1",619,510,0,1129,308,372,0,680,680,0,21,127,13,491,2,3,1,1,1,5,3,0,6,2,1,3,680
117,"DR.B.R.AMBEDKAR JUNIOR HIGH SCHOOL RAJNAGAR KI PULIYA RAMNAGAR R.NO-2",381,323,0,704,225,164,0,389,271,0,3,365,0,15,0,0,0,0,0,1,0,1,1,1,1,1,389
118,"DR.B.R.AMBEDKAR JUNIOR HIGH SCHOOL RAJNAGAR KI PULIYA RAMNAGAR R.NO-3",686,514,0,1200,365,267,0,632,367,0,8,518,5,89,1,0,0,0,7,0,2,0,0,1,0,1,632
119,"N.MHA.PALIKA PRA.PA.PREMNAGAR R.NO-1",660,438,0,1098,450,275,0,725,558,0,7,597,7,84,2,0,1,0,2,5,3,0,2,5,7,3,725
120,"N.MHA.PALIKA PRA.PA.PREMNAGAR R.NO-2",770,641,0,1411,543,381,0,924,709,0,15,799,3,75,0,1,0,1,0,3,1,1,1,13,10,1,924
121,"N.MHA.PALIKA PRA.PA.PREMNAGAR R.NO-3",911,668,0,1579,546,371,0,917,522,0,10,743,4,136,4,0,1,0,7,2,1,1,2,1,2,3,917
122,"SIMPKINS INTER COLLEGE MARUTI ESTATE R.NO.1",317,291,0,608,193,172,0,365,240,0,11,11,2,332,0,0,0,0,0,5,0,0,0,0,0,4,365
123,"SIMPKINS INTER COLLEGE MARUTI ESTATE R.NO.2",560,506,0,1066,497,262,0,759,400,0,14,29,16,685,0,0,0,1,0,13,0,0,0,0,0,1,759
124,"SIMPKINS INTER COLLEGE MARUTI ESTATE R.NO.3",435,383,0,818,313,262,0,575,575,0,17,29,9,505,0,0,0,0,0,8,0,0,1,1,0,5,575
125,"SIMPKINS INTER COLLEGE MARUTI ESTATE R.NO.4",462,386,0,848,279,225,0,504,496,0,17,29,10,437,0,0,0,0,0,8,0,0,0,1,1,1,504
126,"SIMPKINS INTER COLLEGE MARUTI ESTATE R.NO.5",451,353,0,804,262,186,0,448,448,0,6,261,8,161,1,1,0,0,0,4,0,0,1,1,2,2,448
127,"SIMPKINS INTER COLLEGE MARUTI ESTATE R.NO.6",361,298,0,659,187,151,0,338,316,0,6,122,19,183,0,1,0,0,1,3,0,0,0,0,1,2,338
128,"NEW DIFFENCE PRIMARY SCHOOL R.NO-1 RAGHUVEERPURAM",580,461,0,1041,414,310,0,724,719,0,13,622,4,72,1,0,1,0,0,1,1,0,0,3,4,2,724
129,"NEW DIFFENCE PRIMARY SCHOOL R.NO-2 RAGHUVEERPURAM",502,445,0,947,300,228,0,528,522,0,5,374,4,139,0,0,0,0,0,2,0,0,0,0,1,3,528
130,"NEW DIFFENCE PRIMARY SCHOOL R.NO-3 RAGHUVEERPURAM",404,318,0,722,255,193,0,448,422,0,6,293,7,134,0,1,2,0,1,3,0,1,0,0,0,0,448
131,"NEW DIFFENCE PRIMARY SCHOOL R.NO-4 RAGHUVEERPURAM",440,362,0,802,210,185,0,395,350,0,12,112,1,259,1,0,0,1,0,0,1,0,0,2,1,5,395
132,"NEW DIFFENCE PRIMARY SCHOOL R.NO-5 RAGHUVEERPURAM",800,679,0,1479,505,400,0,905,871,0,17,607,11,242,1,0,0,2,0,6,3,1,0,4,4,7,905
133,"BHAWAN DEVI JUNIOR HIGH SCHOOL GADI BHADORIYA R.NO.1",513,375,0,888,272,191,0,463,395,0,5,205,10,225,2,1,0,3,0,5,1,1,0,2,3,0,463
134,"BHAWAN DEVI JUNIOR HIGH SCHOOL GADI BHADORIYA R.NO.2",498,412,0,910,261,225,0,486,275,0,11,168,13,279,3,0,0,3,0,0,0,1,2,3,0,3,486
135,"BHAGWAN DEVI JUNIOR HIGH SCHOOL GADI BHADORIYA R.NO.3",464,369,0,833,299,226,0,525,413,0,6,233,5,267,1,0,0,0,1,2,2,0,2,1,0,5,525
136,"BHAGWAN DEVI JUNIOR HIGH SCHOOL GADI BHADORIYA R.NO.4",774,615,0,1389,473,340,0,813,808,0,23,413,18,322,4,0,0,0,0,8,0,3,2,4,5,11,813
137,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.1",321,299,0,620,255,227,0,482,482,0,12,9,4,452,1,0,2,0,0,1,1,0,0,0,0,0,482
