"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL KUMAR MAURYA","2 - TARUN PATEL URF TARUNENDRA CHAND PATEL","3 - DR MAHENDRA NATH PANDEY","4 - RAMKISHUN","5 - IRSHAD","6 - CHANCHAL","7 - JITENDRA","8 - MRITUNJAYA PANDEY","9 - RAMASHANKER SINGH MAURYA","10 - RAJA JAISWAL","11 - RAJENDRA","12 - RAM DULAR","13 - VINAI KUMAR SINGH","14 - SHASHI SINHA","15 - SANJEEV SINGH","16 - DR. HARIDWAR SINGH YADAV","17 - HEERALAL","18 - GULAVAS","19 - BINDU","20 - RAJNARAYAN","21 - SANJAY","22 - None of the Above","Total Votes Secured"
64,NAIDHI,542,452,0,994,358,283,0,641,641,0,57,12,55,497,6,0,0,0,0,1,0,0,5,0,1,3,1,0,1,0,1,1,641
65,NAIDHI,797,642,0,1439,524,403,0,927,927,0,237,6,48,583,15,2,1,0,0,4,0,1,5,3,3,12,3,1,0,1,0,2,927
66,BARGAWA,897,731,0,1628,459,384,0,843,843,0,243,7,49,498,11,1,0,0,1,1,0,1,4,2,5,8,1,2,1,2,2,4,843
67,NADINIDHAURA,699,577,0,1276,373,338,0,711,711,0,294,12,90,284,6,0,1,1,1,1,1,1,1,1,0,7,4,0,1,2,1,2,711
68,NADINIDHAURA,722,567,1,1290,320,277,0,597,597,0,82,13,254,204,9,2,2,2,0,3,2,1,1,3,1,10,1,0,2,3,1,1,597
69,NADINIDHAURA,610,462,0,1072,312,223,0,535,535,0,138,9,219,121,1,3,0,3,0,3,3,1,3,3,0,5,2,2,9,2,3,5,535
70,NADINIDHAURA,802,610,0,1412,453,338,0,791,791,0,287,7,156,298,6,2,0,0,0,3,0,0,1,3,2,7,6,1,2,4,2,4,791
71,NADINIDHAURA,407,317,0,724,183,132,0,315,315,0,74,4,94,120,6,0,1,0,0,1,0,0,1,1,4,1,2,1,0,2,3,0,315
72,SAIFPUR,417,346,0,763,160,148,0,308,308,0,13,3,221,52,0,1,0,1,1,4,1,1,1,1,0,6,0,0,0,0,1,1,308
73,SAIFPUR,516,361,0,877,267,193,0,460,460,0,235,3,181,27,0,0,1,0,1,2,0,0,0,0,1,4,3,1,0,0,1,0,460
74,DARIYAPUR,407,374,0,781,181,170,0,351,351,0,194,11,54,79,4,0,1,0,0,1,1,0,0,0,0,4,1,0,0,1,0,0,351
75,DARIYAPUR,486,408,0,894,229,217,0,446,446,0,211,14,145,57,4,0,1,0,0,0,1,0,0,0,0,3,2,1,0,4,3,0,446
76,RAMGARH,616,504,0,1120,330,296,0,626,626,0,53,2,230,303,7,0,0,1,0,6,0,1,4,2,5,8,0,1,0,1,1,1,626
77,RAMGARH,494,373,0,867,259,237,0,496,496,0,22,10,378,52,0,0,3,0,2,7,0,0,1,2,3,2,2,0,1,2,3,6,496
78,RAMGARH,720,579,0,1299,239,212,0,451,451,0,47,21,308,53,0,0,3,1,0,3,1,0,2,1,1,5,1,0,0,2,1,1,451
79,RAMGARH,735,520,0,1255,342,268,0,610,610,0,183,6,204,154,3,0,2,0,0,3,7,1,1,0,0,0,10,7,4,8,14,3,610
80,RAMGARH,635,498,0,1133,307,253,0,560,560,0,166,1,56,295,6,0,0,0,1,2,1,0,3,2,3,8,4,1,0,6,3,2,560
81,MUHAMMADPUR,427,376,0,803,254,245,0,499,499,0,186,7,164,111,4,1,1,0,0,2,0,10,0,1,0,7,3,1,0,0,1,0,499
82,LAXMANGARH,627,517,0,1144,354,279,0,633,633,0,27,14,341,221,12,1,0,0,0,2,1,0,1,2,3,2,1,0,1,4,0,0,633
83,LAXMANGARH,502,355,0,857,250,199,0,449,449,0,140,5,126,138,4,0,0,0,0,1,0,0,2,2,1,9,6,2,2,4,4,3,449
84,PHULPUR,399,328,0,727,221,214,0,435,435,0,166,12,186,58,0,0,0,1,0,2,0,0,1,2,1,4,0,0,0,0,1,1,435
85,KALYANPURKALA,637,519,0,1156,359,336,0,695,695,0,245,8,336,92,1,0,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,695
86,HINAUTA,568,450,0,1018,298,261,0,559,559,0,68,22,191,244,2,0,1,0,1,4,0,10,0,2,2,4,1,0,2,2,2,1,559
87,NAUDAR,657,549,0,1206,310,336,0,646,646,0,183,8,199,204,11,2,9,1,0,4,0,1,3,4,6,6,1,1,0,1,2,0,646
88,NAUDAR,609,492,0,1101,307,260,0,567,567,0,52,2,128,359,8,0,3,0,0,3,0,0,0,0,3,6,0,0,1,2,0,0,567
89,RAIYA,576,464,0,1040,335,284,0,619,619,0,173,4,177,240,7,1,2,0,0,1,1,0,1,0,1,6,2,0,0,1,1,1,619
90,BAIRATH,797,637,0,1434,442,376,0,818,818,0,233,9,321,175,12,2,2,2,0,11,4,2,3,1,11,17,5,0,2,4,0,2,818
91,SARAIRASULPUR,703,568,0,1271,356,316,0,672,672,0,161,13,97,380,2,0,0,0,0,0,0,1,1,5,4,1,1,0,2,3,1,0,672
92,SARAIRASULPUR,518,416,0,934,302,245,0,547,547,0,253,6,156,99,3,0,0,0,0,3,0,2,1,3,6,5,1,2,2,0,2,3,547
93,SEWARI,645,528,0,1173,295,258,0,553,553,0,76,21,333,75,10,0,1,0,2,5,0,3,5,1,11,3,1,0,1,3,1,1,553
94,BHALEHATA,566,465,0,1031,278,259,0,537,537,0,64,6,250,186,4,1,1,0,0,2,0,1,2,0,4,7,1,2,0,5,0,1,537
95,BHALEHATA,734,589,0,1323,365,318,0,683,683,0,218,15,203,175,4,0,0,1,0,3,2,2,5,0,3,10,7,2,9,19,4,1,683
96,HUDHUDIPUR,582,478,0,1060,320,214,0,534,534,0,81,17,378,9,6,0,2,1,1,1,0,3,0,2,4,4,14,0,2,5,2,2,534
97,BACHHAULI,503,387,0,890,278,229,0,507,507,0,280,5,117,86,1,0,3,0,0,1,0,0,2,1,0,5,2,0,0,1,0,3,507
98,SALEMPUR,567,460,0,1027,302,262,0,564,564,0,236,8,165,36,2,1,5,1,1,2,0,1,0,9,80,7,2,2,0,2,3,1,564
99,ITAWA,478,394,0,872,295,274,0,569,569,0,333,11,159,38,4,0,0,0,0,2,0,0,3,2,0,7,4,1,1,1,3,0,569
100,PRABHUPUR,677,586,0,1263,390,330,0,720,720,0,114,15,412,169,2,0,0,1,1,1,1,0,0,1,1,0,2,0,0,0,0,0,720
101,PRABHUPUR,693,615,0,1308,415,361,0,776,776,0,474,9,171,81,10,2,1,1,0,2,0,1,3,2,2,13,0,0,2,0,1,1,776
102,HRIDAYPUR,483,420,0,903,262,257,0,519,519,0,197,7,168,116,10,3,4,0,1,1,0,0,2,1,1,1,1,1,0,3,2,0,519
103,BELWANI,761,664,0,1425,493,386,0,879,879,0,138,11,306,291,18,2,3,1,1,14,1,4,7,1,6,15,5,1,10,28,8,8,879
104,BANSHIPUR,441,372,1,814,254,238,1,493,493,0,96,5,270,73,3,1,4,1,0,2,1,12,1,2,6,3,2,0,0,5,4,2,493
105,BISHUNPURA,289,242,0,531,206,178,0,384,384,0,165,7,174,15,1,1,1,1,1,7,1,1,2,1,0,1,3,0,0,1,0,1,384
106,SURATAPUR,633,538,0,1171,370,281,0,651,651,0,233,11,216,163,6,0,0,2,0,1,1,3,1,1,1,5,1,0,0,3,1,2,651
107,SURATAPUR,427,320,0,747,247,214,0,461,461,0,263,2,38,143,1,1,1,0,0,0,1,0,0,1,2,6,2,0,0,0,0,0,461
108,RAMAULI,587,426,0,1013,299,209,0,508,508,0,174,16,171,107,2,0,7,0,1,2,0,5,1,4,3,4,6,0,0,3,0,2,508
109,RAMAULI,594,487,0,1081,340,318,0,658,658,0,216,17,254,118,1,2,6,4,2,9,1,5,5,4,2,4,3,0,0,2,0,3,658
110,CHAHANIYA,778,623,1,1402,431,377,0,808,808,0,148,22,274,325,5,0,0,2,1,4,2,4,1,1,3,5,6,1,1,0,2,1,808
111,BHAGAWANPUR,494,373,0,867,250,211,0,461,461,0,243,0,115,66,4,1,0,0,0,3,0,10,2,2,1,4,7,1,0,1,1,0,461
112,MAHESHPUR,188,147,0,335,137,121,0,258,258,0,237,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,0,258
113,"MAHUARI KHAS",549,466,0,1015,324,290,0,614,614,0,166,13,204,202,2,0,2,0,0,4,0,2,0,1,1,6,3,1,1,2,1,3,614
114,BISSUPUR,521,417,0,938,336,264,0,600,600,0,207,5,188,161,4,1,2,0,0,1,0,2,3,4,3,6,4,1,1,6,0,1,600
115,KAILAWAR,554,474,0,1028,330,291,0,621,621,0,187,4,150,251,5,0,1,0,0,2,0,0,1,0,2,4,10,1,0,1,1,1,621
116,MATHELA,637,495,0,1132,392,302,0,694,694,0,178,14,376,71,2,2,4,3,6,8,0,0,2,0,11,4,4,0,4,3,1,1,694
117,MATHELA,631,501,0,1132,371,313,0,684,684,0,377,11,249,23,0,1,6,0,0,5,0,2,3,1,0,0,0,0,1,1,1,3,684
118,BISAPUR,190,165,0,355,99,96,0,195,195,0,58,3,101,16,1,0,1,0,1,3,0,0,1,1,3,2,3,0,0,1,0,0,195
119,PAPAURA,681,590,0,1271,396,323,0,719,719,0,83,6,456,114,3,0,1,0,0,3,3,5,3,5,7,4,6,2,6,8,0,4,719
120,PAPAURA,690,615,0,1305,497,364,0,861,861,0,355,4,136,303,0,2,3,1,0,1,1,8,2,3,1,4,25,1,1,2,4,4,861
121,PAKKHOPUR,865,561,0,1426,449,382,0,831,831,0,320,9,265,164,12,1,2,0,1,6,1,1,1,0,3,16,12,0,5,5,3,4,831
122,PAKADI,530,340,0,870,260,220,0,480,480,0,66,5,85,293,6,1,0,0,0,3,10,1,1,1,0,5,0,0,0,3,0,0,480
123,GHANSHYAMPUR,470,282,0,752,231,200,0,431,431,0,171,4,207,14,0,0,0,0,0,5,0,1,2,9,2,7,4,0,2,2,0,1,431
124,KANWAR,988,603,0,1591,486,384,0,870,870,0,222,14,386,193,5,1,3,1,3,4,14,3,1,1,4,4,2,2,2,3,2,0,870
125,DAULATPUR,300,246,0,546,191,151,0,342,342,0,146,8,94,69,2,2,2,0,0,1,0,0,0,2,0,1,13,0,0,0,0,2,342
126,BARAIPUR,371,299,0,670,248,206,0,454,454,0,215,8,103,88,2,0,0,3,0,0,0,1,4,0,12,4,5,2,0,2,5,0,454
127,TRIPATH,584,464,0,1048,285,240,0,525,525,0,58,10,241,115,3,0,0,0,1,3,1,0,5,2,1,4,55,3,5,9,3,6,525
128,MAHRAURA,727,638,0,1365,461,403,0,864,864,0,175,8,309,316,5,0,5,1,0,6,10,2,5,4,3,5,2,0,1,3,1,3,864
129,DERAWAKALA,689,580,0,1269,471,400,0,871,871,0,336,10,232,259,2,1,2,0,1,1,5,1,0,1,2,6,6,0,2,0,1,3,871
130,BHUPAULI,746,586,0,1332,419,348,0,767,767,0,160,17,280,173,7,0,0,1,0,11,68,0,1,4,2,3,14,6,3,8,4,5,767
131,KHARRA,354,320,0,674,248,213,0,461,461,0,139,4,199,93,1,1,1,1,2,5,1,0,0,0,0,2,3,1,1,4,0,3,461
132,MAHARKHA,614,483,0,1097,389,353,0,742,742,0,489,8,177,43,6,0,0,0,0,3,0,1,1,2,1,5,2,0,0,0,3,1,742
133,HANDA,366,331,0,697,250,217,0,467,467,0,279,2,138,20,0,0,0,1,1,0,1,0,1,0,0,4,18,0,0,0,2,0,467
134,UKANIPALRAI,420,319,0,739,244,185,0,429,429,0,30,4,267,101,1,0,0,0,0,2,0,1,0,1,0,3,0,0,2,13,3,1,429
135,ALAHIYA,448,406,0,854,291,250,0,541,541,0,155,2,26,345,4,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,541
136,NAIKOT,477,394,0,871,290,238,0,528,528,0,245,4,156,85,1,2,0,1,2,7,0,0,3,4,0,7,6,0,1,2,1,1,528
137,MANIHARA,562,443,0,1005,309,299,0,608,608,0,265,10,190,97,4,0,1,1,0,5,0,0,2,1,0,8,8,1,2,10,3,0,608
138,KHADEHARA,729,659,0,1388,465,432,0,897,897,0,283,12,373,165,7,1,0,1,1,7,3,2,3,2,2,13,3,1,2,7,2,7,897
139,RISHTHI,482,408,0,890,294,262,0,556,556,0,202,11,164,148,1,1,0,0,0,4,0,2,2,3,0,9,4,0,0,1,1,3,556
140,MAHGAWN,761,582,0,1343,317,396,0,713,713,0,120,7,269,206,4,1,2,1,0,13,2,16,2,2,1,18,14,1,13,10,1,10,713
141,MAHGAWN,291,247,0,538,183,167,0,350,350,0,125,8,125,56,3,0,2,1,3,3,1,9,1,0,2,5,4,0,1,1,0,0,350
142,AMILAI,545,493,0,1038,342,303,0,645,645,0,288,1,128,208,0,0,1,1,2,2,1,1,2,0,0,5,2,0,0,2,1,0,645
143,AMILAI,485,419,0,904,300,256,0,556,556,0,399,0,22,109,4,0,0,0,0,0,0,0,4,0,1,8,3,1,1,0,0,4,556
144,ORAWA,711,546,0,1257,362,310,0,672,672,0,188,14,185,247,1,0,1,0,0,3,0,0,2,0,10,1,4,5,3,5,2,1,672
145,KANDHI,306,245,0,551,174,159,0,333,333,0,60,2,83,38,1,1,2,4,0,2,1,0,2,1,131,2,0,1,0,0,2,0,333
146,DINDASPUR,646,545,0,1191,297,308,0,605,605,0,213,18,266,76,2,3,0,2,1,8,0,0,2,2,1,1,4,0,3,1,1,1,605
147,DINDASPUR,531,409,1,941,299,242,0,541,541,0,69,15,308,80,3,1,2,1,2,11,2,1,4,3,1,4,7,1,8,9,6,3,541
148,DINDASPUR,376,290,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,KHONPUR,500,394,0,894,270,247,0,517,517,0,156,3,98,243,2,0,1,0,0,0,1,2,0,0,1,7,0,0,0,0,1,2,517
150,RANEPUR,558,443,0,1001,278,239,0,517,517,0,118,27,231,91,3,0,6,1,4,3,1,3,2,1,3,10,1,0,2,5,1,4,517
151,RANEPUR,723,559,0,1282,366,281,0,647,647,0,237,14,313,34,1,0,2,1,2,2,0,1,4,2,1,10,6,3,6,2,3,3,647
152,GOPALIPUR,305,223,0,528,166,140,0,306,306,0,2,4,26,257,8,1,0,0,0,2,0,0,0,0,2,1,0,3,0,0,0,0,306
153,SALEMPUR,566,467,0,1033,295,247,0,542,542,0,29,16,370,32,3,1,2,3,1,7,0,34,6,3,23,6,2,2,0,2,0,0,542
154,SALEMPUR,430,350,0,780,272,215,0,487,487,0,243,12,124,12,3,0,4,2,0,4,3,4,2,2,53,11,2,0,0,2,4,0,487
155,CHHITTAMPUR,420,314,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,DEDHAWAL,845,685,0,1530,419,332,0,751,751,0,85,31,484,54,3,3,0,2,5,14,1,1,9,4,8,19,2,3,7,12,1,3,751
157,DHARAHARA,772,599,0,1371,428,348,0,776,776,0,29,41,576,63,6,3,8,0,2,11,4,4,3,3,2,3,3,1,4,3,1,6,776
158,DHARAHARA,650,512,0,1162,417,345,0,762,762,0,459,10,44,189,1,1,1,2,1,4,1,0,4,2,7,21,7,0,0,2,5,1,762
159,BISHUNPURA,689,543,0,1232,409,291,0,700,700,0,75,10,344,172,2,2,1,4,2,2,1,6,4,4,41,7,4,2,0,9,7,1,700
160,ITAWA,671,505,0,1176,413,299,0,712,712,0,159,15,394,78,6,1,5,3,1,9,0,1,7,3,5,10,4,1,2,2,1,5,712
161,DURGAPUR,391,326,0,717,256,222,0,478,478,0,142,8,256,54,0,1,0,0,0,1,0,1,1,1,0,0,6,0,2,5,0,0,478
162,LEHARA,416,376,0,792,282,255,0,537,537,0,88,10,93,333,2,1,0,0,0,1,0,0,1,3,0,3,1,0,0,0,1,0,537
163,HARIHARPUR,255,224,0,479,190,167,0,357,357,0,222,2,102,19,1,0,1,0,0,0,0,0,1,0,0,2,6,0,0,1,0,0,357
164,TAJPUR,784,671,0,1455,478,410,0,888,888,0,196,9,515,110,3,2,3,2,1,9,1,0,4,1,2,0,8,2,3,13,3,1,888
165,TAJPUR,619,482,0,1101,407,304,0,711,711,0,503,8,131,55,0,0,1,0,0,2,0,0,0,0,1,0,4,1,1,0,3,1,711
166,"SAREHUA KHURD",393,359,0,752,253,258,0,511,511,0,185,9,81,215,6,0,0,0,1,0,0,4,1,1,0,2,2,0,0,1,2,1,511
167,"SAREHUA KALAN",490,413,0,903,252,229,0,481,481,0,67,10,251,129,2,1,1,0,0,2,1,0,4,1,0,8,0,0,0,3,0,1,481
168,RUPETHA,421,320,0,741,279,227,0,506,506,0,265,8,170,47,0,0,0,0,0,1,0,0,3,1,1,7,2,0,0,0,1,0,506
169,KHAIRUDINPUR,707,557,0,1264,449,391,0,840,840,0,288,12,216,236,5,2,9,0,1,9,1,0,4,4,3,16,8,6,7,6,3,4,840
170,KAILI,354,268,0,622,212,164,0,376,376,0,14,3,229,65,5,0,0,1,1,3,18,2,2,2,1,3,0,2,14,7,1,3,376
171,KAILI,596,498,0,1094,360,321,0,681,681,0,229,14,229,155,3,1,1,1,1,12,3,1,2,0,0,11,4,2,2,6,0,4,681
