"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA KUMAR OJHA","2 - BRIJ BHUSAN SHARAN SINGH","3 - MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP","4 - VINOD KUMAR ALIAS  PANDIT SINGH","5 - GOVIND PRASAD","6 - CHAMAN LAL KASAUNDHAN","7 - NIRHU","8 - NIHALUDDIN AHAMAD","9 - RIZWAN AHMAD","10 - JAMEER AHMAD","11 - NISHANT KANCHAN","12 - PRAHLAD  NATH MISHRA","13 - MUNNI","14 - RAMPHER  ALIAS  CHUNTI","15 - None of the Above","Total Votes Secured"
47,KANDHBHARI,658,568,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,KANDHBHARI,751,665,0,1416,433,365,0,798,798,0,145,427,37,143,3,0,2,2,2,0,2,6,4,11,14,798
49,"KHANPUR MALLOH",790,644,0,1434,471,331,0,802,800,0,98,241,72,353,6,1,0,2,3,3,3,1,1,12,6,802
50,"KHANPUR MALLOH",750,667,0,1417,435,320,0,755,743,0,221,322,68,83,4,3,1,1,2,2,5,7,9,12,15,755
51,GANESHPUR,283,278,0,561,174,150,0,324,324,0,43,80,66,104,3,0,0,1,1,1,3,6,4,6,6,324
52,GINDHARIYA,752,610,0,1362,397,308,0,705,694,0,30,41,104,490,4,1,1,1,2,2,0,2,2,10,15,705
53,GINDHARIYA,702,527,0,1229,421,335,0,756,756,0,99,7,164,443,3,1,0,2,3,3,4,4,5,7,11,756
54,NIGOH,599,498,0,1097,310,269,0,579,561,0,125,311,36,86,1,1,0,0,3,3,0,0,3,6,4,579
55,NIGOH,209,167,0,376,134,104,0,238,237,0,25,43,10,149,3,0,0,0,0,0,1,2,1,2,2,238
56,"RANIYAPUR GOBRAHI",538,486,0,1024,329,289,0,618,600,0,98,430,32,26,3,2,1,0,1,3,2,3,3,9,5,618
57,"RANIYAPUR GOBRAHI",417,362,0,779,244,157,0,401,401,0,77,207,18,75,1,1,1,1,1,2,4,0,0,8,5,401
58,"UDHARNA SARDAHI",571,472,0,1043,333,253,0,586,585,0,86,309,41,122,2,2,0,1,1,0,0,3,4,8,7,586
59,KATORWA,410,355,0,765,270,187,0,457,450,0,119,250,20,51,0,0,1,0,3,0,0,1,2,8,2,457
60,NEWLAPUR,601,489,0,1090,376,282,0,658,650,0,126,220,69,218,4,2,2,0,1,1,1,2,3,6,3,658
61,SULTANAMAFI,361,318,0,679,240,183,0,423,421,0,118,125,74,85,1,0,2,0,0,0,1,1,1,6,9,423
62,KANCHAR,390,392,0,782,211,124,0,335,335,0,45,177,36,37,2,1,0,0,5,5,2,3,3,10,9,335
63,KANCHAR,597,427,0,1024,280,125,0,405,400,0,86,213,32,61,0,0,0,3,3,1,1,0,0,4,1,405
64,KANCHAR,522,469,0,991,244,171,0,415,407,0,66,247,49,24,0,1,0,2,0,0,1,3,2,9,11,415
65,KANCHAR,539,397,0,936,259,125,0,384,384,0,45,239,56,34,0,1,0,0,3,0,1,0,1,1,3,384
66,KANCHAR,408,285,0,693,122,48,0,170,2,0,24,112,12,14,0,0,0,2,1,1,0,1,0,0,3,170
67,NETHIYA,454,371,0,825,274,254,0,528,525,0,134,265,29,44,3,0,0,4,3,4,1,4,8,18,11,528
68,NETHIYA,394,312,0,706,236,172,0,408,404,0,49,236,48,39,2,1,1,1,1,3,3,7,5,7,5,408
69,GHANGHATA,351,317,0,668,214,161,0,375,371,0,140,130,37,36,3,0,2,1,1,1,1,6,3,6,8,375
70,SHIVSAHAY,467,391,0,858,284,135,0,419,400,0,55,251,60,28,0,1,1,0,0,1,2,2,2,8,8,419
71,JHURIKUINYA,622,547,0,1169,313,374,0,687,680,0,244,253,28,130,3,2,1,1,1,1,1,2,3,7,10,687
72,JAMUNAHAKALA,787,648,0,1435,376,283,0,659,657,0,129,255,91,138,1,5,1,0,5,5,1,1,9,13,5,659
73,BADAGOUN,591,513,0,1104,376,283,0,659,657,0,129,255,91,138,1,5,1,0,5,5,1,1,9,13,5,659
74,BADAGOUN,586,549,0,1135,349,268,0,617,617,0,227,187,33,146,7,0,0,1,1,3,2,0,0,3,7,617
75,DOLKUNWA,612,547,0,1159,379,282,0,661,651,0,122,377,27,112,5,2,0,0,3,1,0,1,3,5,3,661
76,DOLKUNWA,536,435,0,971,282,201,0,483,482,0,116,205,32,117,0,0,0,0,0,1,1,0,0,4,7,483
77,GANGAJAMUNI,455,415,0,870,265,207,0,472,472,0,118,213,71,55,1,0,0,0,1,0,0,1,3,4,5,472
78,GANGAJAMUNI,492,409,0,901,260,195,0,455,454,0,138,201,50,32,0,0,1,2,0,4,0,1,3,9,14,455
79,"PRATAPPUR UPRAHAR",733,627,0,1360,449,299,0,748,740,0,162,273,167,91,2,2,3,0,3,2,6,0,10,15,12,748
80,LODHEJOT,288,275,0,563,191,161,0,352,325,0,69,159,41,76,0,0,0,1,0,0,0,1,3,1,1,352
81,RAMNAGRA,630,573,0,1203,377,359,0,736,720,0,128,276,209,54,3,2,4,1,2,9,5,8,10,9,16,736
82,BANJRIYA,511,401,0,912,235,170,0,405,405,0,152,91,43,98,0,0,0,2,1,2,0,3,2,3,8,405
83,BANJRIYA,426,410,0,836,225,178,0,403,403,0,84,179,32,101,1,0,0,0,0,2,0,0,2,2,0,403
84,HARDAHI,386,329,0,715,251,216,0,467,465,0,81,174,30,154,8,1,1,0,0,1,0,1,3,10,3,467
85,HARDAHI,484,416,0,900,306,229,0,535,529,0,170,129,20,192,6,0,0,1,0,1,4,1,1,4,6,535
86,SEMRA,497,411,0,908,281,214,0,495,490,0,28,258,33,144,2,0,1,0,2,0,1,1,6,9,10,495
87,GULRIHA,723,559,1,1283,402,289,0,691,686,0,167,212,220,44,2,0,1,2,4,6,3,3,6,11,10,691
88,"RAJAPUR GIRANT",539,402,0,941,329,191,0,520,512,0,68,293,35,71,3,0,0,2,3,0,3,3,7,14,18,520
89,"RAJAPUR GIRANT",643,581,0,1224,381,294,0,675,675,0,181,217,103,123,3,1,0,2,4,6,2,4,4,13,12,675
90,"RAJAPUR GIRANT",547,458,0,1005,295,236,0,531,524,0,119,256,50,76,3,2,2,2,0,2,2,1,2,8,6,531
91,DIGITPUR,618,525,0,1143,298,235,0,533,530,0,183,94,113,101,4,0,2,1,2,4,2,3,4,12,8,533
92,DIGITPUR,631,571,0,1202,368,282,0,650,640,0,43,338,146,77,3,2,1,1,2,5,2,6,4,12,8,650
93,SHEKHAPUR,699,518,1,1218,383,227,0,610,605,0,117,306,36,122,0,0,2,1,2,2,3,3,1,8,7,610
94,"UDHARNA THAKURAIN",566,494,0,1060,343,285,0,628,600,0,130,293,85,62,3,3,1,0,9,6,2,4,4,10,16,628
95,"MUNDERWA THAKURAIN",608,486,0,1094,372,275,0,647,641,0,158,260,15,196,2,0,0,0,2,0,1,3,2,2,6,647
96,KAKRAMOHAMMADPUR,486,396,0,882,237,121,0,358,358,0,68,99,65,105,2,1,0,1,0,3,4,3,2,1,4,358
97,KAKRAMOHAMMADPUR,446,427,1,874,244,168,0,412,412,0,140,74,87,94,0,1,0,0,1,3,0,2,1,6,3,412
98,SEMRAUNA,580,474,0,1054,368,272,0,640,437,0,102,292,43,162,0,0,1,0,5,2,5,4,8,10,6,640
99,JALALPUR,681,569,0,1250,424,250,0,674,665,0,108,427,50,58,1,0,0,3,1,1,2,2,5,13,3,674
100,"GUDHANI BHALUHIYA",580,440,0,1020,282,173,0,455,450,0,152,80,135,47,1,1,2,3,3,2,1,5,4,6,13,455
101,"BUTHANI BHULAHIYA",430,402,0,832,252,123,0,375,324,0,86,113,120,38,1,0,0,0,0,3,0,1,1,9,3,375
102,BALAPUR,634,511,0,1145,316,144,0,460,460,0,189,93,92,48,0,1,0,0,0,2,2,3,6,11,13,460
103,BALAPUR,595,433,0,1028,284,186,0,470,469,0,71,152,80,120,4,2,1,2,0,6,2,4,7,9,10,470
104,BALAPUR,604,456,0,1060,169,75,0,244,240,0,60,62,56,51,0,0,0,0,0,2,0,0,0,9,4,244
105,BALAPUR,606,504,0,1110,265,227,0,492,492,0,144,113,195,15,2,0,2,0,4,3,0,4,1,5,4,492
106,"PARSIYA PANDIT",400,328,0,728,275,185,0,460,455,0,30,313,83,19,0,0,0,0,0,0,1,0,2,8,4,460
107,PADARI,603,508,0,1111,403,266,0,669,668,0,62,233,167,150,7,0,1,1,2,2,1,11,6,7,19,669
108,PARNA,502,424,0,926,275,211,0,486,486,0,96,302,18,30,0,1,3,2,2,4,3,3,5,13,4,486
109,PARNA,430,391,1,822,282,166,0,448,445,0,74,325,20,22,0,0,1,0,0,0,0,1,0,4,1,448
110,KHAJURA,678,602,0,1280,424,234,0,658,658,0,48,400,45,151,0,2,1,0,0,2,1,0,1,4,3,658
111,KHAJURAR,662,532,0,1194,371,235,0,606,558,0,171,168,26,227,3,0,1,1,0,0,2,0,1,5,1,606
112,BILRAWA,717,612,0,1329,503,362,0,865,858,0,231,416,48,107,4,3,2,1,2,6,7,6,5,16,11,865
113,"RANIPUR TILAK",555,499,0,1054,345,278,0,623,622,0,147,249,167,36,1,0,1,2,0,1,0,2,3,8,6,623
114,DHAULI,554,477,0,1031,339,258,0,597,580,0,66,281,180,45,1,0,1,2,0,1,1,3,2,12,2,597
115,SUNGA,781,625,0,1406,408,305,0,713,713,0,116,69,96,405,6,1,0,2,2,2,2,3,0,1,8,713
116,NEJABHAR,824,715,0,1539,540,395,0,935,935,0,303,392,82,71,1,0,4,2,3,6,8,6,9,24,24,935
117,GOPARA,277,227,0,504,199,153,0,352,320,0,100,127,40,70,1,0,0,1,0,0,2,1,2,1,7,352
118,KALUI,379,312,0,691,274,206,0,480,480,0,89,202,40,113,4,1,0,1,1,3,1,3,2,13,7,480
119,SEMRIYAWA,585,503,0,1088,364,306,0,670,664,0,189,306,49,105,1,1,1,0,1,1,0,2,0,9,5,670
120,PAHALWARA,558,457,0,1015,347,247,0,594,494,0,190,249,45,89,1,0,0,0,0,1,2,0,3,9,5,594
121,DEWARIYA,250,234,0,484,168,168,0,336,336,0,39,186,43,39,2,1,0,2,3,1,1,2,3,7,7,336
122,VAINI,432,372,0,804,324,204,0,528,519,0,143,261,36,73,2,0,1,0,1,2,1,0,1,1,6,528
123,"PARSIYA ALAM",524,463,0,987,359,270,0,629,629,0,194,192,47,143,2,1,1,2,2,8,2,1,7,10,17,629
124,KHURTHUVA,332,279,0,611,238,183,0,421,421,0,110,177,15,90,2,0,0,1,2,1,1,3,4,5,10,421
125,KHAJURI,724,639,0,1363,468,352,0,820,800,0,213,373,31,165,2,0,0,0,1,2,1,1,8,11,12,820
126,SHIVDAHA,686,615,0,1301,426,218,0,644,630,0,154,304,26,113,5,2,1,3,0,1,4,3,2,12,14,644
127,SHIVDAHA,809,653,0,1462,486,296,0,782,779,0,155,413,30,136,2,2,1,0,3,4,0,3,1,18,14,782
128,SHIVDAHA,557,417,0,974,361,249,0,610,593,0,177,206,33,164,4,0,2,1,4,1,2,0,2,4,10,610
129,SHIVDAHA,399,322,1,722,215,146,0,361,360,0,163,133,9,36,0,0,2,0,2,0,2,2,3,4,5,361
130,KALHWAPUR,179,157,0,336,136,112,0,248,248,0,14,167,2,63,0,1,0,0,0,0,0,0,0,1,0,248
131,AILO,569,515,0,1084,324,231,0,555,555,0,84,235,30,178,5,0,0,0,3,0,1,2,4,4,9,555
132,AILO,531,429,0,960,264,221,0,485,480,0,118,177,35,137,1,0,0,1,2,1,1,1,2,7,2,485
133,LAKHAHIPUTLITARA,597,502,0,1099,426,213,0,639,638,0,80,476,38,39,0,0,0,0,0,0,0,3,0,2,1,639
134,"SHANBHU TIKRI",545,425,0,970,391,243,0,634,634,0,199,336,28,48,2,0,1,0,0,5,0,0,0,7,8,634
135,"SHANBHU TIKRI",235,252,0,487,118,109,0,227,227,0,53,137,15,14,0,0,0,0,0,0,1,0,1,3,3,227
136,LALPUR,843,727,1,1571,500,406,0,906,905,0,120,253,37,434,12,3,2,3,1,3,2,2,8,7,19,906
137,SARTAHI,360,317,0,677,248,184,0,432,431,0,55,132,43,175,3,0,1,0,1,1,2,2,2,7,8,432
138,"HATWAGOPAL PUR",579,524,0,1103,370,264,0,634,634,0,148,193,46,223,8,0,0,3,1,3,0,1,0,4,4,634
139,AMDAPUR,619,546,0,1165,377,280,0,657,657,0,216,175,74,154,4,1,0,1,1,3,0,1,3,9,15,657
140,AMDAPUR,550,449,0,999,316,200,0,516,506,0,145,220,67,66,0,0,0,0,0,0,1,0,3,2,12,516
141,HASUWAPARA,477,414,0,891,322,264,0,586,585,0,149,223,32,146,1,0,0,1,0,1,2,5,2,6,18,586
142,"JIGNIYAJASKARAN SINGH",407,357,0,764,200,147,0,347,347,0,35,160,26,101,1,0,0,1,2,3,1,1,3,5,8,347
143,HASUWAPARA,751,625,0,1376,355,171,0,526,522,0,132,152,105,115,3,1,0,0,0,4,1,3,3,5,2,526
144,SAHASRAWA,574,503,0,1077,374,292,0,666,662,0,114,159,253,108,5,3,1,1,0,2,0,1,5,4,10,666
145,AKRAOUR,473,440,0,913,331,219,0,550,550,0,265,190,26,38,0,0,1,0,0,4,3,2,2,14,5,550
146,AKRAOUR,466,401,0,867,237,157,0,394,394,0,188,123,30,31,0,1,1,0,0,2,0,1,4,11,2,394
147,"MANIKAPUR KALA",605,528,0,1133,451,335,0,786,786,0,209,362,86,84,2,1,1,1,0,5,2,4,1,16,12,786
148,SEWASMADHI,294,258,0,552,186,121,0,307,307,0,143,63,62,26,2,0,0,0,0,4,0,2,3,0,2,307
149,SEWASMADHI,277,243,0,520,185,169,0,354,347,0,69,117,114,23,2,1,1,0,1,3,1,3,1,12,6,354
150,PIPRAPDARTH,640,584,0,1224,386,366,0,752,751,0,286,120,66,221,8,0,2,2,1,6,5,4,5,6,20,752
151,KODARITAL,428,393,0,821,276,226,0,502,500,0,290,115,26,47,1,1,1,0,0,1,0,2,3,2,13,502
152,BANIYAGAUN,519,457,0,976,322,261,0,583,583,0,119,126,194,115,2,0,0,1,0,1,3,3,5,11,3,583
153,ROHNIBHARI,524,440,0,964,284,196,0,480,479,0,92,266,28,66,2,0,1,0,0,2,0,3,4,12,4,480
154,GURCHAHI,529,424,0,953,279,222,0,501,501,0,136,180,52,107,2,0,0,1,1,2,6,1,2,3,8,501
155,GURCHAHI,451,377,0,828,254,177,0,431,431,0,117,109,97,76,3,1,1,0,2,3,2,1,4,6,9,431
156,KUSHBHAUNA,642,566,0,1208,338,307,0,645,644,0,71,314,85,144,3,1,0,1,7,4,0,3,1,8,3,645
157,SOHIRYAWA,662,558,0,1220,398,337,0,735,735,0,181,298,92,129,4,2,0,1,3,3,0,2,2,9,9,735
158,SOHARIYAWA,712,634,0,1346,438,314,0,752,735,0,147,286,99,176,3,0,1,0,0,1,5,6,8,11,9,752
159,SOHARIYAWA,434,368,0,802,285,237,0,522,522,0,131,151,65,145,2,1,1,0,2,2,0,2,1,9,10,522
160,SOHARIYAWA,467,437,0,904,276,217,0,493,106,0,145,188,37,98,3,2,0,1,0,1,1,3,2,4,8,493
161,NARAYANPUR,568,498,0,1066,386,259,0,645,645,0,125,251,138,105,1,3,1,1,3,0,2,3,1,7,4,645
162,DUHELWA,487,462,0,949,294,252,0,546,530,0,81,205,45,193,1,0,2,0,2,1,0,1,4,7,4,546
163,SUHELWA,692,607,0,1299,454,259,0,713,713,0,102,177,144,252,5,3,0,1,2,2,2,4,4,3,12,713
164,PYAGPUR,824,636,0,1460,492,349,0,841,841,0,48,251,385,116,1,2,1,2,3,1,3,4,5,6,13,841
165,PYAGPUR,775,725,0,1500,518,408,0,926,926,0,68,204,461,137,5,0,3,1,7,4,5,1,7,11,12,926
166,PYAGPUR,827,699,0,1526,519,354,0,873,870,0,166,403,238,28,0,0,0,0,2,5,2,2,7,10,10,873
167,"BHUPGANJ BAZAR (NURPUR)",748,641,0,1389,435,354,0,789,789,0,177,377,151,59,0,1,0,1,2,2,0,1,0,7,11,789
168,"BHUPGANJ BAZAR (NURPUR)",464,405,0,869,281,186,0,467,467,0,92,267,60,12,0,0,1,1,3,0,3,2,8,8,10,467
169,NOORPUR,708,607,0,1315,576,153,0,729,729,0,122,254,135,172,1,1,2,2,2,2,9,7,4,4,12,729
170,RUKNAPUR,610,522,0,1132,418,276,0,694,690,0,131,223,94,212,6,2,1,2,2,4,2,2,3,3,7,694
171,RUKNAPUR,642,577,0,1219,385,235,0,620,620,0,69,316,89,93,3,1,2,3,2,4,5,2,5,9,17,620
172,"JHALA TARHAR",655,562,0,1217,407,304,0,711,711,0,74,235,248,98,4,1,1,1,3,4,4,3,3,13,19,711
173,"JHALA TARHAR",411,352,0,763,251,174,0,425,422,0,51,155,111,84,2,1,0,2,2,3,3,0,2,6,3,425
174,"TALAB BAGHEL",275,223,0,498,141,125,0,266,266,0,52,63,23,99,2,2,0,0,0,2,1,3,0,3,16,266
175,"TALAB BAGHEL",628,553,0,1181,373,244,0,617,617,0,17,333,65,173,4,1,0,0,2,0,4,3,0,1,14,617
176,"TALAB BAGHEL",455,378,0,833,282,204,0,486,484,0,171,54,84,164,0,1,0,0,2,3,0,1,0,2,4,486
177,"TALAB BAGHEL",457,439,0,896,250,239,0,489,480,0,33,80,106,263,1,0,0,0,1,0,1,2,1,1,0,489
178,BHAGATPURWA,490,395,0,885,259,219,0,478,15,0,41,300,38,51,0,0,1,3,1,2,4,3,8,14,12,478
179,BHAGATPURWA,454,377,0,831,241,214,0,455,455,0,95,214,60,58,1,0,2,0,2,1,1,0,2,10,9,455
180,KASHIJOT,465,382,0,847,258,220,0,478,478,0,29,172,42,228,1,0,0,2,0,0,0,0,1,2,1,478
181,KASHIJOT,387,335,0,722,204,200,0,404,403,0,91,85,51,132,5,1,0,1,1,2,2,7,1,7,18,404
182,KASHIJOT,815,665,0,1480,499,408,0,907,906,0,139,298,151,224,2,1,1,2,6,6,8,7,19,16,27,907
183,SACHAULI,535,485,0,1020,349,251,0,600,488,0,78,348,147,13,0,1,0,0,1,1,0,1,2,6,2,600
184,SACHAULI,530,415,0,945,270,163,0,433,250,0,46,143,65,164,5,0,0,1,1,0,0,2,1,3,2,433
185,SACHAULI,740,545,0,1285,368,210,0,578,405,0,151,61,114,212,6,3,0,2,4,0,1,2,1,5,16,578
186,JAISAURA,726,608,0,1334,411,281,0,692,588,0,200,312,75,61,2,2,2,1,0,3,2,4,9,12,7,692
187,CHAISAR,492,387,0,879,259,192,0,451,437,0,22,190,13,211,1,0,0,0,1,2,1,3,0,1,6,451
188,CHAISAR,496,456,0,952,253,229,0,482,480,0,83,343,12,33,0,0,0,1,1,1,0,0,1,4,3,482
189,GANGUDEWAR,618,510,0,1128,359,224,0,583,580,0,103,381,8,58,2,1,0,2,1,2,0,1,7,12,5,583
190,MANIKAPUR,570,474,0,1044,323,240,0,563,560,0,152,288,33,56,0,1,1,1,4,5,1,3,6,5,7,563
191,MANIKAPUR,537,469,1,1007,317,204,0,521,518,0,140,167,22,133,5,2,1,1,3,2,6,3,5,6,25,521
192,GANGWAL,727,582,0,1309,434,246,0,680,675,0,67,81,26,465,8,0,1,4,4,5,5,1,2,6,5,680
193,GANGWAL,842,669,0,1511,460,297,0,757,545,0,48,332,63,299,5,1,1,1,1,0,1,1,1,3,0,757
194,GANGWAL,418,340,0,758,263,162,0,425,58,0,67,250,30,52,3,0,0,1,0,0,3,3,5,7,4,425
195,GANGWAL,462,384,0,846,271,175,0,446,383,0,56,235,46,64,3,2,1,3,3,2,2,6,6,6,11,446
196,BANGHUSRA,472,378,0,850,268,168,0,436,436,0,117,145,98,54,1,0,2,1,1,2,1,3,2,5,4,436
197,BANGHUSRA,426,350,0,776,226,143,0,369,275,0,74,121,119,31,0,2,0,0,3,2,1,0,2,10,4,369
198,BANGHUSRA,468,343,0,811,243,137,0,380,243,0,76,122,77,62,1,1,1,1,1,1,4,3,4,14,12,380
199,PRATAPPUR,493,438,0,931,275,181,0,456,453,0,113,116,106,91,4,1,1,1,1,2,2,2,4,4,8,456
200,PRATAPPUR,358,297,0,655,191,95,0,286,286,0,52,79,94,32,0,0,2,0,1,4,2,3,0,11,6,286
201,"SHIVPUR BAIRAGI",446,393,0,839,226,262,0,488,488,0,106,174,95,69,2,2,0,1,3,3,3,5,6,6,13,488
202,"SHIVPUR BAIRAGI",445,409,0,854,218,164,0,382,382,0,71,104,65,111,3,0,3,1,3,1,1,1,5,6,7,382
203,"LAKHANAPUR GONDA",623,512,0,1135,345,204,0,549,9,0,287,161,32,38,2,0,1,0,1,3,2,0,2,7,13,549
204,FATTEPURWA,396,345,0,741,241,189,0,430,430,0,148,113,73,71,2,3,0,2,2,4,2,0,2,3,5,430
205,CHANDAIPUR,421,369,0,790,259,214,0,473,3,0,100,113,91,114,15,3,1,1,3,2,0,3,4,7,16,473
206,CHANDAIPUR,434,372,0,806,233,215,0,448,445,0,49,203,72,75,2,1,2,1,3,4,1,6,8,11,10,448
