"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
224,"P.S. NAGLA VARI PATTI DEVRI R.N. 2",489,367,0,856,351,255,0,606,24,0,3,302,83,207,0,1,0,0,4,6,606
225,"P.S. NAGLA UDAIYA",640,512,0,1152,377,230,0,607,607,0,28,46,156,367,2,1,2,0,1,4,607
226,"P.S. BHIMPUR",404,297,0,701,248,159,0,407,81,0,133,98,94,75,1,0,2,2,1,1,407
227,"P.S. BAPANDAI",472,366,0,838,305,203,0,508,120,0,69,44,300,79,4,3,1,2,2,4,508
228,"P.S. SHANKARAPUR",515,407,0,922,302,241,0,543,2,0,3,115,153,262,3,3,2,1,0,1,543
229,"P.S. KATAI",383,297,0,680,222,180,0,402,402,0,2,104,101,183,8,2,0,1,1,0,402
230,"P.S. JARAIRA R.N. 1",719,587,0,1306,366,298,0,664,8,0,86,159,389,24,1,0,0,4,1,0,664
231,"P.S. JARAIRA R.N. 2",488,389,0,877,290,204,0,494,494,0,29,187,263,10,1,1,2,0,0,1,494
232,"P.S. SARAY",246,230,0,476,176,155,0,331,331,0,19,162,121,19,3,1,1,1,1,3,331
233,"P.S. BHAIKURI R.N. 1",631,492,0,1123,377,261,0,638,200,0,77,118,346,86,0,5,1,0,3,2,638
234,"P.S. BHAIKURI R.N. 2",643,507,0,1150,399,335,0,734,192,0,99,83,377,163,5,1,1,1,3,1,734
235,"JANTA INTER COLLEGE BARASOLI R.N. 1",707,553,0,1260,465,337,0,802,31,0,11,174,562,42,1,3,0,6,2,1,802
236,"P.S. BARASOLI R.N. 2",592,445,0,1037,305,203,0,508,4,0,8,178,254,60,3,1,0,2,1,1,508
237,"P.S. MATHURAPUR",739,605,0,1344,438,332,0,770,770,0,33,321,387,12,2,2,1,3,2,7,770
238,"P.S. ANDAULI R.N. 2",524,397,0,921,406,311,0,717,717,0,5,647,33,21,4,3,1,0,3,0,717
239,"P.S. ANDAULI R.N. 2",445,359,0,804,299,215,0,514,3,0,14,147,281,57,3,5,0,2,3,2,514
240,"P.S. KANAU R.N. 1",630,521,0,1151,475,225,0,700,14,0,26,20,423,214,0,2,0,5,2,8,700
241,"P.S. KANAU R.N. 2",723,599,0,1322,440,310,0,750,12,0,52,263,306,109,6,6,3,1,1,3,750
242,"P.S. GADHAULA",177,141,0,318,119,99,0,218,28,0,0,90,81,46,1,0,0,0,0,0,218
243,"P.S. MAHEVA",329,284,0,613,230,175,0,405,5,0,2,173,120,107,1,0,0,1,0,1,405
244,"P.S. BHINTAR",761,616,0,1377,498,394,0,892,90,0,10,394,426,41,1,6,1,5,0,8,892
245,"P.S. SHAHABAJAPUR",365,328,0,693,318,234,0,552,26,0,0,449,69,29,1,1,1,0,1,1,552
246,"JR. HIGH  DHANDAULI",553,421,0,974,345,261,0,606,606,0,123,159,219,94,1,2,1,1,1,5,606
247,"P.S. RAMAPUR",709,558,0,1267,335,325,0,660,660,0,48,26,443,127,2,2,1,4,2,5,660
248,"P.S. NAGLA TATAR",189,153,0,342,167,143,0,310,22,0,0,0,291,16,3,0,0,0,0,0,310
249,"P.S. NABIPUR",352,287,0,639,236,208,0,444,147,0,3,200,140,98,1,0,1,1,0,0,444
250,"P.S. ITRANI",395,327,0,722,194,267,0,461,2,0,27,153,244,33,0,0,1,1,1,1,461
251,"P.S. GANGAPUR",527,440,0,967,322,242,0,564,564,0,136,141,188,84,3,2,0,5,2,3,564
252,"P.S. RAJNAGAR",508,412,0,920,302,243,0,545,545,0,1,45,380,114,3,1,0,0,1,0,545
253,"P.S. NAGLA AAL",660,571,0,1231,411,333,0,744,12,0,62,120,433,110,9,1,1,2,2,4,744
254,"P.S. HAITHA RAGHUNATHAPUR",848,668,0,1516,455,333,0,788,175,0,52,131,364,236,2,0,0,1,1,1,788
255,"P.S. SHRINAGAR",446,365,0,811,250,175,0,425,425,0,7,19,367,25,2,0,1,2,1,1,425
256,"P.S. RASULAPUR",325,271,0,596,216,178,0,394,14,0,1,123,208,60,1,0,0,0,0,1,394
257,"VADH ABDULA HAIPUR",869,684,0,1553,483,386,0,869,11,0,105,354,249,138,3,4,1,4,2,9,869
258,"VADH ABDULA HAIPUR AN",325,270,0,595,177,103,0,280,20,0,75,13,109,80,0,0,0,0,2,1,280
259,"P.S. RAM NAGARIYA",280,245,0,525,209,170,0,379,379,0,176,1,186,14,0,0,0,0,0,2,379
260,"P.S. BANAVARIPUR",449,363,0,812,290,212,0,502,502,0,5,124,331,34,1,3,0,0,2,2,502
261,"P.S. JAGADEVAPUR",362,290,0,652,194,114,0,308,89,0,84,17,188,15,4,0,0,0,0,0,308
262,SIKTARA,440,391,0,831,281,223,0,504,38,0,10,175,277,27,2,2,0,3,2,6,504
263,SIKTARA,291,257,0,548,190,170,0,360,360,0,5,211,130,9,0,1,0,1,2,1,360
264,P.S.SIDHAMAI,631,542,1,1174,457,342,0,799,29,0,39,195,515,38,2,5,1,0,1,3,799
265,HASAYAN,660,517,1,1178,470,307,0,777,28,0,40,43,398,290,2,2,0,1,0,1,777
266,HASAYAN,351,275,0,626,198,112,0,310,110,0,10,58,50,184,5,0,0,1,2,0,310
267,"KORIYAN KHURD, CHAMARAN, DAKHAL",670,567,0,1237,399,282,0,681,66,0,33,241,174,224,4,1,0,0,1,3,681
268,HASAYAN,702,596,0,1298,434,340,0,774,241,0,30,83,448,200,2,5,0,1,0,5,774
269,"P.S. BADNAPUR",258,210,0,468,191,141,0,332,82,0,1,55,74,201,0,0,0,0,1,0,332
270,"P.S. BHARTAPUR",254,196,0,450,160,111,0,271,20,0,42,36,179,11,0,0,0,3,0,0,271
271,"PANCHAYAT BHAWAN CHHITUPUR",627,600,0,1227,361,337,0,698,12,0,15,193,411,54,5,2,3,5,4,6,698
272,"J.H. BAKAYAN",659,525,0,1184,450,355,0,805,805,0,1,180,185,422,8,3,0,3,2,1,805
273,"P.S. BAKAYAN",700,533,0,1233,420,258,0,678,20,0,208,52,314,81,5,4,1,5,2,6,678
274,"P.S. DHUVAI",526,403,0,929,302,232,0,534,3,0,69,226,81,149,0,3,2,1,0,3,534
275,"P.S. NAGLA DANDA",323,271,0,594,200,158,0,358,358,0,18,5,252,73,6,1,1,1,0,1,358
276,"P.S. SHITLAVADA",350,315,0,665,301,237,0,538,76,0,492,19,8,10,1,0,0,1,1,6,538
277,"P.S. LODHIPUR PATTI DEVRI",269,219,0,488,129,121,0,250,12,0,6,73,110,52,2,3,0,1,0,3,250
278,"P.S. KARARAMAI",382,268,0,650,248,124,0,372,402,0,3,15,126,221,2,2,2,0,0,1,372
279,"P.S. KHITAULI",620,521,0,1141,418,288,0,706,706,0,26,137,419,106,3,2,2,2,4,5,706
280,"P.S. GOPALPUR",472,406,0,878,330,283,0,613,13,0,29,66,402,105,6,1,1,1,1,1,613
281,"P.S. NAGLA SHEKHA",268,238,0,506,177,164,0,341,341,0,0,214,107,20,0,0,0,0,0,0,341
282,"P.S. PICHHAUTI",592,484,0,1076,378,262,0,640,57,0,126,36,398,63,8,1,1,2,1,4,640
283,P.S.JAU,587,483,0,1070,385,324,0,709,709,0,177,173,255,88,3,2,1,3,3,4,709
284,"P.S. INAYTAPUR",445,393,0,838,307,249,0,556,157,0,49,423,38,41,3,1,0,0,0,1,556
285,"P.S. NAGLA RATI",732,615,0,1347,423,313,0,736,32,0,439,103,144,43,3,0,0,0,0,4,736
286,"P.S. KALUPURA",436,369,0,805,166,189,0,355,12,0,51,64,172,60,1,1,0,2,0,4,355
287,"P.S. SICHAVLI SANI",540,446,0,986,334,245,0,579,25,0,6,293,128,140,4,2,0,1,2,3,579
288,"PRAA0 PAA0 JAHANGIRPUR",333,292,0,625,240,211,0,451,11,0,2,97,290,53,5,2,0,0,0,2,451
289,CHHATTARPUR,343,275,0,618,203,163,0,366,166,0,25,97,217,25,0,0,1,0,0,1,366
290,"PRA0 PA0 PUNNER",705,554,0,1259,479,372,0,851,3,0,34,127,458,214,4,5,4,2,3,0,851
291,"PRAA0 PAA0 NAGALA ADOO",456,389,0,845,322,284,0,606,53,0,154,36,261,142,4,1,1,3,0,4,606
292,"JOO0 HAA0 BAGHRAAYAA",414,337,0,751,277,235,0,512,512,0,4,4,455,46,0,2,0,0,0,1,512
293,"JOO0 HAA0 BAGHRAAYAA",534,450,0,984,360,294,0,654,15,0,42,104,435,67,3,1,0,1,0,1,654
294,"PRAA0 PAA0 BARAAMAI",284,251,0,535,169,158,0,327,4,0,2,75,212,26,3,1,0,1,0,7,327
295,"PRAA0 PAA0 KHONDAA RATI",344,269,0,613,189,154,0,343,343,0,2,26,264,39,1,2,0,5,2,2,343
296,"ADARSH INTER COLLEGE MAHAU R.NO. 1",519,442,0,961,319,281,0,600,21,0,4,246,316,27,2,2,1,0,0,2,600
297,"ADARSH INTER COLLEGE MAHAU R.NO. 4",354,301,0,655,202,151,0,353,11,0,8,161,133,45,0,2,2,0,0,2,353
298,"ADARSH INTER COLLEGE MAHAU R.NO. 2",463,367,0,830,300,219,0,519,21,0,3,136,307,57,2,2,0,1,1,10,519
299,"ADARSH INTER COLLEGE MAHAU R.NO. 3",198,170,0,368,100,99,0,199,38,0,150,1,47,0,1,0,0,0,0,0,199
300,"PRAA0PAA0 NAGALAA MAAN",402,318,0,720,227,195,0,422,422,0,2,105,241,70,1,1,0,0,1,1,422
301,"PRAA0 PAA0 BANDIPUR",200,143,0,343,118,94,0,212,212,0,2,1,125,80,2,0,0,0,0,2,212
302,"PRA0 PAA0 BONAI",603,481,0,1084,276,239,0,515,93,0,65,93,268,65,9,7,1,3,1,3,515
303,"PRAA0PAA0 MAUHABBATPURAA",625,512,0,1137,370,313,0,683,195,0,30,35,405,206,3,0,1,2,1,0,683
304,"PRAA0 PAA0 KESHOPUR",666,521,0,1187,392,334,0,726,90,0,40,259,400,16,3,3,0,2,1,2,726
305,"PRAA0 PAA0 BARVAANAA R.NO. 1",391,259,0,650,177,120,0,297,92,0,2,54,204,33,0,0,0,0,0,4,297
306,"PRAA0 PAA0 BARVAANAA R.NO. 2",291,197,1,489,162,118,0,280,32,0,18,50,183,20,1,1,1,2,1,3,280
307,"PRAA0 PAA0 KUNDA",489,394,0,883,352,277,0,629,6,0,80,118,292,131,1,0,3,2,0,2,629
308,"PRAA0PAA0 NAGLA AHEER",765,585,0,1350,419,268,0,687,57,0,47,25,320,269,7,1,3,2,4,9,687
309,"BARAT GHAR NAGALAA MOTEE",558,448,0,1006,303,175,0,478,478,0,24,144,194,106,3,2,0,1,4,0,478
310,"PRAA0 PAA0 GADHI DOODHAADHAAREE",435,376,0,811,302,216,0,518,147,0,96,175,98,140,2,2,0,1,3,1,518
311,"PRAA0PAA0 GWAJAU",794,613,0,1407,443,315,0,758,48,0,135,189,268,157,1,1,0,2,1,4,758
312,"PRAA0PAA0 GADHI DHAAROO",477,383,0,860,335,251,0,586,4,0,16,78,445,43,1,0,0,1,1,1,586
313,"PRAA0PAA0 MAANMAHAU",348,305,0,653,195,178,0,373,373,0,7,27,303,32,2,0,0,1,1,0,373
314,"PRAA0 PAA0 MEVLI",298,262,0,560,205,205,0,410,63,0,10,68,67,259,1,1,3,0,0,1,410
315,"PRAA0PAA0 NOORPUR",434,365,0,799,280,241,0,521,2,0,2,205,218,93,1,2,0,0,0,0,521
316,"PRAA0 PAA0 BHILOKHAREE",121,112,0,233,111,85,0,196,14,0,0,0,65,131,0,0,0,0,0,0,196
317,"PRAA0 PAA0 GADHI BALANAA",280,212,0,492,165,150,0,315,6,0,2,11,149,144,2,1,0,0,1,5,315
318,"PRAA0PAA0 BALANAA",269,214,0,483,201,163,0,364,364,0,7,61,48,236,3,5,0,1,0,3,364
319,"PRAA0PAA0 CHINTAAPUR BADAN",401,310,0,711,222,151,0,373,13,0,21,67,149,125,5,3,0,1,0,2,373
320,"PRAA0PAA0 RUDRAPUR",425,320,0,745,280,201,0,481,41,0,38,109,173,153,3,1,1,0,2,1,481
321,"PANCHAAYAT GHAR SHAAHPUR KALAAN",346,284,0,630,228,187,0,415,5,0,84,88,161,75,0,2,0,1,1,3,415
322,"NAYAA BAANS,KHEDA CHATURBHUJ",526,401,0,927,364,260,0,624,624,0,19,37,536,24,2,1,0,3,1,1,624
323,"PRAA0PAA0 GANGAULI",699,510,0,1209,383,273,0,656,6,0,10,199,321,116,4,2,1,0,0,3,656
324,"PRAA0PAA0 BERGAANV",606,499,0,1105,412,344,0,756,756,0,101,357,96,186,0,0,2,2,2,10,756
325,"PRAA0PAA0 KHARVAA",628,532,0,1160,351,325,0,676,676,0,4,241,153,264,0,1,2,2,4,5,676
326,"PRAA0 PAA0 KHARVAA",191,156,0,347,145,122,0,267,51,0,2,249,0,16,0,0,0,0,0,0,267
327,"PRAA0PAA0 DATAURAA",272,224,0,496,151,112,0,263,263,0,2,63,88,107,1,0,0,0,2,0,263
328,"PRAA0 PAA0 PUVAINA",310,282,0,592,175,168,0,343,10,0,0,2,149,189,0,0,1,1,0,1,343
329,"PRAA0 PAA0 BHOPATPUR",502,399,0,901,305,202,0,507,186,0,15,75,333,80,2,2,0,0,0,0,507
330,"PRAA0 PAA0 MIRJAPUR",537,496,0,1033,328,255,0,583,7,0,48,103,203,216,7,2,1,2,0,1,583
331,"PRAA0 PAA0 NAHARAI",231,182,0,413,149,121,0,270,4,0,2,49,99,114,1,3,0,0,1,1,270
332,"PRAA0 PAA0 VIDHEEPUR",326,267,0,593,207,179,0,386,118,0,1,2,291,91,0,0,0,1,0,0,386
333,"PRAA0 PAA0 SHERPUR",346,280,0,626,147,167,0,314,314,0,4,18,202,74,2,1,0,1,0,12,314
334,"PRAA0 PAA0 AEHAN",861,636,0,1497,526,420,0,946,8,0,1,36,499,386,5,4,4,2,2,7,946
335,"PRAA0 PAA0 AENHAN",430,328,0,758,241,166,0,407,42,0,5,78,227,86,4,4,1,1,1,0,407
336,"PRAA0 PAA0 NAGALAA FAARM",198,157,0,355,135,104,0,239,239,0,2,233,2,1,0,0,0,0,0,1,239
337,"PRAA0 PAA0 GADHI KHURTEE",229,180,0,409,189,156,0,345,40,0,4,174,73,83,1,1,2,1,2,4,345
338,"PRAA0 PAA0 PURAKHURD",838,613,0,1451,667,200,0,867,867,0,184,168,96,392,10,2,3,2,2,8,867
339,"PRAA0 PAA0 PURA KALAAN",696,561,0,1257,458,359,0,817,40,0,2,209,324,275,1,2,0,1,0,3,817
340,"PRAA0 PAA0 VEERNAGAR",511,408,0,919,356,273,0,629,84,0,22,379,165,50,4,4,0,1,0,4,629
341,"PRAA0 PAA0 JAFRABAAD",489,390,0,879,330,277,0,607,57,0,17,218,275,82,3,2,2,2,3,3,607
342,"JOO0 HAA0 LAAKHANOON",498,386,0,884,315,216,0,531,30,0,6,42,256,216,2,1,3,0,0,5,531
343,"JOO0 HAA0 LAAKHANOO",256,231,0,487,179,157,0,336,78,0,34,73,91,126,0,2,0,2,2,6,336
344,"PRAA0 PAA0 AFOYAA",328,267,0,595,239,192,0,431,121,0,15,177,151,77,5,0,0,3,0,3,431
345,"PRAA0 PAA0 SOORAJPUR BHAAG MAJHOLAA",396,365,0,761,290,280,0,570,570,0,9,379,89,91,1,0,0,0,1,0,570
346,"PRAA0 PAA0 MAJHOLAA",632,519,0,1151,310,251,0,561,16,0,122,229,160,31,1,3,1,1,0,13,561
347,"PRAA0 PAA0 PARSAARAA",723,585,0,1308,331,243,0,574,20,0,8,56,210,296,0,2,2,0,0,0,574
348,"PRAA0 PAA0 PARSAARAA",615,492,0,1107,334,262,0,596,90,0,5,56,289,238,5,1,0,1,1,0,596
349,"JOO0 HAA0 PARSAARAA",661,498,0,1159,355,255,0,610,610,0,11,143,256,193,1,2,1,1,1,1,610
350,"JOO0 HAA0 PARSAARAA",490,381,0,871,292,187,0,479,10,0,3,5,165,299,2,2,1,1,0,1,479
351,"PRAA0 PAA0 KOKA",729,550,0,1279,501,320,0,821,58,0,167,130,146,364,1,3,1,0,1,8,821
352,"PRAA0 PAA0 ALLHEPUR",825,582,0,1407,535,472,0,1007,1007,0,1,15,16,969,5,0,0,0,0,1,1007
353,"PRAA0 PAA0 SOOJIYAA",468,350,0,818,348,220,0,568,568,0,63,25,26,442,6,3,0,1,0,2,568
354,"JOO0 HAA0 SUJAAN",501,400,0,901,395,245,0,640,30,0,0,7,5,619,3,2,0,0,0,4,640
355,"JOO0 HAA0 SKOOL SUJAAN",460,338,0,798,328,258,0,586,586,0,6,72,31,467,2,0,1,1,0,6,586
356,"PRAA0 PAA0 CHURSAIN",1031,772,0,1803,642,464,0,1106,135,0,10,4,224,847,9,2,1,3,3,3,1106
357,"PRAA0 PAA0 KAKODI",444,371,0,815,324,256,0,580,580,0,180,215,144,30,0,3,1,3,2,2,580
358,"PRAA0 PAA0 DARKAI",364,274,0,638,303,198,0,501,32,0,1,56,371,66,1,1,4,0,1,0,501
359,"PRAA0 PAA0 CHANDRAGADHI",674,581,0,1255,466,357,0,823,823,0,136,246,255,176,1,0,0,1,2,6,823
360,KATELIYA,377,303,0,680,247,168,0,415,415,0,147,69,174,15,0,2,2,1,1,4,415
361,"PRAA0 PAA0 TEHARAA",523,372,0,895,326,223,0,549,25,0,2,105,361,74,5,0,0,1,0,1,549
362,"PRAA0 PAA0 GADHI PARTI BANAARASI",441,375,0,816,306,206,0,512,512,0,11,40,352,100,2,1,1,3,0,2,512
363,"PRAA0 PAA0 KHEDA PARSAULI R.NO. 1",548,423,0,971,371,273,0,644,44,0,20,52,550,14,1,0,2,3,0,2,644
364,"PRAA0 PAA0 KHEDA PARSAULI R.NO. 2",349,277,0,626,213,150,0,363,363,0,60,112,176,8,3,0,1,2,0,1,363
365,"PRAA0 PAA0 JHEENGURAA NO. 1",641,479,0,1120,449,294,0,743,743,0,2,210,353,169,0,3,1,1,1,3,743
366,"PRAA0 PAA0 JHEENGURAA NO. 2",246,192,0,438,158,112,0,270,29,0,1,15,189,62,2,1,0,0,0,0,270
367,"PRAA0 PAA0 BAGHANAA",470,396,0,866,334,248,0,582,5,0,2,3,450,120,0,1,0,2,0,4,582
368,"PRAA0 PAA0 GADHI KACHHAVAAYAA",201,171,0,372,181,149,0,330,3,0,0,310,2,17,0,0,0,0,1,0,330
369,"PRAA0 PAA0 SANTEEKARAA",328,235,0,563,244,143,0,387,89,0,4,96,280,5,1,0,0,0,1,0,387
370,"PRAA0 PAA0 KHEDIYAA DAHAR",202,165,0,367,158,139,0,297,46,0,15,0,227,45,5,2,1,1,1,0,297
371,"JOO0HAA0 BISAANAA R.NO. 1",712,557,0,1269,376,236,0,612,612,0,12,160,309,124,3,3,0,1,0,0,612
372,"JOO0 HAA0 BISAANAA R.NO. 3",333,231,0,564,182,85,0,267,267,0,19,7,182,49,0,2,1,2,3,2,267
373,"JOO0 HAA0 BISAANAA R.NO. 4",679,477,0,1156,344,207,0,551,41,0,10,79,287,166,0,1,0,3,1,4,551
374,"PRAA0 PAA0 KACHHPURAA",489,381,0,870,299,227,0,526,150,0,3,46,372,88,4,0,3,1,2,7,526
375,"PRAA0 PAA0 NAGALAA BIHAARI",310,250,0,560,239,197,0,436,12,0,13,263,78,77,0,2,1,2,0,0,436
376,"PRAA0 PAA0 ANIGADHI",559,428,0,987,344,245,0,589,35,0,362,118,88,4,0,3,0,3,1,10,589
377,"PRAA0 PAA0 KEVALGADHI",438,375,0,813,316,237,0,553,229,0,3,44,477,13,5,1,1,3,3,3,553
378,"PRAA0 PAA0 MAHAMOODPUR BRAAHMADAAN",578,476,0,1054,353,258,0,611,611,0,7,251,236,107,2,3,1,1,2,1,611
379,"PRAA0 PAA0 LAKHOOPURAA",231,189,0,420,160,119,0,279,279,0,6,29,209,31,1,0,0,1,0,2,279
380,"PRAA0 PAA0 NAGALAA OJHAA",316,270,0,586,214,146,0,360,39,0,43,95,204,12,2,1,0,1,1,1,360
