"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
175,"PR. VI. AMEDHI",700,526,0,1226,315,303,0,618,618,0,169,266,23,55,64,0,1,5,2,3,2,4,10,14,618
176,"PR. VI. BEERA ROOM NO.-1",763,566,0,1329,390,291,0,681,681,0,307,201,12,8,119,1,0,2,2,1,3,3,8,14,681
177,"PR. VI. BEERA ROOM NO.-2",628,474,0,1102,309,211,0,520,520,0,203,227,9,11,51,0,1,1,2,0,0,1,8,6,520
178,"PR. VI. SANDI MAJRA BEERA",446,311,0,757,232,179,0,411,411,0,213,131,13,2,21,0,1,1,2,1,1,10,3,12,411
179,"PR. VI. LAKHANPUR",556,391,0,947,317,232,0,549,549,0,42,243,10,4,224,1,2,2,2,0,0,6,5,8,549
180,"PR. VI. JAGAVTOLA",399,273,0,672,190,143,0,333,333,0,112,83,1,4,120,0,4,0,2,0,1,3,1,2,333
181,"PR. VI. JURAVARPUR",472,343,0,815,234,212,0,446,442,0,52,296,9,8,73,2,1,3,0,1,0,1,0,0,446
182,"PR. VI. ACHHREEL",422,337,0,759,252,157,0,409,409,0,143,126,6,13,100,3,0,1,3,1,0,2,4,7,409
183,"PR. VI. KUCHAULI",300,204,0,504,186,153,0,339,338,0,18,151,9,5,142,1,2,2,0,0,0,1,3,5,339
184,"POORV MADHIMIK VIDYALA ITARABADHONI",560,448,0,1008,303,235,0,538,1,0,170,241,12,3,86,0,2,0,5,2,1,3,5,8,538
185,"POORV MA. VI. LOHRA ROOM NO.-1",688,497,0,1185,321,229,0,550,465,0,72,314,8,49,75,1,0,0,3,1,3,3,0,21,550
186,"POORV MA. VI. LOHRA ROOM NO.-2",883,709,0,1592,360,325,0,685,670,0,140,141,24,8,328,10,2,4,3,5,4,2,5,9,685
187,"PR. VI. SYOHAT",478,384,0,862,233,175,0,408,408,0,149,119,11,39,79,1,3,2,0,0,0,2,1,2,408
188,"PR. VI. AMLOKHAR NAVEEN",760,641,0,1401,405,332,0,737,737,0,195,260,14,10,216,1,1,4,6,6,2,4,5,13,737
189,"PR. VI. KHAMARKHA NAVEEN",575,435,0,1010,286,213,0,499,498,0,139,197,10,8,121,3,1,1,1,2,1,7,4,4,499
190,"PR. VI. NARAYANPUR ROOM NO.-1",535,424,1,960,269,206,0,475,471,0,184,91,15,7,150,2,2,2,5,1,4,3,2,7,475
191,"PR. VI. NARAYANPUR ROOM NO.-2",500,416,0,916,267,225,0,492,390,0,276,127,21,6,33,0,0,0,2,1,0,3,8,15,492
192,"PR. VI. SIKRILAKHANPUR",496,395,0,891,253,180,0,433,432,0,95,176,8,3,121,2,0,0,3,3,1,4,4,13,433
193,"PR. VI. MAHENDRA PURWA MAJRA SIKRILAKHANPUR",539,432,0,971,240,174,0,414,411,0,130,158,7,4,85,0,0,2,2,2,0,6,4,14,414
194,"PR. VI. PACHHAUNWHAN ROOM NO.-1",765,608,0,1373,422,340,0,762,762,0,103,272,13,10,303,1,0,2,7,8,8,9,14,12,762
195,"PR. VI. PACHHAUNWHAN ROOM NO.-2",731,554,0,1285,355,305,0,660,660,0,185,200,12,14,211,4,1,3,0,1,4,9,5,11,660
196,"PR. VI. PACHHAUNWHAN ROOM NO.-3",569,422,0,991,282,237,0,519,516,0,45,229,5,5,197,4,0,2,12,3,3,4,2,8,519
197,"PR. VI. KITHAI",255,217,0,472,172,142,0,314,291,0,186,60,2,1,53,1,0,1,2,0,0,2,2,4,314
198,"POORV MA. VI. MUSEEWAN ROOM NO.-1",899,629,0,1528,428,366,0,794,794,0,197,326,19,19,180,4,5,2,4,5,3,3,11,16,794
199,"POORV MA. VI. MUSEEWAN ROOM NO.-2",879,681,0,1560,462,358,0,820,820,0,261,194,9,5,320,1,3,2,6,3,1,0,5,10,820
200,"PR. VI. PANNAH ROOM NO 1",697,539,0,1236,375,346,0,721,721,0,149,186,5,21,334,2,4,4,2,2,2,6,2,2,721
201,"PR.VI PANNAH ROOM NO 2",227,193,0,420,91,65,0,156,156,0,111,27,0,2,13,1,0,0,0,0,0,2,0,0,156
202,"PR. VI. KUMEDHA SANI ROOM NO.-1",635,476,0,1111,268,163,0,431,429,0,118,218,6,7,48,3,0,2,6,4,0,1,11,7,431
203,"PR. VI. KUMEDHA SANI ROOM NO.-2",791,640,0,1431,376,313,0,689,687,0,286,90,2,13,244,5,3,7,6,10,2,5,3,13,689
204,"B.I.C.KAMASIN ROOM NO.-1",502,410,0,912,299,217,0,516,516,0,154,233,6,32,68,2,0,0,2,0,3,2,8,6,516
205,"B.I.C.KAMASIN ROOM NO.-2",570,416,0,986,312,232,0,544,543,0,106,154,2,25,217,2,1,0,5,4,3,2,10,13,544
206,"B.I.C.KAMASIN ROOM NO.-3",488,348,0,836,260,179,0,439,434,0,44,151,3,20,204,0,1,2,3,0,0,5,4,2,439
207,"B.I.C.KAMASIN ROOM NO.-4",536,428,0,964,304,224,0,528,481,0,49,239,10,40,152,7,0,3,2,1,1,6,3,15,528
208,"SANKUL BHAWAN KAMASIN",568,430,0,998,316,210,0,526,524,0,196,139,5,8,148,0,4,0,5,1,2,6,3,9,526
209,"PR. PATHSALA NAVEEN KAMASIN",516,430,0,946,281,182,0,463,463,0,199,190,3,9,39,0,3,0,0,0,1,4,5,10,463
210,"PR. VI. KAMASIN ROOM NO.-1",587,460,1,1048,295,310,0,605,601,0,195,226,14,32,116,9,0,2,3,1,0,0,4,3,605
211,"PR. VI. KAMASIN ROOM NO.-2",502,418,0,920,311,229,0,540,530,0,111,190,8,9,192,4,1,3,3,2,1,2,7,7,540
212,"PR. VI. KAMASIN ROOM NO.-3",480,383,0,863,289,231,0,520,515,0,57,232,7,10,201,3,1,1,0,0,0,5,2,1,520
213,"PR. VI. BABU PURWA (KAMASIN)",212,169,0,381,127,132,0,259,256,0,8,2,1,3,230,2,1,0,2,6,0,2,1,1,259
214,"POORV MA.VI. BANTHARI ROOM NO.-1",628,455,0,1083,315,278,0,593,593,0,96,260,14,13,157,5,3,1,4,2,1,10,15,12,593
215,"POORV MA.VI. BANTHARI ROOM NO.-2",380,279,0,659,223,166,0,389,389,0,118,236,6,2,21,0,1,0,0,0,0,0,2,3,389
216,"PR. VI. LAKHIPUR",489,382,0,871,239,226,0,465,400,0,115,163,6,16,145,1,2,2,7,0,1,0,3,4,465
217,"PR. VI. BACHHAUDHASANI",360,266,0,626,191,163,0,354,350,0,32,245,6,8,49,4,1,2,1,0,1,0,3,2,354
218,"PR. VI. ANDAURA",855,675,0,1530,435,378,0,813,810,0,229,181,10,17,307,6,1,1,9,4,2,9,7,30,813
219,"PR. VI. LODHAURA KHURD",168,146,0,314,97,96,0,193,142,0,151,21,2,2,3,0,0,2,0,0,3,3,2,4,193
220,"POORV MA. VI. SANDASANI ROOM NO.-1",810,588,1,1399,415,331,0,746,746,0,44,403,7,36,218,7,3,3,1,4,5,2,4,9,746
221,"POORV MA. VI. SANDASANI ROOM NO.-2",802,656,0,1458,419,291,0,710,310,0,227,155,8,19,262,0,3,2,5,16,2,2,3,6,710
222,"PR. VI. TERADARSENDA",241,205,0,446,158,136,0,294,294,0,200,76,7,0,8,0,0,0,0,0,0,0,0,3,294
223,"PR. VI. DHUDHUI",705,587,0,1292,375,295,0,670,665,0,259,144,13,13,192,4,2,3,4,6,4,6,11,9,670
224,"POORV MA. VI. TILAUSA ROOM NO.-1",560,429,0,989,310,238,0,548,548,0,68,252,10,6,159,7,0,0,2,1,8,9,9,17,548
225,"POORV MA. VI. TILAUSA ROOM NO.-2",455,328,0,783,190,172,0,362,361,0,29,177,4,8,124,1,0,2,4,1,4,2,0,6,362
226,"POORV MA. VI. TILAUSA ROOM NO.-3",460,340,0,800,203,186,0,389,389,0,78,172,10,3,111,1,1,0,2,1,3,0,1,6,389
227,"POORV MA. VI. TILAUSA ROOM NO.-4",553,409,0,962,272,200,0,472,472,0,71,154,8,17,178,6,2,3,5,1,3,4,6,14,472
228,"PR. VI. KORRABUZURG",603,513,0,1116,301,232,0,533,530,0,153,120,9,11,200,4,3,1,14,4,0,7,2,5,533
229,"PR. VI. KORRAPURWA",400,349,0,749,240,237,0,477,414,0,41,21,2,6,393,5,1,1,1,0,0,1,1,4,477
230,"KANYA PR. VI. PARSAULI -II ROOM NO.-1",746,579,0,1325,310,204,0,514,511,0,207,133,7,27,115,2,1,1,0,2,2,3,4,10,514
231,"KANYA PR. VI. PARSAULI -II ROOM NO.-2",843,637,0,1480,360,281,0,641,638,0,111,168,4,15,315,5,5,1,5,2,0,1,3,6,641
232,"PR. VI. PARSAULI -I",426,332,0,758,224,139,0,363,340,0,140,126,6,19,51,1,1,1,2,3,2,4,4,3,363
233,"PR. VI. TARAYA ROOM NO.-2",613,491,0,1104,261,214,0,475,475,0,68,119,16,27,172,2,2,0,55,0,4,0,2,8,475
234,"PR. VI. TARAYA ROOM NO.-1",661,497,0,1158,289,196,0,485,484,0,47,203,18,62,126,3,2,5,3,2,0,6,2,6,485
235,"INDRAPAL POORV MA.VI. PAWAIYA ROOM NO.-1",586,435,0,1021,260,215,0,475,473,0,27,283,14,11,114,1,2,1,0,1,1,4,5,11,475
236,"INDRAPAL POORV MA.VI. PAWAIYA ROOM NO.-2",634,497,0,1131,312,240,0,552,546,0,228,217,16,13,50,0,0,1,2,3,1,6,13,2,552
237,"PR. VI. BHURANE PURWA MAJRA PAWAIYA",628,490,0,1118,342,305,0,647,300,0,206,98,5,10,300,2,1,4,3,7,6,0,1,4,647
238,"PR. VI. JAROHRA ROOM NO.-1",575,465,0,1040,299,265,0,564,564,0,168,55,4,9,294,3,0,1,1,3,3,10,2,11,564
239,"PR. VI. JAROHRA ROOM NO.-2",529,427,1,957,270,211,0,481,480,0,188,100,5,10,136,1,2,4,5,0,2,9,10,9,481
240,"PR.VI. MAJHIWANSANI ROOM NO.-1",819,625,0,1444,408,308,0,716,716,0,121,281,23,17,230,6,2,7,1,4,1,4,10,9,716
241,"PR.VI. MAJHIWANSANI ROOM NO.-2",813,696,0,1509,377,316,0,693,656,0,120,192,10,12,336,3,2,3,1,2,1,4,3,4,693
242,"POORV MA. VI. AMLOHRA ROOM NO.-1",630,498,0,1128,304,221,0,525,348,0,120,103,4,15,258,7,2,1,0,1,1,3,4,6,525
243,"POORV MA. VI. AMLOHRA ROOM NO.-2",688,505,0,1193,337,249,0,586,586,0,127,134,18,66,208,7,3,2,3,8,1,3,0,6,586
244,"POORV MA. VI.CHHILOLAR ROOM NO.-1",670,513,0,1183,314,218,0,532,530,0,83,288,21,24,94,4,3,1,3,1,0,3,5,2,532
245,"POORV MA. VI.CHHILOLAR ROOM NO.-2",698,543,0,1241,269,170,0,439,438,0,14,245,15,29,111,2,1,0,0,0,2,4,5,11,439
246,"PR. VI. MAMSIKKHURD",578,492,0,1070,283,304,0,587,587,0,244,108,6,11,198,1,4,1,2,3,0,3,1,5,587
247,"PR. VI. KANDHAI PURWA MAJARA MAMSIKKHURD",599,462,0,1061,294,246,0,540,540,0,380,76,7,6,40,0,2,2,2,5,1,2,5,12,540
248,"PR. VI. JAKHI MAJARA MAMSIKKHURD",485,375,0,860,279,211,0,490,250,0,201,23,80,5,139,5,1,0,0,6,3,8,5,14,490
249,"PR. VI. DIGHAURA",325,250,0,575,168,132,0,300,300,0,86,102,7,3,81,1,4,1,0,0,1,6,2,6,300
250,"PR. VI. BHADAON",468,402,0,870,290,270,0,560,290,0,326,62,5,36,98,1,2,2,1,2,0,8,4,13,560
251,"PR. VI. MAWAI",542,432,1,975,287,218,0,505,501,0,209,82,13,57,120,0,0,1,1,2,1,5,3,11,505
252,"PR. VI. DALPAPURWA MAJRA CHAKREHI",741,606,0,1347,364,244,0,608,580,0,391,113,12,6,48,1,2,0,2,0,1,9,8,15,608
253,"PR. VI. CHAKREHI",579,467,0,1046,320,246,0,566,566,0,138,274,18,4,107,4,2,1,4,4,1,1,5,3,566
254,"PR. VI. KEVTARA MAJARA CHAKREHI",266,214,0,480,125,130,0,255,255,0,4,166,14,6,41,0,0,1,1,0,2,1,9,10,255
255,"PR. VI. RACHHA",318,247,0,565,174,135,0,309,302,0,50,134,8,9,87,4,0,0,2,1,0,6,0,8,309
256,"PR. VI. RANIPUR ROOM NO.-1",765,573,0,1338,409,255,0,664,663,0,75,297,17,23,161,1,1,2,49,6,2,5,6,19,664
257,"PR. VI. RANIPUR ROOM NO.-2",860,622,0,1482,462,319,0,781,718,0,100,352,36,76,159,9,1,6,9,6,4,8,11,4,781
258,"PR. VI. PALHARIYA PURWA",326,263,0,589,168,152,0,320,320,0,44,40,7,0,215,4,1,1,2,0,0,1,2,3,320
259,"PR. VI. BELGANWAN",384,275,0,659,212,174,0,386,386,0,99,205,11,4,51,0,4,0,1,2,0,2,6,1,386
260,"PR. VI. DUBARIYA PURWA MAJARA BELGANWAN",216,171,0,387,157,118,0,275,274,0,237,16,3,7,0,0,1,1,1,0,1,2,2,4,275
261,"PR. VI. ITWAN",533,359,0,892,329,211,0,540,540,0,114,261,11,9,110,0,2,0,5,1,5,2,9,11,540
262,"PR. VI. BHITI ROOM NO.-1",573,477,0,1050,329,211,0,540,540,0,114,261,11,9,110,0,2,0,5,1,5,2,9,11,540
263,"PR. VI. BHITI ROOM NO.-2",432,365,0,797,170,197,0,367,367,0,94,14,5,54,181,1,1,4,0,6,1,3,0,3,367
264,"POORV MA. VI. JAMU ROOM NO.-1",772,568,0,1340,443,334,0,777,776,0,213,365,18,8,127,3,1,4,8,1,2,5,6,16,777
265,"POORV MA. VI. JAMU ROOM NO.-2",830,647,0,1477,470,344,0,814,785,0,111,358,14,13,278,4,2,1,5,2,3,2,5,16,814
266,"PR. VI. BISANDI ROOM NO.-1",587,491,0,1078,250,206,0,456,444,0,81,72,7,22,243,1,2,1,3,3,2,8,3,8,456
267,"PR. VI. BISANDI ROOM NO.-2",622,557,0,1179,299,254,0,553,553,0,48,254,12,33,190,2,0,2,1,0,2,4,1,4,553
268,"PR. VI. MARAULI ROOM NO.-1",510,417,0,927,260,215,0,475,472,0,112,107,6,10,219,2,1,3,1,5,1,1,1,6,475
269,"PR. VI. MARAULI ROOM NO.-2",563,476,0,1039,325,292,0,617,617,0,310,123,11,23,95,4,6,1,8,5,2,9,9,11,617
270,"PR. VI. BAKARPURWA  KORRAHI ROOM NO.-1",480,383,0,863,187,269,0,456,289,0,314,12,3,3,101,5,2,0,2,1,3,5,2,3,456
271,"PR. VI. BAKARPURWA  KORRAHI ROOM NO.-2",451,452,0,903,153,297,0,450,450,0,276,35,2,12,114,2,1,0,1,1,0,1,2,3,450
272,"PR. VI. KORRAHI",642,578,0,1220,244,331,0,575,573,0,266,91,7,22,169,2,1,0,2,2,3,2,6,2,575
273,"POORV MA. VI.KORRAHI ROOM NO.-1",872,701,0,1573,352,422,0,774,742,0,367,138,5,24,207,4,1,2,5,4,2,4,5,6,774
274,"POORV MA. VI.KORRAHI ROOM NO.-2",786,685,0,1471,305,344,0,649,645,0,243,15,3,9,355,3,1,0,1,3,0,3,6,7,649
275,"POORV MA. VI. KORRAHI NAVEEN BHAVAN ROOM NO.-1",682,606,0,1288,329,335,0,664,664,0,224,71,8,44,296,4,1,0,2,0,1,4,5,4,664
276,"POORV MA. VI. KORRAHI NAVEEN BHAVAN ROOM NO.-2",831,695,0,1526,355,351,0,706,706,0,224,19,2,52,374,5,2,1,2,8,4,4,2,7,706
277,"PR. VI. BACHAUNDHA",529,419,0,948,192,273,0,465,465,0,220,66,5,6,157,3,2,1,0,2,0,0,1,2,465
278,"POORV MA. VI.BACHAUDHA",318,297,0,615,129,188,0,317,317,0,107,21,2,4,156,3,0,0,2,4,2,4,5,7,317
279,"PR. VI. AKAUNA NAVEEN BHAVAN",645,497,0,1142,346,258,0,604,604,0,91,424,17,12,35,3,3,6,1,3,1,4,2,2,604
280,"PR. VI. AKAUNA",422,343,0,765,208,196,0,404,404,0,34,198,3,4,148,2,0,0,2,4,2,2,2,3,404
281,"PR. VI. BELDAN NAVEEN BHAVAN",513,387,0,900,238,218,0,456,455,0,94,159,10,9,157,3,0,2,1,2,0,7,6,6,456
282,"PR. VI. KARINGA",266,227,0,493,137,146,0,283,279,0,69,121,6,6,59,0,0,0,3,2,0,2,6,9,283
283,"POORV MA. VI. SATHI ROOM NO.-1",380,332,0,712,209,156,0,365,361,0,190,41,4,2,91,1,0,0,29,0,1,0,0,6,365
284,"POORV MA. VI. SATHI ROOM NO.-2",496,417,0,913,242,255,0,497,305,0,161,56,12,7,240,6,2,1,2,1,1,3,2,3,497
285,"PR. VI. SAYA",205,152,0,357,97,88,0,185,182,0,6,112,6,15,42,0,0,1,0,0,0,1,1,1,185
286,"PR. VI.DAFTARA",520,445,0,965,265,246,0,511,511,0,246,55,3,2,184,3,3,2,2,1,0,3,1,6,511
287,"PR. VI. KORRA KHURD",369,356,0,725,202,208,0,410,310,0,165,97,9,15,94,5,0,0,1,2,1,5,5,11,410
288,"PR. VI. BARAULI AJAM",554,466,0,1020,294,269,0,563,8,0,117,63,10,11,318,27,0,1,1,3,2,2,5,3,563
289,"PR. VI. NAVEEN KAIRI ROOM NO.-1",729,628,0,1357,329,269,0,598,597,0,117,173,9,9,206,59,2,2,0,5,2,2,5,7,598
290,"PR. VI. NAVEEN KAIRI ROOM NO.-2",731,582,0,1313,300,256,0,556,227,0,130,97,2,11,258,23,7,3,6,3,4,3,7,2,556
291,"PR. VI. NAVEEN KAIRI ROOM NO.-3",728,630,1,1359,361,339,0,700,700,0,283,114,7,4,262,6,0,3,1,1,1,5,3,10,700
292,"PR. VI. LAULITEEKA MAU ROOM NO.-1",641,538,0,1179,357,350,0,707,496,0,182,284,14,49,138,3,3,1,2,1,4,5,11,10,707
293,"PR. VI. LAULITEEKA MAU ROOM NO.-2",662,562,0,1224,309,247,0,556,335,0,133,98,9,3,296,3,0,0,0,2,1,1,5,5,556
294,"PR. VI. SHIV ROOM NO.-1",429,347,0,776,233,206,0,439,439,0,215,73,5,12,129,1,0,0,0,1,1,1,0,1,439
295,"PR. VI. SHIV ROOM NO.-2",519,387,0,906,287,208,0,495,1,0,88,173,5,12,203,5,0,2,3,0,2,0,1,1,495
296,"PR. VI. SHIV ROOM NO.-3",723,536,0,1259,356,276,0,632,630,0,82,366,7,22,106,2,2,1,1,1,25,2,6,9,632
297,"PR. VI. MAVAI JUNNARDAR",275,236,0,511,165,143,0,308,286,0,42,125,0,7,113,7,1,1,3,0,1,4,3,1,308
298,"PR. VI. NILATHU",648,516,0,1164,333,274,0,607,1,0,229,152,10,10,181,3,2,2,4,2,0,4,3,5,607
299,"CAP.BADRI INT.COLLAGE MILATHU ROOM NO.-1",667,586,0,1253,286,251,0,537,534,0,48,247,22,10,199,1,2,1,2,1,0,2,1,1,537
300,"CAP.BADRI INT.COLLAGE MILATHU ROOM NO.-2",484,415,0,899,212,177,0,389,389,0,130,123,5,6,112,0,1,0,1,0,2,2,2,5,389
301,"PR. VI. BADAGAVAN ROOM NO.-1",480,411,0,891,228,193,0,421,100,0,216,86,5,7,93,1,1,0,1,1,2,1,6,1,421
302,"PR. VI. BADAGAVAN ROOM NO.-2",606,534,0,1140,298,230,0,528,526,0,169,205,15,9,108,5,0,1,1,2,2,0,3,8,528
303,"POORV MA. VI. PALHARI ROOM NO.-1",715,611,0,1326,303,231,0,534,485,0,150,190,11,7,155,12,0,1,0,0,1,1,0,6,534
304,"POORV MA. VI. PALHARI ROOM NO.-2",790,649,0,1439,326,254,0,580,579,0,120,184,11,23,199,7,3,6,4,1,2,7,9,4,580
305,"PR. VI. KORARI",339,271,0,610,181,159,0,340,329,0,125,92,6,4,93,2,1,2,1,3,2,1,3,5,340
306,"PR. VI. PARA BIHARI",818,721,0,1539,419,405,0,824,773,0,267,92,3,16,385,8,7,2,4,4,7,5,5,19,824
307,"PR. VI. KONI",495,387,0,882,271,214,0,485,485,0,62,263,18,23,84,6,3,3,5,2,3,2,3,8,485
308,"PR. VI. PISTA ROOM NO.-1",679,547,0,1226,324,238,0,562,560,0,118,232,21,25,145,1,2,0,6,0,2,2,4,4,562
309,"PR. VI. PISTA ROOM NO.-2",525,452,0,977,248,221,0,469,460,0,9,130,13,44,251,2,2,0,6,2,0,3,1,6,469
310,"PR. VI. GHANSAUL",341,292,0,633,216,205,0,421,85,0,74,156,5,8,154,0,1,1,1,1,4,1,5,10,421
311,"POORV MA. VI.  JANWARA",315,264,0,579,201,170,0,371,269,0,191,112,4,10,34,2,1,0,1,0,2,1,7,6,371
312,"POORV MA.VI. ALIHA ROOM NO.-1",707,580,0,1287,397,279,0,676,674,0,280,224,7,22,88,0,1,2,1,2,2,9,9,29,676
313,"POORV MA.VI. ALIHA ROOM NO.-2",681,561,0,1242,354,294,0,648,644,0,24,362,9,7,222,4,2,4,3,3,2,1,2,3,648
314,"POORV MA.VI. ALIHA ROOM NO.-3",549,448,0,997,285,194,0,479,479,0,18,221,3,3,208,2,1,2,4,4,2,2,2,7,479
315,"PR. VI. NAVEEN BHAWAN MAVAI KHURD",220,164,0,384,147,108,0,255,1,0,32,159,8,3,40,0,0,1,0,0,0,3,4,5,255
