"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
11,"PRATHAMIK VIDYALAY EXTRA CLASS ROOM LAXMIPURA MAJRA CHAUSANA",411,345,0,756,333,285,0,618,318,0,2,13,50,535,7,1,1,1,2,1,0,5,618
12,"PRATHAMIK VIDYALAY EXTRA CLASS ROOM PATHANPURA MAJRA CHAUSANA",539,505,0,1044,479,414,0,893,217,0,2,3,24,851,3,1,1,0,4,1,1,2,893
13,"ISLAMIYA SCHOOL NAYA BHAWAN SADAK KE PASS ROOM NO 1 KA POORVI BHAG  JIJAULA",686,544,0,1230,460,398,0,858,800,0,0,205,629,8,0,1,0,0,0,7,3,5,858
14,"ISLAMIYA SCHOOL NAYA BHAWAN SADAK KE PASS ROOM NO 1 KA PASCHIMI  BHAG JIJAULA",573,401,0,974,352,232,0,584,279,0,26,164,209,177,2,0,1,0,1,2,0,2,584
15,"PRIMARY PATHSHALA BALLA MAJRA",837,703,0,1540,708,524,0,1232,982,0,3,22,1053,140,7,1,2,0,1,1,0,2,1232
16,"PRATHAMIK VIDYALAY NO 1 KA UTTARI BHAG TODA",640,529,0,1169,523,369,0,892,379,0,193,1,78,611,4,1,1,0,1,1,0,1,892
17,"PRATHAMIK VIDYALAY NO 1 KA  DAKSHINI BHAG TODA",856,683,0,1539,662,477,0,1139,20,0,65,4,18,1029,8,1,1,2,4,2,3,2,1139
18,"PRATHAMIK VIDHALAY UTTARI BHAG  KHODSAMA",689,553,0,1242,503,409,0,912,259,0,36,5,132,711,15,0,3,0,3,1,3,3,912
19,"PRATHAMIK VIDHALAY DAKSHINI  BHAG KHODSAMA",476,387,0,863,360,275,0,635,422,0,38,49,61,461,17,1,1,1,3,0,0,3,635
20,"PRATHAMIK VIDYALAY SAKAUTI",567,489,0,1056,420,323,0,743,349,0,143,6,18,554,15,0,1,3,0,0,0,3,743
21,"PRIMARY SCHOOL NAI NANGLA",341,284,0,625,312,244,0,556,289,0,108,5,10,416,7,2,4,0,1,0,1,2,556
22,"PRATHAMIK VIDHALAY KAMALPUR",458,377,0,835,336,231,0,567,524,0,77,3,107,359,8,2,2,0,2,3,1,3,567
23,"PRATHAMIK VIDYALAY GUJJARPUR",542,455,0,997,387,363,0,750,10,0,6,55,300,367,8,1,1,2,5,2,2,1,750
24,"PRATHAMIK VIDHALAY ROOM NO 1 AZIZPUR",506,435,0,941,384,328,0,712,339,0,1,66,329,284,10,2,2,1,4,2,1,10,712
25,"PRATHAMIK VIDHALAY ROOM NO 2 AZIZPUR",338,336,0,674,263,263,0,526,400,0,6,37,404,71,3,0,1,0,1,1,0,2,526
26,"PRIMARY SCHOOL UDPUR",769,643,0,1412,639,534,0,1173,563,0,78,9,452,607,8,3,5,0,2,2,2,5,1173
27,"PRIMARY SCHOOL MANGLORA",366,316,0,682,275,316,0,591,259,0,78,0,23,483,2,0,1,0,3,0,1,0,591
28,"PRATHMIK VIDYALAY ULHANI",659,561,0,1220,520,431,0,951,824,0,5,31,95,779,17,2,12,0,1,1,2,6,951
29,"PRATHMIK VIDYALAY BINNA MAJRA",424,343,0,767,331,271,0,602,378,0,1,104,172,320,0,0,0,0,0,2,1,2,602
30,"PRATHMIK VIDYALAY MAACHRAULI",578,498,0,1076,453,356,0,809,609,0,136,143,52,468,4,0,2,1,0,0,0,3,809
31,"PRATHMIK PATASHALA BHOGIMAJRA",371,344,0,715,291,285,0,576,187,0,4,7,54,503,5,0,1,0,0,0,1,1,576
32,"PRATHMIK VIDYALAY AAMVALI MAJRA YAHIYAPUR",709,602,0,1311,531,489,0,1020,485,0,33,24,197,738,17,0,0,0,3,4,0,4,1020
33,"PRATHMIK VIDYALAY KHANPUR KALAN MAJRA YAHIYAPUR",686,612,0,1298,479,413,0,892,413,0,10,47,42,760,22,1,0,1,5,2,1,1,892
34,"PRATHMIK VIDYALAY KERTU",848,714,0,1562,605,554,0,1159,498,0,8,85,405,628,10,3,1,3,5,6,0,5,1159
35,"PRATHMIK VIDYALAY SUBRI",745,654,0,1399,614,494,0,1108,347,0,18,18,328,717,10,2,4,1,3,5,1,1,1108
36,"PRATHMIK VIDYALAY UTTARI BHAG  MANNUGARH",356,308,0,664,289,237,0,526,89,0,2,0,56,447,12,0,3,1,1,0,2,2,526
37,"PRATHMIK VIDYALAY DAKSINI BHAG  MANNUGARH",637,537,0,1174,535,443,0,978,315,0,8,7,95,850,6,1,1,1,3,1,0,5,978
38,"PRATHMIK VIDYALAY BIDAULI SADAT",688,599,0,1287,585,448,0,1033,172,0,28,78,838,77,1,0,2,1,4,1,0,3,1033
39,"PRATHMIK VIDYALAY MYAN KSBA BIDAULI JHIMRAN",265,238,0,503,235,210,0,445,93,0,1,0,18,413,4,0,0,1,3,0,2,3,445
40,"PRATHMIK VIDYALAY SHITAL GARDI",433,387,0,820,363,321,0,684,510,0,3,14,22,634,3,1,2,0,4,0,1,0,684
41,"PRATHMIK VIDYALAY ODRI",702,712,0,1414,590,518,0,1108,421,0,4,549,515,18,3,1,1,0,0,10,1,6,1108
42,"PRATHMIK VIDYALAY CHATELA URF JAINPUR",435,357,0,792,385,266,0,651,192,0,4,6,28,601,7,1,0,1,1,1,1,0,651
43,"PRATHMIK VIDYALAY KABEERPUR",442,359,0,801,381,289,0,670,203,0,7,358,255,41,3,1,1,0,0,2,2,0,670
44,"PRATHMIK VIDYALAY TISANG",351,283,0,634,272,231,0,503,138,0,8,181,227,79,1,1,1,1,0,3,0,1,503
45,"PRATHMIK VIDYALAY YUSUFPUR URF CHOUTRA",720,563,0,1283,512,426,0,938,712,0,4,48,412,466,3,0,0,0,2,1,0,2,938
46,"PRATHMIK VIDYALAY PHTEHPUR",390,348,0,738,360,251,0,611,112,0,1,70,477,48,6,0,0,0,0,5,2,2,611
47,"PRATHMIK VIDYALAY ROOM N0 1 MANSURA",626,528,0,1154,446,397,0,843,367,0,1,85,633,110,4,0,0,0,0,3,3,4,843
48,"PRATHMIK VIDYALAY ROOM N0 2 MANSURA",560,447,0,1007,458,351,0,809,264,0,2,234,472,93,3,0,0,0,0,2,1,2,809
49,"PRATHMIK VIDYALAY ASHRAFPUR",372,326,0,698,195,187,0,382,79,0,3,46,202,121,7,0,1,0,0,1,0,1,382
50,"PRATHMIK VIDYALAY DOKPURA",388,273,0,661,247,194,0,441,107,0,4,57,43,316,11,1,0,1,1,1,4,2,441
51,"JUNIOR HIGH SCHOOL ROOM N0 1 VEDKHEDI",531,483,0,1014,428,407,0,835,217,0,1,9,157,657,3,1,0,0,1,2,0,4,835
52,"JUNIOR HIGH SCHOOL ROOM N0 2 VEDKHEDI",518,447,0,965,402,357,0,759,124,0,4,5,302,439,2,0,2,0,1,1,1,2,759
53,"PRATHMIK VIDYALAY BIBIPUR JALALABAD",449,426,0,875,347,366,0,713,178,0,53,17,25,603,7,0,3,1,1,1,0,2,713
54,"PRATHMIK VIDYALAY DABHEDI BUJURG",275,224,0,499,247,204,0,451,400,0,0,15,52,382,1,0,0,1,0,0,0,0,451
55,"PRATHMIK VIDYALAY RATAUND",336,257,0,593,240,190,0,430,82,0,3,239,142,37,0,0,2,2,0,1,1,3,430
56,"PRATHMIK VIDYALAY BANIPUR MAJRA RATAUND",486,420,0,906,364,300,0,664,127,0,5,6,38,499,6,2,77,3,6,4,2,16,664
57,"JUNIOR HIGH SCHOOL PASCHIMI BHAG BAVARIYA COLONEY SINGRA",676,601,0,1277,439,415,0,854,85,0,65,49,194,521,13,0,1,0,3,3,1,4,854
58,"PRATHMIK VIDYALAY AHMADGARH",598,531,0,1129,393,347,0,740,219,0,5,93,8,617,8,2,1,1,5,0,0,0,740
59,"PRATHMIK VIDYALAY LAKXAMANPURA MAJRA PATNIPRATAPPUR",571,464,0,1035,367,338,0,705,148,0,3,0,43,641,6,0,1,4,1,0,3,3,705
60,"PRATHMIK VIDYALAY PATNIPARATAP PUR",335,308,0,643,273,243,0,516,97,0,37,35,242,199,2,0,0,0,0,0,1,0,516
61,"PRATHMIK VIDYALAY DHARAMPURA MAJRA PATNI PRATAPPUR",405,374,0,779,243,227,0,470,102,0,2,73,25,353,6,2,2,0,6,0,0,1,470
62,"PRATHMIK VIDYALAY DERA BHAGIRATH KHANPUR",657,577,0,1234,489,453,0,942,237,0,9,110,9,791,12,2,0,0,1,1,1,6,942
63,"PRATHMIK VIDYALAY DUDHALI MAJRA ALAUDINPUR",246,203,0,449,183,155,0,338,261,0,1,29,3,300,3,0,0,0,0,0,0,2,338
64,"PRATHMIK VIDYALAY KEMRA NO.2 HAUNSANGPUR",418,347,2,767,315,257,0,572,288,0,82,292,2,186,1,0,0,0,4,1,2,2,572
65,"PRATHMIK VIDYALAY KHANPUR JATAAN",397,312,0,709,274,248,0,522,122,0,6,17,7,483,6,0,0,1,1,0,0,1,522
66,"JAI SITARAM KISHAN INTER COLLAGE ROOM NO 1  JHINJHANA",732,613,0,1345,522,449,0,971,353,0,8,27,167,742,12,2,3,1,4,2,1,2,971
67,"JAI SITARAM KISHAN INTER COLLAGE ROOM NO 24 JHINJHANA",327,242,0,569,197,128,0,325,73,0,0,29,252,38,0,0,1,0,0,2,1,2,325
68,"JAI SITARAM KISHAN INTER COLLAGE ROOM NO 25 JHINJHANA",634,509,0,1143,399,327,0,726,574,0,4,181,404,127,4,0,0,1,2,0,0,3,726
69,"JAI SITARAM KISHAN INTER COLLAGE ROOM NO 2 JHINJHANA",278,243,0,521,208,166,0,374,59,0,7,36,95,228,4,0,0,0,1,3,0,0,374
70,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE  ROOM NO 2 JHINJHANA",707,589,0,1296,565,366,0,931,189,0,49,11,207,644,8,1,0,0,2,3,1,5,931
71,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE ROOM NO 3 JHINJHANA",800,699,0,1499,610,520,0,1130,429,0,15,23,269,806,6,0,2,2,2,2,1,2,1130
72,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE ROOM NO 4 JHINJHANA",536,470,0,1006,380,340,0,720,118,0,10,44,421,237,1,1,1,0,0,1,0,4,720
73,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE ROOM NO 12 JHINJHANA",802,639,0,1441,541,441,0,982,900,0,1,42,799,132,1,2,0,0,2,2,1,0,982
74,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE ROOM NO 13 JHINJHANA",597,481,0,1078,340,266,0,606,135,0,0,95,506,0,0,0,0,0,0,2,0,3,606
75,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE ROOM NO 14 JHINJHANA",631,568,0,1199,432,373,0,805,335,0,10,23,169,585,9,1,3,0,2,0,1,2,805
76,"RASHTRIYA SHIKSHA SADAN INTER COLLAGE ROOM NO 15 JHINJHANA",826,690,0,1516,580,457,0,1037,434,0,8,97,659,246,4,0,2,1,4,10,1,5,1037
77,"PRAIMARI PATHSHALA RAZAKNAGAR",675,564,0,1239,448,385,0,833,730,0,27,40,8,545,19,1,182,2,1,0,3,5,833
78,"PRATHMIK VIDYALAY ROOM NO  1 JAMALPUR",549,457,0,1006,362,325,0,687,20,0,4,16,443,201,11,0,1,0,0,3,4,4,687
79,"PRATHMIK VIDYALAY ROOM NO 2 JAMALPUR",651,552,0,1203,498,437,0,935,913,0,21,21,8,851,17,3,2,4,2,0,3,3,935
80,"PRATHMIK VIDYALAY SIKANDARPUR",681,558,0,1239,501,407,0,908,183,0,141,79,102,573,4,0,0,1,3,0,2,3,908
81,"PRATHMIK VIDYALAY UTTARI BHAG  DHINDHALI",525,437,0,962,355,321,0,676,599,0,28,4,200,427,5,0,2,1,4,2,1,2,676
82,"PRATHMIK VIDYALAY DAKSHINI BHAG DHINDHALI",458,395,0,853,295,267,0,562,53,0,37,1,11,500,5,1,0,0,3,2,0,2,562
83,"PRATHMIK VIDYALAY POORVI  BHAG  RANGGANA",702,584,0,1286,566,407,0,973,783,0,150,5,73,734,7,0,0,0,1,1,1,1,973
84,"PRATHMIK VIDYALAY DAKSINI BHAG RANGGANA",871,694,0,1565,581,476,0,1057,587,0,139,14,105,770,17,0,0,0,3,3,0,6,1057
85,"PRATHMIK VIDYALAY BHAMEDI",351,306,0,657,277,233,0,510,162,0,20,3,16,434,28,1,4,0,3,0,0,1,510
86,"PRATHMIK VIDYALAY SHAHPUR",364,364,0,728,299,301,0,600,228,0,5,2,6,571,7,3,1,2,2,0,1,0,600
87,"PRATHMIK VIDYALAY BEHDA",193,170,0,363,166,141,0,307,73,0,16,0,4,285,2,0,0,0,0,0,0,0,307
88,"PRATHMIK VIDYALAY BAJHEDI",568,447,0,1015,387,326,0,713,278,0,61,5,42,582,5,0,0,0,1,1,14,2,713
89,"PRATHMIK VIDYALAY HARSANA",414,361,0,775,290,255,0,545,400,0,17,4,29,469,15,1,1,0,1,5,2,1,545
90,"PRATHMIK VIDYALAY REDA MAJRA HARSANA",455,398,0,853,338,312,0,650,279,0,9,2,4,618,9,1,0,1,2,2,1,1,650
91,"PRATHMIK VIDYALAY BASI CHUDHIYARI",867,749,0,1616,750,612,0,1362,547,0,6,60,1192,86,4,1,1,1,1,3,3,4,1362
92,"PRIMARI PATHSHALA  ROOM NO 1 GANGARAMPURA",536,428,0,964,428,339,0,767,192,0,17,4,35,703,5,1,0,0,0,1,0,1,767
93,"PRIMARI PATHSHALA ROOM NO 2 GANGARAMPURA",463,376,0,839,381,304,0,685,221,0,6,3,34,627,10,0,1,1,1,1,0,1,685
94,"PRATHMIK VIDYALAY UTTARI BHAG SHAMLI SHAMLA",463,400,0,863,289,266,0,555,181,0,33,2,10,496,6,2,0,0,1,0,1,4,555
95,"PRATHMIK VIDYALAY  PASCHIMI BHAG SHAMLI SHAMLA",778,597,0,1375,594,410,0,1004,337,0,16,5,99,855,16,3,1,0,3,3,0,3,1004
96,"PRATHMIK VIDYALAY NAYA GANVE MAJRA SHAMLI SHAMLA",301,254,0,555,255,195,0,450,397,0,6,19,20,399,4,0,0,0,1,1,0,0,450
97,"JUNIOR HIGH SCHOOL ROOM NO 1 DATHEDA",683,585,0,1268,566,429,0,995,227,0,4,84,46,831,20,2,3,0,1,1,0,3,995
98,"JUNIOR HIGH SCHOOL ROOM NO 2 DATHEDA",672,562,0,1234,550,449,0,999,368,0,2,41,148,792,7,1,2,2,3,0,0,1,999
99,"PRATHMIK PATHASALA  ROOM NO 1 GADHI HASANPUR",548,449,0,997,418,314,0,732,297,0,4,33,6,675,5,1,1,1,3,2,1,0,732
100,"PRATHMIK PATHASALA ROOM NO 2 GADHI HASANPUR",399,366,0,765,301,271,0,572,50,0,1,20,195,342,2,0,1,0,4,5,1,1,572
101,"PRATHMIK PATHASALA ROOM NO 3 GADHI HASANPUR",322,289,0,611,253,183,0,436,85,0,2,23,256,145,5,2,0,0,0,0,3,0,436
102,"PRATHMIK VIDYALAY PADHAN NAGAR MAJRA GADI HASANPUR",370,322,0,692,316,261,0,577,204,0,3,15,58,491,6,0,1,0,0,0,1,2,577
103,"PRATHMIK VIDYALAY PANTHUPURA",738,678,0,1416,385,458,0,843,700,0,17,2,50,738,11,1,2,5,8,1,1,7,843
104,"PRIMARI PATHSHALA THAHARPUR",237,200,0,437,156,147,0,303,285,0,9,2,31,251,6,1,1,0,1,0,1,0,303
105,"PRATHMIK VIDYALAY NO 1 ROOM NO 1 KHEDI KHUSNAM",569,480,0,1049,459,365,0,824,52,0,3,4,110,682,10,1,5,1,1,2,0,5,824
106,"PRATHMIK VIDYALAY NO 1 ROOM NO 2 KHEDI KHUSNAM",556,509,0,1065,399,380,0,779,720,0,3,7,85,650,15,0,5,0,3,1,3,7,779
107,"PRAIMARI VIDYALAY NAYA BHAVAN UTTARI BHAG LAVADAUDPUR",626,552,0,1178,483,421,0,904,200,0,8,8,27,835,7,3,3,1,3,4,1,4,904
108,"PRATHMIK VIDYALAY NAI NAGALA",642,569,0,1211,455,409,0,864,356,0,4,320,398,130,7,0,0,1,1,2,1,0,864
109,"PRATHMIK VIDYALAY SANPLA",562,405,0,967,396,299,0,695,226,0,110,10,63,497,13,0,0,1,0,0,1,0,695
110,"PRATHMIK VIDYALAY PASCHMI BHAG GAGAUR",694,537,0,1231,477,361,0,838,685,0,332,39,49,395,9,3,0,1,2,2,1,5,838
111,"PRATHMIK VIDYALAY POORVI BHAG GAGAUR",718,595,0,1313,482,388,0,870,341,0,135,13,82,593,18,2,7,2,1,3,7,7,870
112,"D.A.V.INTER COLLAGE PASCHMI BHAG KA FRIST ROOM  UN",531,416,0,947,366,222,0,588,386,0,347,3,23,209,4,0,0,0,0,0,1,1,588
113,"D.A.V.INTER COLLAGE PASCHMI BHAG KA  THIRD ROOM UN",608,458,0,1066,385,247,0,632,118,0,175,12,129,315,1,0,0,0,0,0,0,0,632
114,"D.A.V.INTER COLLAGE PASCHMI BHAG KA  ROOM NO 4 UN",671,518,0,1189,432,282,0,714,142,0,239,19,131,315,2,0,2,0,4,1,0,1,714
115,"D.A.V.INTER COLLAGE POORVI  BHAG KA ROOM NO 10 UN",725,581,0,1306,448,325,0,773,322,0,214,36,24,482,8,2,3,2,1,1,0,0,773
116,"POORV MADHYAMIK VIDYALAY ROOM NO 2 UN",531,445,0,976,339,251,0,590,164,0,44,70,9,455,2,1,2,2,3,1,0,1,590
117,"POORV MADHYAMIK VIDYALAY ROOM NO 3 UN",614,459,0,1073,406,263,0,669,183,0,231,8,59,361,4,1,0,0,0,1,1,3,669
118,"KANNIYA POORV MADYAYMIK  VIDYALAY KA ROOM NO 2 UN",838,638,0,1476,444,348,0,792,249,0,148,49,107,479,5,0,0,0,1,2,0,1,792
119,"KANNIYA POORV MADYAYMIK VIDYALAY KA ROOM NO 3  UN",700,546,0,1246,399,269,0,668,206,0,158,56,35,395,9,2,1,0,0,2,2,8,668
120,"HARIJAN PANCHAYAT BHAVAN BATHALA PATTI  UTTARI BHAG UN",625,475,0,1100,421,304,0,725,638,0,257,117,19,301,11,0,1,3,1,1,3,11,725
121,"HARIJAN PANCHAYAT BHAVAN BATHALA PATTI DAKSINI BHAG UN",386,282,0,668,146,117,0,263,227,0,15,157,4,77,0,1,0,0,1,3,3,2,263
122,"PRATHMIK VIDYALAY KHEDA BHAU",448,421,0,869,344,316,0,660,483,0,17,7,8,624,2,0,0,0,0,0,0,2,660
123,"PRATHMIK VIDYALAY ROOM NO 1 AMBEHATA RINDAN",538,463,0,1001,386,328,0,714,564,0,3,11,639,52,0,0,0,1,0,7,0,1,714
124,"PRATHMIK VIDYALAY ROOM NO 2 AMBEHATA RINDAN",462,463,0,925,272,283,0,555,413,0,2,50,454,43,2,0,0,1,0,1,0,2,555
125,"PRATHMIK VIDYALAY SIMBHALKA",330,271,0,601,253,208,0,461,398,0,3,8,48,394,4,0,0,1,0,1,2,0,461
126,"PRATHMIK VIDYALAY BASEDA",735,673,0,1408,513,462,0,975,885,0,8,48,873,31,4,0,0,0,2,3,3,3,975
127,"PRATHMIK VIDYALAY PATHAED",449,365,0,814,410,323,0,733,533,0,1,28,348,345,5,1,0,0,1,1,0,3,733
128,"JUNIOR HIGH SCHOOL ROOM NO 1  AKBARPUR SUNHATI",583,492,0,1075,536,449,0,985,370,0,5,278,581,109,4,1,0,1,1,1,0,4,985
129,"JUNIOR HIGH SCHOOL ROOM NO 2  AKBARPUR SUNHATI",463,421,0,884,389,374,0,763,311,0,1,92,400,257,6,0,3,0,2,0,1,1,763
130,"PRATHMIK VIDYALAY BARNAVI",849,790,0,1639,585,532,0,1117,507,0,15,260,617,195,2,3,1,1,3,4,5,11,1117
131,"PRATHMIK VIDYALAY DABHEDI KHURD",499,424,0,923,399,327,0,726,358,0,2,200,448,69,0,0,1,0,0,2,2,2,726
132,"PRATHMIK VIDYALAY BANJARAN BASTI  MAJRA DABHEHDI KHURD",65,58,0,123,50,50,0,100,27,0,0,0,43,55,1,0,0,0,0,0,0,1,100
133,"PRATHMIK VIDYALAY JANDHEDI",856,659,0,1515,576,561,0,1137,482,0,6,141,344,624,10,1,2,2,2,3,1,1,1137
134,"PRATHMIK VIDYALAY BIBIPUR HATIYA",341,330,0,671,304,300,0,604,88,0,2,353,148,88,3,1,0,1,3,0,0,5,604
135,"PRATHMIK VIDYALAY MANGALPUR MAJRA BIBIPUR HATIYA",385,362,0,747,332,310,0,642,181,0,0,3,56,579,1,0,0,0,1,1,0,1,642
136,"PRATHMIK VIDYALAY PAVTI KALAN",583,490,0,1073,547,407,0,954,247,0,6,18,16,887,10,0,1,0,5,2,0,9,954
137,"JUNIOR HIGH SCHOOL ROOM N0 1 PAVTI KALAN",765,624,0,1389,605,465,0,1070,318,0,7,63,644,333,7,2,1,2,4,5,0,2,1070
138,"JUNIOR HIGH SCHOOL ROOM N0 2 PAVTI KALAN",722,538,0,1260,509,440,0,949,136,0,3,132,701,89,8,1,1,0,3,8,2,1,949
139,"ARBI SCHOOL  ROOM  NO 1 GOGVAN",517,509,0,1026,428,427,0,855,273,0,8,452,338,47,0,0,0,1,2,4,2,1,855
140,"ARBI SCHOOL ROOM NO 2 GOGVAN",499,465,0,964,408,369,0,777,182,0,7,134,588,33,0,1,0,1,0,10,1,2,777
141,"ARBI SCHOOL DAKSINI BHAG GOGVAN",731,615,0,1346,549,500,0,1049,800,0,6,269,655,93,3,1,0,0,2,9,6,5,1049
142,"PRATHMIK VIDYALAY N0. 2 GOGWAN",336,250,0,586,260,225,0,485,96,0,1,57,68,350,4,0,2,0,2,0,0,1,485
143,"PRATHMIK VIDYALAY BADHUPURA",564,509,0,1073,474,433,0,907,316,0,6,319,566,11,0,1,0,0,1,0,2,1,907
144,"PRATHMIK VIDYALAY GAZIPURA",240,201,0,441,142,104,0,246,78,0,1,46,177,17,0,0,0,0,3,0,2,0,246
145,"PRATHMIK VIDYALAY ROOM NO 1  SHEKHUPURA",749,533,0,1282,700,475,0,1175,471,0,0,0,2,1173,0,0,0,0,0,0,0,0,1175
146,"PRATHMIK VIDYALAY ROOM NO 2  SHEKHUPURA",790,531,0,1321,707,515,0,1222,210,0,0,0,0,1221,1,0,0,0,0,0,0,0,1222
147,"PRATHMIKD VIDYALAY ROOM NO 1  BARALA KUKARHEDI",867,668,0,1535,666,567,0,1233,398,0,58,470,639,53,0,1,0,0,2,6,1,3,1233
148,"PRATHMIKD VIDYALAY ROOM NO 2  BARALA KUKARHEDI",759,567,0,1326,604,454,0,1058,341,0,43,422,504,68,5,1,3,0,1,3,3,5,1058
149,"ISLAMIYA SCHOOL UTTARI ROOM NO 1  BHURA",925,623,0,1548,670,520,0,1190,894,0,4,176,934,61,5,0,0,0,0,2,4,4,1190
150,"ISLAMIYA SCHOOL UTTARI ROOM NO 2  BHURA",806,590,0,1396,602,443,0,1045,569,0,7,176,729,108,3,0,0,0,2,11,1,8,1045
151,"PRATHMIK VIDYALAY NO 3 BHURA",651,544,0,1195,448,472,0,920,285,0,0,149,413,325,11,2,1,2,1,5,1,10,920
152,"PRATHMIK VIDYALAY NO 3 KA ROOM NO 1 BHURA",484,388,0,872,337,283,0,620,173,0,3,93,62,443,8,0,0,0,5,3,0,3,620
153,"PRATHMIK VIDYALAY NO 3 KA ROOM NO 2  BHURA",617,525,0,1142,493,361,0,854,267,0,4,166,103,562,7,1,0,2,3,0,0,6,854
154,"JUNIOR HIGH SCHOOL DAKSNI BHAG  BHURA",745,584,0,1329,618,486,0,1104,478,0,2,18,32,1035,4,0,1,3,5,0,1,3,1104
155,"ISLAMIYA MADARSA NAYA GANDRAU",572,485,0,1057,468,360,0,828,388,0,2,195,594,17,2,0,0,2,1,11,2,2,828
156,"PRATHMIK VIDYALAY GANDRAAU",492,366,0,858,431,319,0,750,263,0,0,95,643,7,0,0,0,0,2,1,0,2,750
157,"PRATHMIK VIDYALAY MALAKPUR",1292,1039,0,2331,666,623,0,1289,397,0,7,80,651,502,18,3,1,3,3,6,2,13,1289
158,"JUNIOR HIGH SCHOOL CLASS SIX KA ROOM  ISSOPUR KHURGAN",632,540,0,1172,495,416,0,911,201,0,4,211,606,71,2,1,0,1,3,4,1,7,911
159,"JUNIOR HIGH SCHOOL CLASS 7  KA ROOM NO 2  ISSOPUR KHURGAN",488,386,0,874,390,273,0,663,194,0,4,69,514,66,1,1,0,1,1,2,0,4,663
160,"JUNIOR HIGH SCHOOL CLASS 7 KA ROOM NO 3 ISSOPUR KHURGAN",414,334,0,748,400,161,0,561,98,0,2,48,406,90,4,0,1,0,3,2,4,1,561
161,"SARVJANIK DHARMSHALA  UTTARI BHAG HOLL ISSOPUR KHURGAN",820,581,0,1401,589,408,0,997,257,0,2,141,754,70,0,0,1,3,1,10,3,12,997
162,"PRATHMIK VIDYALAY MANDAAWAR",703,665,0,1368,556,506,0,1062,361,0,13,208,811,24,1,1,1,0,0,2,0,1,1062
