"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAYA PRADA NAHATA","2 - KUNWAR BHARTENDRA","3 - MALOOK NAGAR","4 - SHAHNAWAZ RANA","5 - UDAY ALIES UDAYVEER","6 - GAURAV","7 - PARVEZ AQIL","8 - MOHAMAD ADEEB","9 - MOHAMMAD MOOSA","10 - UMESH ALIES PANI","11 - KAMAL","12 - GAJRESH KUMAR","13 - None of the Above","Total Votes Secured"
28,"P.V. MOHIDENPUR KAKSH-2",513,466,0,979,329,307,0,636,624,0,1,429,127,58,2,0,0,0,7,0,4,4,4,636
29,"P.V. MOHIDENPUR KAKSH-3",684,635,0,1319,444,416,0,860,860,0,6,632,138,52,0,3,2,2,0,4,5,2,14,860
30,"P.V. DAYALWALA KAKSH-1",786,711,0,1497,561,565,0,1126,1125,0,8,470,476,133,6,1,1,3,3,2,4,7,12,1126
31,"P.V. DAYALWALA KAKSH-2",604,562,0,1166,458,455,0,913,913,0,4,437,429,18,2,6,3,2,2,4,4,2,0,913
32,"P.V. SHEKHPURA",856,754,0,1610,573,514,0,1087,1087,0,19,633,382,21,3,3,1,2,0,7,4,6,6,1087
33,"P.V.FAZALPUR KAKSH-1",574,518,0,1092,392,406,0,798,797,0,68,402,214,79,1,4,1,4,1,5,6,10,3,798
34,"P.V. FAZALPUR KAKSH-2",300,273,0,573,205,230,0,435,434,0,5,33,381,1,1,0,0,0,0,0,5,4,5,435
35,"P.V. TITERWAL",373,346,0,719,254,253,0,507,506,0,8,358,111,26,1,0,0,0,0,0,0,1,2,507
36,"P.V. BASHIRUHASI",205,187,0,392,148,161,0,309,309,0,2,89,210,3,0,1,0,0,0,2,1,0,1,309
37,P.V.CHANDAK,569,510,0,1079,413,330,0,743,730,0,94,481,143,12,0,2,1,2,0,3,2,3,0,743
38,"P.V.KHANPUR MADHO KAKSH-1",678,613,0,1291,487,475,0,962,955,0,13,481,411,43,1,1,0,0,1,3,1,4,3,962
39,"P.V. KHANPUR MADHO KAKSH-2",529,482,0,1011,409,314,0,723,720,0,169,374,42,126,4,1,0,0,0,1,0,4,2,723
40,"P.V. KHANPUR MADHO",337,327,0,664,203,217,0,420,387,0,11,26,342,31,0,4,0,0,0,0,2,2,2,420
41,P.V.PADAMPUR,434,414,0,848,329,307,0,636,636,0,18,550,11,50,0,1,0,1,0,1,0,4,0,636
42,"P.V.AKBARPUR DEVIDASWALA",337,323,1,661,279,278,0,557,548,0,11,424,102,16,0,0,0,0,0,1,1,2,0,557
43,"P.V. RAJARAMPUR KHADAR KAKSH-1",662,577,0,1239,302,279,0,581,581,0,20,348,76,107,2,2,1,3,0,1,6,6,9,581
44,"P.V. RAJARAMPUR KHADAR KAKSH-2",276,252,0,528,165,160,0,325,325,0,2,105,23,184,0,1,0,0,3,0,1,2,4,325
45,"P.V. AURANGABAD SHANKARPUR",726,669,0,1395,557,536,0,1093,1093,0,7,338,419,303,2,1,0,2,0,3,4,4,10,1093
46,"P.V. TAIYYABPUR QAZI KAKSH-1",563,512,0,1075,427,395,0,822,822,0,68,498,205,13,0,3,0,2,2,7,1,6,17,822
47,"P.V. TAIYYABPUR QAZI KAKSH-2",559,506,0,1065,439,387,0,826,826,0,20,354,395,34,5,1,1,5,1,2,2,1,5,826
48,"P.V. BADSHAPUR",663,590,0,1253,513,448,0,961,861,0,4,669,242,18,0,1,1,0,2,4,4,9,7,961
49,"P.V. KISHANWASH",388,358,0,746,331,333,0,664,662,0,2,125,41,482,4,0,1,0,3,0,2,1,3,664
50,"A.V.NIKATAN INTER COLLEGE SHAWAZPUR KAKSH 1",530,467,0,997,394,325,0,719,699,0,4,285,16,385,3,1,1,3,1,4,3,4,9,719
51,"A.V.NIKATAN INTER COLLEGE SHAWAZPUR KAKSH 2",313,290,0,603,223,235,0,458,455,0,2,144,293,9,2,0,0,0,0,2,3,1,2,458
52,"A.V.NIKATAN INTER COLLEGE SHAWAZPUR KAKSH 3",354,327,0,681,264,249,0,513,511,0,4,416,80,6,0,2,0,0,0,2,2,0,1,513
53,"P.V. RATANPUR RIYAYA",501,444,0,945,377,352,0,729,670,0,11,492,205,4,0,0,2,0,0,2,3,4,6,729
54,"P.V. RANIPUR",323,297,0,620,228,227,0,455,455,0,38,303,101,3,1,3,0,0,1,0,2,2,1,455
55,"P.V. SHADIPUR",396,363,0,759,319,264,0,583,582,0,47,234,276,13,0,2,0,1,1,1,2,3,3,583
56,"P.V. AKBARPUR ANGAKHERI",489,458,0,947,350,343,0,693,691,0,18,505,149,13,0,0,0,0,0,0,4,1,3,693
57,"P.V. MACHKEE",621,559,0,1180,448,367,0,815,815,0,24,459,251,57,2,2,0,1,2,5,3,3,6,815
58,"P.V. DWARIKAPURI",330,297,0,627,282,244,0,526,525,0,21,418,74,1,2,2,1,1,0,1,2,2,1,526
59,"P.V. ALIPUR NAGLA",427,383,0,810,305,313,0,618,614,0,12,394,171,28,0,0,0,2,0,2,0,0,9,618
60,"P.V. MAHESHWARI",671,601,0,1272,477,466,0,943,943,0,9,397,396,118,5,4,0,0,1,5,1,1,6,943
61,"P.V. MOHASANPUR CHAMRA",607,538,0,1145,371,404,0,775,757,0,4,253,166,344,2,0,1,0,0,0,1,1,3,775
62,"P.V. MONDHIA DHANSI PARTHAM",831,765,0,1596,557,547,0,1104,1096,0,7,644,275,151,1,0,0,0,1,4,5,5,11,1104
63,"P.V. MONDHIA DHANSH SECOND",349,312,0,661,244,246,0,490,480,0,10,258,211,2,0,0,0,1,0,3,1,2,2,490
64,"P.V. MANDAWAR KAKSH 1",697,618,0,1315,344,361,0,705,703,0,8,96,193,396,3,0,0,1,0,0,1,3,4,705
65,"P.V. MANDAWAR KAKSH 2",205,185,0,390,103,125,0,228,227,0,6,76,14,119,0,0,1,8,1,1,1,0,1,228
66,"P.V.  MANDAWAR  KAKSH 3",547,481,0,1028,259,267,0,526,519,0,7,252,45,210,0,0,1,1,1,0,0,3,6,526
67,"P.V. MANDAWAR KAKSH 4",593,533,0,1126,314,458,0,772,772,0,11,28,46,669,2,2,1,0,0,6,0,1,6,772
68,"M.G.I. COLLEGE MANDAWAR KAKSH 1",615,565,0,1180,336,380,0,716,709,0,13,13,104,547,9,4,0,0,6,7,4,3,6,716
69,"M.G.I. COLLEGE MANDAWAR KAKSH 2",408,361,0,769,217,242,0,459,455,0,3,58,196,188,2,1,3,0,1,1,2,0,4,459
70,"M.G.I. COLLEGE MANDAWAR KAKSH 3",566,511,0,1077,331,304,0,635,627,0,4,194,193,220,4,3,0,2,2,3,3,2,5,635
71,"M.G.I. COLLEGE MANDAWAR KAKSH 4",748,679,0,1427,383,436,0,819,802,0,12,41,135,609,3,1,1,2,5,3,3,1,3,819
72,"M.G.I. COLLEGE MANDAWAR KAKSH 5",712,646,0,1358,406,395,0,801,758,0,7,196,89,495,1,2,2,0,1,2,0,4,2,801
73,"P V.AVAM.KANYA PURV M. V. MANDAWAR KAKSH 1",436,408,0,844,258,222,0,480,473,0,18,239,30,190,0,0,0,0,1,0,1,0,1,480
74,"P V.AVAM.KANYA PURV M. V. MANDAWAR KAKSH 2",646,562,0,1208,285,282,0,567,567,0,3,98,50,397,1,5,2,0,3,2,1,2,3,567
75,"P V.AVAM.KANYA PURV M. V. MANDAWAR KAKSH 3",473,418,0,891,190,208,0,398,397,0,4,55,30,284,6,1,2,1,0,2,1,4,8,398
76,"P V.AVAM.KANYA PURV M. V. MANDAWAR KAKSH 4",406,363,0,769,207,226,0,433,433,0,3,86,23,310,2,1,0,0,2,1,0,3,2,433
77,"KISAN SEWA SAHKARI SAMITI MANDAWAR KAKSH 1",646,556,0,1202,353,369,0,722,720,0,6,69,210,394,5,1,3,0,9,6,4,1,14,722
78,"KISAN SEWA SAHKARI SAMITI MANDAWAR KAKSH 2",390,359,0,749,210,244,0,454,428,0,0,0,44,388,4,1,0,0,4,1,0,3,9,454
79,"P.V. MUKIMPUR JAMAL URF INAMPURA KAKSH 1",790,710,1,1501,443,469,0,912,912,0,13,68,393,408,13,3,0,0,0,5,3,3,3,912
80,"P.V. MUKIMPUR JAMAL URF INAMPURA KAKSH 2",816,714,0,1530,496,503,0,999,997,0,24,276,182,489,4,3,2,0,7,3,3,2,4,999
81,"P.V.  MOHMADPUR DEVMAL PRATHAM KAKSH 1",527,476,0,1003,324,327,0,651,651,0,10,236,246,134,3,3,1,1,2,4,3,1,7,651
82,"P.V.  MOHMADPUR DEVMAL PRATHAM KAKSH 2",333,305,1,639,176,215,0,391,384,0,1,92,125,165,0,1,0,1,1,2,1,2,0,391
83,"ABHINAV PURV M V MOHMADPUR DEVMAL ROOM NO 1",743,672,0,1415,493,469,0,962,950,0,21,557,218,133,2,3,1,1,0,5,6,5,10,962
84,"ABHINAV PURV M V MOHMADPUR DEVMAL ROOM NO 2",711,639,0,1350,517,459,0,976,810,0,41,541,337,11,1,1,3,2,1,8,3,17,10,976
85,"P.V. SHAHJADPUR KAKSH 1",514,459,0,973,284,310,0,594,594,0,6,220,190,155,3,0,1,1,3,4,1,3,7,594
86,"P.V. SHAHJADPUR KAKSH 2",401,352,0,753,244,216,0,460,460,0,12,263,143,21,2,2,1,1,4,1,1,3,6,460
87,"P.V. SHAHJADPUR",482,427,0,909,306,289,0,595,592,0,3,427,138,5,0,1,1,2,0,3,5,4,6,595
88,"PURV M.V. RAFIULNAGAR URF RAWALI KAKSH 1",728,628,0,1356,401,366,0,767,766,0,4,341,314,74,1,0,2,2,2,6,8,4,9,767
89,"PURV M.V. RAFIULNAGAR URF RAWALI KAKSH 2",815,687,1,1503,532,464,0,996,996,0,7,413,440,82,8,5,3,3,2,5,8,6,14,996
90,"P.V.CHANDPUR NOABAD KAKSH 1",684,618,0,1302,502,491,0,993,993,0,9,531,212,227,1,0,0,2,2,2,1,5,1,993
91,"P.V. CHANDPUR NOABAD KAKSH 2",399,358,0,757,255,260,0,515,507,0,0,12,27,462,4,1,0,0,2,1,0,2,4,515
92,"P.V.MUZAFFARPUR KESHO KAKSH 1",540,467,0,1007,376,341,0,717,609,0,3,234,426,17,4,3,1,1,2,6,6,5,9,717
93,"P.V.MUZAFFARPUR KESHO KAKSH 2",341,310,0,651,222,213,0,435,406,0,20,150,244,3,2,2,0,0,3,3,5,2,1,435
94,"P.V. BAKARPUR GARI",691,596,0,1287,453,438,0,891,867,0,25,503,291,45,2,2,1,2,0,0,4,7,9,891
95,"P.V. KHANJANHAPUR BHADAR",353,348,0,701,247,242,0,489,390,0,20,197,207,49,1,1,0,0,0,3,4,4,3,489
96,"P.V. YUSUFPUR HAMID",605,518,0,1123,406,347,0,753,653,0,6,435,207,74,2,0,2,5,2,6,3,2,9,753
97,"P.V. KHANPUR PATTI",462,433,0,895,387,330,0,717,716,0,37,484,182,5,0,0,0,0,1,1,2,1,4,717
98,"P.V M. V.ULAKPUR",738,668,1,1407,498,448,0,946,905,0,3,11,345,549,10,0,2,1,1,9,2,2,11,946
99,"P.V. MUNDALA",665,591,0,1256,351,351,0,702,30,0,8,8,18,641,5,3,2,1,7,1,1,1,6,702
100,"P.V. MUNDALA",711,623,0,1334,381,445,0,826,816,0,3,2,7,782,7,4,1,0,5,2,1,1,11,826
101,"P.V. SWAHEDI KHURD",585,524,0,1109,464,388,0,852,852,0,38,590,180,13,3,1,2,0,2,4,3,8,8,852
102,"PURV M. V. SWAHEDI BUJURG KAKSH 1",730,657,0,1387,484,421,0,905,905,0,204,518,119,53,2,2,1,0,0,2,1,1,2,905
103,"PURV M. V. SWAHEDI BUJURG KAKSH 2",609,557,0,1166,393,356,0,749,739,0,53,397,264,12,0,6,0,1,0,2,4,3,7,749
104,"P.V.  ALIPUR MAKHAN",607,548,0,1155,435,419,0,854,824,0,7,569,265,3,0,2,0,0,1,2,1,0,4,854
105,"PANCHAYAT GHAR MUKEMPUR DHARMASHI",370,351,0,721,271,262,0,533,533,0,3,402,28,89,0,3,1,0,1,1,0,4,1,533
106,"PURV M. V.  GAJRAULA SHIV  KAKSH 1",823,727,1,1551,492,478,0,970,970,0,11,497,103,334,3,2,1,1,4,1,3,3,7,970
107,"PURV M. V.  GAJRAULA SHIV  KAKSH 2",461,413,0,874,282,280,0,562,548,0,10,93,271,176,2,0,0,1,0,3,1,1,4,562
108,"PURV M. V.  GAJRAULA SHIV  KAKSH 1",434,387,0,821,297,283,0,580,576,0,1,243,320,9,1,0,0,0,0,2,0,1,3,580
109,"P.V.  GAJRAULA ACHPAL",786,735,0,1521,684,399,0,1083,1055,0,14,569,340,113,6,4,3,1,2,7,7,9,8,1083
110,"P.V.  AHMADPUR MAHIUDDINPUR KAKSH 1",470,431,0,901,319,294,0,613,589,0,3,178,302,116,4,2,1,0,1,1,2,0,3,613
111,"P.V.  AHMADPUR MAHIUDDINPUR KAKSH 2",377,359,0,736,252,277,0,529,526,0,11,53,16,441,0,0,3,0,0,1,1,2,1,529
112,"P.V.  BHADSHAPUR TARIKAM",713,628,0,1341,576,478,0,1054,1054,0,0,3,91,934,2,0,1,1,8,7,1,3,3,1054
113,"P.V.  MUKEMPUR DHARU",371,319,0,690,264,228,0,492,489,0,133,127,193,25,1,3,1,0,1,0,3,3,2,492
114,"P.V.  MAKASUDANPUR HAFIZ",792,693,0,1485,460,486,0,946,715,0,66,330,38,492,2,1,1,2,2,1,2,2,7,946
115,"KISAN INTER COLLEGE MANDAWALI",571,530,0,1101,382,365,0,747,747,0,29,254,80,358,2,0,1,1,5,5,4,4,4,747
116,"PURV M. V.  QUZIWALA KAKSH 1",865,739,0,1604,622,560,0,1182,1182,0,3,18,75,1063,7,2,1,2,0,1,4,2,4,1182
117,"PURV M. V.  QUZIWALA KAKSH 2",535,459,0,994,423,396,0,819,382,0,1,3,20,787,3,1,0,0,3,0,0,0,1,819
118,"PURV M. V.  QUZIWALA KAKSH 3",408,354,0,762,338,281,0,619,619,0,0,0,30,579,5,0,0,1,3,0,0,0,1,619
119,"P.V. ETAWA",713,645,0,1358,500,540,0,1040,1040,0,4,142,368,493,3,1,1,1,0,6,8,3,10,1040
120,"P.V. NAWALPUR.",397,352,0,749,330,277,0,607,576,0,5,550,27,1,0,1,2,1,2,2,3,7,6,607
121,"P.V.AMEERPURDASH URF DHARMNAGARI KAKSH 1",471,430,0,901,361,329,0,690,645,0,5,333,161,174,6,0,0,0,1,3,1,3,3,690
122,"P.V.AMEERPURDASH URF DHARMNAGARI KAKSH 2",457,411,0,868,367,321,0,688,685,0,14,580,38,52,0,1,0,0,0,1,0,1,1,688
123,"PURV M. V.  DHARMNAGARI",571,512,0,1083,416,374,0,790,790,0,19,563,36,158,3,0,2,2,3,3,1,0,0,790
124,"P.V.CHANDPUR FERU",591,514,0,1105,368,346,0,714,686,0,6,193,140,244,4,0,0,4,107,1,3,6,6,714
125,"MADARASA ISLAMIYA AMIPUR BEGA",304,278,0,582,251,214,0,465,461,0,1,1,8,449,3,1,0,0,0,1,0,0,1,465
126,"P.V. MANDAWALI SAIDU",740,668,0,1408,594,530,0,1124,1124,0,3,3,144,958,1,2,1,0,4,3,4,0,1,1124
127,"P.V. AMEERPUR SHUDHA KAKSH 1",541,496,0,1037,366,344,0,710,710,0,3,36,22,623,6,2,1,0,3,7,0,2,5,710
128,"P.V. AMEERPUR SHUDHA KAKSH 2",402,371,0,773,255,270,0,525,525,0,1,6,6,499,1,0,1,1,2,1,2,2,3,525
129,"PURV M. V. MUKSUDANPUR NAND URF JHALRA KAKSH 1",595,508,0,1103,384,385,0,769,766,0,10,135,130,468,5,0,1,1,3,4,4,2,6,769
130,"PURV M. V. MUKSUDANPUR NAND URF JHALRA KAKSH 2",631,556,0,1187,444,421,0,865,862,0,5,7,161,673,4,1,0,2,2,4,2,0,4,865
131,"P.V. KACHHAPURA",237,229,0,466,189,196,0,385,341,0,66,64,250,1,0,0,0,0,0,1,2,0,1,385
132,"P.V. FIROZPUR MUBARAKAPUR URF NAYA GANAO",538,510,0,1048,399,398,0,797,797,0,119,455,177,23,1,2,1,0,1,1,2,7,8,797
133,"P.V.JAMALPUR PATHANI KAKSH 1",425,396,0,821,320,298,0,618,585,0,9,413,169,21,1,0,0,0,1,1,2,1,0,618
134,"P.V.JAMALPUR PATHANI KAKSH 2",522,487,0,1009,351,357,0,708,708,0,15,47,132,469,7,0,2,2,28,2,2,0,2,708
135,"P.V. TARIKAMPUR ROOPCHAND KAKSH 1",584,529,0,1113,469,408,0,877,877,0,1,21,103,725,4,3,1,1,0,9,3,0,6,877
136,"P.V. TARIKAMPUR ROOPCHAND KAKSH 2",390,362,0,752,265,262,0,527,527,0,2,44,290,178,0,2,0,0,1,0,0,1,9,527
137,"P.V. TARIKAMPUR ROOPCHAND KAKSH 3",781,690,0,1471,575,539,0,1114,1114,0,6,134,101,829,13,1,0,1,7,8,4,0,10,1114
138,"PURV M. V.TAMOORPUR DEEPA",266,251,0,517,148,147,0,295,294,0,22,168,46,53,1,5,0,0,0,0,0,0,0,295
139,"P.V. JHAKRI BANGAR",262,229,0,491,195,192,0,387,387,0,0,0,29,342,1,0,1,2,1,3,1,1,6,387
140,"P.V.KHEDKI HEMRAJ COLONI",651,588,0,1239,545,469,0,1014,934,0,10,971,13,4,0,0,0,1,1,1,2,2,9,1014
141,"P.V. FARIDPUR QAZI KAKSH 1",523,472,0,995,376,358,0,734,734,0,8,61,158,483,2,0,2,3,11,1,1,0,4,734
142,"P.V. FARIDPUR QAZI KAKSH 2",486,442,0,928,306,304,0,610,610,0,2,11,27,553,6,1,0,2,2,1,0,2,3,610
143,"P.V. FARIDPUR QAZI KAKSH 3",496,449,0,945,353,322,0,675,655,0,4,244,58,343,2,3,2,2,0,4,5,1,7,675
144,"KARYALYA B.S.A SHIKSHA ADHIKARI BIJNOR KAKSH 1",574,552,0,1126,303,303,0,606,604,0,24,277,211,78,0,5,1,0,2,1,3,0,4,606
145,"KARYALYA B.S.A SHIKSHA ADHIKARI BIJNOR KAKSH 2",375,371,0,746,225,234,0,459,380,0,25,328,70,23,0,8,1,0,1,0,0,1,2,459
146,"P.V. NEW BASTI 4 KANSHIRAM AWASH COLONI BIJNOR KAKSH 1.",570,527,0,1097,336,339,0,675,618,0,40,478,126,8,0,18,0,0,0,0,2,2,1,675
147,"P.V. NEW BASTI 4 KANSHIRAM AWASH COLONI BIJNOR KAKSH 2",407,383,0,790,270,274,0,544,541,0,33,341,155,6,0,8,0,1,0,0,0,0,0,544
148,"P.V. ISLAMPUR DASH",537,480,0,1017,385,383,0,768,768,0,1,268,115,357,10,1,1,0,1,6,0,4,4,768
149,"P.V.TAMOORPUR KAKSH 1",614,564,0,1178,406,377,0,783,783,0,26,490,185,56,3,1,2,1,0,3,3,7,6,783
150,"P.V.TAMOORPUR KAKSH 2",858,777,0,1635,463,431,0,894,800,0,22,401,83,366,3,5,0,0,2,2,0,3,7,894
151,"P.V.TAMOORPUR KAKSH 3",590,532,0,1122,261,203,0,464,454,0,31,305,74,39,0,13,0,0,0,0,0,0,2,464
152,"P.V.TAMOORPUR KAKSH 4",349,331,0,680,192,178,0,370,367,0,35,318,11,3,0,2,0,0,0,0,0,0,1,370
153,"PURV M. V.TAMOORPUR KAKSH 1",606,549,0,1155,317,251,0,568,568,0,19,411,114,13,0,4,1,0,0,0,2,2,2,568
154,"PURV M. V.TAMOORPUR KAKSH 2",325,305,0,630,166,167,0,333,329,0,14,228,67,17,0,1,1,1,0,1,1,1,1,333
155,"P.V. FARIDPUR MEERA",672,610,0,1282,550,465,0,1015,1012,0,9,707,265,9,0,1,1,1,2,5,2,3,10,1015
156,"P.V. RASOOLPUR PRATHI KAKSH 1",657,605,0,1262,477,408,0,885,833,0,51,558,245,6,0,3,0,0,4,7,3,2,6,885
157,"P.V. RASOOLPUR PRATHI KAKSH 2",590,521,0,1111,378,359,0,737,721,0,44,520,146,16,2,4,0,0,1,2,0,2,0,737
158,"P.V. RASOOLPUR PRATHI KAKSH 3",811,745,0,1556,568,524,0,1092,1092,0,47,356,268,396,1,5,0,0,1,4,1,5,8,1092
159,"P.V. JHALRI KAKSH 1",502,462,0,964,415,355,0,770,669,0,37,400,316,5,1,2,0,0,0,1,2,3,3,770
160,"P.V. JHALRI KAKSH 2",367,328,0,695,273,231,0,504,500,0,32,325,76,65,0,0,0,0,0,1,3,0,2,504
161,"P.V. BHAGAIN KAKSH 1",395,357,0,752,327,270,0,597,597,0,19,201,216,150,0,1,1,0,1,4,0,0,4,597
162,"P.V. BHAGAIN KAKSH 2",532,485,0,1017,398,363,0,761,761,0,25,187,416,115,2,0,0,0,0,2,2,5,7,761
163,"P.V. MANGOLPURA",421,406,0,827,351,314,0,665,662,0,133,462,42,20,0,0,1,0,0,0,2,3,2,665
164,"P.V.MIRZAPUR MAHESH KAKSH 1",553,501,0,1054,388,355,0,743,742,0,161,348,69,147,1,1,0,2,3,2,2,5,2,743
165,"P.V.MIRZAPUR MAHESH KAKSH 2",429,365,0,794,314,261,0,575,575,0,54,219,278,10,0,0,0,0,0,2,1,5,6,575
166,"P.V. VAISHPUR MAAN",298,278,0,576,229,220,0,449,418,0,16,125,294,2,0,0,0,1,0,4,3,2,2,449
167,"P.V. NASIRI",669,607,0,1276,500,439,0,939,839,0,83,408,401,20,0,1,1,4,0,2,5,8,6,939
168,"P.V. MURTAZAPUR BULAKI URF PEDA",680,623,0,1303,499,448,0,947,947,0,93,261,160,399,1,3,1,0,14,5,0,4,6,947
169,"P.V. GOKALPUR KASAM",490,441,0,931,328,310,0,638,436,0,2,25,183,406,4,2,0,1,12,1,1,0,1,638
170,"P.V. FARIDPUR BHOGI KAKSH 1",413,398,0,811,336,315,0,651,644,0,82,310,240,2,0,1,0,0,1,0,4,5,6,651
171,"PURV M. V. FARIDPUR BHOGI KAKSH 2",195,180,0,375,195,110,0,305,305,0,4,29,9,252,2,2,0,0,2,4,1,0,0,305
172,"PANCHAYAT GHAR PEDI",714,635,1,1350,446,367,0,813,813,0,4,42,193,504,1,3,0,2,48,9,0,1,6,813
173,"P.V. RASHIDPUR GARHI KAKSH 1",388,373,0,761,291,267,0,558,558,0,28,329,181,8,0,3,0,1,1,1,3,1,2,558
174,"P.V. RASHIDPUR GARHI KAKSH 2",506,464,0,970,370,360,0,730,705,0,76,458,153,14,4,2,0,2,0,4,2,6,9,730
175,"P.V. RASHIDPUR GARHI KAKSH 3",624,560,0,1184,342,290,0,632,594,0,41,531,28,10,1,10,0,1,0,3,2,4,1,632
176,"P.V. RASHIDPUR GARHI KAKSH 4",519,459,0,978,252,216,0,468,453,0,8,419,30,1,1,0,1,0,0,1,1,4,2,468
177,"P.V. SUGAR MILL RASHIDPUR GARHI KAKSH 1",616,558,0,1174,345,291,0,636,623,0,36,536,40,7,0,7,0,1,0,1,4,0,4,636
178,"P.V. SUGAR MILL RASHIDPUR GARHI KAKSH 2",597,523,0,1120,338,305,0,643,639,0,52,539,29,6,0,4,1,2,0,2,0,2,6,643
179,"P.V. RAMPUR BAKLI KAKSH 1",569,504,0,1073,413,368,0,781,761,0,26,668,14,29,1,3,1,1,5,4,1,12,16,781
180,"P.V. RAMPUR BAKLI KAKSH 2",573,525,0,1098,392,378,0,770,748,0,9,330,20,381,1,2,1,1,18,2,0,0,5,770
