"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
312,"SRI KRISNA HIGHER SECONDARY SCHOOL SEMRA HARDO ROOM-3",659,476,0,1135,325,247,0,572,572,0,77,373,3,111,1,1,0,0,0,0,0,1,1,2,2,572
313,"PRIMARY SCHOOL JUNGLE PACHARUKHIYA ROOM-1",717,504,0,1221,327,287,0,614,614,0,193,226,66,85,0,2,3,9,2,2,3,2,5,3,13,614
314,"PRIMARY SCHOOL JUNGLE PACHARUKHIYA ROOM-2",551,404,0,955,318,243,0,561,561,0,102,292,98,42,0,1,3,0,2,0,1,3,6,4,7,561
315,"PRIMARY SCHOOL JUNGLE PACHARUKHIYA ROOM-3",570,459,0,1029,300,288,0,588,588,0,135,137,14,250,2,6,3,1,2,4,1,14,2,8,9,588
316,"PRIMARY SCHOOL JUNGLE PACHARUKHIYA ROOM-4",312,309,0,621,177,200,0,377,375,0,120,175,10,10,2,1,4,1,0,2,1,17,6,8,20,377
317,"PRIMARY SCHOOL LAXMIPUR ROOM-1",688,485,0,1173,381,287,0,668,663,0,255,257,40,73,3,3,2,0,0,0,1,8,3,6,17,668
318,"PRIMARY SCHOOL LAXMIPUR ROOM-2",456,306,0,762,203,209,0,412,408,0,260,114,24,6,1,1,1,2,1,1,0,0,0,0,1,412
319,"PRIMARY SCHOOL LAXMIPUR ROOM-3",865,636,0,1501,466,402,0,868,868,0,333,242,26,202,4,2,6,13,4,2,2,6,7,6,13,868
320,"PRIMARY SCHOOL LAMKAN",485,397,0,882,267,276,0,543,543,0,53,310,18,136,2,3,3,2,1,1,0,6,6,1,1,543
321,"PRIMARY SCHOOL BANGALIPATTI ROOM-1",531,374,0,905,324,257,0,581,581,0,185,198,77,37,2,6,3,39,4,3,1,7,5,4,10,581
322,"PRIMARY SCHOOL BANGALIPATTI ROOM-2",561,412,0,973,316,262,0,578,578,0,50,215,94,189,2,4,4,0,1,3,2,2,6,5,1,578
323,"PRIMARY SCHOOL PADARI",650,527,0,1177,375,378,0,753,751,0,158,333,57,164,1,4,6,0,3,2,3,2,4,6,10,753
324,"PRIMARY SCHOOL MISIRPATTI",433,352,0,785,224,233,0,457,457,0,200,146,79,16,0,1,1,1,0,1,0,2,1,2,7,457
325,"PRIMARY SCHOOL PARDHANPATTI",621,485,0,1106,281,328,0,609,609,0,329,41,145,79,1,0,2,7,0,0,0,1,2,1,1,609
326,"PRIMARY SCHOOL GHORGHATIYA ROOM-1",655,543,1,1199,331,321,0,652,646,0,202,374,31,33,0,3,2,0,0,0,0,5,1,1,0,652
327,"PRIMARY SCHOOL GHORGHATIYA ROOM-2",761,583,0,1344,343,291,0,634,634,0,252,284,52,25,0,1,1,1,2,1,1,2,2,3,7,634
328,"PRIMARY SCHOOL GHORGHATIYA ROOM-3",171,126,0,297,101,95,0,196,196,0,101,17,37,31,1,2,0,2,0,0,0,0,0,1,4,196
329,"PRIMARY SCHOOL SIKATA ROOM-1",835,654,0,1489,372,413,0,785,785,0,487,116,143,6,8,4,0,2,1,2,2,3,3,2,6,785
330,"PRIMARY SCHOOL SIKATA ROOM-2",749,592,0,1341,375,359,0,734,734,0,313,343,19,41,0,3,3,4,0,0,1,3,2,1,1,734
331,"PRIMARY SCHOOL SIKATA ROOM-1",880,670,0,1550,439,373,0,812,808,0,279,360,25,100,7,4,5,0,2,1,3,3,1,6,16,812
332,"PRIMARY SCHOOL KHANWAR BAKLOLHI",692,616,0,1308,399,386,0,785,785,0,344,243,21,143,2,1,5,7,2,0,1,2,3,1,10,785
333,"PRIMARY SCHOOL SUKULPATTI",569,430,0,999,324,281,0,605,605,0,303,233,32,19,1,1,1,8,0,1,1,0,3,1,1,605
334,"PRIMARY SCHOOL PACHAFADA",120,133,0,253,69,94,0,163,163,0,123,35,4,0,0,0,0,0,0,0,0,0,0,0,1,163
335,"PRIMARY SCHOOL JUNGEL PIPARASI ROOM-1",659,502,0,1161,303,300,0,603,603,0,172,203,116,86,0,5,2,3,0,2,0,3,4,2,5,603
336,"PRIMARY SCHOOL JUNGEL PIPARASI ROOM-2",341,289,0,630,191,211,0,402,402,0,72,108,50,154,1,2,3,1,0,2,0,2,4,1,2,402
