"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
318,"KANYA JUNIOUR HIGH SCHOOL GOLAGUNJ BAHJOI ROOM 1",576,489,0,1065,374,264,0,638,636,0,35,1,72,511,0,8,0,1,2,0,3,0,2,3,638
319,"KANYA JUNIOUR HIGH SCHOOL GOLAGUNJ BAHJOI ROOM 2",744,666,1,1411,402,333,0,735,601,0,47,4,107,530,7,18,1,0,2,1,3,3,6,6,735
320,"VARSHNEY PUBLIK JUNIOUR HIGH SCHOOL BAHJOI ROOM 1",402,338,0,740,261,204,0,465,465,0,34,4,23,391,1,6,0,0,0,0,0,1,2,3,465
321,"VARSHNEY PUBLIK JUNIOUR HIGH SCHOOL BAHJOI ROOM 2",568,470,0,1038,357,261,0,618,616,0,24,5,69,471,6,8,1,1,2,7,7,7,4,6,618
322,"VARSHNEY PUBLIK JUNIOUR HIGH SCHOOL BAHJOI ROOM 3",943,801,0,1744,573,481,0,1054,1054,0,24,8,816,160,1,10,2,3,1,3,7,5,4,10,1054
323,"VARSHNEY PUBLIK JUNIOUR HIGH SCHOOL BAHJOI ROOM 4",524,457,0,981,345,308,0,653,653,0,111,10,83,427,1,16,0,1,0,1,1,0,1,1,653
324,"VARSHNEY PUBLIK JUNIOUR HIGH SCHOOL BAHJOI ROOM 5",723,599,0,1322,372,314,0,686,683,0,218,5,26,353,4,55,3,0,5,0,8,2,1,6,686
325,"VARSHNEY PUBLIK JUNIOUR HIGH SCHOOL BAHJOI ROOM 6",646,560,0,1206,408,311,0,719,719,0,45,3,47,554,2,53,1,0,1,2,8,1,0,2,719
326,"CHANDRAPAL ARYA ADARSH  INTER COLLEGE BAHJOI  ROOM 1",853,741,0,1594,521,421,0,942,942,0,171,8,76,622,4,16,1,1,0,5,14,4,5,15,942
327,"CHANDRAPAL ARYA ADARSH INTER COLLAEE BAHJOI ROOM 2",585,472,0,1057,354,288,0,642,642,0,55,7,318,240,0,17,0,1,0,0,1,2,0,1,642
328,"CHANDRAPAL ARYA ADARSH INTER COLLEGE  BAHJOI ROOM 3",901,769,0,1670,485,387,0,872,872,0,205,35,152,443,2,18,1,0,1,2,4,2,0,7,872
329,"CHANDRAPAL ARYA ADARSH INTER COLLEGE BAHJOI ROOM 4",493,441,0,934,382,313,0,695,695,0,71,5,36,550,1,28,0,0,2,0,0,0,0,2,695
330,"CHANDRAPAL ARYA ADARSH KANYA VIDYALAYA  ISLAM NAGAR ROAD BAHJOI ROOM 1",668,585,0,1253,415,327,0,742,742,0,9,12,111,581,5,10,1,1,1,1,2,2,0,6,742
331,"CHANDRAPAL ARYA ADARSH  KANYA VIDYAALAYA  ISLAM NAGAR ROAD BAHJOI ROOM 2",449,363,0,812,278,224,0,502,502,0,15,2,83,385,3,10,0,0,2,0,1,0,0,1,502
