"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
50,"JUNIOUR HIGH SCHOOL AATA ROOM 1",726,609,0,1335,477,365,0,842,842,0,323,9,56,415,5,3,0,0,1,3,10,6,6,5,842
51,"JUNIOUR HIGH SCHOOL AATA ROOM 2",759,605,0,1364,385,293,0,678,678,0,179,46,62,339,5,2,3,3,5,4,9,4,5,12,678
52,"PRIMARY SCHOOL NEHTA ROOM 1",628,510,0,1138,388,345,0,733,733,0,13,6,258,419,5,4,0,0,2,2,11,7,1,5,733
53,"PRIMARY SCHOOL NEHTA ROOM 2",358,279,0,637,216,169,0,385,385,0,45,6,43,259,7,1,0,0,0,0,14,5,2,3,385
54,"PRIMARY SCHOOL MAU ASSU ROOM 1",606,454,0,1060,421,306,0,727,727,0,35,9,105,527,4,7,1,2,3,4,13,5,7,5,727
55,"PRIMARY SCHOOL MAU ASSU ROOM 2",616,520,0,1136,334,294,0,628,628,0,536,7,30,35,2,0,2,1,7,2,1,1,0,4,628
56,"PRIMARY SCHOOL JANETA  ROOM 1",645,446,0,1091,372,233,0,605,605,0,189,11,394,5,0,0,1,0,1,0,0,1,1,2,605
57,"PRIMARY SCHOOL JANETA  ROOM 2",478,364,0,842,282,163,0,445,445,0,154,21,260,2,0,1,0,1,1,1,0,1,0,3,445
58,"PRMARY SCHOOL JANHETA ROOM 3",620,508,0,1128,410,283,0,693,693,0,249,20,396,3,3,6,4,0,0,0,1,0,1,10,693
59,"PRIMARY SCHOOL JANETA  ROOM 4",353,287,0,640,215,189,0,404,404,0,201,3,169,2,1,17,0,1,0,0,1,0,3,6,404
60,"PURV MADHYMIK VIDALAYA  JANETA ROOM 1",447,329,0,776,297,213,0,510,510,0,229,8,257,1,0,0,1,1,1,2,0,3,3,4,510
61,"PURV MADHYMIK VIDALAYA  JANETA ROOM 2",523,329,0,852,345,180,0,525,525,0,208,28,269,5,0,2,0,0,1,1,0,2,1,8,525
62,"KANYA  PRIMARY  SCHOOL JANETA ROOM 1",622,445,0,1067,358,241,0,599,599,0,247,25,310,3,1,2,1,0,0,0,3,0,0,7,599
63,"KANYA PRIMARY SCHOOL JANETA ROOM 2",325,250,0,575,186,132,0,318,313,0,160,8,141,1,0,0,0,1,1,1,0,1,2,2,318
64,"KANYA PRIMARY SCHOOL JANETA  ROOM 3",683,480,0,1163,411,260,0,671,668,0,348,5,277,6,4,15,1,0,1,1,0,1,3,9,671
65,"PRIMARY SCHOOL AZEEMGUNJ ROOM 1",314,233,0,547,193,148,0,341,341,0,97,3,122,105,1,4,0,1,1,1,2,0,1,3,341
66,"PRIMARY SCHOOL SAINJANI  ROOM 1",632,498,0,1130,364,259,0,623,623,0,168,11,32,312,7,44,2,2,4,8,12,6,5,10,623
67,"PRIMARY SCHOOL MAJHAWALI ROOM 1",651,510,0,1161,403,269,0,672,140,0,180,8,45,367,6,10,1,4,4,5,23,8,3,8,672
68,"PRIMARY SCHOOL MAJHAWALI ROOM 2",721,572,0,1293,454,380,0,834,834,0,9,3,227,539,2,14,0,2,1,3,19,2,4,9,834
69,"PRIMARY SCHOOL JAIROEE  HAYATNAGAR ROOM 1",697,562,0,1259,490,342,0,832,830,0,7,79,52,637,9,13,0,3,2,5,10,5,6,4,832
70,"PRIMARY SCHOOL JAIROEE  HAYATNAGAR ROOM 2",723,586,0,1309,421,296,0,717,690,0,220,79,7,359,2,12,2,3,4,5,8,2,6,8,717
71,"PRIMARY SCHOOL PURA ROOM 1",730,561,1,1292,480,323,0,803,788,0,21,4,68,653,9,6,2,0,2,5,17,7,2,7,803
72,"PRIMARY SCHOOL PURA ROOM 2",600,419,0,1019,270,194,0,464,453,0,288,6,69,90,1,1,0,0,0,2,1,1,1,4,464
73,"JUNIOUR HIGH SCHOOL BUDH NAGAR KHANDUA ROOM 1",840,628,0,1468,547,348,0,895,895,0,55,2,232,485,3,91,1,1,1,1,7,7,3,6,895
74,"JUNIOUR HIGH SCHOOL BUDH NAGAR KHANDUA ROOM 2",752,585,0,1337,430,368,0,798,798,0,20,3,92,651,1,5,1,1,1,2,8,5,5,3,798
75,"JUNIOUR HIGH SCHOOL BUDH  NAGAR  KHANDUVAROOM 3",382,293,0,675,188,165,0,353,353,0,224,5,9,105,1,4,0,2,0,1,1,0,0,1,353
76,"PRIMARY SCHOOL SAIDPUR ROOM 1",422,375,0,797,307,272,0,579,579,0,8,4,88,386,5,66,1,1,1,3,6,0,6,4,579
77,"PRIMARY SCHOOL ADAMPUR ROOM 1",674,555,0,1229,492,369,0,861,861,0,362,16,11,437,6,8,1,0,0,1,7,1,4,7,861
78,"PRIMARY SCHOOL KAITHAL  FIRST ROOM 1",830,670,0,1500,417,331,0,748,748,0,26,31,118,510,5,24,0,1,0,4,15,1,5,8,748
79,"PRIMARY SCHOOL KAITHAL  FIRST  ROOM 2",648,502,0,1150,296,243,0,539,539,0,266,17,39,187,0,14,0,1,2,0,5,2,2,4,539
80,"PRIMARY SCHOOL KAITHAL  FIRST  ROOM 3",572,399,0,971,291,194,0,485,485,0,7,18,38,369,9,19,0,4,0,1,11,6,1,2,485
81,"PRIMARY SCHOOL KAITHAL  SECOND ROOM 1",453,335,0,788,274,180,0,454,454,0,15,17,192,184,5,25,0,1,1,1,5,2,2,4,454
82,"PRIMARY SCHOOL KAITHAL  SECOND  ROOM 2",526,385,0,911,235,180,0,415,415,0,129,33,35,187,2,4,0,1,1,6,8,2,3,4,415
83,"AGANWARI KENDRA KAITHAL ROOM 1",530,372,0,902,209,118,0,327,327,0,91,103,14,95,0,11,0,1,0,2,3,0,2,5,327
84,"JUNIOUR HIGH SCHOOL KAITHAL ROOM 1",568,483,0,1051,284,149,0,433,433,0,79,7,57,251,2,15,0,1,1,2,9,2,2,5,433
85,"JUNIOUR HIGH SCHOOL KAITHAL ROOM 2",227,190,0,417,79,42,0,121,121,0,15,8,51,41,0,1,0,0,1,0,2,1,0,1,121
86,"PRIMARY SCHOOL  AINTOL  ROOM1",299,235,0,534,234,169,0,403,402,0,3,3,11,344,3,32,0,1,0,1,1,3,0,1,403
87,"PRIMARY SCHOOL BARRAEE  ROOM 1",672,521,0,1193,2,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
88,"PRIMARY SCHOOL KARELI ROOM 1",462,398,1,861,297,281,0,578,578,0,127,10,99,307,3,1,3,5,4,1,8,1,4,5,578
89,"PRIMARY SCHOOL KARELI  ROOM 2",422,332,0,754,247,220,0,467,467,0,160,3,12,257,1,4,0,4,2,0,9,3,4,8,467
90,"PRIMARY SCHOOL RUSTAMGARH  UGIYA ROOM 1",677,553,0,1230,429,348,0,777,760,0,228,1,24,477,12,9,0,0,4,3,6,0,7,6,777
91,"PRIMARY SCHOOL PATRAUAA ROOM 1",590,430,0,1020,301,233,0,534,454,0,491,8,1,20,0,3,0,0,2,1,0,1,0,7,534
92,"PRIMARY SCHOOL PATRAUAA ROOM 2",628,450,0,1078,346,235,0,581,581,0,469,3,1,84,4,0,1,0,3,3,2,1,4,6,581
93,"KANYA JUNIOUR HIGH SCHOOL MAEE ROOM 1",504,399,0,903,309,232,0,541,541,0,119,2,346,68,1,2,0,0,0,1,1,0,0,1,541
94,"KANYA JUNIOUR HIGH SCHOOL MAEE  ROOM 2",480,399,0,879,284,181,0,465,464,0,227,8,205,14,0,4,0,1,1,0,0,0,3,2,465
95,"KANYA JUNIOUR HIGH SCHOOL MAEE  ROOM 3",683,521,0,1204,377,279,0,656,66,0,162,9,466,12,0,1,3,1,0,0,0,2,0,0,656
96,"KANYA JUNIOUR HIGH SCHOOL MAEI ROOM 4",403,315,0,718,235,166,0,401,401,0,165,1,227,1,0,1,2,0,1,0,0,0,0,3,401
97,"PRIMARY  SCHOOL PATHRA ROOM 1",713,653,0,1366,438,367,0,805,792,0,474,12,20,253,4,12,1,7,3,3,7,0,2,7,805
98,"PRIMARY SCHOOL PATHRA ROOM 2",609,515,0,1124,366,300,0,666,666,0,563,7,3,70,0,10,0,1,2,1,1,2,1,5,666
99,"PRIMARY SCHOOL WAKARPUR BAHTARI ROOM 1",602,509,0,1111,318,274,0,592,532,0,161,3,62,322,5,5,1,6,6,1,7,3,2,8,592
100,"S.M.DIGREE COLLEGE BIGYAN BHAVAN CHANDAUSI  ROOM 1",504,418,1,923,327,247,0,574,561,0,6,13,20,500,1,20,0,1,1,0,5,2,1,4,574
101,"S.M.DIGREE COLLEGE VIGYAN  BHAVAN CHANDAUSI  ROOM 2",530,481,0,1011,307,260,0,567,567,0,37,14,13,489,1,11,0,1,0,0,0,0,0,1,567
102,"S.M.DIGREE COLLEGE VIGYAN BHAVAN CHANDAUSI  ROOM 3",573,427,2,1002,298,205,0,503,503,0,75,29,346,37,0,8,0,0,0,0,0,3,1,4,503
103,"S.M.DIGREE COLLEGE  VIGYAN BHAVAN CHANDAUSI  ROOM 4",447,362,0,809,249,206,0,455,455,0,25,11,311,95,0,9,1,2,0,0,0,0,0,1,455
104,"S.M.DIGREE COLLEGE CHANDAUSI  ROOM 1",772,665,0,1437,447,312,0,759,759,0,45,34,319,330,4,15,3,1,0,1,1,1,0,5,759
105,"S.M.DIGREE COLLEGE CHANDAUSI  ROOM 2",802,683,0,1485,458,370,0,828,828,0,27,25,446,302,2,17,0,0,0,1,4,1,0,3,828
106,"S.M.DIGREE COLLEGE CHANDAUSI  ROOM 3",448,395,0,843,202,152,0,354,340,0,15,38,8,280,1,6,1,1,0,0,0,0,2,2,354
107,"GOVIND BALLABH PANT JUNIOUR HIGH SCHOOL CANDAUS I ROOM 1",588,532,0,1120,425,290,0,715,710,0,18,17,71,569,1,32,0,3,0,1,1,0,0,2,715
108,"S.M.INTER COLLEGE CHANDAUS I ROOM 1",512,443,0,955,242,190,0,432,432,0,9,19,21,365,1,11,0,0,0,0,0,0,0,6,432
109,"S.M.INTER COLLEGE CHANDAUSI  ROOM 2",522,507,0,1029,239,242,0,481,478,0,19,14,11,408,1,24,1,0,0,0,0,1,0,2,481
110,"S.M.INTER COLLEGE CHANDAUSI ROOM 3",718,674,0,1392,353,326,0,679,679,0,55,45,23,535,1,14,1,0,0,0,2,0,0,3,679
111,"S.M.INTER COLLEGE  CHANDAUSI  ROOM 4",635,537,2,1174,338,249,0,587,587,0,36,38,18,450,1,32,1,1,0,1,1,1,0,7,587
112,"S.M.INTER COLLEGE CHANDAUSI ROOM 5",587,563,0,1150,286,273,0,559,559,0,47,23,9,438,1,34,0,1,0,1,0,1,0,4,559
113,"S.M.INTER COLLEGE CHANDAUSI ROOM 6",565,555,0,1120,275,243,0,518,518,0,25,9,16,439,0,25,1,0,0,0,0,0,1,2,518
114,"I.T.I. CHANDAUSI ROOM 1",803,642,0,1445,405,363,0,768,768,0,40,23,60,594,5,26,1,2,0,0,8,1,5,3,768
115,"I.T.I. CHANDAUSI ROOM 2",719,518,0,1237,392,269,0,661,658,0,5,11,66,508,4,45,0,4,1,1,9,1,1,5,661
116,"I.T.I.CHANDAUSI ROOM 3",515,412,0,927,257,181,0,438,437,0,29,9,72,282,1,25,0,1,1,1,4,2,4,7,438
117,"I.T.I CHANDAUSI ROOM 4",688,574,0,1262,335,266,0,601,584,0,23,15,49,477,3,17,1,1,0,1,5,7,1,1,601
118,"I.T.I. CHANDAUSI ROOM 5",710,554,0,1264,360,277,0,637,637,0,70,16,27,488,2,23,0,1,2,2,1,3,2,0,637
119,"F.R.INTER COLLEGE CHANDAUSI ROMM 1",607,496,0,1103,347,219,0,566,556,0,64,28,461,3,0,1,2,0,0,0,0,2,2,3,566
120,"F.R.INTER COLLEGE CHANDAUSI  ROOM 2",594,501,0,1095,355,295,0,650,650,0,57,35,545,5,2,0,0,0,0,1,1,2,0,2,650
121,"F.R.INTER COLLEGE CHANDAUSI ROOM 3",846,669,0,1515,429,272,0,701,701,0,61,50,477,93,3,8,0,2,0,1,0,0,0,6,701
122,"F.R.INTER COLLEGE CHANDAUSI ROOM 4",661,563,0,1224,299,203,0,502,502,0,38,28,397,26,1,2,1,0,2,0,0,0,1,6,502
123,"OFFICE  NAGAR PALIKA PARISHAD CHANDAUSI ROOM 1",866,666,0,1532,414,228,0,642,598,0,51,21,535,21,1,1,1,0,0,0,2,4,1,4,642
124,"OFFICE  PALIKA PARISHAD CHANDAUSI ROMM 2",505,430,0,935,255,191,0,446,444,0,74,20,203,133,0,12,0,1,0,1,0,0,0,2,446
125,"RAVINDRA NATH TAGORE PRIMARY SCHOOL CHANDAUSI ROOM 1",400,376,0,776,239,150,0,389,389,0,56,23,229,74,1,5,0,1,0,0,0,0,0,0,389
126,"F.R.PRIMARY SCHOOL CHANDAUSI ROMM 1",686,579,0,1265,315,236,0,551,551,0,65,42,242,175,1,1,4,0,1,2,7,1,2,8,551
127,"F.R. PRIMARY SCHOOL CHANDAUSI ROOM 2",388,315,0,703,159,108,0,267,267,0,35,16,105,103,2,1,2,0,0,0,0,0,1,2,267
128,"F.R. PRIMARY SCHOOL CHANDAUSI ROOM 3",508,452,0,960,258,180,0,438,438,0,67,18,241,98,0,0,5,0,0,0,3,3,0,3,438
129,"F.R. PRIMARY SCHOOL CHANDAUSI ROOM 4",352,268,0,620,116,81,0,197,197,0,18,1,171,5,0,0,0,0,0,0,1,0,1,0,197
130,"F. R. PRIMARY SCHOOL CHANDAUSI ROOM 5",516,380,0,896,167,107,0,274,274,0,27,8,234,0,0,0,0,0,0,0,1,0,0,4,274
131,"F. R. PRIMARY SCHOOL  CHANDAUSI ROOM 6",836,581,0,1417,326,154,0,480,480,0,61,7,370,26,0,4,0,0,1,1,1,3,0,6,480
132,"PRIMARY SCHOOL LUXMANGUNJ CHANDAUSI ROOM 1",731,503,0,1234,361,203,0,564,561,0,73,19,440,19,0,1,3,0,0,1,2,1,1,4,564
133,"PRIMARY SCHOOL LUXMANGUNJ CHANDAUSI ROOM  2",796,602,0,1398,436,299,0,735,735,0,119,17,561,19,0,1,1,0,0,2,3,1,4,7,735
134,"NANAK CHAND ADARSH INTER COLLEGE CAHNDAUSI ROOM 1",753,603,0,1356,447,292,0,739,739,0,33,33,41,599,4,8,1,3,0,1,5,1,2,8,739
135,"NANAK CHAND ADARSH INTER COLLEGE CAHNDAUSI ROOM 2",841,693,0,1534,466,373,0,839,839,0,419,15,51,299,2,16,0,20,3,1,6,1,1,5,839
136,"NANAK CHAND ADARSH INTER COLLEGE CAHNDAUSI ROOM 3",547,448,0,995,275,221,0,496,491,0,135,3,80,234,1,10,1,16,1,1,3,1,0,10,496
137,"NANAK CHAND ADARSH INTER COLLEGE CAHNDAUSI ROOM 4",556,510,0,1066,366,293,0,659,659,0,16,17,31,574,0,17,0,0,0,0,0,0,1,3,659
138,"NANAK CHAND ADARSH INTER COLLEGE CHANDAUSI ROOM 5",508,441,1,950,284,251,0,535,480,0,0,43,8,456,1,19,0,0,0,0,0,1,1,6,535
139,"RAMPYARI INTER COLLEGE CHANDAUSI  ROOM 1",423,398,0,821,249,192,0,441,438,0,3,14,6,411,1,4,0,0,0,0,0,1,0,1,441
140,"RAMPYARI  INTER COLLEGE CHANDAUSI  ROOM 2",411,359,0,770,276,214,0,490,482,0,3,11,6,454,2,12,0,0,0,0,0,0,0,2,490
141,"LUXMIBAEE PRIMARY SCHOOL CHANDAUSI ROOM 1",444,415,0,859,329,264,0,593,593,0,1,31,11,510,1,28,0,1,0,0,3,3,0,4,593
142,"LUXMIBAEE  PRIMARY SCHOOL CHANDAUSI ROOM 2",366,357,0,723,218,183,0,401,401,0,3,29,7,349,1,10,0,0,0,0,0,0,0,2,401
143,"SANSKRIT MAHAVIDALAYA RAGHUNATH ASHRAM CHANDAUSI ROOM 1",589,481,0,1070,350,275,0,625,625,0,6,19,46,527,3,15,1,1,1,0,0,1,2,3,625
144,"SANSKRIT MAHAVIDALAYA RAGHUNATH ASHRAM CHANDAUSI ROOM 2",675,551,0,1226,349,288,0,637,637,0,7,7,33,566,4,10,0,0,1,2,1,0,1,5,637
145,"SANSKRIT MAHAVIDALAYA RAGHUNATH ASHRAM CHANDAUSI ROOM 3",408,348,0,756,206,176,0,382,382,0,4,3,7,357,0,7,0,0,0,0,2,0,2,0,382
146,"SANSKRIT MAHAVIDALAYA  RAGHUNATH ASHRAM CHANDAUSI ROOM 4",624,529,0,1153,387,279,0,666,666,0,20,22,38,558,0,15,0,1,1,3,3,1,0,4,666
147,"SANSKRIT MAHAVIDALAYA  RAGHUNATH ASHRAM CHANDAUSI ROOM 5",530,408,0,938,266,227,0,493,493,0,2,16,26,433,5,8,0,0,0,0,0,0,0,3,493
148,"SANSKRIT MAHAVIDALAYA RAGHUNATH ASHRAM CHANDAUSI ROOM 6",618,553,0,1171,325,252,0,577,577,0,8,19,18,511,4,9,0,0,0,0,1,2,3,2,577
149,"SANSKRIT MAHAVIDALAYA  RAGHUNATH ASHRAM CHANDAUSI ROOM 7",561,403,0,964,304,232,0,536,536,0,5,13,33,462,3,8,0,1,1,1,3,0,4,2,536
150,"CHANDAUSI INTER COLLEGE CHANDAUSI ROOM 1",585,496,0,1081,357,258,0,615,615,0,119,28,5,422,3,29,0,1,1,0,4,1,0,2,615
151,"CHANDAUSI INTER COLLEGE CHANDAUSI ROOM 2",436,373,0,809,276,184,0,460,460,0,294,10,2,146,0,0,0,0,1,0,0,0,1,6,460
152,"CHANDAUSI INTER COLLEGE CHANDAUSI ROOM 3",585,525,0,1110,372,295,0,667,664,0,40,31,354,229,1,3,0,0,1,0,0,1,1,6,667
153,"CHANDAUSI INTER COLLEGE CHANDAUSI ROOM 4",821,699,1,1521,489,407,0,896,596,0,327,42,170,325,2,10,0,0,2,0,6,1,2,9,896
154,"AKRURJI  INTER COLLEGE CHANDAUSI ROOM 1",559,540,0,1099,384,330,0,714,714,0,1,63,39,592,2,12,0,0,0,0,0,1,0,4,714
155,"AKRURJI  INTER COLLEGE CHANDAUSI ROOM 2",567,528,0,1095,407,295,0,702,702,0,1,24,11,639,3,16,0,0,0,1,3,1,0,3,702
156,"AKRURJI INTER COLLGE CHANDAUSI ROOM 3",734,633,0,1367,468,401,0,869,869,0,106,33,25,650,4,35,0,0,2,2,4,1,2,5,869
