"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
413,"P.S. AMARDOBHA",613,514,0,1127,297,283,0,580,573,0,123,85,8,24,12,2,0,1,1,1,2,0,305,0,1,1,3,1,1,2,0,0,0,4,2,1,580
414,"PANCHYAT BHAVAN LEDUA MAHUA",537,411,0,948,235,208,0,443,438,0,164,22,1,20,8,1,1,0,0,0,1,1,189,1,2,0,2,2,0,7,5,4,1,9,0,2,443
415,"PANCHYAT BHAVAN LEDUA MAHUA",738,531,0,1269,295,252,0,547,540,0,192,11,3,9,5,2,0,1,0,2,1,2,312,0,0,1,1,1,1,0,1,0,0,0,0,2,547
416,"P.S. LEDUA  MAHUA",433,300,0,733,200,196,0,396,396,0,38,3,8,265,4,0,1,2,2,2,2,2,37,5,5,5,2,0,0,1,1,5,0,1,3,2,396
417,"TANVEERUL ISLAMIYA V. LEDUA  MAHUA",782,615,0,1397,478,241,0,719,700,0,80,15,5,248,4,3,0,1,1,4,0,2,310,2,2,5,5,1,1,5,0,4,2,7,9,3,719
418,"TANVEERUL ISLAMIYA V. LEDUA  MAHUA",534,430,0,964,204,189,0,393,325,0,26,12,5,247,4,2,0,3,1,1,0,0,76,1,2,2,2,0,0,0,1,0,1,1,4,2,393
419,"TANVEERUL ISLAMIYA V. LEDUA  MAHUA",629,470,0,1099,257,205,0,462,462,0,92,21,9,3,8,1,0,1,2,3,0,1,303,1,1,3,2,1,0,1,0,2,0,5,0,2,462
420,"TANVEERUL ISLAMIYA V. LEDUA  MAHUA",638,449,0,1087,282,165,0,447,438,0,95,41,0,16,4,0,0,0,0,0,1,2,278,0,0,2,0,0,1,0,1,1,0,2,0,3,447
421,"TANVIRUL ISLAMIYA V. LEDUA  MAHUA",531,407,0,938,201,199,0,400,400,0,99,44,3,0,0,2,0,1,1,0,2,0,241,1,0,4,0,0,0,0,0,0,0,0,1,1,400
422,"KANYA J.H.S. BAGHNAGAR URF BAKHIRA",724,619,0,1343,372,329,0,701,412,0,96,63,12,477,5,0,0,2,2,2,2,1,19,1,1,1,1,1,1,4,1,0,1,2,4,2,701
423,"KANYA J.H.S. BAGHNAGAR URF BAKHIRA",610,460,0,1070,280,222,0,502,323,0,59,47,4,371,1,0,0,0,1,1,2,0,8,0,1,3,0,0,0,0,0,0,0,0,3,1,502
424,"KANYA J.H.S. BAGHNAGAR URF BAKHIRA",747,635,0,1382,460,314,0,774,625,0,32,14,23,688,7,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,4,0,774
425,"KANYA J.H.S. BAGHNAGAR URF BAKHIRA",626,516,0,1142,357,275,0,632,632,0,174,24,10,384,1,0,2,1,0,1,1,2,19,0,1,2,0,1,1,2,0,1,0,1,3,1,632
426,"P.S. BAGHNAGAR URF BAKHIRA",585,514,0,1099,288,279,0,567,567,0,142,208,14,144,2,2,0,1,0,3,0,1,28,1,3,10,0,1,0,0,1,0,1,0,5,0,567
427,"P.S. MADRAHA",433,338,0,771,234,197,0,431,331,0,61,47,7,230,2,1,0,0,0,2,0,1,64,0,0,3,2,0,0,5,1,1,0,0,2,2,431
428,"P.S. MANPUR",540,416,0,956,252,265,0,517,513,0,84,165,9,192,6,1,0,1,2,2,0,1,24,2,1,6,3,2,0,5,1,1,0,3,4,2,517
429,"P.S. BHAISATH",520,468,0,988,221,246,0,467,466,0,150,55,6,189,3,1,1,1,1,0,0,3,32,0,4,5,3,0,0,2,0,0,2,1,3,5,467
430,"P.S. PACHETHI",577,552,0,1129,255,271,0,526,521,0,106,25,5,270,6,1,1,0,1,1,1,2,84,1,2,8,2,0,0,0,0,2,0,3,2,3,526
431,"P.S. KHUTWA",311,258,0,569,185,163,0,348,340,0,168,29,0,138,1,2,0,0,1,2,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,2,348
432,"P.S. GAURA",867,685,0,1552,397,397,0,794,767,0,329,55,13,258,4,2,2,2,2,7,3,2,71,6,4,11,3,1,0,0,2,0,3,2,5,7,794
433,"B.M.G.NATH I.C. BAKHIRA",315,277,0,592,157,171,0,328,328,0,2,14,1,286,7,1,0,1,0,0,0,0,1,0,0,0,3,0,1,5,0,1,0,1,3,1,328
434,"P.S. BUNDUPAR PURVIBHAG",417,326,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,"P.S. BUNDIPAR PASHMIBHAG",474,364,0,838,197,181,0,378,355,0,16,103,3,224,5,0,1,0,2,0,0,3,1,1,5,4,1,0,0,0,0,2,1,1,4,1,378
436,"P.S. SAMDA",703,548,0,1251,335,315,0,650,368,0,210,166,9,204,4,2,0,1,1,1,1,0,27,0,1,6,2,4,0,0,1,1,1,1,4,3,650
437,"P.S. BHAKTHI",403,335,0,738,157,162,0,319,296,0,64,148,3,78,1,1,0,0,1,1,1,2,0,0,3,4,1,1,2,0,1,0,0,0,4,3,319
438,"P.S. SANGHATH",717,587,0,1304,343,355,0,698,690,0,230,59,8,282,2,1,5,5,0,2,0,0,31,0,4,7,19,3,0,7,0,7,5,4,8,9,698
439,"P.S. PACHPEDA",472,398,0,870,219,214,0,433,417,0,66,89,10,209,7,1,2,2,1,1,1,1,8,0,2,4,6,5,1,5,0,2,2,2,3,3,433
440,"P.S. BADYABABU",210,194,0,404,86,96,0,182,182,0,26,43,2,104,2,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,182
441,"P.S. CHITTHAPAR",591,536,0,1127,265,259,0,524,523,0,112,123,10,121,0,0,0,2,119,2,0,0,4,2,2,13,2,2,1,1,1,0,3,4,0,0,524
442,"P.S. BHIRWA",256,209,0,465,130,128,0,258,258,0,115,37,1,12,0,0,1,0,35,0,0,0,2,2,0,9,34,1,0,3,0,4,0,1,1,0,258
443,"P.S. BHAGVANPUR",593,471,0,1064,258,203,0,461,460,0,156,75,4,121,0,0,0,1,66,0,1,1,4,1,0,5,4,2,1,1,3,0,1,0,4,10,461
444,"P.S. BHAGVANPUR",563,488,0,1051,230,226,0,456,456,0,118,54,7,143,3,1,1,3,46,2,4,1,32,0,4,10,8,0,2,5,2,0,0,0,3,7,456
445,"P.S. JAGDESHPUR",455,378,0,833,216,207,0,423,423,0,30,69,24,281,1,0,2,0,0,1,2,1,1,0,0,2,2,0,0,1,0,1,1,1,2,1,423
446,"P.S. BIHARE  STHIT RAMWAPUR",320,259,0,579,198,151,0,349,345,0,24,98,15,188,2,2,0,5,0,1,0,1,0,1,1,2,0,0,0,2,1,0,2,0,1,3,349
447,"P.S. BEHARE DVITIY",377,339,0,716,203,195,0,398,392,0,39,85,79,155,3,0,0,0,3,2,1,0,16,2,0,2,4,0,0,1,0,1,1,0,2,2,398
448,"P.S. PARJUDIH",212,178,0,390,102,109,0,211,211,0,75,63,2,64,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,211
449,"P.S. FEUSI",368,301,0,669,232,210,0,442,442,0,70,112,11,201,2,0,1,2,4,0,0,1,2,0,4,8,2,1,0,3,1,1,2,2,4,8,442
450,"P.S. KOPMAFI",305,259,0,564,162,156,0,318,318,0,30,62,6,193,1,1,0,1,5,2,0,2,3,3,0,3,0,1,0,3,0,0,0,1,0,1,318
451,"P.S. KOPMAFI",702,600,0,1302,342,317,0,659,559,0,207,150,13,262,3,0,1,1,2,3,1,0,0,1,0,5,0,1,1,1,1,1,1,1,1,2,659
452,"J.H.S. TIGHRA",594,461,0,1055,287,263,0,550,547,0,73,211,21,215,2,0,0,2,1,2,1,0,2,2,3,4,1,2,0,0,0,0,1,0,2,5,550
453,"P.S. HAVPUR BHANDARI",722,564,0,1286,384,320,0,704,520,0,103,139,7,416,2,1,2,0,1,2,1,2,0,0,1,2,3,3,4,1,0,0,1,3,8,2,704
454,"P.M.V. KURIYAPAR BELAHSA",414,369,0,783,221,211,0,432,432,0,16,105,6,291,3,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,3,432
455,"P.S. KADMA",451,339,0,790,236,210,0,446,433,0,164,67,2,188,3,0,0,0,12,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,3,0,446
456,"P.S. HARDI",623,493,0,1116,267,265,0,532,532,0,248,67,2,84,2,0,1,0,1,0,1,0,103,1,1,4,2,0,0,1,3,3,0,2,2,4,532
457,"P.S. HARDI",723,580,0,1303,269,288,0,557,557,0,235,49,13,111,5,3,2,0,1,4,0,3,99,1,5,7,3,1,1,2,1,1,0,0,3,7,557
458,"A.B.K. SIHORWA",601,464,0,1065,306,278,0,584,583,0,389,60,20,65,0,0,1,0,1,2,1,1,25,0,0,3,6,1,1,1,2,1,1,1,0,2,584
459,"P.S. SIHORWA",362,306,0,668,182,153,0,335,317,0,64,53,3,170,3,0,0,2,21,0,1,0,1,1,0,4,1,0,1,2,0,1,0,3,0,4,335
460,"P.M.V. SIHORWA STHIT CHADNA",326,260,0,586,185,147,0,332,332,0,42,89,8,171,4,0,0,1,0,3,1,0,1,0,0,2,1,0,2,0,0,2,0,0,2,3,332
461,"P.S. BARAIPAR",495,415,0,910,257,240,0,497,464,0,57,101,20,282,1,1,0,0,1,3,1,2,6,4,1,5,0,0,0,0,0,0,1,0,4,7,497
462,"J.H.S. MEDRAPAR",513,421,0,934,207,245,0,452,452,0,24,126,16,232,5,0,0,1,0,3,0,0,4,1,0,30,2,2,1,0,0,1,0,2,2,0,452
463,"J.H.S. MEDRAPAR",481,395,0,876,180,190,0,370,257,0,1,105,13,241,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,370
464,"P.S. DHANKHIRIYA TETRIYA",649,570,0,1219,291,325,0,616,606,0,30,160,18,243,3,3,0,2,3,4,2,0,63,1,5,43,0,6,1,3,1,3,1,5,8,8,616
465,"P.S. SANTOSHPUR",509,367,0,876,262,228,0,490,257,0,14,181,6,237,3,3,0,2,1,1,1,1,21,0,3,5,1,0,1,1,0,0,2,0,5,1,490
466,"P.S. TILATHI",189,138,0,327,82,53,0,135,126,0,21,50,6,46,0,0,1,0,0,2,0,0,0,1,0,0,2,2,0,2,0,0,0,2,0,0,135
467,"P.S. TILATHI",392,332,0,724,157,192,0,349,342,0,14,43,8,230,5,1,0,4,1,1,2,1,7,4,0,5,1,1,0,0,1,2,1,4,9,4,349
468,"P.S. TILATHI",507,408,0,915,182,239,0,421,395,0,61,54,22,231,12,1,0,0,0,5,2,0,9,1,5,4,2,0,0,1,3,1,1,0,4,2,421
469,"P.S. JASVAL BHARVALIYA",473,386,0,859,221,217,0,438,425,0,18,90,8,300,2,0,0,1,0,1,1,0,2,0,2,4,0,2,3,0,0,0,1,2,1,0,438
470,"P.S. BADGO",464,415,0,879,217,223,0,440,440,0,108,104,9,109,1,2,1,1,2,4,0,0,50,2,2,14,3,1,1,1,6,0,1,7,6,5,440
471,"P.S. BADGO",503,390,0,893,244,196,0,440,440,0,65,54,9,219,1,1,0,1,1,0,0,2,72,0,2,2,2,0,0,3,1,0,0,1,1,3,440
472,"P.S. BADYA",687,563,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,"P.S. BAURBYAS",612,531,0,1143,284,239,0,523,499,0,32,155,12,284,4,1,1,1,1,0,0,0,0,4,4,8,0,0,1,1,1,1,1,2,6,3,523
474,"P.S. BAURBYAS",622,467,0,1089,313,216,0,529,510,0,169,15,25,267,3,0,1,1,8,6,1,1,2,1,1,10,1,0,1,1,0,2,0,2,5,6,529
475,"P.S. KARAUDA",278,220,0,498,140,125,0,265,207,0,7,9,14,219,0,1,1,0,0,0,1,0,4,2,0,3,0,0,0,0,0,1,0,0,1,2,265
476,"P.S. SIHTIKAR",564,514,0,1078,306,288,0,594,512,0,37,25,22,460,6,2,1,1,2,1,2,1,16,3,0,4,1,0,0,0,1,0,1,0,6,2,594
477,"P.S. SIHTIKAR",465,364,0,829,269,185,0,454,433,0,65,140,6,212,4,0,0,0,1,3,0,0,3,0,2,7,0,1,0,1,1,1,0,0,4,3,454
478,"P.S. SHIVBAKHRI",321,265,0,586,175,156,0,331,303,0,36,43,11,221,3,2,0,1,2,0,0,1,3,0,0,1,1,0,0,3,0,2,0,1,0,0,331
479,"P.S. SHIVAPAR",487,376,0,863,218,242,0,460,400,0,314,52,3,55,0,0,0,0,2,3,1,1,2,3,0,12,4,0,0,1,0,0,0,0,2,5,460
480,"P.S. SHIVAPAR",545,425,0,970,255,218,0,473,420,0,231,133,4,80,0,0,0,0,0,2,1,0,0,0,5,3,5,4,0,0,0,0,0,0,1,4,473
481,"P.S. CHANDANI",450,364,0,814,240,221,0,461,406,0,240,98,7,85,2,0,1,2,3,3,0,2,0,2,1,2,6,0,0,2,1,0,2,0,1,1,461
482,"P.S. BAIDAULI",171,145,0,316,103,94,0,197,114,0,82,24,1,76,1,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,0,0,0,0,2,0,197
483,"P.S. BHAVANIGADA",845,676,0,1521,370,343,0,713,713,0,228,133,10,290,6,1,1,2,0,1,1,0,5,3,4,11,2,1,1,1,1,0,3,1,4,3,713
484,"P.S. SIHTIKAR STHIT GHODISAD",213,188,1,402,125,105,0,230,225,0,39,5,2,170,2,0,0,0,0,1,0,1,0,0,0,3,1,1,0,3,0,0,0,1,1,0,230
485,"P.S. HATVA",455,381,0,836,198,258,0,456,456,0,62,90,9,178,4,0,3,1,1,3,4,3,62,4,2,9,0,1,0,1,0,1,1,6,5,6,456
486,"P.S. GHACHUA",416,322,0,738,193,175,0,368,363,0,136,46,6,161,1,0,1,2,0,1,1,1,4,0,0,1,0,1,0,0,0,0,0,1,5,0,368
487,"P.S. KATAMANSINGH",549,458,0,1007,247,224,0,471,464,0,48,145,11,238,5,1,0,3,0,0,1,1,0,5,2,1,0,2,1,0,3,1,0,1,1,1,471
488,"P.S. TENDUA",475,402,0,877,177,199,0,376,353,0,77,89,9,157,3,0,0,0,0,3,2,3,11,0,3,6,2,1,0,0,0,1,1,1,5,2,376
489,"P.S. RAKSHAKOL",685,519,0,1204,311,271,0,582,582,0,163,111,9,261,11,1,0,2,6,2,0,1,1,0,4,2,1,0,0,3,0,0,0,1,2,1,582
490,"P.S. CHAURI",683,544,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"P.S. MARVATIYA",332,286,0,618,220,208,0,428,413,0,20,326,4,60,0,0,0,0,4,1,0,1,0,0,3,0,1,3,1,1,0,0,0,1,2,0,428
492,"P.S. JANGALKHURD",288,218,0,506,218,148,0,366,351,0,322,7,1,31,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,366
493,"P.S. KOLHUA LAKDA",617,546,1,1164,298,298,0,596,596,0,39,59,7,317,2,3,2,0,1,2,1,3,81,2,3,2,12,7,4,15,2,10,3,4,12,3,596
494,"P.S. KOLHUA LAKDA",714,593,0,1307,360,345,0,705,510,0,58,392,10,171,7,0,1,4,2,5,1,2,19,1,3,9,2,3,2,1,0,1,1,2,3,5,705
495,"J.H.S. UTRAVAL UTTARI BHAG",402,357,0,759,216,167,0,383,371,0,23,31,7,299,4,0,2,0,1,1,2,3,0,0,0,1,0,0,0,1,0,0,1,0,7,0,383
496,"J.H.S. UTRAVAL DASHINI BHAG",456,392,0,848,235,238,0,473,417,0,12,60,20,333,7,3,1,0,0,3,0,3,1,1,2,6,1,7,0,6,0,2,1,1,1,2,473
497,"J.H.S. UTRAVAL MADHYA BHAG",377,307,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"P.S. BAKHA",286,220,0,506,138,147,0,285,167,0,29,109,6,128,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,2,3,285
499,"P.S. SAMDAHA",435,356,0,791,233,189,0,422,382,0,67,117,12,211,4,1,1,0,0,0,0,3,0,1,0,3,1,0,0,0,0,0,0,0,1,0,422
500,"A.B.K. KARAILI",363,327,0,690,181,194,0,375,348,0,144,133,9,31,2,0,1,0,1,1,1,0,41,1,0,3,1,4,0,0,0,0,1,0,1,0,375
501,"KANYA P.S. BALUSHASAN",546,486,0,1032,223,278,0,501,303,0,83,66,30,177,1,5,5,1,5,6,0,0,0,1,4,16,71,4,4,3,1,5,3,2,4,4,501
502,"KANYA P.S. BALUSHASAN",481,398,0,879,276,233,0,509,471,0,12,259,26,167,2,0,3,0,2,3,1,0,2,2,4,5,4,3,1,1,1,0,0,4,6,1,509
503,"P.M.V. BALUSHASAN",400,395,0,795,182,182,0,364,364,0,6,67,25,220,2,2,0,0,2,4,1,2,3,3,3,7,3,1,0,1,1,3,2,1,4,1,364
504,"KANYA P.S. BALUSHASAN",111,107,0,218,45,44,0,89,81,0,2,20,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89
505,"P.S. BAGHAULI NAYA BHAVAN",680,656,0,1336,430,397,0,827,827,0,108,190,10,469,2,1,3,2,5,9,0,2,3,4,1,6,1,0,1,2,0,0,1,1,2,4,827
506,"P.S. BANJARIYA",438,349,0,787,235,193,0,428,369,0,92,131,7,154,2,0,1,2,4,2,1,0,0,0,1,1,8,6,2,2,0,1,1,0,5,5,428
507,"P.S. AURAHI",739,634,0,1373,376,356,0,732,732,0,111,299,24,208,2,1,0,0,3,2,1,0,40,1,4,5,9,8,1,5,1,0,1,1,3,2,732
508,"P.S. MADHOPUR",457,345,1,803,236,207,0,443,443,0,85,125,6,168,2,0,0,2,21,1,0,0,18,0,0,6,3,2,0,1,0,0,1,0,1,1,443
509,"P.M.V. JANGALKALA",407,329,0,736,177,187,0,364,364,0,20,102,11,124,6,0,1,0,0,2,0,0,1,0,3,10,51,2,3,0,1,9,1,6,6,5,364
510,"P.M.V. JANGALKALA",423,454,0,877,202,206,0,408,380,0,54,99,12,150,9,1,1,1,2,4,2,4,3,4,4,8,31,1,2,1,0,1,1,1,5,7,408
511,"P.M.V. JANGALKALA",539,440,0,979,279,209,0,488,270,0,296,68,1,94,6,0,1,0,5,0,0,1,0,0,1,2,5,2,0,2,0,0,0,2,1,1,488
