"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
55,"P.S. BASANTPUR ROOM NO.2",242,189,0,431,170,108,0,278,76,0,36,30,186,13,0,0,0,0,0,1,1,0,7,2,2,278
56,"P.S. BHAERAMPUR ROOM NO.1",506,386,0,892,322,195,0,517,395,0,13,131,155,205,4,1,0,0,0,2,0,0,3,1,2,517
57,"P.S. BHAERAMPUR ROOM NO.2",399,298,0,697,266,170,0,436,6,0,8,113,187,113,2,2,1,0,0,1,0,0,0,0,9,436
58,"P.S. IBRAHIMPUR",819,582,0,1401,532,355,0,887,887,0,22,21,614,203,9,5,1,1,2,0,0,2,3,2,2,887
59,"P.S. MATHURA",481,357,0,838,322,189,0,511,485,0,55,12,297,131,3,1,2,1,0,1,0,2,2,2,2,511
60,"P.S. JAITPUR",541,378,0,919,424,241,0,665,10,0,16,12,430,162,2,7,3,1,3,3,5,7,3,3,8,665
61,"P.S. BHITAULI",448,307,0,755,258,147,0,405,103,0,41,19,288,39,1,1,0,0,2,0,2,1,5,1,5,405
62,"P.S. KARMULLAPUR",653,391,0,1044,387,187,0,574,10,0,38,17,107,343,23,4,5,0,3,2,2,8,4,5,13,574
63,"P.S. RATANPUR",804,538,0,1342,428,332,0,760,10,0,68,58,408,148,6,5,2,5,5,5,8,7,16,5,14,760
64,"P.S. MADHVAJLALPUR",813,640,0,1453,510,344,0,854,1,0,78,43,400,289,5,3,1,1,2,0,3,5,4,7,13,854
65,"P.S. BANARKI",673,504,0,1177,513,319,0,832,502,0,15,12,84,685,8,1,0,0,3,0,3,6,3,3,9,832
66,"J.H. S. SHAHPUR",673,563,0,1236,463,348,0,811,802,0,80,257,346,90,5,2,0,2,1,0,2,1,5,2,18,811
67,"P.S. MALLAPUR",390,294,0,684,239,161,0,400,400,0,32,47,152,149,3,0,0,0,0,0,1,1,8,3,4,400
68,"P.S. GARRI",586,492,0,1078,420,293,0,713,50,0,56,92,259,288,2,1,1,1,3,1,0,2,4,2,1,713
69,"J. H.S. CHANDIPUR",286,230,0,516,208,150,0,358,4,0,10,11,192,122,2,1,0,2,2,0,1,1,7,1,6,358
70,"P.S.  KARSAKALA",405,297,0,702,285,198,0,483,470,0,18,73,268,91,1,0,0,2,1,3,0,4,10,3,9,483
71,"P.S.  BINDAURA PARASPUR",360,324,0,684,252,208,0,460,210,0,119,63,219,45,2,3,0,0,0,1,0,0,4,2,2,460
72,"P.S.  LAIN",532,450,0,982,356,317,0,673,4,8,8,248,187,206,2,1,1,0,1,2,0,1,7,1,8,673
73,"P.S. MAHADEVA MAJRE LODHAURA ROOM NO.1",774,549,0,1323,532,352,0,884,884,0,10,488,334,23,1,1,2,2,1,1,2,2,5,3,9,884
74,"P.S. MAHADEVA MAJRE LODHAURA ROOM NO.2",477,372,0,849,315,171,0,486,23,0,69,55,291,40,2,2,1,0,0,4,3,4,5,3,7,486
75,"P.S. MANJHAUNI",466,390,1,857,266,219,0,485,116,0,75,100,289,5,0,2,0,0,0,0,1,2,6,2,3,485
76,"P.S. JURAUNDA",807,647,0,1454,521,336,0,857,11,0,76,169,479,114,2,1,3,1,4,0,0,0,2,2,4,857
77,"P.S. AMRAIGAO ROOM NO.1",497,370,0,867,301,200,0,501,501,0,17,13,260,171,3,1,3,0,2,2,2,5,2,4,16,501
78,"P.S. AMRAIGAO ROOM NO.2P.V. AMRAIGAO ROOM NO.2",510,437,0,947,378,258,0,636,635,0,34,21,463,89,5,2,1,0,2,2,1,1,7,1,7,636
79,"PANCHAYT BHAVAN MAHAR MAJRE PIPRIMAHAR",683,558,0,1241,450,355,0,805,6,0,143,72,240,326,2,0,1,4,2,1,2,2,6,3,1,805
80,"P.S. PIPRIMHAR",639,556,0,1195,426,304,0,730,10,0,27,51,570,54,2,1,0,0,1,5,4,1,7,2,5,730
81,"P.S. MARAUCHA MISHRI SINGH",219,168,0,387,140,86,0,226,199,0,18,13,151,38,1,0,0,0,0,0,0,1,1,0,3,226
82,"P.S. RANIGANJ MAJRE RAHTA",573,486,0,1059,396,327,0,723,398,0,106,152,341,96,1,1,1,1,1,0,1,5,5,0,12,723
83,"P.S. AKOHRA",333,280,0,613,232,197,0,429,10,0,69,43,172,128,1,0,0,0,2,0,1,1,3,2,7,429
84,"P.S. SEMRAI",660,539,0,1199,466,370,0,836,202,0,10,139,448,220,4,1,0,0,3,1,1,2,4,1,2,836
85,"P.S. SAIDANPUR",170,134,0,304,114,91,0,205,52,0,17,26,100,44,2,1,0,0,0,1,2,2,5,1,4,205
86,"P.S. RAMPUR TELIYANI",341,280,0,621,229,182,0,411,96,0,51,57,196,90,2,2,1,0,1,2,3,0,5,1,0,411
87,"P.S. HARSAULI",194,180,0,374,155,146,0,301,5,0,45,23,95,125,3,2,0,0,1,1,1,2,1,0,2,301
88,"P.S. GAURACHAK",607,505,0,1112,487,348,0,835,1,0,167,186,264,188,5,1,1,0,2,0,3,2,3,4,9,835
89,"P.S. MAHMUDPUR ROOM NO.1",351,308,0,659,264,220,0,484,20,0,59,44,300,62,4,2,0,0,1,1,0,3,6,0,2,484
90,"P.S. MAHMUDPUR ROOM NO.2",284,250,0,534,218,167,0,385,340,0,68,18,236,56,1,3,0,0,0,0,1,0,0,1,1,385
91,"P.S. BUDHGAURA",519,430,0,949,397,282,0,679,1,0,19,71,396,168,3,1,0,0,1,2,2,5,5,2,4,679
92,"P.S. KANDARAVALKHURD",660,560,0,1220,504,359,0,863,842,0,110,61,422,223,4,5,1,1,2,0,2,5,8,6,13,863
93,"P.S. HATHOIYA",646,521,0,1167,388,349,0,737,467,0,219,64,250,154,4,3,1,1,4,2,5,1,7,7,15,737
94,"P. S. KUTLUPUR PARGANA RAMNAGAR",318,236,0,554,235,147,0,382,75,0,105,39,199,12,5,1,1,0,9,5,0,2,1,1,2,382
95,"P.S. KUDILWA",504,424,0,928,382,298,0,680,30,0,59,86,355,132,5,4,0,2,1,2,1,4,7,6,16,680
96,"P.S. BIKEPUR",225,202,0,427,191,122,0,313,5,0,45,18,102,135,1,1,0,0,0,0,1,3,3,2,2,313
97,"P.S.  MAUSANDI",740,674,0,1414,537,469,0,1006,541,0,68,168,538,187,6,4,1,3,4,1,2,4,4,4,12,1006
98,"P.S.  AINUDDINPURA",337,327,0,664,295,276,0,571,1,0,103,73,357,15,0,0,14,0,0,2,0,0,2,3,2,571
99,"P.S.  BRAIYYA ROOM NO.1",549,510,1,1060,443,369,0,812,800,0,31,318,432,23,0,0,1,0,0,1,0,0,2,1,3,812
100,"P.S.  BRAIYA ROOM NO.2",360,322,0,682,292,239,0,531,10,0,85,188,216,18,2,2,1,0,0,1,2,1,3,5,7,531
101,"P.S.  RUHERA ROOM NO.1",473,393,0,866,337,266,0,603,30,0,102,31,380,65,0,1,0,0,0,0,2,0,11,3,8,603
102,"SA. SH. SA.  SUDHIYAMAU STITH BIKPURVA",439,388,0,827,304,230,0,534,7,0,149,17,258,99,2,1,1,0,2,3,1,0,1,0,0,534
103,"P.S.  GAGAURA",257,223,0,480,218,178,0,396,5,0,70,44,255,22,0,0,0,0,0,0,0,0,1,1,3,396
104,"P.S.  TELWAY",382,319,0,701,288,216,0,504,5,0,76,48,271,96,1,1,0,1,0,0,1,2,2,0,5,504
105,"P.S.  NANDAUPARA",297,271,0,568,173,162,0,335,290,0,28,30,214,52,1,2,0,0,0,0,1,2,3,0,2,335
106,"P.S.  NANDAUPARA ATI. KAKSH",234,194,0,428,123,84,0,207,110,0,0,8,181,17,0,0,0,0,0,0,1,0,0,0,0,207
107,"P.S.  MIRAMAU",247,224,0,471,196,156,0,352,10,0,38,75,223,8,0,1,0,0,1,1,0,3,1,1,0,352
108,"P.S.  MIRPUR ROOM NO.1",644,546,0,1190,431,313,0,744,15,0,66,116,463,63,2,3,1,3,1,0,2,4,8,3,9,744
109,"P.S.  MIRPUR ROOM NO.2",681,628,0,1309,355,245,0,600,600,0,37,300,157,82,4,1,2,2,1,2,0,1,1,2,8,600
110,"P.S.  ALLAPUR",790,740,0,1530,543,474,0,1017,710,0,114,181,534,154,0,2,3,0,2,3,5,3,3,5,8,1017
111,"P.S.  MOHARI",388,341,0,729,258,223,0,481,10,0,61,169,198,40,2,1,1,0,2,0,4,0,2,1,0,481
112,"P.S.  GOPALPUR",591,539,0,1130,452,407,0,859,58,0,65,21,307,415,9,3,2,3,2,1,2,6,2,2,19,859
113,"P.S.  SUDHIYAMAU ROOM NO.1",720,597,0,1317,417,291,0,708,5,0,24,230,128,304,0,2,1,0,1,1,12,0,1,1,3,708
114,"J.H.S SUDHIYAMAU ROOM NO.2",463,366,0,829,326,173,0,499,73,0,5,175,88,209,1,1,0,1,1,1,14,1,0,1,1,499
115,"J.H.S.  SUDHIYAMAU ROOM NO.2",459,394,0,853,281,197,0,478,278,0,37,200,46,185,0,0,0,1,0,0,6,0,0,1,2,478
116,"P.S.  KARANDHA",383,336,0,719,314,239,0,553,9,0,94,129,204,79,0,1,5,0,0,2,27,1,5,4,2,553
117,"P.S.  SHEKHPUR ALIPUR ROOM NO.1",715,631,0,1346,428,367,0,795,92,0,51,165,181,371,1,1,6,1,0,0,2,2,3,7,4,795
118,"P.S.  SHEKHPUR ALIPUR ROOM NO.2",358,299,0,657,285,205,0,490,35,0,68,16,271,117,2,1,0,0,0,1,0,2,6,0,6,490
119,"P.S.  KHADRA",159,153,0,312,137,125,0,262,262,0,8,43,194,14,1,0,0,0,0,1,0,0,0,1,0,262
120,"P.S.  SAIDAN PUR",287,257,0,544,245,195,0,440,336,0,91,54,216,65,1,1,0,1,1,3,0,0,2,1,4,440
121,"P.S.  BARUWA MAJRE VAHABPUR",277,255,0,532,209,168,0,377,370,0,17,107,171,75,1,2,0,0,1,0,1,0,1,0,1,377
122,"P.S.  SHAHPUR CHAKABHERWA",718,690,0,1408,482,316,0,798,18,0,34,188,325,232,2,2,0,0,0,1,3,6,3,1,1,798
123,"P.S.   NAHARAWAL",728,650,0,1378,537,389,0,926,916,0,275,83,401,140,3,1,1,1,1,1,2,1,4,1,11,926
124,"P.S.   JAFARPUR ROOM NO.1",507,407,0,914,319,231,0,550,10,0,113,92,299,20,0,5,0,1,2,1,0,1,8,0,8,550
125,"P.S.  KHALISPUR MAJRE  JAFARPUR",673,595,0,1268,414,304,0,718,715,0,126,82,401,84,2,0,4,1,0,1,1,4,5,2,5,718
126,"P.S.   BILKHIYA ROOM NO.1",505,442,0,947,348,228,0,576,10,0,130,69,246,105,0,2,1,2,1,2,2,4,6,3,3,576
127,"P.S.   BILKHIYA ROOM NO.2",640,564,0,1204,439,280,0,719,10,0,82,43,333,217,6,2,13,1,2,1,0,1,2,5,11,719
128,"J.H. S. AMOLI KALA ROOM NO.1",775,566,0,1341,456,346,0,802,210,0,30,112,552,83,1,0,2,0,1,0,1,1,4,10,5,802
129,"J.H.S. AMOLI KALA ROOM NO.2",751,596,0,1347,490,426,0,916,312,0,223,80,301,267,5,0,3,3,4,0,2,2,5,5,16,916
130,"PANCHAYT  BHAWAN  MANAURA",264,242,0,506,180,143,0,323,4,0,95,28,179,5,0,3,0,1,0,1,2,0,3,1,5,323
131,"P.S.   TELWARI",460,357,0,817,339,249,0,588,485,0,148,36,349,49,0,1,0,1,0,0,0,0,3,0,1,588
132,"P.S.  AMOLI KIRATPUR",722,658,0,1380,560,428,0,988,10,0,131,51,556,197,8,4,0,4,4,2,2,2,8,6,13,988
133,"P.S.  DEWSANI",323,304,0,627,229,182,0,411,406,0,24,49,196,133,1,0,1,0,1,0,0,1,1,1,3,411
134,"P.S.  KISHUNPUR",454,415,0,869,300,245,0,545,521,0,16,90,337,87,2,1,0,0,0,2,0,3,5,1,1,545
135,"J.H.S. GONDAURA",503,388,0,891,352,270,0,622,227,0,19,129,416,35,1,2,1,1,0,0,1,3,6,3,5,622
136,"P.S.  KUMHARWA",667,534,0,1201,427,293,0,720,664,0,99,64,391,134,4,0,4,1,2,1,2,0,4,7,7,720
137,"P.S.  BARUWA NRENDRAPUR",329,261,0,590,238,207,0,445,3,0,89,47,211,80,2,2,1,1,1,0,0,1,6,2,2,445
138,"P.S.  AGANPUR",514,420,0,934,395,278,0,673,673,0,114,81,269,183,2,1,0,1,2,1,1,2,6,2,8,673
139,"P.S.  BURWAL",550,488,0,1038,401,348,0,749,402,0,55,101,418,135,4,2,3,0,1,1,6,1,5,4,13,749
140,"P.S.  BURWAL SHUGR MIL",251,218,0,469,166,137,0,303,183,0,40,51,195,9,0,0,0,1,0,1,0,0,2,0,4,303
141,"P.S.  DEWLI",345,298,0,643,266,218,0,484,5,0,114,60,244,59,2,0,0,0,0,0,0,0,2,0,3,484
142,"P.S.  BARIYARPUR",669,584,0,1253,417,356,0,773,64,0,46,220,255,234,1,1,0,1,3,0,7,1,2,1,1,773
143,"P.S.  BIKNAPUR",167,171,0,338,127,133,0,260,65,0,94,4,146,12,0,0,0,0,0,0,0,2,0,1,1,260
144,"P.S.  SADHARNPUR",227,202,0,429,189,152,0,341,4,0,18,36,178,101,0,0,0,0,0,0,0,0,2,2,4,341
145,"P.S.  KATIYARA",377,319,0,696,281,212,0,493,93,0,73,64,270,56,2,2,3,0,1,2,2,3,4,3,8,493
146,"P.S.  UTKHARA",549,484,0,1033,416,313,0,729,10,0,196,55,217,239,0,3,1,0,1,1,2,3,3,1,7,729
147,"P.S.  THALKHURD",438,357,0,795,314,225,0,539,140,0,88,62,171,205,1,2,0,0,0,2,0,0,2,3,3,539
148,"J. H. S. ASHOKPUR",346,325,0,671,254,217,0,471,450,0,78,55,243,85,0,0,2,0,0,0,0,0,4,0,4,471
149,"S. S.SAMITI KHETAURA",160,142,0,302,121,97,0,218,160,0,14,5,152,45,1,0,0,0,0,0,0,0,1,0,0,218
150,"P.S.  CHURAULIYA",292,241,0,533,172,147,0,319,79,0,52,70,156,25,0,0,2,0,1,1,0,1,2,2,7,319
151,"P.S.  PUREJBAR ROOM NO.1",337,284,0,621,257,181,0,438,270,0,128,68,138,90,5,1,1,1,1,1,0,1,1,1,1,438
152,"P.S.  PUREBHAGAEE",476,408,0,884,372,256,0,628,10,0,146,136,243,86,2,1,0,0,0,1,2,0,3,2,6,628
153,"P.S.  AMLORA",589,516,0,1105,402,300,0,702,37,0,73,233,299,79,2,1,2,0,0,2,2,1,1,0,7,702
154,"P.S.  KAJIPUR",410,392,0,802,271,197,0,468,60,0,35,75,201,149,3,1,0,0,0,0,1,0,0,1,2,468
155,"P.S.  NIJAMPUR",350,307,0,657,267,203,0,470,9,0,69,75,176,141,1,1,0,0,0,1,0,0,2,1,3,470
156,"P.S.  GAGIYAPUR",407,364,0,771,298,244,0,542,52,0,37,229,203,60,0,1,0,0,0,0,0,0,1,3,8,542
157,"P.S.  PYAREPUR",388,337,0,725,327,228,0,555,141,0,78,102,164,190,4,2,8,0,0,0,0,2,2,0,3,555
158,"P.S.  TILOKPUR ROOM NO.1",760,646,0,1406,442,300,0,742,50,0,12,322,274,114,0,3,5,0,1,0,2,3,1,1,4,742
159,"P.S.  TILOKPUR ROOM NO.2",708,620,0,1328,426,371,0,797,777,0,67,372,290,47,0,1,7,3,1,0,1,0,2,1,5,797
160,"B.P.SHUKLA INTER COLLEGE  TILOKPUR",481,417,0,898,302,238,0,540,220,0,12,240,202,71,3,2,0,0,0,1,2,1,1,2,3,540
161,"P.S.  KURTHRA MAJRE TILOKPUR",592,510,0,1102,422,312,0,734,534,0,219,164,255,54,1,1,12,2,0,2,12,2,3,1,6,734
162,"P.S.  ACHHAICHHA",761,599,0,1360,570,359,0,929,10,0,95,330,263,111,2,0,3,0,0,0,120,0,2,1,2,929
163,"P.S.  BERIYA",619,489,0,1108,428,325,0,753,700,0,83,279,171,196,2,1,2,0,1,1,5,3,5,2,2,753
164,"P.S.  DATAULI",699,539,0,1238,479,280,0,759,400,0,46,333,192,53,2,0,2,1,1,3,116,3,2,1,4,759
165,"P.S.  DATAULI ATI0 KAKSH",357,287,0,644,285,284,0,569,409,0,66,111,225,151,3,1,0,0,2,1,0,3,1,1,4,569
166,"P.S.  BUDHEDA",661,599,0,1260,462,344,0,806,10,0,167,166,364,88,2,2,10,0,0,1,0,2,2,0,2,806
167,"P.S.  DADIYAMU",676,593,0,1269,424,297,0,721,10,0,136,159,316,77,4,2,6,0,0,1,2,2,3,1,12,721
168,"P.S.  JOLHAMU",403,340,0,743,286,241,0,527,21,0,118,90,139,164,4,1,0,0,1,2,3,1,1,1,2,527
169,"P.S.  NAHAMAU ROOM NO.1",494,408,0,902,322,216,0,538,1,0,133,48,218,125,2,0,0,1,0,0,2,2,3,0,4,538
170,"P.S.  NAHAMAU ROOM NO.2",590,499,0,1089,413,255,0,668,8,0,129,17,181,327,4,0,3,0,1,0,1,1,1,0,3,668
171,"P.S.  MASUDMAU",265,226,0,491,173,147,0,320,10,0,114,58,113,21,0,0,5,0,0,1,0,1,1,1,5,320
172,"P.S.  ROTI GAO ROOM NO.1",531,445,0,976,332,251,0,583,130,0,176,134,203,57,0,1,0,0,0,0,0,2,1,4,5,583
173,"P.S.  ROTIGAV ROOM NO.2",561,501,0,1062,363,283,0,646,7,0,185,142,273,38,1,1,0,0,0,1,0,0,2,1,2,646
174,"j. H. S. SHAHPUR BHIKHA",127,126,0,253,104,92,0,196,100,0,25,28,93,47,0,1,0,0,0,0,0,0,1,0,1,196
175,"P.S. BINDAURA",222,207,0,429,178,140,0,318,10,0,93,14,143,62,0,0,0,1,0,0,0,0,1,1,3,318
176,"P.S. BIRAULI",369,312,0,681,279,171,0,450,226,0,30,26,198,183,1,3,1,2,1,0,0,1,4,0,0,450
177,"P.S. MALAULI ROOM NO.1",706,597,0,1303,443,304,0,747,736,0,55,117,506,46,0,1,2,1,0,0,2,4,10,2,1,747
178,"P.S. MALAULI ROOM NO.2",597,491,0,1088,383,270,0,653,10,0,193,90,326,22,1,2,3,0,0,3,0,2,6,2,3,653
179,"P.S. DEDHDUA MAJRE MALAULI",672,604,0,1276,501,317,0,818,10,0,90,85,370,240,4,1,2,0,4,0,1,5,6,3,7,818
180,"P.S. BAHAMU",185,162,0,347,134,106,0,240,206,0,79,22,65,66,0,0,1,0,1,0,0,1,0,0,5,240
181,"P.S. KINHAULI",790,623,0,1413,528,388,0,916,890,0,241,114,439,94,2,2,2,0,1,2,0,4,6,5,4,916
182,"P.S. HASANPUR PAHADAPUR",551,505,0,1056,392,307,0,699,5,0,78,264,241,94,3,1,0,0,1,1,1,2,6,4,3,699
