"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
70,"""JUNIOR HIGH SCHOOL AILMAPUR R.N.1",452,384,0,836,292,225,0,517,517,0,2,154,330,23,0,4,1,1,0,2,517
71,"JUNIOR HIGH SCHOOL AILMAPUR	R.N.2",741,640,0,1381,463,368,0,831,831,0,24,240,505,41,11,2,0,0,3,5,831
72,"PANCHYAT GHAR ALAPUR GADIYA R.N.1",484,423,0,907,393,298,0,691,601,0,16,24,622,7,4,5,2,1,1,9,691
73,"PRIMARY SCHOOL.	HARIDASPUR R.N. 1",581,496,0,1077,411,328,0,739,735,0,55,218,290,155,0,3,2,4,2,10,739
74,"PRIMARY SCHOOL.	BHANKARI KHAS R.N.1",644,564,0,1208,481,365,0,846,783,0,93,110,562,66,3,3,1,2,1,5,846
75,"PRIMARY SCHOOL.	BHAGAVANAPUR R.N.1",287,251,0,538,224,169,0,393,303,0,16,28,260,85,1,0,0,1,1,1,393
76,"PRIMARY SCHOOL.	SAIMLA R.N.1",551,462,0,1013,339,277,0,616,598,0,5,31,543,27,4,0,2,0,3,1,616
77,"PRIMARY SCHOOL.	BULAKGADHI R.N.1",294,256,0,550,230,141,0,371,371,0,5,120,227,5,0,3,0,1,3,7,371
78,"PRIMARY SCHOOL.	KHEDA KHUSHKHABAR	R.N.1",261,242,0,503,207,169,0,376,339,0,10,126,197,41,0,0,0,0,1,1,376
79,"PRIMARY SCHOOL.	CHUAVLI R.N.1",432,367,0,799,293,241,0,534,487,0,38,56,386,34,9,2,0,4,1,4,534
80,"PRIMARY SCHOOL.	BHARTARI R.N.1",534,450,0,984,392,309,0,701,398,0,12,166,453,60,3,2,3,1,1,0,701
81,"PRIMARY SCHOOL.	HARANOTI R.N.1",228,195,0,423,131,111,0,242,241,0,0,20,183,36,1,2,0,0,0,0,242
82,"PRIMARY SCHOOL.	HAYATAPUR BAJHEDA R.N.1",385,338,0,723,259,211,0,470,456,0,18,65,267,106,2,1,3,2,1,5,470
83,"PRIMARY SCHOOL.	JATNAPUR CHIKAVTI R.N.1",548,468,0,1016,422,331,0,753,749,0,12,94,624,14,3,0,0,3,0,3,753
84,"PRIMARY SCHOOL.	LEKHARAJPUR R.N.1",592,481,0,1073,423,288,0,711,340,0,107,107,454,24,2,1,3,10,0,3,711
85,"PRIMARY SCHOOL.	BHIKAMPUR R.N.1",686,579,0,1265,545,432,0,977,886,0,23,152,783,8,2,3,1,3,1,1,977
86,"PRIMARY SCHOOL.	SIKANDARAPUR BHUKARAVLI R.N.1",448,389,0,837,366,285,0,651,651,0,3,21,576,42,4,0,1,1,1,2,651
87,"PRIMARY SCHOOL.	KARASUA R.N.1",740,630,0,1370,435,340,0,775,540,0,29,106,613,7,10,2,0,2,3,3,775
88,"PRIMARY SCHOOL.	NADAROI R.N.1",373,331,0,704,236,249,0,485,282,0,52,139,250,28,9,0,1,2,1,3,485
89,"PRIMARY SCHOOL.	SIKHARAN R.N.1",367,322,0,689,298,231,0,529,529,0,2,20,468,33,3,1,0,2,0,0,529
90,"PRIMARY SCHOOL.	BIJONA VUJURG R.N.1",207,179,0,386,151,97,0,248,248,0,11,2,167,65,0,2,0,0,1,0,248
91,"JUNIOR HIGH SCHOOL SIKHARAN R.N.1",58,53,0,111,44,42,0,86,85,0,1,1,69,12,2,0,0,0,0,1,86
92,"PRIMARY SCHOOL.	JIROLI DOR R.N.1",468,431,0,899,357,286,0,643,643,0,46,16,507,61,7,1,0,2,3,0,643
93,"JUNIOR HIGH SCHOOL JIROLI DOR R.N.1",493,424,0,917,314,259,0,573,568,0,13,150,384,20,0,0,0,2,3,1,573
94,"JUNIOR HIGH SCHOOL  LODHA R.N.1",758,658,0,1416,447,305,0,752,752,0,16,82,612,24,1,3,1,5,1,7,752
95,"PRIMARY SCHOOL.	ATLAPUR R.N.1",344,323,0,667,243,214,0,457,457,0,5,64,337,44,3,3,0,0,0,1,457
96,"PRIMARY SCHOOL.	MUSEPUR R.N.1",459,392,0,851,350,271,0,621,608,0,18,90,428,76,3,2,2,0,0,2,621
97,"PRIMARY SCHOOL.	LODHA R.N.1",618,515,0,1133,337,273,0,610,346,0,23,169,378,31,1,1,1,2,1,3,610
98,"NAGALA BIRKHU",727,592,0,1319,456,342,0,798,798,0,7,80,664,39,2,4,0,0,0,2,798
99,DAHODA,295,259,0,554,255,189,0,444,444,0,5,62,358,17,0,0,0,0,1,1,444
100,"NAGALA JOTU",404,343,0,747,273,199,0,472,470,0,36,52,310,70,1,0,1,1,0,1,472
101,"CHHOTI BALLABH",571,512,0,1083,357,327,0,684,684,0,33,76,347,221,3,0,0,2,1,1,684
102,SARAKORIYA,528,450,0,978,340,286,0,626,572,0,31,55,500,33,3,0,0,3,0,1,626
103,UTTAMPUR,442,407,0,849,300,269,0,569,569,0,106,32,327,96,2,1,0,3,0,2,569
104,VASHABHANPUR,249,215,0,464,180,159,0,339,319,0,49,45,205,39,0,0,0,0,0,1,339
105,"CHUHARAPUR KINAMASHA",604,525,0,1129,376,338,0,714,227,0,94,201,264,145,2,0,0,4,1,3,714
106,"CHUHARAPUR KINAMASHA",334,284,0,618,189,143,0,332,327,0,64,3,162,95,3,1,1,1,0,2,332
107,"HIRADAY KI NGRIYA",486,395,0,881,315,269,0,584,436,0,113,12,303,147,1,0,1,1,4,2,584
108,"PACHAVARI MAJAR DHATOLI",582,519,0,1101,328,329,0,657,397,0,11,89,415,129,6,1,2,1,1,2,657
109,"NITHAHURI MAJAR DHATOLI",486,409,0,895,270,201,0,471,471,0,71,27,293,75,1,1,0,1,1,1,471
110,"KUMARPUR MAJARA DHANTOLI",619,535,0,1154,374,305,0,679,672,0,72,188,269,135,3,1,1,5,2,3,679
111,DHATOLI,651,568,0,1219,391,316,0,707,143,0,40,135,470,54,0,2,0,3,2,1,707
112,DHATOLI,287,247,0,534,180,141,0,321,320,0,22,40,242,15,2,0,0,0,0,0,321
113,"BHORE KI NAGRIYA",184,161,0,345,145,111,0,256,220,0,47,28,177,3,0,1,0,0,0,0,256
114,SHEKHUPUR,219,187,0,406,170,156,0,326,324,0,10,97,199,18,1,1,0,0,0,0,326
115,"NAGALA SARTAJ",450,347,0,797,244,139,0,383,279,0,49,100,196,29,2,0,0,1,1,5,383
116,TALNAGAR,346,284,0,630,254,199,0,453,253,0,9,43,363,33,2,2,0,0,0,1,453
117,PAYDAPUR,524,459,0,983,316,226,0,542,105,0,78,66,352,42,0,1,1,1,1,0,542
118,MAGADHA,360,323,0,683,228,216,0,444,444,0,61,50,315,10,1,4,0,2,1,0,444
119,MUDIYA,450,379,0,829,287,180,0,467,437,0,77,31,331,23,0,1,0,4,0,0,467
120,"BHURIYA KI GADHI",363,270,0,633,215,156,0,371,310,0,17,72,259,11,2,1,0,1,1,7,371
121,AJAHARI,341,287,0,628,222,178,0,400,380,0,29,38,302,25,2,1,0,1,1,1,400
122,HASNAGAR,450,421,0,871,315,319,0,634,634,0,44,62,315,207,0,1,0,3,0,2,634
123,RAJAWAL,639,522,0,1161,447,293,0,740,736,0,15,30,480,203,4,2,2,0,0,4,740
124,RAJAWAL,431,335,0,766,261,193,0,454,350,0,5,163,212,67,2,1,0,2,0,2,454
125,"BHADIRA MAJRA RAJAWAL",498,373,0,871,290,205,0,495,492,0,14,49,369,54,1,1,1,1,0,5,495
126,SADHA,389,349,0,738,262,229,0,491,275,0,30,75,376,1,7,0,0,2,0,0,491
127,"BELOTH MAJARA NAGLA KALUA BELOTH",601,490,0,1091,355,285,0,640,624,0,133,26,439,37,0,3,1,1,0,0,640
128,"BELOTH MAJARA NAGLA KALUA BELOTH",441,355,0,796,278,217,0,495,495,0,48,181,238,21,4,0,0,2,1,0,495
129,"NAGLA KALUA BELOTH",513,431,0,944,371,285,0,656,656,0,103,64,437,38,1,2,3,2,0,6,656
130,AHALAD,455,395,0,850,254,217,0,471,433,0,68,54,321,23,0,1,0,2,1,1,471
131,"NAGALA JUJHAR",830,660,0,1490,502,392,0,894,700,0,221,23,595,42,2,1,2,4,1,3,894
132,"NAGALA JUJHAR",335,277,0,612,191,210,0,401,401,0,22,213,157,1,1,0,0,2,3,2,401
133,"NAGLA FAKIRA",262,231,0,493,205,172,0,377,113,0,93,54,222,4,3,1,0,0,0,0,377
134,"NAGLA PAHADI",187,172,0,359,143,125,0,268,130,0,17,25,127,98,0,0,0,1,0,0,268
135,RAFAYTAPUR,644,508,0,1152,446,335,0,781,778,0,67,128,552,31,0,0,2,0,1,0,781
136,"NAGALA JANGALI MAJARA JAGANER",692,559,0,1251,478,354,0,832,800,0,231,253,305,39,3,1,0,0,0,0,832
137,"NAGALA SABAL  URF GONDA",482,390,0,872,293,208,0,501,496,0,22,20,403,45,0,5,1,2,0,3,501
138,"NAGALA SABAL  URF GONDA",473,412,0,885,313,234,0,547,544,0,24,50,391,79,0,0,3,0,0,0,547
139,"NAGALA SABAL  URF GONDA",315,263,0,578,181,145,0,326,285,0,30,51,191,49,1,1,3,0,0,0,326
140,"NAGALA SABAL  URF GONDA",689,604,0,1293,381,332,0,713,480,0,57,87,419,125,11,1,1,3,2,7,713
141,"NAGALA SABAL  URF GONDA",771,642,0,1413,480,322,0,802,670,0,12,233,379,159,8,2,0,1,3,5,802
142,"NAGALA SABAL  URF GONDA",426,362,0,788,271,188,0,459,261,0,14,128,259,57,0,0,0,0,0,1,459
143,"NAGALA SABAL  URF GONDA",207,179,0,386,120,68,0,188,186,0,13,11,128,36,0,0,0,0,0,0,188
144,"NAGALA MADHO",358,303,0,661,227,176,0,403,387,0,70,33,208,85,2,0,0,1,1,3,403
145,"NAGALA SUJAN URF MANGAGADHI",311,269,0,580,250,178,0,428,326,0,22,22,372,9,3,0,0,0,0,0,428
146,SONOTH,464,385,0,849,274,202,0,476,374,0,77,78,291,23,2,2,0,3,0,0,476
147,"SHYAM NAGARIYA",541,471,0,1012,305,263,0,568,540,0,18,303,204,36,2,1,0,1,1,2,568
148,"ADU KI  NAGARIYA",533,458,0,991,332,242,0,574,572,0,35,244,246,39,7,0,0,0,1,2,574
149,"CHINTA KI  NAGARIYA",632,511,0,1143,510,339,0,849,846,0,51,145,500,130,20,1,1,0,1,0,849
150,YAKTAJPUR,732,606,0,1338,453,354,0,807,801,0,49,187,545,17,2,1,2,0,2,2,807
151,"RUDAYAN URF TARAPUR",507,442,0,949,311,245,0,556,115,0,55,26,443,24,1,1,1,1,3,1,556
152,TALESARA,537,465,0,1002,297,229,0,526,365,0,63,62,345,53,0,0,1,2,0,0,526
153,TALESARA,267,233,0,500,156,124,0,280,279,0,18,117,114,26,2,1,0,0,0,2,280
154,"NAGLA BHAU MAJARA TALESARA",195,159,0,354,134,105,0,239,210,0,15,179,34,8,0,0,0,0,2,1,239
155,DAMGADHI,372,339,0,711,243,232,0,475,474,0,63,58,285,65,0,2,0,0,1,1,475
156,DIGASARI,517,457,0,974,306,240,0,546,546,0,13,168,249,108,4,2,0,0,0,2,546
157,HIRNOTI,316,277,0,593,223,209,0,432,431,0,9,97,212,109,0,4,0,0,0,1,432
158,"MANJUPUR SUBAKARA",334,294,0,628,195,143,0,338,332,0,20,138,165,11,1,0,0,1,0,2,338
159,VOLLA,205,175,0,380,116,87,0,203,203,0,11,5,180,3,1,0,0,0,1,2,203
160,"VARI KA NAGALA",272,238,0,510,209,173,0,382,381,0,3,371,4,0,0,0,0,1,3,0,382
161,"MANJUPUR SUBAKARA",754,634,0,1388,465,278,0,743,743,0,55,87,515,78,0,3,2,1,0,2,743
162,"MANJUPUR SUBAKARA",701,615,0,1316,362,245,0,607,607,0,61,78,412,50,0,2,0,1,1,2,607
163,SUBAKARA,847,676,0,1523,550,398,0,948,943,0,175,191,475,103,1,1,0,1,0,1,948
164,GIDORI,758,697,0,1455,474,421,0,895,895,0,35,232,513,107,1,2,2,1,2,0,895
165,MANTI,524,456,0,980,332,261,0,593,563,0,5,138,374,59,8,2,1,1,2,3,593
166,BASAI,583,511,0,1094,341,350,0,691,691,0,9,263,380,34,1,3,1,0,0,0,691
167,"KODHA MAJRA MAGALA JAGADEV",304,274,0,578,191,172,0,363,323,0,7,59,249,42,2,1,0,0,2,1,363
168,PIPALI,425,366,0,791,295,220,0,515,118,0,41,44,408,21,0,0,1,0,0,0,515
169,"NUNERA MAJRA MAGALA JAGADEV",394,312,1,707,232,187,0,419,419,0,33,132,187,61,1,0,0,2,3,0,419
170,"NUNERA MAJRA MAGALA JAGADEV",508,452,0,960,325,266,0,591,591,0,113,39,290,145,1,2,0,0,1,0,591
171,"BASOLI  MAJRA MAGALA JAGADEV",732,619,0,1351,481,367,0,848,848,0,142,190,467,41,0,0,0,2,0,6,848
172,KAIMATHAL,770,659,0,1429,482,332,0,814,812,0,167,27,563,48,0,1,1,2,3,2,814
173,KAIMATHAL,385,304,0,689,186,148,0,334,334,0,31,148,140,9,1,2,0,1,0,2,334
174,"NAGLA DEV MAJRA KAIMTHAL",253,198,0,451,163,131,0,294,290,0,91,0,187,12,0,0,0,1,2,1,294
175,"NAGLA KUNJI",442,374,0,816,264,183,0,447,447,0,73,67,257,38,0,2,0,1,2,7,447
176,"GADA KHEDA",333,282,0,615,216,158,0,374,322,0,20,74,275,2,0,0,1,1,0,1,374
177,PISAWA,326,272,0,598,204,146,0,350,229,0,48,0,282,17,1,2,0,0,0,0,350
178,"ARNIYA KHWAJA RAJU",407,349,0,756,300,249,0,549,452,0,35,124,376,12,1,0,0,0,1,0,549
179,DOKOLI,276,230,1,507,190,157,0,347,347,0,51,3,261,29,0,1,0,1,0,1,347
180,JAITHOLI,557,498,0,1055,383,296,0,679,656,0,290,17,357,8,2,2,1,0,2,0,679
181,"NAGLA CHANDRAM",386,339,0,725,258,228,0,486,486,0,35,76,291,81,0,0,0,0,0,3,486
182,"NAGLA BHUVIYA",237,183,0,420,134,117,0,251,250,0,17,21,203,6,1,0,1,1,0,1,251
183,"NAGLA JALHU  MAJARA NAGLA CHANDRAM",284,229,0,513,206,154,0,360,360,0,52,40,251,14,0,0,0,2,1,0,360
184,GAHALAU,698,594,0,1292,414,328,0,742,742,0,76,89,544,24,6,0,1,0,1,1,742
185,GAHALAU,268,225,0,493,152,113,0,265,251,0,20,17,220,7,0,0,0,0,1,0,265
186,"NAGLA VIRA",611,537,0,1148,420,326,0,746,744,0,36,136,539,25,0,1,0,4,0,5,746
187,GOJILAPUR,522,456,0,978,352,234,0,586,559,0,133,97,345,5,0,1,0,3,0,2,586
188,BHAIYA,520,436,0,956,253,179,0,432,396,0,25,163,233,7,2,0,0,0,1,1,432
189,BHAIYA,535,467,0,1002,358,272,0,630,600,0,64,16,502,41,1,0,0,4,0,2,630
190,LADHAULI,458,388,0,846,262,239,0,501,501,0,96,82,311,9,0,0,1,1,0,1,501
191,"NAGLA BALARAM",437,369,0,806,336,278,0,614,314,0,36,193,190,186,3,1,0,2,2,1,614
192,KANAITPUR,493,413,0,906,364,250,0,614,366,0,36,193,190,186,3,1,0,2,2,1,614
193,RAMPUR,321,272,0,593,208,181,0,389,389,0,23,67,284,4,2,2,1,1,0,5,389
194,"SHAHPUR  THATHOI",799,651,0,1450,533,404,0,937,937,0,134,349,416,27,3,0,2,3,1,2,937
195,MAUJIPUR,518,446,0,964,369,302,0,671,525,0,7,115,441,98,0,3,0,6,0,1,671
196,"NAGLA FATOLA",289,256,0,545,222,178,0,400,399,0,31,42,302,20,1,1,0,2,0,1,400
197,MATAROI,466,417,0,883,302,272,0,574,572,0,7,177,379,10,0,1,0,0,0,0,574
198,LAKHATOI,379,334,0,713,225,180,0,405,134,0,36,34,296,29,2,0,0,3,0,5,405
199,JATWAR,650,550,0,1200,424,304,0,728,726,0,265,119,294,38,0,1,3,5,1,2,728
200,BHANGARA,354,298,0,652,223,177,0,400,380,0,5,112,254,26,0,0,0,1,2,0,400
201,"JALALPUR DETA",191,176,0,367,120,131,0,251,251,0,2,118,115,12,1,0,0,1,1,1,251
202,KHIRASAULI,440,380,0,820,249,210,0,459,459,0,47,66,318,19,1,2,0,4,1,1,459
203,"BAKSA GIDAURA",710,557,0,1267,472,366,0,838,818,0,136,266,360,69,2,1,1,2,0,1,838
204,DANTAU,413,355,0,768,316,267,0,583,582,0,23,208,333,18,0,1,0,0,0,0,583
