"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
22,"PRIMARY SCHOOL, ROOM 2",430,412,0,842,342,306,0,648,648,0,357,243,2,25,1,6,0,0,0,8,1,0,0,0,2,3,648
23,"PRIMARY SCHOOL",295,266,0,561,225,227,0,452,438,0,254,118,6,68,0,0,0,0,0,0,1,0,0,0,1,4,452
24,"PRIMARY SCHOOL",253,230,1,484,194,192,0,386,384,0,301,46,21,13,0,0,0,0,0,0,0,0,1,0,3,1,386
25,"PRIMARY SCHOOL",487,408,0,895,361,304,0,665,665,0,299,304,2,53,0,0,2,0,0,1,0,0,0,0,3,1,665
26,"PRIMARY SCHOOL",256,210,0,466,197,142,0,339,336,0,223,62,3,46,0,0,0,0,0,0,1,0,0,0,1,3,339
27,"PRIMARY SCHOOL",421,377,0,798,355,284,0,639,639,0,365,191,14,60,1,0,1,1,0,0,1,0,1,0,2,2,639
28,"PRIMARY SCHOOL",684,612,0,1296,547,492,0,1039,1029,0,716,132,0,172,4,1,1,0,1,2,0,1,1,2,0,6,1039
29,"PRIMARY SCHOOL",358,393,0,751,296,322,0,618,608,0,298,107,4,188,2,0,0,0,0,0,1,0,0,3,3,12,618
30,"UCHTAR PRATHMIK VIDALYA",357,330,0,687,270,279,0,549,546,0,164,180,2,193,2,0,0,0,0,1,0,0,2,0,3,2,549
31,"PRIMARY SCHOOL",497,468,0,965,362,377,0,739,739,0,5,381,5,329,3,0,0,2,1,1,0,3,1,1,3,4,739
32,"PRIMARY SCHOOL",566,509,0,1075,418,389,0,807,800,0,479,275,20,9,0,5,2,0,1,0,1,1,2,2,3,7,807
33,"PRIMARY SCHOOL, ROOM 1",677,562,0,1239,525,472,0,997,992,0,608,171,6,180,0,1,0,0,1,11,0,1,0,2,2,14,997
34,"PRIMARY SCHOOL, ROOM 2",682,612,0,1294,468,470,0,938,938,0,168,273,7,466,3,2,1,0,0,2,1,1,4,1,4,5,938
35,"PRIMARY SCHOOL",329,277,0,606,265,234,0,499,499,0,146,30,1,304,2,0,1,1,0,2,0,2,1,0,3,6,499
36,"PRIMARY SCHOOL",598,503,0,1101,530,407,0,937,937,0,818,18,2,92,0,0,0,0,0,0,0,1,0,1,0,5,937
37,"PRIMARY SCHOOL",440,399,0,839,358,354,0,712,709,0,352,63,2,280,6,0,0,0,0,0,0,0,3,0,2,4,712
38,"JUNIOR HIGH SCHOOL, ROOM 2",781,716,0,1497,562,510,0,1072,1058,0,605,373,13,60,1,2,1,2,0,2,0,0,2,0,2,9,1072
39,"JUNIOR HIGH SCHOOL, ROOM 1",597,549,1,1147,452,430,0,882,882,0,648,78,11,118,3,1,0,0,0,1,1,2,3,0,1,15,882
40,"A.K.G INETR COLLEGE",605,530,0,1135,413,396,0,809,806,0,337,424,2,37,0,1,1,0,0,1,0,0,2,0,2,2,809
41,"PRIMARY SCHOOL",343,317,0,660,259,259,0,518,513,0,280,125,0,103,1,0,0,0,0,0,0,0,2,0,4,3,518
42,"PRIMARY SCHOOL",210,191,0,401,183,176,0,359,359,0,308,45,0,5,0,0,0,0,0,0,0,0,0,0,1,0,359
43,"PRIMARY SCHOOL",342,330,0,672,304,285,0,589,586,0,370,57,2,96,1,0,0,1,0,56,0,0,0,1,0,5,589
44,"PRIMARY SCHOOL",383,299,0,682,310,232,0,542,539,0,185,96,7,245,4,1,0,0,0,0,0,0,0,0,1,3,542
45,"PRIMARY SCHOOL",754,658,0,1412,588,502,0,1090,1088,0,787,105,3,166,1,1,0,2,0,0,1,1,6,1,5,11,1090
46,"KISAN SEVA SEHKARI SAMITI",236,228,0,464,187,179,0,366,366,0,195,150,0,19,0,0,0,0,0,0,0,0,0,0,2,0,366
47,"PRIMARY SCHOOL",588,482,0,1070,426,352,0,778,778,0,629,98,2,49,0,0,0,0,0,0,0,0,0,0,0,0,778
48,"PRIMARY SCHOOL",685,631,0,1316,547,475,0,1022,1020,0,620,341,3,31,2,1,1,0,1,3,0,1,2,3,2,11,1022
49,"PRIMARY SCHOOL",399,340,0,739,291,265,0,556,556,0,468,48,1,28,1,0,0,0,0,0,0,0,2,0,2,6,556
50,"PRIMARY SCHOOL",390,309,0,699,278,238,0,516,511,0,266,232,2,8,0,0,0,1,0,1,0,0,0,1,0,5,516
51,"JUNIOR HIGH SCHOOL, ROOM 1",786,637,1,1424,527,423,0,950,950,0,437,327,5,160,2,1,0,0,0,0,1,0,2,1,4,10,950
52,"JUNIOR HIGH SCHOOL, ROOM 2",391,337,0,728,285,238,0,523,523,0,365,5,1,147,2,0,0,0,0,1,1,0,1,0,0,0,523
53,"PRIMARY SCHOOL",387,347,0,734,353,256,0,609,601,0,547,35,11,6,0,1,0,0,0,4,0,0,0,0,0,5,609
54,"PRIMARY SCHOOL",789,693,0,1482,594,533,0,1127,1120,0,240,399,6,443,6,3,4,1,1,2,2,2,7,2,4,5,1127
55,"PRIMARY SCHOOL",355,299,0,654,262,230,0,492,491,0,364,36,2,82,1,0,0,0,0,0,0,1,1,1,0,4,492
56,"JUNIOR HIGH SCHOOL",363,294,0,657,287,253,0,540,540,0,399,60,3,71,0,0,0,1,1,0,0,0,0,0,0,5,540
57,"PRIMARY SCHOOL",295,253,0,548,237,227,0,464,456,0,203,179,2,76,0,0,0,0,1,0,0,0,0,0,1,2,464
58,"PRIMARY SCHOOL",457,379,0,836,335,293,0,628,628,0,412,14,4,166,5,2,2,1,0,1,0,3,8,4,0,6,628
59,"PRIMARY SCHOOL",334,295,0,629,249,278,0,527,519,0,134,263,3,110,0,12,0,0,0,0,1,0,1,0,1,2,527
60,"PRIMARY SCHOOL",265,244,0,509,196,172,0,368,325,0,139,101,1,124,1,0,0,0,0,0,0,0,0,0,1,1,368
61,"PRIMARY SCHOOL",453,387,0,840,341,276,0,617,616,0,279,84,2,244,0,1,0,0,1,0,0,0,4,0,0,2,617
62,"PRIMARY SCHOOL, ROOM 1",466,398,0,864,317,281,0,598,596,0,73,111,2,404,1,0,0,0,0,0,2,1,1,0,0,3,598
63,"PRIMARY SCHOOL, ROOM 3",475,448,0,923,316,331,0,647,647,0,14,5,4,612,1,2,0,0,0,0,0,1,3,0,1,4,647
64,"PRIMARY SCHOOL, ROOM 2",317,302,0,619,248,233,0,481,475,0,116,191,2,157,4,0,0,0,0,0,1,0,0,4,1,5,481
65,"PRIMARY SCHOOL",715,647,0,1362,402,560,0,962,962,0,213,55,1,671,6,0,1,0,0,1,1,3,2,2,0,6,962
66,"PRIMARY SCHOOL",121,110,0,231,119,107,0,226,221,0,213,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,226
67,"PRIMARY SCHOOL",358,344,0,702,267,265,0,532,532,0,285,6,4,220,1,0,0,0,0,1,4,0,3,1,2,5,532
68,"PRIMARY SCHOOL",230,234,1,465,225,213,0,438,393,0,332,1,89,12,0,0,0,0,0,0,0,0,0,0,0,4,438
69,"PRIMARY SCHOOL",794,700,0,1494,708,474,0,1182,1182,0,565,300,13,257,1,4,2,0,0,0,6,0,7,4,8,15,1182
70,"PRIMARY SCHOOL",321,280,0,601,276,240,0,516,505,0,309,102,3,91,3,0,1,0,0,0,1,0,0,1,1,4,516
71,"PRIMARY SCHOOL",376,334,0,710,307,257,0,564,555,0,456,1,2,98,1,1,0,1,1,0,0,0,0,2,1,0,564
72,"PRIMARY SCHOOL",532,472,0,1004,468,398,0,866,866,0,606,89,6,159,1,0,0,0,0,0,0,1,3,0,0,1,866
73,"PRIMARY SCHOOL",713,642,1,1356,584,499,0,1083,1080,0,697,292,6,34,4,0,3,0,1,3,3,0,4,3,9,24,1083
74,"PRIMARY SCHOOL",359,326,0,685,275,242,0,517,516,0,248,52,0,207,1,0,1,0,0,0,0,0,4,0,1,3,517
75,"PRIMARY SCHOOL",527,498,0,1025,490,421,0,911,910,0,829,6,0,73,0,0,0,0,0,0,1,0,0,0,0,2,911
76,"PRIMARY SCHOOL",567,490,1,1058,491,416,0,907,902,0,89,23,2,786,1,0,0,0,0,0,0,0,3,0,0,3,907
77,"PRIMARY SCHOOL",714,630,0,1344,490,478,0,968,968,0,288,53,2,611,4,0,1,0,0,1,1,1,3,1,0,2,968
78,"PRIMARY SCHOOL",383,332,1,716,298,283,0,581,581,0,244,25,2,293,5,0,0,0,0,0,3,1,0,0,1,7,581
79,"PRIMARY SCHOOL",436,396,1,833,323,304,0,627,627,0,406,1,2,213,0,0,0,0,0,0,1,0,1,2,0,1,627
80,"PRIMARY SCHOOL",251,232,0,483,184,186,0,370,347,0,70,22,0,266,4,1,0,0,0,0,0,1,3,0,1,2,370
81,"PRIMARY SCHOOL",446,407,0,853,359,387,0,746,744,0,564,93,2,72,0,0,0,0,0,0,1,0,4,2,4,4,746
82,"PRIMARY SCHOOL",203,187,0,390,145,135,0,280,280,0,28,8,1,234,2,0,0,0,0,0,5,0,2,0,0,0,280
83,"PRIMARY SCHOOL",308,278,0,586,265,246,0,511,511,0,316,88,1,95,1,0,2,0,0,2,1,0,2,1,1,1,511
84,"PRIMARY SCHOOL",433,347,0,780,337,285,0,622,622,0,399,20,6,184,2,0,1,0,0,0,1,2,0,0,0,7,622
85,"PRIMARY SCHOOL",520,438,0,958,443,344,0,787,785,0,679,21,0,72,1,1,1,0,0,0,0,0,2,0,3,7,787
86,"PRIMARY SCHOOL",600,548,0,1148,544,455,0,999,998,0,830,98,1,64,0,0,0,0,0,1,0,0,1,0,1,3,999
87,"PRIMARY SCHOOL",648,610,0,1258,480,456,0,936,936,0,352,49,6,503,2,0,1,1,1,1,3,1,4,1,2,9,936
88,"KANYA PATHSHALA",317,299,0,616,265,228,0,493,471,0,445,13,18,5,1,0,0,0,0,0,0,1,0,0,2,8,493
89,"PRIMARY SCHOOL",220,207,0,427,211,194,0,405,405,0,361,2,0,11,0,0,0,1,25,0,0,0,2,0,1,2,405
90,"PRIMARY SCHOOL",278,250,0,528,235,206,0,441,439,0,403,1,4,32,0,1,0,0,0,0,0,0,0,0,0,0,441
91,"PRIMARY SCHOOL",626,516,0,1142,473,372,0,845,800,0,392,128,0,312,2,1,0,0,2,3,0,1,0,0,1,3,845
92,"PRIMARY SCHOOL",547,499,0,1046,352,359,0,711,711,0,424,45,3,220,2,0,1,1,1,1,0,1,1,1,2,8,711
93,"PRIMARY SCHOOL",218,210,0,428,137,180,0,317,313,0,89,34,1,181,1,0,1,1,2,0,0,0,2,1,2,2,317
94,"PRIMARY SCHOOL",282,259,0,541,187,173,0,360,360,0,257,1,1,96,1,0,0,0,0,0,0,0,1,2,0,1,360
95,"PRIMARY SCHOOL",504,443,0,947,380,365,0,745,740,0,579,14,1,125,2,0,0,0,0,1,1,0,1,1,4,16,745
96,"PRIMARY SCHOOL",521,468,0,989,291,352,0,643,643,0,307,11,3,312,0,0,0,0,0,0,1,0,2,2,1,4,643
97,"PRIMARY SCHOOL",161,147,0,308,144,135,0,279,277,0,244,1,0,31,0,0,0,0,0,1,1,0,0,0,0,1,279
98,"PRIMARY SCHOOL",282,245,0,527,240,166,0,406,406,0,265,59,1,79,0,0,0,0,0,0,0,0,0,0,1,1,406
99,"PRIMARY SCHOOL",503,418,0,921,395,297,0,692,688,0,346,91,3,241,2,1,0,0,0,1,0,0,1,0,2,4,692
100,"PRIMARY SCHOOL",586,535,0,1121,347,376,0,723,719,0,58,52,3,599,6,1,0,0,0,0,0,0,1,0,0,3,723
101,"PRIMARY SCHOOL",179,156,0,335,129,123,0,252,251,0,186,6,0,55,1,0,0,0,0,0,0,1,0,0,0,3,252
102,"PRIMARY SCHOOL",558,478,0,1036,421,382,0,803,803,0,342,133,3,289,3,2,0,1,1,7,2,2,4,1,2,11,803
103,"PRIMARY SCHOOL",248,215,0,463,242,191,0,433,432,0,395,1,0,33,1,0,0,0,0,0,1,0,0,0,1,1,433
104,"SURAJWATI BAL NIKETAN JUNIOR HIGH SCHOOL",191,171,0,362,151,129,0,280,277,0,194,1,0,84,0,0,0,0,0,0,0,0,0,1,0,0,280
105,"PRIMARY SCHOOL",650,539,0,1189,480,400,0,880,879,0,734,79,3,53,0,0,1,0,0,1,0,0,0,0,1,8,880
106,"JUNIOR HIGH SCHOOL",731,668,0,1399,557,502,0,1059,1059,0,668,362,13,7,0,0,0,0,0,0,2,1,1,1,3,1,1059
107,"PRIMARY SCHOOL",489,443,0,932,444,358,0,802,802,0,763,2,0,19,0,0,0,0,0,0,1,3,1,1,2,10,802
108,"JUNIOR HIGH SCHOOL, ROOM 1",602,500,0,1102,409,375,0,784,784,0,422,340,3,3,3,0,0,0,1,0,1,0,0,1,5,5,784
109,"INTER COLLEGE, ROOM 1",420,380,0,800,282,254,0,536,536,0,351,21,1,154,2,1,0,1,0,0,1,0,1,0,1,2,536
110,"INTER COLLEGE, ROOM 3",413,350,0,763,265,245,0,510,509,0,226,100,3,163,3,0,1,0,0,1,1,0,2,1,0,9,510
111,"INTER COLLEGE, ROOM 2",649,576,0,1225,393,364,0,757,730,0,441,89,3,216,2,0,0,0,0,0,1,1,0,0,2,2,757
112,"PRIMARY SCHOOL",214,200,0,414,171,193,0,364,364,0,1,6,0,355,2,0,0,0,0,0,0,0,0,0,0,0,364
113,"PRIMARY SCHOOL",736,603,0,1339,502,460,0,962,962,0,430,19,3,488,2,0,1,2,0,0,1,3,4,0,1,8,962
114,"JUNIOR HIGH SCHOOL, ROOM 1",454,370,0,824,286,264,0,550,534,0,334,61,1,147,1,0,0,0,0,0,0,1,0,2,1,2,550
115,"JUNIOR HIGH SCHOOL, ROOM 2",441,378,0,819,358,275,0,633,633,0,397,166,1,61,1,0,0,0,0,0,0,1,1,1,1,3,633
116,"PRIMARY SCHOOL",266,248,0,514,206,200,0,406,406,0,246,0,1,153,0,1,0,0,0,0,0,1,1,0,0,3,406
117,"PRIMARY SCHOOL, ROOM 1",579,534,0,1113,426,382,0,808,808,0,482,82,6,215,1,1,2,2,1,0,0,1,2,2,3,8,808
118,"PRIMARY SCHOOL, ROOM 2",291,235,0,526,202,184,0,386,384,0,226,39,0,95,2,0,0,0,0,1,0,1,1,1,9,11,386
119,"PRIMARY SCHOOL",647,548,0,1195,413,397,0,810,807,0,417,152,18,199,0,0,0,2,0,0,0,2,6,4,1,9,810
120,"PRIMARY SCHOOL",268,239,0,507,209,193,0,402,402,0,351,0,0,39,0,0,0,0,1,1,1,0,1,0,2,6,402
121,"PRIMARY SCHOOL",287,258,0,545,253,231,0,484,484,0,474,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484
122,"PRIMARY SCHOOL",559,468,0,1027,350,363,0,713,713,0,100,164,6,431,1,0,0,2,2,0,0,0,1,2,2,2,713
123,"PRIMARY SCHOOL",670,585,0,1255,524,431,0,955,955,0,548,150,8,220,3,1,1,0,1,2,4,2,5,2,2,6,955
124,"PRIMARY SCHOOL, ROOM 1",422,371,0,793,316,296,0,612,612,0,281,76,7,242,0,0,0,0,0,1,0,0,1,0,1,3,612
125,"PRIMARY SCHOOL, ROOM 2",439,362,0,801,356,286,0,642,642,0,290,15,3,325,1,0,0,0,0,0,0,0,1,1,0,6,642
126,"PRIMARY SCHOOL",329,319,0,648,292,280,0,572,572,0,452,2,0,102,4,0,0,1,0,0,1,1,0,0,2,7,572
127,"PRIMARY SCHOOL",494,476,0,970,416,388,0,804,804,0,162,28,3,589,6,1,1,0,0,0,0,2,4,2,1,5,804
128,"PRIMARY SCHOOL",660,548,0,1208,530,475,0,1005,1005,0,39,4,6,948,1,1,0,0,1,0,0,0,2,0,0,3,1005
129,"PRIMARY SCHOOL",510,454,0,964,397,360,0,757,756,0,342,29,0,374,3,0,2,0,0,0,1,2,2,0,1,1,757
130,"PRIMARY SCHOOL",873,703,1,1577,788,563,0,1351,1350,0,13,11,6,1284,13,2,2,2,0,1,0,2,6,0,1,8,1351
131,"JUNIOR HIGH SCHOOL, ROOM 1",446,417,0,863,308,299,0,607,607,0,14,20,1,556,1,0,0,2,1,0,0,0,6,1,1,4,607
132,"JUNIOR HIGH SCHOOL, ROOM 2",449,429,0,878,303,314,0,617,617,0,53,9,0,550,1,0,0,1,0,0,2,0,1,0,0,0,617
133,"PRIMARY SCHOOL, ROOM 2",529,478,0,1007,349,334,0,683,640,0,533,13,0,122,2,0,0,0,0,0,0,1,1,0,2,9,683
134,"PRIMARY SCHOOL, ROOM 1",658,547,0,1205,429,428,0,857,607,0,16,38,1,795,2,0,0,2,0,2,0,0,0,0,0,1,857
135,"PRIMARY SCHOOL, ROOM 2",632,495,0,1127,448,384,0,832,832,0,161,38,2,620,2,2,0,0,0,0,0,0,4,0,1,2,832
136,"PANCHAYAT GHAR",438,441,0,879,389,382,0,771,771,0,577,1,0,175,1,1,0,0,1,0,1,1,4,0,1,8,771
137,"JUNIOR UCHTAR MADHYMIK VIDALYA",274,269,0,543,265,242,0,507,505,0,506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,507
138,"PRIMARY SCHOOL",559,474,1,1034,476,418,0,894,894,0,853,1,1,31,2,0,0,0,0,0,0,0,2,0,0,4,894
139,"PRIMARY SCHOOL",778,634,0,1412,603,498,0,1101,1099,0,624,266,3,191,4,0,0,0,0,0,2,0,1,0,3,7,1101
140,"PRIMARY SCHOOL",741,617,0,1358,583,541,0,1124,1124,0,466,599,3,48,0,1,1,0,0,0,0,0,0,0,0,6,1124
141,"PRIMARY SCHOOL",172,169,0,341,146,141,0,287,286,0,239,2,38,7,0,0,0,0,0,0,0,0,0,1,0,0,287
142,"PRIMARY SCHOOL",748,634,0,1382,659,556,0,1215,1214,0,1050,4,0,143,1,3,0,0,2,0,1,0,1,3,2,5,1215
143,"PRIMARY SCHOOL",163,132,0,295,136,116,0,252,243,0,100,0,0,148,1,0,1,0,0,0,0,0,0,0,1,1,252
144,"PRIMARY SCHOOL",783,695,0,1478,485,468,0,953,953,0,462,33,5,428,3,1,0,2,0,2,9,0,1,2,1,4,953
145,"PRIMARY SCHOOL",338,308,0,646,191,185,0,376,374,0,195,9,3,163,0,1,0,0,0,0,1,0,0,0,1,3,376
146,"PRIMARY SCHOOL",580,489,1,1070,423,369,0,792,789,0,357,95,5,320,3,0,0,0,1,1,0,1,3,0,3,3,792
147,"PRIMARY SCHOOL",679,619,0,1298,556,507,0,1063,1063,0,920,74,4,61,0,0,0,0,0,0,2,0,0,0,1,1,1063
148,"PRIMARY SCHOOL",456,386,0,842,385,321,0,706,696,0,663,7,1,12,1,0,0,0,0,0,1,0,0,0,4,17,706
149,"PRIMARY SCHOOL",129,122,0,251,118,114,0,232,214,0,203,0,0,26,0,1,0,0,0,0,1,0,0,0,1,0,232
150,"PRIMARY SCHOOL",302,285,0,587,292,257,0,549,542,0,511,27,1,1,0,1,0,0,0,0,0,0,0,0,3,5,549
151,"PRIMARY SCHOOL",417,377,0,794,305,295,0,600,600,0,381,9,3,200,0,0,0,1,0,1,0,1,1,0,0,3,600
152,"PRIMARY SCHOOL",534,468,0,1002,386,379,0,765,765,0,7,20,3,715,6,0,0,0,0,0,2,1,7,0,1,3,765
153,"PRIMARY SCHOOL, ROOM 1",745,652,0,1397,499,400,0,899,899,0,352,30,1,488,1,0,0,10,0,0,2,0,2,1,1,11,899
154,"PRIMARY SCHOOL, ROOM 2",599,547,0,1146,375,330,0,705,704,0,92,52,3,542,3,1,1,2,0,0,0,0,3,1,3,2,705
155,"PRIMARY SCHOOL, ROOM 3",624,522,0,1146,401,334,0,735,735,0,13,32,1,662,4,2,0,4,0,1,1,1,5,1,1,7,735
156,"PRIMARY SCHOOL, ROOM 4",481,429,0,910,271,252,0,523,521,0,79,28,5,401,2,0,0,4,0,0,1,0,0,0,1,2,523
157,"MADARSA BABUL ILM SHAHFARID ROOM 1",415,363,1,779,162,162,0,324,324,0,11,39,1,254,0,0,1,0,0,0,18,0,0,0,0,0,324
158,"MADARSA BABUL ILM SHAHFARID ROOM 2",387,378,0,765,171,211,0,382,382,0,11,34,3,319,1,0,0,0,0,0,11,2,0,0,0,1,382
159,"FATMA GIRLS SCHOOL, BADI IMLI ROOM 1",445,409,0,854,146,136,0,282,282,0,20,58,3,187,0,0,0,0,0,0,13,0,0,0,0,1,282
160,"FATMA GIRLS SCHOOL, BADI IMLI ROOM 3",512,455,0,967,150,143,0,293,276,0,10,73,1,189,1,0,0,0,0,0,17,0,1,0,0,1,293
161,"FATMA GIRLS SCHOOL, BADI IMLI ROOM 2",628,623,0,1251,268,311,0,579,574,0,21,96,7,421,1,0,1,0,0,0,24,1,1,1,1,4,579
162,"KANYA JUNIOR HIGH SCHOOL ROOM 1",487,428,0,915,286,233,0,519,511,0,37,30,35,385,0,0,0,0,0,0,30,0,1,0,0,1,519
163,"KANYA JUNIOR HIGH SCHOOL ROOM 2",716,653,0,1369,337,277,0,614,614,0,17,55,25,485,0,0,0,1,0,0,30,0,0,0,1,0,614
164,"PRATHMIK VIDALYA GULA TALAB NAUGAWAN SADAT",679,583,0,1262,548,413,0,961,961,0,78,20,14,816,0,0,0,0,0,0,29,0,1,0,1,2,961
165,"S.A.M INTER COLLEGE, ROOM 1",606,527,0,1133,291,249,0,540,494,0,31,8,4,474,2,0,0,0,1,0,15,0,0,0,0,5,540
166,"S.A.M INTER COLLEGE, ROOM 2",570,444,0,1014,332,236,0,568,545,0,19,186,2,344,4,1,3,0,0,1,1,1,1,2,2,1,568
167,"S.A.M INTER COLLEGE, ROOM 6",554,457,0,1011,306,258,0,564,564,0,19,128,5,397,4,0,1,0,0,0,3,2,4,0,0,1,564
168,"S.A.M INTER COLLEGE, ROOM 3",620,502,0,1122,344,290,0,634,600,0,17,41,4,564,1,0,0,0,0,1,4,1,1,0,0,0,634
169,"S.A.M INTER COLLEGE, ROOM 5",640,518,1,1159,390,322,0,712,712,0,74,274,2,343,2,1,0,0,0,0,8,0,0,2,2,4,712
170,"S.A.M INTER COLLEGE, ROOM 4",571,511,0,1082,272,232,0,504,504,0,25,74,1,385,0,1,0,1,0,1,10,0,4,0,0,2,504
171,"ANSAR ULOOM PRIMARY SCHOOL, ROOM 1",404,367,0,771,302,204,0,506,500,0,24,14,7,457,1,0,0,1,0,0,0,0,0,0,1,1,506
172,"ANSAR ULOOM PRIMARY SCHOOL, ROOM 3",474,400,1,875,340,252,0,592,592,0,7,14,2,551,1,1,0,13,1,0,0,0,0,0,0,2,592
173,"ANSAR ULOOM PRIMARY SCHOOL, ROOM 2",798,705,1,1504,544,454,0,998,996,0,10,46,9,904,5,1,4,7,0,0,1,0,1,2,0,8,998
174,"FARIDI MEMORIAL INTER COLLEGE, ROOM 1",727,626,0,1353,509,367,0,876,871,0,3,38,10,783,3,0,1,24,1,0,0,1,2,3,2,5,876
175,"FARIDI MEMORIAL INTER COLLEGE, ROOM 2",437,371,0,808,273,189,0,462,462,0,0,16,5,410,1,0,0,26,0,1,2,0,0,0,0,1,462
176,"FARIDI MEMORIAL INTER COLLEGE, ROOM 5",433,415,0,848,291,240,0,531,531,0,3,13,7,490,2,0,0,13,0,0,0,0,0,0,0,3,531
177,"FARIDI MEMORIAL INTER COLLEGE, ROOM 3",424,352,0,776,325,193,0,518,518,0,1,22,3,483,0,0,0,3,0,1,1,0,1,2,0,1,518
178,"FARIDI MEMORIAL INTER COLLEGE, ROOM 4",526,448,0,974,365,282,0,647,645,0,7,75,1,545,2,0,0,13,0,0,0,1,2,0,0,1,647
