"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
17,"DAYANAND VIDHYA MANDIR HIGHSCHOOL MOTINAGAR ROOM NO.1",771,682,0,1453,444,357,0,801,799,0,25,36,573,125,22,0,0,1,1,0,0,0,1,1,1,1,2,1,0,1,0,0,1,1,0,1,0,0,1,6,801
18,"DAYANAND VIDHYA MANDIR HIGHSCHOOL MOTINAGAR ROOM NO.2",783,711,0,1494,443,374,0,817,817,0,34,17,605,114,30,0,0,0,0,0,0,1,0,0,4,0,1,0,2,0,0,0,1,0,1,1,0,0,1,5,817
19,"DAYANAND VIDHYA MANDIR HIGHSCHOOL MOTINAGAR ROOM NO.3",488,412,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"DAYANAND VIDHYA MANDIR HIGHSCHOOL MOTINAGAR ROOM NO.4",499,364,0,863,278,206,0,484,459,0,16,17,368,67,5,0,0,0,1,0,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,484
21,"MAHARAJA AGARSEN INTER COLLEGE MOTINAGAR ROOM NO.1",706,659,1,1366,361,301,0,662,662,0,48,16,483,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,662
22,"MAHARAJA AGARSEN INTER COLLEGE MOTINAGAR ROOM NO.2",531,500,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"MAHARAJA AGARSEN INTER COLLEGE MOTINAGAR ROOM NO.3",571,497,0,1068,296,239,0,535,330,0,54,19,360,68,16,0,2,1,0,1,0,0,0,1,1,2,2,0,2,2,0,0,1,0,0,0,0,0,0,3,535
24,"MAHARAJA AGARSEN INTER COLLEGE MOTINAGAR ROOM NO.4",657,525,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MAHARAJA AGARSEN INTER COLLEGE MOTINAGAR ROOM NO.6",476,427,0,903,248,208,0,456,436,0,19,30,335,37,18,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,1,1,0,0,0,1,4,456
26,"MAHARAJA AGARSEN INTER COLLEGE MOTINAGAR ROOM NO.5",709,577,0,1286,351,261,0,612,507,0,10,22,488,58,22,1,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,612
27,"GAYAPRASAD DHRAMSHALA MUNNELAL DHARMSHALA ROAD ROOM NO .1",727,598,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"GAYAPRASAD DHRAMSHALA MUNNELAL DHARMSHALA ROAD ROOM NO .2",771,536,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"SRI GURUNANAK GIRLS DIGREE COLLEGE CHARBAGH ROOM NO.1",666,485,0,1151,169,126,0,295,269,0,9,10,208,50,14,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
30,"SRI GURUNANAK GIRLS DIGREE COLLEGE CHARBAGH ROOM NO.2",687,549,0,1236,395,272,0,667,618,0,23,22,389,155,16,2,2,2,2,2,2,2,3,2,5,3,3,3,2,2,1,1,2,2,1,3,1,3,3,8,667
31,"SRI GURUNANAK GIRLS DIGREE COLLEGE CHARBAGH ROOM NO.3",728,597,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SRI GURUNANAK GIRLS DIGREE COLLEGE CHARBAGH ROOM NO.4",485,346,0,831,131,97,0,228,217,0,6,13,144,54,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,2,228
33,"SRI GURUNANAK GIRLS DIGREE COLLEGE CHARBAGH ROOM NO.5",903,671,1,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"BLOOMING  FLOWERS HIGHSCHOOL BLUNTSQUAWAR ROOM NO.1",792,674,0,1466,458,268,0,726,330,0,40,65,225,370,15,0,0,1,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,2,726
35,"BLOOMING  FLOWERS HIGHSCHOOL BLUNTSQUAR ROOM NO.1",626,548,0,1174,371,297,0,668,273,0,30,17,319,277,14,0,0,2,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,2,668
36,"SUBHAS VIDHYA MANDIR SCHOOL MAWAIYA ROOM NO.1",772,710,0,1482,418,342,0,760,745,0,35,25,519,138,19,2,8,0,1,0,1,0,0,1,1,2,0,0,0,0,1,1,1,0,1,1,0,1,1,1,760
37,"SUBHAS VIDHYA MANDIR SCHOOL MAWAIYA ROOM NO.2",662,546,1,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"SUBHAS VIDHYA MANDIR SCHOOL MAWAIYA ROOM NO.3",737,631,0,1368,339,290,0,629,484,0,36,93,317,157,14,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,629
39,"SUBHAS VIDHYA MANDIR SCHOOL MAWAIYA ROOM NO.4",761,645,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"SHISU VIDHYA MANDIR N.E.R.COLONY ROOM NO.1",719,515,0,1234,263,184,0,447,268,0,34,45,219,129,12,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447
41,"SHISU VIDHYA MANDIR N.E.R.COLONY ROOM NO.2",551,373,0,924,211,163,0,374,373,0,14,24,194,120,14,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,374
42,"AZAD BAL VIDHYA MANDIR INTER COLLEGE ARTINAGAR GARHI KANURA ROOM NO.1",830,558,0,1388,333,207,0,540,537,0,59,66,208,171,11,2,0,0,0,1,2,1,0,0,1,1,3,3,0,0,0,0,4,1,1,0,2,2,0,1,540
43,"AZAD BAL VIDHYA MANDIR INTER COLLEGE ARTINAGAR GARHI KANURA ROOM NO.2",498,383,0,881,247,198,0,445,445,0,33,31,165,193,11,2,0,1,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,445
44,"AZAD BAL VIDHYA MANDIR INTER COLLEGE ARTINAGAR GARHI KANURA ROOM NO.3",656,452,1,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"AZAD BAL VIDHYA MANDIR INTER COLLEGE ARTINAGAR GARHI KANURA ROOM NO.4",929,618,0,1547,395,247,0,642,531,0,80,133,238,163,14,0,0,0,1,0,0,2,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,4,642
46,"AZAD BAL VIDHYA MANDIR INTER COLLEGE ARTINAGAR GARHI KANURA ROOM NO.5",577,411,0,988,277,189,0,466,463,0,36,44,167,205,4,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,466
47,"AZAD BAL VIDHYA MANDIR INTER COLLEGE ARTINAGAR GARHI KANURA ROOM NO.6",448,335,0,783,217,132,0,349,346,0,34,45,105,147,6,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3,349
48,"NEW MODAL PUBLIC INTER COLLEGE SHRAMBIHAR NAGAR ROOM NO.1",664,502,0,1166,315,217,0,532,525,0,36,48,252,176,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,532
49,"NEW MODAL PUBLIC INTER COLLEGE SHRAMBIHAR NAGAR ROOM NO.2",807,681,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"ARVIND INTER COLLEGE HARCHANDPUR GARHIKANURA ROOM NO.1",615,430,0,1045,270,179,0,449,348,0,25,30,256,119,6,0,0,0,1,1,0,0,2,2,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,449
51,"ARVIND INTER COLLEGE HARCHANDPUR GARHIKANURA ROOM NO.2",634,485,0,1119,325,235,0,560,387,0,31,57,251,181,11,1,0,0,1,0,2,1,4,3,1,1,2,0,1,0,1,0,1,2,2,0,1,5,0,0,560
52,"ARVIND INTER COLLEGE HARCHANDPUR GARHIKANURA ROOM NO.3",860,635,0,1495,385,284,0,669,669,0,21,50,310,238,6,1,0,1,0,3,0,2,1,4,2,4,3,0,2,0,1,1,1,2,2,4,2,2,1,5,669
53,"ARVIND INTER COLLEGE HARCHANDPUR GARHIKANURA ROOM NO.4",564,494,0,1058,309,241,0,550,450,0,15,65,234,206,6,1,1,0,0,1,0,1,5,0,0,0,1,1,1,0,1,0,3,0,1,2,0,0,0,5,550
54,"ARVIND INTER COLLEGE HARCHANDPUR GARHIKANURA ROOM NO.5",841,678,0,1519,478,332,0,810,806,0,75,68,234,400,8,0,2,1,0,0,1,0,1,0,0,4,2,4,1,1,0,1,2,0,0,0,1,1,0,3,810
55,"ARVIND INTER COLLEGE HARCHANDPUR GARHIKANURA ROOM NO.6",678,602,0,1280,418,288,0,706,696,0,46,62,263,293,10,0,0,0,0,0,0,1,1,4,0,2,2,2,3,5,0,1,3,0,1,1,0,0,2,4,706
56,"INDIAN VIKAS SCHOOL TEZIKHEDA ROOM NO.1",545,458,0,1003,306,243,0,549,541,0,20,29,242,232,15,0,0,1,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,549
57,"INDIAN VIKAS SCHOOL TEZIKHEDA ROOM NO.2",707,585,0,1292,420,317,0,737,702,0,16,45,311,337,20,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,737
58,"NEW PUBLIC INTER COLLEGE DEVPUR ROOM NO.1",773,614,0,1387,446,356,0,802,799,0,19,64,586,99,18,2,0,2,3,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,802
59,"NEW PUBLIC INTER COLLEGE DEVPUR ROOM NO.2",497,405,0,902,314,234,0,548,535,0,35,49,354,93,10,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,548
60,"NEW PUBLIC INTER COLLEGE DEVPUR ROOM NO.3",712,623,0,1335,401,305,0,706,483,0,25,95,351,179,18,2,0,2,1,1,0,1,3,7,2,4,2,1,0,2,0,0,0,2,1,0,1,0,0,6,706
61,"NEW PUBLIC INTER COLLEGE DEVPUR ROOM NO.4",455,383,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"NEW PUBLIC INTER COLLEGE DEVPUR ROOM NO.5",586,449,0,1035,259,171,0,430,361,0,11,51,288,64,6,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,1,1,1,430
63,"NEW PUBLIC INTER COLLEGE DEVPUR ROOM NO.6",630,571,0,1201,330,264,0,594,583,0,26,56,428,61,15,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,594
64,"LUCKNOW MONTESSRY COLLEGE VIKRAMNAGAR ROOM NO.1",812,719,0,1531,455,382,0,837,828,0,28,65,592,111,28,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,837
65,"LUCKNOW MONTESSRY COLLEGE VIKRAMNAGAR ROOM NO.2",949,780,0,1729,269,208,0,477,468,0,12,33,309,104,11,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,477
66,"LUCKNOW MONTESSRY COLLEGE VIKRAMNAGAR ROOM NO.3",592,508,0,1100,355,275,0,630,630,0,41,36,400,121,18,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,6,630
67,"LUCKNOW MONTESSRY COLLEGE VIKRAMNAGAR ROOM NO.4",706,608,0,1314,311,220,0,531,521,0,43,42,299,100,18,3,2,1,0,0,0,1,3,2,0,6,3,1,0,1,0,0,1,0,0,0,1,3,0,1,531
68,"LUCKNOW MONTESSRY COLLEGE VIKRAMNAGAR ROOM NO.5",499,417,1,917,299,205,0,504,494,0,57,59,278,90,7,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2,0,0,0,0,1,3,1,504
69,"LUCKNOW MONTESSRY COLLEGE VIKRAMNAGAR ROOM NO.6",475,398,0,873,303,222,0,525,516,0,48,48,342,63,8,0,0,0,0,3,0,0,0,1,3,1,1,0,0,1,1,1,0,2,0,0,0,1,0,1,525
70,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.1",626,556,0,1182,274,240,0,514,502,0,8,48,253,129,64,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,2,3,514
71,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.2",422,352,0,774,153,123,0,276,272,0,4,30,136,75,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,276
72,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.3",368,323,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.4",722,585,0,1307,279,196,0,475,456,0,17,43,250,123,32,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,475
74,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.5",692,609,0,1301,310,265,0,575,575,0,15,44,316,154,39,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,575
75,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.6",730,591,0,1321,278,194,0,472,466,0,7,41,263,126,28,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,472
76,"CENTRAL SCHOOL R.D.S.O COLONY ROOM NO.7",544,486,1,1031,327,236,0,563,543,0,194,8,201,126,21,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,3,563
77,"PRIMARY SCHOOL KANUSI SECOND ROOM NO.1",738,613,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"PRIMARY SCHOOL KANUSI SECOND ROOM NO.2",613,523,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"SWAMI VIVEKANAD INTER COLLEGE KANAUSI ROOM NO.1",473,399,0,872,293,199,0,492,483,0,22,89,217,139,7,0,1,0,1,1,0,1,2,0,1,3,0,2,1,1,0,0,1,0,0,0,0,1,0,2,492
80,"SWAMI VIVEKANAD INTER COLLEGE KANAUSI ROOM NO.2",508,462,0,970,340,218,0,558,558,0,97,52,248,149,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,558
81,"SWAMI VIVEKANAD INTER COLLEGE KANAUSI ROOM NO.3",733,590,0,1323,386,244,0,630,229,0,100,70,305,121,16,1,0,0,0,0,1,1,1,0,0,1,2,1,0,2,0,0,1,0,0,1,0,0,0,6,630
82,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.1",707,692,0,1399,383,391,0,774,761,0,13,36,632,61,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,774
83,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.2",750,671,0,1421,397,375,0,772,772,0,42,31,546,114,29,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,772
84,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.3",766,673,0,1439,360,278,0,638,638,0,12,21,492,75,29,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,638
85,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.4",749,649,1,1399,382,344,0,726,658,0,10,31,566,79,27,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,726
86,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.5",579,491,1,1071,311,259,0,570,566,0,16,32,440,52,23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,570
87,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.6",740,575,0,1315,333,224,0,557,498,0,29,67,317,112,23,3,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,557
88,"TECNICAL HIGHSCHOOL VIJAYNAGAR  ROOM NO.7",486,374,0,860,257,219,0,476,451,0,8,145,240,51,17,0,1,0,1,5,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,476
89,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.1",770,711,0,1481,439,374,0,813,800,0,10,19,636,117,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,813
90,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.2",679,555,0,1234,301,233,0,534,435,0,8,34,372,93,15,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,1,0,2,1,0,0,0,0,1,1,534
91,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.3",576,528,0,1104,287,224,0,511,495,0,11,18,380,76,18,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,1,0,0,511
92,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.4",329,258,0,587,140,118,0,258,58,0,9,15,172,47,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,1,258
93,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.5",589,501,0,1090,313,255,0,568,528,0,30,31,407,72,15,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,568
94,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.6",831,761,0,1592,445,378,0,823,823,0,34,26,647,92,17,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,823
95,"MAHANAGAR PUBLIC INTER COLLEGE KRISHNANAGAR ROOM NO.7",794,675,0,1469,445,349,0,794,332,0,41,25,583,94,36,0,0,1,0,3,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,3,794
96,"SANRAVAGEER VIKAS INTER COLLEGE BHOLAKHEDA ROOM NO.1",733,655,0,1388,464,399,0,863,322,0,22,45,638,118,30,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,863
97,"SANRAVAGEER VIKAS INTER COLLEGE BHOLAKHEDA ROOM NO.2",722,587,0,1309,447,326,0,773,754,0,40,84,514,101,14,1,0,0,0,0,0,0,0,1,0,0,3,3,3,0,0,1,1,3,0,0,0,0,0,4,773
98,"SANRAVAGEER VIKAS INTER COLLEGE BHOLAKHEDA ROOM NO.3",666,565,2,1233,383,313,0,696,570,0,42,42,490,94,10,1,0,0,0,0,1,0,0,1,1,1,3,0,1,0,0,1,0,1,2,0,1,0,1,3,696
99,"SANRAVAGEER VIKAS INTER COLLEGE BHOLAKHEDA ROOM NO.4",772,682,0,1454,356,315,0,671,648,0,25,79,442,83,24,1,0,0,1,0,1,0,0,1,0,1,1,1,4,1,0,0,0,1,0,0,0,1,0,4,671
100,"SANRAVAGEER VIKAS INTER COLLEGE BHOLAKHEDA ROOM NO.5",396,315,0,711,193,142,0,335,288,0,27,13,224,49,12,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,5,335
101,"SANRAVAGEER VIKAS INTER COLLEGE BHOLAKHEDA ROOM NO.6",750,643,0,1393,411,350,0,761,748,0,42,39,542,103,15,2,1,0,1,2,0,2,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,5,761
