"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
225,"KARYALAYA UPNIDESHAK SAMAJ KALYAN ROOM NO. 6",572,500,0,1072,324,238,0,562,500,0,18,1,182,343,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,562
226,"QUEENS INTER COLLEGE ROOM NO. 1",411,395,0,806,238,194,0,432,432,0,1,13,289,115,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,432
227,"QUEENS INTER COLLEGE ROOM NO. 2",384,346,0,730,245,216,0,461,446,0,34,4,213,188,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,461
228,"QUEENS INTER COLLEGE ROOM NO. 3",767,703,0,1470,417,326,0,743,525,0,21,18,451,210,38,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,743
229,"QUEENS INTER COLLEGE ROOM NO. 4",657,548,0,1205,375,304,0,679,610,0,25,15,305,301,20,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,679
230,"NAGAR MAHAPALIKA KARYALAYA ROOM NO. 1",729,523,0,1252,309,206,0,515,505,0,27,41,305,120,11,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,515
231,"NAGAR MAHAPALIKA KARYALAYA ROOM NO. 2",329,247,0,576,139,91,0,230,230,0,21,8,107,88,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230
232,"NAGAR MAHAPALIKA KARYALAYA ROOM NO. 3",792,545,0,1337,371,239,0,610,532,0,55,14,351,172,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,610
233,"NAGAR MAHAPALIKA KARYALAYA ROOM NO. 4",520,461,0,981,254,226,0,480,464,0,16,37,280,127,12,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,480
234,"AMIRUDDAULA ISLAMIYA COLLEGE ROOM NO. 1",577,487,0,1064,253,215,0,468,404,0,20,9,117,291,25,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,468
235,"AMIRUDDAULA ISLAMIYA COLLEGE ROOM NO. 2",345,305,0,650,136,127,0,263,258,0,12,7,117,104,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,263
236,"AMIRUDDAULA ISLAMIYA COLLEGE ROOM NO. 3",796,669,0,1465,450,354,0,804,799,0,28,47,356,345,15,1,2,0,0,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2,804
237,"AMIRUDDAULA ISLAMIYA COLLEGE ROOM NO.4",752,731,0,1483,439,367,0,806,749,0,38,17,368,357,13,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,3,806
238,"AMIRUDDAULA ISLAMIYA COLLEGE ROOM NO. 5",477,412,0,889,245,207,0,452,424,0,17,22,246,148,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,452
239,"AMIRUDDAULA ISLAMIYA COLLEGE ROOM NO. 6",473,429,0,902,296,225,0,521,496,0,11,13,232,249,11,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,521
240,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-01",510,440,0,950,221,201,0,422,392,0,19,5,42,344,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422
241,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-02",450,371,0,821,209,154,0,363,363,0,14,13,110,212,8,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,363
242,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-03",739,628,0,1367,316,203,0,519,519,0,25,22,178,275,4,0,1,1,0,0,0,0,0,0,0,0,1,0,2,4,1,0,3,0,1,0,0,0,0,1,519
243,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-04",475,419,0,894,249,181,0,430,430,0,58,10,85,265,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,430
244,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-05",438,353,0,791,210,140,0,350,344,0,27,1,43,267,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
245,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-06",717,646,0,1363,323,249,0,572,546,0,25,8,182,328,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,572
246,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-07",677,665,0,1342,311,225,0,536,452,0,16,2,150,355,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,536
247,"EMMA THOMPSON SCHOOL LALBAGH ROOM NO-08",334,313,0,647,187,115,0,302,297,0,3,3,98,189,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,302
248,"LUCKNOW MONT.INTER COLLEGE ROOM NO-01",238,233,0,471,103,67,0,170,166,0,10,1,52,92,7,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,170
249,"LUCKNOW MONT.INTER COLLEGE ROOM NO-02",660,535,0,1195,362,284,0,646,646,0,27,44,295,236,29,0,0,0,1,0,1,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,646
250,"LUCKNOW MONT.INTER COLLEGE ROOM NO-03",563,504,0,1067,280,257,0,537,522,0,23,28,313,140,17,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,1,1,0,0,0,0,7,537
251,"LUCKNOW MONT.INTER COLLEGE ROOM NO-04",639,603,0,1242,337,348,0,685,602,0,89,26,208,328,13,0,0,0,1,0,0,1,1,1,1,5,1,1,0,0,0,0,0,3,1,1,0,0,1,3,685
252,"LUCKNOW MONT.INTER COLLEGE ROOM NO-05",820,697,1,1518,494,377,0,871,728,0,72,56,334,356,20,0,2,1,1,1,3,0,6,4,1,4,0,1,0,1,0,0,0,0,0,0,2,0,1,5,871
253,"LUCKNOW MONT.INTER COLLEGE ROOM NO-06",637,506,0,1143,352,259,0,611,611,0,55,43,250,213,33,1,0,0,3,0,0,2,3,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,611
254,"LUCKNOW MONT.INTER COLLEGE ROOM NO-07",766,638,0,1404,411,280,0,691,680,0,49,36,362,206,26,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,4,691
255,"LAMARTINIERE COLLEGE ROOM NO-01",981,745,0,1726,447,423,0,870,861,0,141,155,211,311,28,1,4,1,0,1,0,1,1,0,0,3,2,0,3,1,0,0,0,1,0,0,0,0,1,4,870
256,"LAMARTINIERE COLLEGE ROOM NO-02",795,639,0,1434,350,242,0,592,525,0,74,91,195,184,23,2,0,0,1,0,1,0,0,2,0,0,3,0,3,2,1,0,1,1,0,0,1,1,0,6,592
257,"AWADH GIRLS DEGREE ROOM NO-01",610,499,0,1109,364,200,0,564,459,0,135,41,216,157,8,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,564
258,"AWADH GIRLS DEGREE ROOM NO-02",513,417,0,930,299,213,0,512,508,0,59,16,134,282,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,512
259,"AWADH GIRLS DEGREE ROOM NO-03",552,429,0,981,299,210,0,509,509,0,70,73,181,162,14,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,1,509
260,"PRATHMIK VIDHALAYA ZIAMAU ROOM NO-01",780,612,0,1392,421,339,0,760,648,0,114,36,450,75,27,2,2,3,4,2,2,2,2,2,2,2,4,2,1,2,1,2,1,1,1,1,1,1,3,12,760
261,"PRATHMIK VIDHALAYA ZIAMAU ROOM NO-02",754,568,0,1322,435,254,0,689,689,0,300,15,270,56,24,1,0,1,0,0,1,1,0,0,0,1,6,0,1,1,0,0,3,1,0,0,0,2,3,2,689
262,"PRATHMIK VIDHALAYA ZIAMAU ROOM NO-03",574,494,0,1068,326,237,0,563,563,0,214,49,237,40,13,0,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,563
263,"KARYALAY PRAMUKH ABHIYANTA LOK NIRMAN VIBHAG ROOM NO-01",611,499,0,1110,290,222,0,512,490,0,35,37,228,180,18,0,0,0,1,0,0,0,0,1,1,1,2,0,1,1,0,0,1,1,0,0,0,0,2,2,512
264,"KARYALAYA PRAMUKH ABHIYANTA LOK NIRMAN VIBHAG ROOM NO-02",516,454,0,970,249,188,0,437,437,0,50,23,216,118,11,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,11,437
265,"KARYALAY PRAMUKH ABHIYANTA LOK NIRMAN VIBHAG ROOM NO-03",696,573,0,1269,344,300,0,644,638,0,22,29,431,110,30,0,0,0,1,0,0,0,2,0,0,2,0,2,0,1,0,0,0,0,0,1,0,2,0,11,644
266,"RAJKIYA BALIKA  INTER COLLEGE ROOM NO-01",653,584,0,1237,423,343,0,766,745,0,63,45,472,135,22,0,0,0,0,0,1,0,0,3,7,3,1,1,2,1,0,0,0,1,0,0,1,3,1,4,766
267,"RAJKIYA BALIKA VIDHALAYA INTER COLLEGE ROOM NO-03",649,641,0,1290,262,249,0,511,511,0,26,5,320,146,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
268,"RAJKIYA BALIKA VIDHALAYA INTER COLLEGE ROOM NO-03",449,428,0,877,254,207,0,461,273,0,21,11,295,115,13,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,461
269,"PRATHMIK BALAK VIDHALAYA BESIC SHIKSHA PARISAD ROOM NO-01",517,505,0,1022,306,266,0,572,573,0,31,19,318,173,21,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,572
270,"PRATHMIK BALAK VIDHALAYA BESIC SHIKSHA PARISAD ROOM NO-02",529,490,0,1019,336,273,0,609,451,0,47,24,404,93,19,0,0,0,0,1,0,1,1,2,2,1,1,0,0,0,0,1,1,0,3,1,1,1,0,5,609
271,"PRATHMIK BALAK VIDHALAYA BESIC SHIKSHA PARISAD ROOM NO-03",669,623,0,1292,580,382,0,962,308,0,150,24,626,115,36,0,0,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,962
272,"BUTLER PALACE COLONY CLUB HALL NO-01",913,749,0,1662,574,315,0,889,881,0,41,69,614,117,31,1,0,1,0,1,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,889
273,"BUTLER PALACE COLONY CLUB HALL NO-02",742,624,0,1366,353,318,0,671,656,0,20,26,473,121,21,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,671
274,"BUTLER PALACE COLONY CLUB HALL NO-03",870,730,0,1600,483,363,0,846,846,0,64,58,442,238,26,0,0,1,0,0,2,1,0,1,0,1,2,0,1,0,0,0,1,0,1,0,1,0,2,4,846
275,"BUTLER PALACE COLONY CLUB HALL NO-04",814,660,0,1474,574,254,0,828,825,0,55,64,382,261,56,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,828
276,"RED HILL SCHOOL ROOM NO-01",592,522,0,1114,330,271,0,601,599,0,17,17,366,148,39,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,601
277,"RED HILL SCHOOL ROOM NO-02",693,585,0,1278,409,340,0,749,725,0,27,36,425,182,63,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,749
278,"RED HILL SCHOOL ROOM NO-03",872,716,0,1588,460,367,0,827,817,0,29,81,443,209,54,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,3,827
279,"RED HILL SCHOOL ROOM NO-04",700,554,0,1254,308,260,0,568,568,0,36,28,344,120,29,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,568
280,"RED HILL SCHOOL ROOM NO-05",781,682,0,1463,407,330,0,737,717,0,33,48,418,189,29,0,1,0,1,1,1,2,1,1,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,5,737
281,"RED HILL SCHOOL ROOM NO-06",223,167,0,390,117,77,0,194,173,0,11,19,98,55,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,194
282,"RED HILL SCHOOL ROOM NO-07",917,693,0,1610,495,356,0,851,825,0,81,76,393,258,30,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,0,1,0,1,3,851
283,"RED HILL SCHOOL ROOM NO-08",544,443,0,987,307,231,0,538,515,0,29,32,311,138,18,0,0,1,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,538
284,"RED HILL SCHOOL ROOM NO-09",583,449,0,1032,252,187,0,439,390,0,26,38,243,111,13,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,439
285,"BASANT BIHAR PRATHMIK SCHOOL ROOM NO-01",622,475,0,1097,400,248,0,648,645,0,30,35,298,195,46,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,3,648
286,"BASANT BIHAR PRATHMIK SCHOOL ROOM NO-02",377,316,0,693,198,155,0,353,353,0,14,16,217,84,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,353
287,"BASANT BIHAR PRATHMIK SCHOOL ROOM NO-03",802,627,0,1429,441,320,0,761,732,0,29,81,344,254,35,0,0,0,1,0,1,0,2,1,0,6,1,1,0,0,0,0,0,0,0,0,0,2,0,3,761
288,"BASANT BIHAR PRATHMIK SCHOOL ROOM NO-04",940,660,0,1600,445,296,0,741,712,0,59,91,333,188,36,1,0,0,1,0,1,0,1,1,0,11,1,1,2,2,0,0,2,1,1,0,1,0,1,6,741
289,"NATIONAL INTER COLLEGE ROOM NO-01",630,502,0,1132,337,275,0,612,612,0,34,45,222,265,35,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,2,612
290,"NATIONAL INTER COLLEGE ROOM NO-02",596,537,0,1133,305,341,0,646,633,0,33,18,396,164,21,2,0,0,0,0,0,0,1,0,0,1,1,3,2,0,1,0,1,0,0,0,0,0,0,2,646
291,"VISHUN NARAYAN INTER COLLEGE ROOM NO-01",479,435,0,914,255,211,0,466,466,0,15,19,288,129,6,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,466
292,"VISHUN NARAYAN INTER COLLEGE ROOM NO-02",364,314,0,678,203,164,0,367,358,0,8,23,266,52,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,367
293,"VISHUN NARAYAN INTER COLLEGE ROOM NO-03",600,543,0,1143,306,229,0,535,535,0,6,13,355,139,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,535
294,"VISHUN NARAYAN INTER COLLEGE ROOM NO-04",639,571,0,1210,308,291,0,599,591,0,19,13,339,194,18,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,599
295,"VISHUN NARAYAN INTER COLLEGE ROOM NO-05",682,593,0,1275,418,353,0,771,741,0,25,18,530,154,22,0,1,0,0,0,0,0,1,1,0,1,1,2,1,1,2,1,0,0,1,0,0,0,0,9,771
296,"PRATHMIK PATHSALA JUGAOULI ROOM NO-01",689,544,0,1233,435,357,0,792,743,0,78,47,568,61,16,0,0,1,0,0,0,0,0,2,1,5,1,0,1,0,0,0,1,0,2,1,0,1,0,6,792
297,"PRATHMIK PATHSALA JUGAOULI ROOM NO-02",734,622,0,1356,443,349,0,792,682,0,78,47,568,61,16,0,0,1,0,0,0,0,0,2,1,5,1,0,1,0,0,0,1,0,2,1,0,1,0,6,792
298,"PRATHMIK PATHSALA JUGAOULI ROOM NO-03",860,730,0,1590,497,408,0,905,905,0,52,52,658,94,39,1,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,905
299,"PRATHMIK PATHSALA JUGAOULI ROOM NO-04",698,565,0,1263,404,328,0,732,728,0,28,316,289,61,12,1,0,0,0,1,0,0,1,4,2,5,0,2,3,0,0,0,0,0,0,1,0,0,2,4,732
300,"PRATHMIK PATHSHALA UJRIYAV ROOM NO-01",460,420,0,880,288,201,0,489,489,0,80,1,15,381,8,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,489
301,"PRATHMIK PATHSHALA UJRIYAV ROOM NO-02",437,363,0,800,235,173,0,408,405,0,48,1,10,336,4,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,408
302,"PRATHMIK PATHSHALA UJRIYAV ROOM NO-03",770,718,0,1488,379,294,0,673,665,0,87,5,13,545,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0,0,2,673
303,"PRATHMIK PATHSHALA UJRIYAV ROOM NO-04",614,454,0,1068,250,211,0,461,457,0,59,4,21,363,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,461
304,"SHAHEED BHAGAT SINGH VIDHALAYA ROOM N0-01",808,642,0,1450,547,355,0,902,902,0,154,90,536,84,8,0,0,0,2,0,0,1,3,1,0,1,4,1,2,4,1,1,0,2,1,0,1,2,1,2,902
305,"SHAHEED BHAGAT SINGH VIDHALAYA ROOM N0-02",496,389,0,885,345,245,0,590,590,0,19,217,253,61,5,1,1,0,0,2,2,1,3,4,2,4,3,1,1,1,0,0,0,1,0,0,1,0,3,4,590
306,"CENTRAL VIDHALAYA ROOM NO-01",529,486,0,1015,275,252,0,527,527,0,15,17,303,155,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,527
307,"CENTRAL VIDHALAYA ROOM NO-02",415,388,0,803,232,237,0,469,443,0,9,6,304,114,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,469
308,"CENTRAL VIDHALAYA ROOM NO-03",593,569,0,1162,341,276,0,617,612,0,6,12,458,95,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,617
309,"CENTRAL VIDHALAYA ROOM NO-04",672,621,0,1293,388,349,0,737,723,0,18,21,535,124,29,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,737
310,"CENTRAL VIDHALAYA ROOM NO-05",738,659,0,1397,435,400,0,835,830,0,34,39,632,73,51,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,835
311,"SANSKRIT VIDHYA PEETH ROOM NO-01",816,701,0,1517,488,346,0,834,834,0,45,46,589,118,25,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,834
312,"SANSKRIT VIDHYA PEETH ROOM NO-02",888,738,0,1626,492,410,0,902,902,0,54,64,590,160,20,2,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,4,902
313,"SANSKRIT VIDHYA PEETH ROOM NO-03",617,558,0,1175,384,327,0,711,697,0,47,30,452,142,29,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,711
314,"SANSKRIT VIDHYA PEETH ROOM NO-04",721,685,0,1406,405,375,0,780,700,0,31,19,561,122,38,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,780
315,"SANSKRIT VIDHYA PEETH ROOM NO-05",526,493,0,1019,291,270,0,561,558,0,28,12,417,70,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,561
316,"SANSKRIT VIDHYA PEETH ROOM NO-06",442,440,0,882,266,267,0,533,533,0,38,31,333,90,27,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,2,1,0,2,0,0,1,533
