"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
34,"P.V.CHAK SHAHJANI",530,487,0,1017,434,389,0,823,820,0,35,731,25,1,4,10,1,0,0,0,1,2,0,7,6,823
35,"P.V.MOHD.PUR SULTAN",370,315,0,685,313,269,0,582,582,0,297,231,22,1,1,1,0,0,1,1,16,1,0,2,8,582
36,"P.V.HAKIMPUR SHAKARGANJ R.NO.1",501,384,1,886,225,265,0,490,487,0,25,133,296,0,1,0,0,1,1,27,0,0,3,2,1,490
37,"P.V.HAKIMPUR SHAKARGANJ R.NO.2",358,302,0,660,257,245,0,502,500,0,231,223,19,1,2,2,1,1,1,13,0,0,1,3,4,502
38,"P.V.NANGLI LADAN R.NO.1",328,289,0,617,248,239,0,487,482,0,386,56,36,0,1,1,0,0,0,0,1,0,0,0,6,487
39,"P.V.NANGLI LADAN R.NO.2",462,465,0,927,188,309,0,497,497,0,27,4,411,3,1,1,0,0,0,43,1,1,3,1,1,497
40,"P.V.NANGLI  LADANR.NO.3",404,370,0,774,168,258,0,426,423,0,25,77,296,1,0,0,0,0,1,23,0,0,1,2,0,426
41,"P.V.NANGLA GANNA",676,534,0,1210,480,422,0,902,898,0,350,450,67,2,4,0,1,1,2,1,0,1,1,12,10,902
42,"P.V.NANGLA NANSAI",580,528,0,1108,417,483,0,900,900,0,383,457,48,2,1,1,1,0,0,0,1,0,1,1,4,900
43,"PURV MA.VI.RAMTHERA",567,490,0,1057,381,393,0,774,754,0,260,459,44,0,3,0,0,0,0,0,1,1,0,2,4,774
44,"P.V.WAJIRPUR BHAGWAN",349,302,0,651,201,217,0,418,418,0,67,294,52,2,0,0,0,0,1,0,0,0,1,0,1,418
45,"P.V.DHAMPUR HUSAINPUR R.NO.1",586,578,0,1164,381,385,0,766,765,0,134,476,121,0,2,0,0,0,0,11,11,2,1,3,5,766
46,"P.V.DHAMPUR HUSAINPUR R.NO.2",560,473,0,1033,382,360,0,742,727,0,421,249,55,1,0,2,0,0,0,2,1,2,3,2,4,742
47,"P.V.DHAMPUR HUSAINPUR R.NO.3",560,483,0,1043,262,284,0,546,483,0,94,7,419,1,1,0,0,0,0,14,2,1,3,2,2,546
48,"P.V.DHAMPUR HUSAINPUR R.NO.4",622,508,0,1130,320,294,0,614,496,0,95,8,483,6,0,0,0,0,0,15,3,2,0,0,2,614
49,"P.V.RASULPUR IMMA",289,252,0,541,177,173,0,350,350,0,33,22,280,0,0,1,0,0,0,4,2,0,2,5,1,350
50,"P.V.ALADINPUR BHATPURA",597,588,0,1185,406,454,0,860,860,0,544,99,189,2,1,0,4,0,1,4,1,1,3,5,6,860
51,P.V.GAJUPURA,282,249,0,531,234,224,0,458,456,0,157,260,28,0,0,1,0,1,0,1,1,0,1,6,2,458
52,"R.S.M.I.C.RAMPUR BHOLA R.NO.1",228,204,0,432,121,133,0,254,239,0,63,172,16,0,0,0,0,0,0,0,1,0,0,1,1,254
53,"R.S.M.I.C.RAMPUR BHOLA R.NO.2",626,541,0,1167,316,352,0,668,667,0,26,226,251,3,1,1,0,0,1,147,2,4,0,0,6,668
54,"R.S.M.I.C.RAMPUR BHOLA R.NO.3",799,673,0,1472,429,433,0,862,812,0,360,159,298,3,0,0,0,0,2,32,0,0,2,3,3,862
55,"P.V.MOHD.ALIPUR INAYAT",280,244,0,524,210,195,0,405,405,0,62,312,18,1,1,0,0,0,1,3,0,1,0,4,2,405
56,"SARSWATI P.V.N.P.DHAMPUR R.NO.1",657,590,0,1247,374,357,0,731,730,0,94,463,125,3,0,1,0,2,0,29,6,1,1,4,2,731
57,"SARSWATI P.V.N.P.DHAMPUR R.NO.2",543,482,0,1025,274,305,0,579,579,0,42,119,370,3,0,1,1,1,1,30,1,1,5,2,2,579
58,"K.M.I.C.DHAMPUR R.NO.1",795,655,0,1450,382,359,0,741,739,0,56,198,424,4,1,0,0,0,0,46,4,0,2,2,4,741
59,"K.M.I.C.DHAMPUR R.NO.2",552,448,0,1000,287,241,0,528,524,0,69,84,335,3,0,0,0,0,0,25,6,1,0,2,3,528
60,"K.M.I.C.DHAMPUR R.NO.3",406,353,0,759,204,172,0,376,359,0,51,129,173,0,1,1,0,0,0,13,3,0,3,0,2,376
61,"KANYA PURV MA.VI.DHAMPUR R.NO.1",604,508,0,1112,386,305,0,691,606,0,125,312,228,0,1,0,1,0,1,20,0,0,1,0,2,691
62,"KANYA PURV MA.VI.DHAMPUR R.NO.2",388,337,0,725,252,230,0,482,456,0,53,239,172,1,2,0,0,0,0,10,0,1,0,2,2,482
63,"KANYA PURV MA.VI.DHAMPUR R.NO.3",607,553,0,1160,361,317,0,678,637,0,60,361,225,2,2,2,1,1,0,8,3,3,2,4,4,678
64,"KANYA PURV MA.VI.DHAMPUR R.NO.4",511,423,0,934,330,273,0,603,598,0,43,369,175,0,1,1,0,0,1,2,5,0,1,3,2,603
65,"LAXMI KANYA PA.DHAMPUR R.NO.1",597,553,0,1150,299,301,0,600,475,0,26,204,348,0,1,1,0,0,0,12,4,0,2,0,2,600
66,"LAXMI KANYA PA.DHAMPUR R.NO.2",378,348,0,726,198,221,0,419,416,0,15,232,158,2,0,0,1,0,0,4,3,1,1,1,1,419
67,"LAXMI KANYA PA.DHAMPUR R.NO.3",422,396,0,818,244,229,0,473,461,0,32,30,381,0,0,0,0,0,0,25,3,1,0,1,0,473
68,"LAXMI KANYA PA.DHAMPUR R.NO.4",466,399,0,865,255,248,0,503,493,0,58,16,420,1,0,0,0,0,0,4,1,0,2,0,1,503
69,"P.V.TILAK SCHOOL DHAMPUR R.NO.1",555,520,0,1075,358,322,0,680,680,0,53,405,208,2,0,0,0,0,0,9,3,0,0,0,0,680
70,"P.V.TILAK SCHOOL DHAMPUR R.NO.2",708,647,0,1355,445,379,0,824,809,0,29,744,25,8,1,1,0,0,1,0,3,2,1,1,8,824
71,"SHIWAJI N.P.SCHOOL DHAMPUR R.NO.1",715,619,0,1334,397,348,0,745,739,0,97,111,511,0,1,0,0,2,0,3,4,2,4,4,6,745
72,"SHIWAJI N.P.SCHOOL DHAMPUR R.NO.2",623,546,0,1169,314,236,0,550,550,0,51,238,247,0,0,1,0,0,0,2,3,2,2,1,3,550
73,"G.K.GOKHLE SCHOOL DHAMPUR",435,433,0,868,292,260,0,552,531,0,12,419,113,0,0,0,0,0,0,0,5,0,1,0,2,552
74,"BA.U.MA.VI.SHI.PARK DHAMPUR R.NO.1",697,652,0,1349,457,453,0,910,910,0,18,707,150,2,5,4,1,0,1,11,5,0,2,3,1,910
75,"BA.U.MA.VI.SHI.PARK DHAMPUR R.NO.2",460,437,0,897,321,271,0,592,589,0,21,517,49,0,0,0,0,0,0,0,3,0,0,0,2,592
76,"BA.U.MA.VI.SHI.PARK DHAMPUR R.NO.3",818,772,0,1590,464,487,0,951,939,0,21,880,33,1,1,1,0,0,0,2,5,1,0,1,5,951
77,"KANYA U.MA.VI.DHAMPUR",667,592,0,1259,449,367,0,816,813,0,24,748,21,0,1,1,0,0,1,1,15,0,0,1,3,816
78,"MADARSA I.PU.DHAMPUR R.NO.1",613,441,0,1054,313,219,0,532,520,0,59,108,355,1,0,1,0,0,0,1,0,2,1,1,3,532
79,"MADARSA I.PU.DHAMPUR R.NO.2",586,520,0,1106,329,362,0,691,688,0,164,15,495,3,0,1,0,1,0,3,1,1,1,2,4,691
80,"MADARSAI.PU.DHAMPUR R.NO.3",395,315,0,710,209,195,0,404,377,0,104,50,235,1,1,0,0,2,1,5,2,0,0,2,1,404
81,"J.H.SCHOOL ARBIYA MADRSA DHAMPUR R.NO.1",551,436,0,987,327,285,0,612,561,0,187,3,400,4,0,1,0,0,0,14,1,0,1,0,1,612
82,"J.H.SCHOOL ARBIYA MADRSA DHAMPUR R.NO.2",411,390,0,801,252,260,0,512,491,0,97,193,203,3,0,1,0,0,0,3,1,2,0,4,5,512
83,"JAIN K.PA.DHAMPUR R.NO.1",406,373,0,779,267,245,0,512,512,0,52,301,141,0,0,7,0,0,0,0,3,2,2,2,2,512
84,"JAIN K.PA.DHAMPUR R.NO.2",557,502,0,1059,370,335,0,705,705,0,25,599,58,1,1,0,0,1,0,3,3,1,1,4,8,705
85,"JAIN K.PA.DHAMPUR R.NO.3",597,511,0,1108,345,320,0,665,612,0,48,533,57,1,3,0,2,2,0,2,6,0,3,5,3,665
86,"K.I.C.DHAMPUR R.NO.1",770,696,0,1466,488,422,0,910,910,0,58,709,108,5,2,1,0,0,0,12,0,2,2,6,5,910
87,"K.I.C.DHAMPUR R.NO.2",638,549,0,1187,362,316,0,678,651,0,78,209,363,1,2,1,1,1,0,14,2,0,3,0,3,678
88,"P.V.CHOTA SHIV MANDIR DHAMPUR R.NO.1",502,472,0,974,338,340,0,678,676,0,12,584,73,1,1,1,0,0,0,0,2,0,0,2,2,678
89,"P.V.CHOTA SHIV MANDIR DHAMPUR R.NO.2",366,358,0,724,229,252,0,481,466,0,24,397,51,0,0,0,0,0,0,2,1,1,2,2,1,481
90,P.V.ALAWALPUR,550,483,0,1033,310,304,0,614,607,0,39,462,95,0,1,1,1,0,0,1,5,2,1,2,4,614
91,P.V.DEETTANPUR,485,395,1,881,307,296,0,603,603,0,20,142,351,4,0,8,0,1,1,72,2,0,1,1,0,603
92,P.V.DEETTANPUR,420,373,0,793,290,266,0,556,556,0,302,208,16,1,1,0,0,2,1,16,1,0,1,3,4,556
93,"RANI PHOOL KUMARI K.I.C.SHERKOT R.NO.1",615,491,0,1106,406,350,0,756,746,0,312,381,40,1,4,1,0,0,0,3,2,0,3,4,5,756
94,"RANI PHOOLKUMARI K.I.C.SHERKOT R.NO.2",685,571,0,1256,404,341,0,745,729,0,251,360,106,3,3,4,0,0,0,2,0,5,3,3,5,745
95,"RANI PHOOLKUMARI K.I.C.SHERKOT R.NO.3",574,487,0,1061,289,260,0,549,532,0,159,231,148,1,1,2,1,1,0,2,0,0,0,2,1,549
96,"RANI PHOOL KUMARI K.I.C.SHERKOT R.NO.4",600,487,0,1087,289,252,0,541,517,0,287,97,131,1,1,2,0,0,1,7,0,3,1,6,4,541
97,"RANI PHOOL KUMARI K.I.C.SHERKOT R.NO.5",596,534,0,1130,308,321,0,629,629,0,235,88,265,2,1,0,0,0,0,6,6,4,7,4,11,629
98,"P.J.M.I.COLLEGE SHERKOT R.NO.1",570,513,0,1083,269,262,0,531,484,0,81,3,417,1,0,0,1,0,0,17,3,1,2,0,5,531
99,"P.J.M.I.COLLEGE SHERKOT R.NO.2",689,604,0,1293,297,317,0,614,614,0,46,56,450,4,1,0,0,0,0,50,5,1,0,0,1,614
100,"P.J.M.I.COLLEGE SHERKOT R.NO.3",567,536,0,1103,291,229,0,520,520,0,78,92,308,2,0,2,0,0,0,34,1,0,3,0,0,520
101,"P.J.M.I.COLLEGE SHERKOT R.NO.4",423,354,0,777,218,178,0,396,381,0,100,4,268,2,0,0,0,0,1,11,7,0,2,0,1,396
102,"P.V.AFGAGAN PRATHAM SHERKOT R.NO.1",583,490,0,1073,317,249,0,566,561,0,202,29,326,0,0,2,0,0,0,4,2,1,0,0,0,566
103,"P.V.AFGAGAN PRATHAM SHERKOT R.NO.2",557,509,0,1066,333,262,0,595,543,0,58,376,137,0,0,2,1,0,0,9,7,2,2,1,0,595
104,"P.V.AFGAGAN SECOND SHERKOT",654,480,0,1134,487,322,0,809,790,0,31,680,76,2,3,4,0,0,0,1,0,1,4,1,6,809
105,"N.P.KARYALAYA SHERKOT",650,537,0,1187,311,441,0,752,741,0,114,229,393,1,2,1,0,0,0,4,1,2,1,3,1,752
106,"DAX.VAI.I.CO.SHERKOT R.NO.1",545,467,0,1012,371,304,0,675,475,0,215,178,269,1,0,0,0,0,1,1,1,1,2,0,6,675
107,"DAX.VAI.I.CO.SHERKOT R.NO.2",417,353,0,770,253,202,0,455,435,0,23,118,302,0,1,0,2,0,0,0,3,0,3,0,3,455
108,"DAX.VAI.I.CO.SHERKOT R.NO.3",577,456,0,1033,284,217,0,501,478,0,37,176,254,0,2,2,0,0,0,20,1,1,2,4,2,501
109,"DAX.VAI.I.CO.SHERKOT R.NO.4",370,269,0,639,178,146,0,324,307,0,16,93,208,1,0,0,0,2,0,0,0,0,1,2,1,324
110,"DAX.VAI.I.CO.SHERKOT R.NO.5",590,501,0,1091,402,342,0,744,700,0,320,333,68,0,1,0,0,0,1,6,0,0,4,7,4,744
111,"DAX.VAI.I.CO.SHERKOT R.NO.6",486,366,0,852,291,226,0,517,496,0,66,106,320,5,0,2,0,0,0,15,1,1,0,0,1,517
112,"P.J.M.I.C. SHERKOT PURVI",585,481,0,1066,322,261,0,583,578,0,95,40,379,1,1,2,0,0,0,46,11,0,2,3,3,583
113,"P.J.M.I.C. SHERKOT PURVI",807,666,0,1473,369,286,0,655,655,0,186,5,440,1,1,2,0,0,1,6,4,4,2,0,3,655
114,"JI.P.K.U.MA.VI.SHERKOT R.NO1",629,580,0,1209,293,269,0,562,555,0,191,2,320,2,0,0,2,0,0,11,32,1,1,0,0,562
115,"JI.P.K.U.MA.VI.SHERKOT R.NO2",414,358,1,773,201,188,0,389,384,0,47,19,281,0,1,0,0,0,0,6,24,3,1,4,3,389
116,"R.U.M.I.C.SHERKOT R.NO.1",408,372,0,780,221,201,0,422,422,0,113,2,302,0,0,0,0,1,0,0,0,1,2,0,1,422
117,"R.U.M.I.C.SHERKOT R.NO.2",500,420,0,920,222,203,0,425,397,0,204,2,195,1,0,0,1,0,0,12,6,2,1,0,1,425
118,"R.U.M.I.C.SHERKOT R.NO.3",457,362,0,819,195,159,0,354,352,0,133,6,172,2,2,8,0,0,1,20,2,1,0,0,7,354
119,"R.U.M.I.C.SHERKOT R.NO.4",547,487,0,1034,298,290,0,588,578,0,135,233,164,3,3,2,0,1,0,43,0,1,1,1,1,588
120,"R.U.M.I.C.SHERKOT R.NO.5",343,277,0,620,223,165,0,388,388,0,82,205,76,0,4,1,1,0,0,11,0,0,2,3,3,388
121,"R.U.M.I.C.SHERKOT R.NO.6",795,694,0,1489,408,380,0,788,788,0,108,270,382,6,1,0,0,0,0,8,4,2,1,4,2,788
122,"R.U.M.I.C.SHERKOT R.NO.7",729,576,0,1305,394,278,0,672,672,0,189,2,442,2,2,0,0,0,0,24,1,2,5,0,3,672
123,"ISLAMIYA SCHOOL PURANA THANA SHERKOT R.NO.1",580,464,0,1044,326,245,0,571,543,0,160,35,357,0,0,1,0,1,0,6,4,0,2,3,2,571
124,"ISLAMIYA SCHOOLPURANA THANA SHERKOT R.NO.2",421,368,0,789,225,209,0,434,434,0,97,4,294,0,0,6,0,0,0,23,5,1,2,0,2,434
125,"ISLAMIYA SCHOOL PURANA THANA SHERKOT R.NO.3",502,428,0,930,305,225,0,530,524,0,67,115,331,1,1,1,0,0,0,3,6,1,3,0,1,530
126,"ISLAMIYA SCHOOL PURAN THANA SHERKOT R.NO.4",389,338,0,727,233,195,0,428,428,0,31,56,325,2,0,1,0,0,0,7,3,0,1,0,2,428
127,"ISLAMIYA SCHOOL PURANA THANA SHERKOT R.NO.5",660,487,0,1147,361,265,0,626,622,0,156,161,289,0,2,2,0,0,1,2,4,0,2,2,5,626
128,"R.U.M.P.V.SHERKOT R.NO.1",632,556,0,1188,368,361,0,729,691,0,125,10,565,8,1,0,0,1,1,11,0,2,2,2,1,729
129,"R.U.M.P.V.SHERKOT R.NO.2",462,398,0,860,240,222,0,462,460,0,129,49,246,0,0,1,0,0,0,21,3,3,5,3,2,462
130,"R.U.M.P.V.SHERKOT R.NO.3",785,638,0,1423,322,330,0,652,633,0,75,23,374,4,0,1,1,0,1,157,6,1,4,2,3,652
131,"P.V.JAMALPUR UDAYCHAND",242,221,0,463,175,153,0,328,301,0,3,312,9,0,0,0,1,0,0,0,0,0,1,1,1,328
132,"P.V.JAMALPUR UDAYCHAND",456,413,0,869,272,290,0,562,532,0,320,165,57,0,0,1,0,0,0,4,6,1,2,3,3,562
133,"P.V.JAMALPUR UDAYCHAND",437,362,0,799,253,243,0,496,478,0,19,283,150,5,1,1,0,0,1,15,0,1,7,8,5,496
134,"P.V.SHAHALIPUR UTTAMCHAND",513,405,0,918,374,333,0,707,707,0,229,347,119,1,1,0,0,0,0,2,2,2,0,1,3,707
135,"PURV.MA.VI.LATIFPUR URF SIPAHIWALA R.NO.1",429,401,0,830,300,293,0,593,593,0,21,532,30,1,2,0,0,0,0,0,1,1,0,2,3,593
136,"PURV.MA.VI.LATIFPUR URF SIPAHIWALA R.NO.2",684,589,0,1273,486,443,0,929,929,0,549,253,88,4,4,3,3,1,0,3,0,1,3,6,11,929
137,"P.V.BERKHERA TANDA R.NO.1",539,478,0,1017,393,326,0,719,705,0,17,616,46,2,2,23,0,0,0,1,0,3,2,2,5,719
138,"P.V.BERKHERA TANDA R.NO.2",569,471,0,1040,389,365,0,754,754,0,320,310,94,2,1,9,3,0,0,1,1,0,2,4,7,754
139,"P.V.WAZIRPUR JAGIR",557,471,0,1028,334,296,0,630,630,0,181,372,42,0,1,27,0,0,0,1,4,0,0,0,2,630
140,"P.V.WAZIRPUR JAGIR",537,464,0,1001,384,297,0,681,681,0,79,403,54,5,3,107,3,2,1,1,3,3,4,6,7,681
141,P.V.JAMAPUR,631,569,0,1200,427,380,0,807,762,0,168,486,109,5,2,5,1,0,0,10,1,3,4,7,6,807
142,"JANTA I.C.MUKARPURI.R.N0.1",727,616,0,1343,485,442,0,927,924,0,158,456,288,4,0,0,1,0,0,0,1,2,2,10,5,927
143,"JANTA I.C.MUKARPURI.R.N0.2",527,467,0,994,350,347,0,697,682,0,104,553,25,2,0,0,1,0,1,0,2,0,0,4,5,697
144,"P.V.PALKI AMAN",518,440,0,958,336,300,0,636,634,0,246,190,166,4,0,11,0,0,2,4,2,1,5,5,0,636
145,P.V.BALKISHANPUR,777,653,0,1430,593,512,0,1105,1105,0,350,517,214,3,1,0,1,1,0,2,1,2,3,6,4,1105
146,"P.V.NANGLA BUDHWA",306,261,0,567,196,171,0,367,367,0,90,266,7,0,2,0,0,0,0,0,0,0,0,1,1,367
147,"PURV.MA.VI.UMARPUR ASHA",765,588,0,1353,510,400,0,910,900,0,174,469,223,5,1,2,1,1,0,4,5,3,8,2,12,910
148,"PURV.MA.VI.UMARPUR ASHA",292,231,0,523,163,165,0,328,323,0,14,196,111,2,0,0,1,0,0,1,0,0,1,1,1,328
149,"P.V.MUSTPHAPUR TAIYB",622,582,0,1204,374,363,0,737,737,0,67,197,444,2,1,5,0,0,0,16,1,0,1,2,1,737
150,"P.V.SAIDPUR VIRU",176,177,0,353,149,151,0,300,300,0,12,242,27,1,0,14,0,0,0,0,0,0,1,3,0,300
151,"P.V.ALHAIPUR R.NO.1",549,529,0,1078,349,352,0,701,690,0,83,466,138,0,0,2,3,1,0,0,2,0,0,2,4,701
152,"P.V.ALHAIPUR R.NO.2",430,369,0,799,325,290,0,615,607,0,439,113,48,0,0,2,0,1,0,0,1,2,1,1,7,615
153,"P.V.ALHAIPUR R.NO.3",565,518,0,1083,343,333,0,676,674,0,40,388,232,2,1,1,0,0,0,2,3,2,2,3,0,676
154,"P.V.ALHAIPUR R.NO.4",418,376,0,794,262,265,0,527,527,0,28,349,143,0,1,0,0,0,2,0,0,1,0,0,3,527
155,"PANCHYAT GHAR ALHAIPUR R.NO.1",616,508,0,1124,356,288,0,644,631,0,80,497,45,1,3,4,2,0,0,1,5,0,0,1,5,644
156,"PANCHYAT GHAR ALHAIPUR R.NO.2",617,524,0,1141,399,313,0,712,707,0,72,544,74,1,2,1,3,1,0,0,6,0,2,6,0,712
157,"PANCHYAT GHAR ALHAIPUR R.NO.3",344,309,0,653,201,200,0,401,297,0,13,333,47,0,0,0,0,0,1,3,0,1,0,0,3,401
158,"P.V.NURULLAPUR UDAYCHAND R.NO1",323,292,0,615,263,243,0,506,491,0,85,297,117,2,0,0,0,1,0,0,1,1,0,2,0,506
159,"P.V.NURULLAPUR UDAYCHAND R.NO2",541,494,0,1035,410,400,0,810,810,0,155,504,136,3,2,0,1,0,0,1,0,1,3,1,3,810
160,P.V.MAUHRA,408,362,0,770,282,272,0,554,554,0,28,349,156,4,0,0,0,0,0,4,1,2,2,5,3,554
161,P.V.MAUHRA,394,361,0,755,302,272,0,574,531,0,239,215,99,1,0,3,0,3,0,4,0,2,2,3,3,574
162,"P.V.MIRZAPUR PALLA",786,704,0,1490,496,466,0,962,962,0,258,11,640,5,1,1,1,2,3,6,2,5,8,6,13,962
163,"KISAN SEVA KENDRA MOJAMPUR JAITRA",475,405,0,880,304,281,0,585,564,0,82,343,149,1,0,0,1,0,0,2,1,0,1,0,5,585
164,"P.V.MOJAMPUR JAITRA R.NO.1",475,427,0,902,311,291,0,602,550,0,42,521,24,1,1,2,0,0,0,1,4,0,1,4,1,602
165,"P.V.MOJAMPUR JAITRA R.NO.2",686,613,0,1299,427,410,0,837,729,0,209,527,74,1,4,1,0,3,0,1,5,0,2,5,5,837
166,"P.V.MOJAMPUR JAITRA R.NO.3",601,542,0,1143,384,355,0,739,735,0,30,645,57,0,0,0,0,0,0,1,4,0,0,1,1,739
167,"KANYA U.MA.VI.MOJAMPUR JAITRA",573,505,0,1078,349,346,0,695,695,0,423,244,10,1,0,1,0,1,0,1,5,0,0,1,8,695
168,"PUBLIC I.C.MOJAMPUR JAITRA R.NO.1",585,515,0,1100,335,309,0,644,613,0,382,232,22,2,1,0,0,0,0,0,1,0,0,2,2,644
169,"PUBLIC I.C.MOJAMPUR JAITRA R.NO.2",495,461,0,956,258,263,0,521,518,0,100,389,20,0,0,4,0,0,0,0,2,1,1,2,2,521
