"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
23,"P.P NGALA DUDAWAN",478,425,0,903,440,272,0,712,2,87,87,3,604,5,1,0,0,0,0,3,6,0,3,712
24,"P.P. EAST SIDE BAHADURPUR MAJHIGAVA",662,527,0,1189,440,328,0,768,69,0,218,48,485,3,0,0,0,1,2,2,5,0,4,768
25,"P.P.WEST SIDE BAHADURPUR MAJHIGAWA",730,513,0,1243,421,244,0,665,600,0,178,39,431,2,2,1,1,1,2,1,3,2,2,665
26,"J.H.SCHOOL GADIYA",265,217,0,482,201,136,0,337,41,0,29,1,306,0,0,0,0,0,0,0,1,0,0,337
27,"P.P. NAGALA JHABAR",271,217,0,488,167,143,0,310,8,0,121,3,173,4,0,0,0,0,1,2,4,0,2,310
28,"P.P. NAGALA PASA",394,308,0,702,264,233,0,497,5,0,104,8,374,2,0,1,0,1,0,0,4,0,3,497
29,"P.P. BHATPURI",417,353,0,770,368,260,0,628,20,0,421,3,193,2,0,0,1,0,0,0,2,0,6,628
30,"P,P, NAGALA BEERBHAN",311,242,0,553,298,214,0,512,512,0,386,52,71,2,0,0,1,0,0,0,0,0,0,512
31,"P.P . GORAKHAPUR",603,459,0,1062,351,279,0,630,630,0,240,92,283,4,0,1,0,0,0,2,4,3,1,630
32,"U.P.P SARAWA",182,147,0,329,111,89,0,200,53,0,87,32,78,0,1,0,0,0,2,0,0,0,0,200
33,"P.P. HARBHANPUR NEW BUILDING",472,356,0,828,248,185,0,433,22,0,140,127,156,0,1,0,0,0,0,1,2,2,4,433
34,"P.P. HARBHANPUR NEW BUILDING",494,358,0,852,213,198,0,411,198,0,124,59,208,4,1,0,0,1,2,1,3,2,6,411
35,"P.P ROOPPUR",618,482,0,1100,329,237,0,566,520,0,303,85,165,0,2,0,1,0,0,1,6,2,1,566
36,"P.P. HUSEPUR",331,260,0,591,190,160,0,350,100,0,88,90,170,0,0,1,0,0,0,0,1,0,0,350
37,"P.P. GAYASPUR",861,738,0,1599,459,299,0,758,80,0,267,67,383,3,1,0,3,1,1,1,11,4,16,758
38,"JANATA COOLEGE KHADINI ROOM-2",444,353,0,797,245,180,0,425,14,0,165,11,232,5,0,0,0,0,0,5,5,0,2,425
39,"JANATA COOLEGE KHADINI ROOM-4",472,382,0,854,274,196,0,470,15,0,153,5,300,4,0,1,0,0,2,0,1,2,2,470
40,"JANATA COOLEGE KHADINI ROOM-3",500,425,0,925,270,161,0,431,70,0,93,42,287,1,0,0,2,0,1,0,3,1,1,431
41,"P.P NAGALA KHARAGAI",321,273,0,594,221,166,0,387,264,0,93,18,271,1,0,0,0,1,1,1,0,0,1,387
42,"J.H.SCHOOL GUBARIYA",663,530,0,1193,267,343,0,610,295,0,94,187,301,5,0,0,1,0,1,2,6,3,10,610
43,"P.P. KAKARAIYA",438,332,0,770,237,155,0,392,303,0,170,9,200,2,0,0,0,0,0,2,2,0,7,392
44,"PANCHAYARGHAR ROOR",650,477,0,1127,315,233,0,548,16,0,167,28,345,1,1,1,1,1,0,0,1,0,2,548
45,"J.H.SCHOOL SAHAROI",294,230,0,524,251,160,0,411,4,0,25,22,358,2,0,0,0,0,0,1,1,0,2,411
46,"P.P. NAGALA BHARA",491,386,0,877,405,301,0,706,19,0,47,5,631,6,1,1,0,0,1,3,4,3,4,706
47,"P.P. TADARAYPUR",830,685,0,1515,540,399,0,939,21,0,232,47,636,12,0,0,0,0,0,2,4,3,3,939
48,"P.P. EAST SIDE ISAMPUR",432,346,0,778,253,191,0,444,50,0,183,118,134,2,1,0,0,0,0,0,4,1,1,444
49,"P.P. HAJARATPUR",400,337,0,737,265,187,0,452,167,0,211,87,136,1,0,1,0,2,0,2,4,2,6,452
50,"J.H. SCHOOL NAGALA BHADOI",337,231,0,568,257,148,0,405,40,0,203,8,186,1,0,0,0,1,0,1,3,0,2,405
51,"P.P. EAST SIDE KISAI JAGDISHPUR",869,663,0,1532,495,304,0,799,10,0,143,41,589,9,4,0,0,0,0,1,5,0,7,799
52,"P.P. WEST SIDE KISAI JAGADISHPUR",814,638,0,1452,395,289,0,684,37,0,227,94,330,4,1,2,1,2,2,2,4,3,12,684
53,"GP.P. BALAK RAUSEN",550,442,0,992,311,255,0,566,32,0,65,95,384,7,0,0,0,1,1,1,4,4,4,566
54,"P.P. BALAK RAUSEN EAST SIDE",502,377,0,879,299,208,0,507,307,0,94,88,313,0,0,0,0,0,0,1,5,3,3,507
55,"P.P. BALAK RAUSEN WEST SIDE",228,168,0,396,176,89,0,265,48,0,173,2,83,1,0,1,0,0,1,3,1,0,0,265
56,"P.P. BHANPUR",310,226,0,536,239,136,0,375,20,0,20,129,221,1,0,1,0,0,0,0,1,1,1,375
57,"P.P. MALIKPUR",730,586,0,1316,445,345,0,790,2,0,154,128,483,2,3,2,0,1,2,2,9,0,4,790
58,"P.P. GULARIYAPUR",215,183,0,398,136,120,0,256,6,0,73,10,165,2,1,0,0,0,1,1,2,1,0,256
59,"P.P. SHIVSINGHPUR",539,413,0,952,358,241,0,599,3,0,167,27,394,2,0,0,2,0,1,1,0,0,5,599
60,"P.S. GADHIYAPAH",581,457,0,1038,351,320,0,671,232,0,87,56,508,3,1,1,0,0,2,2,3,4,4,671
61,"G.P.SP BHAWALPUR",277,211,0,488,199,133,0,332,300,0,61,12,254,0,0,0,0,0,0,1,3,1,0,332
62,"P.P. MUKHADA",612,485,0,1097,437,271,0,708,8,0,144,234,317,1,0,0,0,0,0,0,5,4,3,708
63,"P.P. SARAY THEKU",871,649,1,1521,644,363,0,1007,107,0,737,26,237,0,1,1,0,1,0,3,0,1,0,1007
64,"P.P. SOUTH SIDE BEHATA RAMPUR",630,541,0,1171,371,241,0,612,268,0,87,87,411,13,0,1,0,0,1,2,1,6,3,612
65,"P.P. NIWARI RAMPUR",484,400,0,884,285,210,0,495,342,0,101,34,343,5,1,2,1,1,0,1,1,2,3,495
66,"P.P. UDELAPUR",316,241,0,557,200,155,0,355,10,0,73,239,24,1,0,0,0,1,1,2,5,5,4,355
67,"U.P.PNIVARI RAMPUR",263,202,0,465,137,127,0,264,9,0,19,39,193,3,0,0,0,1,1,1,1,2,4,264
68,"G.P.P.WEST SIDE ALHADPUR",580,477,0,1057,528,307,0,835,2,0,50,32,729,4,2,0,0,0,0,1,8,1,8,835
69,"P.P. IJALPUR",679,560,0,1239,385,314,0,699,82,0,116,81,488,2,0,0,0,1,3,2,5,0,1,699
70,"P.P. KHANPUR",407,356,0,763,320,263,0,583,83,0,481,16,81,0,0,0,1,0,0,0,1,0,3,583
71,"P.P. EAST SIDE  KABIRPUR",377,331,0,708,372,284,0,656,440,0,592,50,8,3,0,0,0,0,0,0,1,0,2,656
72,"P.P. WEST SIDE KABIRPUR",560,507,0,1067,488,376,0,864,14,0,815,20,5,21,0,0,0,0,0,2,0,0,1,864
73,"P.P. SARAY KAYAM",522,417,0,939,361,241,0,602,28,0,271,78,235,5,2,1,1,0,0,1,3,1,4,602
74,"G.P.P.PARAUR ROOM-1",553,459,0,1012,324,274,0,598,198,0,135,77,375,1,1,0,0,0,1,3,1,3,1,598
75,"P.P SARAY PRATAP",273,221,0,494,239,162,0,401,208,0,194,138,34,0,3,0,0,0,0,27,2,2,1,401
76,"P.P KALLU KHEDA",437,313,0,750,410,287,0,697,400,0,652,3,29,0,3,0,0,0,0,8,0,0,2,697
77,"G.P.P PARAUR ROOM-2",362,279,0,641,230,202,0,432,252,0,213,8,204,4,0,1,0,0,0,0,1,1,0,432
78,"P.P. SOUTH SIDE SARAY BHAGMAL",500,395,0,895,293,184,0,477,327,0,27,25,412,4,1,0,0,0,0,3,4,0,1,477
79,"M.D.V.H.S.SCHOOL ARYA NAGAR NAGALA SAHORA",593,500,0,1093,571,378,0,949,25,0,896,10,39,0,0,0,0,0,1,0,0,1,2,949
80,"P P NAGALA BIHARI NORTH PART",387,291,0,678,255,159,0,414,5,0,77,37,299,0,0,0,0,0,0,1,0,0,0,414
81,"P.P DAULATABAD",331,298,0,629,206,150,0,356,101,0,96,0,257,0,0,0,0,0,0,1,2,0,0,356
82,"P P JASMEDI",437,366,0,803,254,201,0,455,7,0,152,14,286,1,0,0,0,0,0,0,1,1,0,455
83,"P P MIRZAPUR",222,182,0,404,195,140,0,335,8,0,220,53,59,3,0,0,0,0,0,0,0,0,0,335
84,"J H S BIBIPUR",585,448,0,1033,372,269,0,641,641,0,453,19,162,0,0,0,0,0,0,0,2,1,4,641
85,"BARAT GHAR UMARPUR",213,166,0,379,140,92,0,232,50,0,118,9,101,1,0,0,0,0,0,0,2,0,1,232
86,"P P BANDHA NAGARIYA",237,173,0,410,227,166,0,393,66,0,391,0,2,0,0,0,0,0,0,0,0,0,0,393
87,"P P KIRRANA",193,141,0,334,175,129,0,304,304,0,213,1,88,1,0,0,0,0,0,0,1,0,0,304
88,"P P MAJHUPUR",397,338,0,735,204,186,0,390,390,0,98,27,253,3,1,0,0,0,1,2,1,3,1,390
89,"P P DEENAPUR",182,149,0,331,106,101,0,207,6,0,8,1,198,0,0,0,0,0,0,0,0,0,0,207
90,"P P SAKRAWA EAST PART",829,654,0,1483,590,429,0,1019,351,0,654,25,318,6,1,1,1,0,1,2,2,4,4,1019
91,"P P SAKRAWA MIDDLE",741,574,0,1315,474,295,0,769,649,0,220,24,502,0,2,0,1,0,1,0,5,6,8,769
92,"P P SAKRAWA WEST PART",771,625,0,1396,405,304,0,709,615,0,480,11,200,6,0,0,0,2,1,0,1,3,5,709
93,"GIRL P P SAKRAWA NORTH PART",381,314,0,695,193,205,0,398,192,0,227,17,140,2,1,0,0,1,0,0,1,6,3,398
94,"PANCHAYAT GHAR SAKRAWA",461,377,0,838,291,209,0,500,267,0,183,41,246,5,0,0,0,0,0,2,4,18,1,500
95,"P P MOHADDIN NAGAR",213,168,0,381,149,112,0,261,200,0,176,4,76,1,0,0,0,0,1,0,1,1,1,261
96,"P P GIRL DABIPUR",393,313,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"P P NARHA",337,280,0,617,243,175,0,418,38,0,339,0,74,0,0,0,0,0,0,0,3,0,2,418
98,"P P PALAHAR",250,205,0,455,156,130,0,286,66,0,142,3,135,1,0,0,0,0,0,1,3,0,1,286
99,"P P NAGLA MADARI NORTH PART",272,202,0,474,184,131,0,315,74,0,190,34,78,2,1,0,0,0,0,0,2,0,8,315
100,"P P NAGLA MADARI SOUTH PART",655,520,0,1175,360,306,0,666,663,0,371,52,219,8,3,1,1,0,1,3,2,2,3,666
101,"P P SHARIFABAD",375,269,0,644,232,177,0,409,409,0,134,115,152,1,1,1,0,0,0,1,1,2,1,409
102,"P P NORTH PART DADAUNA NEW BUILDING",410,337,0,747,244,188,0,432,3,0,183,19,210,1,2,0,0,1,1,0,5,1,9,432
103,"P P BIJNAURA",427,336,0,763,372,261,0,633,633,0,559,49,20,0,0,0,0,0,0,0,1,1,3,633
104,"J H SCHOOL LOH TIKURIYA",530,418,0,948,461,236,0,697,150,0,546,13,126,5,0,0,3,0,0,0,1,0,3,697
105,"P P HASANPUR",534,385,0,919,326,178,0,504,28,0,377,11,110,3,0,0,0,0,0,0,0,1,2,504
106,"P P NAGALA ANGAD",498,373,0,871,264,172,0,436,36,0,166,3,258,4,0,0,0,0,0,3,1,0,1,436
107,"P P DADAUNI WEST PART",371,312,0,683,216,173,0,389,389,0,106,4,273,1,0,0,0,0,0,1,1,0,3,389
108,"BARAT GHAR LALPUR",358,275,0,633,224,150,0,374,2,0,165,34,170,1,0,0,0,0,0,1,1,1,1,374
109,"P P MADI",589,488,0,1077,322,254,0,576,11,0,109,42,400,1,0,0,0,1,0,1,10,2,10,576
110,"P P BAJHEDI",553,436,0,989,382,272,0,654,400,0,163,24,448,5,0,0,0,1,0,0,6,2,5,654
111,"P P DILAWARPUR NEW BUILDIG",536,397,0,933,405,223,0,628,128,0,63,0,539,7,2,0,1,1,0,2,8,0,5,628
112,"P P NIYAMATPUR",294,213,0,507,200,133,0,333,111,0,112,31,183,2,1,0,0,0,0,2,1,0,1,333
113,"P P NAGALA VISHUNA",265,188,0,453,239,150,0,389,260,0,376,2,10,0,0,0,0,0,0,0,1,0,0,389
114,"P P MISHRAVAD",306,264,0,570,222,185,0,407,2,0,189,21,192,0,1,0,0,0,1,0,2,0,1,407
115,"P P NAGALA KHEM KARAN EAST PART",681,532,0,1213,484,311,0,795,12,0,173,45,550,5,0,1,0,1,0,6,4,2,8,795
116,"P P SIKANDERPUR",367,250,0,617,261,165,0,426,26,0,191,36,183,4,1,1,3,2,0,0,2,2,1,426
117,"P P RAGHUNATH PUR",166,143,0,309,134,102,0,236,36,0,171,9,51,0,0,0,0,1,0,1,1,0,2,236
118,"P P MURRA NORTH PART",531,409,0,940,314,239,0,553,14,0,134,18,392,1,0,0,0,0,0,1,3,1,3,553
119,"P P MURRA SOUTH PARTH",181,143,0,324,84,66,0,150,46,0,20,0,126,1,0,0,0,0,0,0,3,0,0,150
120,"P.P BILAMEPUR",394,284,0,678,293,184,0,477,38,0,163,43,262,2,0,0,1,0,0,2,3,0,1,477
121,"P.P ALUPUR",318,264,0,582,212,162,0,374,100,0,142,75,145,0,0,0,1,0,0,0,5,2,4,374
122,"P P KUTUBPUR",462,369,0,831,255,247,0,502,13,0,221,23,242,3,0,1,0,1,0,1,3,0,7,502
123,"P P SHRIFPUR",805,649,1,1455,407,310,0,717,17,0,279,70,339,6,0,2,1,0,0,1,6,4,9,717
124,"P P DEVPUR",293,231,0,524,166,111,0,277,40,0,88,62,121,0,0,0,1,1,0,1,1,1,1,277
125,"P P RASOOLPUR",316,283,0,599,235,167,0,402,402,0,268,73,48,2,2,0,0,0,0,0,2,3,4,402
126,"P P BAIGAWAN",394,299,0,693,233,139,0,372,372,0,136,71,159,1,1,0,0,0,0,2,0,1,1,372
127,"P P SALEMPUR EAST PART",475,440,0,915,262,237,0,499,2,0,199,25,262,3,0,0,0,0,1,3,2,1,3,499
128,"P P NAGLA BIHARI",277,227,0,504,159,130,0,289,228,0,86,55,145,1,0,0,0,0,0,1,0,0,1,289
129,"P P CHANDRA",228,196,0,424,140,118,0,258,10,0,59,8,185,3,0,0,0,0,0,0,0,3,0,258
130,"P P MOTI HAVILIYA",164,129,0,293,127,93,0,220,91,0,35,2,181,0,0,0,0,0,0,0,2,0,0,220
131,"J H SCHOOL SULTANPUR",482,372,0,854,216,174,0,390,308,0,140,23,212,7,0,0,0,0,0,0,4,1,3,390
132,"P P BEERPUR EAST PART",773,604,0,1377,512,350,0,862,49,0,552,31,257,7,1,0,0,0,0,0,4,3,7,862
133,"P P KUTILA",247,184,0,431,145,95,0,240,40,0,166,4,67,0,0,0,0,0,0,1,1,0,1,240
134,"P P SARVAI",233,175,0,408,206,136,0,342,30,0,291,1,48,0,0,0,0,0,0,1,0,0,1,342
135,"P P SHANKARPUR",417,357,0,774,353,291,0,644,6,0,79,53,501,5,1,0,0,0,0,1,3,1,0,644
136,U.P.PJAKHA,328,274,0,602,257,214,0,471,471,0,99,5,361,0,0,0,0,0,0,3,0,1,2,471
137,"P P RASOOLPUR",546,354,0,900,509,336,0,845,560,0,802,2,26,0,0,0,15,0,0,0,0,0,0,845
138,"P P NORTH PART BAUTHAM",494,409,0,903,294,213,0,507,300,0,255,70,174,3,0,0,0,1,1,0,1,1,1,507
139,"P P DIGARI MAUJA BAUTHAM SOUTH PART",451,398,0,849,289,238,0,527,15,0,193,83,240,0,1,0,2,0,1,0,1,1,5,527
140,"P P JAMUNA DAADI",237,213,0,450,149,143,0,292,5,0,129,11,136,3,0,1,0,3,0,3,3,0,3,292
141,"J H SCHOOL HUSEPUR",480,371,0,851,276,181,0,457,122,0,213,48,182,2,0,1,0,1,0,1,3,0,6,457
142,"P P BAUSIYA",625,491,0,1116,441,285,0,726,706,0,574,4,144,0,0,0,0,0,0,1,2,0,1,726
143,"P P BIRAHIMPUR",426,308,0,734,250,195,0,445,4,0,52,135,238,2,1,1,0,0,0,2,5,3,6,445
144,"P P JAADEPURWA",255,197,0,452,168,140,0,308,3,0,80,68,150,3,0,0,1,0,1,0,0,1,4,308
145,"P P ALI NAGER",329,252,0,581,217,147,0,364,64,0,178,42,133,2,0,0,0,1,0,0,6,0,2,364
146,"P P MOHADDI NAGAR",327,281,0,608,166,160,0,326,2,0,164,52,106,0,0,0,0,0,0,0,1,3,0,326
147,"P P BASWARI",236,170,0,406,123,77,0,200,49,0,170,10,18,0,0,0,1,0,0,0,1,0,0,200
148,"P P KHISAUNAPUR",234,173,0,407,102,112,0,214,49,0,142,0,60,2,0,0,0,0,0,1,2,0,7,214
149,"P P KAKARKUI",499,425,0,924,288,293,0,581,16,0,361,11,189,2,1,0,2,0,0,2,7,0,6,581
150,"P P KAKARKUI",507,404,0,911,307,227,0,534,230,0,248,91,189,1,0,1,0,0,0,2,0,1,1,534
151,"P P PURWA NAYAN MAJARE KHARAGPUR BILANDPUR",457,351,0,808,249,193,0,442,264,0,299,32,103,0,0,0,0,0,1,0,4,0,3,442
152,"P P BILANDPUR",439,302,0,741,223,184,0,407,407,0,206,62,126,1,1,0,0,1,0,1,3,1,5,407
153,"P P DHAKAPURWA",229,177,0,406,176,143,0,319,265,0,72,2,236,1,1,1,0,0,1,0,1,2,2,319
154,"P P KHARAGPUR BILANDPUR",378,306,0,684,246,191,0,437,182,0,99,10,317,3,0,0,0,0,0,0,3,2,3,437
155,"P P UDAIPUR",248,199,0,447,208,169,0,377,17,0,110,5,254,0,1,0,0,0,0,2,2,1,2,377
156,"P P PURWADANI",295,216,0,511,179,139,0,318,258,0,117,4,175,1,0,0,1,0,1,1,8,2,8,318
157,"P P PHULPUR",403,317,0,720,255,232,0,487,87,0,303,21,152,1,0,0,0,1,0,1,3,0,5,487
158,"P P GOPALPUR",384,326,0,710,283,222,0,505,7,0,81,2,410,3,0,0,0,0,1,1,3,0,4,505
159,"P P GHAPURA",243,244,0,487,131,119,0,250,12,0,81,55,111,1,0,0,0,0,0,0,0,1,1,250
160,"P P RAJPUR",660,558,0,1218,377,299,0,676,14,0,305,55,292,4,1,0,0,1,2,4,7,2,3,676
161,"P P NIZAMPUR",407,316,0,723,191,165,0,356,65,0,102,5,238,1,0,1,0,0,1,3,3,1,1,356
162,"P P JALALPUR",294,256,0,550,210,178,0,388,5,0,84,7,285,2,2,0,0,0,0,1,4,0,3,388
163,"P P ALAMSHAH KA PURWA",347,266,0,613,221,189,0,410,3,0,195,15,0,193,4,0,0,0,0,1,0,1,1,410
164,"BARAT GHAR NAGALA BAKHS",189,147,0,336,116,89,0,205,75,0,48,76,79,1,0,0,1,0,0,0,0,0,0,205
165,"P P BIHARIPUR",369,291,0,660,204,171,0,375,180,0,63,40,261,1,1,0,0,1,0,0,2,2,4,375
166,"P P KANSUA",336,290,0,626,198,155,0,353,10,0,83,4,252,0,0,1,0,0,0,0,2,7,4,353
167,"P P NAGALA DANUA",439,353,0,792,283,215,0,498,13,0,271,49,173,1,0,0,0,0,0,0,1,1,2,498
168,"P P AADAMPUR UMMED",361,262,0,623,328,220,0,548,20,464,464,38,38,0,0,0,0,1,0,0,1,0,6,548
169,"P P UDAITPUR",440,319,1,760,247,206,0,453,66,0,206,6,228,3,0,0,0,1,1,0,1,5,2,453
170,"P P KUNWARPUR KASHIDEEN",433,353,0,786,189,156,0,345,31,0,75,54,211,2,1,0,0,0,0,0,0,0,2,345
171,"P P CHIKANPUR",194,179,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"P P TARIND",457,394,0,851,272,203,0,475,425,0,188,9,258,5,0,0,1,0,0,0,8,1,5,475
173,"P P GIRL TARIND",605,465,0,1070,335,233,0,568,9,0,176,83,302,0,0,0,0,0,0,1,2,2,2,568
174,"P P CHAPUNNA",453,378,0,831,244,221,0,465,5,0,143,68,249,0,0,0,1,0,0,0,1,1,2,465
175,"P P NAGALA CHAUDHARI",295,234,0,529,126,106,0,232,232,0,53,4,174,0,0,0,0,0,0,0,1,0,0,232
176,"P P NAGARIYA LALSHAH",184,165,0,349,147,136,0,283,147,0,22,19,239,0,1,0,0,0,0,1,1,0,0,283
177,"P P JARIHAPUR NORTH PART",540,426,0,966,321,198,0,519,297,0,292,58,155,0,0,0,0,0,1,1,3,1,8,519
178,"P.P RERI",237,221,0,458,120,103,0,223,22,0,51,17,153,2,0,0,0,0,0,0,0,0,0,223
179,"P P JARIHAPUR SOUTH PART",326,257,0,583,182,147,0,329,16,0,179,14,132,1,0,0,0,0,0,0,2,1,0,329
180,"P P RAJPUR KARNA",499,417,0,916,328,277,0,605,168,0,425,13,147,1,0,0,0,1,1,4,7,1,5,605
181,"P P RAMPUR",657,500,0,1157,404,233,0,637,205,0,167,26,432,7,0,0,1,0,0,0,0,1,3,637
182,"P P ARUHO NORTH PART",576,463,0,1039,434,334,0,768,58,0,49,38,663,7,0,0,1,0,0,2,4,0,4,768
183,"BARAT GHAR NAGARIYA JALIMGHANJ",233,174,0,407,113,99,0,212,18,0,36,97,77,1,0,0,0,0,0,0,0,1,0,212
184,"P P KARRI",583,458,0,1041,339,293,0,632,50,0,213,146,250,4,0,0,0,0,0,1,7,2,9,632
185,"P P LUKHARIY",589,430,0,1019,511,316,0,827,675,0,670,4,138,1,1,0,0,2,0,0,5,4,2,827
186,"P P AIRAHO",600,460,0,1060,534,237,0,771,534,0,567,44,149,4,0,1,1,0,0,2,2,0,1,771
187,"P P ERAHO",386,311,0,697,238,189,0,427,86,0,117,44,254,1,0,0,0,1,1,1,6,1,1,427
188,"P P SARGAULI",449,344,0,793,283,245,0,528,28,0,265,20,238,1,0,0,0,0,0,1,2,0,1,528
189,"P P AADAMPUR MAKHAN",258,189,0,447,129,109,0,238,10,0,34,6,185,4,0,0,1,0,1,0,4,0,3,238
190,"P P SUKHSENPUR",444,376,0,820,302,171,0,473,73,0,337,36,90,0,0,0,1,0,0,0,2,2,5,473
191,"P P DEHKAPURWA",486,353,0,839,222,189,0,411,11,0,43,18,329,4,0,0,1,0,0,0,4,1,11,411
192,"P P JABARPUR",319,285,0,604,170,118,0,288,189,0,59,5,219,2,0,0,1,0,0,1,0,0,1,288
193,"J H SCHOOL MUTEPURWA",211,173,1,385,176,130,0,306,206,0,182,17,105,0,0,0,0,0,0,0,0,0,2,306
194,"P P GADE KA PURWA",476,394,0,870,253,179,0,432,22,0,134,75,210,2,0,0,0,1,1,2,3,2,2,432
195,"P P NARAYANPURWA",292,197,0,489,142,76,0,218,21,0,53,13,151,1,0,0,0,0,0,0,0,0,0,218
196,"P P UMRIPUR",385,268,0,653,232,164,0,396,6,0,185,49,156,1,0,0,0,0,0,1,4,0,0,396
197,"P P RIHUA",247,184,0,431,164,108,0,272,1,0,39,53,178,1,0,0,0,0,0,0,0,0,1,272
198,"P P JOGANIPURWA",367,340,0,707,234,212,0,446,8,0,105,3,331,1,0,0,1,1,0,1,1,0,2,446
199,"P P JOGANIPURWA",353,291,0,644,182,105,0,287,237,0,133,12,132,1,0,0,0,0,0,1,2,0,6,287
200,"P P SAKATPUR",540,417,0,957,328,258,0,586,30,0,307,24,246,5,0,0,0,0,0,0,1,0,3,586
201,"P.S. SADIKPUR",215,170,0,385,195,155,0,350,6,0,339,1,10,0,0,0,0,0,0,0,0,0,0,350
