"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
410,"P P HARAIPUR",389,288,0,677,213,169,0,382,5,0,74,195,87,4,3,0,1,3,1,1,5,2,6,382
411,"P P HARAIPUR",322,230,0,552,218,137,0,355,355,0,171,134,42,0,1,0,0,0,0,0,3,3,1,355
412,"J.H.SCHOOL KHAIR NAGER EAST PART",703,511,0,1214,416,258,0,674,671,0,248,24,388,1,1,1,0,2,1,1,3,2,2,674
413,"BARATGHAR SUMERPUR",276,215,0,491,207,168,0,375,75,0,42,52,275,1,0,0,0,0,1,0,3,0,1,375
414,"J .H.SCHOOL KHAIR NAGER WEST PART",768,567,0,1335,453,325,0,778,28,0,265,196,286,4,0,1,0,1,1,4,9,1,10,778
415,"GIRLS P P KHAIR NAGER",337,282,0,619,206,163,0,369,26,0,166,106,92,1,1,0,0,0,0,1,0,2,0,369
416,"P P MATKEPURWA",497,385,0,882,339,282,0,621,110,0,180,5,422,3,1,1,2,0,3,0,2,0,2,621
417,"P P MALGAWAN",531,400,0,931,315,206,0,521,200,0,310,43,155,3,1,0,0,1,0,1,3,0,4,521
418,"PANCHAYAT GHAR MALGAI",454,356,0,810,315,264,0,579,149,0,534,26,16,1,0,0,0,0,0,0,1,1,0,579
419,"P P AMRATPURWA KAREEM NAGER",608,491,0,1099,416,344,0,760,304,0,187,5,553,2,0,0,1,1,0,6,2,0,3,760
420,"P P CHANDIYAPUR",404,336,0,740,299,232,0,531,52,0,83,2,439,1,1,0,0,0,0,1,4,0,0,531
421,"P P JHABRA",235,190,0,425,185,153,0,338,14,0,11,1,316,1,0,0,0,0,0,1,3,0,5,338
422,"P.P JARIYAN",659,501,0,1160,498,385,0,883,84,0,83,76,703,3,2,0,2,1,2,1,4,2,4,883
423,"DEENANATH INTER COLLEGE TIRWA",747,608,0,1355,412,380,0,792,590,0,237,90,443,6,0,0,0,0,0,1,6,1,8,792
424,"D.N.INTER COLLAGE TIRWA ROOM-1",461,378,0,839,234,206,0,440,435,0,117,196,117,0,0,0,0,0,1,4,5,0,0,440
425,"D.N.I.COLLAGE TIRWA ROOM NO.2",473,400,0,873,240,199,0,439,349,0,185,122,124,0,0,0,0,0,1,1,2,2,2,439
426,"J.H.SCHOOL TIRWA",554,493,0,1047,398,324,0,722,160,0,435,9,266,6,0,1,0,0,0,1,0,0,4,722
427,"P P TIRWA",462,399,0,861,330,240,0,570,12,0,418,5,137,4,0,0,0,0,1,0,1,1,3,570
428,"K.I.COLLAGE TIRWA GANJ ROOM NO. 1",610,501,0,1111,347,256,0,603,479,0,238,1,350,6,0,0,0,0,0,0,4,1,3,603
429,"K.I.COLLAGE TIRWA GANJ ROOM NO.2",798,629,0,1427,472,364,0,836,36,0,286,2,533,7,0,0,0,0,0,1,3,1,3,836
430,"P P TIRWA ROOM NO.1",434,378,0,812,269,210,0,479,313,0,275,15,181,3,1,0,0,1,0,1,1,1,0,479
431,"P P GIRLS TIRWA ROOM NO.4",683,590,0,1273,340,280,0,620,315,0,337,65,203,2,2,0,0,2,0,0,1,2,6,620
432,"P P TIRWA ROOM NO.2",602,506,0,1108,373,302,0,675,63,0,152,231,275,3,0,1,0,1,0,1,4,2,5,675
433,"P P TIRWA ROOM NO.3",753,607,0,1360,389,310,0,699,677,0,230,17,438,7,0,2,1,0,0,0,3,0,1,699
434,"K.I.COLLAGE TIRWA GANJ ROOM NO.1",521,469,0,990,374,260,0,634,627,0,180,2,450,0,0,0,0,0,0,0,0,0,2,634
435,"K.I.COLLAGE TIRWA GANJ ROOM NO.1",637,547,0,1184,377,309,0,686,14,0,248,13,403,1,0,2,1,0,3,3,2,3,7,686
436,"D.N.I.COLLAGE TIRWA ROOM NO.2",654,548,0,1202,354,287,0,641,620,0,234,18,364,6,0,0,0,1,2,4,5,1,6,641
437,"D.N.I.COLLAGE TIRWAGANJ ROOM NO.3",398,330,0,728,292,233,0,525,426,0,292,28,200,1,0,0,0,0,2,1,1,0,0,525
438,"D.N.I.COLLAGE TIRWAGANJ ROOM NO.5",548,390,0,938,269,188,0,457,429,0,236,12,200,0,0,1,0,0,0,1,3,2,2,457
439,"D.N.I.COLLAGE TIRWAGANJ ROOM NO.4",641,544,0,1185,391,324,0,715,24,0,319,39,343,6,0,0,1,0,0,2,1,1,3,715
440,"P P BARUHAAR",836,599,0,1435,676,470,0,1146,211,0,97,73,942,4,2,0,0,2,0,3,11,2,10,1146
441,"P P NAURANGPUR NAGARIYA",362,292,0,654,253,217,0,470,15,0,151,13,277,3,4,0,0,0,0,12,4,1,5,470
442,"P P TUSAWARI",385,279,0,664,280,196,0,476,11,0,77,11,377,2,0,1,1,0,2,0,3,0,2,476
443,"P.P SOUTH SIDE PTTI",466,410,0,876,390,293,0,683,29,0,59,5,603,6,0,0,0,0,0,0,3,0,7,683
444,"BABA DHANIRAM U.P.P BAHADURPUR",244,196,0,440,181,127,0,308,4,0,57,0,245,1,0,0,0,1,0,2,0,1,1,308
445,"B.D.R.H.S.SCHOOL BAHADURPUR",509,415,0,924,413,316,0,729,67,0,61,86,576,0,0,0,0,0,0,0,3,0,3,729
446,"P P NUNARI",611,384,0,995,572,334,0,906,11,0,698,6,196,3,0,0,0,0,0,1,1,0,1,906
