"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJIT SINGH","2 - GHULAM MOHAMMED","3 - PRASHANT CHAUDHRI","4 - DR. SATYA PAL SINGH","5 - ANIL KUMAR","6 - KRISHAN PAL","7 - YUNUSH","8 - SOMENDAR DHAKA","9 - AJAY PAL","10 - ARVIND","11 - JAIVINDRA KUMAR","12 - NISHANT","13 - RUKSANA","14 - SUBHASH CHAND KASHYAP","15 - None of the Above","Total Votes Secured"
64,"PRIMARY PATHSHALA NO1 ROOM NO1 BASOUD",939,739,0,1678,629,482,0,1111,1111,0,32,887,96,59,2,0,0,0,0,1,2,3,5,10,14,1111
65,"PRIMARY PATHSHALA NO1 ROOM NO 2 BASOUD",948,603,0,1551,752,411,0,1163,1163,0,39,1036,36,41,1,0,0,2,0,0,1,1,0,2,4,1163
66,"PRIMARY PATHSHALA UTTAR GOSPUR",722,501,0,1223,486,456,0,942,142,0,12,910,6,6,0,0,0,2,0,0,0,1,0,2,3,942
67,"PRIMARY PATHSHALA DAKSHIN GOSPUR",634,504,0,1138,595,308,0,903,903,0,8,685,154,53,1,0,0,0,0,0,1,0,0,1,0,903
68,"PRIMARY PATHSHALA FATEHPUR",595,471,0,1066,360,299,0,659,1,0,46,2,210,382,4,2,0,0,0,0,2,6,1,1,3,659
69,"JUNIAR HIGH SCHOOL EAST BILOCHPURA",632,504,0,1136,353,258,0,611,600,0,107,321,156,19,2,0,1,0,0,2,0,0,0,2,1,611
70,"JUNIAR HIGH SCHOOL PASCHIM BILOCHPURA",830,618,0,1448,556,422,0,978,899,0,16,560,80,291,6,0,0,0,1,0,5,6,0,7,6,978
71,"PRIMARY PATHSHALA EAST BILOCHPURA",572,455,0,1027,398,293,0,691,690,0,47,513,10,106,5,0,0,0,0,2,0,1,2,3,2,691
72,"PRIMARY PATHSHALA PASCHIM BILOCHPURA",616,498,0,1114,450,322,0,772,766,0,29,369,12,350,3,0,0,0,0,2,2,1,0,1,3,772
73,"PRIMARY PATHSHALA  UTTAR KHINDODA",446,310,0,756,273,199,0,472,449,0,98,9,177,181,2,1,0,0,0,1,2,0,1,0,0,472
74,"PRIMARY PATHSHALA DAKSHIN KHINDODA",638,477,0,1115,376,270,0,646,643,0,24,138,88,391,1,0,0,0,0,0,1,1,0,2,0,646
75,"M.K. PRIMARY PATHSHALA KHINDODA",390,269,1,660,282,193,0,475,475,0,25,89,75,271,4,0,1,0,0,0,4,2,3,0,1,475
76,"PRIMARY PATHSHALA RAMNAGAR",655,520,0,1175,507,343,0,850,850,0,12,71,91,661,4,0,0,1,0,0,2,3,2,2,1,850
77,"PRIMARY PATHSHALA ROOM NO 1 TILPANI",573,454,0,1027,390,369,0,759,655,0,16,708,26,2,0,0,1,0,0,0,0,1,0,4,1,759
78,"PRIMARY PATHSHALA ROOM NO2 TILPANI",296,221,0,517,243,183,0,426,326,0,10,362,41,6,0,0,0,0,0,0,0,0,0,3,4,426
79,"PRIMARY PATHSHALA BARSIA",573,439,1,1013,464,278,0,742,742,0,9,390,207,110,6,0,0,0,1,1,4,3,3,2,6,742
80,"PRIMARY PATHSHALA LUHARA",798,632,0,1430,587,434,0,1021,1021,0,49,309,3,638,5,0,0,4,0,1,9,2,0,0,1,1021
81,"GODAMSAHKARI SAMITI ROOM NO 1 LUHARA",542,408,0,950,332,275,0,607,10,0,72,508,5,14,1,0,0,0,0,0,1,1,1,1,3,607
82,"GODAM SAHKARI SAMITI ROOM NO 2 LUHARA",484,322,0,806,284,215,0,499,478,0,96,181,166,43,2,0,1,0,0,1,2,1,4,1,1,499
83,"SHEEL CHAND INTER COLLEGE UTTER AMINAGAR SARAI",608,493,0,1101,399,320,0,719,719,0,76,265,3,367,0,2,0,0,0,0,2,1,0,0,3,719
84,"SHEEL CHAND INTER COLLEGE MADHYA  AMINAGAR SARAI",606,459,0,1065,435,288,0,723,719,0,79,73,16,532,1,3,0,2,0,1,8,4,0,1,3,723
85,"SHEEL CHAND INTER COLLEGE MADHYA BAGH AMINAGAR SARAI",689,569,0,1258,549,409,0,958,958,0,69,34,19,823,0,0,0,1,0,0,2,2,1,2,5,958
86,"SHEEL CHAND INTER COLLEGE DAKSHIN BAGH AMINAGAR SARAI",549,433,0,982,439,319,0,758,758,0,11,138,279,316,2,0,0,1,0,0,1,2,2,4,2,758
87,"PURV MADHYMIK VIDHYLAY UTTAR ROOM NO 1 AVINAGAR SARAI",514,486,1,1001,413,340,0,753,743,0,33,505,109,65,26,0,0,0,1,0,1,2,2,4,5,753
88,"PURV MADHYMIK VIDHYLAY UTTAR ROOM NO 2 AVINAGAR SARAI",326,299,0,625,237,216,0,453,3,0,18,353,31,40,7,0,0,1,0,1,0,0,0,0,2,453
89,"PURV MADHYMIK VIDHYLAY DAKSHIN  AVINAGAR SARAI",598,522,0,1120,421,354,0,775,630,0,30,334,15,370,18,0,0,4,0,1,0,0,0,1,2,775
90,"PRIMARY PATHSHALA PUTHAD",891,677,0,1568,529,411,0,940,764,0,55,487,87,295,2,0,0,10,0,0,1,0,1,1,1,940
91,"PRIMARY PATHSHALA EAST SADBHAR",481,371,0,852,311,231,0,542,542,0,17,122,11,381,1,0,1,1,0,0,2,1,1,1,3,542
92,"PRIMARY PATHSHALA PASCHIM SADBHAR",494,365,0,859,317,217,0,534,530,0,4,216,49,256,0,1,1,1,0,0,1,1,0,1,3,534
93,"PRIMARY PATHSHALA NO 2 UTTAR SADBHAR",594,439,0,1033,376,274,0,650,540,0,6,241,10,158,230,0,1,0,1,0,0,0,0,3,0,650
94,"PRIMARY PATHSHALA NO2 DAKSHIN SANAD BHAR",457,350,0,807,281,216,0,497,390,0,8,87,192,181,19,0,2,0,2,0,1,2,2,0,1,497
95,"NETAJI SUBHASH SMARK SCHOOL UTTAR BUDHSENI",623,486,0,1109,357,257,0,614,612,0,16,235,12,333,2,1,0,0,1,0,4,2,0,5,3,614
96,"NETAJI SUBHASH SMARK SCHOOL DAKSHIN BUDHSENI",561,450,0,1011,310,319,0,629,529,0,10,78,27,491,4,0,1,0,0,1,6,8,1,2,0,629
97,"PRIMARY PATHSHALA UTTAR MATANAT NAGAR",481,363,0,844,348,282,0,630,395,0,333,128,5,152,2,1,0,0,1,0,2,1,1,0,4,630
98,"PRIMARY PATHSHALA DAKSHIN MATANAT NAGAR",474,358,0,832,327,249,0,576,572,0,230,43,70,207,4,2,1,0,0,0,7,2,0,3,7,576
99,"JUNIAR HIGH SCHOOL MAVI KHURD",564,417,0,981,366,249,0,615,615,0,176,195,86,149,0,0,0,0,0,1,2,0,0,3,3,615
100,"PRIMARY PATHSHALA UTTAR PURA",563,420,0,983,460,303,0,763,590,0,503,44,1,200,0,2,0,2,0,1,2,1,0,0,7,763
101,"PRIMARY PATHSHALA DAKSHIN PURA",368,271,1,640,260,187,0,447,350,0,54,42,201,135,1,0,1,1,0,1,7,1,2,0,1,447
102,"PRIMARY PATHSHALA SHAHJAHANPUR TISHOTRA URF NAVADA",446,377,0,823,266,229,0,495,70,0,23,112,115,232,2,0,0,7,0,0,2,1,0,0,1,495
103,"PRIMARY PATHSHALA UTTAR HARIYA KHEDA",526,354,0,880,371,245,0,616,613,0,4,356,19,232,2,0,0,1,0,0,1,0,0,0,1,616
104,"PRIMARY PATHSHALA DAKSHIN HARIYA KHEDA",485,383,0,868,347,238,0,585,312,0,4,225,46,297,3,0,0,1,0,0,4,2,2,1,0,585
105,"SHRI KRISHNA INTER COLLEGE ROOM NO 1 AMIPUR BALENI",713,587,0,1300,429,333,0,762,500,0,11,200,82,448,2,1,1,1,0,0,10,0,1,3,2,762
106,"SHRI KRISHNA INTER COLLEGE ROOM NO 2 AMIPUR BALENI",606,515,0,1121,370,324,0,694,334,0,5,236,17,421,3,0,0,1,0,0,6,1,0,0,4,694
107,"SHRI KRISHNA INTER COLLEGE ROOM NO 3 AMIPUR BALENI",643,596,0,1239,404,382,0,786,784,0,13,335,49,376,2,0,0,4,0,0,2,2,0,0,3,786
108,"PRIMARY PATHSHALA BAKHRPUR BALINI",472,376,0,848,310,241,0,551,151,0,7,243,19,279,0,0,0,0,0,0,1,1,1,0,0,551
109,"SAMUDAYIK VIKAS CANDER BAKHRPUR BALENI",421,355,0,776,258,229,0,487,487,0,2,250,95,136,0,0,0,1,0,0,0,1,0,1,1,487
110,"PRIMARY PATHSHALA UTTAR HABIBPUR BALENI",407,347,0,754,253,202,0,455,364,0,10,215,79,142,1,0,0,2,1,1,3,1,0,0,0,455
111,"PRIMARY PATHSHALA DAKSHIN HABIBPUR NANGLA",531,391,0,922,319,241,0,560,460,0,5,169,221,153,0,0,0,2,0,0,4,0,2,1,3,560
112,"PRIMARY PATHSHALA NO 1 SINGHAWLI AHIR",726,558,0,1284,475,331,0,806,16,0,5,408,7,364,4,0,0,13,0,0,4,0,0,0,1,806
113,"DHRAMSHALA MADYA SINGHAWLI AHIR",393,313,0,706,284,214,0,498,27,0,17,301,6,166,3,0,0,1,0,1,1,0,0,1,1,498
114,"DHRAMSHALA MADYA SINGHAWLI AHIR",421,332,0,753,305,228,0,533,530,0,4,362,12,149,0,1,0,3,0,0,0,0,0,0,2,533
115,"DHRAMSHALA DAKSHIN SINGHAWLI AHIR",548,434,0,982,362,275,0,637,37,0,11,360,8,245,0,1,0,3,0,0,4,2,2,1,0,637
116,"DHRAMSHALA DAKSHIN SINGHAWLI AHIR",391,317,0,708,278,198,0,476,34,0,4,301,1,166,0,0,0,0,0,1,1,0,1,1,0,476
117,"PRIMARY PATHSHALA NO 2 SINGHAWLI AHIR",600,471,0,1071,416,302,0,718,633,0,1,61,320,329,0,1,0,4,0,0,1,1,0,0,0,718
118,"PRIMARY PATHSHALA SHOBHAPUR MAJRA HISAWDA",463,349,0,812,309,248,0,557,557,0,14,7,115,418,0,0,0,0,0,0,1,0,0,0,2,557
119,"HARIJAN CHOPAL HISAWDA",796,651,2,1449,467,450,0,917,912,0,91,44,261,477,4,0,0,2,2,2,7,6,9,5,7,917
120,"PRIMARY PATHSHALA EAST HISAWDA",628,464,0,1092,434,250,0,684,684,0,352,34,1,286,0,0,0,1,1,1,3,2,1,0,2,684
121,"PRIMARY PATHSHALA PASCHIM HISAWDA",751,634,0,1385,528,411,0,939,449,0,229,210,24,447,3,1,0,1,0,2,9,8,0,3,2,939
122,"PRIMARY PATHSHALA RATANPURI",202,157,0,359,139,114,0,253,220,0,2,9,25,215,0,0,0,0,0,0,0,2,0,0,0,253
123,"NEHRU SMARK INTER COLLEGE UTTAR PILANA",637,476,0,1113,454,290,0,744,733,0,8,79,218,407,0,0,0,0,0,4,10,5,7,3,3,744
124,"NEHRU SMARK INTER COLLEGE DAKSHIN PILANA",458,360,0,818,313,240,0,553,552,0,5,11,23,505,0,0,0,2,0,0,5,1,0,0,1,553
125,"PRIMARY PATHSHALA UTTAR PILANA",432,350,0,782,307,234,0,541,511,0,8,89,33,406,2,0,0,0,0,1,0,1,0,1,0,541
126,"PRIMARY PATHSHALA DAKSHIN PILANA",649,488,0,1137,340,256,0,596,584,0,14,100,36,440,4,0,0,1,0,0,1,0,0,0,0,596
127,"PRIMARY PATHSHALA UTTAR RASULPUR SANKALPUTTHI",583,426,0,1009,399,271,0,670,550,0,343,50,27,225,7,0,0,2,1,1,4,5,1,0,4,670
128,"PRIMARY PATHSHALA DAKSHIN RASULPUR SANKALPUTTHI",519,348,0,867,391,257,0,648,633,0,491,3,84,63,0,1,0,0,0,0,0,0,2,0,4,648
129,"PRIMARY PATHSHALA ABDULLAPUR MEWLA",458,359,0,817,423,263,0,686,686,0,10,146,28,486,6,0,5,0,0,1,2,0,0,0,2,686
130,"PRIMARY PATHSHALA SIKHEEDA",616,470,0,1086,484,348,0,832,232,0,602,62,38,108,0,1,0,14,0,1,0,0,0,0,6,832
131,"PRIMARY PATHSHALA PATOULI",316,232,0,548,231,142,0,373,6,0,255,25,11,79,0,0,0,2,0,0,0,0,0,0,1,373
132,"PRIMARY PATHSHALA DOLATPUR",573,431,1,1005,367,287,0,654,154,0,9,246,158,216,9,1,0,0,0,0,0,4,1,5,5,654
133,"JUNIOR HIGH SCHOOL MURADGAON URF ROSHANGARH",687,516,0,1203,419,277,0,696,595,0,69,389,15,200,4,0,0,0,0,0,1,1,2,4,11,696
134,"JUNIOR HIGH SCHOOL MURADGAON URF ROSHANGARH",563,469,0,1032,396,352,0,748,18,0,12,273,82,346,1,0,2,4,3,2,9,4,2,3,5,748
135,"PRIMARY PATHSHALA SAIDPUR URF NATHMALPUR",284,257,0,541,211,188,0,399,399,0,302,1,2,81,0,0,0,10,0,0,0,1,0,0,2,399
136,"PRIMARY PATHSHALA MUKANDPUR OGTI",429,316,0,745,270,171,0,441,237,0,198,5,15,209,0,0,0,5,0,0,2,2,1,1,3,441
137,"ADARSH BHARTIYA CHANDRLAL U.M.V. LATIFPUR DATNAGAR",453,303,0,756,404,257,0,661,100,0,20,133,17,483,3,0,0,1,0,0,2,1,0,0,1,661
138,"PRIMARY PATHSHALA ROOM NO 1 LATIFPUR DUTT DATNAGAR",496,372,0,868,397,267,0,664,664,0,2,79,75,489,2,1,0,8,0,0,4,1,1,1,1,664
139,"PRIMARY PATHSHALA ROOM NO 2 LATIFPUR DUTT DATNAGAR",450,315,0,765,367,223,0,590,68,0,3,64,26,484,1,0,0,5,1,0,3,2,0,0,1,590
140,"PRIMARY PATHSHALA GHATOLI",769,637,0,1406,514,422,0,936,92,0,25,137,323,438,3,2,0,0,0,1,0,2,1,1,3,936
141,"DEV INTER COLLEGE UTTAR DOLCHA",761,672,0,1433,479,418,0,897,892,0,3,325,82,459,4,0,1,6,1,0,7,3,0,2,4,897
142,"DEV INTER COLLEGE DAKSHIN  DOLCHA",762,613,0,1375,436,424,0,860,620,0,22,342,136,353,0,0,0,2,0,0,3,2,0,0,0,860
143,"PRIMARY PATHSHALA DOLCHA",673,539,0,1212,442,304,0,746,733,0,16,396,25,287,0,1,0,3,0,3,6,2,1,2,4,746
144,"PRIMARY PATHSHALA NO 2 UTTAR MUKARI",518,349,0,867,367,221,0,588,563,0,12,3,19,537,2,0,0,0,0,1,8,3,0,1,2,588
145,"PRIMARY PATHSHALA NO 2 DAKSHIN MUKARI",517,378,0,895,328,223,0,551,200,0,13,139,110,281,0,0,0,1,0,2,0,0,2,2,1,551
146,"PRIMARY PATHSHALA MUKARI",471,351,0,822,331,221,0,552,531,0,31,82,53,368,4,1,0,1,0,1,3,3,0,0,5,552
147,"PRIMARY PATHSHALA HARSIYA",162,127,0,289,133,90,0,223,120,0,9,10,37,155,1,0,2,1,0,0,4,1,1,1,1,223
148,"PRIMARY PATHSHALA KAHRKA",718,529,0,1247,420,298,0,718,584,0,31,95,22,550,3,0,0,8,0,1,5,3,0,0,0,718
149,"HIGH SCHOOL EAST CHAMRAWAL",751,527,0,1278,439,277,0,716,26,0,74,39,74,504,2,1,0,2,0,0,6,5,1,1,7,716
150,"HIGH SCHOOL PASCHIM CHAMRAWAL",676,475,0,1151,474,270,0,744,500,0,100,59,177,395,3,1,0,1,1,0,5,0,1,0,1,744
151,"PRIMARY PATHSHALA KHASPUR",183,155,0,338,163,110,0,273,208,0,11,0,19,239,1,0,0,0,0,0,2,0,1,0,0,273
152,"PRIMARY PATHSHALA EAST PANCHI",745,572,0,1317,505,399,0,904,901,0,94,420,52,323,1,0,0,2,1,1,5,1,0,2,2,904
153,"PRIMARY PATHSHALA PASCHIM PANCHI",614,483,0,1097,430,366,0,796,795,0,22,468,0,297,1,0,0,1,0,1,3,0,0,1,2,796
154,"M.G.M.INTER COLLEGE MADHA DHIKOLI",623,420,0,1043,458,228,0,686,684,0,397,43,27,202,0,0,0,7,0,1,2,1,1,2,3,686
155,"M.G.M.INTER COLLEGE MADHA DHIKOLI",661,479,0,1140,454,311,0,765,765,0,424,75,10,217,1,0,0,20,0,0,4,0,3,2,9,765
