"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
46,"PRATHMIK VIDYALAY CHURK(STHIT GAANV)",830,605,0,1435,332,234,0,566,552,0,15,307,58,83,61,0,2,2,12,3,1,1,5,4,12,566
47,"JAY JYOTI U. MA. VI. CHURK R. NO.3",132,48,0,180,39,23,0,62,62,0,1,42,9,3,4,0,0,1,1,0,0,0,0,1,0,62
48,"JAY JYOTI U. MA. VI. CHURK R. NO.4",278,187,0,465,38,23,0,61,59,0,2,47,2,6,1,0,0,0,0,0,0,1,0,0,2,61
49,"JAY JYOTI U. MA. VI. CHURK R. NO.5",308,218,0,526,118,98,0,216,211,0,4,90,7,74,28,0,0,1,1,2,1,1,0,4,3,216
50,"PRATHMIK VIDYALAY ARAULI",894,724,0,1618,367,286,0,653,651,0,10,222,42,147,190,5,3,1,9,3,4,2,5,4,6,653
51,"PRATHMIK VIDYALAY HARHUA (PU.PA.)",412,315,0,727,167,129,0,296,229,0,3,117,9,16,135,3,0,0,3,0,5,0,1,3,1,296
52,"PRATHMIK VIDYALAY HARHUA(P. PA.)",532,425,0,957,251,161,0,412,270,0,12,190,60,38,100,1,1,0,5,0,1,0,1,1,2,412
53,"PRATHMIK VIDYALAY LASADA",583,481,0,1064,365,216,0,581,581,0,13,311,41,29,144,0,2,0,25,0,6,2,2,4,2,581
54,"PRATHMIK VIDYALAY AMAULI",266,210,0,476,190,155,0,345,25,0,4,81,19,26,193,0,2,0,9,1,0,3,0,1,6,345
55,"PRATHMIK VIDYALAY KHADEHARI (STHIT GRAM AKSHOR)",567,438,0,1005,363,262,0,625,625,0,13,305,124,81,80,1,6,1,9,0,1,1,1,1,1,625
56,"JUNIOR HIGH SCHOOL TARAWAN R.N0.1",717,567,0,1284,378,270,0,648,642,0,25,521,8,37,36,2,0,1,0,0,2,1,3,6,6,648
57,"JUNIOR HIGH SCHOOL TARAWAN, R.NO.-2",483,397,0,880,270,200,0,470,470,0,7,169,10,68,167,4,2,3,1,2,2,3,3,5,24,470
58,"PRATHMIK VIDYALAY KARARI",535,452,0,987,352,277,0,629,628,0,13,279,67,30,202,4,2,3,1,2,7,2,2,7,8,629
59,"PRATHMIK VIDYALAY LAKHANPURVA",264,219,0,483,158,119,0,277,277,0,9,130,27,6,93,1,0,0,1,0,4,1,2,1,2,277
60,"PRATHMIK VIDYALAY PARSAUTI",658,504,0,1162,364,248,0,612,497,0,13,200,132,102,127,2,2,2,2,2,5,3,9,6,5,612
61,"PRATHMIK VIDYALAY KAVARI",583,531,0,1114,351,282,0,633,211,0,10,333,54,25,169,5,0,1,13,2,2,2,5,5,7,633
62,"PRATHMIK VIDYALAY JIGINA",387,327,0,714,231,167,0,398,348,0,15,224,14,11,109,0,2,1,2,4,6,2,1,3,4,398
63,"PRATHMIK VIDYALAY RAMPUR",430,387,0,817,163,118,0,281,10,0,12,150,65,7,3,2,17,1,2,2,1,3,7,5,4,281
64,"PRATHMIK VIDYALAY MADKUDI",693,601,0,1294,376,297,0,673,666,0,27,197,66,189,59,10,5,12,4,7,10,7,22,10,48,673
65,"PRATHMIK VIDYALAY CHERUI",725,610,0,1335,453,363,0,816,813,0,53,282,57,247,106,6,10,7,3,2,2,28,5,4,4,816
66,"PRATHMIK VIDYALAY LAUVA",284,217,0,501,141,120,0,261,124,0,20,20,18,148,29,1,2,2,3,0,1,5,0,6,6,261
67,"PANCHAYAT BHAVAN  MAKARIVARI",421,352,0,773,267,255,0,522,522,0,49,102,28,188,109,6,4,5,6,4,5,3,5,5,3,522
68,"PRATHMIK VIDYALAY KARMAANV",483,401,0,884,301,236,0,537,155,0,11,297,26,44,116,4,2,1,7,1,5,2,2,6,13,537
69,"PRATHMIK VIDYALAY VAHERA",372,331,0,703,158,157,0,315,22,0,20,31,12,176,50,3,4,1,3,2,2,1,3,2,5,315
70,"PRATHMIK VIDYALAY PADARIKHURD",296,225,0,521,179,125,0,304,8,0,10,72,39,102,54,3,5,0,1,3,0,6,1,1,7,304
71,"PRATHMIK VIDYALAY BABURI",548,450,0,998,393,308,0,701,699,0,18,271,17,61,302,1,3,2,4,5,5,3,5,2,2,701
72,"PRATHMIK VIDYALAY KHAIRAHIKALA",447,346,0,793,242,185,0,427,427,0,13,295,5,41,49,4,0,1,2,0,2,4,5,3,3,427
73,"PRATHMIK VIDYALAY PARSAUNAKALA",615,503,0,1118,300,222,0,522,9,0,10,243,60,105,58,4,0,0,10,4,5,3,4,5,11,522
74,"PRATHMIK VIDYALAY SILTHARI",479,404,0,883,195,163,0,358,354,0,8,141,41,126,23,2,0,0,5,1,1,2,2,0,6,358
75,"PRATHMIK VIDYALAY NAROKHAR",634,521,0,1155,378,343,0,721,720,0,20,260,153,81,132,5,3,1,9,4,4,11,10,5,23,721
76,"PRATHMIK VIDYALAY AILKAR",375,362,0,737,290,226,0,516,516,0,16,251,63,12,91,0,0,0,74,2,2,2,3,0,0,516
77,"JU0 HA0  SCHOOL VIRDHI",853,757,0,1610,541,415,0,956,956,0,21,472,47,44,229,4,5,1,78,6,5,6,11,12,15,956
78,"PRATHMIK VIDYALAY NARKHORIYA",317,254,0,571,183,157,0,340,118,0,11,229,10,62,10,1,1,2,1,1,0,0,1,6,5,340
79,"PRATHMIK VIDYALAY SIDDHIKALA(PU. PA.)",742,595,0,1337,440,324,0,764,731,0,16,401,30,128,141,4,2,1,14,0,3,4,0,10,10,764
80,"PRATHMIK VIDYALAY BHARGAVA",401,327,0,728,178,129,0,307,1,0,8,181,15,58,12,0,0,1,20,1,0,0,2,1,8,307
81,"PRATHMIK VIDYALAY LAKHANVAR KHURD",293,259,0,552,190,152,0,342,126,0,4,218,31,44,28,0,2,2,1,1,0,1,4,2,4,342
82,"PRATHMIK VIDYALAY KUSUMHA(PU. PA.)",547,441,0,988,315,212,0,527,527,0,8,334,31,22,105,4,0,1,4,1,1,1,7,6,2,527
83,"PRATHMIK VIDYALAY KUSHMHA(P0 PA0)",684,560,0,1244,391,274,0,665,652,0,9,248,53,36,284,4,1,1,11,0,3,1,4,3,7,665
84,"PRATHMIK VIDYALAY KUSHAHAN (M.PA0)",396,332,0,728,250,197,0,447,304,0,5,197,24,38,155,3,0,0,7,2,2,3,2,3,6,447
85,"PRATHMIK VIDYALAY BACHAUDA(D. PA.)",594,492,0,1086,325,238,0,563,563,0,10,271,55,36,176,3,2,0,1,1,2,1,3,0,2,563
86,"PRATHMIK VIDYALAYA SEHUA",288,255,0,543,213,169,0,382,382,0,2,128,11,22,205,5,1,0,0,0,0,0,1,1,6,382
87,"PANCHAYAT BHAVAN DEVARI",577,556,0,1133,372,311,0,683,682,0,7,334,42,33,213,3,2,0,40,0,0,1,1,2,5,683
88,"PRATHMIK VIDYALAYA KURTHA",395,315,0,710,245,200,0,445,445,0,9,296,18,11,74,0,0,0,15,2,1,1,5,7,6,445
89,"PRATHMIK VIDYALAYA BHARKANA",402,350,0,752,252,196,0,448,446,0,13,115,110,15,179,1,0,0,2,1,1,5,3,1,2,448
90,"PRATHMIK VIDYALAYA PACHPEDIYA",307,282,0,589,177,154,0,331,330,0,5,174,54,16,70,0,0,1,0,0,3,2,1,2,3,331
91,"PRATHMIK VIDYALAYA PITHAURI",464,409,0,873,329,235,0,564,556,0,7,223,92,11,211,0,0,0,3,1,3,0,6,3,4,564
92,"PRATHMIK VIDYALAYA NIPANIYA",239,195,0,434,123,116,0,239,239,0,10,137,32,27,15,2,1,0,4,1,1,1,2,3,3,239
93,"PRATHMIK VIDYALAYA DHURIYA",448,366,0,814,262,227,0,489,489,0,3,306,28,6,114,1,1,1,1,4,6,2,4,2,10,489
94,"PRATHMIK VIDYALAYA TELANG",539,476,0,1015,320,244,0,564,252,0,14,133,144,21,216,3,2,1,1,1,2,1,8,3,14,564
95,"PRATHMIK VIDYALAYA KHUJJA",360,292,0,652,177,123,0,300,279,0,4,119,32,12,99,2,2,2,4,1,6,1,5,4,7,300
96,"PRATHMIK VIDYALAYA BHARSAHI",398,365,0,763,220,214,0,434,430,0,13,188,53,23,132,1,1,1,1,1,1,6,2,1,10,434
97,"PRATHMIK VIDYALAYA SARAI",766,687,0,1453,525,418,0,943,940,0,20,400,134,46,301,6,1,2,5,2,5,2,6,2,11,943
98,"PRATHMIK VIDYALAYA SANDI",338,270,0,608,201,152,0,353,268,0,5,203,13,10,101,0,4,0,0,0,4,1,2,3,7,353
99,"PRATHMIK VIDYALAYA SANDA",364,271,0,635,247,159,0,406,406,0,5,194,19,73,90,2,0,1,5,1,1,2,2,3,8,406
100,"PRATHMIK VIDYALAYA PURNA",677,612,0,1289,417,308,0,725,26,0,24,339,83,17,214,5,3,1,7,4,3,4,10,1,10,725
101,"PRATHMIK VIDYALAYA BELKHURI",397,323,0,720,279,208,0,487,474,0,11,200,26,37,191,2,2,1,1,2,4,0,4,1,5,487
102,"PRATHMIK VIDYALAYA URGAAI",440,388,0,828,302,242,0,544,37,0,11,349,57,5,93,0,0,1,11,1,1,1,3,3,8,544
103,"PRATHMIK VIDYALAYA CHATARA",482,402,0,884,233,294,0,527,191,0,11,282,12,13,187,0,0,1,4,1,5,2,1,2,6,527
104,"PRATHMIK VIDYALAYA KOTAS",401,376,0,777,276,228,0,504,355,0,10,306,47,28,87,0,1,0,3,2,3,2,6,5,4,504
105,"PRATHMIK VIDYALAYA BELAHI",655,573,0,1228,409,204,0,613,512,0,15,291,72,29,175,3,2,0,3,2,0,3,3,7,8,613
106,"PRATHMIK VIDYALAYA MAJHIDAD",302,287,0,589,186,167,0,353,351,0,6,181,18,33,78,5,2,1,4,1,2,4,5,6,7,353
107,"PURV MADHYAMIK VIDYALAYA MAJHIDAD",270,249,0,519,203,201,0,404,375,0,3,58,15,8,302,1,2,0,0,2,3,0,2,0,8,404
108,"PRATHMIK VIDYALAYA UNCHI KHURD",555,471,0,1026,352,319,0,671,671,0,8,263,69,16,277,2,5,0,4,0,4,3,7,5,8,671
109,"PRATHMIK VIDYALAY KICHAR",665,557,0,1222,396,304,0,700,677,0,17,419,50,19,161,2,5,1,12,1,3,1,4,1,4,700
110,"BELAUDI DAAK BANGALA",179,148,0,327,109,89,0,198,89,0,2,83,6,4,86,3,0,1,8,0,0,1,0,1,3,198
111,"PRATHMIK PATHSHALA CHAPAIL",375,370,0,745,256,237,0,493,410,0,18,183,17,14,241,2,1,0,7,2,2,1,3,2,0,493
112,"PRATHMIK VIDYALAY BARAIL",656,553,0,1209,412,311,0,723,723,0,8,366,135,22,136,4,2,2,9,1,3,4,7,7,17,723
113,"PRA0 VI0 TIYARAKALAN",231,205,0,436,159,131,0,290,290,0,2,118,9,5,133,3,14,1,1,0,3,0,0,0,1,290
114,"PRATHMIK VIDYALAY KASARI",603,481,0,1084,399,283,0,682,643,0,15,372,39,34,191,3,1,3,3,2,1,4,2,4,8,682
115,"PANCHAYAT BHAVAN JAGDISHPUR",270,246,0,516,222,182,0,404,404,0,10,212,28,9,121,0,1,1,4,1,4,2,3,2,6,404
116,"PRATHMIK VIDYALAY MAJHIGAVA",320,280,0,600,237,181,0,418,418,0,5,69,38,50,225,3,3,3,2,1,5,2,3,2,7,418
117,"PRATHMIK VIDYALAY LILARI",210,186,0,396,169,153,0,322,322,0,10,215,27,13,40,1,3,0,2,1,0,2,3,1,4,322
118,"PRATHMIK VIDYALAY BABHNIYAV",507,421,0,928,338,256,0,594,593,0,9,312,37,19,170,2,2,1,2,2,6,4,8,6,14,594
119,"PRATHMIK VIDYALAY BELGAAI",285,261,0,546,182,143,0,325,316,0,6,167,29,24,81,2,1,1,4,1,3,1,1,2,2,325
120,"PRATHMIK VIDYALAY THUBHIYAKALA",218,207,0,425,144,136,0,280,279,0,5,165,13,16,67,0,2,0,1,1,1,1,2,1,5,280
121,"PRATHMIK VIDYALAY SHIVPUR",520,420,0,940,226,181,0,407,300,0,5,90,93,39,159,5,4,2,0,2,3,0,2,0,3,407
122,"PRATHMIK VIDYALAY DHODARI",263,247,0,510,194,142,0,336,109,0,10,98,63,84,76,2,0,1,0,0,0,0,0,1,1,336
123,"PRATHMIK VIDYALAY JAIMOHARA",208,183,0,391,132,124,0,256,252,0,5,135,4,22,81,1,1,0,0,0,0,2,3,1,1,256
124,"PRATHMIK VIDYALAY KURANKALA",488,418,0,906,281,181,0,462,458,0,20,243,50,11,96,2,1,1,8,4,1,3,7,6,9,462
125,"PRATHMIK VIDYALAY RATHARA",291,261,0,552,181,139,0,320,320,0,3,76,16,6,197,4,3,3,0,1,0,3,2,1,5,320
126,"PRATHMIK VIDYALAY GURAUTIKALA",696,570,0,1266,475,388,0,863,858,0,24,364,92,131,191,4,0,0,6,3,11,5,7,11,14,863
127,"PRATHMIK VIDYALAY BANAULI",612,505,0,1117,349,283,0,632,484,0,25,350,40,27,150,2,1,0,3,3,1,2,6,4,18,632
128,"JUINIOR HIGH SCHOOL RAMGARH(PU. PA.)",904,697,0,1601,409,325,0,734,544,0,14,436,46,53,176,3,0,4,1,0,1,0,0,0,0,734
129,"JUINIOR HIGH SCHOOL RAMGARH(P. PA.)",757,646,0,1403,360,265,0,625,586,0,11,249,35,49,250,3,2,3,3,1,1,1,4,4,9,625
130,"PRATHMIK VIDYALAY RAMGARH(PU. PA.)",563,421,0,984,197,261,0,458,2,0,3,348,10,32,48,1,0,1,2,0,0,2,1,2,8,458
131,"PRATHMIK VIDYALAY RAMGARH(P. PA.)",256,206,0,462,142,116,0,258,135,0,3,113,62,7,53,2,0,0,4,1,1,2,5,1,4,258
132,"PRATHMIK VIDYALAY PACHOKHAR",536,443,0,979,318,241,0,559,439,0,4,227,67,12,237,0,0,0,4,0,3,0,4,0,1,559
133,"PRATHMIK VIDYALAY AHAI PU. PATTI",288,238,0,526,201,174,0,375,375,0,4,120,5,15,207,5,1,2,1,3,2,2,5,1,2,375
134,"PRATHMIK VIDYALAY KARAUDIYA",337,307,0,644,229,185,0,414,383,0,10,118,51,46,161,1,2,2,1,0,7,2,0,6,7,414
135,"PRATHMIK VIDYALAY RAIYAGOSAI",351,289,0,640,210,154,0,364,354,0,11,216,9,31,72,2,1,2,3,0,4,1,3,2,7,364
136,"PRATHMIK VIDYALAY BHUSAULIYA",344,323,0,667,209,190,0,399,18,0,9,160,21,103,91,2,1,1,6,1,0,0,2,0,2,399
137,"PRATHMIK VIDYALAY DUGAULIYA",339,293,0,632,218,215,0,433,287,0,16,300,21,13,54,3,3,0,9,1,0,1,1,4,7,433
138,"PRATHMIK VIDYALAY NEVARI",579,516,0,1095,368,301,0,669,580,0,25,417,46,56,93,3,2,2,2,1,0,3,7,1,11,669
139,"PRATHMIK VIDYALAY DOMARIYA(U.PA.)",435,378,0,813,298,241,0,539,537,0,14,295,48,120,34,0,1,0,5,2,1,1,8,4,6,539
140,"PRATHMIK VIDYALAY DOMARIYA(D. PA.)",365,325,0,690,235,213,0,448,270,0,12,170,36,79,132,5,1,1,2,0,1,1,3,0,5,448
141,"PRATHMIK VIDYALAY GIRIYA",652,558,0,1210,352,316,0,668,601,0,19,333,26,53,201,3,2,3,1,3,7,3,4,2,8,668
142,"PRATHMIK VIDYALAY PADARIKALA(U.PA.)",467,398,0,865,263,215,0,478,465,0,25,214,83,24,108,0,1,1,2,1,5,3,3,2,6,478
143,"PRATHMIK VIDYALAY PADARIKALA(D.PA.)",382,348,0,730,227,205,0,432,354,0,6,157,41,25,174,3,1,1,0,0,7,2,3,2,10,432
144,"PRATHMIK VIDYALAY LEDUA",718,653,0,1371,487,446,0,933,927,0,32,417,32,295,98,4,4,2,4,1,5,0,13,10,16,933
145,"JU. HA. SCHOOL SILTHAM(P.PA.)",608,512,0,1120,338,334,0,672,430,0,30,301,177,59,42,3,3,1,4,2,2,5,8,14,21,672
146,"JU0 HA0 SCHOOL SILTHAM(DI. PA.)",591,433,0,1024,249,223,0,472,152,0,25,153,43,156,44,3,3,5,0,1,5,5,6,4,19,472
147,"PRATHMIK VIDYALAY SODHA",755,614,0,1369,387,311,0,698,636,0,20,316,123,78,95,1,5,3,2,5,6,8,10,8,18,698
148,"JUNIOR HIGH SCHOOL SODHA",837,638,0,1475,391,347,0,738,738,0,19,204,158,241,36,7,3,2,1,4,7,11,8,11,26,738
149,"PRATHMIK VIDYALAY RAGHUNATHPUR",490,429,0,919,278,240,0,518,518,0,9,201,126,64,64,2,0,3,3,1,0,34,4,3,4,518
150,"PRATHMIK VIDYALAY MAUKALA",512,406,0,918,323,222,0,545,493,0,17,147,151,33,146,5,4,4,2,5,5,10,6,5,5,545
151,"PRATHMIK VIDYALAY DHARMDASHPUR",579,515,0,1094,370,319,0,689,87,0,18,201,206,86,163,2,4,0,0,1,2,0,1,3,2,689
152,"PRATHMIK VIDYALAY BHIKHAMPUR",783,724,0,1507,413,388,0,801,249,0,42,313,105,146,79,9,3,3,7,6,5,11,15,13,44,801
153,"PRATHMIK VIDYALAY PATANA (P. PA.)",497,391,0,888,274,284,0,558,558,0,18,313,51,60,28,4,2,2,1,3,4,12,12,12,36,558
154,"PRATHMIK VIDYALAY PATANA(DI. PA.)",403,344,0,747,230,223,0,453,453,0,8,113,102,27,180,3,1,0,2,1,0,6,3,1,6,453
155,"PRATHMIK PATHSHALA KARVANIYA",624,504,0,1128,337,316,0,653,653,0,23,86,47,331,44,2,1,2,20,4,5,4,13,14,57,653
156,"PRATHMIK VIDYALAY DARAM",169,137,0,306,106,92,0,198,198,0,7,46,19,43,56,3,4,0,2,3,0,3,5,3,4,198
157,"PRATHMIK VIDYALAY KODAI",178,148,0,326,121,96,0,217,217,0,20,51,5,94,17,2,3,2,3,2,3,1,1,3,10,217
158,"PRATHMIK VIDYALAY PALHARI",480,421,0,901,176,236,0,412,408,0,21,161,12,18,114,5,6,5,4,4,7,13,11,10,21,412
159,"PRATHMIK VIDYALAY GADVAN",352,307,0,659,205,173,0,378,346,0,20,162,9,66,22,0,4,3,21,0,2,8,12,7,42,378
160,"PRATHMIK VIDYALAY RAMPUR",720,664,1,1385,319,375,0,694,648,0,26,257,55,219,62,9,7,3,11,5,4,8,5,8,15,694
161,"PRATHMIK VIDYALAY BAIJNATH",233,245,0,478,165,164,0,329,329,0,13,121,40,79,11,1,3,1,9,3,5,8,8,9,18,329
162,"PRATHMIK VIDYALAY NAAKO",479,418,0,897,300,229,0,529,529,0,10,267,30,30,167,3,1,0,3,1,3,5,3,3,3,529
163,"PRATHMIK VIDYALAY NAUDIHA",308,252,0,560,179,142,0,321,320,0,8,75,22,5,185,4,1,2,9,1,1,1,2,3,2,321
