"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
60,"NAGAR PALIKA PARISHAD K.U.M.V.SAMTHAR-5",431,366,0,797,266,193,0,459,459,0,33,8,375,34,0,1,1,2,0,1,1,3,459
61,"NAGAR PALIKA PARISHAD K.U.M.V.SAMTHAR-6",439,394,0,833,269,177,0,446,446,61,61,19,296,56,2,0,1,2,2,3,0,4,446
62,"MAHARAJA VEER SINGH G.I.C. SAMTHAR PART-1",451,393,0,844,299,252,0,551,551,0,48,320,112,55,2,0,2,1,1,2,3,5,551
63,"MAHARAJA VEER SINGH G.I.C. SAMTHAR PART-2",558,478,0,1036,355,263,0,618,618,0,57,57,325,154,4,1,0,9,2,1,0,8,618
64,"MAHARAJA VEER SINGH G.I.C. SAMTHAR PART-3",297,225,0,522,198,145,0,343,343,0,23,174,71,53,1,0,2,4,1,2,6,6,343
65,"MAHARAJA VEER SINGH G.I.C. SAMTHAR PART-4",467,419,0,886,242,221,0,463,463,0,43,44,180,173,3,2,1,1,5,0,4,7,463
66,"KARYALAY N.P.P. SAMTHAR",834,651,0,1485,479,319,0,798,798,0,80,70,463,147,3,2,11,7,3,2,3,7,798
67,"K.P.M.V. SAMTHAR",449,378,0,827,287,178,0,465,465,0,27,79,241,104,2,0,4,1,0,0,1,6,465
68,"NAVEEN KANYA P.V. SAMTHAR",519,455,0,974,285,229,0,514,514,0,65,43,223,156,0,0,4,5,3,3,7,5,514
69,"ADARSH P.V. SAMTHAR PART-1",452,387,0,839,300,232,0,532,532,0,88,39,288,110,1,0,0,0,1,1,3,1,532
70,"ADARSH P.V. SAMTHAR PART-2",468,412,0,880,321,241,0,562,562,0,42,22,311,178,2,0,1,0,0,2,1,3,562
71,"P.V. BAHADURPUR",462,397,0,859,331,277,0,608,608,0,91,218,226,56,1,0,0,0,1,1,6,8,608
72,"P.V. PAHADPURA STATE",553,478,0,1031,412,296,0,708,708,0,201,128,310,42,2,0,1,3,3,6,3,9,708
73,"P.V. BELMAKALA",365,348,0,713,270,201,0,471,471,0,109,83,229,28,2,1,1,3,2,6,2,5,471
74,"N.K.P.V. BANGRI",477,413,0,890,373,253,0,626,626,0,75,151,276,109,1,0,0,3,1,2,2,6,626
75,"P.V. CHIRGAON KHURD",741,609,0,1350,412,297,0,709,709,0,105,101,409,78,5,0,2,1,1,0,3,4,709
76,"P.V. DHAURKA",474,441,0,915,364,275,0,639,639,0,20,172,390,30,0,9,1,7,0,5,1,4,639
77,"P.V. GYARAEE",353,327,0,680,248,218,0,466,466,0,39,9,366,32,1,0,1,2,4,3,3,6,466
78,"P.V. KHILLI",474,402,0,876,286,228,0,514,514,0,217,160,101,9,0,16,2,1,0,1,1,6,514
79,"P.V. SIKANDARA",430,393,0,823,334,282,0,616,616,0,136,116,325,24,0,1,1,4,0,0,1,8,616
80,"P.V. BABAI",758,650,1,1409,516,350,0,866,866,0,83,121,523,85,5,1,4,9,7,2,6,20,866
81,"P.V. CHITGUAN",649,538,0,1187,504,373,0,877,877,0,207,129,458,60,3,0,2,3,1,3,1,10,877
82,"P.V. MADORAKHURD",737,664,0,1401,477,317,0,794,794,0,255,81,411,13,3,1,5,5,2,6,4,8,794
83,"P.V. PANARI",729,641,0,1370,495,396,0,891,891,0,207,222,391,22,3,1,2,9,5,4,6,19,891
84,"P.V. KAYALA",397,374,0,771,285,251,0,536,536,0,274,154,91,7,1,2,0,0,0,4,2,1,536
85,"P.V. AMRAUKH",778,678,0,1456,501,348,0,849,849,0,113,173,509,25,1,1,1,8,5,3,2,8,849
86,"P.V. AMRAUKH",594,502,0,1096,399,280,0,679,679,0,133,142,330,46,1,1,3,8,2,3,2,8,679
87,"P.V. BHUJOND",446,395,0,841,327,228,0,555,555,0,234,171,141,6,0,0,0,0,0,1,2,0,555
88,"P.V. AHRAULI",275,236,0,511,203,134,0,337,337,0,213,47,59,8,1,0,0,0,0,0,3,6,337
89,"P.V. JARHAKHURD",240,243,0,483,206,192,0,398,398,0,164,139,76,8,0,0,0,1,1,0,2,7,398
90,"P.V. AMGAON",728,585,0,1313,490,368,0,858,858,0,101,270,457,19,1,0,0,1,1,1,5,2,858
91,"P.V. MAHELUWA",319,286,0,605,232,194,0,426,426,0,81,267,62,6,1,0,1,1,0,0,2,5,426
92,"P.V. KADOORA",530,440,0,970,367,264,0,631,631,0,181,67,318,31,3,5,1,4,2,3,3,13,631
93,"P.V. MAGRAURA",298,266,0,564,207,166,0,373,373,0,49,75,236,5,2,0,0,0,0,0,0,6,373
94,"P.V. MAHUAKHERA",312,246,0,558,226,175,0,401,175,0,53,211,135,0,0,0,0,0,0,1,1,0,401
95,"P.V. BASOBAI",615,541,0,1156,438,367,0,805,805,0,208,159,379,32,2,1,0,5,2,4,3,10,805
96,"P.V. PACHOBAI",440,347,0,787,313,179,0,492,492,0,42,78,331,28,2,0,0,1,0,1,6,3,492
97,"P.V. DATAWALIKALA",647,549,0,1196,459,357,0,816,816,0,236,124,383,20,2,2,3,8,6,5,7,20,816
98,"P.V. ANGTHARI",179,158,0,337,139,114,0,253,253,0,52,43,133,22,0,0,0,3,0,0,0,0,253
99,"P.V. BELMA",674,551,0,1225,451,346,0,797,797,0,171,270,313,16,3,1,0,2,2,3,4,12,797
100,"KANYA P.V. BELMA",571,438,0,1009,410,246,0,656,656,0,163,24,424,12,1,2,0,9,6,6,0,9,656
101,"P.V. LAWAN",799,672,0,1471,431,262,0,693,693,0,298,110,254,14,2,0,0,2,3,1,3,6,693
102,"P.V. BUDAWALI",667,527,0,1194,532,340,0,872,872,0,824,6,36,5,0,0,0,0,0,0,1,0,872
103,"P.V. TODI",549,476,0,1025,371,241,0,612,612,0,397,91,101,11,0,0,1,2,0,1,0,8,612
104,"P.V. GULPURA",136,131,0,267,120,87,0,207,207,0,181,4,17,2,0,0,0,0,0,0,0,3,207
105,"P.V. SENA",583,500,0,1083,429,226,0,655,655,0,409,124,102,14,0,0,1,0,2,0,1,2,655
106,"P.V. PARAICHHA",130,104,0,234,90,66,0,156,156,0,114,1,36,1,0,0,1,1,1,0,1,0,156
107,"P.V. SILARI",161,149,0,310,111,39,0,150,150,0,87,19,39,0,1,1,0,1,0,0,0,2,150
108,"K.P.V. BAMHRAULI PART-1",741,633,0,1374,440,343,0,783,783,0,155,125,420,61,2,2,1,3,4,4,0,6,783
109,"P.V.BAMHRAULI PART-1",721,591,0,1312,404,315,0,719,719,0,180,79,299,129,2,0,2,5,2,2,3,16,719
110,"P.V. BAMHRAULI PART -2",853,676,0,1529,466,435,0,901,901,0,131,109,518,97,7,2,4,4,3,4,6,16,901
111,"P.V. TADA",405,339,0,744,312,230,0,542,542,0,387,34,116,3,0,0,0,0,0,0,0,2,542
112,"U.P.V. JAURA PART-1",605,510,0,1115,402,276,0,678,678,0,266,135,243,9,1,1,1,0,2,5,4,11,678
113,"P.V. JAURA",290,241,0,531,199,154,0,353,353,0,125,98,77,17,1,2,0,0,0,3,4,26,353
114,"P.V. AMKHERA",212,179,0,391,150,101,0,251,251,0,208,9,30,3,0,0,0,0,0,0,0,1,251
115,"K.C.P.I.C. MOTH PART-1",653,536,0,1189,387,271,0,658,658,0,123,37,455,31,1,1,2,2,0,1,1,4,658
116,"K.C.P.I.C. MOTH PART-2",480,415,0,895,304,215,0,519,519,0,103,101,273,28,0,0,1,2,1,4,0,6,519
117,"K.C.P.I.C. MOTH PART-3",403,330,0,733,219,162,0,381,381,0,60,21,280,13,0,0,2,1,0,0,0,4,381
118,"K.C.P.I.C. MOTH PART-4",460,374,0,834,274,177,0,451,451,0,160,25,246,10,0,0,0,2,0,0,2,6,451
119,"K.C.P.I.C. MOTH PART-5",522,400,0,922,287,210,0,497,497,0,219,58,125,79,0,0,3,2,1,1,1,8,497
120,"K.C.P.I.C. MOTH PART-6",438,388,0,826,250,192,0,442,442,0,156,80,143,53,2,0,0,2,0,1,1,4,442
121,"ADARSH INTER COLLAGE MOTH PART-1",395,350,0,745,254,214,0,468,468,0,169,8,246,26,0,2,0,5,0,5,0,7,468
122,"ADARSH INTER COLLAGE MOTH PART-2",237,218,0,455,161,125,0,286,286,0,62,5,186,21,0,0,1,2,0,2,2,5,286
123,"ADARSH INTER COLLAGE MOTH PART-3",332,268,0,600,209,160,0,369,369,0,128,67,143,22,1,0,3,2,0,0,1,2,369
124,"ADARSH INTER COLLAGE MOTH PART-4",470,396,0,866,311,240,0,551,551,0,151,32,307,44,0,1,2,1,1,5,1,6,551
125,"ADARSH INTER COLLAGE MOTH PART-5",553,493,0,1046,303,238,0,541,541,0,99,90,311,32,2,0,3,0,0,2,1,1,541
126,"ADARSH INTER COLLAGE MOTH PART-6",632,536,0,1168,355,298,0,653,653,0,93,204,278,61,0,2,3,3,0,2,0,7,653
127,"P.V BHAURAGHAT",555,521,0,1076,410,303,0,713,713,0,463,145,82,7,0,0,1,3,1,1,2,8,713
128,"P.V. SARAN",199,165,0,364,144,95,0,239,239,0,185,4,35,8,0,1,0,0,0,0,2,4,239
129,"P.V. IMILIYA",279,240,0,519,191,137,0,328,328,0,74,41,187,10,1,1,1,2,0,1,1,9,328
130,"P.V. KHIRIYAGHAT",466,416,0,882,322,242,0,564,564,0,324,43,163,11,0,1,0,3,1,3,4,11,564
131,"P.V. SAUJANA",296,244,0,540,223,150,0,373,373,0,209,57,66,19,2,4,0,2,2,0,1,11,373
132,"P.V. PATHARRA",354,275,0,629,253,144,0,397,397,0,165,53,148,18,0,0,0,2,1,4,1,5,397
133,"P.V BARTHARI",437,349,1,787,305,225,0,530,530,0,254,116,143,11,1,0,0,0,0,0,2,3,530
134,"KANYA P.V. NIMONIYA",360,319,0,679,240,169,0,409,409,0,89,82,215,7,1,4,0,2,1,1,1,6,409
135,"NAVEEN P.V. KUMHRAR",381,309,0,690,239,170,0,409,409,0,113,76,192,10,1,4,1,4,1,0,1,6,409
136,"J.H.S KUMHRAR",531,453,0,984,336,212,0,548,548,0,135,65,312,22,0,0,0,3,2,2,2,5,548
137,"P.V. ATARIYA",522,469,0,991,372,304,0,676,676,0,56,106,485,11,0,1,2,1,3,1,0,10,676
138,"P.V. PADARI",535,486,0,1021,390,339,0,729,729,0,59,224,398,10,0,10,1,6,2,3,5,11,729
139,"P.V. KHAJOORI",391,322,0,713,276,189,0,465,465,0,75,82,258,30,4,0,2,1,2,5,3,3,465
140,"P.V. BAMHROLI STATE",368,326,0,694,239,170,0,409,409,0,25,158,170,39,2,1,1,5,1,0,1,6,409
141,"P.V. KANDAUR",442,360,0,802,314,226,0,540,540,0,98,250,154,10,0,2,0,6,3,2,7,8,540
142,"P.V. SAURAI",349,326,0,675,220,150,0,370,370,0,111,50,134,58,1,0,2,1,0,3,2,8,370
143,"P.V. CHANDAR",218,213,0,431,162,124,0,286,286,0,60,61,146,4,0,1,0,1,0,4,2,7,286
144,"P.V. BAJHERA STATE",356,310,0,666,278,223,0,501,501,0,82,58,320,29,1,0,1,2,1,0,2,5,501
145,"P.V. PAHADPURA",148,116,0,264,81,65,0,146,146,0,119,18,7,0,0,0,0,0,0,0,0,2,146
146,"P.V. SIMIRIYA",616,488,0,1104,436,336,0,772,772,0,81,155,436,65,0,0,3,6,4,9,3,10,772
147,"P.V. PANDAURI",390,348,0,738,247,208,0,455,455,0,118,144,161,16,2,1,1,3,2,1,2,4,455
148,"P.V. DASNA",316,270,0,586,245,170,0,415,415,0,112,150,120,11,1,0,0,2,1,3,2,13,415
149,"P.V LADAWARA",408,349,0,757,282,194,0,476,476,0,41,83,320,9,1,0,1,7,1,2,1,10,476
150,"P.V. BIRGUAN",262,247,0,509,193,172,0,365,365,0,155,59,134,7,0,0,0,1,1,2,2,4,365
151,"KANYA P.V. SHAHJAHANPUR",603,457,0,1060,421,240,0,661,661,0,39,105,431,59,2,0,2,2,3,6,4,8,661
152,"P.V. SHAHJAHANPUR",574,549,0,1123,500,365,0,865,865,0,25,377,412,13,2,1,3,5,2,6,2,17,865
153,"P.V. PULGAHNA",508,449,0,957,374,291,0,665,665,0,67,174,369,30,3,0,0,4,5,1,4,8,665
154,"P.V. KHADAUA",423,376,0,799,315,245,0,560,560,0,48,159,324,9,2,0,1,3,0,6,0,8,560
155,"P.P PULIYA",692,582,0,1274,355,272,0,627,627,0,305,90,203,7,0,0,2,3,0,4,1,12,627
156,"P.V. BARNAYA",444,433,0,877,358,291,0,649,649,0,29,122,464,15,0,0,1,0,5,4,2,7,649
157,"P.V. BAJEETA",104,90,0,194,61,50,0,111,111,0,54,5,41,2,0,0,0,1,0,2,1,5,111
158,"P.V. JERA",208,184,0,392,155,115,0,270,270,0,78,4,177,7,0,0,1,0,0,1,0,2,270
159,"P.V. CHHAPAR",709,612,0,1321,532,396,0,928,928,0,83,185,596,29,0,2,2,6,4,6,3,12,928
160,"P.V. PASAIYA",382,326,0,708,282,206,0,488,488,0,118,98,226,36,2,0,1,4,0,1,0,2,488
161,"GANDHI GRAMOUDYOG .U.M.V BHAROSA PART-1",558,499,0,1057,366,302,0,668,668,0,84,340,204,20,1,1,0,4,1,1,2,10,668
162,"GANDHI GRAMOUDYOG .U.M.V BHAROSA PART-2",522,432,0,954,360,243,0,603,603,0,94,14,442,21,1,0,0,4,0,8,4,15,603
163,"KANYA P.V. REV PART-1",412,355,0,767,276,209,0,485,485,0,93,10,338,16,1,2,1,3,4,2,3,12,485
164,"KANYA P.V. REV PART-2",447,354,0,801,315,223,0,538,538,0,115,125,258,17,0,0,3,3,2,3,2,10,538
165,"U.P.V. BAKUAN BUJURG PART -1",769,663,0,1432,468,362,0,830,830,0,36,217,509,35,4,1,2,3,0,3,4,16,830
166,"U.P.V. BAKUAN BUJURG PART -2",575,455,0,1030,350,216,0,566,566,0,98,24,413,14,2,1,1,3,2,4,0,4,566
167,"P.V DEHGUAN",224,187,0,411,165,118,0,283,283,0,16,80,164,15,1,1,0,0,1,3,1,1,283
168,"U.P.V PATTI KUMHARRA",792,686,0,1478,573,340,0,913,913,0,151,288,390,44,2,3,1,5,3,6,5,15,913
169,"P.P NANDKHAS",641,575,0,1216,484,342,0,826,826,0,279,67,404,42,1,0,1,2,1,3,9,17,826
170,"P.V. PURANAD",217,192,0,409,181,138,0,319,319,0,102,133,59,13,1,0,1,0,1,1,2,6,319
171,"P.V. TALAUD",415,364,0,779,306,219,0,525,525,0,51,10,440,14,1,1,0,1,1,0,2,4,525
172,"P.M.V. TALAUD",718,608,0,1326,461,384,0,845,845,0,191,224,359,36,2,0,0,2,1,4,8,18,845
173,"P.V. GADUKA PART-1",487,407,0,894,293,210,0,503,503,0,132,62,270,23,0,0,2,1,2,1,3,7,503
174,"P.V. GADUKA PART-2",345,287,0,632,215,130,0,345,345,0,58,95,179,8,0,0,1,0,0,1,0,3,345
175,"P.V. PABAI",412,349,0,761,263,197,0,460,460,0,82,119,234,7,1,0,2,0,0,0,0,15,460
176,"P.V. PARGAHNA",452,445,0,897,318,271,0,589,589,0,66,92,394,14,0,1,0,4,2,3,1,12,589
177,"P.V. SEMARI",634,555,0,1189,425,420,0,845,845,0,225,423,165,10,1,2,2,0,0,2,4,11,845
178,"P.M.V SEMRI",564,500,0,1064,396,276,0,672,672,0,367,16,249,27,1,1,3,1,0,0,0,7,672
179,"MAHANT R.D.I.C AMMERGARH PART-1",798,681,0,1479,567,300,0,867,867,0,172,12,618,42,1,1,0,0,2,4,0,15,867
180,"MAHANT R.D.I.C AMMERGARH PART-2",891,733,0,1624,550,432,0,982,982,0,164,30,717,50,3,1,1,2,0,5,1,8,982
181,"MAHANT R.D.I.C AMMERGARH PART-3",816,706,0,1522,476,411,0,887,887,0,84,437,301,32,2,2,0,3,2,1,7,16,887
182,"P.V. NAVEEN KUMAHARIYA  BHAWAN PART-1",476,407,0,883,300,222,0,522,522,0,39,19,399,38,4,0,1,3,4,3,2,10,522
183,"P.V. NAVEEN KUMAHARIYA  BHAWAN PART-2",542,480,0,1022,342,296,0,638,638,0,77,191,282,59,0,1,4,1,2,7,3,11,638
184,"P.V. CHELARA",688,610,0,1298,467,369,0,836,836,0,97,139,484,79,2,1,3,6,4,2,4,15,836
185,"P.V. NANDPURA",242,221,0,463,186,126,0,312,312,0,178,89,34,8,0,0,0,0,0,0,1,2,312
186,"P.V. KARKOS",651,570,0,1221,558,305,0,863,863,0,356,259,205,14,0,0,1,3,0,6,4,15,863
187,"P.V. LUDHIYAEE",558,495,0,1053,417,289,0,706,706,0,240,237,185,25,0,0,4,2,2,1,2,8,706
188,"U.P.V BIRHATA",265,227,0,492,229,187,0,416,416,0,137,23,235,8,0,0,1,2,0,2,1,7,416
189,"P.M.V. NANDSIYA",503,485,0,988,358,319,0,677,677,0,53,117,470,18,4,1,2,3,2,2,2,3,677
190,"P.V. DEWARA",318,298,0,616,241,217,0,458,458,0,74,96,238,31,2,0,0,0,2,9,5,1,458
191,"GOSWAMI TULSIDAS VIDHYAPEETH INTER COLLEGE ERICH PART 1",529,502,0,1031,314,250,0,564,564,0,109,108,275,40,3,0,1,5,3,2,3,15,564
192,"GOSWAMI TULSIDAS VIDHYAPEETH INTER COLLEGE ERICH PART 2",528,440,0,968,367,277,0,644,644,0,159,121,313,23,3,1,2,9,3,4,1,5,644
193,"GOSWAMI TULSIDAS VIDHYAPEETH INTER COLLEGE ERICH PART 3",672,541,0,1213,413,253,0,666,666,0,197,118,267,44,0,2,3,5,5,5,5,15,666
194,"GOSWAMI TULSIDAS VIDHYAPEETH INTER COLLEGE ERICH PART 4",295,256,0,551,152,133,0,285,285,0,64,58,147,7,1,1,1,0,0,1,1,4,285
195,"GOSWAMI TULSIDAS VIDHYAPEETH INTER COLLEGE ERICH PART 5",866,716,0,1582,507,355,0,862,862,0,187,81,489,46,0,1,3,12,2,8,7,26,862
196,"GIRLS JUNIOR HIGH SCHOOL ERICH PART1",469,422,0,891,281,243,0,524,524,0,64,237,180,24,1,0,1,4,3,4,2,4,524
197,"GIRLS JUNIOR HIGH SCHOOL ERICH PART 2",429,329,0,758,233,177,0,410,410,0,49,194,146,11,1,0,0,3,0,1,2,3,410
198,"P.SCHOOL DIKOLI",741,631,0,1372,573,441,0,1014,1014,0,692,149,143,10,1,1,2,3,1,2,3,7,1014
199,"P. SCHOOL SAHPURA BUJURGA",195,158,0,353,122,79,0,201,201,0,27,64,86,10,0,0,1,4,0,2,4,3,201
200,"JUNIOR HIGH SCHOOL GOTI PART 1",533,421,0,954,357,191,0,548,548,0,243,40,199,40,6,2,4,2,3,3,1,5,548
201,"JUNIOR HIGH SCHOOL GOTI PART 2",494,385,0,879,286,182,0,468,468,0,162,145,118,11,3,0,2,5,1,4,7,10,468
202,"P. SCHOOL JHABRA",681,611,0,1292,468,378,0,846,846,0,260,317,221,17,3,4,2,2,2,4,2,12,846
203,"P. SCHOOL JAKHANWARA",345,294,0,639,290,208,0,498,498,0,57,20,393,13,0,1,1,0,1,3,0,9,498
