"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
276,"NAJMA GIRLS INTER COLLAGE SHAHGANJ ROOM NO. 2",387,314,0,701,157,112,0,269,253,0,24,114,36,88,1,0,0,0,0,2,1,0,1,0,2,0,269
277,"NAJMA GIRLS INTER COLLAGE SHAHGANJ ROOM NO. 3",559,373,0,932,275,161,0,436,235,0,25,184,76,140,0,2,0,0,0,4,0,0,0,1,2,2,436
278,"NAJMA GIRLS INTER COLLAGE SHAHGANJ ROOM NO. 4",277,223,0,500,130,84,0,214,74,0,3,56,39,115,0,0,0,0,0,0,0,0,1,0,0,0,214
279,"MALGODAM RAILWAY LEEDAR ROAD SHAHGANJ ROOM NO. 1",523,454,0,977,247,220,0,467,337,0,3,319,71,59,0,1,1,1,1,4,0,0,0,1,2,4,467
280,"MALGODAM RAILWAY LEEDAR ROAD SHAHGANJ ROOM NO. 2",463,396,0,859,194,120,0,314,131,0,2,54,128,124,0,0,0,0,0,2,0,0,1,0,0,3,314
281,"NAGAR NIGAM WARD OFFICE LEEDAR ROAD SHAHGANJ ROOM NO.1",527,442,0,969,238,167,0,405,104,0,6,85,137,173,1,0,0,0,0,2,0,0,0,0,1,0,405
282,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 1",236,190,0,426,89,52,0,141,141,0,0,3,29,103,0,0,0,0,0,5,0,0,0,0,0,1,141
283,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 2",336,291,0,627,116,74,0,190,190,0,5,4,47,132,1,0,0,0,0,1,0,0,0,0,0,0,190
284,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 3",554,447,0,1001,163,89,0,252,150,0,4,2,91,152,0,0,0,0,0,0,1,0,0,0,0,2,252
285,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 4",240,197,0,437,81,46,0,127,1,0,2,0,42,82,0,0,0,0,0,1,0,0,0,0,0,0,127
286,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 5",239,159,0,398,86,44,0,130,58,0,1,0,29,99,1,0,0,0,0,0,0,0,0,0,0,0,130
287,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 6",841,686,0,1527,311,187,0,498,72,0,22,54,141,270,1,0,0,0,0,2,0,0,2,0,3,3,498
288,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 7",321,266,0,587,128,99,0,227,154,0,1,18,27,179,0,0,0,0,0,1,0,0,0,1,0,0,227
289,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 8",451,368,0,819,180,125,0,305,90,0,10,1,47,243,0,0,0,0,0,2,0,2,0,0,0,0,305
290,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 9",954,796,0,1750,504,363,0,867,210,0,8,770,32,46,1,0,0,0,0,3,0,0,1,0,3,3,867
291,"DAULAT HUSAIN INTER COLLAGE GADIWAN TOLA ROOM NO. 10",865,615,0,1480,364,202,0,566,143,0,18,261,78,198,2,1,0,0,0,4,1,0,1,0,2,0,566
292,"DAULAT HUSAIN MU.HA.SE. COLLAGE GADIWAN TOLA ROOM NO. 3",946,728,0,1674,411,220,0,631,54,0,22,254,92,247,3,1,0,0,2,2,0,1,2,1,1,3,631
293,"DAULAT HUSAIN MU.HA.SE. COLLAGE GADIWAN TOLA ROOM NO. 3",371,282,0,653,250,165,0,415,82,0,3,390,10,8,0,0,0,0,0,2,0,0,0,1,0,1,415
294,"ZILA PARISHAD PRA.PA. ATALA ROOM NO. 1",739,647,0,1386,261,143,0,404,13,0,3,7,134,258,1,0,0,0,0,1,0,0,0,0,0,0,404
295,"ZILA PARISHAD PRA.PA. ATALA ROOM NO. 2",547,482,0,1029,197,125,0,322,306,0,8,2,155,156,0,0,0,0,0,0,0,0,0,1,0,0,322
296,"ZILA PARISHAD PRA.PA. ATALA ROOM NO. 3",492,380,0,872,203,125,0,328,1,0,10,7,165,136,4,0,0,0,0,5,0,0,0,0,0,1,328
297,"ZILA PARISHAD PRA.PA. ATALA ROOM NO. 4",536,412,0,948,236,132,0,368,200,0,22,4,157,177,1,0,0,0,0,3,0,0,0,1,0,3,368
298,"ZILA PARISHAD PRA.PA. ATALA ROOM NO. 5",433,334,0,767,183,116,0,299,31,0,14,22,133,126,0,0,0,0,0,3,0,0,0,0,0,1,299
299,"ZILA PARISHAD PRA.PA. ATALA ROOM NO. 6",668,559,0,1227,260,196,0,456,1,0,17,29,129,275,2,0,0,0,1,3,0,0,0,0,0,0,456
300,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 1",478,466,0,944,122,91,0,213,103,0,1,2,96,112,1,0,0,0,0,0,0,0,1,0,0,0,213
301,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 2",435,388,0,823,148,106,0,254,9,0,1,2,150,95,1,0,0,0,0,5,0,0,0,0,0,0,254
302,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 3",688,542,0,1230,177,127,0,304,87,0,4,3,140,145,1,0,0,0,0,5,0,0,0,3,0,3,304
303,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 4",1108,917,0,2025,355,177,0,532,56,0,3,3,191,320,2,3,1,0,1,2,1,0,1,2,1,1,532
304,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 5",581,453,0,1034,159,72,0,231,70,0,10,2,102,111,1,0,0,0,0,0,1,0,1,0,1,2,231
305,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 6",575,386,0,961,221,85,0,306,149,0,13,4,123,156,0,0,0,0,0,0,2,2,0,1,0,5,306
306,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 7",850,682,1,1533,243,164,0,407,144,0,9,3,156,226,0,2,2,0,0,1,0,1,1,2,1,3,407
307,"MAJIDIYA ISLAMIYA INTER COLLAGE ATALA ROOM NO. 8",524,491,0,1015,157,114,0,271,1,0,2,8,153,98,0,0,0,0,1,1,0,0,2,3,0,3,271
308,"ISLAMIYA NURSURY SECTION ATALA ROOM NO. 1",685,531,0,1216,283,172,0,455,44,0,0,0,228,219,2,0,0,0,1,1,0,1,1,0,0,2,455
309,"ISLAMIYA NURSURY SECTION ATALA ROOM NO. 1",632,420,0,1052,231,105,0,336,35,0,64,10,138,111,0,1,0,2,1,2,0,1,0,2,0,4,336
310,"ISLAMIYA NURSURY SECTION ATALA ROOM NO. 3",403,341,0,744,148,107,0,255,43,0,5,5,107,128,1,0,0,0,0,7,0,1,0,0,0,1,255
311,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO. 1",662,524,0,1186,251,159,0,410,1,0,0,7,70,327,1,0,0,0,1,0,0,0,1,2,0,1,410
312,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO. 2",639,524,0,1163,247,157,0,404,1,0,2,4,87,306,2,0,0,0,0,1,0,0,0,0,0,2,404
313,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO.3",272,216,0,488,120,94,0,214,20,0,5,2,42,162,1,0,0,0,1,0,0,0,0,0,0,1,214
314,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO.4",463,428,0,891,154,108,0,262,153,0,1,4,63,189,0,0,0,0,0,3,1,0,0,1,0,0,262
315,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO.5",778,739,0,1517,339,258,0,597,25,0,8,10,270,303,0,0,0,0,0,4,0,0,0,0,0,2,597
316,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO. 6",425,366,0,791,228,171,0,399,19,0,1,4,181,207,1,0,0,0,0,5,0,0,0,0,0,0,399
317,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO. 7",523,448,0,971,243,223,0,466,1,0,43,223,95,97,0,0,0,1,1,2,0,1,0,0,2,1,466
318,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO. 8",587,415,0,1002,324,171,0,495,1,0,10,269,70,133,1,0,0,0,1,6,0,1,1,0,0,3,495
319,"HAMIDIYA GIRLS DEGREE COLLAGE SULTANPUR BHAWA ROOM NO.9",549,429,0,978,296,212,0,508,1,0,6,263,77,148,3,0,0,0,0,5,0,0,1,1,1,3,508
320,"N.M.PRIMARY PATHSALA KARAILI NAYA PURWA ROOM NO.1",508,409,0,917,234,168,0,402,277,0,32,262,49,44,1,0,1,0,0,6,0,2,1,2,1,1,402
321,"N.M.PRIMARY PATHSALA KARAILI NAYA PURWA ROOM NO.2",815,701,0,1516,353,284,0,637,635,0,31,334,140,120,0,1,0,0,3,5,1,0,1,0,0,1,637
322,"N.M.PRIMARY PATHSALA KARAILI NAYA PURWA ROOM NO.3",598,473,0,1071,317,195,0,512,194,0,31,371,41,57,0,1,0,0,2,3,0,0,0,2,0,4,512
323,"N.M.PRIMARY PATHSALA KARAILI NAYA PURWA ROOM NO.4",502,402,1,905,247,164,0,411,11,0,23,242,67,69,0,0,1,0,0,7,0,0,0,0,2,0,411
324,"N.M.PRIMARY PATHSALA KARAILI NAYA PURWA ROOM NO.5",624,479,0,1103,257,201,0,458,259,0,18,250,73,98,0,1,0,0,1,11,1,1,0,0,1,3,458
325,"N.M.PRIMARY PATHSALA KARAILI NAYA PURWA ROOM NO.6",701,554,0,1255,290,220,0,510,400,0,13,364,80,28,0,4,0,0,0,11,0,0,1,2,2,5,510
326,"PRIMARY PATHSALA R.A. BAJAAR NEW CANT",871,515,0,1386,241,164,0,405,400,0,56,210,85,34,1,0,0,0,2,8,0,2,0,2,2,3,405
327,"CANTOMENT KANYA JUNIAR HIGH SCHOOL  CANTOMENT ROOM NO. 2",871,699,0,1570,479,303,0,782,766,0,68,323,306,57,1,0,0,0,1,12,0,1,1,3,1,8,782
328,"CANTOMENT KANYA JUNIAR HIGH SCHOOL CANTOMENT ROOM NO. 3",1015,570,0,1585,459,277,0,736,700,0,124,251,276,63,0,2,1,0,3,8,0,0,1,3,2,2,736
329,"CANTOMENT KANYA JUNIAR HIGH SCHOOL CANTOMENT",655,520,0,1175,320,226,0,546,13,0,81,320,101,17,1,0,0,0,1,15,2,1,0,1,2,4,546
330,"CANTOMENT PRIMARY PA. SCHOOL R.A. BAZAAR NEW CANTT TOPKHANA ROOM NO0. 1",609,231,0,840,199,84,0,283,105,0,44,117,108,8,0,0,1,0,0,1,0,0,1,2,1,0,283
331,"CANTOMENT PRIMARY PA. SCHOOL R.A. BAZAAR NEW CANTT TOPKHANA ROOM NO.2",1121,659,0,1780,527,308,0,835,433,0,139,456,172,28,1,1,0,0,0,14,1,2,2,4,5,10,835
332,"CANTOMENT PRIMARY PA. SCHOOL R.A. BAZAAR NEW CANTT TOPKHANA ROOM NO. 3",561,499,0,1060,254,205,0,459,1,0,50,220,154,17,0,1,1,0,0,13,0,0,1,0,0,2,459
333,"CANTOMENT PRIMARY PA. SCHOOL R.A. BAZAAR NEW CANTT TOPKHANA ROOM NO.4",486,337,0,823,167,123,0,290,236,0,25,203,46,14,0,0,0,0,0,1,0,0,0,0,0,1,290
334,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI ROOM NO. 1",544,438,0,982,365,248,0,613,236,0,137,378,22,38,2,4,0,2,1,0,2,2,3,5,8,9,613
335,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI ROOM NO. 2",374,333,0,707,237,183,0,420,419,0,91,192,12,111,2,1,1,0,0,2,1,2,0,0,2,3,420
336,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI MADHYA BHAG-1 ROOM NO. 3",475,399,0,874,297,260,0,557,1,0,12,379,7,136,1,0,2,0,2,2,3,0,2,1,5,5,557
337,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI MADHYABHAG-1 ROOM NO. 4",482,365,0,847,280,199,0,479,1,0,29,301,35,93,2,1,0,1,1,4,0,1,2,4,2,3,479
338,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI MADHYA BHAG-2 ROOM NO. 5",457,357,0,814,257,165,0,422,419,0,38,293,27,53,1,0,2,0,2,3,1,0,1,0,1,0,422
339,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI MADHYA BHAG-A ROOM NO. 6",474,412,0,886,259,235,0,494,494,0,19,325,32,105,1,0,0,0,0,2,1,1,2,3,3,0,494
340,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI ROOM NO. 7",648,479,0,1127,379,226,0,605,100,0,42,433,35,81,3,0,0,0,0,2,7,0,1,0,1,0,605
341,"ZILA PARISHAD PRA.PA. BIHKA URF PURAMUFTI ROOM NO. 8",583,495,0,1078,321,234,0,555,321,0,77,387,14,63,0,0,0,0,1,6,0,0,1,2,2,2,555
342,"MANAURI INTER COLLAGE MAADPUR UTTARI BHAG ROOM NO. 1",721,566,0,1287,435,283,0,718,243,0,143,426,50,74,1,2,0,2,2,2,0,1,0,3,5,7,718
343,"MANAURI INTER COLLAGE MAADPUR UTTARI BHAG ROOM NO. 2",515,352,0,867,283,189,0,472,1,0,94,277,12,75,1,1,0,0,0,1,1,3,0,1,3,3,472
344,"MANAURI INTER COLLAGE MAADPUR MADHYA BHAG-2 BHAG ROOM NO. 3",572,523,0,1095,285,216,0,501,99,0,52,180,154,78,0,1,5,1,1,0,2,7,2,5,2,11,501
345,"MANAURI INTER COLLAGE MAADPUR MADHYA BHAG-3 ROOM NO.4",751,629,0,1380,465,290,0,755,164,0,191,433,27,63,3,1,1,1,1,1,5,6,4,7,5,6,755
346,"ZILA PARISHAD PRA. PA. ISMAIELPUR KOTWA",507,407,0,914,354,280,0,634,472,0,30,519,22,24,0,3,2,0,2,4,2,6,1,5,10,4,634
347,"ZILA PARISHAD PRA.PA. MARDAANPUR",846,570,0,1416,489,332,0,821,783,0,168,519,28,63,3,1,2,2,2,1,2,8,5,6,6,5,821
348,"ZILA PARISHAD PRA.PA. KUSWA",697,553,0,1250,421,296,0,717,16,0,70,445,13,153,3,3,4,3,0,1,0,1,2,3,7,9,717
349,"ZILA PARISHAD PRA.PA. JANKA",913,733,0,1646,572,421,0,993,981,0,154,559,34,197,8,3,1,0,0,2,1,4,3,5,9,13,993
350,"ZILA PARISHAD PRA.PA. AKBARPUR MIRJAPUR",645,415,0,1060,415,273,0,688,12,0,156,333,9,163,4,0,2,1,0,2,1,3,1,2,7,4,688
351,"ZILA PARISHAD PRA.PA. AKBARPUR MIRJAPUR",371,367,0,738,251,226,0,477,12,0,165,180,11,92,1,0,0,2,0,0,1,4,3,3,3,12,477
352,"ZILA PARISHAD PRA.PA. BHEEKHPUR MEDWARA ROOM NO. 1",715,552,0,1267,335,331,0,666,180,0,165,217,94,165,0,2,0,1,2,3,0,4,3,3,1,6,666
353,"ZILA PARISHAD PRA.PA. BHEEKHPUR MEDWARA ROOM NO. 2",553,385,0,938,323,192,0,515,1,0,116,350,4,22,0,3,1,0,1,0,0,1,1,3,9,4,515
354,"PRIMARY PATHSALA GOVINDPUR TEWARA",1053,743,0,1796,588,383,0,971,848,0,205,663,41,18,1,0,2,0,1,1,2,7,3,6,10,11,971
355,"ZILA PARISHAD PRA.PA. IGUWA URF KATHGAW",488,371,0,859,312,238,0,550,18,0,154,236,67,50,1,2,1,2,4,2,2,6,0,4,7,12,550
356,"ZILA PARISHAD PRA.PA. IGUWA URF KATHGAW",467,389,0,856,237,208,0,445,41,0,50,171,160,37,4,1,2,1,1,1,0,4,0,3,7,3,445
357,"ZILA PARISHAD PRA.PA. ABDUL BAHAWPUR BARWA",354,265,0,619,246,163,0,409,209,0,156,238,5,3,0,0,0,0,0,2,0,2,0,0,2,1,409
358,"ZILA PARISHAD PRA.PA. BAJHA",239,188,0,427,168,133,0,301,13,9,9,117,8,161,0,1,1,1,0,0,0,0,0,0,3,0,301
359,"ZILA PARISHAD PRA.PA. BARAWA",328,245,0,573,217,153,0,370,13,0,94,207,5,43,2,0,0,0,1,1,1,7,0,3,2,4,370
360,"ZILA PARISHAD PRA.PA. SILNA",395,370,0,765,236,208,0,444,146,0,40,15,33,351,1,0,0,0,0,0,0,0,1,0,1,2,444
361,"ZILA PARISHAD PRA.PA. MANDARI",458,370,0,828,288,236,0,524,1,0,203,243,6,36,3,1,3,1,1,1,1,4,2,3,4,12,524
