"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
14,GHATAMPUR,382,315,0,697,196,156,0,352,342,0,5,220,95,1,0,0,0,1,1,0,1,0,0,0,12,3,0,2,0,0,0,2,0,0,1,0,2,2,2,1,0,0,1,0,0,352
15,GHATAMPUR,430,385,0,815,198,163,0,361,347,0,54,180,74,2,1,0,0,1,1,0,1,3,3,1,22,2,2,0,0,1,1,2,0,0,0,0,2,3,0,2,0,1,2,0,0,361
16,SULTANPUR,536,465,0,1001,222,231,0,453,453,0,30,206,118,0,0,1,1,2,0,1,1,0,1,1,60,1,4,0,0,1,0,1,4,1,0,1,3,7,2,1,1,2,2,0,0,453
17,BHUSIYAWA,502,483,0,985,264,252,0,516,321,0,65,288,113,4,0,0,0,0,1,1,0,2,0,3,17,4,1,0,1,0,0,0,2,1,1,0,3,4,0,0,1,4,0,0,0,516
18,BHUSIYAWA,618,584,0,1202,380,315,0,695,687,0,23,424,188,2,4,3,0,0,2,0,0,0,0,3,16,3,2,0,2,0,1,1,8,2,0,1,1,3,2,1,1,0,0,0,2,695
19,NARSINGHBHANPUR,282,281,0,563,159,171,0,330,55,0,29,183,88,2,2,0,1,0,1,0,0,1,0,1,4,5,2,0,2,0,0,0,2,1,0,0,1,1,1,1,0,2,0,0,0,330
20,RAJAPURKALYAN,397,346,0,743,180,172,0,352,241,0,50,157,77,2,1,0,0,0,0,0,2,0,0,1,23,5,5,5,2,1,1,0,2,1,0,1,5,4,2,1,1,3,0,0,0,352
21,RAJAPURKALYAN,344,298,2,644,202,198,0,400,331,0,5,263,86,2,2,0,0,0,0,1,0,1,1,2,17,1,0,3,0,0,2,0,2,0,0,1,1,4,0,2,1,2,0,0,1,400
22,KUDWA,723,631,0,1354,415,337,0,752,752,0,25,431,190,4,0,0,1,0,1,0,0,1,0,0,48,2,6,12,3,1,0,2,2,1,0,0,2,9,0,2,1,3,1,1,3,752
23,KUDWA,703,593,0,1296,260,205,0,465,447,0,21,138,224,1,1,0,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,465
24,KUDWA,654,633,0,1287,256,225,0,481,481,0,32,107,214,0,0,0,0,0,0,0,0,0,0,0,118,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,481
25,KUDWA,440,367,0,807,179,141,0,320,280,0,17,85,150,1,0,0,1,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,320
26,THAURA,540,527,1,1068,263,273,0,536,535,0,32,171,200,7,5,0,2,5,1,1,1,0,0,1,31,6,1,6,12,1,0,3,7,3,2,2,2,16,1,1,1,8,0,1,6,536
27,THAURA,321,320,0,641,181,197,0,378,378,0,19,166,141,1,2,1,0,2,0,1,0,2,0,0,23,0,1,0,0,0,0,3,4,2,0,0,2,5,2,0,0,0,0,1,0,378
28,"MATIYAR BAGHAURA",466,419,0,885,274,236,0,510,508,0,28,311,135,3,0,1,0,1,0,2,0,0,0,0,18,2,2,1,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,510
29,"KATRA MAHARANI",563,528,0,1091,353,321,0,674,634,0,21,381,184,2,0,0,1,2,1,0,0,0,3,4,37,9,3,1,0,0,2,1,3,0,0,0,1,5,2,2,4,3,1,1,0,674
30,TERI,378,334,0,712,192,164,0,356,306,0,7,224,89,1,1,1,3,1,0,0,0,1,0,0,8,0,2,0,0,1,1,2,2,1,1,3,2,1,0,1,0,2,1,0,0,356
31,TIRLOKPUR,629,591,0,1220,380,326,0,706,170,0,38,320,272,8,4,3,0,0,0,2,0,0,2,1,12,3,9,9,4,0,0,1,2,2,1,0,2,4,0,1,2,3,0,0,1,706
32,BAHAPUR,605,525,0,1130,364,311,0,675,545,0,41,267,300,6,4,1,0,1,1,0,0,1,0,2,10,6,2,4,3,4,2,0,4,1,0,0,2,4,1,1,1,3,1,1,1,675
33,RAMDAIPUR,703,679,0,1382,379,336,0,715,715,0,46,314,283,4,9,1,0,0,1,1,0,0,2,3,15,4,0,5,0,2,0,1,0,1,4,0,2,4,3,4,1,4,0,1,0,715
34,"JANGAL RAMNAGAR",697,599,1,1297,322,288,0,610,498,0,22,216,309,2,4,0,1,1,1,6,1,2,4,3,18,5,3,0,1,1,1,1,1,0,0,0,2,2,1,0,0,1,0,1,0,610
35,"JANGAL RAMNAGAR",835,703,0,1538,415,311,0,726,506,0,40,294,227,3,1,0,0,3,1,2,16,1,3,3,66,6,6,0,0,2,0,3,6,2,2,6,5,7,6,3,4,7,0,1,0,726
36,"JANGAL RAMNAGAR",707,624,0,1331,320,368,0,688,508,0,12,377,121,4,3,0,1,3,0,1,1,2,3,9,74,8,1,12,8,4,3,0,4,2,3,2,1,10,1,4,5,3,2,1,3,688
37,JANGALRAMNAGRA,681,569,1,1251,194,193,0,387,387,0,12,265,95,0,0,0,0,0,1,1,0,0,1,0,5,1,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,387
38,JANGALRAMNAGR,216,201,1,418,117,100,0,217,62,0,2,73,108,3,0,0,1,0,0,2,0,0,2,1,7,3,3,1,0,0,0,1,0,0,0,0,0,3,0,2,0,2,2,0,1,217
39,JANGALRAMNAGR,517,436,1,954,271,237,0,508,453,0,4,283,160,3,1,1,2,1,1,1,0,0,2,0,25,0,5,2,0,0,0,1,2,4,0,1,1,4,1,0,1,0,0,0,2,508
40,JANGALRAMNAGR,371,319,0,690,176,148,0,324,300,0,5,112,155,3,1,0,0,2,0,0,0,0,1,1,26,1,5,0,1,0,0,0,2,0,0,5,1,1,0,0,0,2,0,0,0,324
41,MAHMOODPUR,458,429,0,887,267,257,0,524,521,0,21,359,91,4,1,1,0,1,0,0,0,0,1,1,20,3,4,4,1,0,0,2,1,1,0,2,0,3,1,1,0,0,1,0,0,524
42,MAHMOODPUR,711,643,0,1354,456,270,0,726,652,0,19,408,230,0,1,0,1,0,0,0,0,0,1,0,38,0,6,0,2,0,0,5,4,0,0,0,1,1,0,0,2,1,4,2,0,726
43,SARAYKHEMA,654,653,0,1307,406,390,0,796,776,0,55,308,384,3,3,2,1,1,0,0,0,2,1,0,7,0,1,1,0,2,0,2,2,5,0,1,4,4,1,3,0,1,0,1,1,796
44,SARAYKHEMA,436,414,0,850,271,252,0,523,523,0,4,249,219,2,3,1,1,0,0,0,0,0,0,2,13,4,0,2,2,4,1,2,0,1,0,0,2,3,3,3,1,1,0,0,0,523
45,SARAYKHEMA,498,393,0,891,271,201,0,472,174,0,10,282,143,0,0,1,2,1,0,0,0,0,0,2,11,0,2,1,0,2,1,0,1,0,0,0,4,2,1,1,0,5,0,0,0,472
46,BENIPUR,838,731,0,1569,425,394,0,819,819,0,40,515,169,2,2,1,0,1,0,1,0,0,0,3,35,3,7,3,1,0,0,1,6,2,0,2,1,7,2,4,8,0,0,2,1,819
47,"RAIPUR PHULWARI",698,666,1,1365,386,277,0,663,562,0,9,393,209,5,2,2,1,0,1,1,1,0,1,1,23,2,0,2,0,0,0,0,3,1,0,1,0,0,1,1,2,1,0,0,0,663
48,"RAIPUR PHULWARI",855,752,0,1607,496,405,0,901,876,0,53,561,217,3,0,2,0,1,0,1,0,0,0,2,26,8,5,1,3,0,1,0,3,0,3,2,0,4,1,1,1,2,0,0,0,901
49,RAIPURFULWARI,715,627,1,1343,394,304,0,698,425,0,5,391,235,5,1,0,0,0,0,0,0,0,0,2,36,4,3,0,0,0,0,2,3,1,1,0,0,4,0,1,0,1,1,0,2,698
50,RAIPURFULWARI,323,270,0,593,165,137,0,302,302,0,4,162,113,2,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,302
51,RAIPURFULWARI,549,495,0,1044,350,274,0,624,246,0,4,285,260,5,1,0,0,0,0,0,0,0,0,0,45,2,2,1,2,3,0,5,2,0,0,0,0,2,0,1,0,2,0,1,1,624
52,KUSHEETALI,504,489,2,995,281,251,0,532,532,0,43,222,203,2,3,0,1,2,0,0,7,1,0,3,16,8,4,1,1,0,0,0,2,2,1,0,1,2,0,2,2,2,0,0,1,532
53,"KATRA HULASEE",250,223,0,473,123,120,0,243,240,0,2,87,144,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,243
54,UMAPURGANAPATTI,269,220,0,489,72,60,0,132,124,0,3,76,28,0,1,0,0,0,0,0,1,0,1,0,4,3,3,2,1,0,1,0,0,0,1,0,1,1,2,2,0,0,0,0,1,132
55,UMAPURGANAPATTI,442,433,0,875,236,216,0,452,440,0,19,235,167,4,3,0,0,2,0,0,0,0,0,0,10,2,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,2,1,0,0,452
56,UMAPURGANAPATTI,421,362,0,783,227,181,0,408,91,0,73,183,98,1,3,1,0,0,1,0,1,0,0,1,21,2,2,3,0,0,0,0,2,1,1,5,1,1,1,2,1,3,0,0,0,408
57,"JANGAL TIKARI",301,269,0,570,165,164,0,329,320,0,14,206,72,3,1,0,0,0,0,0,1,0,0,0,15,0,4,2,1,0,0,0,1,0,0,0,2,3,0,0,0,1,0,1,2,329
58,BHAGANPUR,379,362,0,741,196,188,0,384,280,0,9,174,157,2,2,1,0,0,0,1,1,0,0,3,7,3,2,2,5,1,0,1,0,1,0,0,0,1,3,4,2,0,0,2,0,384
59,TALA,557,556,0,1113,296,283,0,579,579,0,13,295,220,2,1,0,1,0,1,0,0,1,1,0,19,5,4,1,1,0,2,0,1,1,0,0,0,2,0,1,0,4,0,0,3,579
60,TALA,75,73,0,148,37,47,0,84,79,0,1,52,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84
61,LOHARTA,279,259,0,538,163,155,0,318,231,0,0,151,107,2,0,0,0,0,1,0,0,0,0,1,35,0,2,1,4,1,0,0,1,0,0,0,0,5,1,1,2,3,0,0,0,318
62,DARKHA,551,492,0,1043,269,283,0,552,530,0,32,295,133,2,4,0,0,1,1,3,3,0,0,1,24,7,3,9,1,1,0,2,2,1,2,2,1,8,1,1,3,5,2,0,2,552
63,DARKHA,509,434,0,943,261,235,0,496,495,0,10,232,209,3,1,0,0,0,0,1,0,1,3,8,16,0,1,0,1,0,0,0,0,0,0,2,0,3,1,1,1,2,0,0,0,496
64,SUNDARPUR,236,223,0,459,141,138,0,279,110,0,10,123,100,1,1,0,0,0,0,0,0,0,0,0,25,0,2,0,1,1,0,1,3,0,0,2,0,5,0,0,2,1,1,0,0,279
65,MOCHWA,430,402,0,832,198,225,0,423,381,0,30,247,63,0,0,1,0,0,0,0,1,0,0,2,53,3,3,2,0,0,1,1,3,1,1,0,2,3,1,1,0,3,0,1,0,423
66,AGHAR,573,549,0,1122,310,293,0,603,603,0,10,369,162,3,2,1,0,1,2,1,2,0,1,4,23,2,1,1,1,0,0,1,0,1,1,2,1,3,0,1,0,3,2,1,1,603
67,CHATURBHUJPUR,785,707,0,1492,440,401,0,841,801,0,11,434,247,7,1,1,3,3,0,3,0,4,0,6,37,3,7,13,5,0,2,2,5,3,1,3,5,12,4,2,4,2,1,5,5,841
68,MAHRAJPUR,514,449,0,963,284,274,0,558,40,0,13,320,169,3,3,0,0,1,0,0,2,0,1,0,17,1,5,2,1,0,1,1,1,2,1,1,1,2,0,3,2,0,1,0,4,558
69,BIYASIYA,503,422,0,925,246,230,0,476,160,0,38,239,123,2,1,1,4,1,1,0,0,0,11,4,27,3,1,1,0,0,1,1,4,1,0,0,0,4,0,2,1,3,1,1,0,476
70,KAKWA,697,652,0,1349,373,343,0,716,700,0,111,289,215,8,7,1,5,3,2,1,2,2,1,3,35,4,4,3,4,0,0,1,3,1,0,2,1,4,1,0,0,1,1,1,0,716
71,KAKWA,592,515,0,1107,333,288,0,621,621,0,31,348,156,3,3,0,2,2,0,2,0,1,0,2,28,7,1,2,1,0,2,3,1,2,0,0,3,6,0,5,1,7,1,1,0,621
72,SAIDPUR,542,513,0,1055,336,307,0,643,643,0,42,400,160,4,2,2,0,2,0,0,0,0,1,1,13,5,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,4,0,0,0,643
73,KOHRA,616,527,0,1143,277,323,0,600,22,0,143,229,138,4,3,0,0,4,0,1,5,2,0,4,12,6,5,0,1,5,1,3,5,4,6,0,3,1,2,2,0,4,3,2,2,600
74,KOHRA,654,540,0,1194,264,228,0,492,484,0,45,183,168,4,3,0,1,4,1,2,4,0,0,0,33,4,6,1,0,1,1,0,1,2,2,0,2,5,3,2,5,6,1,2,0,492
75,KOHRA,548,454,0,1002,226,177,0,403,395,0,73,141,124,1,2,2,2,0,1,0,1,0,6,1,21,1,6,1,0,1,1,1,1,1,0,1,0,2,3,1,4,2,0,0,2,403
76,MAHMADPUR,687,594,0,1281,280,296,0,576,352,0,29,158,290,5,8,1,0,0,1,3,1,2,0,3,20,5,6,0,5,0,2,2,1,5,2,3,1,6,1,4,1,6,2,2,1,576
77,MAHMADPUR,703,648,0,1351,298,282,0,580,580,0,10,219,240,8,6,0,5,2,2,2,1,0,1,3,17,2,4,6,8,2,2,3,11,2,1,3,2,3,1,5,1,3,4,0,1,580
78,"SARAIYA DUBAN",818,758,0,1576,351,341,0,692,600,0,16,197,385,6,4,2,1,2,3,1,0,1,2,4,20,4,5,0,3,1,2,6,4,2,1,3,2,4,2,0,0,2,2,0,5,692
79,NARAINI,549,487,0,1036,279,255,0,534,534,0,31,320,93,1,0,2,1,0,0,2,1,0,2,1,34,8,3,0,0,0,0,3,2,1,1,1,2,4,3,3,1,5,3,1,5,534
80,NARAINI,400,359,0,759,169,159,0,328,328,0,13,171,101,4,2,0,0,0,1,1,1,0,1,0,14,1,4,0,1,2,0,0,1,0,1,0,1,1,1,1,2,1,2,0,0,328
81,NARAINI,498,434,0,932,194,125,0,319,177,0,8,183,75,0,1,0,0,0,3,1,0,0,4,1,5,0,2,8,5,3,0,0,5,0,0,0,1,2,3,1,2,3,1,1,1,319
82,NARAINI,457,427,0,884,174,176,0,350,345,0,6,12,4,2,3,0,1,0,1,0,0,4,5,87,188,23,2,0,0,0,0,1,1,1,0,0,1,5,0,0,0,1,1,0,1,350
83,PURABGOWN,624,572,1,1197,353,324,0,677,210,0,11,363,231,2,7,0,0,1,0,1,1,2,0,3,25,6,4,2,0,2,0,0,1,0,1,0,2,4,0,2,2,3,0,0,1,677
84,NAINHA,548,464,0,1012,257,193,0,450,251,0,17,223,141,1,4,1,1,2,0,1,1,1,1,2,29,4,1,0,0,1,2,1,2,1,0,1,0,4,0,1,1,5,1,0,0,450
85,NAINHA,253,245,0,498,110,102,0,212,212,0,7,140,29,2,2,1,0,1,0,0,2,0,5,0,13,0,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,1,2,212
86,PITHIPUR,378,367,3,748,199,188,0,387,387,0,34,184,114,0,1,0,1,1,0,0,0,0,1,3,35,1,1,1,3,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,387
87,GADERI,546,481,1,1028,308,200,0,508,204,0,20,275,169,2,2,0,0,3,0,0,0,1,1,1,10,6,3,0,0,1,0,2,3,0,0,0,1,1,2,0,0,5,0,0,0,508
88,GADERI,618,542,0,1160,308,300,0,608,608,0,8,393,125,0,0,1,0,1,2,1,0,0,0,2,22,8,7,2,2,1,2,3,5,1,0,1,2,4,3,1,2,5,0,3,1,608
89,GOSAIGANJ,412,352,0,764,240,231,0,471,471,0,16,276,110,1,0,0,0,12,1,2,0,0,0,1,29,2,0,1,1,0,0,0,2,0,1,0,1,7,1,1,3,1,1,0,1,471
90,NUWAWA,508,457,0,965,293,239,0,532,531,0,4,256,184,3,2,0,0,2,1,1,2,0,3,0,17,9,8,0,2,1,0,2,2,0,1,21,2,2,0,1,2,2,0,0,2,532
91,NUWAWA,584,513,0,1097,271,259,0,530,503,0,42,246,150,1,0,1,2,2,0,1,1,1,1,4,39,5,5,1,2,3,1,0,1,3,0,1,1,6,2,1,0,3,0,2,2,530
92,KORARIGIRDHARSHAH,771,732,0,1503,380,355,0,735,735,0,11,373,233,4,1,1,2,1,1,1,0,3,0,1,41,7,6,4,1,1,1,5,4,0,1,2,1,6,2,4,3,6,1,2,5,735
93,"KORARI GIRDHARSHAH",673,583,0,1256,335,319,0,654,654,0,31,458,117,1,0,0,0,2,0,0,0,1,1,1,21,1,4,3,1,0,1,1,1,2,0,0,0,4,0,1,1,0,1,0,0,654
94,"KATRA RAJA HIMMAT SINGH",638,538,1,1177,349,277,0,626,304,0,19,266,213,0,0,0,0,1,2,0,0,0,0,0,111,0,0,0,1,0,2,0,2,1,1,0,0,6,0,0,0,1,0,0,0,626
95,"KATRA RAJA HIMMAT SINGH",475,423,0,898,243,237,0,480,480,0,9,283,104,4,3,0,0,1,0,0,1,1,0,1,43,1,2,1,1,0,0,1,4,1,1,1,0,6,1,1,3,4,2,0,0,480
96,"KRISHI BHAWAN AMETHI",459,402,0,861,267,251,0,518,351,0,8,283,169,3,2,1,0,0,2,0,0,1,1,0,33,1,1,1,1,0,2,1,1,1,0,0,0,2,1,1,0,2,0,0,0,518
97,CHCHKAPUR,377,359,0,736,177,207,0,384,268,0,18,317,36,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,384
98,RAYDAIPUR,378,344,0,722,215,186,0,401,44,0,23,196,149,0,0,0,0,1,0,1,0,0,1,2,7,1,3,1,1,1,0,3,0,1,1,1,1,2,2,1,0,2,0,0,0,401
99,LONIYAPUR,661,567,0,1228,413,351,0,764,75,0,14,425,242,2,1,0,0,0,1,0,0,0,1,1,20,2,13,1,1,0,0,1,2,3,1,15,2,5,0,1,3,2,0,1,4,764
100,GANGOULI,813,737,0,1550,422,355,0,777,610,0,95,301,196,4,6,0,3,1,2,1,4,3,3,3,113,13,1,4,2,0,0,2,0,0,0,1,1,6,3,1,4,0,0,0,4,777
101,REBHA,465,425,0,890,285,254,0,539,539,0,6,221,187,5,0,0,0,0,0,0,0,0,0,2,80,7,4,1,1,2,0,0,2,0,2,0,1,5,2,5,0,0,1,2,3,539
102,MAHSO,391,341,0,732,189,151,0,340,340,0,3,248,48,1,0,1,0,0,0,0,0,0,1,0,15,0,5,2,1,0,0,1,1,0,0,0,1,4,1,0,0,5,0,2,0,340
103,JAYRAMPUR,301,263,0,564,160,171,0,331,328,0,16,226,54,0,0,1,0,0,0,0,0,0,0,1,10,8,2,0,2,0,0,0,3,0,0,0,1,2,0,1,1,1,1,0,1,331
104,KHERAUNA,311,267,0,578,178,131,0,309,281,0,6,181,94,1,0,1,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,309
105,KHERAUNA,699,622,0,1321,380,318,0,698,698,0,31,409,178,2,0,2,1,1,0,1,0,0,0,7,35,3,3,0,1,0,1,3,0,2,1,0,2,6,0,3,1,5,0,0,0,698
106,SARWANPUR,634,532,0,1166,341,261,0,602,602,0,2,327,213,0,0,0,2,0,1,0,0,0,0,4,43,2,3,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,602
107,SARWANPUR,469,376,0,845,198,170,0,368,368,0,3,138,180,0,1,0,3,0,0,0,0,0,0,0,36,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,368
108,SARWANPUR,710,634,0,1344,437,396,0,833,123,0,8,556,191,2,0,0,0,0,0,0,0,2,0,1,45,0,7,1,0,8,0,0,0,1,0,1,3,0,2,1,0,0,3,0,1,833
109,SARWANPUR,311,257,0,568,160,155,0,315,300,0,3,249,41,0,0,0,0,0,0,0,0,0,0,1,7,0,2,1,0,0,1,0,1,0,1,1,0,2,0,0,1,2,1,1,0,315
110,SARWANPUR,778,663,0,1441,435,340,0,775,768,0,6,638,97,0,0,0,0,0,0,0,0,0,0,1,24,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,775
111,PARSOULI,335,299,0,634,188,183,0,371,365,0,22,240,73,4,1,0,1,0,0,2,0,0,1,2,8,0,2,1,0,0,0,2,1,0,1,0,0,2,2,2,1,1,0,2,0,371
112,PARSANVA,674,668,0,1342,420,388,0,808,808,0,58,455,195,3,3,0,1,1,0,0,2,2,1,4,42,9,1,2,1,2,1,3,2,1,0,1,2,6,1,3,0,3,2,0,1,808
113,"KATRA FHUL KUNVARI",798,702,0,1500,460,370,0,830,830,0,44,473,180,2,2,0,6,4,2,0,4,0,1,1,71,6,5,0,0,0,0,1,2,0,0,0,0,6,2,5,4,5,1,1,2,830
114,HATHCILA,657,575,1,1233,395,323,0,718,50,0,179,290,201,3,1,0,2,0,0,2,3,3,4,1,21,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,718
115,DEGHPASAR,449,427,0,876,213,228,0,441,405,0,24,308,85,1,1,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,2,1,0,0,1,441
116,DEGHPASAR,513,497,0,1010,281,247,0,528,528,0,30,323,119,0,2,0,1,0,0,0,1,1,0,1,34,0,2,1,0,0,1,0,0,1,1,0,1,4,2,1,0,2,0,0,0,528
117,JARAUTA,444,382,0,826,205,160,0,365,365,0,7,142,183,3,1,0,2,1,1,1,0,0,1,1,11,0,1,1,0,0,0,2,1,0,1,0,3,0,1,0,0,0,1,0,0,365
118,UTTARGOAN,753,663,0,1416,357,317,0,674,674,0,25,374,165,1,0,0,2,1,0,1,2,1,1,1,42,3,4,4,0,0,0,1,11,1,1,3,3,10,3,0,3,8,0,0,3,674
119,UTTARGOAN,369,342,1,712,131,157,0,288,285,0,9,179,35,0,0,0,0,1,0,1,0,0,1,1,19,2,5,7,4,1,0,1,1,0,0,1,1,8,0,1,2,6,2,0,0,288
120,"RAJAPUR  AMERUA",306,253,0,559,193,152,0,345,60,0,1,207,112,0,1,0,0,0,0,0,0,0,1,2,11,1,2,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,345
121,BHUSAHRI,585,519,0,1104,290,253,0,543,543,0,58,220,122,7,5,3,3,4,1,4,0,3,1,1,32,10,9,8,1,1,0,0,2,3,0,3,7,11,0,1,4,13,1,0,5,543
122,RAMGARH,783,711,0,1494,351,295,0,646,631,0,26,295,238,1,4,2,0,1,0,1,3,0,2,8,27,4,3,1,1,2,0,6,1,1,0,2,3,7,0,4,2,0,0,0,1,646
