"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
15,"PRATHMIK VIDHALAYA ROOM NO.2 KATKA",594,511,0,1105,349,317,0,666,366,0,408,9,157,66,0,0,0,1,0,0,1,2,2,0,0,9,6,5,0,0,666
16,"PRATHMIK VIDHALAYA ROOM NO.1NANGLA MUBARIK",456,425,0,881,429,383,0,812,257,0,0,1,3,801,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,812
17,"PRATHMIK VIDHALAYA ROOM NO.2 NANGLA MUBARIK",480,408,0,888,432,340,0,772,771,0,163,4,3,592,1,0,0,0,0,1,0,1,1,1,0,2,1,0,1,1,772
18,"PRATHMIK VIDHALAYA ROOM NO.1 CHITTODA",661,502,0,1163,413,343,0,756,300,0,372,8,79,270,2,1,0,1,0,4,1,1,4,0,2,5,5,0,1,0,756
19,"PRATHMIK VIDHALAYA ROOM NO.2 CHITTODA",459,409,0,868,260,232,0,492,472,0,128,5,214,138,0,0,0,0,0,2,0,1,1,0,0,1,1,0,1,0,492
20,"PRATHMIK VIDHALAYA ROOM NO.3 CHITTODA",408,331,0,739,279,215,0,494,492,0,107,2,104,266,3,0,0,0,0,1,1,0,0,0,0,4,2,0,0,4,494
21,"PRATHMIK VIDHALAYA ROOM NO.4 CHITTODA",688,583,1,1272,328,279,0,607,604,0,68,4,398,96,0,0,1,1,0,4,2,0,3,1,2,2,4,1,16,4,607
22,"PRATHMIK VIDHALAYA ROOM NO.1 JANDHEDI",770,624,0,1394,642,449,0,1091,865,0,81,3,14,951,5,0,0,0,0,6,1,4,8,0,1,9,1,1,2,4,1091
23,"JUNIOR HIGH SCHOOL JANDHEDI",727,625,0,1352,656,501,0,1157,502,0,14,4,30,1085,4,1,1,2,1,6,0,1,1,0,0,0,3,0,1,3,1157
24,"PRATHMIK VIDHALAYA ROOM NO.1 RATAUR",607,515,0,1122,506,440,0,946,764,0,67,10,10,852,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,946
25,"PRATHMIK VIDHALAYA KHEDA CHAUNGAVA",273,244,0,517,215,192,0,407,91,0,2,6,107,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,407
26,"PRATHMIK VIDHALAYA MAKSUDABAD MAJRA KHEDA CHAUGAVA",465,401,0,866,376,296,0,672,330,0,345,3,23,289,0,1,0,0,0,4,2,0,1,0,0,2,1,0,1,0,672
27,"PRATHMIK VIDHALAYA AHMADGADH MAJRA KHEDA CHAUGAVA",242,221,0,463,229,193,0,422,200,0,50,2,1,366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,422
28,"PRA PATHSHALA HAJIPUR MAJRA KHEDA CHAUGAVA",293,245,0,538,173,138,0,311,267,0,1,0,36,267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,311
29,"PRA PATHSHALA NITHARI MAJRA KHEDA CHAUGAVA",364,320,0,684,290,261,0,551,350,0,65,4,47,421,0,0,1,0,1,2,0,0,1,0,0,0,2,0,0,7,551
30,"PRATHMIK VIDHALAYA SADPUR",604,504,0,1108,462,397,0,859,300,0,283,10,47,505,4,1,0,0,0,3,0,0,1,1,0,1,2,0,0,1,859
31,"DHARAMSHALA HARIJAN MANDIR SADPUR",457,365,0,822,346,286,0,632,631,0,483,8,34,84,2,0,0,0,3,0,0,0,2,0,2,1,10,1,0,2,632
32,"PRATHMIK VIDHALAYA NO.1 NAYA KAMRA BHALEDI",448,397,0,845,357,314,0,671,447,0,7,3,79,559,2,1,0,3,0,3,6,0,1,0,0,1,0,0,3,3,671
33,"PRATHMIK VIDHALAYA NAYA KAMRA NO.2 BHALEDI",537,431,0,968,424,364,0,788,340,0,13,3,79,643,0,1,0,1,2,4,15,0,1,0,0,0,1,0,2,23,788
34,"PRATHMIK VIDHALAYA ROOM NO.1 PIMODA",478,434,0,912,385,331,0,716,210,0,231,9,422,41,0,1,0,1,0,2,1,0,0,0,0,1,5,0,2,0,716
35,"PRATHMIK VIDHALAYA ROOM NO.2 PIMODA",453,379,0,832,375,310,0,685,605,0,203,5,424,38,1,1,0,0,0,2,0,0,0,1,0,1,1,0,7,1,685
36,"PRATHMIK VIDHALAYA ROOM NO.1 VAJIDPUR KAWALI",557,478,2,1037,444,370,0,814,490,0,96,3,7,687,1,0,0,0,0,3,0,0,2,0,0,0,6,0,0,9,814
37,"PRIMARY SCHOOL RNO 2 WAZIDPUR KAWALI",560,488,0,1048,394,344,0,738,407,0,113,2,20,589,3,0,0,0,0,6,0,0,1,0,0,2,0,0,0,2,738
38,"GOMTI KANYA INTER COLLEGE ROOM NO.1 JANSATH",441,395,0,836,326,308,0,634,426,0,111,8,58,434,2,0,2,0,0,0,0,0,0,0,0,2,1,1,0,15,634
39,"GOMTI KANYA INTER COLLEGE ROOM NO.2 JANSATH",491,457,0,948,432,318,0,750,301,0,146,2,111,476,2,0,0,0,1,2,1,1,3,0,1,3,0,0,0,1,750
40,"PRATHMIK VIDHALAYA PURANA BERIYAN JANSATH",519,417,0,936,335,270,0,605,200,0,318,3,189,81,0,0,0,2,0,0,0,0,0,0,0,1,0,2,3,6,605
41,"PRATHMIK VIDHALAYA NAYA BUDH BAZAR JANSATH",561,535,0,1096,405,435,0,840,640,0,405,3,77,331,1,1,2,0,0,8,0,2,2,0,2,3,0,0,2,1,840
42,"KARYALAYA KHAND VIKAS ADHIKARI MEETING HALL HUSAINPURA JANSATH",564,529,0,1093,448,414,0,862,222,0,86,9,27,721,0,0,1,0,0,6,1,0,2,0,0,0,1,2,1,5,862
43,"MAIN ROOM KARYALAYA KHAND VIKAS ADHIKARI ADO HUSAINPURA JANSATH",460,408,0,868,357,275,0,632,102,0,158,7,22,431,2,0,0,2,2,3,0,0,0,0,0,4,1,0,0,0,632
44,"KARYALAYA KHAND VIKAS ADHIKARI ADO ROOM",422,398,0,820,310,290,0,600,500,0,53,7,59,475,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,600
45,"KARYALAYA KHAND VIKAS ADHIKARI 32 KE SAMNE VALA KAMRA JANSATH",458,416,0,874,333,289,0,622,415,0,174,1,85,354,0,0,0,1,0,1,0,0,1,0,1,1,1,0,2,0,622
46,"DAV INTER COLLEGE ROOM NO.1 JANSATH",753,650,2,1405,526,439,0,965,824,0,499,3,367,67,0,0,0,13,1,0,0,1,1,0,0,2,6,0,3,2,965
47,"DAV INTER COLLEGE ROOM NO.2 JANSATH",173,154,0,327,128,121,0,249,102,0,18,1,11,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,249
48,"DAV INTER COLLEGE ROOM NO.26 JANSATH",581,462,0,1043,387,285,0,672,210,0,150,2,462,49,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,1,672
49,"DAV INTER COLLEGE ROOM NO.27 JANSATH",371,307,0,678,267,213,0,480,407,0,94,4,230,139,0,0,0,0,0,1,0,0,0,2,0,2,4,0,2,2,480
50,"DAV INTER COLLEGE ROOM NO.28 JANSATH",440,374,0,814,236,212,0,448,446,0,141,4,220,70,1,2,0,1,0,3,0,0,1,1,0,1,2,0,0,1,448
51,"DAV INTER COLLEGE ROOM NO.33 JANSATH",462,367,0,829,280,245,0,525,346,0,152,4,81,264,2,0,1,3,2,3,0,4,4,0,0,2,1,0,0,2,525
52,"PRATHMIK VIDHALAYA ROOM NO.1 UTTARI BHAG TALDA",624,528,0,1152,514,439,0,953,298,0,113,1,36,786,1,0,0,0,0,2,1,1,2,1,0,0,3,0,0,6,953
53,"PRATHMIK PATHSHALA NO.1 NEW ROOM TALDA",514,404,0,918,324,276,0,600,502,0,260,4,57,242,3,0,0,0,1,6,0,0,6,1,1,11,6,0,0,2,600
54,"PRATHMIK PATHSHALA NO.2 TALDA",233,182,0,415,177,138,0,315,309,0,22,2,4,278,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,315
55,"PRAIMARY PATHSHALA GUJARHEDI MAJRA TALDA",268,218,0,486,204,172,0,376,353,0,184,4,2,181,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,376
56,"PRATHMIK VIDHALAYA ROOM NO.1 GADHI JANSATH",636,552,0,1188,455,404,0,859,857,0,213,2,70,541,0,1,0,3,2,7,0,2,4,0,1,5,4,0,0,4,859
57,"PRATHMIK VIDHALAYA ROOM NO.2GADHI JANSATH",543,481,0,1024,440,365,0,805,215,0,463,4,195,109,0,0,0,2,1,1,0,0,0,0,2,9,13,3,1,2,805
58,"PRATHMIK PATHSHALA ROOM NO.1 KHALWADA",586,544,0,1130,455,471,0,926,526,0,238,7,19,630,0,0,1,1,0,1,0,0,2,0,2,5,4,0,0,16,926
59,"PRATHMIK VIDHALAYA PURVI BHAG BASAYACH",729,597,0,1326,414,395,0,809,210,0,277,4,30,478,3,1,3,0,1,6,2,1,1,0,0,1,0,0,0,1,809
60,"PRATHMIK VIDHALAYA PASCHIMI BHAG BASAYACH",781,599,0,1380,521,395,0,916,417,0,252,4,130,502,2,0,1,1,0,4,0,0,0,0,0,5,4,0,4,7,916
61,"ADARSH JANTA JR. HIGH SCHOOL AHARODA",560,449,0,1009,422,351,0,773,193,0,2,3,117,646,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,773
62,"PRATHMIK VIDHALAYA ROOM NO.1 MEHALKI",493,426,0,919,405,347,0,752,626,0,16,0,10,702,1,0,0,1,0,5,0,0,2,0,2,0,0,0,1,12,752
63,"PRATHMIK VIDHALAYA ROOM NO.2MEHALKI",478,396,0,874,389,313,0,702,571,0,24,3,159,501,0,1,0,0,0,4,0,1,1,1,0,1,0,0,2,4,702
64,"PRATHMIK VIDHALAYA ROOM NO.3 MEHALKI",792,644,0,1436,549,486,0,1035,401,0,302,3,276,390,1,1,1,0,0,8,1,2,2,1,1,4,13,0,10,19,1035
65,"MANDIR KE PAS PANCHAYATI GHAR MEERAPUR DALPAT MAJRA TISANG",261,226,0,487,199,169,0,368,111,0,157,0,1,199,1,0,0,0,0,0,0,2,0,0,0,4,2,0,0,2,368
66,"PRATHMIK VIDHALAYA NAYA BHAWAN MEERAPUR DALAPAT MAJRA TISANG",371,330,0,701,337,301,0,638,208,0,2,0,1,626,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,638
67,"PRATHMIK VIDHALAYA ROOM NO.1 TISANG",727,568,0,1295,499,435,0,934,350,0,169,11,287,445,3,1,0,0,1,3,0,1,2,2,1,3,1,0,3,1,934
68,"PRATHMIK VIDHALAYA ROOM NO.2 TISANG",658,569,0,1227,478,427,0,905,500,0,253,5,350,276,0,1,0,0,1,2,0,0,4,3,1,4,0,0,4,1,905
69,"PRATHMIK VIDHALAYA ROOM NO.3 TISANG",522,446,0,968,406,358,0,764,703,0,33,5,165,543,2,0,0,0,0,4,1,2,1,1,1,0,1,0,1,4,764
70,"PRATHMIK VIDHALAYA FAIZABAD MAJRA TISANG",512,479,0,991,392,382,0,774,738,0,100,6,109,523,3,0,1,1,0,4,0,3,6,0,2,2,3,0,2,9,774
71,"PRATHMIK VIDHALAYA MUSTFABAD MAJRA TISANG",331,293,0,624,299,263,0,562,212,0,2,0,15,541,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,562
72,"PRATHMIK VIDHALAYA JABARDASTPUR URF MANTAUDI",383,313,0,696,343,237,0,580,220,0,8,2,140,428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,580
73,"PRA PATHSHALA SAIDIPUR RAJU",435,405,0,840,421,355,0,776,450,0,13,2,103,649,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,776
74,"JR. HIGH SCHOOL NAGLI MAHASINGH",353,297,0,650,308,264,0,572,300,0,3,3,1,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,572
75,"PRA PATHSHALA NAGLI MAHASINGH",113,101,0,214,99,87,0,186,105,0,63,1,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186
76,"PRATHMIK VIDHALAYA ROOM NO.1 BEGRAJPUR",602,525,0,1127,471,373,0,844,540,0,326,6,66,414,4,0,1,0,0,3,0,3,2,0,0,7,3,0,1,8,844
77,"PRATHMIK VIDHALAYA ROOM NO.2BEGRAJPUR",568,482,0,1050,430,327,0,757,302,0,168,23,149,389,4,1,2,0,1,1,0,1,4,1,0,4,3,1,3,2,757
78,"PRATHMIK VIDHALAYA PURVI BHAG GHASIPURA MAJRA HUSAINPUR BOPADA",524,463,0,987,423,364,0,787,442,0,195,11,27,530,1,0,0,1,1,7,0,2,4,1,1,3,1,0,1,1,787
79,"PRATHMIK VIDHALAYA PASCHIMI BHAG GHASIPURA MAJRA HUSAINPUR BOPADA",532,426,0,958,426,340,0,766,350,0,152,10,29,561,0,1,1,2,0,8,1,0,0,0,1,0,0,0,0,0,766
80,"PANCHAYAT GHAR GHASIPURA ROOM NO.1",530,453,0,983,362,272,0,634,142,0,90,7,29,478,2,1,0,7,0,2,1,0,3,0,2,8,0,0,0,4,634
81,"PANCHAYAT GHAR GHASIPURA ROOM NO.2",373,322,0,695,242,208,0,450,100,0,146,4,7,262,1,1,0,1,2,8,1,1,4,3,1,6,0,1,0,1,450
82,"PRATHMIK VIDHALAYA PURVI BHAG HUSAINPUR BOPADA",727,631,1,1359,607,491,0,1098,548,0,49,12,140,856,4,1,0,0,3,11,0,2,2,1,2,5,2,0,3,5,1098
83,"PRATHMIK VIDHALAYA PACHIMI BHAG HUSAINPUR BOPADA",709,671,0,1380,583,521,0,1104,1072,0,49,13,259,751,3,0,0,1,0,13,1,0,2,0,0,6,2,0,2,2,1104
84,"INTER COLLEGE SHUGAR MILL MANSURPUR ROOM NO.1 KHANUPUR",561,449,0,1010,308,261,0,569,200,0,86,36,20,415,0,0,0,2,0,2,1,1,1,1,1,0,0,1,1,1,569
85,"INTER COLLEGE SHUGAR MILL MANSURPUR ROOM NO.2 KHANUPUR",530,432,0,962,337,255,0,592,435,0,156,19,9,391,2,0,1,0,0,7,1,0,0,0,1,1,0,0,1,3,592
86,"INTER COLLEGE SHUGAR MILL MANSURPUR ROOM NO.3 KHANUPUR",561,446,0,1007,381,255,0,636,220,0,33,27,10,547,0,1,0,3,0,6,0,0,1,0,0,2,0,2,2,2,636
87,"INTER COLLEGE SHUGAR MILL MANSURPUR ROOM NO.4 KHANUPUR",742,565,0,1307,472,335,0,807,607,0,35,24,12,724,3,0,0,2,0,3,0,0,1,1,0,1,1,0,0,0,807
88,"JUNIOR HIGH SCHOOL ROOM NO.1 NAVLA",526,464,0,990,437,259,0,696,668,0,153,4,231,287,1,0,0,0,1,3,0,1,1,1,0,4,3,1,2,3,696
89,"JUNIOR HIGH SCHOOL ROOM NO.2 NAVLA",421,313,0,734,275,184,0,459,433,0,72,3,31,345,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,2,459
90,"JUNIOR HIGH SCHOOL ROOM NO.3 NAVLA",560,481,0,1041,424,336,0,760,632,0,260,1,449,32,1,0,0,0,0,1,0,0,0,1,2,4,4,1,4,0,760
91,"JUNIOR HIGH SCHOOL ROOM NO.4 NAVLA",439,374,0,813,300,218,0,518,413,0,99,2,76,317,1,0,0,0,0,1,0,0,0,0,0,1,2,0,3,16,518
92,"JUNIOR HIGH SCHOOL ROOM NO.5 NAVLA",823,644,0,1467,514,410,0,924,380,0,154,6,301,447,1,0,2,0,0,1,0,0,0,0,3,1,3,0,3,2,924
93,"PRATHMIK VIDHALAYA NO.1 NAYA BHAWAN EXTRA ROOM1 NAVALA",639,539,0,1178,465,377,0,842,502,0,49,6,139,608,9,0,0,0,0,7,0,0,0,0,1,5,1,0,6,11,842
94,"PRATHMIK VIDHALAYA NO.2 ROOM NO.1 RAMP VALA NAVALA",694,631,0,1325,416,363,0,779,500,0,130,11,104,497,5,1,2,1,0,6,2,4,2,1,1,0,3,1,4,4,779
95,"PRATHMIK VIDHALAYA KHEDI TAGAN",734,610,0,1344,492,420,0,912,482,0,100,8,136,652,0,1,0,0,0,2,1,1,3,1,0,1,1,0,1,4,912
96,"PRATHMIK VIDHALAYA RAYPUR NAGLI",556,469,0,1025,396,354,0,750,745,0,125,15,59,533,1,1,1,0,1,4,0,0,1,0,1,3,4,0,0,1,750
97,"PRATHMIK PATHSHALA BOYS ROOM NO.1 BHAINSI",459,350,0,809,287,226,0,513,100,0,158,5,6,310,5,1,0,1,3,9,1,0,0,1,0,2,3,1,1,6,513
98,"PRA PATHSHALA BOYS ROOM NO.2 BHAINSI",653,529,0,1182,443,321,0,764,346,0,5,2,3,727,2,0,0,1,1,8,0,0,4,1,0,3,0,0,1,6,764
99,"GOVT KANYA INTER COLLEGE ROOM NO.1 BHAINSI",685,568,0,1253,509,383,0,892,600,0,2,10,3,863,1,1,0,1,0,2,0,1,0,0,0,1,0,0,0,7,892
100,"GOVT KANYA INTER COLLEGE ROOM NO.2 BHAINSI",616,557,0,1173,475,446,0,921,550,0,8,7,41,828,6,1,0,2,0,9,1,0,3,0,1,4,1,3,0,6,921
101,"PRA PATH. NO.2 BHAINSI",574,516,0,1090,470,417,0,887,735,0,29,8,213,614,2,0,1,0,2,10,0,0,0,1,0,6,0,0,0,1,887
102,"PRATHMIK VIDHALAYA  ROOM NO.1 ABDULLANAGAR URF SONTA",621,496,0,1117,528,381,0,909,155,0,25,32,31,805,2,0,0,1,0,3,0,1,3,0,0,2,0,0,3,1,909
103,"PRATHMIK VIDHALAYA ROOM NO.2 ABDULLANAGAR URF SONTA",496,404,0,900,393,314,0,707,414,0,14,12,26,647,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,707
104,"PRATHMIK VIDHALAYA PURANA ABDULLANAGAR URF SONTA",460,361,0,821,300,244,0,544,380,0,336,4,19,158,0,0,0,0,0,4,1,2,3,0,2,4,5,0,1,5,544
105,"KANYA PRA PATHSHALA PASCHIMI ROOM DUDHAHEDI",453,415,0,868,385,317,0,702,452,0,16,18,2,663,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,702
106,"KANYA PRA PATHSHALA PURVI ROOM DUDHAHEDI",436,339,0,775,314,245,0,559,416,0,110,12,28,395,1,0,0,1,1,1,0,0,0,1,1,2,2,1,2,1,559
107,"KANYA PRA PATHSHALA MADHAYA ROOM DUDHAHEDI",718,596,0,1314,595,353,0,948,320,0,27,18,15,867,2,0,1,0,1,8,0,0,2,0,0,1,1,0,0,5,948
108,"PRATHMIK VIDHALAYA BOYS DUDHAHEDI",235,193,0,428,159,124,0,283,203,0,73,0,2,194,1,1,0,0,1,2,0,1,0,0,1,2,2,0,0,3,283
109,"PRATHMIK VIDHALAYA ROOM NO.1 JOHARA",543,475,0,1018,394,361,0,755,563,0,361,3,44,327,1,0,0,0,1,1,0,0,2,1,1,3,7,0,1,2,755
110,"PRATHMIK VIDHALAYA BEECH KA KAMRA JOHARA",457,372,1,830,338,278,0,616,200,0,174,6,1,415,8,0,0,1,0,5,1,0,0,0,0,2,0,0,0,3,616
111,"PRATHMIK VIDHALAYA ROOM NO.2 JOHARA",566,486,0,1052,467,370,0,837,835,0,474,1,12,340,1,0,0,1,0,2,0,0,0,0,1,1,2,0,0,2,837
112,"PRATHMIK VIDHALAYA MANVVARPUR KALAN",630,504,0,1134,484,365,0,849,745,0,133,7,82,614,0,0,0,1,0,2,0,1,1,0,0,1,1,0,1,5,849
113,"UCHH PRATHMIK VIDHALAYA FAHEEMPUR KALAN",532,454,0,986,411,315,0,726,676,0,68,5,1,636,1,0,0,0,1,3,0,0,0,0,0,5,3,0,1,2,726
114,"PRATHMIK VIDHALAYA ROOM NO.1 MANSURPUR",726,542,0,1268,343,284,0,627,70,0,113,2,413,79,3,1,0,0,1,3,0,0,2,2,1,2,2,0,1,2,627
115,"PRATHMIK VIDHALAYA ROOM NO.3 MANSURPUR",545,465,0,1010,376,297,0,673,403,0,196,6,373,75,2,0,1,2,0,1,0,0,1,2,0,7,2,0,1,4,673
116,"PRATHMIK VIDHALAYA ROOM NO.2 MANSURPUR",746,571,0,1317,448,320,0,768,738,0,49,22,492,187,0,0,1,0,0,2,0,0,1,3,0,2,4,0,2,3,768
117,"UCHH PRATHMIK VIDHALAYA ROOM NO.1 MANSURPUR",716,595,0,1311,451,442,0,893,868,0,246,3,17,587,0,1,1,0,1,11,2,2,3,0,0,3,7,0,3,6,893
118,"UCHH PRATHMIK VIDHALAYA ROOM NO.2 MANSURPUR",550,472,0,1022,371,300,0,671,656,0,56,2,69,524,2,1,0,0,0,3,1,2,1,0,0,1,2,0,1,6,671
119,"PRATHMIK VIDHALAYA DAULATPUR",579,474,0,1053,507,408,0,915,600,0,11,5,15,867,1,0,0,0,0,1,0,0,0,0,0,0,3,0,4,8,915
120,"PRATHMIK VIDHALAYA BHATAUDA",730,647,0,1377,487,472,0,959,791,0,249,7,169,507,4,0,0,3,0,7,1,0,0,1,0,2,6,0,0,3,959
121,"PRATHMIK VIDHALAYA NO.1 MOGHPUR",418,349,0,767,374,328,0,702,400,0,2,3,3,693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,702
122,"PRATHMIK VIDHALAYA N0.2 MOGHPUR",297,232,0,529,273,205,0,478,150,0,61,2,6,404,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,478
123,"PRATHMIK VIDHALAYA NONA",289,240,0,529,254,180,0,434,103,0,0,1,3,428,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,434
124,"HARIJAN PANCHAYAT GHAR NONA",536,449,0,985,416,290,0,706,250,0,145,0,1,554,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,706
125,"PRATHMIK VIDHALAYA ROOM NO.1 SARAY RASOOLPUR",435,339,0,774,266,218,0,484,100,0,212,2,53,204,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,5,484
126,"PRATHMIK VIDHALAYA ROOM NO.3 SARAY RASOOLPUR",430,346,0,776,269,194,0,463,200,0,211,0,87,156,1,0,0,0,0,1,0,2,1,0,0,1,3,0,0,0,463
127,"PRATHMIK VIDHALAYA ROOM NO.2 SARAY RASOOLPUR",504,398,0,902,353,237,0,590,92,0,362,5,95,118,0,0,1,0,0,1,1,0,0,0,0,2,2,0,2,1,590
128,"PRATHMIK VIDHALAYA ROOM NO.4 SARAY RASOOLPUR",479,373,0,852,328,256,0,584,104,0,180,5,89,295,0,0,0,0,0,3,3,1,0,2,1,3,1,0,1,0,584
129,"KISAN SEVA SAHKARI SAMITI SARAY RASOOPUR",616,497,0,1113,405,300,0,705,400,0,42,3,177,460,2,1,0,0,1,6,0,0,2,0,0,2,0,0,5,4,705
130,"PRATHMIK VIDHALAYA TAJPUR",629,544,0,1173,485,381,0,866,465,0,73,11,154,605,0,2,0,0,1,6,1,0,3,0,0,0,4,2,2,2,866
131,"PRATHMIK VIDHALAYA ROOM NO.1 BUADA KALAN",716,615,0,1331,600,481,0,1081,561,0,18,2,29,1024,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1081
132,"PRATHMIK VIDHALAYA ROOM NO.1 BUADA KHURD",380,323,0,703,308,244,0,552,402,0,7,1,75,452,3,0,0,0,0,1,1,0,6,0,0,0,0,0,1,5,552
133,"PRATHMIK VIDHALAYA ROOM NO.1 KHANJAHAPUR",430,377,0,807,384,316,0,700,400,0,382,3,78,222,0,0,0,1,0,6,0,0,1,0,0,1,3,1,1,1,700
