"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
269,"JAME UL ULUM JR. HIGH SCHOOL OFFICE SE MILA ROOM KHATAULI",422,329,0,751,319,214,0,533,430,0,344,7,124,50,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,1,533
270,"KK JAIN INTER COLLEGE NAYA BHAWAN ROOM NO.8 KHATAULI",564,431,0,995,384,278,0,662,586,0,475,2,165,11,1,0,0,1,0,3,0,0,0,0,0,1,1,1,1,0,662
271,"KK JAIN INTER COLLEGE NAYA BHAWAN ROOM NO.7 KHATAULI",706,622,0,1328,508,434,0,942,400,0,53,21,11,827,4,1,0,4,1,8,2,0,0,1,1,0,0,0,1,7,942
272,"KK JAIN DIGREE COLLEGE KA ANTIM KAMRA KHATAULI",745,652,0,1397,511,449,0,960,888,0,41,15,44,850,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,2,960
273,"KK JAIN DIGREE COLLEGE ROOM NO.1KHATAULI",819,630,0,1449,494,346,0,840,200,0,234,7,569,3,3,0,0,2,1,1,0,1,1,3,1,5,5,0,3,1,840
274,"KK JAIN DIGREE COLLEGE ROOM NO.4KHATAULI",401,305,0,706,236,168,0,404,260,0,158,4,227,7,0,0,0,2,0,0,1,1,0,0,1,1,2,0,0,0,404
275,"KK JAIN DIGREE COLLEGE ROOM NO.2KHATAULI",600,518,0,1118,299,228,0,527,110,0,237,2,140,135,1,0,0,2,0,0,0,0,1,1,0,1,4,1,0,2,527
276,"KK JAIN DIGREE COLLEGE ROOM NO.3KHATAULI",708,588,0,1296,441,355,0,796,770,0,174,9,131,467,0,0,0,4,0,4,0,0,1,1,0,0,1,0,1,3,796
277,"KANYA JANTA INTER COLLEGE ROOM NO.1 SHIVPURI KHATAULI",641,512,0,1153,465,343,0,808,300,0,146,13,252,371,2,0,1,1,1,4,0,1,1,1,1,1,1,0,2,9,808
278,"KANYA JANTA INTER COLLEGE ROOM NO.2 SHIVPURI KHATAULI",603,445,0,1048,366,279,0,645,563,0,159,15,447,10,0,0,0,4,0,0,0,0,1,0,0,1,3,0,5,0,645
279,"KANYA JANTA INTER COLLEGE ROOM NO.5 SHIVPURI KHATAULI",426,371,0,797,282,260,0,542,400,0,80,5,85,356,3,0,0,1,0,4,0,0,2,0,0,1,3,0,2,0,542
280,"KANYA JANTA INTER COLLEGE ROOM NO.3 SHIVPURI KHATAULI",814,714,0,1528,499,408,0,907,280,0,145,30,23,693,0,0,1,4,0,2,0,0,1,0,1,2,2,0,0,3,907
