"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
252,"SIKANDRABAD NAGAR PALIKA PRIMARY KANYA PATHSHALA R.N. 2",414,400,0,814,240,211,0,451,146,0,27,399,0,15,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,451
253,"SIKANDRABAD NAGAR PALIKA PRIMARY KANYA PATHSHALA R.N. 3",696,590,0,1286,431,343,0,774,636,0,27,606,6,83,0,1,1,2,2,0,0,10,0,1,4,2,1,19,0,6,0,0,0,2,1,774
254,"NIZAMPUR PRIMARY SCHOOL R.N. 1",455,387,0,842,354,259,0,613,613,0,360,214,6,16,0,4,0,2,1,0,0,2,0,0,0,2,3,2,1,0,0,0,0,0,0,613
255,"NIZAMPUR PRIMARY SCHOOL R.N. 2",493,401,0,894,308,242,0,550,549,0,144,117,1,268,3,4,0,1,0,1,1,2,0,0,3,1,3,0,0,0,0,0,0,0,1,550
256,"MEHTABNAGAR PRIMARY SCHOOL",362,296,0,658,288,204,0,492,488,0,293,134,4,47,1,1,0,0,0,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,3,492
257,"MASOTA PRIMARY SCHOOL",786,625,0,1411,555,392,0,947,17,0,391,279,5,243,1,0,0,1,0,2,1,4,3,0,3,9,3,1,0,0,0,0,1,0,0,947
258,"MAHEPA JAGIR PRIMARY SCHOOL R.N. 1",468,374,0,842,271,228,0,499,499,0,88,316,7,54,1,1,1,0,0,1,2,8,0,2,2,3,1,4,2,1,1,1,0,2,1,499
259,"MAHEPA JAGIR PRIMARY SCHOOL R.N. 2",839,712,0,1551,518,375,0,893,29,0,110,540,6,211,3,2,1,2,0,0,0,3,0,0,3,5,1,3,0,0,0,0,0,1,2,893
260,"BHONKHERA PRIMARY SCHOOL",434,371,0,805,303,219,0,522,522,0,331,124,1,58,0,1,0,1,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,522
261,"MALHPUR PRIMARY SCHOOL",228,188,0,416,164,129,0,293,293,0,171,59,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293
262,"JOLI PRIMARY SCHOOL R.N. 1",514,400,0,914,415,267,0,682,682,0,350,240,1,76,0,0,0,0,0,0,2,0,2,0,3,3,2,1,0,1,0,0,0,0,1,682
263,"JOLI PRIMARY SCHOOL R.N. 2",488,430,0,918,343,271,0,614,330,0,320,170,4,88,1,0,0,0,0,0,0,3,1,0,2,7,4,4,1,2,0,1,0,0,6,614
264,"BUTENA PRIMARY SCHOOL",587,514,0,1101,399,331,0,730,17,0,208,452,5,38,0,3,1,1,0,0,1,5,1,2,2,3,1,2,0,1,0,0,0,1,3,730
265,"PRANGARH PRIMARY SCHOOL R.N. 1",325,292,0,617,219,156,0,375,375,0,101,270,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,375
266,"PRANGARH PRIAMRY SCHOOL R.N. 2",720,631,0,1351,415,299,0,714,610,0,103,331,7,233,4,7,1,1,0,0,1,5,3,0,4,7,0,2,1,2,0,2,0,0,0,714
267,"HAMEEDPUR PRIMARY SCHOOL",409,369,0,778,356,293,0,649,648,0,95,49,2,488,0,1,0,0,0,1,0,0,3,0,4,3,1,0,0,0,1,0,0,0,1,649
268,"JUNEDPUR PRIMARY SCHOOL",560,500,0,1060,423,381,0,804,802,0,250,157,4,358,1,4,0,0,3,1,0,3,1,1,5,8,2,2,0,2,0,1,0,0,1,804
269,"SARAY DULHA PRIMARY SCHOOL",528,489,0,1017,342,294,0,636,276,0,113,404,6,91,0,9,0,0,0,0,1,3,0,1,1,1,2,0,0,0,0,1,1,1,1,636
270,"SARAY JAGANNATH PRIMARY SCHOOL",327,289,0,616,235,193,0,428,407,0,152,206,0,61,0,3,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,428
271,"ADHA PRIMARY SCHOOL R.N. 1",503,421,1,925,341,221,0,562,552,0,185,339,1,2,0,8,1,1,0,0,2,5,0,1,5,6,2,1,0,0,0,0,0,0,3,562
272,"ADHA PRIMARY SCHOOL R.N. 2",598,496,0,1094,406,297,0,703,703,0,285,261,2,107,0,3,0,1,1,0,0,4,2,3,4,9,8,5,0,2,0,1,1,0,4,703
273,"CHANDERU JUNIOR HIGH SCHOOL R.N. 1",700,643,0,1343,432,363,0,795,752,0,511,29,2,186,1,1,0,0,0,0,33,2,3,0,1,6,8,0,2,6,1,0,1,0,2,795
274,"CHANDERU JUNIOR HIGH SCHOOL R.N. 2",320,275,0,595,187,172,0,359,359,0,131,54,4,131,0,0,0,0,1,4,26,2,1,0,0,2,0,1,0,1,0,0,0,0,1,359
275,"CHANDERU JUNIOR HIGH SCHOOL R.N. 3",633,554,0,1187,381,321,0,702,502,0,132,334,7,197,0,0,1,1,0,1,3,1,2,0,3,1,2,7,0,1,0,0,1,2,6,702
276,"INAYATGARHI PRIMARY SCHOOL",323,263,0,586,216,180,0,396,367,0,111,50,0,223,2,0,1,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,396
277,"SARAY GHASI MAGHANAND INTER COLLEGE R.N. 1",457,434,0,891,352,143,0,495,495,0,49,396,4,17,1,0,0,3,1,0,0,5,2,1,1,3,4,4,0,0,0,1,0,2,1,495
278,"SARA GHASI MAGHANAND INTER COLLEGE R.N. 2",467,440,0,907,310,251,0,561,110,0,181,232,3,125,2,2,0,1,0,0,0,8,1,0,0,1,1,1,0,0,1,1,0,0,1,561
279,"SARAY GHASI MAGHANAND INTER COLLEGE R.N. 3",443,398,0,841,260,228,0,488,32,0,70,280,3,128,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,488
280,"CHANDRAWALI PRIMARY SCHOOL R.N. 1",482,438,0,920,366,299,0,665,654,0,514,129,1,4,1,1,0,0,0,0,6,1,0,0,2,3,0,0,1,0,0,0,0,0,2,665
281,"CHANDRAWALI PRIMARY SCHOOL R.N. 2",442,398,0,840,281,210,0,491,491,0,86,358,4,25,0,3,0,0,0,0,0,5,0,1,4,1,1,0,0,1,0,2,0,0,0,491
282,"BHATOLA PRIMARY SCHOOL",476,433,0,909,328,280,0,608,10,0,77,418,1,103,1,3,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,608
283,"BODHA PRIMARY SCHOOL",520,487,0,1007,434,385,0,819,16,0,185,410,4,127,2,59,1,7,0,1,1,0,2,2,3,1,6,4,1,3,0,0,0,0,0,819
284,"TALABPUR URF KANAKPUR PRIMARY SCHOOL",720,610,0,1330,570,436,0,1006,10,0,116,572,10,282,1,1,2,0,2,1,0,8,0,2,1,0,0,4,0,0,1,2,0,0,1,1006
285,"LUHAKAR PRIMARY SCHOOL",250,217,0,467,178,161,0,339,339,0,34,229,5,58,0,0,0,1,1,0,0,1,1,0,1,4,0,3,0,0,0,0,0,1,0,339
286,"NANGLA BARODA PRIMARY SCHOOL",337,309,0,646,268,232,0,500,370,0,43,332,3,103,1,0,0,1,0,0,0,0,0,1,8,2,0,4,0,1,0,0,0,0,1,500
287,"BARODA KARAN SINGH HAYER SEC SCHOOL R.N. 1",469,415,0,884,321,265,0,586,86,0,161,396,1,22,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,586
288,"BARODA KARAN SINGH HAYER SEC SCHOOL R.N. 2",603,464,0,1067,415,320,0,735,35,0,78,274,1,360,1,8,0,0,0,0,1,0,5,0,0,2,1,1,0,1,0,1,1,0,0,735
289,"FIROZPUR PRIMARY SCHOOL",201,180,0,381,145,122,0,267,210,0,3,235,1,15,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,3,0,1,1,0,1,267
290,"JAHIDPUR PRIMARY SCHOOL R.N. 1",261,209,0,470,180,150,0,330,330,0,78,121,1,124,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,330
291,"JAHIDPUR PRIMARY SCHOOL R.N. 2",629,529,0,1158,436,371,0,807,801,0,204,536,2,37,1,1,0,2,0,0,0,6,0,0,1,3,2,5,2,0,1,2,0,1,1,807
292,"DULHERA PRIMARY SCHOOL",524,470,1,995,390,312,0,702,212,0,123,520,5,29,1,0,1,0,0,0,0,4,0,2,4,5,1,5,0,0,1,0,0,1,0,702
293,"NOORPUR PRIMARY SCHOOL",448,401,0,849,367,314,0,681,681,0,147,451,3,59,1,2,0,2,0,0,0,1,0,0,1,0,2,7,0,4,0,1,0,0,0,681
294,"ALIYABAD PRIMARY SCHOOL",234,205,0,439,185,181,0,366,366,0,109,207,3,33,0,1,0,0,0,0,1,0,0,1,3,4,1,2,0,0,0,0,0,0,1,366
295,"VAIR BADSHAHPUR ASHU BHATI INTER COLLEGE R.N. 1",886,752,0,1638,625,485,0,1110,1100,0,481,474,7,75,1,10,0,1,1,6,0,7,1,1,4,5,16,9,2,4,2,0,0,1,2,1110
296,"VAIR BADSHAHPUR ASU BHATI INTER COLLEGE R.N. 2",820,680,0,1500,557,430,0,987,4,0,348,398,7,188,3,7,0,1,1,1,1,9,2,1,3,8,3,0,1,0,0,0,1,0,4,987
297,"VAIR BADSHAHPUR ASU BHATI INTER COLLEGE R.N. 3",364,331,0,695,274,203,0,477,139,0,86,122,1,245,0,2,2,0,1,0,0,5,1,0,4,4,2,1,0,1,0,0,0,0,0,477
298,"BADSHAHPUR PRIMARY SCHOOL",418,357,0,775,306,241,0,547,547,0,67,269,3,167,3,1,1,0,0,23,0,3,1,0,2,1,0,4,0,0,0,0,0,1,1,547
299,"BHORA KISAN SEWA SEHKARI SAMITI R.N. 1",436,377,1,814,347,260,0,607,27,0,155,234,1,189,2,0,0,0,0,1,0,4,0,2,4,3,0,3,0,2,0,2,1,4,0,607
300,"BHORA KISAN SEVA SEHAKARI SAMITI R.N. 2",794,718,0,1512,571,447,0,1018,504,0,234,537,6,185,1,4,3,2,1,0,1,12,3,3,3,5,1,5,1,2,1,4,1,1,2,1018
301,"RONI URF SALONI PRIMARY SCHOOL",547,440,0,987,320,251,0,571,567,0,261,220,2,74,0,2,0,1,0,0,1,2,0,0,2,1,0,1,0,0,0,2,1,1,0,571
302,"MAKRANDPUR URF FATAHPUR PRIMARY SCHOOL",423,313,0,736,301,184,0,485,298,0,135,287,2,40,0,1,0,0,1,0,1,6,1,0,1,0,2,3,0,0,1,0,1,2,1,485
303,"HIRNOTI PRIMARY SCHOOL",826,663,0,1489,537,415,0,952,950,0,287,494,4,101,1,10,0,4,0,2,0,19,2,0,4,6,6,4,0,0,1,4,0,1,2,952
304,"ALODA JAGIR PRIMARY SCHOOL",774,602,0,1376,537,366,0,903,78,0,185,371,4,317,0,3,0,0,1,1,1,5,2,0,2,2,2,1,0,1,0,1,1,1,2,903
305,"GADANA PRIMARY SCHOOL",626,453,0,1079,443,308,0,751,751,0,88,376,1,263,1,7,2,0,1,0,0,1,1,0,0,1,0,2,1,1,0,1,0,2,2,751
306,"ARANIYA KAMALPUR PRIMARY SCHOOL",296,237,0,533,207,145,0,352,344,0,137,183,2,19,0,3,0,0,0,0,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,352
307,"MOHAMMADPUR KEHARI PRIMARY SCHOOL",320,270,0,590,273,214,0,487,465,0,27,394,0,55,0,1,0,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,0,487
308,"HASANPUR BAKSUA PRIMARY SCHOOL",491,426,0,917,337,244,0,581,6,0,141,330,4,91,2,1,0,0,1,0,0,6,0,0,1,1,1,0,0,0,0,1,0,0,1,581
309,"SUNPERA JUNIOR HIGHSCHOOL R.N. 1",656,528,0,1184,454,329,0,783,15,0,129,565,5,26,0,1,1,0,2,0,2,17,2,4,12,13,1,0,0,0,0,1,0,0,2,783
310,"SUNPERA JUNIOR HIGHSCHOOL R.N. 2",407,314,0,721,295,212,0,507,507,0,123,173,1,178,4,0,0,0,0,0,1,3,2,0,2,4,2,3,1,6,0,0,2,1,1,507
311,"AJAMPUR HUSAINPUR JUNIOR HIGHSCHOOL",563,497,0,1060,439,386,0,825,225,0,73,683,3,52,2,0,0,0,0,0,0,3,0,0,2,2,0,3,1,0,0,0,0,0,1,825
312,"ALIPURA PRIMARY SCHOOL",289,275,0,564,203,179,0,382,112,0,54,171,5,127,0,0,1,0,0,0,0,1,0,0,0,1,3,4,3,11,0,0,1,0,0,382
313,"AMIPUR BANGAR PRIMARY SCHOOL",469,419,0,888,353,294,0,647,636,0,27,200,0,407,1,0,1,0,0,1,0,1,2,1,1,0,1,1,0,0,0,0,1,1,1,647
314,"VAILANA PRIMARY SCHOOL R.N. 1",562,514,0,1076,392,375,0,767,767,0,201,370,4,163,2,1,0,0,1,1,3,5,2,0,5,5,0,2,0,2,0,0,0,0,0,767
315,"VAILANA PRIMARY SCHOOL R.N. 2",498,424,0,922,365,293,0,658,326,0,158,432,7,26,1,2,1,2,0,0,1,2,0,0,9,4,4,2,0,0,0,1,1,3,2,658
316,"RAVANI BURJ PRIMARY SCHOOL",317,302,0,619,233,190,0,423,199,0,127,269,1,10,0,0,0,2,0,1,0,4,0,1,5,0,0,2,0,0,0,0,0,0,1,423
317,"CHOKI PRIMARY SCHOOL",448,406,0,854,260,247,0,507,507,0,72,305,4,112,2,0,0,1,0,0,0,1,0,0,2,2,1,1,0,0,0,0,2,0,2,507
318,"KHWAJPUR AMINABAD URF FAKIRGARHI PRIMARY SCHOOL",331,307,0,638,174,164,0,338,257,0,8,170,1,134,0,4,1,0,0,1,1,3,3,0,3,1,1,1,1,3,0,0,0,0,2,338
319,"JAITPUR PRIMARY SCHOOL",328,320,0,648,248,241,0,489,488,0,112,166,0,189,2,2,0,0,0,1,0,3,0,1,1,4,0,0,0,4,0,2,0,2,0,489
320,"JHAJHAR TARACHAND CHATURVEDI INTER COLLEGE R.N. 1",579,564,0,1143,384,345,0,729,150,0,132,414,3,153,1,0,2,1,1,1,5,1,1,2,2,2,2,2,0,1,1,0,0,0,2,729
321,"JHAJHAR TARACHAND CHATURVEDI INTER COLLEGE R.N. 2",460,468,0,928,312,302,0,614,609,0,263,246,1,87,0,3,0,1,0,1,2,2,0,1,1,2,1,1,1,0,0,0,0,0,1,614
322,"JHAJHAR TARACHAND CHATURVEDI INTER COLLEGE R.N. 3",782,739,0,1521,592,484,0,1076,822,0,62,882,4,4,0,0,0,0,0,0,1,13,2,4,12,12,10,47,1,0,0,2,4,5,11,1076
323,"JHAJHAR PRIMARY SCHOOL R.N. 1",772,727,0,1499,480,411,0,891,891,0,429,349,3,59,0,8,0,2,0,1,2,1,0,0,1,8,14,2,0,0,2,2,1,4,3,891
324,"JHAJHAR PRIMARY SCHOOL R.N. 2",708,678,1,1387,458,352,0,810,45,0,541,162,4,72,1,3,0,1,1,1,0,4,1,0,2,5,6,2,0,0,0,0,0,1,3,810
325,"INAYATPUR HAYER SECONDARY SCHOOL",577,473,0,1050,414,330,0,744,730,0,77,386,2,271,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,744
326,"KUTWAYA PRIMARY SCHOOL",227,208,1,436,163,156,0,319,267,0,125,174,2,12,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,319
327,"SUBRA PRIMARY SCHOOL",431,409,0,840,319,217,0,536,536,0,54,397,2,67,2,2,1,2,0,0,0,4,0,0,2,1,0,1,1,0,0,0,0,0,0,536
328,"AJAYNAGAR URF JAFARPUR BUHU PRIMARY SCHOOL",375,327,0,702,268,210,0,478,455,0,35,409,1,17,0,7,0,1,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,0,0,478
329,"KAKORE INTER COLLEGE R.N. 1",498,442,0,940,356,258,0,614,568,0,120,452,1,11,0,7,0,1,0,0,1,7,0,1,3,0,1,1,0,1,0,0,0,2,5,614
330,"KAKORE INTER COLLEGE R.N. 2",584,507,0,1091,480,372,0,852,8,0,125,661,3,16,0,3,0,1,0,0,2,9,1,1,9,6,1,3,0,0,1,4,1,2,3,852
331,"KAKORE INTER COLLEGE R.N. 3",718,643,0,1361,499,375,0,874,874,0,654,166,0,21,0,11,0,1,0,1,1,5,0,0,2,3,3,2,0,0,0,0,0,3,1,874
332,"KAKORE INTER COLLEGE R.N. 4",472,398,0,870,332,227,0,559,559,0,444,41,0,54,0,2,0,2,0,0,2,1,0,0,0,10,0,1,0,0,0,1,0,0,1,559
333,"KAKORE PRIMARY SCHOOL R.N. 1",621,552,0,1173,418,350,0,768,688,1,232,435,2,75,0,2,0,1,0,1,1,4,1,1,2,3,1,2,0,0,1,0,1,0,3,768
334,"KAKORE PRIMARY SCHOOL R.N. 2",324,280,0,604,183,147,0,330,319,0,34,135,0,147,2,0,0,0,0,0,1,2,1,2,2,1,0,1,0,1,0,0,0,1,0,330
335,"KAKORE BEEJ GODAM R.N. 1",472,415,0,887,335,249,0,584,88,0,78,339,7,120,1,13,1,7,0,0,0,4,0,1,2,0,1,5,1,0,0,1,0,0,3,584
336,"KAKORE BEEJ GODAM R.N. 2",454,375,0,829,313,258,0,571,90,0,103,272,1,170,1,3,0,0,0,0,0,1,1,1,2,2,1,3,0,2,0,4,2,0,2,571
337,"SAIDAMPUR PRIMARY SCHOOL",355,297,0,652,272,219,0,491,490,0,38,349,3,78,0,3,0,0,0,0,2,2,2,1,4,4,0,2,0,1,0,2,0,0,0,491
338,"BHOPATPUR PRIMARY SCHOOL",493,427,0,920,427,333,0,760,760,0,2,8,1,727,5,1,0,0,0,0,0,0,1,0,0,2,0,4,0,4,4,0,0,0,1,760
339,"SALEMPUR JAAT PRIMARY  SCHOOL R.N. 1",259,231,0,490,173,134,0,307,24,0,49,94,3,137,4,0,1,0,2,6,0,2,3,2,0,1,0,0,1,1,0,1,0,0,0,307
340,"SALEMPUR JAAT PRIMARY  SCHOOL R.N. 2",719,630,0,1349,563,388,0,951,373,0,170,690,2,72,0,1,0,2,0,0,0,5,0,2,2,1,2,0,0,0,0,0,1,0,1,951
341,"NAGLA GOVINDPUR PRIMARY SCHOOL",569,518,0,1087,454,317,0,771,753,0,632,9,0,113,0,2,0,0,0,0,0,1,0,0,2,8,1,3,0,0,0,0,0,0,0,771
342,"ARONDA PRIMARY SCHOOL",590,524,0,1114,454,396,0,850,843,0,261,402,5,134,2,1,0,0,1,0,1,3,1,2,1,2,17,13,0,2,0,2,0,0,0,850
343,"DHANORA INTER COLLEGE R.N. 1",661,591,0,1252,431,325,0,756,756,0,165,500,5,21,0,18,0,3,1,0,1,15,2,0,8,5,2,3,1,0,0,4,0,1,1,756
344,"DHANORA INTER COLLEGE R.N. 2",642,546,0,1188,421,297,0,718,48,0,75,597,4,8,1,1,0,0,2,0,0,6,0,0,9,7,0,5,0,0,0,1,0,1,1,718
345,"DHANORA INTER COLLEGE R.N. 3",533,456,0,989,348,292,0,640,636,0,174,431,3,17,0,6,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,1,640
346,"DHANORA INTER COLLEGE R.N. 4",568,482,0,1050,415,343,0,758,755,0,5,201,8,515,3,1,1,0,0,3,0,1,0,0,2,4,2,2,0,5,2,0,2,0,1,758
347,"FATEHPUR JADON PRIMARY SCHOOL",471,437,0,908,332,305,0,637,401,0,88,497,2,11,0,21,0,2,0,0,1,5,0,0,1,4,1,4,0,0,0,0,0,0,0,637
348,"NITHARI JUNIOR HIGHSCHOOL R.N. 1",312,293,0,605,271,217,0,488,88,0,73,368,2,42,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,488
349,"NITHARI JUNIOR HIGHSCHOOL R.N. 2",384,302,0,686,288,187,0,475,36,0,131,240,3,88,1,4,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,475
350,"RASULPUR RITHORI PRIMARY SCHOOL R.N. 1",598,543,0,1141,429,354,0,783,703,0,40,268,2,445,4,0,0,0,0,1,1,5,2,1,0,4,0,2,1,2,0,1,1,0,3,783
351,"RASULPUR RITHORI PRIMARY SCHOOL R.N. 2",752,677,0,1429,451,374,0,825,457,0,44,504,3,232,1,6,0,4,0,1,1,6,1,1,0,1,3,5,0,3,1,4,1,1,2,825
352,"SHAHPUR KALAN PRIMARY SCHOOL",375,345,0,720,290,255,0,545,545,0,124,126,1,280,1,5,0,0,1,0,1,0,1,0,0,2,0,0,1,1,0,0,1,0,0,545
353,"KONDU PRIMARY SCHOOL",811,767,0,1578,556,519,0,1075,1071,0,76,840,4,130,1,6,0,2,0,0,0,7,0,2,0,2,0,2,0,1,0,1,1,0,0,1075
354,"VIRONDI TARPUR PRIMARY SCHOOL R.N. 1",422,380,0,802,344,263,0,607,5,0,391,101,0,101,1,1,1,0,0,0,0,2,0,0,1,2,4,1,0,0,0,0,0,0,1,607
355,"VIRONDI TARPUR PRIMARY SCHOOL R.N. 2",410,343,0,753,335,270,0,605,605,0,326,256,3,1,1,2,0,2,1,0,0,1,1,0,0,3,2,3,0,0,0,1,0,0,2,605
356,"VIRONDI FOLADPUR PANCHAYAT GHAR",546,509,0,1055,362,341,0,703,1,0,102,299,1,290,1,1,0,0,1,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,703
357,"NAVADA PRIMARY SCHOOL",414,372,0,786,311,281,0,592,456,0,35,359,5,177,0,8,0,3,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,592
358,"DHAMERA NARA PRIMARY SCHOOL R.N. 1",446,404,0,850,302,260,0,562,62,0,96,373,1,61,0,4,0,1,0,0,1,3,1,1,3,0,3,9,1,1,1,1,0,0,1,562
359,"DHAMERA NARA PRIMARY SCHOOL R.N. 2",587,490,0,1077,435,333,0,768,3,0,63,438,12,231,1,3,0,1,2,1,1,0,1,0,4,2,1,3,0,0,1,0,0,1,2,768
360,"AGARAI PRIMARY SCHOOL",629,528,0,1157,462,387,0,849,51,0,212,445,2,149,3,5,1,2,0,0,0,2,0,1,2,3,7,6,3,1,3,1,0,0,1,849
361,"ROOPWAS PANCHGAI PRIMARY SCHOOL",651,603,0,1254,466,388,0,854,853,0,58,555,5,193,2,0,1,1,1,1,4,11,7,0,4,4,0,1,1,3,1,1,0,0,0,854
362,"CHACHOI PRIMARY SCHOOL",597,558,0,1155,410,365,0,775,149,0,120,601,3,10,0,4,0,0,1,0,0,3,0,0,9,7,2,10,1,1,0,1,0,2,0,775
363,"BAHORAVAS PRIMARY SCHOOL",564,506,0,1070,442,325,0,767,67,0,133,482,20,90,3,4,1,2,0,0,4,2,2,2,2,0,6,9,0,5,0,0,0,0,0,767
364,"CHOLA PRIMARY SCHOOL R.N. 1",496,410,0,906,372,270,0,642,41,0,31,590,4,8,1,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,642
365,"CHOLA PRIMARY SCHOOL R.N. 2",530,451,0,981,334,252,0,586,504,0,80,342,8,120,1,2,1,0,1,0,2,2,0,0,4,2,0,9,1,2,1,1,0,2,5,586
366,"BANCHAWALI CHUNNI LAL INTER COLLEGE R.N. 1",268,230,0,498,198,140,0,338,45,0,30,220,1,73,0,1,0,0,0,0,0,2,2,0,0,0,1,7,0,0,0,0,0,0,1,338
367,"BANCHAWALI CHUNNI LAL INTER COLLEGE R.N. 1",804,666,0,1470,545,410,0,955,340,0,94,759,5,64,0,5,1,1,0,0,1,7,0,0,3,5,3,4,1,1,0,0,0,0,1,955
368,"JAGATPUR URF SULTANPUR PRIMARY SCHOOL",590,491,0,1081,448,322,0,770,586,0,72,509,6,132,2,2,2,2,0,2,0,16,0,2,7,4,0,2,0,3,0,4,2,1,0,770
369,"KHWASPUR PRIMARY SCHOOL R.N. 1",428,369,0,797,293,210,0,503,503,0,86,366,5,29,1,8,0,0,0,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,503
370,"KHWASPUR PRIMARY SCHOOL R.N. 2",474,410,0,884,351,266,0,617,613,0,63,323,6,192,0,15,0,0,0,1,1,2,2,1,4,1,2,1,0,1,0,0,1,0,1,617
371,"GANGROL PRIMARY SCHOOL R.N. 1",406,339,0,745,304,206,0,510,510,0,24,382,7,79,2,5,0,1,2,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,510
372,"GANGROL PRIMARY SCHOOL R.N. 2",647,557,0,1204,495,406,0,901,869,0,55,402,9,403,2,3,1,2,1,1,1,7,5,0,2,3,0,1,0,0,0,0,0,0,3,901
373,"NAGLA VANSHI PRIMARY SCHOOL",533,450,0,983,457,329,0,786,194,0,18,474,4,284,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,786
374,"NAGLA ALLAHABAD PRIMARY SCHOOL",369,328,0,697,300,252,0,552,552,0,24,328,0,188,1,0,0,1,0,1,0,3,0,0,1,1,1,1,1,0,0,1,0,0,0,552
375,"SHERPUR MAZRA GANGROL PRIMARY SCHOOL",381,345,0,726,274,206,0,480,234,0,78,102,1,259,2,13,1,2,0,1,1,4,1,1,0,4,1,1,0,0,2,4,2,0,0,480
376,"DAUDPUR PRIMARY SCHOOL",338,304,0,642,299,245,0,544,542,0,7,531,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,544
377,"KADARPUR PRIMARY SCHOOL",237,206,0,443,191,156,0,347,151,0,2,109,1,216,5,0,1,2,1,0,0,3,2,1,0,1,0,0,1,1,1,0,0,0,0,347
378,"KHANPUR KISAN UCHHTAR MADHYAMIC VIDHYALYA",725,629,0,1354,538,419,0,957,6,0,65,851,4,17,0,5,0,2,1,0,1,3,0,0,2,1,1,3,0,0,0,0,0,1,0,957
379,"SHEKHPUR MAM PRIMARY SCHOOL",491,400,0,891,285,199,0,484,84,0,32,379,2,54,0,3,1,1,0,0,0,5,0,0,0,2,1,0,0,1,0,0,1,1,1,484
