"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
26,"SINGARIBAI KANYA INTER COLLEGE BALUGANJ R.NO.4 EAST PART",404,341,0,745,244,166,0,410,408,0,15,259,18,98,1,0,0,0,0,3,1,0,3,3,2,7,410
27,"SINGARIBAI KANYA INTER COLLEGE BALUGANJ R.NO.5 WEST PART",467,416,0,883,274,212,0,486,310,0,48,116,30,280,0,0,0,0,0,7,0,0,0,0,2,3,486
28,"SINGARIBAI KANYA INTER COLLEGE BALUGANJ R.NO.6 WEST PART",332,311,0,643,224,167,0,391,341,0,56,23,6,291,2,0,0,0,0,11,0,0,1,1,0,0,391
29,"SINGARIBAI KANYA INTER COLLEGE BALUGANJ R.NO.7 WEST PART",528,452,0,980,212,163,0,375,350,0,42,103,23,182,0,1,0,0,0,7,0,0,15,0,1,1,375
30,"SINGARIBAI KANYA INTER COLLEGE BALUGANJ R.NO.8 WEST PART",355,296,0,651,179,137,0,316,258,0,44,49,14,197,1,0,0,0,0,6,1,1,0,0,0,3,316
31,"ANGLO BANGALI K I COLLEGE BALUGANJ EAST PART",441,364,0,805,354,231,0,585,585,0,29,179,27,331,0,0,0,0,0,3,0,0,8,1,0,7,585
32,"ANGLO BANGALI K I COLLEGE BALUGANJ R NO. 2 EAST PART",457,377,0,834,364,261,0,625,437,0,42,196,22,350,1,0,0,1,0,0,1,1,2,2,6,1,625
33,"ANGLO BANGALI K I COLLEGE BALUGANJ R NO. 3 EAST PART",519,430,0,949,370,212,0,582,582,0,25,270,64,185,2,0,1,0,0,2,1,1,28,0,1,2,582
34,"ANGLO BANGALI K I COLLEGE BALUGANJ R NO. 4 EAST PART",652,521,0,1173,394,296,0,690,172,0,39,88,24,509,4,0,0,1,1,11,3,0,3,3,1,3,690
35,"ANGLO BANGALI K I COLLEGE BALUGANJ R NO. 5 WEST PART",619,549,0,1168,351,281,0,632,624,0,55,141,30,386,2,2,0,0,0,3,2,1,1,2,1,6,632
36,"ANGLO BANGALI K I COLLEGE BALUGANJ R NO. 6 WEST PART",653,531,0,1184,454,299,0,753,567,0,24,313,46,338,3,3,0,0,0,3,4,2,2,6,2,7,753
37,"ANGLO BANGALI K I COLLEGE BALUGANJ R NO. 7 WEST PART",811,634,0,1445,553,390,0,943,855,0,25,209,45,629,4,0,0,0,1,6,4,0,7,5,5,3,943
38,"PRI.BE.PRA.PA RAKABGANJ R.NO.1",444,385,0,829,331,253,0,584,570,0,5,507,5,54,2,0,0,1,2,0,0,0,1,2,4,1,584
39,"PRI.BE.PRA.PA RAKABGANJ R.NO.2",413,352,0,765,302,206,0,508,508,0,5,426,5,60,0,1,0,0,0,0,1,1,2,1,1,5,508
40,"PRI.BE.PRA.PA RAKABGANJ R.NO.3",716,593,0,1309,531,386,0,917,916,0,8,396,9,485,2,0,0,2,5,2,0,0,1,3,1,3,917
41,"BESIC PRI.VIDHYALAY CHIPITOLA R.NO.1",696,552,0,1248,449,292,0,741,679,0,32,195,45,448,0,0,1,2,0,4,0,0,12,0,1,1,741
42,"BESIC PRI.VIDHYALAY CHIPITOLA R.NO.2",682,555,0,1237,420,255,0,675,585,0,31,152,28,426,4,0,0,0,0,5,0,1,24,1,0,3,675
43,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.1 EAST PART",734,624,0,1358,472,341,0,813,110,0,44,318,34,395,4,1,0,0,1,3,4,1,2,1,2,3,813
44,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.2 EAST PART",270,235,0,505,168,124,0,292,292,0,9,161,7,112,0,0,0,0,0,0,0,0,0,1,0,2,292
45,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.3 EAST PART",764,622,0,1386,492,354,0,846,345,0,61,271,28,462,5,0,0,0,0,5,0,3,3,3,2,3,846
46,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.4 EAST PART",148,147,0,295,97,97,0,194,184,0,9,66,7,110,0,0,0,0,0,2,0,0,0,0,0,0,194
47,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.5 EAST PART",490,396,0,886,335,216,0,551,541,0,19,95,13,416,1,1,0,0,1,4,0,0,1,0,0,0,551
48,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.6 EAST PART",311,279,0,590,201,161,0,362,355,0,15,31,42,253,1,0,0,2,0,5,0,0,10,1,1,1,362
49,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.7 WEST PART",607,542,0,1149,357,272,0,629,614,0,29,38,23,516,4,1,0,0,1,4,1,0,5,3,1,3,629
50,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.8 WEST PART",450,342,0,792,286,163,0,449,434,0,5,129,35,272,3,0,0,0,0,3,0,0,2,0,0,0,449
51,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.9 WEST PART",467,367,0,834,309,231,0,540,495,0,15,102,36,361,3,1,1,0,0,3,0,3,9,2,1,3,540
52,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.10 WEST PART",331,322,0,653,179,155,0,334,330,0,15,19,5,279,2,0,0,0,0,2,2,0,5,1,0,4,334
53,"BEBTIST H. SE. SCHOOL M G ROAD R.NO.11 WEST PART",407,364,0,771,285,213,0,498,366,0,21,60,30,376,0,1,0,1,0,3,1,0,0,2,0,3,498
54,"BE.PRI.PURV MADYAMIK VIDHYALAY KANYA NAMNER R.NO.1",583,521,0,1104,456,245,0,701,107,0,46,132,10,491,0,1,0,0,0,10,1,0,1,2,1,6,701
55,"BE.PRI.PURV MADYAMIK VIDHYALAY KANYA NAMNER R.NO.2",496,426,0,922,366,263,0,629,601,0,33,26,29,529,4,0,0,0,0,2,0,1,2,0,1,2,629
56,"BE.PRI.PURV MADYAMIK VIDHYALAY KANYA NAMNER R.NO.3",727,698,0,1425,455,399,0,854,568,0,54,127,21,631,0,0,1,0,0,5,0,0,3,2,2,8,854
57,"BE.PRI.PURV MADYAMIK VIDHYALAY KANYA NAMNER R.NO.4",507,443,0,950,297,229,0,526,475,0,26,126,12,355,0,0,1,0,0,1,1,1,0,0,0,3,526
58,"BE.PRI.PURV MADYAMIK VIDHYALAY KANYA NAMNER R.NO.5",368,248,0,616,238,147,0,385,364,0,24,66,5,282,0,1,0,0,0,1,0,0,2,0,2,2,385
59,"PRI.PRA.VI. RAJENDRA NAGAR R.NO.1",449,317,1,767,260,139,0,399,364,0,18,126,40,196,0,0,0,2,0,2,2,1,3,2,2,5,399
60,"PU.MA.VI. RAJENDRA NAGAR IDGAH COLONY R.NO.1 EAST PART",373,354,0,727,230,195,0,425,425,0,26,144,25,216,3,0,0,0,0,1,3,1,1,1,0,4,425
61,"PU.MA.VI. RAJENDRA NAGAR IDGAH COLONY R.NO.2 EAST PART",446,348,0,794,313,193,0,506,499,0,37,165,49,243,2,0,0,0,1,2,0,1,3,1,0,2,506
62,"PU.MA.VI. RAJENDRA NAGAR IDGAH COLONY R.NO.3 EAST PART",534,503,0,1037,278,226,0,504,283,0,28,34,19,406,2,0,0,0,0,8,1,0,0,1,0,5,504
63,"PU.MA.VI. RAJENDRA NAGAR IDGAH COLONY R.NO.4 WEST PART",885,721,0,1606,451,292,0,743,701,0,38,288,61,328,3,0,0,1,0,2,3,3,9,2,1,4,743
64,"PU.MA.VI. RAJENDRA NAGAR IDGAH COLONY R.NO.5 WEST PART",647,582,0,1229,376,339,0,715,653,0,31,26,16,626,0,0,0,0,9,0,0,0,0,0,0,7,715
65,"PU.MA.VI. RAJENDRA NAGAR IDGAH COLONY R.NO.6 WEST PART",562,424,0,986,262,186,0,448,433,0,44,71,7,311,0,1,0,0,0,7,2,0,0,2,0,3,448
66,"DYANAND BAL MANDIR SULTANPURA R.NO.1",470,416,0,886,262,186,0,448,433,0,44,71,7,311,0,1,0,0,0,7,2,0,0,2,0,3,448
67,"DYANAND BAL MANDIR SULTANPURA R.NO.2",434,318,0,752,295,224,0,519,510,0,77,87,65,270,1,0,0,0,0,7,2,0,2,2,1,5,519
68,"DYANAND BAL MANDIR SULTANPURA R.NO.3",336,266,0,602,239,182,0,421,403,0,22,67,14,308,4,0,0,1,0,1,0,1,1,0,1,1,421
69,"DYANAND BAL MANDIR SULTANPURA R.NO.4",312,237,0,549,247,182,0,429,161,0,15,13,6,388,0,0,0,0,0,5,0,0,0,0,1,1,429
70,"CHAVNI PRISHAD PRA.VI.SULTANPURA R.NO.1",623,478,0,1101,374,284,0,658,658,0,7,458,47,122,2,0,1,0,0,1,1,1,3,4,9,2,658
71,"CHAVNI PRISHAD PRA.VI.SULTANPURA R.NO.2",494,397,0,891,334,242,0,576,576,0,24,178,109,247,2,0,0,0,0,2,0,2,3,2,4,3,576
72,"CHAVNI PRISHAD PRA.VI.SULTANPURA R.NO.3",499,359,0,858,348,214,0,562,500,0,45,263,52,183,2,1,0,0,1,4,0,0,3,3,3,2,562
73,"CHAVNI PRISHAD PRA.VI.SULTANPURA R.NO.4",480,386,0,866,305,214,0,519,516,0,25,337,30,112,0,1,0,0,0,0,0,1,0,0,7,6,519
74,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 1 EAST PART",662,638,0,1300,356,331,0,687,599,0,57,76,55,465,2,0,0,0,0,22,0,0,1,0,0,9,687
75,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 2 EAST PART",617,532,0,1149,360,317,0,677,472,0,61,76,49,466,2,0,0,0,0,7,0,0,3,1,2,10,677
76,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 3 EAST PART",412,376,0,788,243,234,0,477,472,0,23,38,8,391,2,1,0,0,0,12,0,0,1,1,0,0,477
77,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 4 EAST PART",648,545,1,1194,315,230,0,545,340,0,26,244,13,242,1,0,0,1,0,5,0,2,0,2,4,5,545
78,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 5 EAST PART",402,356,0,758,180,165,0,345,330,0,25,58,13,228,2,0,0,0,1,13,0,0,3,0,2,0,345
79,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 6 WEST PART",500,416,0,916,306,214,0,520,451,0,46,95,20,339,0,0,2,2,0,15,0,0,0,1,0,0,520
80,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 7 WEST PART",569,512,0,1081,336,284,0,620,570,0,37,37,18,502,3,0,0,1,1,14,2,0,0,1,3,1,620
81,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 8 WEST PART",673,546,0,1219,358,292,0,650,639,0,25,46,37,527,1,0,0,0,0,9,2,0,0,0,0,3,650
82,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 9 WEST PART",702,588,0,1290,403,319,0,722,474,0,48,45,27,582,3,0,1,0,0,8,1,0,2,0,0,5,722
83,"ANAND INTER COLLEGE ARJUN NAGAR R. NO. 10 WEST PART",818,704,0,1522,447,366,0,813,813,0,60,14,21,696,2,0,0,1,0,11,1,0,1,0,1,5,813
84,"PRISHADIY PRA.BALAK VIDHALAY NAGLA FAKIRCHANDRA R.NO 1",397,329,0,726,257,187,0,444,12,0,17,243,18,152,1,0,0,1,1,3,2,0,0,4,1,1,444
85,"PRISHADIY PRA.BALAK VIDHALAY NAGLA FAKIRCHANDRA R.NO 2",500,440,0,940,396,301,0,697,679,0,11,585,7,74,1,0,0,0,0,8,1,0,1,2,5,2,697
86,"PRISHADIY PRA.KANYA VIDHALAY NAGLA FAKIRCHANDRA R.NO 1",404,340,0,744,271,204,0,475,18,0,27,96,16,312,2,1,0,1,0,10,0,1,1,4,0,4,475
87,"PRISHADIY PRA.KANYA VIDHALAY NAGLA FAKIRCHANDRA R.NO 2",448,400,0,848,320,230,0,550,491,0,22,410,15,87,0,0,0,0,1,3,0,0,4,3,4,1,550
88,"PANCHAYAT BHAVAN NAGLA FAKIRCHANDRA R NO 1",377,320,0,697,231,169,0,400,292,0,11,269,8,93,2,0,0,1,0,3,2,0,0,8,3,0,400
89,"PANCHAYAT BHAVAN NAGLA FAKIRCHANDRA R NO 2",562,458,0,1020,362,320,0,682,517,0,22,549,2,89,1,1,0,1,1,3,2,0,0,3,5,3,682
90,"GYAN BHARTI SCHOOL AYODYA KUNJ R NO 1",512,453,0,965,341,265,0,606,303,0,30,28,33,503,1,1,0,0,0,3,2,1,2,1,1,0,606
91,"GYAN BHARTI SCHOOL AYODYA KUNJ R NO 2",617,548,0,1165,382,353,0,735,735,0,16,44,27,615,8,3,0,0,1,10,1,0,5,0,0,5,735
92,"GYAN BHARTI SCHOOL AYODYA KUNJ R NO 3",775,674,0,1449,414,323,0,737,410,0,31,31,26,634,2,0,1,0,0,3,0,0,2,0,4,3,737
93,"SHIV BALMANDIR J.H AYODYA KUNJ R NO 1",763,619,0,1382,443,272,0,715,715,0,46,298,131,221,2,0,2,1,1,1,1,2,1,1,1,6,715
94,"SHIV BALMANDIR J.H AYODYA KUNJ R NO 2",660,591,0,1251,379,253,0,632,103,0,44,287,189,90,3,0,0,2,0,5,2,1,2,1,2,4,632
95,"SHIV BALMANDIR J.H AYODYA KUNJ R NO 3",595,514,0,1109,343,222,0,565,1,0,40,186,163,154,2,0,0,0,0,2,3,1,5,3,3,3,565
96,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.1 EAST PART",283,236,0,519,183,131,0,314,314,0,3,282,3,12,1,0,0,0,0,0,1,0,0,3,3,6,314
97,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.2 EAST PART",725,606,0,1331,434,307,0,741,695,0,30,297,18,361,0,0,0,1,0,7,2,0,2,4,9,10,741
98,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.3 EAST PART",504,373,0,877,285,187,0,472,143,0,37,115,17,291,1,0,0,2,0,4,0,0,0,2,0,3,472
99,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.4 EAST PART",743,667,0,1410,409,319,0,728,704,0,50,254,27,369,2,0,0,0,0,10,1,1,1,1,6,6,728
100,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.5 WEST PART",407,348,0,755,255,173,0,428,421,0,35,302,44,33,2,1,0,1,0,1,0,0,3,1,4,1,428
101,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.6 WEST PART",472,404,0,876,266,171,0,437,47,0,28,175,52,167,0,1,0,0,0,7,0,1,2,4,0,0,437
102,"ACHRYA VINOVABHAVE J H SCHOOL SARAY KWAJA R.NO.7 WEST PART",681,599,0,1280,430,329,0,759,756,0,40,416,126,163,0,0,0,0,0,2,1,1,4,1,1,4,759
103,"SANT KABIR INTER COLLEGE R NO 1 KWASPURA",859,638,0,1497,461,322,0,783,781,0,32,257,129,315,4,3,1,0,1,3,2,2,16,6,5,7,783
104,"SANT KABIR INTER COLLEGE R NO 2 KWASPURA",265,238,0,503,166,133,0,299,290,0,8,29,24,221,3,0,0,0,0,0,0,2,6,0,2,4,299
105,"SANT KABIR INTER COLLEGE R NO 3 KWASPURA",438,362,0,800,301,220,0,521,521,0,24,104,48,324,5,0,0,0,1,0,2,0,5,0,4,4,521
106,"SANT KABIR INTER COLLEGE R NO 4 KWASPURA",550,469,0,1019,371,317,0,688,688,0,28,154,36,442,6,0,0,0,0,3,2,0,8,3,2,4,688
107,"SANT KABIR INTER COLLEGE R NO 5 KWASPURA",669,527,0,1196,378,243,0,621,614,0,35,403,95,62,2,0,1,0,0,8,2,1,6,1,4,1,621
108,"S.T.G.S PUBLIC SCHOOL KWASPURA R.NO 1",846,639,0,1485,455,295,0,750,750,0,104,386,186,51,2,1,1,0,1,4,3,1,5,3,1,1,750
109,"S.T.G.S PUBLIC SCHOOL KWASPURA R.NO 2",512,396,0,908,288,168,0,456,456,0,41,246,100,46,2,0,0,0,0,4,2,1,5,5,2,2,456
110,"S.T.G.S PUBLIC SCHOOL KWASPURA R.NO 3",591,497,0,1088,313,179,0,492,485,0,45,235,158,30,2,0,0,0,0,0,6,2,0,12,2,0,492
111,"S.T.G.S PUBLIC SCHOOL KWASPURA R.NO 4",481,412,0,893,191,214,0,405,333,0,33,150,66,141,2,0,0,1,0,1,1,0,3,1,1,5,405
112,"S.T.G.S PUBLIC SCHOOL KWASPURA R.NO 5",522,440,0,962,166,107,0,273,267,0,25,98,55,86,1,0,0,0,0,3,0,1,2,1,0,1,273
113,"SAMUDAYIC KENDRA KWASPURA R NO 1",528,441,0,969,212,124,0,336,330,0,33,101,54,140,3,0,0,0,0,2,1,0,0,0,0,2,336
114,"CHHOTELAL I C RADHEWALI GALI NO 3 SHIV NAGAR R NO 1`",560,426,0,986,290,191,0,481,481,0,19,65,121,235,5,2,0,1,1,2,0,1,21,4,2,2,481
115,"CHHOTELAL I C RADHEWALI GALI NO 3 SHIV NAGAR R NO 2",601,472,0,1073,327,214,0,541,522,0,51,88,179,193,1,0,0,0,0,3,1,0,14,3,2,6,541
116,"CHHOTELAL I C RADHEWALI GALI NO 3 SHIV NAGAR R NO 3",773,643,0,1416,301,198,0,499,491,0,38,86,203,106,5,0,0,0,1,8,1,1,44,3,2,1,499
117,"CHHOTELAL I C RADHEWALI GALI NO 3 SHIV NAGAR R NO 4",831,642,0,1473,371,213,0,584,548,0,69,155,143,181,1,0,2,1,1,3,3,1,9,2,4,9,584
118,"CHHOTELAL I C RADHEWALI GALI NO 3 SHIV NAGAR R NO 5",543,403,0,946,289,240,0,529,464,0,45,80,174,214,3,0,1,0,1,1,3,2,1,3,0,1,529
119,"M.A KWAJA GARIB NAVAJ HIGH SCHOOL OMNAGAR KWASPURA R.NO.1",738,598,0,1336,353,170,0,523,523,0,61,67,126,214,3,0,0,0,0,15,2,2,22,6,0,5,523
120,"M.A KWAJA GARIB NAVAJ HIGH SCHOOL OMNAGAR KWASPURA R.NO.2",695,601,0,1296,392,235,0,627,296,0,25,70,117,394,2,2,0,0,0,1,2,4,5,2,1,2,627
121,"ABDUL HAMEED PUBLIC SCHOOL KWASPURA R.NO.1",609,469,0,1078,244,126,0,370,370,0,28,139,135,48,0,1,0,0,1,1,0,1,12,1,0,3,370
122,"ABDUL HAMEED PUBLIC SCHOOL KWASPURA R.NO.2",496,334,1,831,262,132,0,394,394,0,43,127,62,144,3,1,0,0,2,1,2,0,6,1,0,2,394
123,"ABDUL HAMEED PUBLIC SCHOOL KWASPURA R.NO.3",665,466,0,1131,461,101,0,562,562,0,24,396,25,85,2,0,0,0,1,10,0,0,4,1,9,5,562
124,"M.K.D PUBLIC SCHOOL KWASPURA R.NO.1",322,251,0,573,123,74,0,197,140,0,16,60,83,15,0,3,0,0,0,2,1,0,15,1,0,1,197
125,"M.K.D PUBLIC SCHOOL KWASPURA R.NO.2",458,384,1,843,234,162,0,396,396,0,33,129,64,135,1,2,1,0,1,4,5,0,13,5,2,1,396
126,"S.B.M. J.H SARAY KWAJA KIDBAI NAGAR R.NO.1",797,643,0,1440,461,305,0,766,727,0,53,287,81,314,4,1,0,0,1,7,0,0,9,6,2,1,766
127,"S.B.M. J.H SARAY KWAJA KIDBAI NAGAR R.NO.2",290,258,0,548,162,101,0,263,172,0,15,92,27,121,0,0,0,0,0,3,0,0,1,3,1,0,263
128,"S.B.M. J.H SARAY KWAJA KIDBAI NAGAR R.NO.3",913,732,0,1645,525,356,0,881,881,0,36,328,53,430,4,1,0,0,0,4,1,4,10,6,3,1,881
129,"SAMUDAYIC KENDRA AKBARPUR KWASPURA R NO 1",82,76,0,158,56,41,0,97,89,0,3,3,2,87,0,0,0,0,0,1,0,1,0,0,0,0,97
130,"U.MA RAILWAY SANSTHAN AGRA CANTT R NO 1",329,267,0,596,158,110,0,268,254,0,37,22,11,186,0,1,0,0,0,2,1,3,2,1,1,1,268
131,"U.MA RAILWAY SANSTHAN AGRA CANTT R NO 2",509,430,1,940,288,232,0,520,499,0,54,55,23,365,3,0,1,0,0,14,1,0,1,0,1,2,520
132,"U.MA RAILWAY SANSTHAN AGRA CANTT R NO 3",313,288,0,601,123,111,0,234,193,0,14,43,31,140,1,0,0,0,1,1,0,0,0,0,0,3,234
133,"U.MA RAILWAY SANSTHAN AGRA CANTT R NO 4",621,534,0,1155,330,241,0,571,526,0,48,89,53,360,0,0,0,0,1,4,0,3,5,2,0,6,571
134,"U.MA RAILWAY SANSTHAN AGRA CANTT R NO 5",429,356,0,785,242,187,0,429,242,0,29,33,64,284,4,0,0,1,0,4,1,0,7,0,2,0,429
135,"S.D.M SCHOOL MUSTFA QWATER R.NO 1",719,515,0,1234,440,272,0,712,702,0,67,40,72,505,5,0,1,0,0,3,1,1,5,4,4,4,712
136,"S.D.M SCHOOL MUSTFA QWATER R.NO 2",426,312,0,738,267,173,0,440,436,0,33,76,163,138,2,1,1,3,1,5,3,0,2,6,2,4,440
137,"S.D.M SCHOOL MUSTFA QWATER R.NO 3",832,710,0,1542,524,396,0,920,520,0,67,194,108,524,6,1,0,2,0,6,2,2,5,1,0,2,920
138,"S.D.M SCHOOL MUSTFA QWATER R.NO 4",488,398,0,886,240,183,0,423,305,0,25,56,89,243,1,0,0,0,0,3,2,0,0,0,1,3,423
139,"S.D.M SCHOOL MUSTFA QWATER R.NO 5",594,561,0,1155,320,288,0,608,300,0,36,13,52,490,0,0,1,0,0,12,0,0,1,0,1,2,608
140,"S.D.M SCHOOL MUSTFA QWATER R.NO 6",777,616,0,1393,450,342,0,792,130,0,49,33,56,631,2,1,0,0,0,8,1,1,3,1,1,5,792
141,"GEETA GYAN GIRL I C DIFENCE COLONY CHAVLI R.NO 1",447,364,0,811,285,198,0,483,483,0,10,153,26,282,0,0,0,0,0,8,0,0,0,2,2,0,483
142,"GEETA GYAN GIRL I C DIFENCE COLONY CHAVLI R.NO 2",558,410,0,968,296,201,0,497,488,0,20,86,90,282,3,0,0,0,0,16,0,0,0,0,0,0,497
143,"GEETA GYAN GIRL I C DIFENCE COLONY CHAVLI R.NO 3",805,666,0,1471,396,370,0,766,734,0,26,19,66,628,1,0,0,1,0,18,1,2,0,2,0,2,766
144,"GEETA GYAN GIRL I C DIFENCE COLONY CHAVLI R.NO 4",739,580,0,1319,385,268,0,653,621,0,21,39,88,480,2,2,0,0,0,11,1,0,2,1,2,4,653
