"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA PRATAP","2 - PARASNATH YADAV","3 - RAVI KISHAN","4 - SUBHASH PANDEY","5 - ANUPATI RAM YADAV","6 - ARVIND","7 - GULAB CHAND DUBEY","8 - PRAMOD KUMAR ALIAS PRAMOD BHAI PATEL","9 - PREMCHAND BIND","10 - DR. K. P. YADAV","11 - RAVISHANKAR MAURYA","12 - RAJESH PRAJAPATI","13 - SHAHABUDDIN","14 - SARFARAJ","15 - ANIL KUMAR SINGH","16 - JOGENDRA PRASAD","17 - DHANANJAY SINGH","18 - YOGISH CHANDRA DUBEY","19 - RAVIKANT YADAV","20 - VIMAL KUMAR YADAV","21 - DR. SANJIVAN BIND","22 - None of the Above","Total Votes Secured"
301,"JHS ALIGANJ WEST SIDE",398,352,0,750,224,178,0,402,396,0,88,126,3,120,1,0,0,3,0,7,0,0,3,0,0,4,45,0,2,0,0,0,402
302,"P S ABHAICHAND PATTI",906,778,0,1684,501,441,0,942,645,0,200,424,16,100,5,2,1,26,1,23,1,2,5,2,2,9,67,11,35,2,2,6,942
303,"NEHARU INTER COLLEGE KUWARDA",868,767,1,1636,503,391,0,894,891,0,154,422,13,218,5,0,1,1,0,13,0,2,2,3,3,5,38,1,10,0,0,3,894
304,"SHRI KRISHNA U M V  EAST SIDE MEERGANJ",678,538,0,1216,442,297,0,739,37,0,74,365,3,106,1,2,2,2,1,121,1,2,6,0,0,1,47,0,3,1,0,1,739
305,"P S MURADGANJ NORTH SIDE",810,698,0,1508,488,404,0,892,880,0,480,57,64,119,1,1,1,1,0,30,2,2,6,4,2,5,107,6,2,0,1,1,892
306,"P S MURADGANJ MIDDLE SIDE",767,636,0,1403,342,323,0,665,652,0,396,50,22,64,1,1,0,1,2,59,1,2,4,1,0,2,55,0,1,0,1,2,665
307,"P S MURADGANJ SOUTH SIDE",365,332,0,697,229,224,0,453,50,0,308,14,9,27,2,1,2,0,1,7,1,1,1,0,0,5,64,4,3,0,1,2,453
308,"K B P S IBRAHIMPUR NORTH SIDE",523,459,0,982,288,275,0,563,505,0,210,210,13,27,0,2,1,17,4,10,3,3,4,2,3,3,38,0,12,0,0,1,563
309,"K B P S IBRAHIMPUR NORTH SIDE",487,451,0,938,299,268,0,567,7,0,42,114,5,268,4,1,0,2,4,68,0,1,3,3,1,15,23,2,3,5,1,2,567
310,"B P S SADAT BINDULI NORTH SIDE",736,658,0,1394,431,390,0,821,800,0,98,344,14,89,2,0,0,3,0,86,0,1,6,1,0,0,138,5,30,2,1,1,821
311,"B P S SADAT BINDULI SOUTH SIDE",728,634,0,1362,364,341,0,705,705,0,134,184,8,123,3,3,1,5,34,25,3,2,16,3,4,5,136,0,13,1,1,1,705
312,"P S BADAULI NONIYAN NORTH SIDE",518,416,0,934,251,263,0,514,9,0,39,162,3,237,2,1,0,5,1,8,0,0,1,0,1,2,25,8,6,12,1,0,514
313,"P S BADAULI NONIYAN SOUTH SIDE",755,594,0,1349,360,327,0,687,87,0,203,148,11,147,0,1,2,2,1,68,0,1,2,0,5,5,82,2,2,3,0,2,687
314,"B P S AHIRAULI NORTH SIDE",654,578,0,1232,386,281,0,667,637,0,90,325,39,134,0,1,0,3,0,1,0,0,6,0,4,4,31,2,22,2,1,2,667
315,"B P S AHIRAULI SOUTH SIDE",378,332,0,710,198,189,0,387,380,0,110,83,17,128,0,0,0,4,0,4,2,1,3,0,1,2,28,0,3,0,0,1,387
316,"P S BIRHADPUR",342,315,0,657,235,216,0,451,443,0,152,25,55,32,2,1,0,0,1,12,3,2,0,2,1,4,153,0,1,1,1,3,451
317,"B P S PACHOKHAR NORTH SIDE",700,547,0,1247,346,240,0,586,186,0,274,157,20,47,0,1,1,0,1,4,2,0,6,1,1,1,67,1,1,1,0,0,586
318,"B P S PACHOKHAR SOUTH SIDE",825,694,0,1519,351,394,0,745,745,0,277,100,27,61,3,0,4,3,66,13,4,2,19,1,2,8,141,7,0,4,0,3,745
319,"B P S HARAKHPUR NORTH SIDE",638,550,0,1188,326,368,0,694,689,0,144,124,16,37,6,0,2,4,125,13,4,2,21,3,0,4,175,4,1,2,5,2,694
320,"B P S HARAKHPUR SOUTH SIDE",337,264,0,601,166,145,0,311,280,0,146,46,21,43,0,0,1,1,1,3,1,0,4,1,0,2,40,0,1,0,0,0,311
321,"P S CHAKDHUS",760,596,0,1356,452,381,0,833,530,0,343,135,24,32,4,2,0,2,8,9,1,2,13,1,2,4,236,10,0,1,2,2,833
322,"P S CHAKDHUS",181,172,0,353,89,120,0,209,112,0,38,55,3,62,2,0,0,0,1,3,1,0,6,2,2,2,22,4,1,0,2,3,209
323,"MAHARANA PRATAP I C RAMDAYALGANJ SOUTH SIDE",482,413,0,895,272,277,0,549,10,0,243,42,61,155,1,1,2,0,0,3,2,3,2,1,0,2,20,1,4,3,0,3,549
324,"P S INDARIYA",520,424,0,944,303,235,0,538,538,0,233,64,15,123,1,1,0,1,0,2,0,1,5,0,2,0,86,2,1,0,0,1,538
325,"B P S KANDHARPUR",754,676,0,1430,455,421,0,876,604,0,252,385,25,99,1,1,1,2,1,6,1,1,4,2,2,2,60,17,10,1,0,3,876
326,"B P S MADARPUR NORTH SIDE",480,405,0,885,283,257,0,540,539,0,198,74,11,199,11,0,2,1,0,9,0,1,2,0,0,0,18,1,8,3,0,2,540
327,"B P S MADARPUR SOUTH SIDE",657,578,0,1235,404,356,0,760,20,0,102,433,24,74,1,0,1,1,0,22,3,0,7,0,4,6,62,4,8,3,0,5,760
328,"B P S FULPUR",721,598,0,1319,480,380,0,860,760,0,120,165,84,277,0,1,1,1,12,9,0,1,9,2,5,9,146,5,2,9,1,1,860
329,"P S SAIDANPUR",788,655,0,1443,467,341,0,808,808,0,199,254,40,104,3,1,1,4,0,5,2,3,7,6,2,6,155,4,8,2,0,2,808
330,"P S SAIDANPUR",773,601,0,1374,458,285,0,743,693,0,260,229,18,104,1,1,0,0,0,16,7,0,6,1,1,2,90,3,1,1,0,2,743
331,"P S RAMRAIPATTI",184,168,0,352,70,82,0,152,151,0,99,0,3,11,1,0,0,0,0,2,0,0,1,0,0,1,30,0,2,0,0,2,152
332,"P S RAMRAIPATTI",689,520,0,1209,339,272,0,611,487,0,263,76,19,178,2,1,0,0,1,15,1,1,0,2,1,2,43,3,1,1,0,1,611
333,"P S RAMRAIPATTI",892,746,2,1640,521,441,0,962,958,0,89,367,36,393,5,1,1,1,1,27,1,0,1,1,5,7,16,5,2,1,1,1,962
334,"JHS PALPUR MIDDLE SIDE",522,432,1,955,347,271,0,618,520,0,146,255,7,141,0,1,1,4,0,8,1,1,4,0,1,0,42,0,4,0,1,1,618
335,"B P S SIHIPUR NORTH SIDE",522,438,0,960,347,296,0,643,14,0,295,74,10,161,0,0,0,1,0,7,0,0,6,1,0,1,85,0,2,0,0,0,643
336,"B P S SULTANPUR DARWESH ALI",595,487,0,1082,409,337,0,746,740,0,133,303,27,174,1,0,0,5,9,14,1,2,9,2,0,5,53,0,5,2,0,1,746
337,"P S ISMAILA",253,192,0,445,137,103,0,240,32,0,53,126,9,7,0,1,0,1,0,9,2,0,0,0,1,3,27,1,0,0,0,0,240
338,"P S KADIPUR",711,651,0,1362,405,355,0,760,630,0,257,158,41,163,2,9,2,1,0,20,2,0,1,0,6,5,68,8,3,7,3,4,760
339,"P S KADIPUR",103,94,0,197,68,67,0,135,106,0,100,15,5,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,135
340,"P S NEWADA",424,375,0,799,302,234,0,536,535,0,236,65,15,183,1,0,0,1,2,6,0,1,4,0,0,4,17,0,0,1,0,0,536
341,"P S NEWADA",429,385,0,814,279,208,0,487,486,0,358,57,18,10,1,1,0,1,0,10,3,2,3,1,1,3,17,1,0,0,0,0,487
342,"P S NEWADA",545,427,0,972,305,275,0,580,580,0,190,102,40,171,6,1,1,3,0,3,0,1,2,2,0,3,53,1,0,0,0,1,580
343,"P S SAIDABAD",714,619,0,1333,366,405,0,771,726,0,178,48,9,335,9,4,0,1,1,4,2,1,16,3,4,7,138,5,2,2,0,2,771
344,"P S ILIMPUR",408,347,0,755,292,233,0,525,524,0,436,44,12,3,0,0,0,0,0,0,0,1,1,0,1,1,26,0,0,0,0,0,525
345,"P S GODHANA",496,412,0,908,272,240,0,512,512,0,298,104,25,15,1,12,2,5,0,1,0,2,2,1,0,15,26,0,0,1,1,1,512
346,"P S RAMNAGAR BHADSARA",635,532,0,1167,358,329,0,687,311,0,396,28,18,133,2,2,0,0,0,22,1,7,6,1,1,4,61,1,0,2,1,1,687
347,"P S RAMNAGAR BHADSARA",93,75,0,168,61,39,0,100,59,0,43,30,1,22,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,100
348,"P S MUSTAFABAD",466,395,0,861,280,261,0,541,535,0,70,51,11,365,7,0,1,1,0,5,1,0,1,1,0,1,16,2,1,7,0,0,541
349,"JHS RANJITPUR EAST SIDE",711,628,0,1339,386,396,0,782,782,0,280,221,25,157,4,0,2,2,20,3,3,2,4,5,2,8,39,1,1,2,0,1,782
350,"JHS RANJITPUR EAST SIDE",228,184,0,412,144,104,0,248,248,0,111,79,5,12,2,0,0,1,0,4,0,1,0,0,0,1,22,4,4,1,1,0,248
351,"JHS RANJITPUR WEST SIDE",799,695,0,1494,444,386,0,830,830,0,219,187,36,290,5,0,0,4,1,29,0,2,8,1,1,3,27,2,12,0,1,2,830
352,"JHS KUDDUPUR EAST SIDE",743,663,1,1407,411,390,0,801,800,0,261,184,18,86,5,1,4,1,4,0,1,8,1,1,2,191,11,15,4,1,2,0,801
353,"JHS KUDDUPUR WEST SIDE",443,358,0,801,231,200,0,431,431,0,324,11,7,13,0,1,1,2,0,3,3,0,0,0,0,2,63,0,1,0,0,0,431
354,"JHS KUDDUPUR WEST SIDE",407,362,0,769,252,224,0,476,477,0,156,79,13,123,1,0,2,2,17,27,0,3,6,2,6,4,35,0,0,0,0,0,476
355,"B P S KUDDUPUR NORTH SIDE",497,415,0,912,285,226,0,511,508,0,130,135,14,25,0,0,1,3,1,170,3,3,1,0,1,3,19,0,1,0,0,1,511
356,"B P S KUDDUPUR NORTH SIDE",388,360,0,748,300,180,0,480,480,0,50,44,6,335,4,2,0,0,0,10,1,1,2,0,0,6,8,5,1,1,1,3,480
357,"B P S KUDDUPUR SOUTH SIDE",501,465,0,966,263,291,0,554,553,0,230,211,16,33,0,3,2,2,1,4,0,1,3,4,1,6,31,2,2,0,0,2,554
358,"B P S BELAWA RAMSAGAR NORTH SIDE",477,422,0,899,175,238,0,413,413,0,230,41,5,26,1,1,1,0,1,11,0,1,6,0,1,6,79,1,1,1,0,0,413
359,"B P S BELAWA RAMSAGAR SOUTH SIDE",349,321,0,670,127,220,0,347,303,0,56,3,4,208,3,1,0,1,1,9,1,1,6,3,1,1,43,2,0,2,1,0,347
360,"P S AMDAHA",586,506,0,1092,361,260,0,621,620,0,215,231,14,11,4,0,0,8,0,64,0,1,3,2,0,2,20,1,34,3,1,7,621
361,"P S KUDAWA (PARIYAWA)",724,612,0,1336,381,285,0,666,412,0,138,129,8,240,3,11,1,0,4,63,1,1,6,2,4,15,34,1,0,0,0,5,666
362,"P S KUDAWA (PARIYAWA)",605,510,0,1115,301,307,0,608,608,0,139,59,20,233,5,2,1,3,0,4,0,3,8,1,3,5,114,1,0,2,1,4,608
363,"P S PARIYAWA WEST SIDE",556,437,0,993,253,235,0,488,9,0,108,65,6,169,0,1,2,4,4,74,0,2,4,1,0,1,28,1,10,0,4,4,488
364,"P S PARIYAWA MIDDLE SIDE",527,440,1,968,304,270,0,574,490,0,461,5,12,21,0,1,2,0,0,3,0,1,2,0,2,3,60,0,1,0,0,0,574
365,"SHRI SHASTRI P M V PARIYAWA BANPURWA",551,448,0,999,323,283,0,606,598,0,180,91,44,9,1,1,0,0,4,201,1,0,3,3,4,6,49,2,3,0,1,3,606
366,"SHRI SHASTRI P M V PARIYAWA BANPURWA",588,519,0,1107,459,343,0,802,702,0,76,114,8,204,2,3,0,0,8,309,0,2,4,0,2,4,63,2,0,0,0,1,802
367,"GANDHI INTER COLLEGE GADDIPUR EAST SIDE",272,258,0,530,136,103,0,239,232,0,121,25,6,31,1,2,0,0,0,0,0,0,3,0,1,2,42,1,0,2,0,2,239
368,"GANDHI INTER COLLEGE GADDIPUR WEST SIDE",981,730,0,1711,464,388,0,852,842,0,275,120,37,155,1,2,2,2,1,4,3,3,8,1,2,5,224,1,4,1,0,1,852
369,"GANDHI INTER COLLEGE GADDIPUR MIDDLE SIDE",378,323,0,701,230,203,0,433,398,0,337,26,2,6,0,0,0,0,0,2,0,4,0,0,1,1,54,0,0,0,0,0,433
370,"GANDHI INTER COLLEGE GADDIPUR MIDDLE SIDE",467,401,0,868,226,237,0,463,32,0,198,109,5,28,3,1,0,0,0,9,1,9,14,1,3,14,67,0,0,1,0,0,463
371,"B P S KAJGAON EAST SIDE",570,466,0,1036,290,297,0,587,220,0,152,112,37,26,1,0,1,1,0,11,0,1,10,2,4,2,220,4,1,0,0,2,587
372,"B P S KAJGAON EAST SIDE",456,400,0,856,240,248,0,488,488,0,28,110,24,152,2,0,0,1,3,13,1,3,17,2,0,3,122,2,0,3,1,1,488
373,"B P S KAJGAON WEST SIDE",627,486,0,1113,338,276,0,614,557,0,176,53,101,27,2,2,2,1,0,15,2,1,11,4,3,6,197,4,6,0,0,1,614
374,"B P S KAJGAON MIDDLE SIDE",528,445,0,973,300,254,0,554,207,0,192,64,18,80,3,6,2,2,1,107,1,1,6,1,4,1,64,0,0,0,0,1,554
