"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - LALITESH PATI TRIPATHI","2 - SAMUDRA BIND","3 - SURENDRA SINGH PATEL","4 - ANUPRIYA SINGH PATEL","5 - AJAD","6 - JITTOO RAM RATNA","7 - JEERA BHARTI","8 - BRIJESH KUMAR RAI","9 - BHAGWAN DAS","10 - RADHESHYAM INSAN","11 - VINEET SAHAI","12 - SHIVRAJ SAHNI","13 - SANTOSH KUMAR","14 - SARVESH DUBEY","15 - SUKCHARA NAND URF AALOO BABA","16 - ASHOK KUMAR","17 - ADESH TYAGI","18 - DR. KARNAIL SINGH","19 - GIRJA SHANKAR URF CHUNMUN","20 - DEVI","21 - RAJA RAM","22 - RAM MURAT","23 - HINCHH LAL","24 - None of the Above","Total Votes Secured"
11,PARAMAPUR,230,205,0,435,146,118,0,264,264,0,30,41,9,104,1,0,49,2,1,2,7,1,1,0,0,5,2,0,0,4,1,1,2,1,264
12,ADHIYA,156,136,0,292,88,75,0,163,75,0,15,42,5,84,2,2,5,1,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,163
13,BANAWARIPUR,453,403,0,856,293,237,0,530,270,0,193,171,24,92,0,1,19,2,3,1,3,0,2,2,3,6,3,0,1,0,0,1,2,1,530
14,DHANAWAL,675,614,0,1289,393,308,0,701,692,0,171,132,104,193,15,4,14,1,0,7,2,3,3,8,7,12,4,1,3,4,3,5,3,2,701
15,BAHUTI,517,449,0,966,325,284,0,609,303,0,177,219,40,91,2,1,17,6,0,5,2,3,3,5,2,20,4,3,1,4,0,1,0,3,609
16,BAHUTI,381,342,0,723,253,210,0,463,460,0,98,129,38,141,24,2,1,0,1,1,2,4,0,4,4,6,0,3,0,2,2,0,0,1,463
17,"KOTAWA PANDEY",473,428,0,901,271,194,0,465,425,0,79,114,157,89,2,2,1,0,2,1,3,1,1,0,1,5,3,0,0,1,0,1,1,1,465
18,"KOTAWA PANDEY",318,287,0,605,221,190,0,411,393,0,78,236,37,30,4,2,1,0,0,1,4,1,0,0,0,3,5,1,2,1,0,4,0,1,411
19,MAJHAWANI,318,269,0,587,191,177,0,368,335,0,162,20,43,95,2,2,1,1,0,1,1,0,5,3,1,19,1,1,0,1,0,2,2,5,368
20,"PATEHARA KALAN",565,517,0,1082,391,306,0,697,697,0,196,276,38,119,4,1,1,0,0,0,2,3,0,4,2,6,11,14,1,4,3,4,5,3,697
21,"PATEHARA KALAN",397,344,0,741,240,227,0,467,464,0,133,57,154,70,5,3,2,2,0,2,6,2,6,4,5,6,0,1,2,0,0,2,1,4,467
22,"PATEHARA KALA MADHY NO.-2",603,517,0,1120,363,269,0,632,632,0,182,25,51,292,12,0,2,3,3,3,4,3,8,0,3,20,3,1,2,3,0,5,3,4,632
23,BAHARCHHATH,789,649,0,1438,502,419,0,921,919,0,211,214,181,229,6,4,0,4,2,3,5,9,4,10,8,14,5,0,1,1,0,6,2,2,921
24,MUSKIRA,191,167,0,358,129,122,0,251,72,0,86,12,7,125,0,2,1,0,1,0,2,0,2,2,1,3,2,0,2,0,0,2,0,1,251
25,KUHAKI,237,224,0,461,167,178,0,345,282,0,122,77,75,46,2,0,1,1,0,0,2,0,5,3,3,4,0,1,0,0,1,0,0,2,345
26,NEWARHIYA,509,424,0,933,331,264,0,595,595,0,182,72,32,247,3,0,7,4,0,0,7,2,7,2,2,10,1,2,1,5,3,5,0,1,595
27,"KHANAWAR MAJHARI",731,637,0,1368,475,440,0,915,22,0,215,316,17,239,8,2,42,2,1,3,11,2,4,10,4,9,6,4,0,4,2,5,5,4,915
28,"GOHIYA KALA",143,123,0,266,112,90,0,202,120,0,47,31,66,44,2,0,0,1,0,0,0,1,1,2,0,0,3,0,0,2,0,0,0,2,202
29,PATHARAUR,512,429,0,941,304,299,0,603,603,0,147,83,22,284,8,2,4,0,2,2,10,5,9,2,1,10,0,2,2,3,1,1,2,1,603
30,KATAIYA,524,465,0,989,275,287,0,562,558,0,161,78,14,246,5,1,2,3,4,1,9,4,8,4,3,10,1,0,1,2,1,3,1,0,562
31,"AMOI PURAVA",744,667,0,1411,450,365,0,815,814,0,231,75,108,278,12,5,0,3,6,4,7,5,9,4,5,15,6,4,7,10,4,9,3,5,815
32,TAUAA,502,398,0,900,299,256,0,555,553,0,165,22,9,299,4,0,3,2,2,1,2,0,6,3,1,11,5,1,1,7,2,5,2,2,555
33,LALAPUR,665,589,0,1254,396,372,0,768,3,0,333,49,27,227,4,3,3,3,1,3,10,8,8,8,6,32,9,2,4,6,1,7,4,10,768
34,RAIKAL,353,319,0,672,271,212,0,483,85,0,254,42,17,122,2,3,2,2,2,1,1,0,0,2,0,8,5,3,2,1,0,7,3,4,483
35,PIYURI,239,227,0,466,164,139,0,303,303,0,41,62,11,161,2,0,3,0,1,0,3,1,1,3,1,2,0,3,2,3,0,1,1,1,303
36,PIYURI,535,488,0,1023,328,280,0,608,30,0,181,45,134,178,6,2,2,0,1,2,6,4,3,7,2,11,3,3,1,3,2,5,4,3,608
37,OVARADIH,253,242,0,495,159,140,0,299,298,0,62,22,7,160,2,1,3,1,2,1,2,4,5,1,2,6,2,3,1,5,3,3,1,0,299
38,KAKARAD,627,518,0,1145,371,333,0,704,4,0,264,56,78,248,4,2,1,1,0,1,14,1,7,4,2,12,1,1,1,0,0,3,1,2,704
39,KAKARAD,387,366,0,753,311,273,0,584,584,0,179,39,80,195,7,2,4,2,3,3,5,4,9,4,4,17,6,0,2,6,2,8,2,1,584
40,"ATRAILA PANDEY STHIT BHARETHA",285,265,0,550,188,160,0,348,131,0,53,6,143,112,2,1,0,1,0,1,2,2,2,2,2,7,3,1,2,2,0,4,0,0,348
41,"ATRAILA PANDEY STHIT BHARETHA",332,326,1,659,202,188,0,390,60,0,99,32,74,143,1,5,1,3,1,1,1,2,4,2,7,7,0,0,0,3,0,2,1,1,390
42,SIRSI,617,543,0,1160,430,358,0,788,770,0,161,155,105,269,3,4,4,2,3,1,7,4,6,5,6,15,5,1,1,2,2,12,9,6,788
43,LEDUKI,772,643,0,1415,452,324,0,776,45,0,352,51,42,212,15,5,3,2,3,4,9,4,12,3,5,26,4,3,2,6,1,5,5,2,776
44,RAHAKALA,739,663,1,1403,456,388,0,844,60,0,219,39,153,334,9,15,3,3,7,2,10,2,4,5,3,3,8,5,2,2,3,10,2,1,844
45,BODAKHURD,731,607,0,1338,489,384,0,873,871,0,214,223,172,168,5,2,0,1,2,2,11,3,0,1,4,26,6,7,4,4,1,4,5,8,873
46,"RAMAPUR ATRAI",629,551,1,1181,465,361,0,826,5,0,350,80,33,274,6,2,2,3,0,1,6,3,7,1,4,26,5,0,3,2,1,8,3,6,826
47,KANHAIPUR,551,504,0,1055,343,319,0,662,45,0,222,51,26,291,5,1,1,1,1,2,7,0,5,4,4,8,3,5,2,6,3,9,1,4,662
48,KANHAIPUR,381,324,0,705,282,236,0,518,18,0,85,253,15,118,6,0,0,1,2,2,3,3,7,2,3,12,1,0,1,0,0,1,1,2,518
49,BANAKI,532,441,0,973,265,242,0,507,56,0,212,72,30,124,4,0,1,1,1,2,3,4,12,4,5,19,3,1,0,1,2,2,0,4,507
50,BANAKI,396,339,0,735,245,223,0,468,408,0,167,22,23,176,1,2,0,3,0,2,6,5,11,4,5,14,1,2,2,7,0,6,3,6,468
51,BANAKI,734,700,0,1434,509,399,0,908,887,0,381,41,28,336,2,1,6,1,7,3,8,3,7,5,4,17,10,7,1,9,5,13,9,4,908
52,RAMAPUR,792,680,0,1472,546,430,0,976,976,0,421,75,160,201,4,2,4,0,6,3,6,1,7,4,7,30,4,5,11,8,5,9,3,0,976
53,"REKHSHA KHURD",325,305,0,630,245,241,0,486,36,0,80,144,25,160,4,0,25,2,2,2,3,4,2,3,7,12,0,4,1,3,0,3,0,0,486
54,"PADARIYA KALA",524,488,0,1012,377,334,0,711,708,0,324,55,28,214,7,1,4,2,1,2,11,4,9,5,8,17,0,3,1,4,2,4,2,3,711
55,"PADARIYA KALA",460,442,0,902,325,299,0,624,87,0,238,64,20,184,5,7,3,35,2,2,4,4,9,4,6,20,3,2,1,2,0,2,2,5,624
56,"PADARIYA KHURD",801,723,0,1524,539,489,0,1028,1005,0,282,173,43,391,6,1,8,3,3,2,10,9,11,9,9,24,5,6,5,2,3,7,2,14,1028
57,GARHAVA,654,628,0,1282,343,293,0,636,635,0,193,58,71,81,4,3,2,4,8,4,12,12,9,11,5,36,5,2,104,4,1,3,2,2,636
58,PIPARAW,869,780,0,1649,290,219,0,509,36,0,206,49,36,126,11,6,13,1,2,0,2,0,1,5,4,1,11,3,16,4,3,3,2,4,509
59,"BABHANI THAPANVA",436,388,0,824,318,285,0,603,603,0,248,66,80,146,6,2,1,7,2,2,5,1,5,2,2,9,6,2,1,3,1,3,1,2,603
60,SHERUAA,530,497,0,1027,441,373,0,814,814,0,464,117,74,63,4,1,5,1,5,0,2,3,3,6,4,31,11,1,2,1,8,2,3,3,814
61,"PATEHARA KHURD",502,469,0,971,376,362,0,738,635,0,301,165,27,184,4,4,2,3,2,2,5,2,3,5,4,16,2,1,0,0,3,1,1,1,738
62,RAJAUHA,384,383,0,767,280,247,0,527,45,0,158,88,43,191,4,0,2,1,3,0,1,5,1,6,4,11,3,2,0,1,0,1,0,2,527
63,KUSUMHA,414,386,0,800,321,280,0,601,4,0,293,39,29,162,6,2,2,1,0,1,12,1,3,5,5,16,7,0,7,2,2,4,1,1,601
64,"PACHOKHARA KHURD",380,360,0,740,262,238,0,500,400,0,189,109,39,143,1,1,1,1,1,0,0,1,2,2,3,5,1,0,0,0,0,0,1,0,500
65,"PACHOKHARA KHURD",579,549,0,1128,354,408,0,762,762,0,316,115,22,242,2,0,6,1,1,1,7,0,2,5,8,19,5,2,1,2,0,0,2,3,762
66,AMOI-84,508,449,0,957,385,276,0,661,661,0,219,110,67,206,4,1,0,1,1,2,6,2,4,3,2,14,0,3,5,2,2,4,0,3,661
67,AMOI-84,437,409,0,846,299,282,0,581,581,0,128,56,131,220,3,0,3,1,1,2,5,3,0,4,2,11,0,2,5,1,0,2,0,1,581
68,KHACHAHA,343,309,0,652,258,225,0,483,471,0,229,65,64,80,4,0,4,0,0,1,3,3,3,2,3,13,3,2,0,0,0,0,0,4,483
69,MALUAA,487,415,0,902,325,293,0,618,56,0,129,55,76,280,4,4,8,2,1,0,3,4,10,4,3,12,2,3,10,6,0,0,1,1,618
70,KARAUDA,371,335,0,706,251,190,0,441,436,0,200,96,13,100,2,2,0,0,0,0,1,3,1,4,1,10,5,0,1,0,0,2,0,0,441
71,HINAUTA,467,391,0,858,301,253,0,554,65,0,113,66,186,116,5,3,13,1,1,3,5,1,2,5,0,11,7,0,10,0,0,4,1,1,554
72,CHAUBEYPUR,246,237,0,483,180,161,0,341,5,0,123,16,9,174,0,0,0,1,1,0,2,0,0,2,0,2,0,1,1,1,1,5,2,0,341
73,GANGAPUR,165,146,0,311,124,98,0,222,222,0,35,76,13,83,0,0,2,2,0,1,2,1,0,0,1,1,0,0,4,0,0,1,0,0,222
74,BAGHAILA,286,260,0,546,222,196,0,418,418,0,97,25,12,223,3,6,22,1,2,1,2,2,1,1,2,3,1,2,1,4,1,5,0,1,418
75,HASRA,417,403,0,820,293,320,0,613,30,0,122,90,39,302,1,0,1,1,1,2,0,1,1,1,4,7,2,4,2,2,3,11,7,9,613
76,"DEVARI KALA",513,477,0,990,334,300,0,634,631,0,253,139,43,109,6,9,7,2,0,0,8,6,3,6,7,22,1,1,3,0,0,1,2,6,634
77,"DEVARI KALA",451,402,0,853,303,250,0,553,40,0,152,61,139,157,5,5,4,0,2,2,1,1,1,3,2,9,0,0,2,1,2,2,0,2,553
78,MARIHAN,767,681,0,1448,522,416,0,938,98,0,264,93,52,439,6,1,15,0,1,1,1,5,8,3,12,8,13,3,1,5,1,3,1,2,938
79,PATEWAR,816,748,0,1564,490,456,0,946,18,0,157,230,34,387,13,4,19,4,1,2,10,7,2,7,16,16,3,2,4,4,5,10,6,3,946
80,BHADAUHA,638,603,0,1241,412,393,0,805,757,0,216,95,60,353,8,1,2,1,1,4,5,2,4,6,4,13,6,4,2,3,2,7,3,3,805
81,MARIHAN,781,709,0,1490,583,499,0,1082,1079,0,295,282,63,347,3,2,10,1,2,2,3,1,4,9,11,24,3,3,3,0,1,5,4,4,1082
82,HARIHARA,226,218,0,444,156,163,0,319,100,0,48,93,4,162,1,0,1,0,1,0,0,0,2,0,1,2,0,0,0,1,0,1,0,2,319
83,SHOBHI,452,415,0,867,298,278,0,576,272,0,55,110,41,321,3,3,7,0,0,1,3,1,1,3,2,5,3,6,2,2,2,1,0,4,576
84,BASAHI,307,293,0,600,238,218,0,456,456,0,187,12,19,175,3,1,10,3,0,0,1,3,2,2,4,17,2,0,3,3,0,5,1,3,456
85,PARASAUNA,590,539,0,1129,328,537,0,865,45,0,187,114,23,363,6,2,58,2,5,2,15,5,13,3,16,13,6,8,1,10,0,6,5,2,865
86,JAMUEI,496,468,0,964,379,329,0,708,707,0,154,174,67,253,7,2,0,0,1,0,4,4,5,1,6,9,2,2,0,4,2,1,0,10,708
87,JAMUEI,753,709,0,1462,580,433,0,1013,35,0,291,180,124,327,3,4,8,6,2,5,5,3,7,5,6,18,2,2,2,1,2,2,2,6,1013
88,MARCHA,416,422,0,838,303,307,0,610,25,0,230,51,16,161,5,5,90,3,2,7,8,1,1,3,5,17,0,0,1,0,1,1,1,1,610
89,KOTAWAGHISARAM,291,276,0,567,219,204,0,423,422,0,205,74,10,91,3,1,1,3,2,1,0,0,0,3,2,12,4,1,0,0,0,3,2,5,423
90,"KALAWARI KHURD",515,477,0,992,343,296,0,639,60,0,241,51,19,268,1,0,2,0,1,3,0,3,3,3,3,10,15,6,0,4,0,2,1,3,639
91,BEDAULI,495,470,0,965,303,280,0,583,583,0,299,55,22,140,8,3,4,2,2,1,6,2,3,2,3,6,3,3,2,4,2,8,1,2,583
92,GOPALAPUR,678,584,0,1262,389,331,0,720,706,0,515,24,17,120,3,1,0,0,1,0,2,1,3,2,3,16,5,0,0,1,0,2,1,3,720
93,GOPALAPUR,471,380,0,851,232,167,0,399,45,0,107,77,5,155,3,0,17,0,2,1,5,3,2,0,3,7,3,0,1,1,0,5,0,2,399
94,JUDIYA,387,357,0,744,283,245,0,528,528,0,380,66,3,27,1,0,4,0,0,3,1,0,1,1,6,25,5,1,0,0,1,1,0,2,528
95,RAIKARA,541,561,0,1102,369,301,0,670,63,0,390,60,11,103,29,2,0,2,2,0,5,6,6,4,6,29,4,0,2,1,1,1,2,4,670
96,RAJAPUR,828,760,0,1588,554,504,0,1058,10,0,328,333,80,215,11,6,8,6,12,6,7,4,5,5,2,10,2,1,3,2,1,5,4,2,1058
97,DEKAWAH,157,138,0,295,128,104,0,232,232,0,59,70,2,76,3,1,1,0,1,0,1,0,1,1,1,11,0,1,0,1,0,1,0,1,232
98,PACHOKHARA,351,326,0,677,280,253,0,533,105,0,105,158,14,231,2,0,4,1,0,1,0,0,1,0,4,3,1,2,0,2,0,2,1,1,533
99,KASHOPUR,395,396,0,791,299,302,0,601,45,0,224,109,16,211,4,0,1,1,0,0,1,1,5,1,1,13,7,1,0,1,1,1,0,2,601
100,NAUDIHALALAPUR,662,638,0,1300,467,436,0,903,44,0,282,235,17,303,3,2,2,2,1,3,1,6,2,3,10,21,3,3,0,0,1,2,0,1,903
101,LAHAS,322,295,0,617,229,206,0,435,435,0,115,71,67,143,2,1,1,3,1,2,5,2,4,3,2,5,4,1,0,0,0,1,1,1,435
102,KUNDAROOP,386,363,0,749,272,276,0,548,65,0,218,73,71,115,4,5,1,2,1,3,5,5,2,7,2,20,4,4,2,1,0,0,2,1,548
103,DARANAGAR,440,395,0,835,254,160,0,414,32,0,89,65,41,149,2,1,8,2,2,1,5,3,4,1,9,12,3,1,3,2,0,4,1,6,414
104,DARANAGAR,415,345,0,760,259,185,0,444,43,0,80,169,7,166,2,0,0,2,0,1,2,0,1,1,1,2,1,0,0,0,0,6,3,0,444
105,DARANAGAR,556,496,0,1052,357,282,0,639,639,0,100,146,70,252,7,2,1,2,4,1,2,4,7,3,5,13,3,2,0,4,2,3,2,4,639
106,KHUTARI,645,602,0,1247,469,431,0,900,900,0,359,207,28,203,4,2,16,1,0,4,4,5,12,3,15,19,7,1,0,0,1,3,2,4,900
107,GORATHARA,519,468,0,987,362,277,0,639,106,0,284,46,24,211,13,4,5,1,0,2,2,2,4,8,4,12,2,2,0,3,2,4,2,2,639
108,"KALAWARI MAFI",289,312,0,601,223,211,0,434,434,0,124,102,4,172,3,1,6,0,1,0,2,2,1,3,2,2,2,1,0,0,1,2,1,2,434
109,"GURUDEV NAGAR STHIT KALAWARI MAFI",723,612,0,1335,409,315,0,724,583,0,325,58,32,192,9,2,21,2,2,1,11,3,3,6,4,21,10,4,1,4,2,4,3,4,724
110,DHURKAR,555,521,0,1076,287,239,0,526,50,0,177,117,8,139,3,6,12,0,1,4,11,2,2,5,8,13,0,2,0,3,2,4,4,3,526
111,DHURKAR,658,629,1,1288,435,386,0,821,16,0,359,95,15,207,5,11,21,4,3,3,6,4,2,5,5,25,8,8,2,5,4,13,5,6,821
112,RAIKARA,283,266,0,549,237,211,0,448,25,0,156,41,4,213,7,2,5,5,0,1,2,0,3,0,1,0,1,1,0,0,4,1,1,0,448
113,RAIKARI,652,639,0,1291,500,461,0,961,961,0,244,303,41,292,6,3,3,1,2,3,2,2,4,3,5,17,7,5,2,6,2,1,3,4,961
114,PATHARAKHURA,550,509,0,1059,438,360,0,798,32,0,259,212,24,225,1,2,3,1,0,2,1,4,6,3,3,19,3,2,3,4,7,7,2,5,798
115,PAHADI,285,277,0,562,198,189,0,387,387,0,138,98,10,114,3,0,2,3,1,0,2,0,0,2,0,3,1,1,0,1,0,2,5,1,387
116,"DADARA MU.RAMAPUR",472,435,0,907,343,305,0,648,72,0,316,33,34,196,5,1,4,2,4,4,2,3,3,6,1,11,4,2,1,2,0,10,1,3,648
117,DEVAPURA,378,331,0,709,327,265,0,592,158,0,149,10,13,396,2,1,1,1,0,0,1,2,3,0,0,4,0,0,0,1,1,4,0,3,592
118,RAMAPUR-33,237,228,0,465,180,170,0,350,348,0,50,187,13,78,4,1,0,1,5,0,1,0,1,0,0,3,1,1,0,0,0,3,1,0,350
119,DEVAPURA,612,547,0,1159,440,371,0,811,608,0,135,262,41,309,4,4,2,3,3,1,0,4,2,4,6,14,4,0,1,2,1,3,4,2,811
120,BHAWA,312,295,0,607,270,240,0,510,493,0,64,38,11,375,1,0,3,0,1,1,1,0,3,0,0,6,2,0,0,1,0,2,0,1,510
121,VISHUNAPURA,513,457,0,970,346,313,0,659,21,0,289,14,38,227,10,4,4,7,4,3,4,5,3,5,3,24,1,1,1,4,1,4,0,3,659
122,DARHIYA,610,553,1,1164,426,351,0,777,300,0,398,52,17,240,3,3,1,2,0,3,7,0,3,1,3,12,4,2,3,3,3,10,2,5,777
123,BAGHAUDA,641,605,0,1246,476,402,0,878,502,0,302,73,66,383,2,3,3,1,0,0,3,2,4,2,3,17,2,0,0,3,0,3,2,4,878
124,BAGHAUDA,301,258,0,559,192,156,0,348,342,0,140,36,15,107,3,1,2,1,0,2,3,1,1,4,4,17,2,0,0,2,2,2,1,2,348
125,PATERI,384,376,0,760,275,239,0,514,498,0,144,40,40,240,6,0,0,1,0,1,4,1,1,0,1,11,7,2,0,2,0,10,1,2,514
126,VAR,232,226,0,458,193,189,0,382,380,0,69,136,13,146,0,1,0,0,0,0,0,1,2,3,1,8,0,0,0,1,0,0,0,1,382
127,DHANAWAL,615,562,0,1177,423,349,0,772,12,0,273,98,56,254,5,4,2,2,3,1,4,5,9,5,5,23,4,0,6,0,2,5,3,3,772
128,"TENDUAA KHURD",340,296,0,636,215,190,0,405,315,0,161,95,35,61,3,2,6,1,1,1,1,0,1,2,0,19,5,3,0,3,0,2,0,3,405
129,DHAURAHA,438,426,0,864,329,280,0,609,11,0,175,103,44,224,5,0,2,1,0,5,2,1,4,7,5,21,0,1,1,3,0,1,0,4,609
130,KARAUDA,664,613,0,1277,404,403,0,807,36,0,120,299,8,326,6,5,1,1,2,1,1,1,1,3,2,10,3,2,3,2,1,3,3,3,807
131,KARAUDA,312,305,0,617,230,225,0,455,45,0,55,90,4,249,3,2,1,0,1,1,3,3,2,0,0,7,7,2,3,3,2,8,3,6,455
132,KOODI,524,490,0,1014,325,273,0,598,584,0,46,327,29,155,3,5,0,0,3,1,5,1,2,2,6,4,0,1,0,2,2,3,1,0,598
133,KOODI,559,496,0,1055,383,316,0,699,5,0,95,211,50,261,5,5,2,2,1,1,5,3,4,4,9,11,1,4,0,8,3,3,2,9,699
134,RAJAGARH,577,539,0,1116,369,338,0,707,707,0,214,200,41,186,4,3,1,1,2,2,4,3,5,3,2,16,0,2,1,1,1,4,5,6,707
135,RAJAGARH,370,345,0,715,263,222,0,485,483,0,73,38,4,350,1,0,1,2,2,0,0,1,3,2,1,2,1,0,0,0,0,2,1,1,485
136,NADIHAR,733,644,0,1377,474,436,0,910,878,0,260,263,19,275,3,5,8,4,2,5,4,3,4,7,6,7,5,2,2,6,3,4,7,6,910
137,NADIHAR,539,481,0,1020,321,272,0,593,593,0,201,34,16,302,1,0,2,3,0,0,1,1,1,1,1,7,3,1,0,4,0,5,2,7,593
138,KON,566,529,0,1095,403,315,0,718,230,0,187,282,41,138,5,5,1,0,3,2,6,3,1,9,7,10,1,4,0,4,0,5,2,2,718
139,GARHAVA,359,351,0,710,294,231,0,525,520,0,117,87,36,227,2,0,5,2,0,1,3,1,4,2,2,17,4,2,2,5,1,3,0,2,525
140,SONABARSA,215,199,0,414,166,156,0,322,65,0,74,43,16,145,0,0,23,1,0,0,7,0,0,2,5,0,2,1,1,0,0,1,1,0,322
141,VISHUNAPURA,587,580,0,1167,455,418,0,873,52,0,94,231,36,435,6,4,2,4,0,4,6,1,4,5,7,15,2,4,2,3,0,3,1,4,873
142,KHAMHARIYA,315,289,0,604,197,186,0,383,336,0,108,145,18,96,2,3,1,0,0,0,1,0,1,2,0,3,2,0,0,1,0,0,0,0,383
143,"RAMAPUR BARAHO",623,583,0,1206,368,367,0,735,732,0,143,165,23,347,8,2,1,2,2,2,3,1,1,0,10,8,1,2,1,5,1,6,0,1,735
144,PADARAWA,677,582,0,1259,423,380,0,803,160,0,102,155,81,362,4,2,0,3,0,5,6,6,11,2,8,15,2,7,1,3,0,16,5,7,803
145,PADARAWA,371,310,0,681,259,220,0,479,40,0,82,113,40,202,6,1,4,0,0,1,1,2,4,1,0,8,1,2,1,4,1,3,0,2,479
146,TALAR,538,490,0,1028,391,326,0,717,36,0,272,84,53,236,4,2,0,3,2,2,4,4,3,3,4,19,4,0,1,2,2,5,3,5,717
147,CHITAVISHRAM,319,269,0,588,264,200,0,464,404,0,106,52,48,229,1,1,1,3,0,0,1,2,4,2,2,3,2,1,0,2,0,2,1,1,464
148,KHORADIH,671,594,0,1265,398,282,0,680,680,0,244,186,15,143,3,2,11,0,1,2,9,5,2,3,5,21,3,3,2,0,0,6,4,10,680
149,KHORADIH,218,203,0,421,138,107,0,245,83,0,61,33,16,97,3,0,2,0,0,1,5,1,1,1,4,7,1,3,0,0,0,4,0,5,245
150,KHORADIH,471,409,0,880,331,253,0,584,36,0,73,61,36,324,5,7,4,4,3,1,3,10,11,3,2,11,4,4,1,2,2,9,1,3,584
151,KHORADIH,505,434,0,939,341,162,0,503,503,0,98,42,23,266,7,6,6,4,1,2,4,6,7,1,6,4,2,3,0,5,3,6,1,0,503
152,KHATAKHARIYA,694,632,0,1326,468,405,0,873,65,0,303,163,81,224,12,2,4,2,2,6,8,3,6,5,3,27,3,1,3,2,0,7,1,5,873
153,"SEMARA BARAHO",575,573,0,1148,420,405,0,825,805,0,193,159,39,344,4,0,14,3,1,1,2,3,2,2,2,4,11,7,7,5,4,9,4,5,825
154,"SEMARA BARAHO",663,609,0,1272,446,416,0,862,785,0,282,238,32,222,3,7,8,3,1,1,2,6,6,3,9,17,4,4,3,2,5,1,2,1,862
155,PURAINIYA,336,322,0,658,246,220,0,466,12,0,122,121,8,162,0,1,12,0,1,1,1,0,3,0,2,7,3,6,0,7,1,6,2,0,466
156,NIKARIKA,788,717,0,1505,491,419,0,910,910,0,227,273,37,235,3,3,20,2,5,1,8,6,6,4,9,26,7,4,2,5,1,11,7,8,910
157,DHANISIRIYA,749,723,0,1472,545,487,0,1032,21,0,101,185,32,578,5,5,32,3,3,1,7,1,1,4,8,9,3,9,2,22,9,3,1,8,1032
158,DHANISIRIYA,582,555,0,1137,405,424,0,829,829,0,225,141,65,276,10,3,18,3,4,3,6,4,12,8,9,20,6,2,2,1,2,6,0,3,829
159,BHAWANIPUR,332,294,0,626,254,208,0,462,45,0,194,80,48,100,3,2,6,1,0,0,6,0,1,2,1,10,4,1,0,0,1,1,0,1,462
