"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
11,"PRATHMIK VIDYALAY HASTA CENTRAL PART",399,349,0,748,230,220,0,450,450,0,10,254,11,5,134,1,3,0,7,1,3,0,5,16,450
12,"PRATHMIK VIDYALAY DEVARI CENTRAL PART",591,458,0,1049,341,270,0,611,610,0,139,249,10,4,175,2,0,3,2,4,4,3,5,11,611
13,"PRATHMIK VIDYALAY CENTRAL PART",554,431,0,985,266,223,0,489,441,0,43,195,19,56,113,9,3,4,3,3,6,5,9,21,489
14,"PRATHMIK VIDYALAY SURWAL SITUATED MAFIDAR KA PURWA-SOUTH PART",502,415,0,917,283,266,0,549,500,0,101,192,13,63,136,1,0,4,2,3,3,8,7,16,549
15,"PRATHMIK VIDYALAY KHONPA-EAST PART",710,570,0,1280,338,303,0,641,600,0,25,280,18,16,265,4,1,4,8,1,2,6,3,8,641
16,"PRATHMIK VIDYALAY SIKARISALIS-CENTRAL PART",233,164,0,397,111,103,0,214,204,0,62,53,7,0,79,0,0,0,3,2,0,1,2,5,214
17,"UPPER PRATHMIK VIDYALAY BHADEDU-NORTH PART",728,549,0,1277,353,257,0,610,584,0,83,327,11,8,160,3,0,1,0,0,1,1,2,13,610
18,"UPPER PRATHMIK VIDYALAY BHADEDU-SOUTH PART",637,528,0,1165,270,222,0,492,326,0,108,147,8,72,114,5,1,2,5,3,1,2,6,18,492
19,"PRATHMIK VIDYALAY JAMAULI MAJRA BHADEDU-SOUTH PART",363,296,0,659,195,186,0,381,223,0,87,84,11,65,118,4,3,1,0,0,0,1,1,6,381
20,"PRATHMIK VIDYALAY ATRAULIMAFI-SOUTH PART",612,480,0,1092,366,262,0,628,620,0,210,195,8,2,179,7,2,1,1,2,0,2,9,10,628
21,"PRATHMIK VIDYALAY ARKI-EAST PART",784,627,0,1411,374,297,0,671,582,0,262,260,20,16,69,3,0,2,6,5,3,6,5,14,671
22,"PRATHMIK VIDYALAY ARKI-WEST PART",667,493,0,1160,318,247,0,565,363,0,15,106,14,19,360,6,5,9,5,3,4,3,3,13,565
23,"PRATHMIK VIDYALAY BARDWARA-EAST PART",838,648,0,1486,450,316,0,766,646,0,62,304,15,32,311,7,2,4,3,2,3,4,6,11,766
24,"PRATHMIK VIDYALAY BARDWARA-WEST PART",752,629,0,1381,380,258,0,638,445,0,285,190,5,17,102,1,2,4,1,1,1,4,4,21,638
25,"UPPER PRATHMIK VIDYALAY SURSEN-EAST PART",526,401,0,927,299,255,0,554,547,0,82,199,8,18,214,1,0,1,2,4,2,4,5,14,554
26,"UPPER PRATHMIK VIDYALAY SURSEN-CENTRAL PART",378,283,0,661,171,128,0,299,250,0,86,121,8,6,58,7,1,0,1,1,0,2,2,6,299
27,"UPPER PRATHMIK VIDYALAY SURSEN-WEST PART",389,286,0,675,217,134,0,351,277,0,40,282,8,2,11,1,4,0,1,0,0,2,0,0,351
28,"PRATHMIK VIDYALAY MIRZAPUR-CENTRAL PART",345,276,0,621,226,181,0,407,364,0,302,11,3,0,80,1,2,1,0,1,0,2,2,2,407
29,"PRATHMIK VIDYALAY HARISHANPUR MAJRA MIRJAPUR-CENTRAL PART",277,216,0,493,162,148,0,310,286,0,92,89,3,15,91,6,1,0,2,0,1,4,2,4,310
30,"PRATHMIK VIDYALAY VEERGHUMAI SURKI-NORTH PART",527,408,0,935,250,213,0,463,316,0,95,290,13,7,23,2,0,3,0,1,1,2,8,18,463
31,"PRATHMIK VIDYALAY VEERGHUMAI SURKI-SOUTH PART",548,445,0,993,271,262,0,533,490,0,117,134,7,13,240,6,0,0,3,1,2,2,5,3,533
32,"PRATHMIK VIDYALAY LAMIYARI-CENTRAL PART",593,444,0,1037,353,321,0,674,633,0,122,155,1,21,338,4,0,2,7,3,2,10,3,6,674
33,"PRATHMIK VIDYALAY GADAULI-CENTRAL PART",786,597,0,1383,497,422,0,919,906,0,60,347,19,6,442,8,4,2,4,2,1,6,7,11,919
34,"PRATHMIK VIDYALAY MAMSIBUJURG-CENTRAL PART",759,594,0,1353,413,340,0,753,578,0,37,290,14,85,249,11,3,3,10,11,4,8,9,19,753
35,"PRATHMIK VIDYALAY BASANTPUR-CENTRAL PART",113,97,0,210,76,68,0,144,144,0,41,87,3,0,8,0,0,0,1,0,0,2,2,0,144
36,"PRATHMIK VIDYALAY DARSENA-EAST PART",857,661,0,1518,492,408,0,900,790,0,83,521,24,18,175,8,5,3,3,1,2,6,12,39,900
37,"PRATHMIK VIDYALAY DARSENA-WEST PART",464,375,0,839,268,233,0,501,498,0,66,153,12,0,233,3,0,8,0,2,3,3,9,9,501
38,"PRATHMIK VIDYALAY BASHAR-CENTRAL PART",360,311,0,671,220,250,0,470,202,0,189,69,2,6,165,2,0,1,2,3,1,5,7,18,470
39,"PRATHMIK VIDYALAY PILKHINI-CENTRAL PART",382,324,0,706,221,244,0,465,332,0,301,38,11,0,96,1,0,0,1,1,2,4,3,7,465
40,"PRATHMIK VIDYALAY BYAUHARA-CENTRAL PART",495,375,0,870,286,203,0,489,487,0,60,228,7,13,166,0,2,3,2,2,0,0,2,4,489
41,"PRATHMIK VIDYALAY SINDHAULI-CENTRAL PART",272,206,0,478,143,117,0,260,202,0,8,162,9,0,67,0,1,0,2,0,0,2,5,4,260
42,"PRATHMIK VIDYALAY BHANPUR-CENTRAL PART",444,375,0,819,236,232,0,468,423,0,90,147,12,3,186,6,2,2,0,0,0,2,5,13,468
43,"UPPER PRATHMIK VIDYALAY ARCHHA BARETHI-EAST PART",774,657,0,1431,414,355,0,769,695,0,91,250,22,19,314,22,2,5,6,7,6,6,4,15,769
44,"UPPER PRATHMIK VIDYALAY ARCHHA BARETHI-WEST PART",530,436,0,966,313,270,0,583,510,0,111,107,5,6,338,5,1,2,0,3,1,0,1,3,583
45,"NAVEEN PRATHMIK VIDYALAY AUDAHA-EAST PART",526,415,0,941,331,243,0,574,549,0,19,242,10,23,235,2,1,4,9,4,2,6,6,11,574
46,"NAVEEN PRATHMIK VIDYALAY AUDAHA-WEST PART",363,291,0,654,209,178,0,387,373,0,8,125,8,4,190,1,2,3,31,3,1,3,1,7,387
47,"NAVEEN PRATHMIK VIDYALAY AUDAHA-IN HALL",390,321,0,711,196,164,0,360,189,0,38,261,15,11,15,0,0,2,2,0,1,1,3,11,360
48,"PRATHMIK VIDYALAY RAIPURWA--CENTRAL PART",248,209,0,457,165,128,0,293,272,0,12,161,5,8,91,2,0,1,1,2,1,0,4,5,293
49,"PRATHMIK VIDYALAY PANAUTI-CENTRAL PART",787,593,0,1380,414,347,0,761,722,0,146,245,15,69,223,12,1,4,2,3,4,3,9,25,761
50,"PRATHMIK VIDYALAY SARDHUWA FIRST-EAST PART",497,415,0,912,270,205,0,475,406,0,40,229,14,26,124,32,0,0,0,0,2,1,2,5,475
51,"PRATHMIK VIDYALAY SARDHUWA FIRST-WEST PART",405,350,0,755,213,156,0,369,196,0,29,201,11,26,88,5,0,1,1,2,1,0,1,3,369
52,"GIRLS UPPER PRATHMIK VIDYALAY SARDHUWA-CENTRAL PART",814,658,0,1472,387,310,0,697,622,0,22,411,15,70,128,8,6,2,2,3,1,4,9,16,697
53,"UPPER PRATHMIK VIDYALAY SARDHUWA-NORTH PART",702,520,0,1222,353,260,0,613,600,0,57,189,12,18,296,2,0,5,4,3,3,8,6,10,613
54,"UPPER PRATHMIK VIDYALAY SARDHUWA-SOUTH PART",750,558,0,1308,210,108,0,318,312,0,125,102,14,4,48,3,0,3,1,2,1,3,1,11,318
55,"PRATHMIK VIDYALAY BHATARI-CENTRAL PART",276,223,0,499,171,168,0,339,321,0,8,248,6,4,60,0,0,0,0,1,0,0,4,8,339
56,"PRATHMIK VIDYALAY SURAJAWA KA PURWA MAJRA BHATARI-CENTRAL PART",432,353,0,785,217,170,0,387,377,0,94,158,15,57,34,2,2,1,1,1,2,3,5,12,387
57,"PRATHMIK VIDYALAY KUSELI-CENTRAL PART",496,395,0,891,235,261,0,496,492,0,31,253,7,10,181,5,1,2,3,0,0,0,1,2,496
58,"PRATHMIK VIDYALAY MAHUWAGAO-CENTRAL PART",782,631,0,1413,369,315,0,684,681,0,95,355,14,63,130,1,2,2,1,4,3,2,2,10,684
59,"PRATHMIK VIDYALAY UTTAMPUR MAJRA MAHUWAGAO-CENTRAL PART",290,220,0,510,174,136,0,310,310,0,178,86,14,3,17,0,1,3,2,0,0,1,5,0,310
60,"PRATHMIK VIDYALAY KANKOTA-CENTRAL PART",490,387,0,877,256,232,0,488,456,0,72,160,25,78,122,1,3,6,1,4,1,4,5,6,488
61,"PRATHMIK VIDYALAY UDGHATA-CENTRAL PART",287,225,0,512,172,147,0,319,314,0,2,211,2,0,92,0,1,2,0,4,0,1,2,2,319
62,"PRATHMIK VIDYALAY RAIYPUR-CENTRAL PART",739,564,0,1303,298,338,0,636,613,0,185,228,13,13,122,5,2,4,5,10,4,3,10,32,636
63,"PRATHMIK VIDYALAY TIWARI KA PURWA MAJRA RAIYPUR-CENTRAL PART",258,195,0,453,158,149,0,307,292,0,18,210,9,4,35,3,0,5,1,0,0,5,8,9,307
64,"PRATHMIK VIDYALAY BERAUR-CENTRAL PART",431,359,0,790,211,167,0,378,378,0,128,172,10,9,28,5,0,0,1,0,0,3,3,19,378
65,"PRATHMIK VIDYALAY PRAHLAD KA PURWA MAJRA BERAUR-NORTH PART",381,252,0,633,198,166,0,364,290,0,19,182,3,5,145,2,2,1,0,0,1,3,1,0,364
66,"PRATHMIK VIDYALAY CHILLIRAKAS",477,405,0,882,260,224,0,484,430,0,83,241,16,10,84,3,1,1,3,3,0,9,11,19,484
67,"PRATHMIK VIDYALAY PANDEYPURWA MAJRA CHILLIRAKAS-EAST PART",291,238,0,529,199,165,0,364,180,0,91,188,12,2,60,2,0,1,1,0,1,1,3,2,364
68,"PRATHMIK VIDYALAY KALWALIYA-CENTRAL PART",433,373,0,806,164,168,0,332,319,0,12,181,7,28,87,3,2,3,1,2,1,2,3,0,332
69,"PRATHMIK VIDYALAY PATNAKHALSA-CENTRAL PART",486,382,0,868,294,240,0,534,533,0,40,329,12,5,135,3,0,0,2,2,0,2,3,1,534
70,"PRATHMIK VIDYALAY RAMPURIYA AVVAL-CENTRAL PART",356,286,0,642,205,180,0,385,233,0,50,171,15,5,109,1,2,0,2,1,1,4,10,14,385
71,"PRATHMIK VIDYALAY PATWARIYA SANI-CENTRAL PART",542,467,0,1009,340,301,0,641,641,0,81,382,24,10,96,9,3,1,3,2,4,3,14,9,641
72,"PRATHMIK VIDYALAY CHANHAT-CENTRAL PART",654,546,0,1200,329,297,0,626,626,0,183,244,14,4,139,22,1,3,3,0,0,4,5,4,626
73,"UPPER PRATHMIK VIDYALAY MOHARWAN-EAST PART",534,450,0,984,274,207,0,481,386,0,96,195,7,26,130,8,0,1,3,3,1,2,4,5,481
74,"PRATHMIK VIDYALAY KHARUHI-CENTRAL PART",255,215,0,470,168,150,0,318,297,0,13,110,4,24,155,2,1,2,1,1,0,1,1,3,318
75,"GIRLS UPPER PRATHMIK VIDYALAY ARJUNPUR-EAST PART",599,525,0,1124,327,293,0,620,593,0,155,197,11,4,226,1,2,1,3,3,0,4,4,9,620
76,"GIRLS UPPER PRATHMIK VIDYALAY ARJUNPUR-WEST PART",235,214,0,449,143,136,0,279,279,0,65,27,3,3,171,3,0,0,2,0,0,2,0,3,279
77,"PRATHMIK VIDYALAY JAMHIL-CENTRAL PART",511,452,0,963,323,291,0,614,500,0,35,390,14,6,135,2,5,1,3,0,0,4,10,9,614
78,"PRATHMIK VIDYALAY SALIGPUR-CENTRAL PART",424,371,0,795,232,239,0,471,375,0,51,280,12,4,102,1,1,0,2,0,2,3,3,10,471
79,"UPPER PRATHMIK VIDYALAY SAGWARA-EAST PART",542,423,0,965,263,233,0,496,390,0,10,333,14,10,109,2,1,0,2,2,1,4,2,6,496
80,"UPPER PRATHMIK VIDYALAY SAGWARA-WEST PART",331,271,0,602,153,138,0,291,272,0,15,189,3,2,68,2,0,0,1,0,0,1,2,8,291
81,"PRATHMIK VIDYALAY GADARIYAN PURWA MAJRA SAGWARA-CENTRAL PART",143,117,0,260,90,87,0,177,177,0,18,36,0,4,107,2,0,0,2,3,1,1,0,3,177
82,"UPPER PRATHMIK VIDYALAY LOHDA-EAST PART",497,378,0,875,271,223,0,494,481,0,20,366,16,5,71,0,2,2,1,1,1,3,3,3,494
83,"UPPER PRATHMIK VIDYALAY LOHDA-WEST PART",769,588,0,1357,376,331,0,707,658,0,32,257,11,12,379,6,3,1,3,0,0,1,1,1,707
84,"PRATHMIK VIDYALAY NONAR-CENTRAL PART",654,494,0,1148,353,306,0,659,657,0,104,250,11,11,262,4,2,1,1,0,1,0,7,5,659
85,"UPPER PRATHMIK VIDYALAY NONAR SITUATED DOLIPURWA-EAST PART",367,335,0,702,218,191,0,409,332,0,176,17,6,1,176,2,5,1,2,3,1,6,4,9,409
86,"PRATHMIK VIDYALAY PRASIDHDPUR-CENTRAL PART",628,541,0,1169,301,380,0,681,675,0,194,161,9,24,252,17,0,1,17,2,1,0,0,3,681
87,"UPPER PRATHMIK VIDYALAY PIPRODAR-CENTRAL PART",306,268,0,574,164,153,0,317,264,0,168,40,4,3,88,2,1,0,1,0,1,2,4,3,317
88,"PRATHMIK VIDYALAY PATHRAMANI-CENTRAL PART",488,402,0,890,265,213,0,478,400,0,183,129,7,4,138,0,3,1,0,0,1,1,2,9,478
89,"SHRI PALESHWARNATH INTER COLLEGE PAHADIBUJURG-EAST PART",832,684,0,1516,462,363,0,825,800,0,84,374,17,28,273,3,2,2,3,5,3,11,12,8,825
90,"SHRI PALESHWARNATH INTER COLLEGE PAHADIBUJURG-WEST PART",568,401,0,969,259,166,0,425,352,0,108,172,10,18,104,0,1,2,2,0,0,2,3,3,425
91,"SHRI PALESHWARNATH INTER COLLEGE PAHADIBUJURG-CENTRAL PART",463,406,0,869,222,178,0,400,373,0,90,185,5,8,93,2,2,1,5,1,2,2,2,2,400
92,"UPPER PRATHMIK VIDYALAY PAHADIBUJURG-SOUTH PART",415,333,0,748,201,133,0,334,334,0,60,148,4,13,88,6,2,1,1,1,1,1,0,8,334
93,"UPPER PRATHMIK VIDYALAY PAHADIBUJURG-NORTH PART",263,241,0,504,148,122,0,270,268,0,71,150,5,2,37,0,0,0,1,0,0,2,0,2,270
94,"PRATHMIK VIDYALAY MAHRAJPUR MAJRA PAHADIBUJURG-CENTRAL PART",328,244,1,573,170,129,0,299,196,0,18,85,2,4,171,4,0,1,0,0,1,0,2,11,299
95,"PRATHMIK VIDYALAY OVARI MAJRA PAHADIBUJURG-CENTRAL PART",225,164,0,389,127,116,0,243,155,0,21,95,1,1,117,1,0,1,0,1,0,1,2,2,243
96,"PRATHMIK VIDYALAY KUCHARAM-CENTRAL PART",712,628,0,1340,430,355,0,785,785,0,289,171,11,5,279,6,1,2,2,4,2,2,2,9,785
97,"PRATHMIK VIDYALAY SIKARISANI-CENTRAL PART",359,297,0,656,221,155,0,376,376,0,99,85,2,9,100,3,0,0,68,0,0,0,4,6,376
98,"PRATHMIK VIDYALAY KANTI-CENTRAL PART",274,228,0,502,154,148,0,302,300,0,10,212,7,2,57,3,1,0,1,1,0,1,1,6,302
99,"PRATHMIK VIDYALAY HARRA-CENTRAL PART",259,228,0,487,166,134,0,300,300,0,227,33,3,13,10,1,0,0,1,0,1,1,3,7,300
100,"PRATHMIK VIDYALAY CHAURA-EAST PART",718,561,0,1279,354,277,0,631,631,0,120,338,26,16,103,2,5,1,3,2,2,1,4,8,631
101,"PRATHMIK VIDYALAY CHAURA-WEST PART",312,246,0,558,181,140,0,321,321,0,79,80,5,13,133,1,1,1,0,0,2,1,2,3,321
102,"PRATHAMIK VIDYALAY DAHRIYA PURWA MAJRA CHAURA CENTRAL",572,499,0,1071,334,205,0,539,494,0,364,63,12,2,53,6,1,2,4,0,4,4,6,18,539
103,"PRATHAMIK VIDYALAY KALWARABUJURG CENTRAL",579,390,0,969,277,230,0,507,373,0,67,239,21,8,149,4,1,2,4,2,0,2,6,2,507
104,"PRATHAMIK VIDYALAY KALAWARABUJURG SOUTH PART",407,320,0,727,211,162,0,373,362,0,113,150,14,4,49,2,0,1,4,1,2,4,9,20,373
105,"PRATHMIK VIDYALAY KALAWARAKHURD",448,369,0,817,254,240,0,494,483,0,172,113,10,22,161,4,2,0,4,2,1,1,2,0,494
106,"PRATHMIK VIDYALAY KHERIYA",264,214,0,478,162,142,0,304,293,0,25,61,7,8,199,2,0,0,0,1,0,1,0,0,304
107,"PRATHMIK VIDYALAY DEVAL WEST PART",697,555,0,1252,417,329,0,746,685,0,163,326,11,26,197,1,1,3,6,3,0,3,3,3,746
108,"PRATHMIK VIDYALAYAGARAHUNDA CENTRAL PART",271,232,0,503,182,161,0,343,195,0,197,62,2,5,35,0,0,1,32,4,0,0,1,4,343
109,"UPPER PRATHMIK VIDYALAY NAHARA CENTRAL PART",697,569,0,1266,418,364,0,782,779,0,126,343,10,14,258,3,0,0,1,3,1,3,3,17,782
110,"PRATHMIK VIDYALAY RAMPUR- CENTRAL PART",169,172,0,341,99,103,0,202,190,0,72,54,0,2,67,2,0,0,0,0,0,1,2,2,202
111,"PRATHMIK VIDYALAY ORA -NORTH PART",553,381,0,934,269,191,0,460,434,0,13,271,8,7,125,3,1,2,4,1,1,8,5,11,460
112,"PRATHMIK VIDYALAY ORA - SOUTH PART",524,352,0,876,242,159,0,401,341,0,11,278,6,3,70,0,1,0,8,0,2,5,8,9,401
113,"SANKUL BHAWAN ORA -SOUTH PART",832,665,0,1497,387,320,0,707,695,0,207,271,17,14,94,2,3,2,6,2,4,11,21,53,707
114,"PRATHMIK VIDYALAY SAKARAULI -CENTRAL PART",822,597,0,1419,425,305,0,730,507,0,90,279,23,18,196,6,3,3,21,7,11,15,26,32,730
115,"PRATHMIK VIDYALAY SAIPUR - CENTRAL PART",568,448,0,1016,306,216,0,522,353,0,209,147,12,28,99,4,1,2,5,3,0,2,2,8,522
116,"PRARHMIK VIDYALAY KOHARI - CENTRAL PART",467,371,0,838,274,222,0,496,452,0,290,63,7,7,103,2,0,3,2,0,2,6,4,7,496
117,"PRATHMIK VIDYALAY KAHETAMAFI- EAST PART",498,427,0,925,277,287,0,564,533,0,172,147,10,72,117,7,1,2,2,2,1,4,10,17,564
118,"PRATHMIK VIDYALAY KAHETAMAFI - WEST PART",153,129,0,282,83,79,0,162,138,0,137,6,1,0,2,0,1,4,0,1,0,0,2,8,162
119,"PRATHMIK VIDYALAY PATIYAJAPTI - CENTRAL PART",539,421,0,960,251,211,0,462,451,0,150,131,8,17,86,0,1,4,33,4,1,6,9,12,462
120,"PRATHMIK VIDYALAY PARASAUNJA - NORTH PART",634,524,0,1158,452,206,0,658,657,0,287,103,7,5,224,4,3,2,4,3,2,2,4,8,658
121,"PRATHMIK VIDYALAY PARASAUNJA - SOUTH PART",492,367,0,859,281,221,0,502,200,0,121,219,14,5,119,0,1,1,1,1,3,3,4,10,502
122,"UPPER PRATHMIK VIDYALAY PARASAUNJA - NORTH PART",530,415,0,945,307,235,0,542,406,0,82,315,15,3,99,2,1,0,1,2,2,5,3,12,542
123,"UPPER PRATHMIK VIDYALAY PARASAUNJA - SOUTH PART",503,377,0,880,278,232,0,510,480,0,171,149,13,8,125,2,1,1,4,1,2,6,9,18,510
124,"PRATHMIK VIDYALAY PACHOKHAR - EAST PART",611,509,0,1120,346,343,0,689,689,0,28,420,17,8,186,4,2,1,2,2,0,3,5,11,689
125,"PRATHMIK VIDYALAT MAJHIYAR - CENTRAL PART",281,222,0,503,175,157,0,332,283,0,107,16,1,2,187,3,0,0,2,2,1,2,1,8,332
126,"PRATHMIK VIDYALAY ASHOH - EAST PART",627,497,0,1124,340,265,0,605,603,0,15,397,11,12,140,2,1,1,3,3,2,1,2,15,605
127,"PRATHMIK VIDYALAY ASHOH - WEST PART",642,565,0,1207,394,293,0,687,687,0,199,242,10,13,198,2,7,1,3,2,2,4,3,1,687
128,"PRATHMIK VIDYALAY ITAURA- WEST PART",688,548,0,1236,369,284,0,653,551,0,88,297,20,10,206,3,4,2,12,2,1,1,4,3,653
129,"PRATHMIK VIDYALAY BABUPUR - EAST PART",710,603,0,1313,410,382,0,792,755,0,270,145,17,7,307,4,2,1,11,6,2,5,3,12,792
130,"PRATHMIK VIDYALAY KHARASEDA - CENTRAL PART",528,469,0,997,298,302,0,600,405,0,70,291,19,24,151,2,1,3,22,1,0,1,1,14,600
131,"PRATHMIK VIDYALAY KAPANA - CENTRAL PART",320,272,0,592,197,151,0,348,334,0,95,81,1,1,159,1,0,0,2,0,1,0,4,3,348
132,"PRATHMIK VIDYALAY JARIHA- CENTRAL PART",284,255,0,539,161,162,0,323,259,0,118,78,5,1,111,1,0,1,0,0,1,3,2,2,323
133,"PRATHMIK VIDYALAY NANDI - EAST PART",712,590,0,1302,449,409,0,858,853,0,93,378,19,23,272,5,2,1,4,3,4,13,12,29,858
134,"PRATHMIK VIDYALAY NANDI - WEST PART",554,418,0,972,315,261,0,576,403,0,145,312,15,10,75,5,0,0,2,2,0,4,3,3,576
135,"PRATHMIK VIDYALAY TAURA - EAST PART",605,509,0,1114,318,280,0,598,598,0,140,206,6,39,169,5,2,5,3,2,1,4,7,9,598
136,"PRATHMIK VIDYALAY TAURA - WEST PART",214,201,0,415,124,132,0,256,251,0,40,27,5,19,144,7,0,1,2,1,0,3,3,4,256
137,"PRATHMIK VIDYALAY SIKARIYA- CENTRAL PART",296,254,0,550,174,180,0,354,352,0,38,171,9,5,113,1,1,1,1,0,0,3,4,7,354
138,"PRATHMIK VIDYALAY BAKTA BUJURG - NORTH PART",510,418,0,928,282,227,0,509,507,0,143,191,5,5,158,0,1,0,1,3,0,0,2,0,509
139,"PRATHMIK VIDYALAY BAKTA BUGURG - SOUTH PART",436,377,0,813,212,182,0,394,318,0,54,181,5,4,128,5,1,1,4,1,1,3,2,4,394
140,"PRATHMIK VIDYALAY BACHHARAN - WEST PART",557,496,0,1053,304,252,0,556,267,0,186,119,2,15,206,8,5,0,5,2,0,2,2,4,556
141,"PRATHMIK VIDYALAY BACHHARAN - NORTH PART",546,488,0,1034,323,269,0,592,345,0,84,147,6,24,300,6,3,2,10,1,2,1,5,1,592
142,"PRATHMIK VIDYALAY UNNAYAVARNA - CENTRAL PART",511,435,0,946,297,268,0,565,510,0,49,192,9,6,290,4,0,0,1,6,1,1,2,4,565
143,"PRATHMIK VIDYALAY GANEEVA PRASIDHAPUR- CENTRAL PART",690,618,0,1308,375,383,0,758,758,0,50,261,20,44,305,9,3,5,5,2,8,17,9,20,758
144,"PRATHMIK VIDYALAY RAMPURIYA MAJRA HARDAULI CENTRAL PART",336,302,0,638,193,191,0,384,384,0,64,89,3,13,194,5,2,3,3,0,1,2,0,5,384
145,"PRATHMIK VIDYALAY ANIPUR - CENTREL PART",281,230,0,511,179,156,0,335,281,0,66,119,8,29,104,1,0,4,0,1,1,0,1,1,335
146,"PRATHMIK VIDYALAY HARDAULI - CENTRAL PART",539,459,0,998,294,301,0,595,359,0,56,243,13,8,226,5,6,1,4,1,3,4,8,17,595
147,"PRATHMIK VIDYALAY DADHIYA - CENTRAL PART",370,302,0,672,205,189,0,394,389,0,17,201,17,5,131,1,0,1,3,2,1,7,3,5,394
148,"PRATHMIK VIDYALAY KANDHAWANIYA - CENTRAL PART",639,516,0,1155,358,316,0,674,437,0,218,97,8,7,309,9,1,4,2,3,2,5,0,9,674
149,"PRATHMIK VIDYALAY AHIRA CENTRAL PART",370,330,0,700,274,217,0,491,369,0,107,55,4,7,303,4,0,0,5,0,0,2,0,4,491
150,"PRATHMIK VIDYALAY MAGARAHAI - CENTRAL PART",245,195,0,440,162,135,0,297,297,0,106,53,9,4,116,5,0,1,0,0,0,1,1,1,297
151,"PRATHMIK VIDYALAY BANDHA - CENTRAL PART",261,219,0,480,123,127,0,250,185,0,72,70,2,2,84,2,0,1,1,3,2,3,2,6,250
152,"PRATHMIK VIDYALAY GAUHANIKALA- CENTRAL PART",536,442,1,979,283,271,0,554,486,0,20,227,12,21,234,6,3,1,3,4,2,5,11,5,554
153,"UPPER PRATHMIK VIDYALAY GAUHANIKALA SITUETED GADHAWARA - CENTRAL PART",489,404,0,893,245,183,0,428,395,0,170,160,6,4,51,0,1,0,1,14,1,6,5,9,428
154,"PRATHMIK VIDYALAY BHUJAULIMAFI - CENTRL PART",383,316,0,699,200,164,0,364,320,0,71,147,5,5,118,1,1,2,0,3,3,0,3,5,364
155,"PRATHMIK VIDYALAY DEHARUCHHMAFI - WEST PART",378,310,0,688,217,177,0,394,329,0,167,59,5,5,148,0,0,1,2,2,1,1,2,1,394
